dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",64,0,0.08336,0,0.106609,200.019,200.31,200.209
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",64,42,0.025824,0,0.05658,0.010048,0.131469,0.092452
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",64,43,0.028384,0,0.05745,0.0104,0.135729,0.096234
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",64,44,0.032832,0,0.05615,0.009984,0.137928,0.098966
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",64,45,0.025152,0,0.05663,0.00976,0.130309,0.091542
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",64,46,0.026208,0,0.05645,0.011392,0.133758,0.09405
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",64,47,0.027392,0,0.057429,0.008512,0.130499,0.093333
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",64,48,0.026272,0,0.057039,0.009632,0.132919,0.092943
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",64,49,0.027456,0,0.056999,0.008544,0.134659,0.092999
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",64,50,0.026368,0,0.05586,0.009792,0.131088,0.09202
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",64,51,0.025952,0,0.056459,0.007616,0.129598,0.090027
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",64,52,0.02688,0,0.055749,0.007808,0.136299,0.090437
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",64,53,0.02464,0,0.052969,0.011872,0.120819,0.089481
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",64,54,0.026592,0,0.05683,0.009696,0.131578,0.093118
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",64,55,0.026048,0,0.056539,0.0104,0.131628,0.092987
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",64,56,0.025728,0,0.056079,0.008928,0.130239,0.090735
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",64,57,0.027648,0,0.05635,0.011776,0.133939,0.095774
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",64,58,0.025504,0,0.056399,0.00976,0.130189,0.091663
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",64,59,0.027904,0,0.057109,0.010144,0.135128,0.095157
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",64,60,0.025952,0,0.05598,0.009824,0.132388,0.091756
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",64,61,0.029632,0,0.057289,0.01072,0.144779,0.097641
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",64,62,0.029824,0,0.05606,0.009216,0.133358,0.0951
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",64,63,0.02816,0,0.05812,0.009664,0.144929,0.095944
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",64,64,0.025664,0,0.06111,0.009696,0.136179,0.09647
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",64,65,0.033376,0,0.056179,0.009248,0.135399,0.098803
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",64,66,0.02592,0,0.053809,0.009824,0.126998,0.089553
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",64,67,0.025632,0,0.056129,0.00944,0.130299,0.091201
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",64,68,0.025888,0,0.05635,0.009472,0.130688,0.09171
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",64,69,0.026816,0,0.057269,0.009888,0.133308,0.093973
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",64,70,0.02672,0,0.05718,0.0104,0.133918,0.0943
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",64,71,0.029056,0,0.05657,0.009536,0.133769,0.095162
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",64,72,0.026592,0,0.056479,0.00928,0.132268,0.092351
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",64,73,0.026368,0,0.056139,0.010976,0.132079,0.093483
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",64,74,0.026432,0,0.05754,0.007904,0.130998,0.091876
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,0,0.049632,0,0.073909,0.015136,0.192998,0.138677
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,1,0.046976,0,0.062749,0.00976,0.160808,0.119485
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,2,0.041408,0,0.063109,0.009856,0.152488,0.114373
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,3,0.039808,0,0.060999,0.00864,0.156568,0.109447
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,4,0.04096,0,0.06217,0.009312,0.150969,0.112442
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,5,0.040544,0,0.061959,0.010272,0.151568,0.112775
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,6,0.04032,0,0.06227,0.00896,0.151678,0.11155
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,7,0.039392,0,0.06189,0.009152,0.150688,0.110434
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,8,0.04304,0,0.062219,0.009792,0.153698,0.115051
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,9,0.046752,0,0.061609,0.010048,0.156618,0.118409
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,10,0.038528,0,0.061399,0.010336,0.150308,0.110263
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,11,0.04112,0,0.06221,0.010944,0.153578,0.114274
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,12,0.044224,0,0.06144,0.009504,0.156438,0.115168
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,13,0.041344,0,0.063029,0.009504,0.156628,0.113877
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,14,0.040384,0,0.06104,0.00912,0.148688,0.110544
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,15,0.040832,0,0.064299,0.009984,0.158029,0.115115
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,16,0.03968,0,0.062049,0.008672,0.152108,0.110401
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,17,0.040672,0,0.061979,0.010368,0.150138,0.113019
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,18,0.041184,0,0.061679,0.009728,0.152018,0.112591
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,19,0.037824,0,0.061739,0.01008,0.147968,0.109643
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,20,0.039808,0,0.06234,0.01056,0.152518,0.112708
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,21,0.041312,0,0.06221,0.009728,0.152868,0.11325
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,22,0.03872,0,0.058249,0.011392,0.140449,0.108361
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,23,0.037632,0,0.058289,0.011104,0.139188,0.107025
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,24,0.040704,0,0.066249,0.008704,0.155758,0.115657
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,25,0.04064,0,0.062419,0.010592,0.152938,0.113651
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,26,0.041472,0,0.0635,0.00848,0.154079,0.113452
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,27,0.03856,0,0.06172,0.010688,0.149398,0.110968
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,28,0.041088,0,0.06222,0.009952,0.152378,0.11326
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,29,0.038976,0,0.061429,0.010752,0.149958,0.111157
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,30,0.040928,0,0.062559,0.009632,0.150739,0.113119
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,31,0.038368,0,0.061329,0.009632,0.149778,0.109329
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,32,0.040576,0,0.062559,0.010016,0.152348,0.113151
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,33,0.510656,0,0.062719,0.00976,0.623773,0.583135
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,34,0.039648,0,0.061879,0.009408,0.149998,0.110935
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,35,0.036288,0,0.057949,0.011328,0.138269,0.105565
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,36,0.043104,0,0.061779,0.009728,0.158888,0.114611
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,37,0.040032,0,0.061659,0.010368,0.151979,0.112059
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,38,0.039712,0,0.061729,0.010528,0.153938,0.111969
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,39,0.038656,0,0.061509,0.009696,0.150718,0.109861
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,40,0.0392,0,0.061359,0.00848,0.147518,0.109039
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,41,0.04128,0,0.06436,0.011136,0.159718,0.116776
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,42,0.040128,0,0.061999,0.010336,0.149948,0.112463
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,43,0.039328,0,0.06208,0.009472,0.150379,0.11088
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,44,0.040448,0,0.06204,0.008608,0.152198,0.111096
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,45,0.037952,0,0.061419,0.008832,0.147799,0.108203
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,46,0.03952,0,0.062968,0.010592,0.154018,0.11308
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,47,0.040992,0,0.06267,0.0096,0.153469,0.113262
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,48,0.041568,0,0.062289,0.01088,0.154178,0.114737
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,49,0.040576,0,0.06213,0.010048,0.151969,0.112754
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,50,0.039872,0,0.061989,0.009856,0.151588,0.111717
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,51,0.039552,0,0.061859,0.010976,0.151958,0.112387
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,52,0.041792,0,0.063269,0.010048,0.154938,0.115109
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,53,0.037632,0,0.058239,0.01152,0.139299,0.107391
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,54,0.040608,0,0.06278,0.009856,0.153458,0.113244
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,55,0.038784,0,0.057479,0.011552,0.140319,0.107815
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,56,0.039264,0,0.062219,0.009504,0.150958,0.110987
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,57,0.039808,0,0.06144,0.009376,0.246768,0.110624
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,58,0.039552,0,0.062479,0.009408,0.151678,0.111439
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,59,0.039744,0,0.06213,0.010048,0.149579,0.111922
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,60,0.038976,0,0.06151,0.010336,0.150168,0.110822
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,61,0.04064,0,0.062309,0.010496,0.156038,0.113445
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,62,0.038336,0,0.06132,0.009664,0.147568,0.10932
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,63,0.03968,0,0.061509,0.00992,0.150648,0.111109
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,64,0.04144,0,0.061939,0.010336,0.159628,0.113715
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,65,0.040032,0,0.062069,0.010016,0.153838,0.112117
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,66,0.04064,0,0.062149,0.011104,0.152648,0.113893
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,67,0.037184,0,0.059789,0.011744,0.140959,0.108717
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,68,0.03856,0,0.062459,0.011296,0.154038,0.112315
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,69,0.039808,0,0.062259,0.007872,0.151458,0.109939
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,70,0.040768,0,0.06206,0.009536,0.151268,0.112364
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,71,0.03904,0,0.062289,0.00928,0.149979,0.110609
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,72,0.038464,0,0.06144,0.009056,0.148538,0.10896
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,73,0.03904,0,0.063409,0.009632,0.153189,0.112081
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",128,74,0.041888,0,0.061989,0.009632,0.151438,0.113509
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,0,0.067008,0,0.095348,0.016416,0.225937,0.178772
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,1,0.059776,0,0.085239,0.009664,0.196847,0.154679
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,2,0.060096,0,0.08381,0.009504,0.194018,0.15341
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,3,0.056672,0,0.080499,0.009728,0.183988,0.146899
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,4,0.056864,0,0.08344,0.009664,0.191747,0.149968
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,5,0.056992,0,0.083818,0.00848,0.191078,0.14929
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,6,0.0576,0,0.083939,0.00928,0.192358,0.150819
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,7,0.056832,0,0.084259,0.009216,0.196848,0.150307
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,8,0.057472,0,0.083089,0.00944,0.190888,0.150001
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,9,0.056928,0,0.083789,0.0088,0.190868,0.149517
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,10,0.0552,0,0.083579,0.008032,0.187938,0.146811
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,11,0.0584,0,0.08366,0.009472,0.194417,0.151532
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,12,0.056576,0,0.083838,0.00848,0.190148,0.148894
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,13,0.056224,0,0.083689,0.008352,0.188918,0.148265
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,14,0.056288,0,0.083018,0.008416,0.189298,0.147722
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,15,0.056064,0,0.082929,0.00992,0.190158,0.148913
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,16,0.056864,0,0.08341,0.009696,0.190218,0.14997
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,17,0.058176,0,0.083729,0.009152,0.194017,0.151057
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,18,0.058112,0,0.083328,0.009024,0.194838,0.150464
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,19,0.05712,0,0.169007,0.010752,0.276447,0.236879
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,20,0.059552,0,0.08435,0.009184,0.194248,0.153086
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,21,0.05936,0,0.084959,0.010624,0.195768,0.154943
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,22,0.057856,0,0.08417,0.008608,0.191258,0.150634
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,23,0.056736,0,0.083999,0.008928,0.191308,0.149663
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,24,0.056704,0,0.083239,0.009024,0.190958,0.148967
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,25,0.05616,0,0.083169,0.008896,0.189058,0.148225
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,26,0.057312,0,0.084308,0.00896,0.191588,0.15058
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,27,0.057664,0,0.08826,0.009504,0.197817,0.155428
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,28,0.058816,0,0.083369,0.010432,0.191528,0.152617
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,29,0.057408,0,0.083269,0.009376,0.190948,0.150053
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,30,0.055392,0,0.08353,0.010112,0.190128,0.149034
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,31,0.056352,0,0.084319,0.00928,0.196718,0.149951
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,32,0.056,0,0.08451,0.00864,0.191267,0.14915
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,33,0.057792,0,0.084919,0.008864,0.194088,0.151575
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,34,0.058688,0,0.081879,0.008864,0.189068,0.149431
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,35,0.060032,0,0.084119,0.00864,0.295426,0.152791
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,36,0.055232,0,0.08346,0.008288,0.188528,0.14698
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,37,0.056288,0,0.083759,0.009568,0.190548,0.149615
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,38,0.057312,0,0.084109,0.00816,0.189558,0.149581
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,39,0.064256,0,0.08339,0.009088,0.197048,0.156734
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,40,0.147584,0,0.079749,0.011072,0.270647,0.238405
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,41,0.05664,0,0.082779,0.008544,0.189198,0.147963
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,42,0.0568,0,0.083419,0.0088,0.190508,0.149019
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,43,0.056896,0,0.0841,0.010432,0.194777,0.151428
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,44,0.0576,0,0.083569,0.010112,0.192988,0.151281
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,45,0.056384,0,0.08397,0.009728,0.190807,0.150082
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,46,0.056864,0,0.08407,0.010144,0.192328,0.151078
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,47,0.057472,0,0.084368,0.010048,0.192548,0.151888
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,48,0.056416,0,0.08409,0.008288,0.192797,0.148794
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,49,0.057376,0,0.08342,0.009152,0.190958,0.149948
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,50,0.056832,0,0.082889,0.008128,0.188828,0.147849
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,51,0.056608,0,0.083129,0.008256,0.188648,0.147993
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,52,0.05808,0,0.08408,0.008288,0.190747,0.150448
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,53,0.060128,0,0.084938,0.008704,0.194708,0.15377
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,54,0.059296,0,0.083279,0.010144,0.193347,0.152719
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,55,0.056576,0,0.083329,0.009504,0.190588,0.149409
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,56,0.054944,0,0.08359,0.009952,0.190727,0.148486
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,57,0.057664,0,0.084359,0.009024,0.192517,0.151047
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,58,0.056896,0,0.084259,0.007968,0.190438,0.149123
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,59,0.062272,0,0.084419,0.008992,0.202598,0.155683
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,60,0.057216,0,0.083278,0.008128,0.190808,0.148622
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,61,0.05632,0,0.083729,0.009792,0.190888,0.149841
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,62,0.056544,0,0.085249,0.010176,0.190568,0.151969
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,63,0.056288,0,0.08476,0.009856,0.191788,0.150904
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,64,0.055648,0,0.083578,0.008864,0.188158,0.14809
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,65,0.057568,0,0.084079,0.009664,0.192208,0.151311
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,66,0.05648,0,0.082839,0.01008,0.190338,0.149399
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,67,0.056096,0,0.083299,0.008608,0.192038,0.148003
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,68,0.058624,0,0.084189,0.009952,0.196407,0.152765
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,69,0.056992,0,0.08323,0.010016,0.192578,0.150238
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,70,0.057504,0,0.083419,0.008832,0.190698,0.149755
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,71,0.058144,0,0.083068,0.016128,0.197228,0.15734
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,72,0.057632,0,0.08554,0.009888,0.195607,0.15306
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,73,0.056256,0,0.083419,0.009184,0.189578,0.148859
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",192,74,0.05824,0,0.083929,0.00976,0.191917,0.151929
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",256,0,0.093056,0,0.084639,0.018112,0.241838,0.195807
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",256,1,0.081568,0,0.073489,0.010112,0.207538,0.165169
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",256,2,0.081728,0,0.07395,0.01248,0.209827,0.168158
2,double,uniform,CPU,"Ns | Ns | Ns | Ns",256,3,0.080256,0,0.205627,0.011136,0.337436,0.297019
