dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
2,double,uniform,CPU,"D | D | D | D",64,0,0.082272,0,0.163098,199.437,199.78,199.682
2,double,uniform,CPU,"D | D | D | D",64,51,0.026944,0,0.105428,0.010976,0.183428,0.143348
2,double,uniform,CPU,"D | D | D | D",64,52,0.025664,0,0.105169,0.009568,0.177828,0.140401
2,double,uniform,CPU,"D | D | D | D",64,53,0.025888,0,0.105818,0.01072,0.182388,0.142426
2,double,uniform,CPU,"D | D | D | D",64,54,0.02528,0,0.106248,0.00976,0.182448,0.141288
2,double,uniform,CPU,"D | D | D | D",64,55,0.027712,0,0.112828,0.008096,0.188488,0.148636
2,double,uniform,CPU,"D | D | D | D",64,56,0.026048,0,0.106429,0.008288,0.181768,0.140765
2,double,uniform,CPU,"D | D | D | D",64,57,0.027744,0,0.106679,0.010112,0.186498,0.144535
2,double,uniform,CPU,"D | D | D | D",64,58,0.026976,0,0.10541,0.008576,0.181618,0.140962
2,double,uniform,CPU,"D | D | D | D",64,59,0.026304,0,0.105209,0.009376,0.179978,0.140889
2,double,uniform,CPU,"D | D | D | D",64,60,0.027008,0,0.105738,0.010784,0.184118,0.14353
2,double,uniform,CPU,"D | D | D | D",64,61,0.02624,0,0.10568,0.009312,0.189038,0.141232
2,double,uniform,CPU,"D | D | D | D",64,62,0.027104,0,0.106628,0.009856,0.186078,0.143588
2,double,uniform,CPU,"D | D | D | D",64,63,0.028096,0,0.186028,0.012896,0.266677,0.22702
2,double,uniform,CPU,"D | D | D | D",64,64,0.026144,0,0.103899,0.011136,0.175888,0.141179
2,double,uniform,CPU,"D | D | D | D",64,65,0.026976,0,0.105729,0.009152,0.183398,0.141857
2,double,uniform,CPU,"D | D | D | D",64,66,0.026784,0,0.106418,0.009024,0.183068,0.142226
2,double,uniform,CPU,"D | D | D | D",64,67,0.027424,0,0.10641,0.010688,0.184878,0.144522
2,double,uniform,CPU,"D | D | D | D",64,68,0.025344,0,0.105449,0.010624,0.181548,0.141417
2,double,uniform,CPU,"D | D | D | D",64,69,0.026848,0,0.106938,0.010848,0.185168,0.144634
2,double,uniform,CPU,"D | D | D | D",64,70,0.028896,0,0.105438,0.009632,0.183958,0.143966
2,double,uniform,CPU,"D | D | D | D",64,71,0.027488,0,0.106069,0.010112,0.183178,0.143669
2,double,uniform,CPU,"D | D | D | D",64,72,0.027392,0,0.106089,0.009984,0.185178,0.143465
2,double,uniform,CPU,"D | D | D | D",64,73,0.025472,0,0.10492,0.0096,0.179788,0.139992
2,double,uniform,CPU,"D | D | D | D",64,74,0.027264,0,0.106098,0.015648,0.189728,0.14901
2,double,uniform,CPU,"D | D | D | D",128,0,0.046464,0,0.111518,0.015232,0.222447,0.173214
2,double,uniform,CPU,"D | D | D | D",128,1,0.04016,0,0.099009,0.010336,0.191448,0.149505
2,double,uniform,CPU,"D | D | D | D",128,2,0.038144,0,0.098369,0.009824,0.186987,0.146337
2,double,uniform,CPU,"D | D | D | D",128,3,0.039744,0,0.098158,0.010464,0.188068,0.148366
2,double,uniform,CPU,"D | D | D | D",128,4,0.037984,0,0.097489,0.009088,0.186268,0.144561
2,double,uniform,CPU,"D | D | D | D",128,5,0.042272,0,0.09769,0.010368,0.190598,0.15033
2,double,uniform,CPU,"D | D | D | D",128,6,0.039264,0,0.098189,0.010816,0.189678,0.148269
2,double,uniform,CPU,"D | D | D | D",128,7,0.0384,0,0.09808,0.009216,0.185817,0.145696
2,double,uniform,CPU,"D | D | D | D",128,8,0.039168,0,0.09775,0.00864,0.188248,0.145558
2,double,uniform,CPU,"D | D | D | D",128,9,0.03728,0,0.097609,0.008864,0.185537,0.143753
2,double,uniform,CPU,"D | D | D | D",128,10,0.0392,0,0.097878,0.010176,0.187838,0.147254
2,double,uniform,CPU,"D | D | D | D",128,11,0.037952,0,0.099038,0.00928,0.187188,0.14627
2,double,uniform,CPU,"D | D | D | D",128,12,0.038656,0,0.099309,0.01024,0.189218,0.148205
2,double,uniform,CPU,"D | D | D | D",128,13,0.03728,0,0.098308,0.008672,0.184578,0.14426
2,double,uniform,CPU,"D | D | D | D",128,14,0.03696,0,0.097609,0.010144,0.185338,0.144713
2,double,uniform,CPU,"D | D | D | D",128,15,0.125696,0,0.09821,0.008416,0.274376,0.232322
2,double,uniform,CPU,"D | D | D | D",128,16,0.038208,0,0.097689,0.0096,0.186527,0.145497
2,double,uniform,CPU,"D | D | D | D",128,17,0.03872,0,0.098288,0.010656,0.188648,0.147664
2,double,uniform,CPU,"D | D | D | D",128,18,0.038688,0,0.098538,0.008544,0.186818,0.14577
2,double,uniform,CPU,"D | D | D | D",128,19,0.039712,0,0.181748,0.010368,0.273797,0.231828
2,double,uniform,CPU,"D | D | D | D",128,20,0.038944,0,0.09868,0.00976,0.189377,0.147384
2,double,uniform,CPU,"D | D | D | D",128,21,0.037792,0,0.097739,0.009504,0.186338,0.145035
2,double,uniform,CPU,"D | D | D | D",128,22,0.040224,0,0.098109,0.008864,0.187498,0.147197
2,double,uniform,CPU,"D | D | D | D",128,23,0.0376,0,0.097149,0.009024,0.185967,0.143773
2,double,uniform,CPU,"D | D | D | D",128,24,0.039712,0,0.097648,0.095904,0.276017,0.233264
2,double,uniform,CPU,"D | D | D | D",128,25,0.03856,0,0.097739,0.008576,0.187158,0.144875
2,double,uniform,CPU,"D | D | D | D",128,26,0.040512,0,0.098998,0.01024,0.190468,0.14975
2,double,uniform,CPU,"D | D | D | D",128,27,0.035584,0,0.095649,0.01216,0.176098,0.143393
2,double,uniform,CPU,"D | D | D | D",128,28,0.040128,0,0.098258,0.009792,0.309317,0.148178
2,double,uniform,CPU,"D | D | D | D",128,29,0.039648,0,0.097689,0.009248,0.187028,0.146585
2,double,uniform,CPU,"D | D | D | D",128,30,0.038464,0,0.097628,0.009024,0.186588,0.145116
2,double,uniform,CPU,"D | D | D | D",128,31,0.039328,0,0.09906,0.009888,0.189677,0.148276
2,double,uniform,CPU,"D | D | D | D",128,32,0.03824,0,0.097549,0.009184,0.186108,0.144973
2,double,uniform,CPU,"D | D | D | D",128,33,0.039008,0,0.098209,0.009024,0.195958,0.146241
2,double,uniform,CPU,"D | D | D | D",128,34,0.037632,0,0.097428,0.008992,0.185928,0.144052
2,double,uniform,CPU,"D | D | D | D",128,35,0.036896,0,0.097789,0.008064,0.185158,0.142749
2,double,uniform,CPU,"D | D | D | D",128,36,0.038432,0,0.098698,0.009824,0.186598,0.146954
2,double,uniform,CPU,"D | D | D | D",128,37,0.037536,0,0.098339,0.00912,0.186798,0.144995
2,double,uniform,CPU,"D | D | D | D",128,38,0.037792,0,0.098438,0.010688,0.187768,0.146918
2,double,uniform,CPU,"D | D | D | D",128,39,0.038464,0,0.09718,0.009088,0.188257,0.144732
2,double,uniform,CPU,"D | D | D | D",128,40,0.039712,0,0.240347,0.010432,0.331247,0.290491
2,double,uniform,CPU,"D | D | D | D",128,41,0.037344,0,0.097219,0.009408,0.183268,0.143971
2,double,uniform,CPU,"D | D | D | D",128,42,0.036608,0,0.097669,0.009088,0.185038,0.143365
2,double,uniform,CPU,"D | D | D | D",128,43,0.040192,0,0.098919,0.010752,0.189908,0.149863
2,double,uniform,CPU,"D | D | D | D",128,44,0.037216,0,0.097929,0.00928,0.186097,0.144425
2,double,uniform,CPU,"D | D | D | D",128,45,0.12304,0,0.097889,0.008768,0.270876,0.229697
2,double,uniform,CPU,"D | D | D | D",128,46,0.03584,0,0.09416,0.011744,0.175287,0.141744
2,double,uniform,CPU,"D | D | D | D",128,47,0.039232,0,0.097349,0.008928,0.186208,0.145509
2,double,uniform,CPU,"D | D | D | D",128,48,0.0384,0,0.098138,0.00944,0.187018,0.145978
2,double,uniform,CPU,"D | D | D | D",128,49,0.038144,0,0.096919,0.009664,0.187568,0.144727
2,double,uniform,CPU,"D | D | D | D",128,50,0.040544,0,0.185818,0.0104,0.278196,0.236762
2,double,uniform,CPU,"D | D | D | D",128,51,0.038688,0,0.097949,0.00992,0.187667,0.146557
2,double,uniform,CPU,"D | D | D | D",128,52,0.040608,0,0.099619,0.010496,0.192188,0.150723
2,double,uniform,CPU,"D | D | D | D",128,53,0.039392,0,0.098088,0.008416,0.186278,0.145896
2,double,uniform,CPU,"D | D | D | D",128,54,0.037888,0,0.098429,0.010304,0.185998,0.146621
2,double,uniform,CPU,"D | D | D | D",128,55,0.135008,0,0.098199,0.009952,0.284987,0.243159
2,double,uniform,CPU,"D | D | D | D",128,56,0.037792,0,0.097068,0.008576,0.183328,0.143436
2,double,uniform,CPU,"D | D | D | D",128,57,0.038912,0,0.098768,0.009664,0.186848,0.147344
2,double,uniform,CPU,"D | D | D | D",128,58,0.040128,0,0.097668,0.009472,0.187318,0.147268
2,double,uniform,CPU,"D | D | D | D",128,59,0.040672,0,0.097938,0.008736,0.188418,0.147346
2,double,uniform,CPU,"D | D | D | D",128,60,0.038208,0,0.09828,0.010208,0.296666,0.146696
2,double,uniform,CPU,"D | D | D | D",128,61,0.038368,0,0.097949,0.00928,0.187048,0.145597
2,double,uniform,CPU,"D | D | D | D",128,62,0.038336,0,0.098049,0.009984,0.188158,0.146369
2,double,uniform,CPU,"D | D | D | D",128,63,0.038144,0,0.099038,0.008928,0.187778,0.14611
2,double,uniform,CPU,"D | D | D | D",128,64,0.03792,0,0.09788,0.010528,0.187017,0.146328
2,double,uniform,CPU,"D | D | D | D",128,65,0.04048,0,0.172568,0.010912,0.262677,0.22396
2,double,uniform,CPU,"D | D | D | D",128,66,0.037632,0,0.09742,0.009344,0.185658,0.144396
2,double,uniform,CPU,"D | D | D | D",128,67,0.03712,0,0.097849,0.008544,0.184948,0.143513
2,double,uniform,CPU,"D | D | D | D",128,68,0.03776,0,0.097569,0.009984,0.185338,0.145313
2,double,uniform,CPU,"D | D | D | D",128,69,0.0392,0,0.09928,0.01072,0.191198,0.1492
2,double,uniform,CPU,"D | D | D | D",128,70,0.146912,0,0.098299,0.0088,0.294517,0.254011
2,double,uniform,CPU,"D | D | D | D",128,71,0.03504,0,0.094548,0.01216,0.175818,0.141748
2,double,uniform,CPU,"D | D | D | D",128,72,0.038816,0,0.097498,0.009184,0.187018,0.145498
2,double,uniform,CPU,"D | D | D | D",128,73,0.037824,0,0.097379,0.0088,0.185928,0.144003
2,double,uniform,CPU,"D | D | D | D",128,74,0.039136,0,0.097888,0.009056,0.187798,0.14608
2,double,uniform,CPU,"D | D | D | D",192,0,0.064768,0,0.165629,0.016288,0.295707,0.246685
2,double,uniform,CPU,"D | D | D | D",192,1,0.058624,0,0.156159,0.009568,0.264477,0.224351
2,double,uniform,CPU,"D | D | D | D",192,2,0.057792,0,0.155208,0.009216,0.262287,0.222216
2,double,uniform,CPU,"D | D | D | D",192,3,0.054848,0,0.152848,0.011776,0.252427,0.219472
2,double,uniform,CPU,"D | D | D | D",192,4,0.058048,0,0.155378,0.010144,0.262667,0.22357
2,double,uniform,CPU,"D | D | D | D",192,5,0.058144,0,0.154298,0.009184,0.261987,0.221626
2,double,uniform,CPU,"D | D | D | D",192,6,0.063328,0,0.154709,0.00976,0.268877,0.227797
2,double,uniform,CPU,"D | D | D | D",192,7,0.058912,0,0.154498,0.009856,0.264297,0.223266
2,double,uniform,CPU,"D | D | D | D",192,8,0.058272,0,0.155958,0.009216,0.266677,0.223446
2,double,uniform,CPU,"D | D | D | D",192,9,0.057792,0,0.15456,0.010144,0.263957,0.222496
2,double,uniform,CPU,"D | D | D | D",192,10,0.061024,0,0.15557,0.009792,0.268267,0.226386
2,double,uniform,CPU,"D | D | D | D",192,11,0.057984,0,0.155389,0.008896,0.262947,0.222269
2,double,uniform,CPU,"D | D | D | D",192,12,0.05744,0,0.155919,0.009856,0.272397,0.223215
2,double,uniform,CPU,"D | D | D | D",192,13,0.059424,0,0.155158,0.008768,0.264947,0.22335
2,double,uniform,CPU,"D | D | D | D",192,14,0.05536,0,0.154688,0.008448,0.259577,0.218496
2,double,uniform,CPU,"D | D | D | D",192,15,0.147648,0,0.155848,0.011392,0.354956,0.314888
2,double,uniform,CPU,"D | D | D | D",192,16,0.05888,0,0.154688,0.008768,0.260887,0.222336
2,double,uniform,CPU,"D | D | D | D",192,17,0.058368,0,0.155808,0.011392,0.267266,0.225568
2,double,uniform,CPU,"D | D | D | D",192,18,0.056864,0,0.160778,0.009184,0.268777,0.226826
2,double,uniform,CPU,"D | D | D | D",192,19,0.057056,0,0.154988,0.009856,0.262457,0.2219
2,double,uniform,CPU,"D | D | D | D",192,20,0.058464,0,0.156709,0.008128,0.264437,0.223301
2,double,uniform,CPU,"D | D | D | D",192,21,0.058496,0,0.259277,0.009184,0.367946,0.326957
2,double,uniform,CPU,"D | D | D | D",192,22,0.057696,0,0.156359,0.01184,0.265507,0.225895
2,double,uniform,CPU,"D | D | D | D",192,23,0.058272,0,0.154348,0.009088,0.262977,0.221708
2,double,uniform,CPU,"D | D | D | D",192,24,0.056992,0,0.155098,0.009248,0.263047,0.221338
2,double,uniform,CPU,"D | D | D | D",192,25,0.056352,0,0.153868,0.009088,0.260417,0.219308
2,double,uniform,CPU,"D | D | D | D",192,26,0.056032,0,0.154759,0.00976,0.261467,0.220551
2,double,uniform,CPU,"D | D | D | D",192,27,0.058336,0,0.226747,0.009952,0.335886,0.295035
2,double,uniform,CPU,"D | D | D | D",192,28,0.057344,0,0.154649,0.010112,0.262757,0.222105
2,double,uniform,CPU,"D | D | D | D",192,29,0.060832,0,0.155698,0.010784,0.270177,0.227314
2,double,uniform,CPU,"D | D | D | D",192,30,0.055936,0,0.154298,0.008672,0.261118,0.218906
2,double,uniform,CPU,"D | D | D | D",192,31,0.057664,0,0.153948,0.00928,0.260877,0.220892
2,double,uniform,CPU,"D | D | D | D",192,32,0.05888,0,0.154328,0.010784,0.266788,0.223992
2,double,uniform,CPU,"D | D | D | D",192,33,0.057472,0,0.151418,0.010304,0.255697,0.219194
2,double,uniform,CPU,"D | D | D | D",192,34,0.058944,0,0.155528,0.009696,0.263277,0.224168
2,double,uniform,CPU,"D | D | D | D",192,35,0.060576,0,0.155339,0.009856,0.265887,0.225771
2,double,uniform,CPU,"D | D | D | D",192,36,0.057024,0,0.155179,0.009216,0.263297,0.221419
2,double,uniform,CPU,"D | D | D | D",192,37,0.058816,0,0.154899,0.0088,0.264287,0.222515
2,double,uniform,CPU,"D | D | D | D",192,38,0.058848,0,0.155458,0.009376,0.365926,0.223682
2,double,uniform,CPU,"D | D | D | D",192,39,0.056736,0,0.154268,0.008576,0.259857,0.21958
2,double,uniform,CPU,"D | D | D | D",192,40,0.058272,0,0.154578,0.013248,0.265847,0.226098
2,double,uniform,CPU,"D | D | D | D",192,41,0.058016,0,0.153988,0.008832,0.261267,0.220836
2,double,uniform,CPU,"D | D | D | D",192,42,0.055936,0,0.154488,0.00896,0.260817,0.219384
2,double,uniform,CPU,"D | D | D | D",192,43,0.058144,0,0.154069,0.009344,0.262967,0.221557
2,double,uniform,CPU,"D | D | D | D",192,44,0.056,0,0.153998,0.007712,0.257907,0.21771
2,double,uniform,CPU,"D | D | D | D",192,45,0.059744,0,0.154478,0.008992,0.263917,0.223214
2,double,uniform,CPU,"D | D | D | D",192,46,0.05824,0,0.154579,0.009888,0.261107,0.222707
2,double,uniform,CPU,"D | D | D | D",192,47,0.056512,0,0.160988,0.0096,0.266707,0.2271
2,double,uniform,CPU,"D | D | D | D",192,48,0.057888,0,0.154998,0.009888,0.262957,0.222774
2,double,uniform,CPU,"D | D | D | D",192,49,0.056704,0,0.154298,0.009024,0.261377,0.220026
2,double,uniform,CPU,"D | D | D | D",192,50,0.055328,0,0.153948,0.0088,0.258397,0.218076
2,double,uniform,CPU,"D | D | D | D",192,51,0.056736,0,0.154308,0.009664,0.259867,0.220708
2,double,uniform,CPU,"D | D | D | D",192,52,0.058688,0,0.152309,0.010112,0.257697,0.221109
2,double,uniform,CPU,"D | D | D | D",192,53,0.058368,0,0.154608,0.009792,0.263497,0.222768
2,double,uniform,CPU,"D | D | D | D",192,54,0.057056,0,0.154558,0.009312,0.264817,0.220926
2,double,uniform,CPU,"D | D | D | D",192,55,0.056384,0,0.153748,0.009792,0.260858,0.219924
2,double,uniform,CPU,"D | D | D | D",192,56,0.056704,0,0.154018,0.008672,0.259307,0.219394
2,double,uniform,CPU,"D | D | D | D",192,57,0.06,0,0.160928,0.008736,0.271697,0.229664
2,double,uniform,CPU,"D | D | D | D",192,58,0.058912,0,0.155428,0.009184,0.265767,0.223524
2,double,uniform,CPU,"D | D | D | D",192,59,0.05856,0,0.154218,0.008512,0.262987,0.22129
2,double,uniform,CPU,"D | D | D | D",192,60,0.058048,0,0.156088,0.01008,0.266417,0.224216
2,double,uniform,CPU,"D | D | D | D",192,61,0.057824,0,0.15482,0.009024,0.262007,0.221668
2,double,uniform,CPU,"D | D | D | D",192,62,0.057312,0,0.155518,0.008864,0.262046,0.221694
2,double,uniform,CPU,"D | D | D | D",192,63,0.062656,0,0.155108,0.00928,0.267257,0.227044
2,double,uniform,CPU,"D | D | D | D",192,64,0.057248,0,0.154658,0.009248,0.361867,0.221154
2,double,uniform,CPU,"D | D | D | D",192,65,0.061408,0,0.155418,0.00992,0.266787,0.226746
2,double,uniform,CPU,"D | D | D | D",192,66,0.057952,0,0.15486,0.008448,0.261817,0.22126
2,double,uniform,CPU,"D | D | D | D",192,67,0.05824,0,0.155668,0.010144,0.264997,0.224052
2,double,uniform,CPU,"D | D | D | D",192,68,0.057248,0,0.154528,0.009312,0.261937,0.221088
2,double,uniform,CPU,"D | D | D | D",192,69,0.056544,0,0.154548,0.008672,0.259906,0.219764
2,double,uniform,CPU,"D | D | D | D",192,70,0.05728,0,0.155178,0.009248,0.382766,0.221706
2,double,uniform,CPU,"D | D | D | D",192,71,0.058976,0,0.155159,0.008992,0.263567,0.223127
2,double,uniform,CPU,"D | D | D | D",192,72,0.05728,0,0.155098,0.010336,0.261197,0.222714
2,double,uniform,CPU,"D | D | D | D",192,73,0.056192,0,0.153668,0.010016,0.259888,0.219876
2,double,uniform,CPU,"D | D | D | D",192,74,0.05744,0,0.154528,0.008704,0.262767,0.220672
2,double,uniform,CPU,"D | D | D | D",256,0,0.088832,0,0.195498,0.01632,0.349706,0.30065
2,double,uniform,CPU,"D | D | D | D",256,1,0.08176,0,0.184738,0.009952,0.317527,0.27645
2,double,uniform,CPU,"D | D | D | D",256,2,0.089696,0,0.185018,0.01008,0.327026,0.284794
2,double,uniform,CPU,"D | D | D | D",256,3,0.082592,0,0.185828,0.009824,0.318007,0.278244
2,double,uniform,CPU,"D | D | D | D",256,4,0.082432,0,0.186337,0.008832,0.318737,0.277601
2,double,uniform,CPU,"D | D | D | D",256,5,0.083072,0,0.185888,0.010624,0.319406,0.279584
2,double,uniform,CPU,"D | D | D | D",256,6,0.09184,0,0.184858,0.010688,0.323736,0.287386
2,double,uniform,CPU,"D | D | D | D",256,7,0.080416,0,0.185828,0.010784,0.318676,0.277028
2,double,uniform,CPU,"D | D | D | D",256,8,0.081504,0,0.181988,0.00992,0.306156,0.273412
2,double,uniform,CPU,"D | D | D | D",256,9,0.08432,0,0.271887,0.013184,0.407495,0.369391
2,double,uniform,CPU,"D | D | D | D",256,10,0.081024,0,0.185388,0.009728,0.315806,0.27614
2,double,uniform,CPU,"D | D | D | D",256,11,0.082752,0,0.185727,0.011872,0.322077,0.280351
2,double,uniform,CPU,"D | D | D | D",256,12,0.084576,0,0.185748,0.011552,0.323066,0.281876
2,double,uniform,CPU,"D | D | D | D",256,13,0.081088,0,0.185577,0.011136,0.320057,0.277801
2,double,uniform,CPU,"D | D | D | D",256,14,0.083744,0,0.185528,0.009216,0.320066,0.278488
2,double,uniform,CPU,"D | D | D | D",256,15,0.181952,0,0.184947,0.010624,0.416445,0.377523
2,double,uniform,CPU,"D | D | D | D",256,16,0.082304,0,0.185748,0.008864,0.320016,0.276916
2,double,uniform,CPU,"D | D | D | D",256,17,0.083232,0,0.185728,0.011264,0.322206,0.280224
2,double,uniform,CPU,"D | D | D | D",256,18,0.082496,0,0.186468,0.011488,0.327767,0.280452
2,double,uniform,CPU,"D | D | D | D",256,19,0.081216,0,0.185218,0.008992,0.316797,0.275426
2,double,uniform,CPU,"D | D | D | D",256,20,0.082144,0,0.185189,0.010656,0.319117,0.277989
2,double,uniform,CPU,"D | D | D | D",256,21,0.084512,0,0.265937,0.012448,0.400246,0.362897
2,double,uniform,CPU,"D | D | D | D",256,22,0.082912,0,0.184678,0.008896,0.317426,0.276486
2,double,uniform,CPU,"D | D | D | D",256,23,0.082304,0,0.186158,0.009088,0.318447,0.27755
2,double,uniform,CPU,"D | D | D | D",256,24,0.082912,0,0.184988,0.009472,0.318217,0.277372
2,double,uniform,CPU,"D | D | D | D",256,25,0.084288,0,0.185719,0.009408,0.321737,0.279415
2,double,uniform,CPU,"D | D | D | D",256,26,0.082048,0,0.184728,0.01104,0.317646,0.277816
2,double,uniform,CPU,"D | D | D | D",256,27,0.081376,0,0.184858,0.009632,0.315456,0.275866
2,double,uniform,CPU,"D | D | D | D",256,28,0.082752,0,0.185737,0.010336,0.320087,0.278825
2,double,uniform,CPU,"D | D | D | D",256,29,0.082176,0,0.186108,0.00912,0.319136,0.277404
2,double,uniform,CPU,"D | D | D | D",256,30,0.07936,0,0.185828,0.010016,0.315826,0.275204
2,double,uniform,CPU,"D | D | D | D",256,31,0.08176,0,0.184578,0.009536,0.317446,0.275874
2,double,uniform,CPU,"D | D | D | D",256,32,0.080416,0,0.185328,0.00944,0.316686,0.275184
2,double,uniform,CPU,"D | D | D | D",256,33,0.081344,0,0.243608,0.010784,0.373766,0.335736
2,double,uniform,CPU,"D | D | D | D",256,34,0.0808,0,0.185478,0.010432,0.317776,0.27671
2,double,uniform,CPU,"D | D | D | D",256,35,0.083232,0,0.185858,0.011296,0.322016,0.280386
2,double,uniform,CPU,"D | D | D | D",256,36,0.083456,0,0.185108,0.011328,0.322756,0.279892
2,double,uniform,CPU,"D | D | D | D",256,37,0.0832,0,0.185477,0.012384,0.322437,0.281061
2,double,uniform,CPU,"D | D | D | D",256,38,0.078976,0,0.181038,0.011008,0.303726,0.271022
2,double,uniform,CPU,"D | D | D | D",256,39,0.08368,0,0.184538,0.010784,0.317306,0.279002
