dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,0,182.335,0.002689,0.07846,68.0667,250.596,250.483
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,26,0.013568,0.00149,0.043089,0.01552,0.142488,0.073667
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,27,0.014784,0.00146,0.04202,0.010784,0.132469,0.069048
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,28,0.008256,0.001481,0.04314,0.012736,0.127529,0.065613
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,29,0.013728,0.00162,0.042179,0.012224,0.133829,0.069751
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,30,0.014656,0.0016,0.03579,0.0152,0.120938,0.067246
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,31,0.013792,0.001599,0.04254,0.012352,0.133398,0.070283
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,32,0.015488,0.001479,0.043579,0.018176,0.141628,0.078722
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,33,0.013728,0.00156,0.041898,0.01312,0.134628,0.070306
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,34,0.012512,0.00151,0.042209,0.012288,0.131499,0.068519
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,35,0.01424,0.001519,0.0428,0.011872,0.133948,0.070431
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,36,0.010144,0.00155,0.041959,0.012928,0.128328,0.066581
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,37,0.014016,0.00162,0.043,0.012384,0.133759,0.07102
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,38,0.012576,0.001719,0.042309,0.014208,0.134548,0.070812
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,39,0.018816,0.001541,0.042851,0.01216,0.138258,0.075368
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,40,0.01488,0.001549,0.042999,0.015264,0.136758,0.074692
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,41,0.01376,0.001509,0.04241,0.012128,0.132378,0.069807
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,42,0.01312,0.00163,0.043151,0.012096,0.132829,0.069997
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,43,0.014816,0.001469,0.042169,0.011904,0.132398,0.070358
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,44,0.013856,0.00155,0.04245,0.013056,0.133109,0.070912
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,45,0.015104,0.00152,0.042609,0.012448,0.134158,0.071681
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,46,0.009408,0.001571,0.043029,0.011104,0.128388,0.065112
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,47,0.01472,0.00153,0.04205,0.011264,0.132569,0.069564
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,48,0.014592,0.001659,0.04271,0.012256,0.133918,0.071217
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,49,0.014176,0.00158,0.042829,0.013216,0.133238,0.071801
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,50,0.014848,0.00155,0.042971,0.011904,0.140239,0.071273
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,51,0.014368,0.00155,0.04295,0.014944,0.313947,0.073812
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,52,0.014816,0.00151,0.042509,0.01296,0.135339,0.071795
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,53,0.01536,0.00153,0.042279,0.011872,0.132449,0.071041
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,54,0.014304,0.00149,0.04283,0.01488,0.136009,0.073504
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,55,0.00816,0.001489,0.043088,0.012896,0.128878,0.065633
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,56,0.015776,0.00153,0.042369,0.011392,0.132899,0.071067
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,57,0.014688,0.00169,0.042519,0.012256,0.133329,0.071153
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,58,0.008096,0.00156,0.04328,0.012032,0.126849,0.064968
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,59,0.014048,0.00154,0.042469,0.012608,0.133779,0.070665
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,60,0.013184,0.00146,0.042391,0.01152,0.131789,0.068555
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,61,0.013984,0.00153,0.0427,0.011456,0.132689,0.06967
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,62,0.009184,0.00147,0.043569,0.013056,0.131349,0.067279
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,63,0.014528,0.0015,0.04216,0.011712,0.132839,0.0699
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,64,0.013504,0.001481,0.04239,0.011872,0.132239,0.069247
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,65,0.015264,0.00159,0.04233,0.01184,0.134029,0.071024
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,66,0.015232,0.00157,0.042259,0.012768,0.134908,0.071829
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,67,0.01536,0.001561,0.03632,0.01456,0.122108,0.067801
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,68,0.015104,0.00147,0.04293,0.012416,0.133949,0.07192
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,69,0.014112,0.001479,0.04248,0.010752,0.132899,0.068823
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,70,0.01312,0.00159,0.04229,0.011328,0.131949,0.068328
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,71,0.015392,0.00155,0.043921,0.012192,0.135759,0.073055
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,72,0.009504,0.00151,0.042879,0.014368,0.131159,0.068261
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,73,0.013696,0.00163,0.042139,0.012608,0.131688,0.070073
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",64,74,0.016032,0.00153,0.042369,0.012832,0.132809,0.072763
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,0,0.029888,0.001911,0.078759,0.03584,0.214858,0.146398
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,1,0.01984,0.00163,0.073079,0.029856,0.184217,0.124405
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,2,0.018656,0.001861,0.07322,0.028992,0.183348,0.122729
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,3,0.016576,0.00159,0.073238,0.030144,0.183338,0.121548
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,4,0.018464,0.00153,0.072939,0.027648,0.181908,0.120581
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,5,0.019104,0.00157,0.07238,0.028704,0.182868,0.121758
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,6,0.019072,0.001611,0.072699,0.029184,0.183698,0.122566
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,7,0.0256,0.001578,0.073669,0.029664,0.191128,0.130511
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,8,0.018976,0.0016,0.073519,0.030336,0.185598,0.124431
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,9,0.021888,0.00156,0.073669,0.028896,0.187208,0.126013
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,10,0.026112,0.001629,0.07398,0.028064,0.190828,0.129785
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,11,0.026304,0.001571,0.072168,0.030848,0.191768,0.130891
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,12,0.020128,0.00162,0.073488,0.028704,0.184008,0.12394
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,13,0.020608,0.001771,0.073579,0.027712,0.184648,0.12367
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,14,0.017568,0.0017,0.068519,0.031168,0.174808,0.118955
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,15,0.018304,0.00162,0.07368,0.030016,0.183848,0.12362
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,16,0.01824,0.00178,0.07281,0.029952,0.300826,0.122782
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,17,0.020864,0.001561,0.080259,0.028192,0.191198,0.130876
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,18,0.017952,0.00149,0.073309,0.02896,0.182758,0.121711
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,19,0.01952,0.001621,0.073129,0.029088,0.184358,0.123358
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,20,0.018944,0.0017,0.072959,0.029024,0.183148,0.122627
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,21,0.018592,0.001561,0.073729,0.029632,0.184188,0.123514
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,22,0.01664,0.00158,0.07258,0.029472,0.181058,0.120272
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,23,0.02032,0.00162,0.072651,0.030176,0.185048,0.124767
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,24,0.019328,0.00164,0.072799,0.029888,0.185118,0.123655
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,25,0.024352,0.00159,0.07339,0.0296,0.189738,0.128932
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,26,0.026912,0.00158,0.073049,0.029952,0.191618,0.131493
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,27,0.018496,0.00166,0.072279,0.031072,0.185268,0.123507
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,28,0.026336,0.00168,0.07333,0.027008,0.191918,0.128354
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,29,0.016672,0.00158,0.073049,0.029664,0.182538,0.120965
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,30,0.018016,0.00157,0.072598,0.030432,0.183068,0.122616
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,31,0.020768,0.00178,0.066359,0.029664,0.172318,0.118571
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,32,0.019392,0.001719,0.072649,0.030464,0.184048,0.124224
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,33,0.026528,0.001601,0.073769,0.029408,0.192248,0.131306
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,34,0.01936,0.001741,0.072978,0.02736,0.181838,0.121439
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,35,0.01904,0.001579,0.07274,0.0304,0.184058,0.123759
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,36,0.018048,0.00161,0.07351,0.030016,0.191217,0.123184
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,37,0.021152,0.001561,0.072339,0.030592,0.186498,0.125644
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,38,0.021536,0.00174,0.072849,0.031328,0.187718,0.127453
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,39,0.020544,0.001559,0.069248,0.029952,0.176128,0.121303
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,40,0.018848,0.001559,0.072569,0.027456,0.181298,0.120432
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,41,0.019648,0.001651,0.072319,0.028544,0.182398,0.122162
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,42,0.018944,0.001591,0.072939,0.029792,0.184418,0.123266
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,43,0.01872,0.00157,0.073238,0.02816,0.182188,0.121688
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,44,0.025312,0.001579,0.065849,0.031264,0.175828,0.124004
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,45,0.018944,0.0016,0.073819,0.02912,0.184538,0.123483
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,46,0.017248,0.0017,0.07898,0.027488,0.185908,0.125416
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,47,0.018336,0.001631,0.072748,0.030912,0.185088,0.123627
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,48,0.018656,0.001509,0.073739,0.029376,0.183508,0.12328
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,49,0.020192,0.001819,0.073169,0.0296,0.185198,0.12478
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,50,0.038016,0.00212,0.081789,0.03936,0.222777,0.161285
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,51,0.017408,0.00167,0.07297,0.029056,0.182369,0.121104
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,52,0.0192,0.001721,0.073238,0.029152,0.183898,0.123311
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,53,0.020032,0.00154,0.073029,0.029536,0.185328,0.124137
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,54,0.020352,0.001569,0.073799,0.030528,0.186088,0.126248
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,55,0.02656,0.00158,0.072188,0.029312,0.191148,0.12964
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,56,0.026112,0.00172,0.073549,0.0296,0.191708,0.130981
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,57,0.01824,0.00157,0.073709,0.02928,0.184138,0.122799
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,58,0.018464,0.00152,0.07331,0.029056,0.182947,0.12235
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,59,0.019488,0.001661,0.07257,0.028224,0.182168,0.121943
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,60,0.02288,0.00154,0.07261,0.031328,0.188728,0.128358
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,61,0.01824,0.00161,0.073729,0.027776,0.181748,0.121355
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,62,0.0192,0.00165,0.072679,0.027648,0.181248,0.121177
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,63,0.019104,0.00158,0.074038,0.02784,0.182648,0.122562
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,64,0.019104,0.00169,0.074218,0.027168,0.183798,0.12218
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,65,0.018784,0.00155,0.072339,0.029184,0.182528,0.121857
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,66,0.020288,0.001618,0.072879,0.029792,0.184018,0.124577
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,67,0.01872,0.001659,0.072718,0.027552,0.181518,0.120649
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,68,0.019776,0.001671,0.072668,0.029664,0.183508,0.123779
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,69,0.018976,0.00174,0.07407,0.030656,0.186708,0.125442
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,70,0.018496,0.00181,0.070349,0.030112,0.177887,0.120767
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,71,0.0384,0.002169,0.08146,0.03872,0.222508,0.160749
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,72,0.017568,0.00168,0.073839,0.0296,0.182798,0.122687
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,73,0.019648,0.00162,0.072469,0.029952,0.184318,0.123689
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",128,74,0.01648,0.001701,0.072479,0.027968,0.179578,0.118628
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,0,0.068032,0.002159,0.15864,0.079168,0.371356,0.307999
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,1,0.054048,0.001699,0.157589,0.083232,0.360816,0.296568
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,2,0.053408,0.001789,0.155577,0.079392,0.354506,0.290166
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,3,0.055936,0.001871,0.158238,0.08352,0.363456,0.299565
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,4,0.053088,0.00174,0.155357,0.081216,0.355716,0.291401
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,5,0.05328,0.001539,0.157019,0.08176,0.357227,0.293598
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,6,0.053152,0.00164,0.15511,0.083008,0.354766,0.29291
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,7,0.076448,0.002129,0.160696,0.088352,0.391146,0.327625
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,8,0.05424,0.00169,0.156729,0.081984,0.357427,0.294643
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,9,0.051872,0.00168,0.15733,0.082432,0.356806,0.293314
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,10,0.05296,0.00163,0.156728,0.081152,0.356566,0.29247
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,11,0.053376,0.00163,0.156548,0.080096,0.355265,0.29165
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,12,0.053664,0.0016,0.162238,0.081312,0.363735,0.298814
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,13,0.051744,0.00169,0.155208,0.083072,0.353826,0.291714
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,14,0.053312,0.0017,0.156657,0.084704,0.360856,0.296373
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,15,0.05376,0.00168,0.198916,0.082976,0.399125,0.337332
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,16,0.051328,0.00166,0.161038,0.081728,0.359016,0.295754
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,17,0.072736,0.00225,0.16223,0.086592,0.387536,0.323808
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,18,0.05744,0.00187,0.156867,0.0816,0.360936,0.297777
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,19,0.05376,0.001761,0.156779,0.08064,0.358096,0.29294
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,20,0.052928,0.00156,0.16368,0.081856,0.363426,0.300024
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,21,0.068832,0.00206,0.161889,0.085056,0.381006,0.317837
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,22,0.053728,0.001539,0.153468,0.083264,0.353576,0.291999
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,23,0.053376,0.001711,0.156148,0.081024,0.356416,0.292259
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,24,0.05328,0.00185,0.155278,0.083328,0.357296,0.293736
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,25,0.053536,0.00171,0.160677,0.080768,0.362536,0.296691
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,26,0.053536,0.00159,0.156108,0.08048,0.355736,0.291714
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,27,0.05392,0.001889,0.155328,0.082304,0.356275,0.293441
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,28,0.051872,0.00151,0.150597,0.083776,0.346786,0.287755
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,29,0.051424,0.00171,0.15619,0.084224,0.357496,0.293548
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,30,0.053824,0.00158,0.155977,0.081248,0.355166,0.292629
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,31,0.0536,0.001609,0.156149,0.08224,0.357256,0.293598
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,32,0.07584,0.002171,0.162778,0.086368,0.393735,0.327157
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,33,0.055392,0.00161,0.155449,0.08304,0.363706,0.295491
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,34,0.052864,0.0017,0.154988,0.08112,0.354056,0.290672
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,35,0.073376,0.00204,0.161337,0.088576,0.389676,0.325329
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,36,0.052416,0.00169,0.15135,0.084096,0.345346,0.289552
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,37,0.054048,0.001821,0.157729,0.078368,0.355616,0.291966
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,38,0.073504,0.00216,0.163718,0.086784,0.389716,0.326166
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,39,0.069632,0.002279,0.16134,0.085856,0.382385,0.319107
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,40,0.054112,0.00173,0.156628,0.08256,0.358636,0.29503
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,41,0.072928,0.00195,0.16093,0.087872,0.387856,0.32368
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,42,0.05392,0.001571,0.157978,0.081824,0.358016,0.295293
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,43,0.053248,0.00168,0.157628,0.081248,0.357176,0.293804
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,44,0.05424,0.001729,0.148887,0.082624,0.343176,0.28748
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,45,0.050624,0.00162,0.156239,0.08096,0.371436,0.289443
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,46,0.053728,0.00154,0.15526,0.079264,0.360056,0.289792
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,47,0.05408,0.0017,0.155419,0.08112,0.351956,0.292319
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,48,0.054112,0.001509,0.155359,0.082272,0.357386,0.293252
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,49,0.052896,0.001791,0.157048,0.08064,0.355616,0.292375
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,50,0.054368,0.001709,0.155979,0.081696,0.358596,0.293752
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,51,0.053792,0.00167,0.156477,0.080896,0.357216,0.292835
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,52,0.05424,0.001589,0.172966,0.082304,0.375026,0.311099
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,53,0.053472,0.0018,0.155247,0.08192,0.356686,0.292439
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,54,0.053824,0.001691,0.15541,0.079104,0.355036,0.290029
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,55,0.053184,0.00169,0.156776,0.0816,0.355836,0.29325
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,56,0.054112,0.00169,0.157137,0.080832,0.357946,0.293771
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,57,0.052832,0.001709,0.155969,0.081792,0.356296,0.292302
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,58,0.053856,0.0017,0.1543,0.079616,0.353506,0.289472
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,59,0.052928,0.00159,0.156618,0.081504,0.354596,0.29264
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,60,0.0512,0.00171,0.158638,0.083424,0.408435,0.294972
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,61,0.054144,0.00169,0.15496,0.079776,0.354826,0.29057
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,62,0.053184,0.00171,0.156017,0.082176,0.356466,0.293087
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,63,0.07536,0.00236,0.160747,0.086912,0.392776,0.325379
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,64,0.05424,0.00175,0.155307,0.083712,0.358016,0.295009
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,65,0.053024,0.00155,0.156449,0.081472,0.355656,0.292495
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,66,0.053952,0.00185,0.157298,0.08016,0.356316,0.29326
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",192,67,0.051008,0.00175,0.155287,0.080896,0.352756,0.288941
