dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,0,0.075392,0.002559,0.096468,200.98,201.257,201.154
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,40,0.013728,0.001519,0.043228,0.009344,0.122069,0.067819
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,41,0.019264,0.0015,0.049819,0.008896,0.136308,0.079479
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,42,0.02048,0.001399,0.038489,0.010208,0.117388,0.070576
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,43,0.018912,0.00144,0.04287,0.008768,0.127648,0.07199
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,44,0.017824,0.00153,0.043808,0.009024,0.127279,0.072186
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,45,0.021184,0.00145,0.04347,0.008032,0.129799,0.074136
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,46,0.013984,0.00149,0.043579,0.009696,0.127369,0.068749
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,47,0.017632,0.00146,0.0464,0.008896,0.129738,0.074388
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,48,0.021632,0.00165,0.042799,0.008192,0.127879,0.074273
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,49,0.019552,0.00149,0.042669,0.00944,0.127118,0.073151
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,50,0.019776,0.00154,0.043231,0.0088,0.129469,0.073347
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,51,0.020064,0.00149,0.04747,0.010752,0.135458,0.079776
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,52,0.019232,0.00146,0.04301,0.008544,0.126649,0.072246
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,53,0.01952,0.001441,0.043229,0.009472,0.128378,0.073662
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,54,0.02096,0.001519,0.04368,0.008608,0.128778,0.074767
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,55,0.01856,0.001401,0.04306,0.00832,0.125858,0.071341
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,56,0.018528,0.001439,0.044769,0.00848,0.128038,0.073216
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,57,0.020736,0.00152,0.042111,0.010944,0.127739,0.075311
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,58,0.018752,0.00169,0.04251,0.010656,0.128868,0.073608
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,59,0.018624,0.00147,0.043039,0.00896,0.128458,0.072093
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,60,0.017888,0.001401,0.0431,0.009088,0.127118,0.071477
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,61,0.011008,0.00141,0.045479,0.009504,0.120168,0.067401
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,62,0.01904,0.0016,0.04399,0.010528,0.130199,0.075158
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,63,0.018304,0.00143,0.043099,0.007936,0.126148,0.070769
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,64,0.019008,0.001619,0.042749,0.008032,0.126819,0.071408
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,65,0.017696,0.001611,0.042939,0.01008,0.126819,0.072326
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,66,0.011712,0.001458,0.042708,0.009088,0.120449,0.064966
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,67,0.019776,0.00145,0.037319,0.011744,0.117999,0.070289
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,68,0.020608,0.001461,0.042961,0.008736,0.129309,0.073766
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,69,0.019232,0.00144,0.04228,0.00928,0.126738,0.072232
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,70,0.018112,0.00146,0.042959,0.008352,0.125619,0.070883
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,71,0.018112,0.00147,0.049459,0.0104,0.134399,0.079441
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,72,0.014432,0.00143,0.042899,0.00896,0.121768,0.067721
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,73,0.019744,0.001519,0.043179,0.009312,0.128559,0.073754
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",64,74,0.013632,0.00172,0.043138,0.007872,0.120469,0.066362
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,0,0.033568,0.00196,0.081769,0.025152,0.197788,0.142449
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,1,0.027744,0.00155,0.07406,0.022144,0.178928,0.125498
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,2,0.02608,0.001509,0.073899,0.02032,0.175398,0.121808
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,3,0.026432,0.00173,0.072409,0.020384,0.173648,0.120955
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,4,0.027136,0.001528,0.07256,0.020032,0.174548,0.121256
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,5,0.027648,0.00179,0.07343,0.020384,0.177787,0.123252
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,6,0.026432,0.00156,0.07277,0.019616,0.173979,0.120378
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,7,0.026304,0.00157,0.07212,0.020448,0.174278,0.120442
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,8,0.026304,0.001571,0.072109,0.019456,0.172488,0.11944
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,9,0.0336,0.001508,0.072119,0.018336,0.178918,0.125563
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,10,0.026208,0.0015,0.072519,0.02016,0.172878,0.120387
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,11,0.025792,0.00154,0.0721,0.02016,0.172698,0.119592
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,12,0.027072,0.001551,0.072858,0.019392,0.173938,0.120873
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,13,0.02688,0.00166,0.071519,0.018688,0.172298,0.118747
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,14,0.02848,0.001549,0.066578,0.020736,0.250517,0.117343
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,15,0.026976,0.001519,0.072549,0.019488,0.173598,0.120532
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,16,0.026016,0.001699,0.076289,0.016928,0.175558,0.120932
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,17,0.027168,0.001529,0.07252,0.020192,0.174598,0.121409
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,18,0.03392,0.00164,0.07226,0.018336,0.179368,0.126156
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,19,0.026688,0.00166,0.072999,0.020288,0.174058,0.121635
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,20,0.026112,0.00153,0.07264,0.019104,0.172638,0.119386
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,21,0.025728,0.00151,0.072338,0.021088,0.173868,0.120664
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,22,0.0256,0.001569,0.073158,0.020608,0.173598,0.120935
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,23,0.02608,0.00168,0.07175,0.01856,0.171229,0.11807
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,24,0.02736,0.00167,0.071549,0.020352,0.173558,0.120931
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,25,0.02816,0.00172,0.07287,0.019744,0.175588,0.122494
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,26,0.027008,0.001439,0.072308,0.019936,0.173558,0.120691
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,27,0.026336,0.00182,0.071979,0.02016,0.173329,0.120295
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,28,0.026528,0.00174,0.07222,0.018048,0.233378,0.118536
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,29,0.027392,0.00149,0.074,0.020224,0.179138,0.123106
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,30,0.027136,0.001581,0.071809,0.018592,0.173458,0.119118
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,31,0.035264,0.001638,0.073319,0.019104,0.182858,0.129325
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,32,0.026592,0.00164,0.072259,0.019168,0.173219,0.119659
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,33,0.033184,0.00143,0.072949,0.0184,0.179847,0.125963
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,34,0.026848,0.00145,0.072,0.019168,0.172838,0.119466
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,35,0.025824,0.00147,0.071999,0.02016,0.173048,0.119453
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,36,0.025952,0.001471,0.072618,0.01968,0.173198,0.119721
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,37,0.027008,0.00152,0.064698,0.021344,0.161088,0.11457
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,38,0.025632,0.00164,0.072509,0.021024,0.173768,0.120805
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,39,0.025792,0.0016,0.07233,0.021088,0.174028,0.12081
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,40,0.027104,0.001561,0.072659,0.018368,0.173738,0.119692
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,41,0.026752,0.00163,0.072409,0.01888,0.173608,0.119671
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,42,0.02624,0.00165,0.072049,0.019488,0.173369,0.119427
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,43,0.026368,0.00189,0.07342,0.02032,0.174949,0.121998
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,44,0.026752,0.00152,0.07212,0.019456,0.173728,0.119848
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,45,0.027872,0.001481,0.072079,0.01856,0.173988,0.119992
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,46,0.026016,0.00175,0.07202,0.02032,0.173227,0.120106
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,47,0.025536,0.00158,0.072239,0.018976,0.171727,0.118331
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,48,0.026016,0.00146,0.07243,0.020896,0.172588,0.120802
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,49,0.025952,0.00149,0.07231,0.018624,0.172948,0.118376
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,50,0.027104,0.00164,0.072999,0.018432,0.173438,0.120175
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,51,0.02688,0.00161,0.071119,0.019296,0.172398,0.118905
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,52,0.03392,0.001639,0.073168,0.020064,0.190058,0.128791
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,53,0.026016,0.00155,0.07207,0.018208,0.171519,0.117844
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,54,0.02576,0.00151,0.077718,0.019104,0.178078,0.124092
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,55,0.026592,0.00151,0.072219,0.018272,0.178349,0.118593
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,56,0.0272,0.0015,0.071731,0.020448,0.173358,0.120879
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,57,0.033632,0.00163,0.071809,0.018432,0.178707,0.125503
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,58,0.026112,0.00145,0.072529,0.019584,0.173298,0.119675
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,59,0.026784,0.00148,0.06684,0.021856,0.163608,0.11696
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,60,0.033632,0.00169,0.07213,0.018656,0.179658,0.126108
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,61,0.026528,0.00149,0.073549,0.018656,0.175268,0.120223
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,62,0.02784,0.00186,0.0737,0.019968,0.176429,0.123368
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,63,0.026784,0.00155,0.07193,0.01904,0.173318,0.119304
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,64,0.025664,0.001549,0.071579,0.02064,0.172988,0.119432
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,65,0.027168,0.00159,0.072258,0.01968,0.175118,0.120696
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,66,0.025792,0.001521,0.07269,0.018336,0.171708,0.118339
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,67,0.028096,0.00153,0.072019,0.020416,0.176108,0.122061
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,68,0.027168,0.00149,0.072409,0.018944,0.173138,0.120011
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,69,0.02672,0.00166,0.070889,0.018208,0.168968,0.117477
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,70,0.033056,0.001631,0.071819,0.01856,0.179108,0.125066
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,71,0.033152,0.00146,0.072079,0.0192,0.179507,0.125891
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,72,0.035072,0.00152,0.07211,0.01888,0.181278,0.127582
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,73,0.04224,0.002241,0.082709,0.025504,0.207668,0.152694
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",128,74,0.026656,0.001569,0.072588,0.019712,0.174308,0.120525
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,0,0.06416,0.0018,0.150939,0.051136,0.322827,0.268035
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,1,0.058048,0.00169,0.148968,0.04752,0.312047,0.256226
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,2,0.050272,0.00162,0.147779,0.049504,0.303227,0.249175
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,3,0.0512,0.001401,0.143117,0.04672,0.298146,0.242438
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,4,0.049792,0.001471,0.140668,0.0472,0.298047,0.239131
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,5,0.0496,0.00153,0.143668,0.045888,0.295517,0.240686
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,6,0.066208,0.00196,0.152148,0.052672,0.327016,0.272988
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,7,0.049088,0.001721,0.145299,0.04864,0.305727,0.244748
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,8,0.049408,0.0017,0.144089,0.0448,0.295086,0.239997
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,9,0.056352,0.001791,0.148568,0.05104,0.313116,0.257751
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,10,0.0688,0.00179,0.153587,0.051232,0.330266,0.275409
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,11,0.068,0.0019,0.152107,0.055488,0.331836,0.277495
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,12,0.053696,0.00141,0.145739,0.048928,0.305187,0.249773
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,13,0.050048,0.00146,0.147298,0.045728,0.302357,0.244534
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,14,0.050368,0.0016,0.146137,0.046976,0.299197,0.245081
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,15,0.049344,0.00144,0.13754,0.044992,0.281787,0.233316
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,16,0.070208,0.00201,0.152278,0.052032,0.333516,0.276528
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,17,0.067712,0.001911,0.154108,0.052416,0.331777,0.276147
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,18,0.063744,0.00179,0.152688,0.051776,0.325157,0.269998
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,19,0.061856,0.00178,0.148628,0.050976,0.317487,0.26324
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,20,0.05424,0.001659,0.14879,0.049536,0.309857,0.254225
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,21,0.052416,0.00161,0.14566,0.046656,0.299827,0.246342
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,22,0.04992,0.001741,0.143747,0.046848,0.296076,0.242256
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,23,0.068832,0.00178,0.152449,0.0496,0.328227,0.272661
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,24,0.050048,0.00176,0.147159,0.050208,0.303336,0.249175
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,25,0.04976,0.00178,0.144169,0.048224,0.298376,0.243933
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,26,0.069536,0.00202,0.151857,0.050016,0.326596,0.273429
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,27,0.058784,0.00188,0.149537,0.050912,0.315786,0.261113
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,28,0.052896,0.00177,0.146879,0.04848,0.304336,0.250025
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,29,0.051872,0.00169,0.145568,0.04704,0.302397,0.24617
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,30,0.05024,0.00143,0.144508,0.047008,0.298157,0.243186
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,31,0.051712,0.00147,0.144767,0.048384,0.300327,0.246333
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,32,0.051264,0.00145,0.225418,0.047168,0.380336,0.3253
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,33,0.064224,0.00199,0.15138,0.05184,0.324906,0.269434
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,34,0.050752,0.001821,0.147028,0.046944,0.301567,0.246545
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,35,0.064768,0.001951,0.151528,0.0528,0.326516,0.271047
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,36,0.0536,0.00163,0.147909,0.0488,0.307186,0.251939
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,37,0.054688,0.00204,0.148488,0.049376,0.308767,0.254592
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,38,0.053024,0.00156,0.146567,0.048384,0.305337,0.249535
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,39,0.049024,0.00162,0.144419,0.04368,0.293957,0.238743
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,40,0.06432,0.001881,0.152168,0.052096,0.324376,0.270465
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,41,0.061696,0.00186,0.150777,0.050624,0.320627,0.264957
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,42,0.066688,0.00194,0.147948,0.051456,0.319197,0.268032
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",192,43,0.051648,0.00181,0.146558,0.049568,0.304397,0.249584
