dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
2,double,uniform,CPU,"P | P | P | P",64,0,0.078976,0,0.075479,210.321,210.586,210.476
2,double,uniform,CPU,"P | P | P | P",64,42,0.028256,0,0.045579,0.017568,0.138869,0.091403
2,double,uniform,CPU,"P | P | P | P",64,43,0.0256,0,0.04609,0.020096,0.138679,0.091786
2,double,uniform,CPU,"P | P | P | P",64,44,0.025792,0,0.04555,0.017856,0.136319,0.089198
2,double,uniform,CPU,"P | P | P | P",64,45,0.029152,0,0.045119,0.020864,0.144148,0.095135
2,double,uniform,CPU,"P | P | P | P",64,46,0.026688,0,0.04546,0.016896,0.137869,0.089044
2,double,uniform,CPU,"P | P | P | P",64,47,0.028128,0,0.04656,0.018528,0.144129,0.093216
2,double,uniform,CPU,"P | P | P | P",64,48,0.026688,0,0.042179,0.019808,0.133599,0.088675
2,double,uniform,CPU,"P | P | P | P",64,49,0.028096,0,0.04549,0.02048,0.142908,0.094066
2,double,uniform,CPU,"P | P | P | P",64,50,0.026656,0,0.04511,0.018816,0.137908,0.090582
2,double,uniform,CPU,"P | P | P | P",64,51,0.0272,0,0.04559,0.020032,0.139638,0.092822
2,double,uniform,CPU,"P | P | P | P",64,52,0.027392,0,0.045839,0.018112,0.137919,0.091343
2,double,uniform,CPU,"P | P | P | P",64,53,0.027488,0,0.045769,0.020192,0.143778,0.093449
2,double,uniform,CPU,"P | P | P | P",64,54,0.026592,0,0.045859,0.021056,0.140849,0.093507
2,double,uniform,CPU,"P | P | P | P",64,55,0.027744,0,0.04599,0.019552,0.142108,0.093286
2,double,uniform,CPU,"P | P | P | P",64,56,0.026176,0,0.04543,0.0192,0.138498,0.090806
2,double,uniform,CPU,"P | P | P | P",64,57,0.02688,0,0.045219,0.01952,0.138508,0.091619
2,double,uniform,CPU,"P | P | P | P",64,58,0.028096,0,0.0454,0.01968,0.144418,0.093176
2,double,uniform,CPU,"P | P | P | P",64,59,0.026432,0,0.04617,0.01952,0.140439,0.092122
2,double,uniform,CPU,"P | P | P | P",64,60,0.02688,0,0.045889,0.019232,0.139588,0.092001
2,double,uniform,CPU,"P | P | P | P",64,61,0.027744,0,0.04163,0.020096,0.129969,0.08947
2,double,uniform,CPU,"P | P | P | P",64,62,0.027424,0,0.045859,0.02112,0.143108,0.094403
2,double,uniform,CPU,"P | P | P | P",64,63,0.029952,0,0.0461,0.017856,0.140228,0.093908
2,double,uniform,CPU,"P | P | P | P",64,64,0.027776,0,0.04618,0.019488,0.144428,0.093444
2,double,uniform,CPU,"P | P | P | P",64,65,0.027328,0,0.045479,0.104096,0.223387,0.176903
2,double,uniform,CPU,"P | P | P | P",64,66,0.027328,0,0.04548,0.01984,0.140098,0.092648
2,double,uniform,CPU,"P | P | P | P",64,67,0.026976,0,0.045359,0.020672,0.139978,0.093007
2,double,uniform,CPU,"P | P | P | P",64,68,0.02736,0,0.045409,0.019488,0.138838,0.092257
2,double,uniform,CPU,"P | P | P | P",64,69,0.02704,0,0.04566,0.020032,0.140088,0.092732
2,double,uniform,CPU,"P | P | P | P",64,70,0.026208,0,0.045419,0.019232,0.136939,0.090859
2,double,uniform,CPU,"P | P | P | P",64,71,0.026592,0,0.045219,0.017568,0.136208,0.089379
2,double,uniform,CPU,"P | P | P | P",64,72,0.027424,0,0.045059,0.01872,0.139028,0.091203
2,double,uniform,CPU,"P | P | P | P",64,73,0.023936,0,0.04198,0.021152,0.126159,0.087068
2,double,uniform,CPU,"P | P | P | P",64,74,0.028128,0,0.04569,0.017504,0.137968,0.091322
2,double,uniform,CPU,"P | P | P | P",128,0,0.047136,0,0.05413,0.031232,0.187628,0.132498
2,double,uniform,CPU,"P | P | P | P",128,1,0.039392,0,0.050489,0.020032,0.157958,0.109913
2,double,uniform,CPU,"P | P | P | P",128,2,0.03808,0,0.050769,0.017088,0.153878,0.105937
2,double,uniform,CPU,"P | P | P | P",128,3,0.03984,0,0.050489,0.01888,0.157448,0.109209
2,double,uniform,CPU,"P | P | P | P",128,4,0.036224,0,0.04678,0.019712,0.141209,0.102716
2,double,uniform,CPU,"P | P | P | P",128,5,0.036384,0,0.04658,0.019136,0.140228,0.1021
2,double,uniform,CPU,"P | P | P | P",128,6,0.038528,0,0.050159,0.01824,0.152288,0.106927
2,double,uniform,CPU,"P | P | P | P",128,7,0.038272,0,0.050779,0.018784,0.153458,0.107835
2,double,uniform,CPU,"P | P | P | P",128,8,0.039328,0,0.050169,0.016608,0.154869,0.106105
2,double,uniform,CPU,"P | P | P | P",128,9,0.040416,0,0.05002,0.024352,0.161728,0.114788
2,double,uniform,CPU,"P | P | P | P",128,10,0.037632,0,0.050269,0.020352,0.155698,0.108253
2,double,uniform,CPU,"P | P | P | P",128,11,0.037376,0,0.0505,0.018048,0.153708,0.105924
2,double,uniform,CPU,"P | P | P | P",128,12,0.039264,0,0.050119,0.019296,0.155658,0.108679
2,double,uniform,CPU,"P | P | P | P",128,13,0.038496,0,0.050229,0.01696,0.154599,0.105685
2,double,uniform,CPU,"P | P | P | P",128,14,0.040192,0,0.05005,0.01872,0.156948,0.108962
2,double,uniform,CPU,"P | P | P | P",128,15,0.037376,0,0.04985,0.019072,0.153638,0.106298
2,double,uniform,CPU,"P | P | P | P",128,16,0.039776,0,0.0502,0.01952,0.159718,0.109496
2,double,uniform,CPU,"P | P | P | P",128,17,0.037568,0,0.050149,0.019648,0.154208,0.107365
2,double,uniform,CPU,"P | P | P | P",128,18,0.04144,0,0.050389,0.0208,0.164498,0.112629
2,double,uniform,CPU,"P | P | P | P",128,19,0.038688,0,0.050569,0.018528,0.155628,0.107785
2,double,uniform,CPU,"P | P | P | P",128,20,0.038688,0,0.05009,0.01888,0.155418,0.107658
2,double,uniform,CPU,"P | P | P | P",128,21,0.038688,0,0.050309,0.020512,0.155758,0.109509
2,double,uniform,CPU,"P | P | P | P",128,22,0.0384,0,0.0497,0.019008,0.153748,0.107108
2,double,uniform,CPU,"P | P | P | P",128,23,0.038112,0,0.050179,0.018368,0.153619,0.106659
2,double,uniform,CPU,"P | P | P | P",128,24,0.038656,0,0.050369,0.018304,0.158399,0.107329
2,double,uniform,CPU,"P | P | P | P",128,25,0.038112,0,0.05018,0.018528,0.155318,0.10682
2,double,uniform,CPU,"P | P | P | P",128,26,0.039296,0,0.05027,0.019328,0.261407,0.108894
2,double,uniform,CPU,"P | P | P | P",128,27,0.037248,0,0.04986,0.017088,0.151588,0.104196
2,double,uniform,CPU,"P | P | P | P",128,28,0.038112,0,0.05082,0.020096,0.157188,0.109028
2,double,uniform,CPU,"P | P | P | P",128,29,0.038624,0,0.050259,0.01904,0.156138,0.107923
2,double,uniform,CPU,"P | P | P | P",128,30,0.036224,0,0.04703,0.021088,0.146878,0.104342
2,double,uniform,CPU,"P | P | P | P",128,31,0.039168,0,0.05079,0.020864,0.159528,0.110822
2,double,uniform,CPU,"P | P | P | P",128,32,0.037728,0,0.050059,0.01872,0.154558,0.106507
2,double,uniform,CPU,"P | P | P | P",128,33,0.039168,0,0.05069,0.019616,0.155618,0.109474
2,double,uniform,CPU,"P | P | P | P",128,34,0.04,0,0.050569,0.020736,0.157238,0.111305
2,double,uniform,CPU,"P | P | P | P",128,35,0.037152,0,0.047439,0.020032,0.143619,0.104623
2,double,uniform,CPU,"P | P | P | P",128,36,0.038976,0,0.05023,0.02,0.155439,0.109206
2,double,uniform,CPU,"P | P | P | P",128,37,0.041792,0,0.05018,0.01792,0.157218,0.109892
2,double,uniform,CPU,"P | P | P | P",128,38,0.039168,0,0.050469,0.020352,0.155948,0.109989
2,double,uniform,CPU,"P | P | P | P",128,39,0.037696,0,0.050919,0.01888,0.155068,0.107495
2,double,uniform,CPU,"P | P | P | P",128,40,0.039264,0,0.050179,0.018784,0.156558,0.108227
2,double,uniform,CPU,"P | P | P | P",128,41,0.038976,0,0.049789,0.017248,0.159909,0.106013
2,double,uniform,CPU,"P | P | P | P",128,42,0.038272,0,0.046649,0.018848,0.231678,0.103769
2,double,uniform,CPU,"P | P | P | P",128,43,0.038976,0,0.05008,0.018656,0.155788,0.107712
2,double,uniform,CPU,"P | P | P | P",128,44,0.03872,0,0.05059,0.020256,0.160468,0.109566
2,double,uniform,CPU,"P | P | P | P",128,45,0.037376,0,0.05039,0.018016,0.153388,0.105782
2,double,uniform,CPU,"P | P | P | P",128,46,0.039872,0,0.050349,0.020768,0.156919,0.110989
2,double,uniform,CPU,"P | P | P | P",128,47,0.039328,0,0.04986,0.019328,0.155448,0.108516
2,double,uniform,CPU,"P | P | P | P",128,48,0.038464,0,0.04957,0.01872,0.154198,0.106754
2,double,uniform,CPU,"P | P | P | P",128,49,0.039552,0,0.050279,0.021248,0.157238,0.111079
2,double,uniform,CPU,"P | P | P | P",128,50,0.03808,0,0.050299,0.018368,0.153818,0.106747
2,double,uniform,CPU,"P | P | P | P",128,51,0.039584,0,0.050459,0.018304,0.154539,0.108347
2,double,uniform,CPU,"P | P | P | P",128,52,0.038976,0,0.049749,0.018656,0.153259,0.107381
2,double,uniform,CPU,"P | P | P | P",128,53,0.038368,0,0.050079,0.019744,0.156458,0.108191
2,double,uniform,CPU,"P | P | P | P",128,54,0.039584,0,0.053689,0.01616,0.158218,0.109433
2,double,uniform,CPU,"P | P | P | P",128,55,0.039872,0,0.049839,0.020544,0.162449,0.110255
2,double,uniform,CPU,"P | P | P | P",128,56,0.038656,0,0.0503,0.021088,0.158429,0.110044
2,double,uniform,CPU,"P | P | P | P",128,57,0.039456,0,0.050369,0.018176,0.155408,0.108001
2,double,uniform,CPU,"P | P | P | P",128,58,0.03952,0,0.048869,0.01888,0.151509,0.107269
2,double,uniform,CPU,"P | P | P | P",128,59,0.038752,0,0.050859,0.019616,0.157298,0.109227
2,double,uniform,CPU,"P | P | P | P",128,60,0.043232,0,0.05009,0.020288,0.159818,0.11361
2,double,uniform,CPU,"P | P | P | P",128,61,0.040128,0,0.04705,0.11344,0.238597,0.200618
2,double,uniform,CPU,"P | P | P | P",128,62,0.039328,0,0.050639,0.018592,0.155989,0.108559
2,double,uniform,CPU,"P | P | P | P",128,63,0.038016,0,0.05004,0.020032,0.155378,0.108088
2,double,uniform,CPU,"P | P | P | P",128,64,0.03744,0,0.050589,0.019936,0.156288,0.107965
2,double,uniform,CPU,"P | P | P | P",128,65,0.037504,0,0.049499,0.019936,0.154068,0.106939
2,double,uniform,CPU,"P | P | P | P",128,66,0.038016,0,0.052799,0.018592,0.155588,0.109407
2,double,uniform,CPU,"P | P | P | P",128,67,0.044512,0,0.049959,0.019584,0.163738,0.114055
2,double,uniform,CPU,"P | P | P | P",128,68,0.04048,0,0.05001,0.020224,0.158848,0.110714
2,double,uniform,CPU,"P | P | P | P",128,69,0.038208,0,0.050459,0.017664,0.153758,0.106331
2,double,uniform,CPU,"P | P | P | P",128,70,0.037664,0,0.05004,0.018144,0.152678,0.105848
2,double,uniform,CPU,"P | P | P | P",128,71,0.038592,0,0.0502,0.019776,0.156948,0.108568
2,double,uniform,CPU,"P | P | P | P",128,72,0.038496,0,0.05028,0.01872,0.154909,0.107496
2,double,uniform,CPU,"P | P | P | P",128,73,0.039488,0,0.05014,0.018624,0.161138,0.108252
2,double,uniform,CPU,"P | P | P | P",128,74,0.03872,0,0.04963,0.019072,0.152028,0.107422
2,double,uniform,CPU,"P | P | P | P",192,0,0.06704,0,0.072528,0.031008,0.223328,0.170576
2,double,uniform,CPU,"P | P | P | P",192,1,0.058112,0,0.069009,0.024736,0.201228,0.151857
2,double,uniform,CPU,"P | P | P | P",192,2,0.057632,0,0.0691,0.017856,0.194168,0.144588
2,double,uniform,CPU,"P | P | P | P",192,3,0.05744,0,0.068569,0.017888,0.193408,0.143897
2,double,uniform,CPU,"P | P | P | P",192,4,0.0568,0,0.068719,0.017888,0.193448,0.143407
2,double,uniform,CPU,"P | P | P | P",192,5,0.058176,0,0.068719,0.017856,0.193897,0.144751
2,double,uniform,CPU,"P | P | P | P",192,6,0.057856,0,0.069169,0.018304,0.193128,0.145329
2,double,uniform,CPU,"P | P | P | P",192,7,0.058112,0,0.068639,0.018848,0.196808,0.145599
2,double,uniform,CPU,"P | P | P | P",192,8,0.058304,0,0.068699,0.024032,0.201777,0.151035
2,double,uniform,CPU,"P | P | P | P",192,9,0.057824,0,0.068929,0.017088,0.192478,0.143841
2,double,uniform,CPU,"P | P | P | P",192,10,0.056864,0,0.068699,0.018912,0.193538,0.144475
2,double,uniform,CPU,"P | P | P | P",192,11,0.061056,0,0.06868,0.01728,0.194828,0.147016
2,double,uniform,CPU,"P | P | P | P",192,12,0.056736,0,0.069219,0.019904,0.193868,0.145859
2,double,uniform,CPU,"P | P | P | P",192,13,0.056864,0,0.068879,0.017472,0.193048,0.143215
2,double,uniform,CPU,"P | P | P | P",192,14,0.056224,0,0.068659,0.016864,0.191058,0.141747
2,double,uniform,CPU,"P | P | P | P",192,15,0.056672,0,0.069649,0.0176,0.194018,0.143921
2,double,uniform,CPU,"P | P | P | P",192,16,0.05792,0,0.06874,0.019392,0.196188,0.146052
2,double,uniform,CPU,"P | P | P | P",192,17,0.054048,0,0.06583,0.01888,0.179158,0.138758
2,double,uniform,CPU,"P | P | P | P",192,18,0.05728,0,0.068539,0.018592,0.193568,0.144411
2,double,uniform,CPU,"P | P | P | P",192,19,0.056384,0,0.06879,0.017056,0.195327,0.14223
2,double,uniform,CPU,"P | P | P | P",192,20,0.05824,0,0.06885,0.017632,0.196108,0.144722
2,double,uniform,CPU,"P | P | P | P",192,21,0.057248,0,0.0684,0.017088,0.191858,0.142736
2,double,uniform,CPU,"P | P | P | P",192,22,0.058944,0,0.068589,0.018688,0.197568,0.146221
2,double,uniform,CPU,"P | P | P | P",192,23,0.057536,0,0.068658,0.017216,0.191218,0.14341
2,double,uniform,CPU,"P | P | P | P",192,24,0.057888,0,0.065349,0.019872,0.181358,0.143109
2,double,uniform,CPU,"P | P | P | P",192,25,0.057664,0,0.068449,0.0184,0.193677,0.144513
2,double,uniform,CPU,"P | P | P | P",192,26,0.055552,0,0.068679,0.018688,0.190988,0.142919
2,double,uniform,CPU,"P | P | P | P",192,27,0.05552,0,0.068979,0.019104,0.192828,0.143603
2,double,uniform,CPU,"P | P | P | P",192,28,0.057984,0,0.068759,0.01824,0.193648,0.144983
2,double,uniform,CPU,"P | P | P | P",192,29,0.057408,0,0.068639,0.018496,0.195068,0.144543
2,double,uniform,CPU,"P | P | P | P",192,30,0.054816,0,0.065929,0.020544,0.183988,0.141289
2,double,uniform,CPU,"P | P | P | P",192,31,0.055904,0,0.07251,0.018176,0.195378,0.14659
2,double,uniform,CPU,"P | P | P | P",192,32,0.057536,0,0.06939,0.0192,0.196738,0.146126
2,double,uniform,CPU,"P | P | P | P",192,33,0.057984,0,0.068899,0.017056,0.193568,0.143939
2,double,uniform,CPU,"P | P | P | P",192,34,0.057152,0,0.068869,0.018592,0.194908,0.144613
2,double,uniform,CPU,"P | P | P | P",192,35,0.064512,0,0.069099,0.018048,0.200058,0.151659
2,double,uniform,CPU,"P | P | P | P",192,36,0.057792,0,0.068779,0.017216,0.195478,0.143787
2,double,uniform,CPU,"P | P | P | P",192,37,0.057888,0,0.068869,0.01792,0.193298,0.144677
2,double,uniform,CPU,"P | P | P | P",192,38,0.06032,0,0.068959,0.01792,0.193157,0.147199
2,double,uniform,CPU,"P | P | P | P",192,39,0.056544,0,0.068949,0.017728,0.194708,0.143221
2,double,uniform,CPU,"P | P | P | P",192,40,0.056928,0,0.068909,0.017376,0.192518,0.143213
2,double,uniform,CPU,"P | P | P | P",192,41,0.056896,0,0.069409,0.0152,0.190968,0.141505
2,double,uniform,CPU,"P | P | P | P",192,42,0.058112,0,0.068559,0.017376,0.193938,0.144047
2,double,uniform,CPU,"P | P | P | P",192,43,0.057152,0,0.06848,0.017536,0.190307,0.143168
2,double,uniform,CPU,"P | P | P | P",192,44,0.057408,0,0.068699,0.018496,0.195258,0.144603
2,double,uniform,CPU,"P | P | P | P",192,45,0.055776,0,0.068649,0.017568,0.192308,0.141993
2,double,uniform,CPU,"P | P | P | P",192,46,0.058912,0,0.068909,0.016416,0.195418,0.144237
2,double,uniform,CPU,"P | P | P | P",192,47,0.0576,0,0.06858,0.016672,0.191217,0.142852
2,double,uniform,CPU,"P | P | P | P",192,48,0.05584,0,0.06516,0.021376,0.182738,0.142376
2,double,uniform,CPU,"P | P | P | P",192,49,0.059136,0,0.069009,0.01712,0.193218,0.145265
2,double,uniform,CPU,"P | P | P | P",192,50,0.057312,0,0.069199,0.0176,0.193557,0.144111
2,double,uniform,CPU,"P | P | P | P",192,51,0.059616,0,0.069039,0.017472,0.195968,0.146127
2,double,uniform,CPU,"P | P | P | P",192,52,0.056704,0,0.06876,0.018144,0.192817,0.143608
2,double,uniform,CPU,"P | P | P | P",192,53,0.058464,0,0.069059,0.019104,0.195648,0.146627
2,double,uniform,CPU,"P | P | P | P",192,54,0.056608,0,0.068859,0.018048,0.193158,0.143515
2,double,uniform,CPU,"P | P | P | P",192,55,0.059712,0,0.06819,0.018912,0.195837,0.146814
2,double,uniform,CPU,"P | P | P | P",192,56,0.0624,0,0.068929,0.017216,0.198098,0.148545
2,double,uniform,CPU,"P | P | P | P",192,57,0.05712,0,0.0692,0.017856,0.195028,0.144176
2,double,uniform,CPU,"P | P | P | P",192,58,0.058304,0,0.068739,0.018976,0.195918,0.146019
2,double,uniform,CPU,"P | P | P | P",192,59,0.057312,0,0.06888,0.018304,0.194478,0.144496
2,double,uniform,CPU,"P | P | P | P",192,60,0.061856,0,0.069199,0.0184,0.206948,0.149455
2,double,uniform,CPU,"P | P | P | P",192,61,0.057312,0,0.068849,0.017088,0.191138,0.143249
2,double,uniform,CPU,"P | P | P | P",192,62,0.056544,0,0.069099,0.015488,0.191347,0.141131
2,double,uniform,CPU,"P | P | P | P",192,63,0.057952,0,0.068939,0.016064,0.192208,0.142955
2,double,uniform,CPU,"P | P | P | P",192,64,0.058176,0,0.068579,0.018528,0.194298,0.145283
2,double,uniform,CPU,"P | P | P | P",192,65,0.057664,0,0.068749,0.016,0.198577,0.142413
2,double,uniform,CPU,"P | P | P | P",192,66,0.057024,0,0.069109,0.0168,0.192358,0.142933
2,double,uniform,CPU,"P | P | P | P",192,67,0.057824,0,0.068949,0.01824,0.193918,0.145013
2,double,uniform,CPU,"P | P | P | P",192,68,0.055776,0,0.071078,0.018592,0.194338,0.145446
2,double,uniform,CPU,"P | P | P | P",192,69,0.058848,0,0.068619,0.017312,0.193998,0.144779
2,double,uniform,CPU,"P | P | P | P",192,70,0.056672,0,0.068609,0.016192,0.190728,0.141473
2,double,uniform,CPU,"P | P | P | P",192,71,0.05824,0,0.068969,0.01616,0.194668,0.143369
2,double,uniform,CPU,"P | P | P | P",192,72,0.05648,0,0.06917,0.01696,0.192228,0.14261
2,double,uniform,CPU,"P | P | P | P",192,73,0.061248,0,0.068639,0.018752,0.198457,0.148639
2,double,uniform,CPU,"P | P | P | P",192,74,0.164384,0,0.068699,0.01712,0.300507,0.250203
2,double,uniform,CPU,"P | P | P | P",256,0,0.093088,0,0.064969,0.032864,0.245227,0.190921
2,double,uniform,CPU,"P | P | P | P",256,1,0.08304,0,0.06009,0.01904,0.209917,0.16217
2,double,uniform,CPU,"P | P | P | P",256,2,0.081632,0,0.059839,0.020992,0.209998,0.162463
2,double,uniform,CPU,"P | P | P | P",256,3,0.08368,0,0.060729,0.019712,0.212388,0.164121
2,double,uniform,CPU,"P | P | P | P",256,4,0.082496,0,0.05988,0.01952,0.210028,0.161896
2,double,uniform,CPU,"P | P | P | P",256,5,0.082112,0,0.06016,0.01712,0.210237,0.159392
2,double,uniform,CPU,"P | P | P | P",256,6,0.083744,0,0.142228,0.016224,0.290626,0.242196
2,double,uniform,CPU,"P | P | P | P",256,7,0.082752,0,0.06019,0.017632,0.209608,0.160574
2,double,uniform,CPU,"P | P | P | P",256,8,0.084096,0,0.060049,0.02208,0.214278,0.166225
2,double,uniform,CPU,"P | P | P | P",256,9,0.083136,0,0.060169,0.02096,0.218148,0.164265
2,double,uniform,CPU,"P | P | P | P",256,10,0.083648,0,0.05948,0.02032,0.212248,0.163448
2,double,uniform,CPU,"P | P | P | P",256,11,0.081056,0,0.060059,0.018464,0.207927,0.159579
2,double,uniform,CPU,"P | P | P | P",256,12,0.083712,0,0.060339,0.01904,0.209608,0.163091
2,double,uniform,CPU,"P | P | P | P",256,13,0.08336,0,0.060259,0.019776,0.211707,0.163395
2,double,uniform,CPU,"P | P | P | P",256,14,0.082752,0,0.0599,0.020192,0.212268,0.162844
2,double,uniform,CPU,"P | P | P | P",256,15,0.082016,0,0.05956,0.019712,0.208948,0.161288
2,double,uniform,CPU,"P | P | P | P",256,16,0.081952,0,0.059919,0.019936,0.208417,0.161807
2,double,uniform,CPU,"P | P | P | P",256,17,0.07952,0,0.056449,0.021952,0.195768,0.157921
2,double,uniform,CPU,"P | P | P | P",256,18,0.083584,0,0.063259,0.01952,0.211548,0.166363
2,double,uniform,CPU,"P | P | P | P",256,19,0.082688,0,0.060079,0.019584,0.212057,0.162351
2,double,uniform,CPU,"P | P | P | P",256,20,0.081056,0,0.059859,0.018528,0.207768,0.159443
2,double,uniform,CPU,"P | P | P | P",256,21,0.083648,0,0.060459,0.020704,0.213598,0.164811
2,double,uniform,CPU,"P | P | P | P",256,22,0.080704,0,0.059869,0.019168,0.206908,0.159741
2,double,uniform,CPU,"P | P | P | P",256,23,0.083424,0,0.059999,0.02208,0.216818,0.165503
2,double,uniform,CPU,"P | P | P | P",256,24,0.079648,0,0.183528,0.020032,0.323816,0.283208
2,double,uniform,CPU,"P | P | P | P",256,25,0.082656,0,0.060239,0.01936,0.210357,0.162255
2,double,uniform,CPU,"P | P | P | P",256,26,0.083104,0,0.059499,0.019872,0.208448,0.162475
2,double,uniform,CPU,"P | P | P | P",256,27,0.08272,0,0.066459,0.019232,0.216748,0.168411
2,double,uniform,CPU,"P | P | P | P",256,28,0.082528,0,0.060119,0.02064,0.211448,0.163287
2,double,uniform,CPU,"P | P | P | P",256,29,0.083744,0,0.060199,0.018528,0.211117,0.162471
2,double,uniform,CPU,"P | P | P | P",256,30,0.081216,0,0.058629,0.020896,0.204567,0.160741
2,double,uniform,CPU,"P | P | P | P",256,31,0.187712,0,0.060049,0.01968,0.315297,0.267441
2,double,uniform,CPU,"P | P | P | P",256,32,0.081952,0,0.059909,0.020384,0.210227,0.162245
2,double,uniform,CPU,"P | P | P | P",256,33,0.084416,0,0.060469,0.018688,0.213258,0.163573
2,double,uniform,CPU,"P | P | P | P",256,34,0.08928,0,0.06005,0.022432,0.219367,0.171762
2,double,uniform,CPU,"P | P | P | P",256,35,0.081088,0,0.060139,0.02112,0.210618,0.162347
2,double,uniform,CPU,"P | P | P | P",256,36,0.082016,0,0.060239,0.019584,0.313957,0.161839
2,double,uniform,CPU,"P | P | P | P",256,37,0.081856,0,0.060199,0.01808,0.206747,0.160135
2,double,uniform,CPU,"P | P | P | P",256,38,0.08112,0,0.06071,0.018016,0.208428,0.159846
2,double,uniform,CPU,"P | P | P | P",256,39,0.080096,0,0.06029,0.020864,0.209948,0.16125
