dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,float,uniform,GPU,"N | D",512,50,0.012256,0,0.01814,0.005664,0.06936,0.03606
1,float,uniform,GPU,"N | D",512,51,0.012128,0,0.01784,0.005696,0.069389,0.035664
1,float,uniform,GPU,"N | D",512,52,0.012192,0,0.01831,0.005984,0.069659,0.036486
1,float,uniform,GPU,"N | D",512,53,0.012672,0,0.01861,0.007264,0.072709,0.038546
1,float,uniform,GPU,"N | D",512,54,0.011648,0,0.01802,0.00528,0.067859,0.034948
1,float,uniform,GPU,"N | D",512,55,0.011424,0,0.0185,0.005632,0.0688,0.035556
1,float,uniform,GPU,"N | D",512,56,0.012128,0,0.01779,0.005152,0.068519,0.03507
1,float,uniform,GPU,"N | D",512,57,0.011008,0,0.01797,0.005376,0.066559,0.034354
1,float,uniform,GPU,"N | D",512,58,0.011392,0,0.01855,0.0056,0.06906,0.035542
1,float,uniform,GPU,"N | D",512,59,0.011776,0,0.01817,0.005568,0.068479,0.035514
1,float,uniform,GPU,"N | D",512,60,0.01296,0,0.022719,0.006208,0.075589,0.041887
1,float,uniform,GPU,"N | D",512,61,0.012128,0,0.01833,0.00608,0.069719,0.036538
1,float,uniform,GPU,"N | D",512,62,0.011008,0,0.018149,0.005888,0.067629,0.035045
1,float,uniform,GPU,"N | D",512,63,0.013664,0,0.01806,0.0056,0.070899,0.037324
1,float,uniform,GPU,"N | D",512,64,0.011968,0,0.018199,0.005504,0.068829,0.035671
1,float,uniform,GPU,"N | D",512,65,0.012256,0,0.017991,0.007488,0.072129,0.037735
1,float,uniform,GPU,"N | D",512,66,0.012992,0,0.01826,0.007232,0.0743,0.038484
1,float,uniform,GPU,"N | D",512,67,0.01248,0,0.01864,0.00592,0.071789,0.03704
1,float,uniform,GPU,"N | D",512,68,0.010368,0,0.0188,0.005728,0.067379,0.034896
1,float,uniform,GPU,"N | D",512,69,0.012832,0,0.01847,0.00944,0.075289,0.040742
1,float,uniform,GPU,"N | D",512,70,0.010368,0,0.01855,0.00576,0.07234,0.034678
1,float,uniform,GPU,"N | D",512,71,0.013984,0,0.01798,0.005536,0.073289,0.0375
1,float,uniform,GPU,"N | D",512,72,0.011936,0,0.01475,0.006976,0.06191,0.033662
1,float,uniform,GPU,"N | D",512,73,0.014624,0,0.018109,0.005536,0.073039,0.038269
1,float,uniform,GPU,"N | D",512,74,0.010432,0,0.01536,0.006624,0.059539,0.032416
