dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,float,uniform,CPU,"Ds | Ds",64,0,0.079744,0,0.07048,199.744,199.992,199.895
1,float,uniform,CPU,"Ds | Ds",64,63,0.01904,0,0.02081,0.00656,0.083309,0.04641
1,float,uniform,CPU,"Ds | Ds",64,64,0.019328,0,0.02094,0.0096,0.089789,0.049868
1,float,uniform,CPU,"Ds | Ds",64,65,0.01984,0,0.02181,0.006112,0.0871,0.047762
1,float,uniform,CPU,"Ds | Ds",64,66,0.018496,0,0.020899,0.00848,0.084279,0.047875
1,float,uniform,CPU,"Ds | Ds",64,67,0.018464,0,0.01665,0.007776,0.074319,0.04289
1,float,uniform,CPU,"Ds | Ds",64,68,0.019776,0,0.02089,0.006112,0.083749,0.046778
1,float,uniform,CPU,"Ds | Ds",64,69,0.019776,0,0.02034,0.006176,0.082328,0.046292
1,float,uniform,CPU,"Ds | Ds",64,70,0.02048,0,0.02106,0.006432,0.089979,0.047972
1,float,uniform,CPU,"Ds | Ds",64,71,0.019488,0,0.02414,0.00624,0.08707,0.049868
1,float,uniform,CPU,"Ds | Ds",64,72,0.019328,0,0.02042,0.008352,0.086919,0.0481
1,float,uniform,CPU,"Ds | Ds",64,73,0.019872,0,0.020441,0.007072,0.085809,0.047385
1,float,uniform,CPU,"Ds | Ds",64,74,0.019872,0,0.020779,0.006176,0.085449,0.046827
1,float,uniform,CPU,"Ds | Ds",128,0,0.033312,0,0.03343,0.0152,0.126619,0.081942
1,float,uniform,CPU,"Ds | Ds",128,1,0.022016,0,0.028539,0.008928,0.099099,0.059483
1,float,uniform,CPU,"Ds | Ds",128,2,0.019968,0,0.02066,0.00848,0.087099,0.049108
1,float,uniform,CPU,"Ds | Ds",128,3,0.019424,0,0.02105,0.006336,0.083709,0.04681
1,float,uniform,CPU,"Ds | Ds",128,4,0.018464,0,0.021649,0.008416,0.085429,0.048529
1,float,uniform,CPU,"Ds | Ds",128,5,0.0192,0,0.02192,0.007136,0.085959,0.048256
1,float,uniform,CPU,"Ds | Ds",128,6,0.018592,0,0.02175,0.008192,0.086069,0.048534
1,float,uniform,CPU,"Ds | Ds",128,7,0.020896,0,0.02118,0.006496,0.088249,0.048572
1,float,uniform,CPU,"Ds | Ds",128,8,0.018848,0,0.021501,0.006368,0.084329,0.046717
1,float,uniform,CPU,"Ds | Ds",128,9,0.019456,0,0.02127,0.008224,0.087739,0.04895
1,float,uniform,CPU,"Ds | Ds",128,10,0.020128,0,0.021909,0.006496,0.086379,0.048533
1,float,uniform,CPU,"Ds | Ds",128,11,0.019264,0,0.02129,0.007264,0.085279,0.047818
1,float,uniform,CPU,"Ds | Ds",128,12,0.018656,0,0.02124,0.007872,0.085439,0.047768
1,float,uniform,CPU,"Ds | Ds",128,13,0.021056,0,0.02174,0.007264,0.094219,0.05006
1,float,uniform,CPU,"Ds | Ds",128,14,0.01968,0,0.02173,0.008128,0.092649,0.049538
1,float,uniform,CPU,"Ds | Ds",128,15,0.019232,0,0.02087,0.113056,0.190038,0.153158
1,float,uniform,CPU,"Ds | Ds",128,16,0.018624,0,0.02042,0.008576,0.085419,0.04762
1,float,uniform,CPU,"Ds | Ds",128,17,0.019072,0,0.02079,0.008672,0.085249,0.048534
1,float,uniform,CPU,"Ds | Ds",128,18,0.019712,0,0.0205,0.008,0.086169,0.048212
1,float,uniform,CPU,"Ds | Ds",128,19,0.019872,0,0.021139,0.008608,0.087659,0.049619
1,float,uniform,CPU,"Ds | Ds",128,20,0.019776,0,0.02052,0.008608,0.08595,0.048904
1,float,uniform,CPU,"Ds | Ds",128,21,0.020224,0,0.02049,0.007968,0.085709,0.048682
1,float,uniform,CPU,"Ds | Ds",128,22,0.020256,0,0.0208,0.008512,0.08811,0.049568
1,float,uniform,CPU,"Ds | Ds",128,23,0.018976,0,0.02121,0.006528,0.084539,0.046714
1,float,uniform,CPU,"Ds | Ds",128,24,0.020448,0,0.022029,0.006976,0.089219,0.049453
1,float,uniform,CPU,"Ds | Ds",128,25,0.02096,0,0.02144,0.008064,0.086869,0.050464
1,float,uniform,CPU,"Ds | Ds",128,26,0.022816,0,0.021009,0.00928,0.092229,0.053105
1,float,uniform,CPU,"Ds | Ds",128,27,0.020448,0,0.02219,0.006464,0.08831,0.049102
1,float,uniform,CPU,"Ds | Ds",128,28,0.01984,0,0.02131,0.006816,0.086079,0.047966
1,float,uniform,CPU,"Ds | Ds",128,29,0.018464,0,0.0209,0.00688,0.083288,0.046244
1,float,uniform,CPU,"Ds | Ds",128,30,0.020032,0,0.02058,0.006176,0.082759,0.046788
1,float,uniform,CPU,"Ds | Ds",128,31,0.019648,0,0.02152,0.008288,0.087819,0.049456
1,float,uniform,CPU,"Ds | Ds",128,32,0.019712,0,0.02223,0.007136,0.086479,0.049078
1,float,uniform,CPU,"Ds | Ds",128,33,0.020768,0,0.022459,0.006976,0.088709,0.050203
1,float,uniform,CPU,"Ds | Ds",128,34,0.02112,0,0.02155,0.006496,0.085519,0.049166
1,float,uniform,CPU,"Ds | Ds",128,35,0.018496,0,0.02094,0.006368,0.083379,0.045804
1,float,uniform,CPU,"Ds | Ds",128,36,0.01904,0,0.021709,0.006368,0.085519,0.047117
1,float,uniform,CPU,"Ds | Ds",128,37,0.01936,0,0.02094,0.008704,0.086999,0.049004
1,float,uniform,CPU,"Ds | Ds",128,38,0.0184,0,0.021819,0.008128,0.085079,0.048347
1,float,uniform,CPU,"Ds | Ds",128,39,0.01904,0,0.020801,0.006208,0.081829,0.046049
1,float,uniform,CPU,"Ds | Ds",128,40,0.020576,0,0.022799,0.0072,0.090719,0.050575
1,float,uniform,CPU,"Ds | Ds",128,41,0.01984,0,0.02119,0.008448,0.086999,0.049478
1,float,uniform,CPU,"Ds | Ds",128,42,0.01904,0,0.02692,0.00608,0.090288,0.05204
1,float,uniform,CPU,"Ds | Ds",128,43,0.1,0,0.020559,0.006592,0.163738,0.127151
1,float,uniform,CPU,"Ds | Ds",128,44,0.018432,0,0.020538,0.00784,0.085899,0.04681
1,float,uniform,CPU,"Ds | Ds",128,45,0.019136,0,0.02052,0.008,0.083239,0.047656
1,float,uniform,CPU,"Ds | Ds",128,46,0.018656,0,0.02099,0.008032,0.08599,0.047678
1,float,uniform,CPU,"Ds | Ds",128,47,0.019168,0,0.02073,0.00848,0.085579,0.048378
1,float,uniform,CPU,"Ds | Ds",128,48,0.018368,0,0.02018,0.006336,0.083329,0.044884
1,float,uniform,CPU,"Ds | Ds",128,49,0.020128,0,0.02113,0.007872,0.08731,0.04913
1,float,uniform,CPU,"Ds | Ds",128,50,0.019456,0,0.02024,0.006208,0.082549,0.045904
1,float,uniform,CPU,"Ds | Ds",128,51,0.020448,0,0.021789,0.006592,0.087249,0.048829
1,float,uniform,CPU,"Ds | Ds",128,52,0.020448,0,0.02216,0.008608,0.088349,0.051216
1,float,uniform,CPU,"Ds | Ds",128,53,0.020416,0,0.021139,0.006912,0.086159,0.048467
1,float,uniform,CPU,"Ds | Ds",128,54,0.022208,0,0.02266,0.008192,0.093439,0.05306
1,float,uniform,CPU,"Ds | Ds",128,55,0.020064,0,0.0214,0.008736,0.088319,0.0502
1,float,uniform,CPU,"Ds | Ds",128,56,0.019424,0,0.02066,0.008064,0.085669,0.048148
1,float,uniform,CPU,"Ds | Ds",128,57,0.019712,0,0.02154,0.00752,0.086869,0.048772
1,float,uniform,CPU,"Ds | Ds",128,58,0.020992,0,0.02168,0.007968,0.093599,0.05064
1,float,uniform,CPU,"Ds | Ds",128,59,0.018496,0,0.022259,0.0072,0.085579,0.047955
1,float,uniform,CPU,"Ds | Ds",128,60,0.020032,0,0.021649,0.006368,0.084349,0.048049
1,float,uniform,CPU,"Ds | Ds",128,61,0.022688,0,0.020939,0.006656,0.086509,0.050283
1,float,uniform,CPU,"Ds | Ds",128,62,0.020576,0,0.02176,0.00864,0.088429,0.050976
1,float,uniform,CPU,"Ds | Ds",128,63,0.018816,0,0.01763,0.008992,0.077439,0.045438
1,float,uniform,CPU,"Ds | Ds",128,64,0.019488,0,0.02159,0.00608,0.084089,0.047158
1,float,uniform,CPU,"Ds | Ds",128,65,0.018496,0,0.01768,0.007968,0.074979,0.044144
1,float,uniform,CPU,"Ds | Ds",128,66,0.018336,0,0.02203,0.006528,0.084979,0.046894
1,float,uniform,CPU,"Ds | Ds",128,67,0.019264,0,0.02237,0.007296,0.087729,0.04893
1,float,uniform,CPU,"Ds | Ds",128,68,0.019904,0,0.02127,0.0064,0.08573,0.047574
1,float,uniform,CPU,"Ds | Ds",128,69,0.018016,0,0.02096,0.006464,0.082319,0.04544
1,float,uniform,CPU,"Ds | Ds",128,70,0.018944,0,0.02037,0.007104,0.083549,0.046418
1,float,uniform,CPU,"Ds | Ds",128,71,0.019936,0,0.020859,0.006944,0.082699,0.047739
1,float,uniform,CPU,"Ds | Ds",128,72,0.018528,0,0.020438,0.006144,0.086299,0.04511
1,float,uniform,CPU,"Ds | Ds",128,73,0.01936,0,0.0215,0.00864,0.087539,0.0495
1,float,uniform,CPU,"Ds | Ds",128,74,0.020768,0,0.02129,0.00704,0.087459,0.049098
1,float,uniform,CPU,"Ds | Ds",192,0,0.025088,0,0.033329,0.01472,0.118619,0.073137
1,float,uniform,CPU,"Ds | Ds",192,1,0.020704,0,0.02151,0.00656,0.085939,0.048774
1,float,uniform,CPU,"Ds | Ds",192,2,0.02016,0,0.02074,0.006208,0.084628,0.047108
1,float,uniform,CPU,"Ds | Ds",192,3,0.018848,0,0.02193,0.006304,0.085589,0.047082
1,float,uniform,CPU,"Ds | Ds",192,4,0.021632,0,0.02129,0.0064,0.086779,0.049322
1,float,uniform,CPU,"Ds | Ds",192,5,0.018336,0,0.02087,0.005888,0.083249,0.045094
1,float,uniform,CPU,"Ds | Ds",192,6,0.018816,0,0.020899,0.006592,0.084139,0.046307
1,float,uniform,CPU,"Ds | Ds",192,7,0.020256,0,0.02153,0.006144,0.08639,0.04793
1,float,uniform,CPU,"Ds | Ds",192,8,0.018784,0,0.02091,0.005888,0.083859,0.045582
1,float,uniform,CPU,"Ds | Ds",192,9,0.019904,0,0.01906,0.007808,0.078669,0.046772
1,float,uniform,CPU,"Ds | Ds",192,10,0.019648,0,0.01865,0.006944,0.07961,0.045242
1,float,uniform,CPU,"Ds | Ds",192,11,0.021824,0,0.024669,0.009504,0.095909,0.055997
1,float,uniform,CPU,"Ds | Ds",192,12,0.022176,0,0.02257,0.006752,0.090629,0.051498
1,float,uniform,CPU,"Ds | Ds",192,13,0.018944,0,0.021619,0.00848,0.087149,0.049043
1,float,uniform,CPU,"Ds | Ds",192,14,0.020736,0,0.02161,0.005824,0.086379,0.04817
1,float,uniform,CPU,"Ds | Ds",192,15,0.020928,0,0.02168,0.006144,0.089529,0.048752
1,float,uniform,CPU,"Ds | Ds",192,16,0.019712,0,0.02263,0.008128,0.088859,0.05047
1,float,uniform,CPU,"Ds | Ds",192,17,0.02,0,0.021779,0.006624,0.085389,0.048403
1,float,uniform,CPU,"Ds | Ds",192,18,0.023136,0,0.021459,0.00784,0.091029,0.052435
1,float,uniform,CPU,"Ds | Ds",192,19,0.018656,0,0.02178,0.005856,0.084139,0.046292
1,float,uniform,CPU,"Ds | Ds",192,20,0.019392,0,0.02128,0.005728,0.085479,0.0464
1,float,uniform,CPU,"Ds | Ds",192,21,0.019808,0,0.021849,0.005632,0.085199,0.047289
1,float,uniform,CPU,"Ds | Ds",192,22,0.018976,0,0.021789,0.006048,0.085359,0.046813
1,float,uniform,CPU,"Ds | Ds",192,23,0.019936,0,0.02188,0.006336,0.084979,0.048152
1,float,uniform,CPU,"Ds | Ds",192,24,0.01968,0,0.021579,0.006112,0.087499,0.047371
1,float,uniform,CPU,"Ds | Ds",192,25,0.019872,0,0.02276,0.00624,0.087489,0.048872
1,float,uniform,CPU,"Ds | Ds",192,26,0.018496,0,0.02145,0.005824,0.083209,0.04577
1,float,uniform,CPU,"Ds | Ds",192,27,0.018912,0,0.02111,0.0064,0.083059,0.046422
1,float,uniform,CPU,"Ds | Ds",192,28,0.019584,0,0.02088,0.006688,0.083599,0.047152
1,float,uniform,CPU,"Ds | Ds",192,29,0.01904,0,0.02102,0.005664,0.08385,0.045724
1,float,uniform,CPU,"Ds | Ds",192,30,0.019968,0,0.021609,0.006656,0.084949,0.048233
1,float,uniform,CPU,"Ds | Ds",192,31,0.02,0,0.021269,0.00624,0.085549,0.047509
1,float,uniform,CPU,"Ds | Ds",192,32,0.019168,0,0.021019,0.006592,0.084469,0.046779
1,float,uniform,CPU,"Ds | Ds",192,33,0.020576,0,0.020889,0.006592,0.086479,0.048057
1,float,uniform,CPU,"Ds | Ds",192,34,0.019232,0,0.02109,0.006304,0.08495,0.046626
1,float,uniform,CPU,"Ds | Ds",192,35,0.019936,0,0.02128,0.006464,0.086559,0.04768
1,float,uniform,CPU,"Ds | Ds",192,36,0.020096,0,0.01854,0.007808,0.07823,0.046444
1,float,uniform,CPU,"Ds | Ds",192,37,0.019776,0,0.02204,0.006432,0.087639,0.048248
1,float,uniform,CPU,"Ds | Ds",192,38,0.022048,0,0.02323,0.006144,0.092299,0.051422
1,float,uniform,CPU,"Ds | Ds",192,39,0.021408,0,0.022089,0.006784,0.087799,0.050281
1,float,uniform,CPU,"Ds | Ds",192,40,0.01904,0,0.02171,0.006208,0.084989,0.046958
1,float,uniform,CPU,"Ds | Ds",192,41,0.020096,0,0.02223,0.005952,0.086409,0.048278
1,float,uniform,CPU,"Ds | Ds",192,42,0.020608,0,0.02212,0.0056,0.085139,0.048328
1,float,uniform,CPU,"Ds | Ds",192,43,0.020288,0,0.02319,0.007072,0.087899,0.05055
1,float,uniform,CPU,"Ds | Ds",192,44,0.01872,0,0.0214,0.006816,0.084159,0.046936
1,float,uniform,CPU,"Ds | Ds",192,45,0.019776,0,0.028219,0.005472,0.092909,0.053467
1,float,uniform,CPU,"Ds | Ds",192,46,0.020128,0,0.02239,0.007104,0.193378,0.049622
1,float,uniform,CPU,"Ds | Ds",192,47,0.020128,0,0.02131,0.007904,0.086959,0.049342
1,float,uniform,CPU,"Ds | Ds",192,48,0.019712,0,0.02166,0.005728,0.084649,0.0471
1,float,uniform,CPU,"Ds | Ds",192,49,0.021152,0,0.021309,0.006624,0.086479,0.049085
1,float,uniform,CPU,"Ds | Ds",192,50,0.0192,0,0.02198,0.005728,0.085069,0.046908
1,float,uniform,CPU,"Ds | Ds",192,51,0.01904,0,0.02192,0.006304,0.085559,0.047264
1,float,uniform,CPU,"Ds | Ds",192,52,0.020416,0,0.02267,0.006496,0.089488,0.049582
1,float,uniform,CPU,"Ds | Ds",192,53,0.019168,0,0.02136,0.006336,0.08343,0.046864
1,float,uniform,CPU,"Ds | Ds",192,54,0.019968,0,0.020809,0.007456,0.085439,0.048233
1,float,uniform,CPU,"Ds | Ds",192,55,0.01888,0,0.024179,0.00672,0.087579,0.049779
1,float,uniform,CPU,"Ds | Ds",192,56,0.019328,0,0.020689,0.006208,0.083699,0.046225
1,float,uniform,CPU,"Ds | Ds",192,57,0.020384,0,0.021499,0.00608,0.086559,0.047963
1,float,uniform,CPU,"Ds | Ds",192,58,0.019392,0,0.02111,0.006304,0.085249,0.046806
1,float,uniform,CPU,"Ds | Ds",192,59,0.020032,0,0.0215,0.008256,0.089409,0.049788
1,float,uniform,CPU,"Ds | Ds",192,60,0.020064,0,0.0216,0.006112,0.086719,0.047776
1,float,uniform,CPU,"Ds | Ds",192,61,0.018976,0,0.021119,0.005792,0.084479,0.045887
1,float,uniform,CPU,"Ds | Ds",192,62,0.021376,0,0.021859,0.005888,0.087379,0.049123
1,float,uniform,CPU,"Ds | Ds",192,63,0.02128,0,0.02287,0.005536,0.089539,0.049686
1,float,uniform,CPU,"Ds | Ds",192,64,0.019264,0,0.021469,0.006304,0.086769,0.047037
1,float,uniform,CPU,"Ds | Ds",192,65,0.022176,0,0.02333,0.00688,0.092308,0.052386
1,float,uniform,CPU,"Ds | Ds",192,66,0.020384,0,0.02163,0.006656,0.088089,0.04867
1,float,uniform,CPU,"Ds | Ds",192,67,0.018944,0,0.021379,0.008736,0.087749,0.049059
1,float,uniform,CPU,"Ds | Ds",192,68,0.020064,0,0.02164,0.006304,0.084829,0.048008
1,float,uniform,CPU,"Ds | Ds",192,69,0.018592,0,0.02198,0.00624,0.084309,0.046812
1,float,uniform,CPU,"Ds | Ds",192,70,0.02016,0,0.02276,0.006688,0.087829,0.049608
1,float,uniform,CPU,"Ds | Ds",192,71,0.01936,0,0.02237,0.006432,0.086499,0.048162
1,float,uniform,CPU,"Ds | Ds",192,72,0.02096,0,0.0224,0.0064,0.087399,0.04976
1,float,uniform,CPU,"Ds | Ds",192,73,0.018432,0,0.018419,0.007872,0.076929,0.044723
1,float,uniform,CPU,"Ds | Ds",192,74,0.019648,0,0.0215,0.005856,0.085219,0.047004
1,float,uniform,CPU,"Ds | Ds",256,0,0.025984,0,0.032569,0.014688,0.117719,0.073241
1,float,uniform,CPU,"Ds | Ds",256,1,0.019872,0,0.017931,0.009152,0.077999,0.046955
1,float,uniform,CPU,"Ds | Ds",256,2,0.021696,0,0.020879,0.008736,0.087929,0.051311
1,float,uniform,CPU,"Ds | Ds",256,3,0.020576,0,0.02065,0.008192,0.085879,0.049418
1,float,uniform,CPU,"Ds | Ds",256,4,0.019616,0,0.021229,0.007424,0.087059,0.048269
1,float,uniform,CPU,"Ds | Ds",256,5,0.01968,0,0.02144,0.008256,0.093868,0.049376
1,float,uniform,CPU,"Ds | Ds",256,6,0.020928,0,0.112989,0.004832,0.176488,0.138749
1,float,uniform,CPU,"Ds | Ds",256,7,0.019968,0,0.02223,0.007552,0.08769,0.04975
1,float,uniform,CPU,"Ds | Ds",256,8,0.019904,0,0.021239,0.0088,0.089439,0.049943
1,float,uniform,CPU,"Ds | Ds",256,9,0.023424,0,0.02316,0.006784,0.093459,0.053368
1,float,uniform,CPU,"Ds | Ds",256,10,0.02096,0,0.021929,0.006752,0.088429,0.049641
1,float,uniform,CPU,"Ds | Ds",256,11,0.018656,0,0.020989,0.007936,0.085089,0.047581
1,float,uniform,CPU,"Ds | Ds",256,12,0.020384,0,0.021119,0.006432,0.084959,0.047935
1,float,uniform,CPU,"Ds | Ds",256,13,0.019328,0,0.0218,0.007776,0.086409,0.048904
1,float,uniform,CPU,"Ds | Ds",256,14,0.019424,0,0.022859,0.008352,0.089019,0.050635
1,float,uniform,CPU,"Ds | Ds",256,15,0.019936,0,0.02132,0.009312,0.086979,0.050568
1,float,uniform,CPU,"Ds | Ds",256,16,0.019264,0,0.02178,0.00656,0.084809,0.047604
1,float,uniform,CPU,"Ds | Ds",256,17,0.020288,0,0.02199,0.008512,0.089268,0.05079
1,float,uniform,CPU,"Ds | Ds",256,18,0.018496,0,0.021399,0.012736,0.090609,0.052631
1,float,uniform,CPU,"Ds | Ds",256,19,0.020704,0,0.022,0.006496,0.08473,0.0492
1,float,uniform,CPU,"Ds | Ds",256,20,0.019328,0,0.021629,0.00688,0.085849,0.047837
1,float,uniform,CPU,"Ds | Ds",256,21,0.019424,0,0.021,0.006528,0.084279,0.046952
1,float,uniform,CPU,"Ds | Ds",256,22,0.019584,0,0.021799,0.007712,0.086349,0.049095
1,float,uniform,CPU,"Ds | Ds",256,23,0.020192,0,0.02203,0.008928,0.091229,0.05115
1,float,uniform,CPU,"Ds | Ds",256,24,0.020128,0,0.02219,0.006464,0.087699,0.048782
1,float,uniform,CPU,"Ds | Ds",256,25,0.018944,0,0.021,0.006816,0.084089,0.04676
1,float,uniform,CPU,"Ds | Ds",256,26,0.018528,0,0.02069,0.0072,0.083589,0.046418
1,float,uniform,CPU,"Ds | Ds",256,27,0.018368,0,0.02032,0.006016,0.082759,0.044704
1,float,uniform,CPU,"Ds | Ds",256,28,0.020512,0,0.02133,0.008672,0.086959,0.050514
1,float,uniform,CPU,"Ds | Ds",256,29,0.01856,0,0.02066,0.007712,0.085829,0.046932
1,float,uniform,CPU,"Ds | Ds",256,30,0.018624,0,0.02047,0.008992,0.085388,0.048086
1,float,uniform,CPU,"Ds | Ds",256,31,0.01984,0,0.020369,0.006944,0.085969,0.047153
1,float,uniform,CPU,"Ds | Ds",256,32,0.020928,0,0.0213,0.020576,0.100659,0.062804
1,float,uniform,CPU,"Ds | Ds",256,33,0.020704,0,0.234837,0.00976,0.303856,0.265301
1,float,uniform,CPU,"Ds | Ds",256,34,0.02,0,0.02136,0.008128,0.089849,0.049488
1,float,uniform,CPU,"Ds | Ds",256,35,0.020384,0,0.02145,0.008096,0.08735,0.04993
1,float,uniform,CPU,"Ds | Ds",256,36,0.0224,0,0.022859,0.006752,0.092749,0.052011
1,float,uniform,CPU,"Ds | Ds",256,37,0.020992,0,0.02199,0.007072,0.088339,0.050054
1,float,uniform,CPU,"Ds | Ds",256,38,0.018784,0,0.020649,0.00864,0.085749,0.048073
1,float,uniform,CPU,"Ds | Ds",256,39,0.02128,0,0.02175,0.007904,0.088459,0.050934
