dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
2,double,uniform,GPU,"D | D | D | D",64,0,0.07888,0,0.134438,199.89,200.2,200.103
2,double,uniform,GPU,"D | D | D | D",64,37,0.013376,0,0.103329,0.007936,0.160228,0.124641
2,double,uniform,GPU,"D | D | D | D",64,38,0.016416,0,0.104368,0.009632,0.166498,0.130416
2,double,uniform,GPU,"D | D | D | D",64,39,0.013408,0,0.10133,0.010624,0.155799,0.125362
2,double,uniform,GPU,"D | D | D | D",64,40,0.01472,0,0.103289,0.010112,0.164538,0.128121
2,double,uniform,GPU,"D | D | D | D",64,41,0.014432,0,0.10358,0.00992,0.164249,0.127932
2,double,uniform,GPU,"D | D | D | D",64,42,0.01248,0,0.103989,0.010368,0.161609,0.126837
2,double,uniform,GPU,"D | D | D | D",64,43,0.014272,0,0.187728,0.009376,0.246097,0.211376
2,double,uniform,GPU,"D | D | D | D",64,44,0.014528,0,0.103539,0.009376,0.164358,0.127443
2,double,uniform,GPU,"D | D | D | D",64,45,0.016512,0,0.10412,0.00864,0.166178,0.129272
2,double,uniform,GPU,"D | D | D | D",64,46,0.016288,0,0.100369,0.012032,0.159009,0.128689
2,double,uniform,GPU,"D | D | D | D",64,47,0.01536,0,0.104259,0.008192,0.164058,0.127811
2,double,uniform,GPU,"D | D | D | D",64,48,0.0144,0,0.103988,0.009824,0.161858,0.128212
2,double,uniform,GPU,"D | D | D | D",64,49,0.013952,0,0.103658,0.008448,0.163518,0.126058
2,double,uniform,GPU,"D | D | D | D",64,50,0.012672,0,0.103228,0.009088,0.160908,0.124988
2,double,uniform,GPU,"D | D | D | D",64,51,0.01392,0,0.103179,0.009216,0.160878,0.126315
2,double,uniform,GPU,"D | D | D | D",64,52,0.013376,0,0.10329,0.008352,0.160618,0.125018
2,double,uniform,GPU,"D | D | D | D",64,53,0.11936,0,0.103469,0.008128,0.267927,0.230957
2,double,uniform,GPU,"D | D | D | D",64,54,0.01456,0,0.103569,0.00864,0.162258,0.126769
2,double,uniform,GPU,"D | D | D | D",64,55,0.014016,0,0.103028,0.009376,0.161178,0.12642
2,double,uniform,GPU,"D | D | D | D",64,56,0.014752,0,0.103459,0.008992,0.164628,0.127203
2,double,uniform,GPU,"D | D | D | D",64,57,0.01344,0,0.102989,0.009248,0.162328,0.125677
2,double,uniform,GPU,"D | D | D | D",64,58,0.012704,0,0.103419,0.009376,0.159978,0.125499
2,double,uniform,GPU,"D | D | D | D",64,59,0.013152,0,0.103369,0.00816,0.161248,0.124681
2,double,uniform,GPU,"D | D | D | D",64,60,0.013952,0,0.10356,0.009152,0.164369,0.126664
2,double,uniform,GPU,"D | D | D | D",64,61,0.015296,0,0.10318,0.008352,0.163108,0.126828
2,double,uniform,GPU,"D | D | D | D",64,62,0.014624,0,0.103138,0.008448,0.160278,0.12621
2,double,uniform,GPU,"D | D | D | D",64,63,0.013088,0,0.103129,0.008256,0.159399,0.124473
2,double,uniform,GPU,"D | D | D | D",64,64,0.012544,0,0.103419,0.008192,0.160349,0.124155
2,double,uniform,GPU,"D | D | D | D",64,65,0.01472,0,0.10039,0.010816,0.156249,0.125926
2,double,uniform,GPU,"D | D | D | D",64,66,0.014976,0,0.175848,0.011648,0.235958,0.202472
2,double,uniform,GPU,"D | D | D | D",64,67,0.014528,0,0.103519,0.00864,0.163548,0.126687
2,double,uniform,GPU,"D | D | D | D",64,68,0.015328,0,0.103348,0.008928,0.164228,0.127604
2,double,uniform,GPU,"D | D | D | D",64,69,0.013856,0,0.103219,0.009792,0.163248,0.126867
2,double,uniform,GPU,"D | D | D | D",64,70,0.014144,0,0.10329,0.008928,0.162628,0.126362
2,double,uniform,GPU,"D | D | D | D",64,71,0.019072,0,0.102999,0.008992,0.165969,0.131063
2,double,uniform,GPU,"D | D | D | D",64,72,0.013184,0,0.103629,0.00928,0.161188,0.126093
2,double,uniform,GPU,"D | D | D | D",64,73,0.015904,0,0.103599,0.009184,0.163898,0.128687
2,double,uniform,GPU,"D | D | D | D",64,74,0.012352,0,0.103259,0.009088,0.160468,0.124699
2,double,uniform,GPU,"D | D | D | D",128,0,0.023872,0,0.10169,0.0144,0.184449,0.139962
2,double,uniform,GPU,"D | D | D | D",128,1,0.0128,0,0.095599,0.01072,0.154958,0.119119
2,double,uniform,GPU,"D | D | D | D",128,2,0.015648,0,0.095999,0.010144,0.159598,0.121791
2,double,uniform,GPU,"D | D | D | D",128,3,0.01328,0,0.092209,0.009248,0.145168,0.114737
2,double,uniform,GPU,"D | D | D | D",128,4,0.01264,0,0.095099,0.009568,0.153558,0.117307
2,double,uniform,GPU,"D | D | D | D",128,5,0.015232,0,0.099578,0.008736,0.160478,0.123546
2,double,uniform,GPU,"D | D | D | D",128,6,0.012736,0,0.095649,0.008672,0.154628,0.117057
2,double,uniform,GPU,"D | D | D | D",128,7,0.012384,0,0.095499,0.007968,0.152988,0.115851
2,double,uniform,GPU,"D | D | D | D",128,8,0.012096,0,0.095949,0.010048,0.154618,0.118093
2,double,uniform,GPU,"D | D | D | D",128,9,0.012608,0,0.094949,0.009024,0.152678,0.116581
2,double,uniform,GPU,"D | D | D | D",128,10,0.012448,0,0.095749,0.010144,0.154478,0.118341
2,double,uniform,GPU,"D | D | D | D",128,11,0.013184,0,0.095739,0.009408,0.155308,0.118331
2,double,uniform,GPU,"D | D | D | D",128,12,0.014592,0,0.09519,0.009664,0.155979,0.119446
2,double,uniform,GPU,"D | D | D | D",128,13,0.01424,0,0.09499,0.009312,0.154968,0.118542
2,double,uniform,GPU,"D | D | D | D",128,14,0.013472,0,0.095538,0.00816,0.153978,0.11717
2,double,uniform,GPU,"D | D | D | D",128,15,0.016704,0,0.091799,0.011424,0.150849,0.119927
2,double,uniform,GPU,"D | D | D | D",128,16,0.013632,0,0.0957,0.009984,0.154978,0.119316
2,double,uniform,GPU,"D | D | D | D",128,17,0.013504,0,0.095039,0.008576,0.251968,0.117119
2,double,uniform,GPU,"D | D | D | D",128,18,0.014368,0,0.095569,0.009568,0.157488,0.119505
2,double,uniform,GPU,"D | D | D | D",128,19,0.014656,0,0.09513,0.009248,0.157129,0.119034
2,double,uniform,GPU,"D | D | D | D",128,20,0.012864,0,0.096149,0.010208,0.154888,0.119221
2,double,uniform,GPU,"D | D | D | D",128,21,0.013888,0,0.096099,0.00912,0.156818,0.119107
2,double,uniform,GPU,"D | D | D | D",128,22,0.013024,0,0.09191,0.012864,0.147358,0.117798
2,double,uniform,GPU,"D | D | D | D",128,23,0.013088,0,0.095349,0.008448,0.153998,0.116885
2,double,uniform,GPU,"D | D | D | D",128,24,0.013024,0,0.094958,0.01024,0.154928,0.118222
2,double,uniform,GPU,"D | D | D | D",128,25,0.014656,0,0.095139,0.008096,0.155528,0.117891
2,double,uniform,GPU,"D | D | D | D",128,26,0.014368,0,0.095819,0.008352,0.155828,0.118539
2,double,uniform,GPU,"D | D | D | D",128,27,0.013664,0,0.095009,0.009216,0.161418,0.117889
2,double,uniform,GPU,"D | D | D | D",128,28,0.013824,0,0.0966,0.009344,0.155829,0.119768
2,double,uniform,GPU,"D | D | D | D",128,29,0.0136,0,0.095558,0.010112,0.157248,0.11927
2,double,uniform,GPU,"D | D | D | D",128,30,0.012608,0,0.095718,0.010368,0.155038,0.118694
2,double,uniform,GPU,"D | D | D | D",128,31,0.014592,0,0.095818,0.009728,0.163178,0.120138
2,double,uniform,GPU,"D | D | D | D",128,32,0.01312,0,0.095059,0.00864,0.152898,0.116819
2,double,uniform,GPU,"D | D | D | D",128,33,0.012928,0,0.095529,0.009408,0.154938,0.117865
2,double,uniform,GPU,"D | D | D | D",128,34,0.01376,0,0.095548,0.008544,0.155078,0.117852
2,double,uniform,GPU,"D | D | D | D",128,35,0.012736,0,0.0955,0.007744,0.153339,0.11598
2,double,uniform,GPU,"D | D | D | D",128,36,0.01296,0,0.09825,0.009888,0.157069,0.121098
2,double,uniform,GPU,"D | D | D | D",128,37,0.012768,0,0.095549,0.009632,0.154178,0.117949
2,double,uniform,GPU,"D | D | D | D",128,38,0.013952,0,0.095389,0.00976,0.154888,0.119101
2,double,uniform,GPU,"D | D | D | D",128,39,0.013376,0,0.094768,0.007808,0.153758,0.115952
2,double,uniform,GPU,"D | D | D | D",128,40,0.014048,0,0.095059,0.00912,0.155498,0.118227
2,double,uniform,GPU,"D | D | D | D",128,41,0.014336,0,0.095019,0.010208,0.157109,0.119563
2,double,uniform,GPU,"D | D | D | D",128,42,0.012544,0,0.095499,0.008064,0.152668,0.116107
2,double,uniform,GPU,"D | D | D | D",128,43,0.013856,0,0.095588,0.007872,0.159428,0.117316
2,double,uniform,GPU,"D | D | D | D",128,44,0.01344,0,0.095508,0.010464,0.156338,0.119412
2,double,uniform,GPU,"D | D | D | D",128,45,0.012,0,0.095759,0.011328,0.155368,0.119087
2,double,uniform,GPU,"D | D | D | D",128,46,0.012032,0,0.095439,0.007968,0.152149,0.115439
2,double,uniform,GPU,"D | D | D | D",128,47,0.015072,0,0.095608,0.008384,0.156908,0.119064
2,double,uniform,GPU,"D | D | D | D",128,48,0.012832,0,0.095509,0.008096,0.151888,0.116437
2,double,uniform,GPU,"D | D | D | D",128,49,0.013344,0,0.095189,0.009952,0.154998,0.118485
2,double,uniform,GPU,"D | D | D | D",128,50,0.013536,0,0.09534,0.008832,0.153939,0.117708
2,double,uniform,GPU,"D | D | D | D",128,51,0.01232,0,0.095078,0.009472,0.153698,0.11687
2,double,uniform,GPU,"D | D | D | D",128,52,0.0136,0,0.095699,0.010208,0.155798,0.119507
2,double,uniform,GPU,"D | D | D | D",128,53,0.012864,0,0.094779,0.009408,0.153559,0.117051
2,double,uniform,GPU,"D | D | D | D",128,54,0.013696,0,0.096089,0.010816,0.156898,0.120601
2,double,uniform,GPU,"D | D | D | D",128,55,0.01232,0,0.09536,0.007872,0.158479,0.115552
2,double,uniform,GPU,"D | D | D | D",128,56,0.013024,0,0.095639,0.010272,0.156158,0.118935
2,double,uniform,GPU,"D | D | D | D",128,57,0.01408,0,0.095318,0.010752,0.156828,0.12015
2,double,uniform,GPU,"D | D | D | D",128,58,0.012512,0,0.095479,0.009184,0.153579,0.117175
2,double,uniform,GPU,"D | D | D | D",128,59,0.0144,0,0.09525,0.00896,0.152909,0.11861
2,double,uniform,GPU,"D | D | D | D",128,60,0.012416,0,0.09571,0.011808,0.156688,0.119934
2,double,uniform,GPU,"D | D | D | D",128,61,0.014432,0,0.095949,0.008928,0.156988,0.119309
2,double,uniform,GPU,"D | D | D | D",128,62,0.01376,0,0.099649,0.008,0.158408,0.121409
2,double,uniform,GPU,"D | D | D | D",128,63,0.015328,0,0.095549,0.009056,0.157069,0.119933
2,double,uniform,GPU,"D | D | D | D",128,64,0.012416,0,0.095009,0.009088,0.152949,0.116513
2,double,uniform,GPU,"D | D | D | D",128,65,0.012704,0,0.094939,0.010304,0.153778,0.117947
2,double,uniform,GPU,"D | D | D | D",128,66,0.01296,0,0.095019,0.00912,0.153409,0.117099
2,double,uniform,GPU,"D | D | D | D",128,67,0.014112,0,0.095488,0.007776,0.154118,0.117376
2,double,uniform,GPU,"D | D | D | D",128,68,0.0128,0,0.09561,0.008832,0.154029,0.117242
2,double,uniform,GPU,"D | D | D | D",128,69,0.013248,0,0.095449,0.008256,0.159628,0.116953
2,double,uniform,GPU,"D | D | D | D",128,70,0.013472,0,0.095879,0.009056,0.156628,0.118407
2,double,uniform,GPU,"D | D | D | D",128,71,0.01456,0,0.095469,0.009216,0.156808,0.119245
2,double,uniform,GPU,"D | D | D | D",128,72,0.012544,0,0.095698,0.01056,0.154208,0.118802
2,double,uniform,GPU,"D | D | D | D",128,73,0.012192,0,0.095099,0.009728,0.153609,0.117019
2,double,uniform,GPU,"D | D | D | D",128,74,0.013248,0,0.095738,0.008192,0.154078,0.117178
2,double,uniform,GPU,"D | D | D | D",192,0,0.025952,0,0.158448,0.01584,0.244658,0.20024
2,double,uniform,GPU,"D | D | D | D",192,1,0.012864,0,0.15196,0.008544,0.212968,0.173368
2,double,uniform,GPU,"D | D | D | D",192,2,0.015552,0,0.152468,0.009184,0.215488,0.177204
2,double,uniform,GPU,"D | D | D | D",192,3,0.013664,0,0.152718,0.009504,0.214638,0.175886
2,double,uniform,GPU,"D | D | D | D",192,4,0.012224,0,0.148688,0.010528,0.202878,0.17144
2,double,uniform,GPU,"D | D | D | D",192,5,0.019712,0,0.152638,0.009152,0.221648,0.181502
2,double,uniform,GPU,"D | D | D | D",192,6,0.012352,0,0.152588,0.008736,0.213487,0.173676
2,double,uniform,GPU,"D | D | D | D",192,7,0.011552,0,0.152188,0.00928,0.212758,0.17302
2,double,uniform,GPU,"D | D | D | D",192,8,0.020384,0,0.152398,0.009088,0.219458,0.18187
2,double,uniform,GPU,"D | D | D | D",192,9,0.010496,0,0.151769,0.008256,0.211288,0.170521
2,double,uniform,GPU,"D | D | D | D",192,10,0.012768,0,0.152738,0.008896,0.214988,0.174402
2,double,uniform,GPU,"D | D | D | D",192,11,0.011776,0,0.151778,0.008928,0.212878,0.172482
2,double,uniform,GPU,"D | D | D | D",192,12,0.013248,0,0.153119,0.008288,0.214438,0.174655
2,double,uniform,GPU,"D | D | D | D",192,13,0.012192,0,0.15198,0.00992,0.214247,0.174092
2,double,uniform,GPU,"D | D | D | D",192,14,0.014144,0,0.151468,0.00976,0.213068,0.175372
2,double,uniform,GPU,"D | D | D | D",192,15,0.012672,0,0.152498,0.01008,0.215088,0.17525
2,double,uniform,GPU,"D | D | D | D",192,16,0.012608,0,0.152258,0.008768,0.213107,0.173634
2,double,uniform,GPU,"D | D | D | D",192,17,0.013824,0,0.152149,0.010048,0.216167,0.176021
2,double,uniform,GPU,"D | D | D | D",192,18,0.01232,0,0.152868,0.009504,0.214627,0.174692
2,double,uniform,GPU,"D | D | D | D",192,19,0.01152,0,0.151989,0.008864,0.212807,0.172373
2,double,uniform,GPU,"D | D | D | D",192,20,0.0112,0,0.151588,0.008544,0.210108,0.171332
2,double,uniform,GPU,"D | D | D | D",192,21,0.0112,0,0.152329,0.008256,0.211957,0.171785
2,double,uniform,GPU,"D | D | D | D",192,22,0.012448,0,0.151438,0.009152,0.212518,0.173038
2,double,uniform,GPU,"D | D | D | D",192,23,0.01328,0,0.151488,0.010144,0.212148,0.174912
2,double,uniform,GPU,"D | D | D | D",192,24,0.015072,0,0.151898,0.009088,0.216868,0.176058
2,double,uniform,GPU,"D | D | D | D",192,25,0.011456,0,0.151688,0.00928,0.212858,0.172424
2,double,uniform,GPU,"D | D | D | D",192,26,0.011072,0,0.151608,0.009088,0.211297,0.171768
2,double,uniform,GPU,"D | D | D | D",192,27,0.013792,0,0.152198,0.009504,0.216608,0.175494
2,double,uniform,GPU,"D | D | D | D",192,28,0.013088,0,0.152009,0.00912,0.213317,0.174217
2,double,uniform,GPU,"D | D | D | D",192,29,0.012288,0,0.152098,0.009568,0.212428,0.173954
2,double,uniform,GPU,"D | D | D | D",192,30,0.013152,0,0.151508,0.008992,0.213378,0.173652
2,double,uniform,GPU,"D | D | D | D",192,31,0.012832,0,0.152378,0.00928,0.213908,0.17449
2,double,uniform,GPU,"D | D | D | D",192,32,0.01264,0,0.152147,0.009152,0.213907,0.173939
2,double,uniform,GPU,"D | D | D | D",192,33,0.011872,0,0.153318,0.009248,0.214188,0.174438
2,double,uniform,GPU,"D | D | D | D",192,34,0.012352,0,0.151458,0.00976,0.213488,0.17357
2,double,uniform,GPU,"D | D | D | D",192,35,0.013888,0,0.152508,0.008448,0.212728,0.174844
2,double,uniform,GPU,"D | D | D | D",192,36,0.012,0,0.151768,0.009088,0.213407,0.172856
2,double,uniform,GPU,"D | D | D | D",192,37,0.015104,0,0.153048,0.009696,0.217138,0.177848
2,double,uniform,GPU,"D | D | D | D",192,38,0.011584,0,0.151398,0.008256,0.211668,0.171238
2,double,uniform,GPU,"D | D | D | D",192,39,0.01328,0,0.152088,0.010336,0.214487,0.175704
2,double,uniform,GPU,"D | D | D | D",192,40,0.01216,0,0.151798,0.00944,0.213408,0.173398
2,double,uniform,GPU,"D | D | D | D",192,41,0.012512,0,0.15223,0.008736,0.213228,0.173478
2,double,uniform,GPU,"D | D | D | D",192,42,0.012032,0,0.151928,0.0096,0.213358,0.17356
2,double,uniform,GPU,"D | D | D | D",192,43,0.011456,0,0.152678,0.0096,0.213798,0.173734
2,double,uniform,GPU,"D | D | D | D",192,44,0.01184,0,0.151978,0.009696,0.211588,0.173514
2,double,uniform,GPU,"D | D | D | D",192,45,0.011584,0,0.15169,0.00832,0.211947,0.171594
2,double,uniform,GPU,"D | D | D | D",192,46,0.012864,0,0.152398,0.008832,0.213978,0.174094
2,double,uniform,GPU,"D | D | D | D",192,47,0.010304,0,0.151828,0.008928,0.211038,0.17106
2,double,uniform,GPU,"D | D | D | D",192,48,0.011488,0,0.151618,0.015552,0.217738,0.178658
2,double,uniform,GPU,"D | D | D | D",192,49,0.01392,0,0.151728,0.00864,0.213097,0.174288
2,double,uniform,GPU,"D | D | D | D",192,50,0.012672,0,0.15157,0.009504,0.211588,0.173746
2,double,uniform,GPU,"D | D | D | D",192,51,0.012224,0,0.15151,0.009152,0.212587,0.172886
2,double,uniform,GPU,"D | D | D | D",192,52,0.013472,0,0.152078,0.010016,0.214007,0.175566
2,double,uniform,GPU,"D | D | D | D",192,53,0.014304,0,0.151938,0.010208,0.213487,0.17645
2,double,uniform,GPU,"D | D | D | D",192,54,0.012288,0,0.152178,0.009472,0.214518,0.173938
2,double,uniform,GPU,"D | D | D | D",192,55,0.011488,0,0.151768,0.008416,0.211848,0.171672
2,double,uniform,GPU,"D | D | D | D",192,56,0.014112,0,0.152088,0.007968,0.213618,0.174168
2,double,uniform,GPU,"D | D | D | D",192,57,0.011616,0,0.152438,0.009696,0.214028,0.17375
2,double,uniform,GPU,"D | D | D | D",192,58,0.01248,0,0.151948,0.0112,0.212707,0.175628
2,double,uniform,GPU,"D | D | D | D",192,59,0.011392,0,0.151658,0.0096,0.212607,0.17265
2,double,uniform,GPU,"D | D | D | D",192,60,0.013856,0,0.152769,0.008704,0.213817,0.175329
2,double,uniform,GPU,"D | D | D | D",192,61,0.012,0,0.151808,0.008032,0.212408,0.17184
2,double,uniform,GPU,"D | D | D | D",192,62,0.013184,0,0.153358,0.009536,0.215177,0.176078
2,double,uniform,GPU,"D | D | D | D",192,63,0.01216,0,0.152089,0.009856,0.214197,0.174105
2,double,uniform,GPU,"D | D | D | D",192,64,0.012928,0,0.15224,0.011584,0.213067,0.176752
2,double,uniform,GPU,"D | D | D | D",192,65,0.01776,0,0.152568,0.009984,0.219487,0.180312
2,double,uniform,GPU,"D | D | D | D",192,66,0.0128,0,0.152438,0.00848,0.213538,0.173718
2,double,uniform,GPU,"D | D | D | D",192,67,0.01296,0,0.152658,0.00976,0.215148,0.175378
2,double,uniform,GPU,"D | D | D | D",192,68,0.010272,0,0.152788,0.009632,0.212068,0.172692
2,double,uniform,GPU,"D | D | D | D",192,69,0.013664,0,0.187768,0.009696,0.248777,0.211128
2,double,uniform,GPU,"D | D | D | D",192,70,0.011168,0,0.148108,0.010784,0.200428,0.17006
2,double,uniform,GPU,"D | D | D | D",192,71,0.010528,0,0.151848,0.009664,0.211268,0.17204
2,double,uniform,GPU,"D | D | D | D",192,72,0.01296,0,0.151468,0.008992,0.212988,0.17342
2,double,uniform,GPU,"D | D | D | D",192,73,0.012544,0,0.151318,0.009376,0.213308,0.173238
2,double,uniform,GPU,"D | D | D | D",192,74,0.014912,0,0.151938,0.009568,0.215078,0.176418
2,double,uniform,GPU,"D | D | D | D",256,0,0.025344,0,0.189737,0.016608,0.276137,0.231689
2,double,uniform,GPU,"D | D | D | D",256,1,0.009184,0,0.183057,0.009952,0.245027,0.202193
2,double,uniform,GPU,"D | D | D | D",256,2,0.00992,0,0.182428,0.009408,0.245548,0.201756
2,double,uniform,GPU,"D | D | D | D",256,3,0.008448,0,0.182137,0.019328,0.254697,0.209913
2,double,uniform,GPU,"D | D | D | D",256,4,0.010656,0,0.182488,0.009248,0.246487,0.202392
2,double,uniform,GPU,"D | D | D | D",256,5,0.008064,0,0.182238,0.008896,0.245187,0.199198
2,double,uniform,GPU,"D | D | D | D",256,6,0.008288,0,0.182559,0.009696,0.244997,0.200543
2,double,uniform,GPU,"D | D | D | D",256,7,0.010304,0,0.182789,0.010144,0.245857,0.203237
2,double,uniform,GPU,"D | D | D | D",256,8,0.009312,0,0.182468,0.011104,0.247227,0.202884
2,double,uniform,GPU,"D | D | D | D",256,9,0.008096,0,0.182778,0.012384,0.247577,0.203258
2,double,uniform,GPU,"D | D | D | D",256,10,0.01072,0,0.182588,0.00816,0.244537,0.201468
2,double,uniform,GPU,"D | D | D | D",256,11,0.008608,0,0.183578,0.009216,0.246658,0.201402
2,double,uniform,GPU,"D | D | D | D",256,12,0.008256,0,0.182758,0.008608,0.245397,0.199622
2,double,uniform,GPU,"D | D | D | D",256,13,0.008992,0,0.182668,0.009632,0.244158,0.201292
2,double,uniform,GPU,"D | D | D | D",256,14,0.008448,0,0.182548,0.008768,0.244378,0.199764
2,double,uniform,GPU,"D | D | D | D",256,15,0.008672,0,0.183498,0.009344,0.245958,0.201514
2,double,uniform,GPU,"D | D | D | D",256,16,0.00912,0,0.182638,0.0096,0.245197,0.201358
2,double,uniform,GPU,"D | D | D | D",256,17,0.009056,0,0.183808,0.008576,0.244968,0.20144
2,double,uniform,GPU,"D | D | D | D",256,18,0.008704,0,0.182618,0.008416,0.244437,0.199738
2,double,uniform,GPU,"D | D | D | D",256,19,0.008256,0,0.183158,0.01136,0.245357,0.202774
2,double,uniform,GPU,"D | D | D | D",256,20,0.007904,0,0.183148,0.008288,0.249917,0.19934
2,double,uniform,GPU,"D | D | D | D",256,21,0.008,0,0.182798,0.008832,0.243568,0.19963
2,double,uniform,GPU,"D | D | D | D",256,22,0.010496,0,0.183048,0.008416,0.245517,0.20196
2,double,uniform,GPU,"D | D | D | D",256,23,0.008576,0,0.183388,0.010528,0.247067,0.202492
2,double,uniform,GPU,"D | D | D | D",256,24,0.008064,0,0.183298,0.009024,0.242237,0.200386
2,double,uniform,GPU,"D | D | D | D",256,25,0.008544,0,0.182918,0.008512,0.243517,0.199974
2,double,uniform,GPU,"D | D | D | D",256,26,0.008704,0,0.182308,0.011008,0.245327,0.20202
2,double,uniform,GPU,"D | D | D | D",256,27,0.008672,0,0.182357,0.009984,0.244707,0.201013
2,double,uniform,GPU,"D | D | D | D",256,28,0.00848,0,0.182608,0.00976,0.244267,0.200848
2,double,uniform,GPU,"D | D | D | D",256,29,0.008736,0,0.182218,0.010432,0.246548,0.201386
2,double,uniform,GPU,"D | D | D | D",256,30,0.008064,0,0.182339,0.009792,0.243747,0.200195
2,double,uniform,GPU,"D | D | D | D",256,31,0.008096,0,0.181078,0.011552,0.243527,0.200726
2,double,uniform,GPU,"D | D | D | D",256,32,0.0088,0,0.182458,0.008128,0.243408,0.199386
2,double,uniform,GPU,"D | D | D | D",256,33,0.009024,0,0.182678,0.011392,0.246967,0.203094
2,double,uniform,GPU,"D | D | D | D",256,34,0.008768,0,0.187619,0.01056,0.250877,0.206947
2,double,uniform,GPU,"D | D | D | D",256,35,0.008256,0,0.182578,0.00912,0.244767,0.199954
2,double,uniform,GPU,"D | D | D | D",256,36,0.010656,0,0.182878,0.009152,0.246418,0.202686
2,double,uniform,GPU,"D | D | D | D",256,37,0.008768,0,0.181939,0.010048,0.242567,0.200755
2,double,uniform,GPU,"D | D | D | D",256,38,0.009504,0,0.182088,0.010144,0.245917,0.201736
2,double,uniform,GPU,"D | D | D | D",256,39,0.0088,0,0.182998,0.0088,0.245327,0.200598
