dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"D | D | D | D | D | D",64,0,0.073728,0,0.253028,201.145,201.566,201.471
3,double,uniform,GPU,"D | D | D | D | D | D",64,40,0.021504,0,0.218968,0.018016,0.307947,0.258488
3,double,uniform,GPU,"D | D | D | D | D | D",64,41,0.013536,0,0.222947,0.014752,0.305756,0.251235
3,double,uniform,GPU,"D | D | D | D | D | D",64,42,0.014944,0,0.222277,0.016672,0.306237,0.253893
3,double,uniform,GPU,"D | D | D | D | D | D",64,43,0.019968,0,0.221968,0.014304,0.308497,0.25624
3,double,uniform,GPU,"D | D | D | D | D | D",64,44,0.011872,0,0.222637,0.015808,0.303186,0.250317
3,double,uniform,GPU,"D | D | D | D | D | D",64,45,0.014464,0,0.220307,0.017312,0.301037,0.252083
3,double,uniform,GPU,"D | D | D | D | D | D",64,46,0.011584,0,0.383486,0.015296,0.463505,0.410366
3,double,uniform,GPU,"D | D | D | D | D | D",64,47,0.02128,0,0.222717,0.015232,0.312077,0.259229
3,double,uniform,GPU,"D | D | D | D | D | D",64,48,0.021312,0,0.224568,0.013344,0.315107,0.259224
3,double,uniform,GPU,"D | D | D | D | D | D",64,49,0.014176,0,0.222557,0.014848,0.303256,0.251581
3,double,uniform,GPU,"D | D | D | D | D | D",64,50,0.021792,0,0.221718,0.016,0.312016,0.25951
3,double,uniform,GPU,"D | D | D | D | D | D",64,51,0.019488,0,0.218428,0.01808,0.302047,0.255996
3,double,uniform,GPU,"D | D | D | D | D | D",64,52,0.02192,0,0.221827,0.013824,0.310947,0.257571
3,double,uniform,GPU,"D | D | D | D | D | D",64,53,0.021056,0,0.373816,0.015872,0.463125,0.410744
3,double,uniform,GPU,"D | D | D | D | D | D",64,54,0.013696,0,0.221938,0.016064,0.303957,0.251698
3,double,uniform,GPU,"D | D | D | D | D | D",64,55,0.021056,0,0.221608,0.016256,0.311406,0.25892
3,double,uniform,GPU,"D | D | D | D | D | D",64,56,0.021664,0,0.222188,0.015136,0.312017,0.258988
3,double,uniform,GPU,"D | D | D | D | D | D",64,57,0.02,0,0.222188,0.01616,0.308767,0.258348
3,double,uniform,GPU,"D | D | D | D | D | D",64,58,0.021408,0,0.222838,0.014688,0.312646,0.258934
3,double,uniform,GPU,"D | D | D | D | D | D",64,59,0.013888,0,0.222627,0.014336,0.303377,0.250851
3,double,uniform,GPU,"D | D | D | D | D | D",64,60,0.014016,0,0.327837,0.015808,0.410965,0.357661
3,double,uniform,GPU,"D | D | D | D | D | D",64,61,0.019328,0,0.220198,0.015328,0.306367,0.254854
3,double,uniform,GPU,"D | D | D | D | D | D",64,62,0.018208,0,0.220688,0.016384,0.307206,0.25528
3,double,uniform,GPU,"D | D | D | D | D | D",64,63,0.01376,0,0.221408,0.015872,0.303216,0.25104
3,double,uniform,GPU,"D | D | D | D | D | D",64,64,0.021184,0,0.222648,0.016384,0.313547,0.260216
3,double,uniform,GPU,"D | D | D | D | D | D",64,65,0.021824,0,0.221797,0.015392,0.311997,0.259013
3,double,uniform,GPU,"D | D | D | D | D | D",64,66,0.012128,0,0.222908,0.015616,0.303456,0.250652
3,double,uniform,GPU,"D | D | D | D | D | D",64,67,0.021056,0,0.222218,0.015392,0.311376,0.258666
3,double,uniform,GPU,"D | D | D | D | D | D",64,68,0.014112,0,0.222258,0.015968,0.304456,0.252338
3,double,uniform,GPU,"D | D | D | D | D | D",64,69,0.022432,0,0.220907,0.016096,0.309026,0.259435
3,double,uniform,GPU,"D | D | D | D | D | D",64,70,0.021536,0,0.222148,0.016512,0.312557,0.260196
3,double,uniform,GPU,"D | D | D | D | D | D",64,71,0.020928,0,0.222437,0.017984,0.313557,0.261349
3,double,uniform,GPU,"D | D | D | D | D | D",64,72,0.020064,0,0.222017,0.015232,0.308467,0.257313
3,double,uniform,GPU,"D | D | D | D | D | D",64,73,0.014368,0,0.221988,0.01488,0.304566,0.251236
3,double,uniform,GPU,"D | D | D | D | D | D",64,74,0.0128,0,0.221518,0.015744,0.302427,0.250062
3,double,uniform,GPU,"D | D | D | D | D | D",128,0,0.040224,0,2.13763,0.066272,2.29765,2.24412
3,double,uniform,GPU,"D | D | D | D | D | D",128,1,0.028832,0,2.13713,0.05824,2.2747,2.2242
3,double,uniform,GPU,"D | D | D | D | D | D",128,2,0.044096,0,2.13833,0.066592,2.30289,2.24902
3,double,uniform,GPU,"D | D | D | D | D | D",128,3,0.029664,0,2.13139,0.05904,2.27333,2.22009
3,double,uniform,GPU,"D | D | D | D | D | D",128,4,0.041984,0,2.1394,0.065344,2.30071,2.24673
3,double,uniform,GPU,"D | D | D | D | D | D",128,5,0.032416,0,2.13391,0.06512,2.28544,2.23144
3,double,uniform,GPU,"D | D | D | D | D | D",128,6,0.042944,0,2.1369,0.067296,2.29873,2.24714
3,double,uniform,GPU,"D | D | D | D | D | D",128,7,0.0288,0,2.22931,0.061248,2.37174,2.31936
3,double,uniform,GPU,"D | D | D | D | D | D",128,8,0.032064,0,2.13386,0.064448,2.28354,2.23037
3,double,uniform,GPU,"D | D | D | D | D | D",128,9,0.030304,0,2.13139,0.061504,2.27721,2.22319
3,double,uniform,GPU,"D | D | D | D | D | D",128,10,0.02864,0,2.13229,0.060448,2.28181,2.22137
3,double,uniform,GPU,"D | D | D | D | D | D",128,11,0.035872,0,2.13474,0.063424,2.28627,2.23403
3,double,uniform,GPU,"D | D | D | D | D | D",128,12,0.042112,0,2.13794,0.066272,2.30776,2.24632
3,double,uniform,GPU,"D | D | D | D | D | D",128,13,0.027136,0,2.13236,0.0616,2.27373,2.22109
3,double,uniform,GPU,"D | D | D | D | D | D",128,14,0.030336,0,2.13133,0.061664,2.27454,2.22333
3,double,uniform,GPU,"D | D | D | D | D | D",128,15,0.027808,0,2.13362,0.06144,2.27572,2.22286
3,double,uniform,GPU,"D | D | D | D | D | D",128,16,0.028768,0,2.13197,0.06256,2.31776,2.2233
3,double,uniform,GPU,"D | D | D | D | D | D",128,17,0.030784,0,2.13438,0.062368,2.28044,2.22753
3,double,uniform,GPU,"D | D | D | D | D | D",128,18,0.030144,0,2.13222,0.062432,2.27787,2.22479
3,double,uniform,GPU,"D | D | D | D | D | D",128,19,0.028576,0,2.13372,0.058528,2.27553,2.22082
3,double,uniform,GPU,"D | D | D | D | D | D",128,20,0.043872,0,2.13856,0.065504,2.30239,2.24793
3,double,uniform,GPU,"D | D | D | D | D | D",128,21,0.04272,0,2.13835,0.06752,2.30299,2.24859
3,double,uniform,GPU,"D | D | D | D | D | D",128,22,0.028288,0,2.13462,0.060832,2.27736,2.22374
3,double,uniform,GPU,"D | D | D | D | D | D",128,23,0.02944,0,2.13058,0.061376,2.27061,2.22139
3,double,uniform,GPU,"D | D | D | D | D | D",128,24,0.030208,0,2.13087,0.061504,2.27602,2.22258
3,double,uniform,GPU,"D | D | D | D | D | D",128,25,0.030016,0,2.13104,0.060384,2.27474,2.22144
3,double,uniform,GPU,"D | D | D | D | D | D",128,26,0.02784,0,2.13247,0.064288,2.28142,2.22459
3,double,uniform,GPU,"D | D | D | D | D | D",128,27,0.02992,0,2.13179,0.062112,2.2766,2.22382
3,double,uniform,GPU,"D | D | D | D | D | D",128,28,0.028864,0,2.13218,0.063296,2.27666,2.22434
3,double,uniform,GPU,"D | D | D | D | D | D",128,29,0.02784,0,2.13392,0.061792,2.27724,2.22355
3,double,uniform,GPU,"D | D | D | D | D | D",128,30,0.032032,0,2.13216,0.061024,2.27881,2.22521
3,double,uniform,GPU,"D | D | D | D | D | D",128,31,0.028576,0,2.13272,0.058688,2.27224,2.21998
3,double,uniform,GPU,"D | D | D | D | D | D",128,32,0.029344,0,2.13113,0.059232,2.26784,2.2197
3,double,uniform,GPU,"D | D | D | D | D | D",128,33,0.041472,0,2.13858,0.067776,2.30152,2.24783
3,double,uniform,GPU,"D | D | D | D | D | D",128,34,0.028256,0,2.13307,0.062272,2.2782,2.2236
3,double,uniform,GPU,"D | D | D | D | D | D",128,35,0.028768,0,2.13339,0.063584,2.28071,2.22574
3,double,uniform,GPU,"D | D | D | D | D | D",128,36,0.043904,0,2.13764,0.06512,2.30095,2.24666
3,double,uniform,GPU,"D | D | D | D | D | D",128,37,0.032608,0,2.13562,0.065376,2.28896,2.2336
3,double,uniform,GPU,"D | D | D | D | D | D",128,38,0.041728,0,2.1405,0.066976,2.30351,2.2492
3,double,uniform,GPU,"D | D | D | D | D | D",128,39,0.045024,0,2.13701,0.067456,2.3031,2.24949
3,double,uniform,GPU,"D | D | D | D | D | D",128,40,0.029696,0,2.13106,0.0616,2.27539,2.22235
3,double,uniform,GPU,"D | D | D | D | D | D",128,41,0.029472,0,2.13333,0.059168,2.27504,2.22197
3,double,uniform,GPU,"D | D | D | D | D | D",128,42,0.027648,0,2.13178,0.059904,2.27499,2.21933
3,double,uniform,GPU,"D | D | D | D | D | D",128,43,0.02896,0,2.15504,0.062176,2.29691,2.24617
3,double,uniform,GPU,"D | D | D | D | D | D",128,44,0.037824,0,2.1378,0.064512,2.29331,2.24013
3,double,uniform,GPU,"D | D | D | D | D | D",128,45,0.028736,0,2.13384,0.062432,2.28078,2.22501
3,double,uniform,GPU,"D | D | D | D | D | D",128,46,0.035904,0,2.13239,0.062368,2.28408,2.23066
3,double,uniform,GPU,"D | D | D | D | D | D",128,47,0.027936,0,2.13276,0.06032,2.27822,2.22101
3,double,uniform,GPU,"D | D | D | D | D | D",128,48,0.02912,0,2.13037,0.062048,2.27377,2.22154
3,double,uniform,GPU,"D | D | D | D | D | D",128,49,0.043104,0,2.13932,0.068416,2.30463,2.25084
3,double,uniform,GPU,"D | D | D | D | D | D",128,50,0.044,0,2.1381,0.068096,2.30443,2.25019
3,double,uniform,GPU,"D | D | D | D | D | D",128,51,0.028352,0,2.13397,0.060288,2.27583,2.22261
3,double,uniform,GPU,"D | D | D | D | D | D",128,52,0.030304,0,2.1322,0.061024,2.27626,2.22352
3,double,uniform,GPU,"D | D | D | D | D | D",128,53,0.029504,0,2.13199,0.061408,2.27646,2.2229
3,double,uniform,GPU,"D | D | D | D | D | D",128,54,0.027168,0,2.13137,0.06144,2.2734,2.21997
3,double,uniform,GPU,"D | D | D | D | D | D",128,55,0.02928,0,2.1301,0.060896,2.26908,2.22027
3,double,uniform,GPU,"D | D | D | D | D | D",128,56,0.029664,0,2.13053,0.062272,2.2758,2.22246
3,double,uniform,GPU,"D | D | D | D | D | D",128,57,0.028128,0,2.13204,0.060256,2.27779,2.22042
3,double,uniform,GPU,"D | D | D | D | D | D",128,58,0.02816,0,2.13336,0.062144,2.27813,2.22366
3,double,uniform,GPU,"D | D | D | D | D | D",128,59,0.02816,0,2.13199,0.061472,2.2744,2.22162
3,double,uniform,GPU,"D | D | D | D | D | D",128,60,0.028864,0,2.13259,0.062976,2.2762,2.22443
3,double,uniform,GPU,"D | D | D | D | D | D",128,61,0.02912,0,2.13283,0.06112,2.27607,2.22307
3,double,uniform,GPU,"D | D | D | D | D | D",128,62,0.043072,0,2.1405,0.067104,2.30431,2.25067
3,double,uniform,GPU,"D | D | D | D | D | D",128,63,0.041184,0,2.13907,0.072288,2.30672,2.25254
3,double,uniform,GPU,"D | D | D | D | D | D",128,64,0.028544,0,2.13261,0.06336,2.27847,2.22451
3,double,uniform,GPU,"D | D | D | D | D | D",128,65,0.027264,0,2.1308,0.060064,2.27109,2.21813
3,double,uniform,GPU,"D | D | D | D | D | D",128,66,0.03232,0,2.13601,0.064864,2.28748,2.23319
3,double,uniform,GPU,"D | D | D | D | D | D",128,67,0.044576,0,2.13638,0.068032,2.29844,2.24898
3,double,uniform,GPU,"D | D | D | D | D | D",128,68,0.029792,0,2.13278,0.061088,2.2774,2.22366
3,double,uniform,GPU,"D | D | D | D | D | D",128,69,0.030464,0,2.1322,0.061952,2.27981,2.22461
3,double,uniform,GPU,"D | D | D | D | D | D",128,70,0.030976,0,2.12951,0.062112,2.27348,2.2226
3,double,uniform,GPU,"D | D | D | D | D | D",128,71,0.027552,0,2.13158,0.060384,2.27189,2.21951
3,double,uniform,GPU,"D | D | D | D | D | D",128,72,0.044192,0,2.13652,0.06672,2.30266,2.24743
3,double,uniform,GPU,"D | D | D | D | D | D",128,73,0.028416,0,2.13191,0.059904,2.27415,2.22023
3,double,uniform,GPU,"D | D | D | D | D | D",128,74,0.029248,0,2.1313,0.061888,2.27443,2.22243
3,double,uniform,GPU,"D | D | D | D | D | D",192,0,0.109696,0,7.04965,0.188128,7.40377,7.34748
3,double,uniform,GPU,"D | D | D | D | D | D",192,1,0.134016,0,7.04858,0.190752,7.4309,7.37335
3,double,uniform,GPU,"D | D | D | D | D | D",192,2,0.128768,0,7.05057,0.188576,7.46257,7.36792
3,double,uniform,GPU,"D | D | D | D | D | D",192,3,0.133344,0,7.05108,0.190816,7.43512,7.37524
3,double,uniform,GPU,"D | D | D | D | D | D",192,4,0.123808,0,7.04933,0.188928,7.4183,7.36207
3,double,uniform,GPU,"D | D | D | D | D | D",192,5,0.130432,0,7.05211,0.190944,7.42986,7.37349
3,double,uniform,GPU,"D | D | D | D | D | D",192,6,0.129856,0,7.05281,0.190848,7.43087,7.37352
3,double,uniform,GPU,"D | D | D | D | D | D",192,7,0.131424,0,7.05252,0.19024,7.43322,7.37419
3,double,uniform,GPU,"D | D | D | D | D | D",192,8,0.132032,0,7.05067,0.190016,7.4409,7.37272
3,double,uniform,GPU,"D | D | D | D | D | D",192,9,0.127648,0,7.04898,0.190784,7.42451,7.36741
3,double,uniform,GPU,"D | D | D | D | D | D",192,10,0.129472,0,7.05116,0.190464,7.43044,7.3711
3,double,uniform,GPU,"D | D | D | D | D | D",192,11,0.126432,0,7.04968,0.19072,7.42304,7.36684
3,double,uniform,GPU,"D | D | D | D | D | D",192,12,0.123296,0,7.05023,0.191808,7.42441,7.36534
3,double,uniform,GPU,"D | D | D | D | D | D",192,13,0.126848,0,7.05114,0.189536,7.42473,7.36753
3,double,uniform,GPU,"D | D | D | D | D | D",192,14,0.129696,0,7.04984,0.189664,7.42796,7.3692
3,double,uniform,GPU,"D | D | D | D | D | D",192,15,0.125248,0,7.05017,0.188896,7.42013,7.36432
3,double,uniform,GPU,"D | D | D | D | D | D",192,16,0.12496,0,7.04798,0.188832,7.4203,7.36177
3,double,uniform,GPU,"D | D | D | D | D | D",192,17,0.127104,0,7.05011,0.192128,7.4253,7.36934
3,double,uniform,GPU,"D | D | D | D | D | D",192,18,0.120192,0,7.05069,0.18816,7.41551,7.35905
3,double,uniform,GPU,"D | D | D | D | D | D",192,19,0.131584,0,7.05085,0.192288,7.4339,7.37472
3,double,uniform,GPU,"D | D | D | D | D | D",192,20,0.128,0,7.05048,0.190784,7.4283,7.36927
3,double,uniform,GPU,"D | D | D | D | D | D",192,21,0.1192,0,7.04844,0.18928,7.414,7.35692
3,double,uniform,GPU,"D | D | D | D | D | D",192,22,0.12544,0,7.0503,0.190752,7.42464,7.3665
3,double,uniform,GPU,"D | D | D | D | D | D",192,23,0.131904,0,7.05063,0.19136,7.43424,7.3739
3,double,uniform,GPU,"D | D | D | D | D | D",192,24,0.12736,0,7.0516,0.19104,7.42828,7.37
3,double,uniform,GPU,"D | D | D | D | D | D",192,25,0.129664,0,7.04982,0.189568,7.42485,7.36906
3,double,uniform,GPU,"D | D | D | D | D | D",192,26,0.131264,0,7.04812,0.188672,7.42281,7.36806
3,double,uniform,GPU,"D | D | D | D | D | D",192,27,0.1288,0,7.05107,0.189728,7.42806,7.3696
3,double,uniform,GPU,"D | D | D | D | D | D",192,28,0.113376,0,7.04796,0.19008,7.40998,7.35142
3,double,uniform,GPU,"D | D | D | D | D | D",192,29,0.126304,0,7.05042,0.19024,7.42206,7.36697
3,double,uniform,GPU,"D | D | D | D | D | D",192,30,0.13248,0,7.05239,0.189056,7.43045,7.37393
3,double,uniform,GPU,"D | D | D | D | D | D",192,31,0.124576,0,7.05019,0.189696,7.42394,7.36447
3,double,uniform,GPU,"D | D | D | D | D | D",192,32,0.116704,0,7.04928,0.189152,7.41386,7.35514
3,double,uniform,GPU,"D | D | D | D | D | D",192,33,0.13088,0,7.04908,0.19152,7.43044,7.37148
3,double,uniform,GPU,"D | D | D | D | D | D",192,34,0.127648,0,7.08325,0.187776,7.45358,7.39868
3,double,uniform,GPU,"D | D | D | D | D | D",192,35,0.123712,0,7.0501,0.1904,7.42139,7.36422
3,double,uniform,GPU,"D | D | D | D | D | D",192,36,0.132928,0,7.05004,0.190496,7.42704,7.37347
3,double,uniform,GPU,"D | D | D | D | D | D",192,37,0.121088,0,7.04875,0.191808,7.42098,7.36165
3,double,uniform,GPU,"D | D | D | D | D | D",192,38,0.131296,0,7.0497,0.189088,7.42631,7.37009
3,double,uniform,GPU,"D | D | D | D | D | D",192,39,0.128512,0,7.04989,0.190752,7.42632,7.36916
3,double,uniform,GPU,"D | D | D | D | D | D",192,40,0.12288,0,7.04985,0.188352,7.41811,7.36108
3,double,uniform,GPU,"D | D | D | D | D | D",192,41,0.132064,0,7.04957,0.189056,7.42826,7.37069
3,double,uniform,GPU,"D | D | D | D | D | D",192,42,0.127168,0,7.04947,0.188864,7.4279,7.3655
3,double,uniform,GPU,"D | D | D | D | D | D",192,43,0.128704,0,7.05002,0.187328,7.43109,7.36606
3,double,uniform,GPU,"D | D | D | D | D | D",192,44,0.127168,0,7.04935,0.18864,7.42203,7.36516
3,double,uniform,GPU,"D | D | D | D | D | D",192,45,0.131168,0,7.05307,0.190368,7.43354,7.37461
3,double,uniform,GPU,"D | D | D | D | D | D",192,46,0.124704,0,7.04719,0.190496,7.41799,7.36239
3,double,uniform,GPU,"D | D | D | D | D | D",192,47,0.128832,0,7.05204,0.189088,7.42824,7.36996
3,double,uniform,GPU,"D | D | D | D | D | D",192,48,0.124,0,7.04898,0.190816,7.42316,7.3638
3,double,uniform,GPU,"D | D | D | D | D | D",192,49,0.121792,0,7.05288,0.192,7.42527,7.36668
3,double,uniform,GPU,"D | D | D | D | D | D",192,50,0.123072,0,7.04893,0.189952,7.41766,7.36196
3,double,uniform,GPU,"D | D | D | D | D | D",192,51,0.128576,0,7.0513,0.189344,7.42914,7.36922
3,double,uniform,GPU,"D | D | D | D | D | D",192,52,0.130624,0,7.04922,0.190272,7.42815,7.37012
3,double,uniform,GPU,"D | D | D | D | D | D",192,53,0.127264,0,7.0504,0.18944,7.42313,7.36711
3,double,uniform,GPU,"D | D | D | D | D | D",192,54,0.126048,0,7.05082,0.191296,7.42674,7.36817
3,double,uniform,GPU,"D | D | D | D | D | D",192,55,0.118816,0,7.04795,0.1896,7.41216,7.35637
3,double,uniform,GPU,"D | D | D | D | D | D",192,56,0.127584,0,7.1239,0.18848,7.4976,7.43997
3,double,uniform,GPU,"D | D | D | D | D | D",192,57,0.122368,0,7.04776,0.187168,7.41334,7.3573
3,double,uniform,GPU,"D | D | D | D | D | D",192,58,0.131872,0,7.11397,0.19088,7.49627,7.43672
3,double,uniform,GPU,"D | D | D | D | D | D",192,59,0.12208,0,7.04913,0.188704,7.41627,7.35992
3,double,uniform,GPU,"D | D | D | D | D | D",192,60,0.12928,0,7.05128,0.190272,7.42861,7.37083
3,double,uniform,GPU,"D | D | D | D | D | D",192,61,0.13136,0,7.05088,0.189568,7.42881,7.37181
3,double,uniform,GPU,"D | D | D | D | D | D",192,62,0.125728,0,7.05046,0.188928,7.42374,7.36512
3,double,uniform,GPU,"D | D | D | D | D | D",192,63,0.12304,0,7.04935,0.189344,7.41818,7.36174
3,double,uniform,GPU,"D | D | D | D | D | D",192,64,0.131136,0,7.05058,0.18896,7.42716,7.37068
3,double,uniform,GPU,"D | D | D | D | D | D",192,65,0.125696,0,7.05456,0.19072,7.43204,7.37098
3,double,uniform,GPU,"D | D | D | D | D | D",192,66,0.132,0,7.04911,0.191232,7.42564,7.37235
3,double,uniform,GPU,"D | D | D | D | D | D",192,67,0.127168,0,7.05199,0.190048,7.42757,7.36921
3,double,uniform,GPU,"D | D | D | D | D | D",192,68,0.131936,0,7.05043,0.188672,7.42676,7.37104
3,double,uniform,GPU,"D | D | D | D | D | D",192,69,0.126784,0,7.05086,0.18896,7.4253,7.36661
3,double,uniform,GPU,"D | D | D | D | D | D",192,70,0.13184,0,7.05645,0.190016,7.43374,7.37831
3,double,uniform,GPU,"D | D | D | D | D | D",192,71,0.125184,0,7.05308,0.188992,7.42653,7.36726
3,double,uniform,GPU,"D | D | D | D | D | D",192,72,0.130912,0,7.04978,0.189248,7.42576,7.36994
3,double,uniform,GPU,"D | D | D | D | D | D",192,73,0.118912,0,7.04926,0.190688,7.41517,7.35886
3,double,uniform,GPU,"D | D | D | D | D | D",192,74,0.117024,0,7.04897,0.190528,7.41395,7.35652
3,double,uniform,GPU,"D | D | D | D | D | D",256,0,0.39632,0,16.5488,0.42544,17.4394,17.3705
3,double,uniform,GPU,"D | D | D | D | D | D",256,1,0.399424,0,16.5513,0.425376,17.4457,17.3761
3,double,uniform,GPU,"D | D | D | D | D | D",256,2,0.397088,0,16.5514,0.425056,17.4414,17.3735
3,double,uniform,GPU,"D | D | D | D | D | D",256,3,0.399744,0,16.5536,0.424928,17.4508,17.3783
3,double,uniform,GPU,"D | D | D | D | D | D",256,4,0.398112,0,16.551,0.424672,17.4451,17.3738
3,double,uniform,GPU,"D | D | D | D | D | D",256,5,0.3952,0,16.5501,0.427296,17.4433,17.3726
3,double,uniform,GPU,"D | D | D | D | D | D",256,6,0.399264,0,16.5514,0.427136,17.4696,17.3778
3,double,uniform,GPU,"D | D | D | D | D | D",256,7,0.388128,0,16.5489,0.4248,17.4238,17.3619
3,double,uniform,GPU,"D | D | D | D | D | D",256,8,0.382752,0,16.5479,0.422976,17.4266,17.3536
3,double,uniform,GPU,"D | D | D | D | D | D",256,9,0.382592,0,16.5464,0.425856,17.415,17.3548
3,double,uniform,GPU,"D | D | D | D | D | D",256,10,0.380224,0,16.5465,0.422784,17.4092,17.3495
3,double,uniform,GPU,"D | D | D | D | D | D",256,11,0.399456,0,16.5511,0.427168,17.4554,17.3778
3,double,uniform,GPU,"D | D | D | D | D | D",256,12,0.397728,0,16.5508,0.425184,17.445,17.3737
3,double,uniform,GPU,"D | D | D | D | D | D",256,13,0.399072,0,16.5545,0.426848,17.4528,17.3804
3,double,uniform,GPU,"D | D | D | D | D | D",256,14,0.395424,0,16.5511,0.430208,17.4437,17.3768
3,double,uniform,GPU,"D | D | D | D | D | D",256,15,0.399616,0,16.551,0.424672,17.4463,17.3753
3,double,uniform,GPU,"D | D | D | D | D | D",256,16,0.398752,0,16.551,0.424384,17.4423,17.3741
3,double,uniform,GPU,"D | D | D | D | D | D",256,17,0.398208,0,16.5518,0.42656,17.4487,17.3765
3,double,uniform,GPU,"D | D | D | D | D | D",256,18,0.39824,0,16.5512,0.423968,17.4461,17.3734
3,double,uniform,GPU,"D | D | D | D | D | D",256,19,0.399488,0,16.5512,0.427904,17.4505,17.3786
3,double,uniform,GPU,"D | D | D | D | D | D",256,20,0.400352,0,16.5506,0.425888,17.4501,17.3768
