dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
2,float,uniform,GPU,"P | P | P | P",512,2,0.016096,0,0.02451,0.014944,0.114649,0.05555
2,float,uniform,GPU,"P | P | P | P",512,3,0.016128,0,0.02403,0.015808,0.114839,0.055966
2,float,uniform,GPU,"P | P | P | P",512,4,0.01696,0,0.024279,0.014976,0.114509,0.056215
2,float,uniform,GPU,"P | P | P | P",512,5,0.016576,0,0.02405,0.014432,0.113798,0.055058
2,float,uniform,GPU,"P | P | P | P",512,6,0.010208,0,0.026048,0.014272,0.111009,0.050528
2,float,uniform,GPU,"P | P | P | P",512,7,0.011616,0,0.02013,0.018016,0.102399,0.049762
2,float,uniform,GPU,"P | P | P | P",512,8,0.015328,0,0.02415,0.014496,0.113079,0.053974
2,float,uniform,GPU,"P | P | P | P",512,9,0.015616,0,0.02389,0.014784,0.113348,0.05429
2,float,uniform,GPU,"P | P | P | P",512,10,0.010688,0,0.138409,0.015936,0.225067,0.165033
2,float,uniform,GPU,"P | P | P | P",512,11,0.01568,0,0.02435,0.014976,0.113349,0.055006
2,float,uniform,GPU,"P | P | P | P",512,12,0.017568,0,0.02494,0.01472,0.116399,0.057228
2,float,uniform,GPU,"P | P | P | P",512,13,0.016416,0,0.02438,0.014496,0.112779,0.055292
2,float,uniform,GPU,"P | P | P | P",512,14,0.015776,0,0.023779,0.015808,0.114099,0.055363
2,float,uniform,GPU,"P | P | P | P",512,15,0.01584,0,0.024089,0.014592,0.113399,0.054521
2,float,uniform,GPU,"P | P | P | P",512,16,0.016576,0,0.02382,0.013984,0.114019,0.05438
2,float,uniform,GPU,"P | P | P | P",512,17,0.009664,0,0.02409,0.014368,0.106839,0.048122
2,float,uniform,GPU,"P | P | P | P",512,18,0.017056,0,0.023839,0.014624,0.114299,0.055519
2,float,uniform,GPU,"P | P | P | P",512,19,0.017504,0,0.02458,0.014304,0.114109,0.056388
2,float,uniform,GPU,"P | P | P | P",512,20,0.01632,0,0.02472,0.015264,0.114759,0.056304
2,float,uniform,GPU,"P | P | P | P",512,21,0.016672,0,0.02436,0.015104,0.115239,0.056136
2,float,uniform,GPU,"P | P | P | P",512,22,0.01568,0,0.02396,0.014752,0.113458,0.054392
2,float,uniform,GPU,"P | P | P | P",512,23,0.015904,0,0.02389,0.014016,0.112428,0.05381
2,float,uniform,GPU,"P | P | P | P",512,24,0.01744,0,0.02395,0.014752,0.113598,0.056142
2,float,uniform,GPU,"P | P | P | P",512,25,0.018016,0,0.020539,0.017376,0.105749,0.055931
2,float,uniform,GPU,"P | P | P | P",512,26,0.016064,0,0.024179,0.014368,0.113479,0.054611
2,float,uniform,GPU,"P | P | P | P",512,27,0.015712,0,0.02465,0.0152,0.114069,0.055562
2,float,uniform,GPU,"P | P | P | P",512,28,0.015552,0,0.02403,0.014432,0.113218,0.054014
2,float,uniform,GPU,"P | P | P | P",512,29,0.009856,0,0.02407,0.014656,0.105979,0.048582
2,float,uniform,GPU,"P | P | P | P",512,30,0.01472,0,0.02397,0.014304,0.112659,0.052994
2,float,uniform,GPU,"P | P | P | P",512,31,0.017408,0,0.024119,0.015136,0.115589,0.056663
2,float,uniform,GPU,"P | P | P | P",512,32,0.016352,0,0.0249,0.01568,0.116969,0.056932
2,float,uniform,GPU,"P | P | P | P",512,33,0.009312,0,0.02661,0.017568,0.112459,0.05349
2,float,uniform,GPU,"P | P | P | P",512,34,0.015648,0,0.02433,0.014528,0.113338,0.054506
2,float,uniform,GPU,"P | P | P | P",512,35,0.015552,0,0.023799,0.014112,0.113159,0.053463
2,float,uniform,GPU,"P | P | P | P",512,36,0.016736,0,0.02412,0.015424,0.115369,0.05628
2,float,uniform,GPU,"P | P | P | P",512,37,0.016352,0,0.024309,0.01584,0.114999,0.056501
2,float,uniform,GPU,"P | P | P | P",512,38,0.009856,0,0.024179,0.014752,0.106329,0.048787
2,float,uniform,GPU,"P | P | P | P",512,39,0.015264,0,0.02431,0.015296,0.113779,0.05487
2,float,uniform,GPU,"P | P | P | P",512,40,0.015008,0,0.02368,0.01664,0.115099,0.055328
2,float,uniform,GPU,"P | P | P | P",512,41,0.016448,0,0.02449,0.015008,0.114939,0.055946
2,float,uniform,GPU,"P | P | P | P",512,42,0.015936,0,0.02375,0.013792,0.112679,0.053478
2,float,uniform,GPU,"P | P | P | P",512,43,0.01696,0,0.024,0.014944,0.115039,0.055904
2,float,uniform,GPU,"P | P | P | P",512,44,0.010144,0,0.02406,0.014432,0.106779,0.048636
2,float,uniform,GPU,"P | P | P | P",512,45,0.01744,0,0.024219,0.014752,0.114949,0.056411
2,float,uniform,GPU,"P | P | P | P",512,46,0.017312,0,0.0247,0.013952,0.114729,0.055964
2,float,uniform,GPU,"P | P | P | P",512,47,0.017664,0,0.024149,0.015424,0.116079,0.057237
2,float,uniform,GPU,"P | P | P | P",512,48,0.016544,0,0.02398,0.015872,0.114099,0.056396
2,float,uniform,GPU,"P | P | P | P",512,49,0.016544,0,0.02393,0.014016,0.111849,0.05449
2,float,uniform,GPU,"P | P | P | P",512,50,0.018848,0,0.02101,0.017536,0.114948,0.057394
2,float,uniform,GPU,"P | P | P | P",512,51,0.016864,0,0.02401,0.015648,0.123558,0.056522
2,float,uniform,GPU,"P | P | P | P",512,52,0.017472,0,0.02407,0.014016,0.114909,0.055558
2,float,uniform,GPU,"P | P | P | P",512,53,0.016064,0,0.024149,0.01456,0.113589,0.054773
2,float,uniform,GPU,"P | P | P | P",512,54,0.016448,0,0.024809,0.015456,0.115079,0.056713
2,float,uniform,GPU,"P | P | P | P",512,55,0.0168,0,0.024209,0.015104,0.114928,0.056113
2,float,uniform,GPU,"P | P | P | P",512,56,0.015232,0,0.02388,0.014368,0.112859,0.05348
2,float,uniform,GPU,"P | P | P | P",512,57,0.017088,0,0.02371,0.014048,0.112519,0.054846
2,float,uniform,GPU,"P | P | P | P",512,58,0.016256,0,0.02471,0.013472,0.114589,0.054438
2,float,uniform,GPU,"P | P | P | P",512,59,0.012192,0,0.024139,0.02352,0.119438,0.059851
2,float,uniform,GPU,"P | P | P | P",512,60,0.016352,0,0.024289,0.014368,0.113839,0.055009
2,float,uniform,GPU,"P | P | P | P",512,61,0.016352,0,0.023839,0.01536,0.112829,0.055551
2,float,uniform,GPU,"P | P | P | P",512,62,0.017056,0,0.02414,0.015744,0.115508,0.05694
2,float,uniform,GPU,"P | P | P | P",512,63,0.016448,0,0.02467,0.01488,0.116399,0.055998
2,float,uniform,GPU,"P | P | P | P",512,64,0.016384,0,0.02404,0.014816,0.114018,0.05524
2,float,uniform,GPU,"P | P | P | P",512,65,0.015776,0,0.02473,0.015936,0.310076,0.056442
2,float,uniform,GPU,"P | P | P | P",512,66,0.01568,0,0.02408,0.013024,0.113809,0.052784
2,float,uniform,GPU,"P | P | P | P",512,67,0.01024,0,0.024209,0.01456,0.106249,0.049009
2,float,uniform,GPU,"P | P | P | P",512,68,0.01744,0,0.021629,0.017504,0.109929,0.056573
2,float,uniform,GPU,"P | P | P | P",512,69,0.017152,0,0.02403,0.015104,0.114328,0.056286
2,float,uniform,GPU,"P | P | P | P",512,70,0.009568,0,0.02401,0.014784,0.107068,0.048362
2,float,uniform,GPU,"P | P | P | P",512,71,0.014944,0,0.024241,0.015744,0.113529,0.054929
2,float,uniform,GPU,"P | P | P | P",512,72,0.016416,0,0.02444,0.013728,0.114198,0.054584
2,float,uniform,GPU,"P | P | P | P",512,73,0.01664,0,0.024809,0.016416,0.116898,0.057865
2,float,uniform,GPU,"P | P | P | P",512,74,0.00992,0,0.02393,0.015872,0.113569,0.049722
