dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,0,183.625,0,0.046149,51.6791,235.444,235.35
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,17,0.011872,0,0.02213,0.005952,0.075079,0.039954
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,18,0.013248,0,0.021659,0.005344,0.076759,0.040251
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,19,0.013824,0,0.0222,0.00624,0.079189,0.042264
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,20,0.012512,0,0.022069,0.006336,0.074699,0.040917
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,21,0.013728,0,0.02193,0.00768,0.078379,0.043338
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,22,0.013984,0,0.021079,0.007712,0.076299,0.042775
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,23,0.013248,0,0.02165,0.007328,0.077639,0.042226
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,24,0.012864,0,0.02178,0.006592,0.07578,0.041236
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,25,0.011328,0,0.02144,0.007552,0.075248,0.04032
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,26,0.013888,0,0.02178,0.006624,0.07583,0.042292
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,27,0.012512,0,0.01932,0.00832,0.074839,0.040152
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,28,0.013088,0,0.0221,0.006848,0.075559,0.042036
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,29,0.012096,0,0.02216,0.007424,0.078159,0.04168
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,30,0.012416,0,0.02267,0.004704,0.074739,0.03979
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,31,0.012512,0,0.021591,0.006336,0.075169,0.040439
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,32,0.011296,0,0.02172,0.007136,0.075519,0.040152
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,33,0.016128,0,0.02159,0.007008,0.080599,0.044726
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,34,0.014368,0,0.022309,0.006784,0.077939,0.043461
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,35,0.012224,0,0.02148,0.006976,0.076189,0.04068
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,36,0.012608,0,0.02166,0.006432,0.0757,0.0407
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,37,0.011264,0,0.022419,0.00752,0.077369,0.041203
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,38,0.01392,0,0.021829,0.008832,0.080039,0.044581
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,39,0.01168,0,0.02173,0.007232,0.075949,0.040642
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,40,0.011104,0,0.027489,0.006464,0.079809,0.045057
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,41,0.011648,0,0.02218,0.00576,0.073859,0.039588
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,42,0.013376,0,0.02197,0.007488,0.080219,0.042834
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,43,0.01248,0,0.02196,0.00768,0.077029,0.04212
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,44,0.011936,0,0.0221,0.008288,0.078109,0.042324
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,45,0.01152,0,0.02186,0.00752,0.077719,0.0409
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,46,0.013632,0,0.02216,0.00464,0.07562,0.040432
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,47,0.013344,0,0.02206,0.007552,0.07811,0.042956
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,48,0.012512,0,0.02187,0.006272,0.075019,0.040654
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,49,0.011008,0,0.02179,0.0072,0.077599,0.039998
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,50,0.013952,0,0.02165,0.00688,0.07778,0.042482
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,51,0.014304,0,0.02179,0.007808,0.078169,0.043902
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,52,0.011968,0,0.0219,0.006368,0.074219,0.040236
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,53,0.01136,0,0.03055,0.007072,0.083349,0.048982
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,54,0.011808,0,0.02,0.00864,0.070919,0.040448
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,55,0.012416,0,0.02171,0.00672,0.077499,0.040846
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,56,0.011616,0,0.022769,0.006112,0.075959,0.040497
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,57,0.011136,0,0.022268,0.007552,0.076299,0.040956
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,58,0.012064,0,0.0215,0.007168,0.076219,0.040732
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,59,0.01152,0,0.02174,0.006528,0.07428,0.039788
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,60,0.012064,0,0.020508,0.0104,0.070269,0.042972
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,61,0.013728,0,0.021499,0.006656,0.077209,0.041883
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,62,0.013824,0,0.021891,0.007584,0.079449,0.043299
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,63,0.01168,0,0.020001,0.007552,0.072619,0.039233
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,64,0.012192,0,0.02162,0.006976,0.07625,0.040788
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,65,0.01312,0,0.021939,0.007264,0.076359,0.042323
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,66,0.0136,0,0.02162,0.005504,0.07599,0.040724
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,67,0.012512,0,0.02186,0.0056,0.074349,0.039972
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,68,0.011552,0,0.02182,0.007328,0.07539,0.0407
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,69,0.013088,0,0.02186,0.006496,0.076119,0.041444
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,70,0.010624,0,0.02189,0.007072,0.07333,0.039586
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,71,0.011872,0,0.02943,0.004768,0.0811,0.04607
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,72,0.01232,0,0.0214,0.007392,0.076649,0.041112
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,73,0.01376,0,0.02209,0.008224,0.079929,0.044074
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",64,74,0.01296,0,0.021919,0.007424,0.075709,0.042303
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,0,0.026368,0,0.0297,0.011872,0.109799,0.06794
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,1,0.013088,0,0.02436,0.007904,0.079079,0.045352
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,2,0.0144,0,0.02401,0.0144,0.087129,0.05281
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,3,0.012928,0,0.024499,0.00704,0.150308,0.044467
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,4,0.013248,0,0.02416,0.006816,0.078409,0.044224
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,5,0.011296,0,0.024561,0.005792,0.075439,0.041649
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,6,0.012128,0,0.024,0.008192,0.07846,0.04432
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,7,0.013952,0,0.024519,0.005376,0.077049,0.043847
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,8,0.011424,0,0.02429,0.007456,0.077349,0.04317
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,9,0.012928,0,0.024699,0.008352,0.080549,0.045979
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,10,0.012736,0,0.02047,0.010144,0.07198,0.04335
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,11,0.011776,0,0.02412,0.005632,0.07405,0.041528
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,12,0.015072,0,0.023959,0.007616,0.089039,0.046647
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,13,0.013792,0,0.02383,0.005792,0.084439,0.043414
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,14,0.013504,0,0.024139,0.008736,0.081229,0.046379
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,15,0.01248,0,0.024,0.007296,0.078489,0.043776
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,16,0.011136,0,0.02397,0.00944,0.079189,0.044546
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,17,0.03088,0,0.032969,0.01024,0.118609,0.074089
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,18,0.012352,0,0.024399,0.007136,0.078549,0.043887
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,19,0.01296,0,0.02442,0.005696,0.077969,0.043076
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,20,0.01168,0,0.024,0.007968,0.07885,0.043648
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,21,0.01184,0,0.0248,0.006848,0.077679,0.043488
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,22,0.01136,0,0.02388,0.00608,0.076119,0.04132
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,23,0.013632,0,0.02409,0.006944,0.078989,0.044666
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,24,0.011712,0,0.02624,0.00624,0.078469,0.044192
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,25,0.014496,0,0.02426,0.007616,0.081879,0.046372
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,26,0.012896,0,0.02381,0.008928,0.079719,0.045634
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,27,0.012128,0,0.02391,0.006976,0.07643,0.043014
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,28,0.013344,0,0.02034,0.008096,0.071499,0.04178
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,29,0.013824,0,0.024209,0.005536,0.077209,0.043569
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,30,0.011584,0,0.02397,0.00736,0.076779,0.042914
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,31,0.012416,0,0.02448,0.007168,0.078169,0.044064
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,32,0.012832,0,0.023829,0.007328,0.079499,0.043989
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,33,0.011936,0,0.0245,0.008,0.080988,0.044436
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,34,0.012224,0,0.0249,0.009344,0.085989,0.046468
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,35,0.012256,0,0.02413,0.007296,0.077849,0.043682
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,36,0.012096,0,0.02404,0.008064,0.078489,0.0442
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,37,0.012768,0,0.023729,0.006848,0.083449,0.043345
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,38,0.01264,0,0.02404,0.00752,0.077569,0.0442
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,39,0.014592,0,0.023709,0.007488,0.079879,0.045789
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,40,0.012288,0,0.023779,0.008064,0.078649,0.044131
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,41,0.011072,0,0.02401,0.006912,0.07659,0.041994
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,42,0.012512,0,0.02443,0.007936,0.079719,0.044878
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,43,0.012288,0,0.02374,0.008448,0.078679,0.044476
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,44,0.012192,0,0.02426,0.006944,0.077308,0.043396
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,45,0.011328,0,0.02396,0.006624,0.075719,0.041912
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,46,0.013216,0,0.02059,0.009344,0.073449,0.04315
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,47,0.010784,0,0.020509,0.0104,0.072699,0.041693
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,48,0.010752,0,0.024668,0.006656,0.083989,0.042076
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,49,0.011904,0,0.023739,0.008448,0.080789,0.044091
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,50,0.013536,0,0.024189,0.008256,0.080849,0.045981
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,51,0.012192,0,0.02398,0.007936,0.078559,0.044108
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,52,0.015456,0,0.02397,0.007968,0.082899,0.047394
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,53,0.011008,0,0.023679,0.007072,0.075219,0.041759
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,54,0.01136,0,0.02405,0.00752,0.078029,0.04293
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,55,0.01424,0,0.0238,0.009088,0.081708,0.047128
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,56,0.012416,0,0.02406,0.006784,0.07714,0.04326
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,57,0.011808,0,0.02385,0.007488,0.077259,0.043146
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,58,0.013664,0,0.024629,0.006848,0.079589,0.045141
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,59,0.017504,0,0.02405,0.00816,0.083409,0.049714
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,60,0.01296,0,0.02446,0.006848,0.078989,0.044268
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,61,0.012,0,0.024079,0.00704,0.079819,0.043119
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,62,0.01344,0,0.02463,0.005536,0.077079,0.043606
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,63,0.012768,0,0.02401,0.007488,0.079879,0.044266
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,64,0.012288,0,0.02399,0.006816,0.076689,0.043094
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,65,0.014528,0,0.02463,0.0072,0.079849,0.046358
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,66,0.013888,0,0.02386,0.007552,0.080009,0.0453
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,67,0.01184,0,0.02372,0.00832,0.078339,0.04388
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,68,0.011488,0,0.02365,0.006752,0.076259,0.04189
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,69,0.012224,0,0.024039,0.006624,0.076499,0.042887
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,70,0.013504,0,0.02375,0.007008,0.077819,0.044262
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,71,0.012576,0,0.0236,0.006592,0.07675,0.042768
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,72,0.011104,0,0.02415,0.007328,0.077369,0.042582
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,73,0.01312,0,0.02412,0.008672,0.082259,0.045912
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",128,74,0.012928,0,0.024069,0.006944,0.077459,0.043941
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,0,0.0248,0,0.03151,0.012352,0.110788,0.068662
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,1,0.011744,0,0.02599,0.007488,0.080039,0.045222
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,2,0.012832,0,0.025249,0.014752,0.087779,0.052833
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,3,0.01296,0,0.03326,0.007584,0.088329,0.053804
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,4,0.01328,0,0.025709,0.00832,0.081999,0.047309
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,5,0.013792,0,0.025349,0.009056,0.083299,0.048197
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,6,0.011264,0,0.0254,0.008864,0.080499,0.045528
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,7,0.0136,0,0.025349,0.007136,0.080269,0.046085
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,8,0.013216,0,0.025709,0.009216,0.082139,0.048141
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,9,0.012096,0,0.025249,0.0072,0.079859,0.044545
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,10,0.011424,0,0.0257,0.007712,0.079419,0.044836
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,11,0.011648,0,0.025389,0.00672,0.078889,0.043757
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,12,0.012896,0,0.025279,0.007936,0.081929,0.046111
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,13,0.012192,0,0.022499,0.00848,0.073859,0.043171
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,14,0.012704,0,0.02251,0.00896,0.073429,0.044174
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,15,0.011936,0,0.02545,0.008512,0.081099,0.045898
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,16,0.011808,0,0.02546,0.007776,0.080209,0.045044
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,17,0.014688,0,0.025309,0.006912,0.081289,0.046909
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,18,0.013856,0,0.02587,0.007392,0.081489,0.047118
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,19,0.012,0,0.02549,0.00704,0.08318,0.04453
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,20,0.011264,0,0.025229,0.006976,0.078539,0.043469
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,21,0.012224,0,0.025389,0.008864,0.081349,0.046477
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,22,0.012864,0,0.025229,0.00704,0.079479,0.045133
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,23,0.011968,0,0.025199,0.006848,0.078519,0.044015
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,24,0.011296,0,0.02552,0.007008,0.078629,0.043824
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,25,0.014048,0,0.02588,0.009024,0.083849,0.048952
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,26,0.012992,0,0.02538,0.006976,0.080439,0.045348
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,27,0.01264,0,0.025909,0.009248,0.082559,0.047797
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,28,0.012896,0,0.02562,0.008288,0.081999,0.046804
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,29,0.013856,0,0.025609,0.006528,0.080929,0.045993
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,30,0.011392,0,0.025329,0.008896,0.080639,0.045617
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,31,0.012928,0,0.025799,0.006688,0.080239,0.045415
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,32,0.012352,0,0.02518,0.00832,0.08079,0.045852
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,33,0.012512,0,0.02501,0.007552,0.079169,0.045074
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,34,0.17872,0,0.02564,0.00832,0.247277,0.21268
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,35,0.013344,0,0.025479,0.007296,0.080139,0.046119
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,36,0.011264,0,0.02538,0.00848,0.080209,0.045124
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,37,0.01136,0,0.02566,0.009536,0.081809,0.046556
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,38,0.012512,0,0.02543,0.005824,0.07794,0.043766
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,39,0.012544,0,0.02604,0.006496,0.079599,0.04508
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,40,0.01152,0,0.025499,0.009376,0.081959,0.046395
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,41,0.012128,0,0.029659,0.008704,0.085139,0.050491
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,42,0.011808,0,0.0319,0.007456,0.087379,0.051164
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,43,0.011104,0,0.02572,0.006752,0.182688,0.043576
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,44,0.014528,0,0.02523,0.006944,0.080679,0.046702
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,45,0.015296,0,0.02259,0.007168,0.074159,0.045054
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,46,0.012704,0,0.02243,0.011072,0.074029,0.046206
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,47,0.011456,0,0.02521,0.008928,0.080249,0.045594
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,48,0.012,0,0.02542,0.008832,0.081059,0.046252
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,49,0.013408,0,0.02532,0.006944,0.08005,0.045672
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,50,0.01232,0,0.02516,0.007872,0.080688,0.045352
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,51,0.011648,0,0.02558,0.005536,0.076719,0.042764
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,52,0.013696,0,0.02568,0.007328,0.082409,0.046704
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,53,0.011008,0,0.025549,0.008352,0.079599,0.044909
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,54,0.011296,0,0.02587,0.009312,0.081829,0.046478
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,55,0.011936,0,0.02544,0.00768,0.079949,0.045056
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,56,0.014176,0,0.025519,0.005856,0.080129,0.045551
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,57,0.011584,0,0.02551,0.008032,0.080839,0.045126
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,58,0.013504,0,0.02554,0.0088,0.086308,0.047844
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,59,0.012288,0,0.02517,0.00768,0.178978,0.045138
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,60,0.012352,0,0.02554,0.008608,0.081499,0.0465
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,61,0.012896,0,0.02536,0.008864,0.08196,0.04712
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,62,0.012384,0,0.025419,0.00688,0.078599,0.044683
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,63,0.011456,0,0.025669,0.009312,0.082839,0.046437
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,64,0.012192,0,0.02543,0.00688,0.078639,0.044502
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,65,0.012064,0,0.02526,0.007168,0.077219,0.044492
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,66,0.011648,0,0.025799,0.008928,0.082099,0.046375
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,67,0.012256,0,0.02651,0.01536,0.089559,0.054126
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,68,0.011104,0,0.112778,0.007968,0.168908,0.13185
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,69,0.012352,0,0.02539,0.005472,0.077249,0.043214
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,70,0.014272,0,0.025319,0.008608,0.083519,0.048199
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,71,0.014848,0,0.022029,0.009632,0.074939,0.046509
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,72,0.014336,0,0.025619,0.009664,0.085879,0.049619
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,73,0.012032,0,0.02531,0.007104,0.07878,0.044446
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",192,74,0.010464,0,0.02549,0.008832,0.078979,0.044786
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",256,0,0.02688,0,0.02899,0.01104,0.109569,0.06691
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",256,1,0.011008,0,0.02278,0.00928,0.080149,0.043068
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",256,2,0.01168,0,0.022929,0.006496,0.092829,0.041105
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",256,3,0.01088,0,0.022669,0.005856,0.077189,0.039405
2,float,uniform,GPU,"Ds | Ds | Ds | Ds",256,4,0.009536,0,0.022979,0.007648,0.079299,0.040163
