dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"N | D | N | N | N | N",64,0,186.327,0.00274,0.181197,52.0691,238.697,238.58
3,double,uniform,CPU,"N | D | N | N | N | N",128,4,1.55482,0.00143,2.0839,0.058464,3.751,3.69861
3,double,uniform,CPU,"N | D | N | N | N | N",128,5,1.5064,0.001491,2.08664,0.058272,3.70461,3.6528
3,double,uniform,CPU,"N | D | N | N | N | N",128,6,1.55014,0.002,2.09161,0.063584,3.78376,3.70734
3,double,uniform,CPU,"N | D | N | N | N | N",128,7,1.51568,0.00151,2.08322,0.059168,3.7094,3.65958
3,double,uniform,CPU,"N | D | N | N | N | N",128,8,1.6345,0.00172,2.08368,0.06048,3.8313,3.78037
3,double,uniform,CPU,"N | D | N | N | N | N",128,9,1.54899,0.00152,2.0839,0.058528,3.74538,3.69294
3,double,uniform,CPU,"N | D | N | N | N | N",128,10,1.5553,0.001661,2.08404,0.059936,3.752,3.70093
3,double,uniform,CPU,"N | D | N | N | N | N",128,11,1.5209,0.00165,2.1067,0.05808,3.73795,3.68732
3,double,uniform,CPU,"N | D | N | N | N | N",128,12,1.5408,0.001379,2.08338,0.061184,3.73819,3.68674
3,double,uniform,CPU,"N | D | N | N | N | N",128,13,1.53917,0.00151,2.08445,0.06,3.73719,3.68513
3,double,uniform,CPU,"N | D | N | N | N | N",128,14,1.5176,0.0016,2.08391,0.057856,3.71367,3.66097
3,double,uniform,CPU,"N | D | N | N | N | N",128,15,1.5319,0.00163,2.08306,0.059456,3.72717,3.67605
3,double,uniform,CPU,"N | D | N | N | N | N",128,16,1.53296,0.00175,2.08356,0.059968,3.7304,3.67824
3,double,uniform,CPU,"N | D | N | N | N | N",128,17,1.54275,0.001609,2.08448,0.060512,3.73997,3.68935
3,double,uniform,CPU,"N | D | N | N | N | N",128,18,1.53018,0.00181,2.09548,0.06384,3.77671,3.6913
3,double,uniform,CPU,"N | D | N | N | N | N",128,19,1.57245,0.00188,2.08933,0.0624,3.79941,3.72606
3,double,uniform,CPU,"N | D | N | N | N | N",128,20,1.55248,0.00162,2.08479,0.06224,3.75315,3.70113
3,double,uniform,CPU,"N | D | N | N | N | N",128,21,1.5672,0.001541,2.07789,0.061472,3.75685,3.7081
3,double,uniform,CPU,"N | D | N | N | N | N",128,22,1.50944,0.001531,2.08266,0.058688,3.70975,3.65232
3,double,uniform,CPU,"N | D | N | N | N | N",128,23,1.54122,0.00162,2.07771,0.061568,3.72856,3.68211
3,double,uniform,CPU,"N | D | N | N | N | N",128,24,1.51421,0.00154,2.08333,0.059968,3.70752,3.65904
3,double,uniform,CPU,"N | D | N | N | N | N",128,25,1.57482,0.001711,2.08418,0.061728,3.77154,3.72243
3,double,uniform,CPU,"N | D | N | N | N | N",128,26,1.6007,0.001549,2.08478,0.061696,3.8024,3.74873
3,double,uniform,CPU,"N | D | N | N | N | N",128,27,1.59482,0.00149,2.07864,0.06176,3.78493,3.7367
3,double,uniform,CPU,"N | D | N | N | N | N",128,28,1.58179,0.00159,2.08313,0.057952,3.77965,3.72446
3,double,uniform,CPU,"N | D | N | N | N | N",128,29,1.53123,0.001509,2.08027,0.061056,3.72294,3.67406
3,double,uniform,CPU,"N | D | N | N | N | N",128,30,1.53386,0.00153,2.08344,0.059136,3.7309,3.67796
3,double,uniform,CPU,"N | D | N | N | N | N",128,31,1.56867,0.00149,2.07812,0.060768,3.75699,3.70905
3,double,uniform,CPU,"N | D | N | N | N | N",128,32,1.5271,0.0016,2.08395,0.060768,3.72414,3.67342
3,double,uniform,CPU,"N | D | N | N | N | N",128,33,1.54346,0.00166,2.08419,0.060128,3.73803,3.68943
3,double,uniform,CPU,"N | D | N | N | N | N",128,34,1.56643,0.00163,2.08336,0.060096,3.76374,3.71152
3,double,uniform,CPU,"N | D | N | N | N | N",128,35,1.52298,0.00149,2.08586,0.05728,3.72023,3.66761
3,double,uniform,CPU,"N | D | N | N | N | N",128,36,1.5472,0.00149,2.08444,0.059104,3.74191,3.69223
3,double,uniform,CPU,"N | D | N | N | N | N",128,37,1.52512,0.001609,2.08477,0.059904,3.76544,3.6714
3,double,uniform,CPU,"N | D | N | N | N | N",128,38,1.55818,0.00148,2.08763,0.061152,3.76198,3.70844
3,double,uniform,CPU,"N | D | N | N | N | N",128,39,1.51888,0.00145,2.08253,0.057728,3.71059,3.66059
3,double,uniform,CPU,"N | D | N | N | N | N",128,40,1.53574,0.00144,2.08635,0.059872,3.73143,3.6834
3,double,uniform,CPU,"N | D | N | N | N | N",128,41,1.58285,0.001679,2.08327,0.059712,3.77882,3.72751
3,double,uniform,CPU,"N | D | N | N | N | N",128,42,1.53027,0.00159,2.08236,0.059712,3.72413,3.67393
3,double,uniform,CPU,"N | D | N | N | N | N",128,43,1.5871,0.00172,2.08291,0.05904,3.78013,3.73077
3,double,uniform,CPU,"N | D | N | N | N | N",128,44,1.52368,0.00163,2.0835,0.057312,3.7185,3.66612
3,double,uniform,CPU,"N | D | N | N | N | N",128,45,1.53642,0.001451,2.08362,0.059776,3.73329,3.68126
3,double,uniform,CPU,"N | D | N | N | N | N",128,46,1.53978,0.00151,2.08273,0.060224,3.73454,3.68424
3,double,uniform,CPU,"N | D | N | N | N | N",128,47,1.52934,0.00191,2.09589,0.064064,3.76914,3.69121
3,double,uniform,CPU,"N | D | N | N | N | N",128,48,1.54275,0.0019,2.09256,0.064608,3.78216,3.70182
3,double,uniform,CPU,"N | D | N | N | N | N",128,49,1.53539,0.00149,2.08484,0.057792,3.73271,3.67951
3,double,uniform,CPU,"N | D | N | N | N | N",128,50,1.51296,0.00165,2.07645,0.061184,3.69865,3.65224
3,double,uniform,CPU,"N | D | N | N | N | N",128,51,1.53853,0.00174,2.08414,0.06064,3.73525,3.68505
3,double,uniform,CPU,"N | D | N | N | N | N",128,52,1.5656,0.0016,2.08416,0.06,3.76255,3.71136
3,double,uniform,CPU,"N | D | N | N | N | N",128,53,1.52394,0.00158,2.08459,0.057568,3.72045,3.66767
3,double,uniform,CPU,"N | D | N | N | N | N",128,54,1.5665,0.00154,2.07926,0.061856,3.76105,3.70915
3,double,uniform,CPU,"N | D | N | N | N | N",128,55,1.55587,0.0016,2.08431,0.058624,3.75165,3.7004
3,double,uniform,CPU,"N | D | N | N | N | N",128,56,1.53606,0.001899,2.09142,0.064896,3.76941,3.69428
3,double,uniform,CPU,"N | D | N | N | N | N",128,57,1.54013,0.00166,2.08323,0.0592,3.73739,3.68422
3,double,uniform,CPU,"N | D | N | N | N | N",128,58,1.53603,0.001631,2.08308,0.058176,3.72953,3.67892
3,double,uniform,CPU,"N | D | N | N | N | N",128,59,1.55795,0.00163,2.08366,0.059392,3.75521,3.70263
3,double,uniform,CPU,"N | D | N | N | N | N",128,60,1.53101,0.00158,2.08362,0.05904,3.72485,3.67525
3,double,uniform,CPU,"N | D | N | N | N | N",128,61,1.57293,0.00155,2.08465,0.058816,3.77626,3.71794
3,double,uniform,CPU,"N | D | N | N | N | N",128,62,1.55485,0.00159,2.08365,0.059072,3.84868,3.69916
3,double,uniform,CPU,"N | D | N | N | N | N",128,63,1.59238,0.00161,2.08473,0.058432,3.78759,3.73715
3,double,uniform,CPU,"N | D | N | N | N | N",128,64,1.53536,0.001621,2.08403,0.06016,3.73208,3.68117
3,double,uniform,CPU,"N | D | N | N | N | N",128,65,1.51987,0.001519,2.08277,0.060384,3.71286,3.66454
3,double,uniform,CPU,"N | D | N | N | N | N",128,66,1.54349,0.00154,2.08264,0.059136,3.73938,3.6868
3,double,uniform,CPU,"N | D | N | N | N | N",128,67,1.52646,0.001569,2.0777,0.06048,3.71384,3.66621
3,double,uniform,CPU,"N | D | N | N | N | N",128,68,1.53322,0.00162,2.08299,0.058624,3.72706,3.67645
3,double,uniform,CPU,"N | D | N | N | N | N",128,69,1.59456,0.001559,2.08004,0.059424,3.78477,3.73558
3,double,uniform,CPU,"N | D | N | N | N | N",128,70,1.588,0.0015,2.0832,0.057632,3.78253,3.73033
3,double,uniform,CPU,"N | D | N | N | N | N",128,71,1.53725,0.00155,2.08299,0.06,3.73148,3.68179
3,double,uniform,CPU,"N | D | N | N | N | N",128,72,1.55078,0.00165,2.0833,0.059808,3.74742,3.69554
3,double,uniform,CPU,"N | D | N | N | N | N",128,73,1.54406,0.00154,2.08255,0.062624,3.74121,3.69078
3,double,uniform,CPU,"N | D | N | N | N | N",128,74,1.55325,0.00151,2.08324,0.057888,3.748,3.69588
3,double,uniform,CPU,"N | D | N | N | N | N",192,0,5.88013,0.00228,12.6548,0.185024,18.799,18.7222
3,double,uniform,CPU,"N | D | N | N | N | N",192,1,5.58234,0.00831,12.6595,0.185056,18.4995,18.4352
3,double,uniform,CPU,"N | D | N | N | N | N",192,2,5.91059,0.002081,12.6599,0.184864,18.8265,18.7574
3,double,uniform,CPU,"N | D | N | N | N | N",192,3,5.8936,0.001951,12.6634,0.185984,18.8297,18.7449
3,double,uniform,CPU,"N | D | N | N | N | N",192,4,5.59885,0.00202,12.66,0.183744,18.5071,18.4446
3,double,uniform,CPU,"N | D | N | N | N | N",192,5,5.6039,0.00209,12.6605,0.185376,18.5154,18.4519
3,double,uniform,CPU,"N | D | N | N | N | N",192,6,5.58739,0.00239,12.6599,0.18208,18.4954,18.4318
3,double,uniform,CPU,"N | D | N | N | N | N",192,7,5.47312,0.00208,12.6654,0.184736,18.3921,18.3253
3,double,uniform,CPU,"N | D | N | N | N | N",192,8,5.42435,0.00203,12.6588,0.184448,18.3326,18.2696
3,double,uniform,CPU,"N | D | N | N | N | N",192,9,5.73334,0.00194,12.6604,0.183968,18.6426,18.5796
3,double,uniform,CPU,"N | D | N | N | N | N",192,10,5.41802,0.00195,12.6614,0.182784,18.329,18.2641
3,double,uniform,CPU,"N | D | N | N | N | N",192,11,5.59613,0.00225,12.6595,0.18384,18.5067,18.4417
3,double,uniform,CPU,"N | D | N | N | N | N",192,12,5.54554,0.002101,12.6591,0.184352,18.4552,18.3911
3,double,uniform,CPU,"N | D | N | N | N | N",192,13,5.56618,0.0021,12.6624,0.184704,18.4749,18.4154
3,double,uniform,CPU,"N | D | N | N | N | N",192,14,5.40672,0.00215,12.6628,0.184512,18.3226,18.2562
3,double,uniform,CPU,"N | D | N | N | N | N",192,15,5.47206,0.00201,12.6591,0.185632,18.4076,18.3188
3,double,uniform,CPU,"N | D | N | N | N | N",192,16,5.87402,0.00205,12.6623,0.186976,18.8084,18.7254
3,double,uniform,CPU,"N | D | N | N | N | N",192,17,5.56605,0.00205,12.6593,0.18496,18.4735,18.4124
3,double,uniform,CPU,"N | D | N | N | N | N",192,18,5.82653,0.00201,12.6579,0.185696,18.7359,18.6721
3,double,uniform,CPU,"N | D | N | N | N | N",192,19,5.4712,0.002169,12.6585,0.183712,18.3792,18.3156
3,double,uniform,CPU,"N | D | N | N | N | N",192,20,5.45274,0.0019,12.6616,0.183232,18.3623,18.2994
3,double,uniform,CPU,"N | D | N | N | N | N",192,21,6.01136,0.002229,12.6636,0.1856,18.9308,18.8628
3,double,uniform,CPU,"N | D | N | N | N | N",192,22,5.51709,0.00213,12.6601,0.182528,18.4265,18.3619
3,double,uniform,CPU,"N | D | N | N | N | N",192,23,5.47174,0.00208,12.6571,0.18384,18.3761,18.3148
3,double,uniform,CPU,"N | D | N | N | N | N",192,24,5.61242,0.00208,12.6681,0.18288,18.5326,18.4655
3,double,uniform,CPU,"N | D | N | N | N | N",192,25,5.49258,0.00201,12.6581,0.183904,18.3991,18.3366
3,double,uniform,CPU,"N | D | N | N | N | N",192,26,5.94163,0.002211,12.6634,0.185216,18.8745,18.7924
3,double,uniform,CPU,"N | D | N | N | N | N",192,27,5.4952,0.00204,12.658,0.18576,18.4054,18.341
3,double,uniform,CPU,"N | D | N | N | N | N",192,28,5.97683,0.00223,12.6611,0.187104,18.9106,18.8273
3,double,uniform,CPU,"N | D | N | N | N | N",192,29,5.51168,0.002121,12.6637,0.183776,18.428,18.3613
3,double,uniform,CPU,"N | D | N | N | N | N",192,30,5.51667,0.001992,12.6621,0.1848,18.4289,18.3656
3,double,uniform,CPU,"N | D | N | N | N | N",192,31,5.46726,0.00186,12.6591,0.184384,18.3749,18.3126
3,double,uniform,CPU,"N | D | N | N | N | N",192,32,5.45318,0.00226,12.664,0.184128,18.362,18.3036
3,double,uniform,CPU,"N | D | N | N | N | N",192,33,5.63539,0.001991,12.6565,0.182912,18.5399,18.4768
3,double,uniform,CPU,"N | D | N | N | N | N",192,34,5.84288,0.00195,12.6612,0.18432,18.7544,18.6903
3,double,uniform,CPU,"N | D | N | N | N | N",192,35,5.66973,0.001939,12.6642,0.184192,18.5823,18.52
3,double,uniform,CPU,"N | D | N | N | N | N",192,36,5.5097,0.00194,12.6639,0.184512,18.4234,18.3601
3,double,uniform,CPU,"N | D | N | N | N | N",192,37,5.6129,0.002001,12.6595,0.183808,18.5247,18.4582
3,double,uniform,CPU,"N | D | N | N | N | N",192,38,5.5871,0.0022,12.658,0.186496,18.4954,18.4338
3,double,uniform,CPU,"N | D | N | N | N | N",192,39,5.56176,0.00196,12.6615,0.185344,18.4755,18.4106
3,double,uniform,CPU,"N | D | N | N | N | N",192,40,5.74259,0.002,12.6633,0.185184,18.6766,18.593
3,double,uniform,CPU,"N | D | N | N | N | N",192,41,5.82419,0.00257,12.6621,0.185152,18.7571,18.674
3,double,uniform,CPU,"N | D | N | N | N | N",192,42,5.84048,0.002032,12.663,0.18528,18.7594,18.6908
3,double,uniform,CPU,"N | D | N | N | N | N",192,43,5.43542,0.00206,12.6601,0.184992,18.3448,18.2826
3,double,uniform,CPU,"N | D | N | N | N | N",192,44,5.50694,0.00192,12.6581,0.184128,18.4107,18.3511
3,double,uniform,CPU,"N | D | N | N | N | N",192,45,5.8465,0.00209,12.6629,0.186624,18.7653,18.6982
3,double,uniform,CPU,"N | D | N | N | N | N",192,46,5.83667,0.00215,12.6598,0.186656,18.7487,18.6853
3,double,uniform,CPU,"N | D | N | N | N | N",192,47,5.59616,0.00208,12.6683,0.1832,18.5128,18.4498
3,double,uniform,CPU,"N | D | N | N | N | N",192,48,5.65686,0.00201,12.6658,0.1856,18.5707,18.5103
3,double,uniform,CPU,"N | D | N | N | N | N",192,49,5.828,0.002051,12.6599,0.182208,18.7331,18.6721
3,double,uniform,CPU,"N | D | N | N | N | N",192,50,5.9377,0.00206,12.6603,0.18608,18.8547,18.7861
3,double,uniform,CPU,"N | D | N | N | N | N",192,51,5.87302,0.002189,12.6597,0.18416,18.7838,18.7191
3,double,uniform,CPU,"N | D | N | N | N | N",192,52,5.79456,0.00195,12.6836,0.185472,18.7321,18.6656
3,double,uniform,CPU,"N | D | N | N | N | N",192,53,5.44918,0.00203,12.6637,0.183968,18.3622,18.2989
3,double,uniform,CPU,"N | D | N | N | N | N",192,54,5.53725,0.002019,12.66,0.18368,18.4442,18.383
3,double,uniform,CPU,"N | D | N | N | N | N",192,55,5.41075,0.00196,12.6614,0.185056,18.3233,18.2592
3,double,uniform,CPU,"N | D | N | N | N | N",192,56,5.66179,0.002161,12.6601,0.186048,18.5754,18.5101
3,double,uniform,CPU,"N | D | N | N | N | N",192,57,5.75917,0.002041,12.6602,0.182432,18.6699,18.6039
3,double,uniform,CPU,"N | D | N | N | N | N",192,58,5.78643,0.0022,12.6608,0.186208,18.6974,18.6356
3,double,uniform,CPU,"N | D | N | N | N | N",192,59,5.58666,0.002119,12.6523,0.184,18.4811,18.4251
3,double,uniform,CPU,"N | D | N | N | N | N",192,60,5.43302,0.001949,12.6628,0.186336,18.3486,18.2841
3,double,uniform,CPU,"N | D | N | N | N | N",192,61,5.51261,0.00201,12.6567,0.184608,18.4191,18.3559
3,double,uniform,CPU,"N | D | N | N | N | N",192,62,5.48768,0.00214,12.6596,0.18624,18.4017,18.3357
3,double,uniform,CPU,"N | D | N | N | N | N",192,63,5.60973,0.00226,12.6583,0.184672,18.5184,18.4549
3,double,uniform,CPU,"N | D | N | N | N | N",192,64,5.48266,0.002,12.6613,0.18416,18.395,18.3301
3,double,uniform,CPU,"N | D | N | N | N | N",192,65,5.45312,0.002109,12.665,0.183584,18.3681,18.3039
3,double,uniform,CPU,"N | D | N | N | N | N",192,66,5.45238,0.00208,12.6567,0.184864,18.3605,18.296
3,double,uniform,CPU,"N | D | N | N | N | N",192,67,5.51792,0.00198,12.6566,0.184416,18.4293,18.3609
3,double,uniform,CPU,"N | D | N | N | N | N",192,68,5.93568,0.00212,12.6628,0.185024,18.8539,18.7856
3,double,uniform,CPU,"N | D | N | N | N | N",192,69,5.62621,0.002069,12.6598,0.185152,18.5381,18.4732
3,double,uniform,CPU,"N | D | N | N | N | N",192,70,5.62605,0.00204,12.6549,0.184992,18.5275,18.468
3,double,uniform,CPU,"N | D | N | N | N | N",192,71,5.48781,0.00194,12.6593,0.183296,18.3993,18.3324
3,double,uniform,CPU,"N | D | N | N | N | N",192,72,5.91558,0.00209,12.6623,0.183008,18.8424,18.7629
3,double,uniform,CPU,"N | D | N | N | N | N",192,73,5.52317,0.00226,12.6594,0.182816,18.4286,18.3677
3,double,uniform,CPU,"N | D | N | N | N | N",192,74,5.44154,0.00198,12.6612,0.184256,18.3515,18.289
3,double,uniform,CPU,"N | D | N | N | N | N",256,0,13.237,0.00208,11.8282,0.417152,25.5671,25.4844
3,double,uniform,CPU,"N | D | N | N | N | N",256,1,13.5458,0.001999,11.8221,0.41584,25.8609,25.7858
3,double,uniform,CPU,"N | D | N | N | N | N",256,2,13.5441,0.002351,11.8295,0.4176,25.8636,25.7936
3,double,uniform,CPU,"N | D | N | N | N | N",256,3,13.8057,0.00205,11.8219,0.416096,26.1217,26.0458
3,double,uniform,CPU,"N | D | N | N | N | N",256,4,13.9455,0.002061,11.8224,0.417184,26.2735,26.1871
3,double,uniform,CPU,"N | D | N | N | N | N",256,5,14.2764,0.002141,11.8226,0.417984,26.6043,26.5191
3,double,uniform,CPU,"N | D | N | N | N | N",256,6,13.9637,0.001889,11.8207,0.417696,26.2876,26.204
3,double,uniform,CPU,"N | D | N | N | N | N",256,7,13.3107,0.00198,11.8232,0.418048,25.6287,25.554
3,double,uniform,CPU,"N | D | N | N | N | N",256,8,14.2325,0.00205,11.8205,0.417472,26.5581,26.4726
