dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",64,0,0.073568,0.002889,0.154199,215.833,216.174,216.064
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",64,37,0.013568,0.00146,0.115648,0.023616,0.216978,0.154292
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",64,38,0.021856,0.00173,0.116909,0.025568,0.230247,0.166063
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",64,39,0.014368,0.001441,0.116009,0.0256,0.222047,0.157418
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",64,40,0.021248,0.00154,0.11541,0.026304,0.225437,0.164502
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",64,41,0.021152,0.00141,0.115308,0.023968,0.223787,0.161838
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",64,42,0.021312,0.00155,0.249627,0.0232,0.359166,0.295689
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",64,43,0.020736,0.001519,0.115107,0.023488,0.223378,0.16085
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",64,44,0.020096,0.00153,0.115699,0.025056,0.226677,0.162381
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",64,45,0.020736,0.001519,0.115799,0.025952,0.226788,0.164006
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",64,46,0.020032,0.001479,0.116178,0.02464,0.225557,0.162329
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",64,47,0.019168,0.00144,0.115489,0.025344,0.224768,0.161441
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",64,48,0.021088,0.00159,0.10991,0.024768,0.212608,0.157356
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",64,49,0.0208,0.00153,0.115539,0.022976,0.223407,0.160845
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",64,50,0.021024,0.001569,0.115729,0.025792,0.225617,0.164114
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",64,51,0.020288,0.00156,0.115539,0.023296,0.222658,0.160683
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",64,52,0.020512,0.00139,0.115248,0.023968,0.222697,0.161118
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",64,53,0.020672,0.001389,0.11514,0.0232,0.221868,0.160401
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",64,54,0.021504,0.00151,0.116188,0.024448,0.226157,0.16365
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",64,55,0.021984,0.00142,0.115648,0.026208,0.226378,0.16526
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",64,56,0.01888,0.00151,0.115228,0.024128,0.222338,0.159746
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",64,57,0.019424,0.001392,0.116189,0.027328,0.225868,0.164333
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",64,58,0.020512,0.00149,0.115449,0.02576,0.226167,0.163211
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",64,59,0.014848,0.001399,0.115919,0.02576,0.220988,0.157926
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",64,60,0.020576,0.00144,0.116088,0.026432,0.226317,0.164536
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",64,61,0.020608,0.0014,0.115608,0.024512,0.223397,0.162128
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",64,62,0.02,0.00155,0.115868,0.024896,0.225437,0.162314
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",64,63,0.019936,0.00164,0.115339,0.024512,0.223247,0.161427
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",64,64,0.021248,0.001469,0.115839,0.02144,0.223667,0.159996
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",64,65,0.021088,0.001471,0.115648,0.024992,0.226298,0.163199
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",64,66,0.019584,0.001481,0.11511,0.022752,0.220927,0.158927
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",64,67,0.019616,0.001549,0.11499,0.024864,0.224288,0.161019
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",64,68,0.020192,0.00151,0.118819,0.021088,0.225937,0.161609
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",64,69,0.020672,0.00154,0.114979,0.025408,0.224327,0.162599
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",64,70,0.02048,0.001439,0.115679,0.02448,0.224857,0.162078
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",64,71,0.019776,0.00151,0.116409,0.024864,0.224688,0.162559
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",64,72,0.019712,0.00143,0.115959,0.02336,0.223157,0.160461
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",64,73,0.02192,0.001549,0.115959,0.026144,0.227108,0.165572
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",64,74,0.019904,0.00776,0.115968,0.021376,0.227747,0.165008
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,0,0.041792,0.00195,0.527474,0.102624,0.737122,0.67384
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,1,0.029408,0.0017,0.519123,0.099904,0.712152,0.650135
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,2,0.02944,0.00181,0.521635,0.097312,0.781452,0.650197
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,3,0.029376,0.00155,0.520805,0.097152,0.711782,0.648883
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,4,0.043456,0.0021,0.526294,0.102304,0.737611,0.674154
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,5,0.028576,0.001561,0.521485,0.096992,0.712742,0.648614
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,6,0.029632,0.00159,0.517483,0.096448,0.708242,0.645153
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,7,0.02752,0.00153,0.519415,0.094496,0.706322,0.642961
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,8,0.029376,0.0018,0.518734,0.095936,0.710642,0.645846
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,9,0.042912,0.00202,0.526555,0.102912,0.738722,0.674399
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,10,0.029664,0.0016,0.522714,0.09632,0.713462,0.650298
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,11,0.028192,0.00168,0.518785,0.096832,0.707273,0.645489
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,12,0.029696,0.00155,0.519044,0.096128,0.709223,0.646418
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,13,0.0304,0.00174,0.516655,0.096576,0.705362,0.645371
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,14,0.030048,0.00153,0.519344,0.096928,0.711712,0.64785
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,15,0.029568,0.001469,0.519144,0.099392,0.713812,0.649573
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,16,0.030304,0.001671,0.516945,0.099968,0.702883,0.648888
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,17,0.027808,0.00167,0.519214,0.095584,0.706603,0.644276
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,18,0.027264,0.00154,0.518045,0.0952,0.706593,0.642049
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,19,0.027872,0.00165,0.519065,0.095936,0.707982,0.644523
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,20,0.02928,0.001471,0.517854,0.09552,0.707292,0.644125
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,21,0.027072,0.00153,0.519183,0.095136,0.707462,0.642921
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,22,0.029056,0.00158,0.519314,0.098272,0.712353,0.648222
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,23,0.028832,0.00172,0.518444,0.096544,0.708863,0.64554
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,24,0.028512,0.001709,0.517284,0.094784,0.706423,0.642289
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,25,0.028768,0.001602,0.518642,0.096896,0.708792,0.645908
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,26,0.029728,0.00162,0.518294,0.096608,0.709562,0.64625
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,27,0.028896,0.001571,0.598825,0.0952,0.789161,0.724492
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,28,0.030016,0.00158,0.519415,0.095648,0.709813,0.646659
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,29,0.029504,0.00185,0.520285,0.097184,0.712252,0.648823
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,30,0.03056,0.00152,0.519115,0.096032,0.711152,0.647227
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,31,0.043584,0.002011,0.528404,0.105248,0.743312,0.679247
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,32,0.028352,0.00152,0.518905,0.096128,0.709052,0.644905
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,33,0.02784,0.0016,0.520425,0.096384,0.709342,0.646249
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,34,0.0288,0.001701,0.518693,0.096448,0.709182,0.645642
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,35,0.028832,0.00163,0.519044,0.095552,0.708213,0.645058
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,36,0.029856,0.001581,0.518185,0.094784,0.764512,0.644406
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,37,0.030048,0.001519,0.520254,0.097344,0.712713,0.649165
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,38,0.029856,0.00152,0.518695,0.095392,0.709032,0.645463
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,39,0.029888,0.00199,0.519014,0.09872,0.713742,0.649612
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,40,0.029216,0.00157,0.519345,0.095328,0.709192,0.645459
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,41,0.028832,0.00164,0.519063,0.095104,0.708522,0.644639
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,42,0.029856,0.00167,0.520024,0.096032,0.710772,0.647582
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,43,0.028352,0.001631,0.519495,0.097344,0.709903,0.646822
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,44,0.030176,0.00167,0.518914,0.096064,0.709842,0.646824
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,45,0.028256,0.00167,0.519005,0.095712,0.707433,0.644643
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,46,0.02992,0.00153,0.519455,0.09616,0.710162,0.647065
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,47,0.043808,0.0022,0.523975,0.107936,0.736652,0.677919
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,48,0.029504,0.001691,0.520075,0.096192,0.712893,0.647462
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,49,0.029472,0.00143,0.518054,0.097152,0.709102,0.646108
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,50,0.030368,0.0017,0.518785,0.096416,0.710673,0.647269
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,51,0.031328,0.00162,0.518286,0.096288,0.711512,0.647522
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,52,0.046016,0.002049,0.530195,0.10416,0.745142,0.68242
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,53,0.030432,0.00168,0.519823,0.096096,0.712712,0.648031
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,54,0.028896,0.00159,0.518094,0.095904,0.707653,0.644484
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,55,0.028,0.00164,0.518904,0.09536,0.706542,0.643904
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,56,0.028416,0.00173,0.555344,0.095968,0.745832,0.681458
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,57,0.02832,0.00173,0.517884,0.096352,0.708602,0.644286
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,58,0.029056,0.0016,0.519655,0.1,0.716272,0.650311
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,59,0.028448,0.001579,0.519084,0.09664,0.709632,0.645751
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,60,0.028288,0.00164,0.519095,0.096064,0.708202,0.645087
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,61,0.02912,0.001549,0.518414,0.096384,0.709712,0.645467
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,62,0.026912,0.00174,0.512164,0.09888,0.696733,0.639696
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,63,0.028384,0.00152,0.518354,0.09568,0.708072,0.643938
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,64,0.028768,0.001578,0.516925,0.096672,0.704112,0.643943
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,65,0.04592,0.00202,0.527494,0.102976,0.743592,0.67841
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,66,0.027904,0.001761,0.519134,0.097088,0.708672,0.645887
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,67,0.02704,0.00155,0.518355,0.09408,0.704803,0.641025
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,68,0.029888,0.00155,0.520135,0.097248,0.714422,0.648821
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,69,0.028064,0.001469,0.517574,0.096832,0.707392,0.643939
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,70,0.030208,0.00172,0.517345,0.095616,0.708102,0.644889
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,71,0.0264,0.00156,0.518553,0.095808,0.712412,0.642321
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,72,0.029024,0.001659,0.522044,0.0952,0.712082,0.647927
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,73,0.028736,0.00147,0.519615,0.095072,0.709002,0.644893
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",128,74,0.02912,0.00151,0.518375,0.094208,0.761092,0.643213
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,0,0.110016,0.002019,1.78855,0.335744,2.30289,2.23633
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,1,0.115968,0.002099,1.78209,0.333472,2.2969,2.23363
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,2,0.115456,0.002011,1.82859,0.33392,2.34611,2.27998
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,3,0.11104,0.00208,1.78509,0.33072,2.29494,2.22893
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,4,0.114144,0.00209,1.78596,0.336,2.31344,2.23819
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,5,0.115008,0.001861,1.78806,0.333632,2.3092,2.23856
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,6,0.111392,0.00169,1.78263,0.338304,2.30043,2.23402
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,7,0.11104,0.00192,1.78781,0.33568,2.3015,2.23645
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,8,0.114688,0.00188,1.78922,0.333856,2.30533,2.23964
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,9,0.112096,0.001612,1.78567,0.332896,2.29722,2.23227
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,10,0.110496,0.00198,1.78876,0.332224,2.30309,2.23346
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,11,0.117728,0.00184,1.78991,0.3336,2.30676,2.24308
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,12,0.116576,0.002049,1.78371,0.333312,2.30068,2.23565
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,13,0.109856,0.00213,1.78838,0.333824,2.29989,2.23419
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,14,0.111808,0.00197,1.78798,0.333312,2.30007,2.23507
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,15,0.112736,0.00176,1.78556,0.332128,2.29866,2.23218
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,16,0.116416,0.00203,1.78192,0.33424,2.29563,2.23461
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,17,0.109632,0.001801,1.79616,0.335392,2.30658,2.24299
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,18,0.115488,0.00179,1.78578,0.33536,2.30775,2.23842
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,19,0.112704,0.00207,1.78446,0.332224,2.29665,2.23146
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,20,0.116896,0.00239,1.79625,0.335232,2.31763,2.25077
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,21,0.114048,0.0019,1.78473,0.331136,2.29784,2.23181
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,22,0.11248,0.001891,1.78685,0.335136,2.30348,2.23636
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,23,0.111712,0.00217,1.78556,0.33232,2.29838,2.23176
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,24,0.109568,0.00205,1.78851,0.33728,2.30462,2.23741
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,25,0.109472,0.00196,1.79633,0.334944,2.30993,2.24271
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,26,0.119904,0.00236,1.78951,0.334464,2.3132,2.24624
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,27,0.112608,0.002031,1.79693,0.341568,2.31846,2.25314
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,28,0.112032,0.00205,1.79467,0.33488,2.30856,2.24363
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,29,0.124704,0.00207,1.7882,0.334176,2.3161,2.24915
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,30,0.114464,0.00209,1.80097,0.334976,2.319,2.2525
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,31,0.11312,0.00193,1.78884,0.337568,2.30667,2.24146
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,32,0.110752,0.001838,1.78258,0.33344,2.29327,2.22861
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,33,0.111808,0.001799,1.78461,0.331776,2.29623,2.22999
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,34,0.13008,0.0022,1.79174,0.338752,2.32735,2.26277
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,35,0.111552,0.001751,1.78707,0.336064,2.30279,2.23644
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,36,0.110368,0.001669,1.78525,0.33328,2.29709,2.23057
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,37,0.115264,0.001849,1.79567,0.333472,2.31635,2.24626
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,38,0.10624,0.001669,1.78914,0.333696,2.29304,2.23075
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,39,0.10336,0.00172,1.7822,0.333696,2.28785,2.22098
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,40,0.107552,0.00182,1.78188,0.332128,2.28814,2.22338
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,41,0.114016,0.00206,1.79358,0.333568,2.3083,2.24322
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,42,0.11136,0.001931,1.7953,0.333952,2.30775,2.24254
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,43,0.126368,0.0021,1.7873,0.33376,2.31638,2.24953
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,44,0.122336,0.00183,1.7958,0.33648,2.32455,2.25645
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,45,0.111328,0.00205,1.78777,0.335776,2.3021,2.23692
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,46,0.112992,0.00204,1.78666,0.331904,2.29485,2.2336
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,47,0.113248,0.00199,1.78877,0.335456,2.30259,2.23946
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,48,0.113472,0.002261,1.78494,0.335552,2.30254,2.23622
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,49,0.11376,0.00192,1.79919,0.33632,2.31615,2.25119
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,50,0.109696,0.001829,1.79593,0.335712,2.307,2.24317
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,51,0.109792,0.001881,1.7848,0.330848,2.29284,2.22732
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,52,0.124064,0.00211,1.78749,0.336384,2.31548,2.25005
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,53,0.11392,0.002099,1.79703,0.33392,2.31242,2.24697
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,54,0.10752,0.00192,1.78542,0.332832,2.29629,2.22769
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,55,0.109152,0.001921,1.78409,0.330624,2.29279,2.22579
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,56,0.117184,0.00195,1.78548,0.333248,2.30421,2.23786
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,57,0.117472,0.001939,1.78857,0.334528,2.3086,2.24251
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,58,0.110112,0.00225,1.78471,0.333344,2.29756,2.23042
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,59,0.112512,0.001951,1.78341,0.3328,2.29413,2.23067
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,60,0.113952,0.00193,1.78535,0.334336,2.30215,2.23557
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,61,0.112064,0.00194,1.78901,0.333856,2.30265,2.23687
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,62,0.109856,0.00187,1.7852,0.332512,2.29547,2.22944
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,63,0.110528,0.00191,1.78449,0.33104,2.29358,2.22797
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,64,0.114112,0.00221,1.78926,0.33392,2.3039,2.2395
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,65,0.111552,0.001949,1.79358,0.336352,2.31001,2.24343
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,66,0.128608,0.002159,1.79498,0.33984,2.33108,2.26559
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",192,67,0.117248,0.002051,1.78603,0.33504,2.30903,2.24037
