dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
2,float,uniform,CPU,"P | P | P | P",64,0,0.07632,0,0.058119,210.448,210.688,210.583
2,float,uniform,CPU,"P | P | P | P",64,30,0.026144,0,0.018939,0.016256,0.098639,0.061339
2,float,uniform,CPU,"P | P | P | P",64,31,0.026624,0,0.020759,0.017056,0.112079,0.064439
2,float,uniform,CPU,"P | P | P | P",64,32,0.027072,0,0.02089,0.01696,0.115169,0.064922
2,float,uniform,CPU,"P | P | P | P",64,33,0.026304,0,0.020999,0.017376,0.111459,0.064679
2,float,uniform,CPU,"P | P | P | P",64,34,0.024384,0,0.02092,0.017728,0.109738,0.063032
2,float,uniform,CPU,"P | P | P | P",64,35,0.02608,0,0.02111,0.014112,0.108739,0.061302
2,float,uniform,CPU,"P | P | P | P",64,36,0.025312,0,0.027609,0.015776,0.116888,0.068697
2,float,uniform,CPU,"P | P | P | P",64,37,0.025984,0,0.02075,0.018496,0.111789,0.06523
2,float,uniform,CPU,"P | P | P | P",64,38,0.025088,0,0.021269,0.015968,0.108819,0.062325
2,float,uniform,CPU,"P | P | P | P",64,39,0.023904,0,0.02077,0.016256,0.108249,0.06093
2,float,uniform,CPU,"P | P | P | P",64,40,0.024032,0,0.02109,0.016288,0.109439,0.06141
2,float,uniform,CPU,"P | P | P | P",64,41,0.02416,0,0.02089,0.017056,0.108889,0.062106
2,float,uniform,CPU,"P | P | P | P",64,42,0.025408,0,0.02118,0.01696,0.111379,0.063548
2,float,uniform,CPU,"P | P | P | P",64,43,0.023712,0,0.02114,0.015008,0.105219,0.05986
2,float,uniform,CPU,"P | P | P | P",64,44,0.023712,0,0.02077,0.01712,0.110689,0.061602
2,float,uniform,CPU,"P | P | P | P",64,45,0.023008,0,0.028509,0.016704,0.116529,0.068221
2,float,uniform,CPU,"P | P | P | P",64,46,0.026304,0,0.02134,0.01616,0.111149,0.063804
2,float,uniform,CPU,"P | P | P | P",64,47,0.025344,0,0.021069,0.020544,0.113219,0.066957
2,float,uniform,CPU,"P | P | P | P",64,48,0.023872,0,0.021159,0.015904,0.108339,0.060935
2,float,uniform,CPU,"P | P | P | P",64,49,0.024192,0,0.021119,0.01664,0.108819,0.061951
2,float,uniform,CPU,"P | P | P | P",64,50,0.024416,0,0.021209,0.014784,0.106869,0.060409
2,float,uniform,CPU,"P | P | P | P",64,51,0.02352,0,0.0205,0.017344,0.106809,0.061364
2,float,uniform,CPU,"P | P | P | P",64,52,0.024448,0,0.02117,0.01648,0.109238,0.062098
2,float,uniform,CPU,"P | P | P | P",64,53,0.023808,0,0.02103,0.018048,0.108629,0.062886
2,float,uniform,CPU,"P | P | P | P",64,54,0.025152,0,0.028879,0.015168,0.116708,0.069199
2,float,uniform,CPU,"P | P | P | P",64,55,0.024224,0,0.01848,0.01776,0.203657,0.060464
2,float,uniform,CPU,"P | P | P | P",64,56,0.024896,0,0.02086,0.01712,0.107569,0.062876
2,float,uniform,CPU,"P | P | P | P",64,57,0.026336,0,0.02151,0.015616,0.111239,0.063462
2,float,uniform,CPU,"P | P | P | P",64,58,0.025632,0,0.02094,0.016256,0.112279,0.062828
2,float,uniform,CPU,"P | P | P | P",64,59,0.02736,0,0.021079,0.017696,0.115689,0.066135
2,float,uniform,CPU,"P | P | P | P",64,60,0.026848,0,0.02098,0.016928,0.111568,0.064756
2,float,uniform,CPU,"P | P | P | P",64,61,0.024864,0,0.02078,0.014048,0.106799,0.059692
2,float,uniform,CPU,"P | P | P | P",64,62,0.02512,0,0.01878,0.016672,0.098429,0.060572
2,float,uniform,CPU,"P | P | P | P",64,63,0.036576,0,0.02062,0.017344,0.123038,0.07454
2,float,uniform,CPU,"P | P | P | P",64,64,0.025856,0,0.021099,0.018912,0.216998,0.065867
2,float,uniform,CPU,"P | P | P | P",64,65,0.024864,0,0.02143,0.016544,0.110389,0.062838
2,float,uniform,CPU,"P | P | P | P",64,66,0.025088,0,0.02128,0.015264,0.108859,0.061632
2,float,uniform,CPU,"P | P | P | P",64,67,0.023584,0,0.02091,0.017024,0.109448,0.061518
2,float,uniform,CPU,"P | P | P | P",64,68,0.024224,0,0.02114,0.01456,0.106209,0.059924
2,float,uniform,CPU,"P | P | P | P",64,69,0.0264,0,0.020789,0.016352,0.108539,0.063541
2,float,uniform,CPU,"P | P | P | P",64,70,0.024096,0,0.02092,0.016064,0.115398,0.06108
2,float,uniform,CPU,"P | P | P | P",64,71,0.022624,0,0.021009,0.016672,0.109359,0.060305
2,float,uniform,CPU,"P | P | P | P",64,72,0.024256,0,0.021149,0.017248,0.110899,0.062653
2,float,uniform,CPU,"P | P | P | P",64,73,0.022944,0,0.02155,0.015296,0.106899,0.05979
2,float,uniform,CPU,"P | P | P | P",64,74,0.023904,0,0.0211,0.01568,0.107019,0.060684
2,float,uniform,CPU,"P | P | P | P",128,0,0.037536,0,0.02863,0.031904,0.150289,0.09807
2,float,uniform,CPU,"P | P | P | P",128,1,0.0304,0,0.0223,0.015424,0.113799,0.068124
2,float,uniform,CPU,"P | P | P | P",128,2,0.029184,0,0.022229,0.016832,0.114359,0.068245
2,float,uniform,CPU,"P | P | P | P",128,3,0.031584,0,0.02235,0.015264,0.113218,0.069198
2,float,uniform,CPU,"P | P | P | P",128,4,0.0288,0,0.02254,0.014944,0.112769,0.066284
2,float,uniform,CPU,"P | P | P | P",128,5,0.02976,0,0.0224,0.016704,0.115478,0.068864
2,float,uniform,CPU,"P | P | P | P",128,6,0.029664,0,0.022099,0.016352,0.114789,0.068115
2,float,uniform,CPU,"P | P | P | P",128,7,0.030624,0,0.02195,0.017056,0.117489,0.06963
2,float,uniform,CPU,"P | P | P | P",128,8,0.031424,0,0.022269,0.015744,0.113818,0.069437
2,float,uniform,CPU,"P | P | P | P",128,9,0.028992,0,0.01909,0.017472,0.103399,0.065554
2,float,uniform,CPU,"P | P | P | P",128,10,0.031232,0,0.02203,0.018176,0.120868,0.071438
2,float,uniform,CPU,"P | P | P | P",128,11,0.032032,0,0.022388,0.01888,0.121769,0.0733
2,float,uniform,CPU,"P | P | P | P",128,12,0.031424,0,0.0229,0.017376,0.119349,0.0717
2,float,uniform,CPU,"P | P | P | P",128,13,0.031232,0,0.02225,0.016704,0.117929,0.070186
2,float,uniform,CPU,"P | P | P | P",128,14,0.030656,0,0.022479,0.017056,0.117109,0.070191
2,float,uniform,CPU,"P | P | P | P",128,15,0.034048,0,0.022379,0.017472,0.120388,0.073899
2,float,uniform,CPU,"P | P | P | P",128,16,0.030272,0,0.02228,0.01776,0.116988,0.070312
2,float,uniform,CPU,"P | P | P | P",128,17,0.0304,0,0.022799,0.01632,0.117329,0.069519
2,float,uniform,CPU,"P | P | P | P",128,18,0.030624,0,0.02273,0.016768,0.115039,0.070122
2,float,uniform,CPU,"P | P | P | P",128,19,0.029216,0,0.02205,0.0168,0.115708,0.068066
2,float,uniform,CPU,"P | P | P | P",128,20,0.028416,0,0.02222,0.017376,0.113948,0.068012
2,float,uniform,CPU,"P | P | P | P",128,21,0.0304,0,0.02217,0.018336,0.117508,0.070906
2,float,uniform,CPU,"P | P | P | P",128,22,0.124032,0,0.02203,0.016256,0.206348,0.162318
2,float,uniform,CPU,"P | P | P | P",128,23,0.028832,0,0.02217,0.017888,0.116449,0.06889
2,float,uniform,CPU,"P | P | P | P",128,24,0.030848,0,0.02275,0.018464,0.119858,0.072062
2,float,uniform,CPU,"P | P | P | P",128,25,0.029984,0,0.022508,0.016544,0.114619,0.069036
2,float,uniform,CPU,"P | P | P | P",128,26,0.029056,0,0.02222,0.0176,0.115089,0.068876
2,float,uniform,CPU,"P | P | P | P",128,27,0.02832,0,0.01906,0.01584,0.101848,0.06322
2,float,uniform,CPU,"P | P | P | P",128,28,0.026688,0,0.01888,0.015488,0.098508,0.061056
2,float,uniform,CPU,"P | P | P | P",128,29,0.030208,0,0.022301,0.016416,0.113279,0.068925
2,float,uniform,CPU,"P | P | P | P",128,30,0.029984,0,0.02258,0.022656,0.121178,0.07522
2,float,uniform,CPU,"P | P | P | P",128,31,0.029376,0,0.123739,0.016032,0.214818,0.169147
2,float,uniform,CPU,"P | P | P | P",128,32,0.030624,0,0.022319,0.016608,0.116799,0.069551
2,float,uniform,CPU,"P | P | P | P",128,33,0.031168,0,0.02216,0.016896,0.118519,0.070224
2,float,uniform,CPU,"P | P | P | P",128,34,0.029536,0,0.02212,0.01664,0.113608,0.068296
2,float,uniform,CPU,"P | P | P | P",128,35,0.030944,0,0.02268,0.01776,0.118089,0.071384
2,float,uniform,CPU,"P | P | P | P",128,36,0.030304,0,0.02193,0.018496,0.118798,0.07073
2,float,uniform,CPU,"P | P | P | P",128,37,0.036608,0,0.02217,0.018432,0.134218,0.07721
2,float,uniform,CPU,"P | P | P | P",128,38,0.13616,0,0.02236,0.018272,0.223397,0.176792
2,float,uniform,CPU,"P | P | P | P",128,39,0.030208,0,0.022129,0.016032,0.116179,0.068369
2,float,uniform,CPU,"P | P | P | P",128,40,0.031744,0,0.022509,0.01808,0.119299,0.072333
2,float,uniform,CPU,"P | P | P | P",128,41,0.03248,0,0.02219,0.0176,0.118629,0.07227
2,float,uniform,CPU,"P | P | P | P",128,42,0.029664,0,0.02227,0.017696,0.116958,0.06963
2,float,uniform,CPU,"P | P | P | P",128,43,0.0304,0,0.02257,0.017056,0.115988,0.070026
2,float,uniform,CPU,"P | P | P | P",128,44,0.030944,0,0.022629,0.016928,0.117109,0.070501
2,float,uniform,CPU,"P | P | P | P",128,45,0.036064,0,0.02233,0.016864,0.122668,0.075258
2,float,uniform,CPU,"P | P | P | P",128,46,0.029088,0,0.022,0.016384,0.113819,0.067472
2,float,uniform,CPU,"P | P | P | P",128,47,0.031648,0,0.02257,0.016544,0.116939,0.070762
2,float,uniform,CPU,"P | P | P | P",128,48,0.028704,0,0.022259,0.017248,0.114989,0.068211
2,float,uniform,CPU,"P | P | P | P",128,49,0.030656,0,0.0221,0.017952,0.117338,0.070708
2,float,uniform,CPU,"P | P | P | P",128,50,0.029024,0,0.02274,0.018656,0.117339,0.07042
2,float,uniform,CPU,"P | P | P | P",128,51,0.029664,0,0.02245,0.01696,0.116538,0.069074
2,float,uniform,CPU,"P | P | P | P",128,52,0.030304,0,0.022209,0.017856,0.114399,0.070369
2,float,uniform,CPU,"P | P | P | P",128,53,0.027392,0,0.0191,0.01792,0.101729,0.064412
2,float,uniform,CPU,"P | P | P | P",128,54,0.028992,0,0.022349,0.023552,0.120459,0.074893
2,float,uniform,CPU,"P | P | P | P",128,55,0.028992,0,0.0223,0.016864,0.114229,0.068156
2,float,uniform,CPU,"P | P | P | P",128,56,0.031392,0,0.02205,0.015904,0.113159,0.069346
2,float,uniform,CPU,"P | P | P | P",128,57,0.028896,0,0.02263,0.014496,0.111938,0.066022
2,float,uniform,CPU,"P | P | P | P",128,58,0.029824,0,0.02244,0.015744,0.114788,0.068008
2,float,uniform,CPU,"P | P | P | P",128,59,0.030752,0,0.02225,0.01568,0.113219,0.068682
2,float,uniform,CPU,"P | P | P | P",128,60,0.031488,0,0.02206,0.015264,0.114859,0.068812
2,float,uniform,CPU,"P | P | P | P",128,61,0.029152,0,0.02232,0.017504,0.115439,0.068976
2,float,uniform,CPU,"P | P | P | P",128,62,0.032736,0,0.0226,0.016384,0.120419,0.07172
2,float,uniform,CPU,"P | P | P | P",128,63,0.032512,0,0.021919,0.017056,0.119779,0.071487
2,float,uniform,CPU,"P | P | P | P",128,64,0.033088,0,0.02234,0.018848,0.125388,0.074276
2,float,uniform,CPU,"P | P | P | P",128,65,0.03184,0,0.02237,0.017344,0.119408,0.071554
2,float,uniform,CPU,"P | P | P | P",128,66,0.032576,0,0.02221,0.02112,0.119719,0.075906
2,float,uniform,CPU,"P | P | P | P",128,67,0.031552,0,0.02273,0.01584,0.116238,0.070122
2,float,uniform,CPU,"P | P | P | P",128,68,0.032,0,0.02228,0.017728,0.119038,0.072008
2,float,uniform,CPU,"P | P | P | P",128,69,0.030272,0,0.02216,0.017824,0.117859,0.070256
2,float,uniform,CPU,"P | P | P | P",128,70,0.030336,0,0.022599,0.015968,0.114919,0.068903
2,float,uniform,CPU,"P | P | P | P",128,71,0.02976,0,0.02267,0.016544,0.116409,0.068974
2,float,uniform,CPU,"P | P | P | P",128,72,0.02896,0,0.02207,0.01712,0.115838,0.06815
2,float,uniform,CPU,"P | P | P | P",128,73,0.030176,0,0.02244,0.01696,0.114039,0.069576
2,float,uniform,CPU,"P | P | P | P",128,74,0.03104,0,0.02196,0.017536,0.117919,0.070536
2,float,uniform,CPU,"P | P | P | P",192,0,0.048864,0,0.03403,0.030528,0.168498,0.113422
2,float,uniform,CPU,"P | P | P | P",192,1,0.041856,0,0.03213,0.018112,0.139349,0.092098
2,float,uniform,CPU,"P | P | P | P",192,2,0.042368,0,0.02411,0.018688,0.130429,0.085166
2,float,uniform,CPU,"P | P | P | P",192,3,0.041152,0,0.02999,0.018048,0.136799,0.08919
2,float,uniform,CPU,"P | P | P | P",192,4,0.04016,0,0.02348,0.01648,0.125919,0.08012
2,float,uniform,CPU,"P | P | P | P",192,5,0.040416,0,0.023469,0.016608,0.126729,0.080493
2,float,uniform,CPU,"P | P | P | P",192,6,0.039808,0,0.0239,0.017856,0.127919,0.081564
2,float,uniform,CPU,"P | P | P | P",192,7,0.03984,0,0.023929,0.018304,0.130098,0.082073
2,float,uniform,CPU,"P | P | P | P",192,8,0.038528,0,0.02073,0.016672,0.113439,0.07593
2,float,uniform,CPU,"P | P | P | P",192,9,0.04,0,0.02367,0.016576,0.125889,0.080246
2,float,uniform,CPU,"P | P | P | P",192,10,0.039648,0,0.023589,0.017248,0.127169,0.080485
2,float,uniform,CPU,"P | P | P | P",192,11,0.04448,0,0.023329,0.017472,0.136299,0.085281
2,float,uniform,CPU,"P | P | P | P",192,12,0.131648,0,0.024309,0.017216,0.218688,0.173173
2,float,uniform,CPU,"P | P | P | P",192,13,0.039552,0,0.024089,0.016512,0.126268,0.080153
2,float,uniform,CPU,"P | P | P | P",192,14,0.039552,0,0.02367,0.017408,0.126159,0.08063
2,float,uniform,CPU,"P | P | P | P",192,15,0.040608,0,0.02371,0.017184,0.127438,0.081502
2,float,uniform,CPU,"P | P | P | P",192,16,0.038848,0,0.023959,0.01584,0.124179,0.078647
2,float,uniform,CPU,"P | P | P | P",192,17,0.040096,0,0.0234,0.016896,0.125999,0.080392
2,float,uniform,CPU,"P | P | P | P",192,18,0.04016,0,0.02395,0.017568,0.127548,0.081678
2,float,uniform,CPU,"P | P | P | P",192,19,0.038912,0,0.02404,0.015104,0.130829,0.078056
2,float,uniform,CPU,"P | P | P | P",192,20,0.0368,0,0.0198,0.01744,0.111779,0.07404
2,float,uniform,CPU,"P | P | P | P",192,21,0.04176,0,0.023549,0.017472,0.127279,0.082781
2,float,uniform,CPU,"P | P | P | P",192,22,0.0408,0,0.0236,0.01776,0.130618,0.08216
2,float,uniform,CPU,"P | P | P | P",192,23,0.041056,0,0.024,0.016736,0.129649,0.081792
2,float,uniform,CPU,"P | P | P | P",192,24,0.041344,0,0.023819,0.016608,0.127579,0.081771
2,float,uniform,CPU,"P | P | P | P",192,25,0.088576,0,0.035899,0.039648,0.243218,0.164123
2,float,uniform,CPU,"P | P | P | P",192,26,0.042784,0,0.02359,0.01728,0.130018,0.083654
2,float,uniform,CPU,"P | P | P | P",192,27,0.041312,0,0.02413,0.016608,0.126798,0.08205
2,float,uniform,CPU,"P | P | P | P",192,28,0.041312,0,0.02372,0.018048,0.129748,0.08308
2,float,uniform,CPU,"P | P | P | P",192,29,0.040448,0,0.02363,0.015008,0.123658,0.079086
2,float,uniform,CPU,"P | P | P | P",192,30,0.03952,0,0.02359,0.017184,0.127458,0.080294
2,float,uniform,CPU,"P | P | P | P",192,31,0.03904,0,0.02365,0.016736,0.124948,0.079426
2,float,uniform,CPU,"P | P | P | P",192,32,0.040064,0,0.023609,0.017056,0.125489,0.080729
2,float,uniform,CPU,"P | P | P | P",192,33,0.039072,0,0.02022,0.018272,0.115299,0.077564
2,float,uniform,CPU,"P | P | P | P",192,34,0.04336,0,0.023839,0.017152,0.128639,0.084351
2,float,uniform,CPU,"P | P | P | P",192,35,0.04112,0,0.02398,0.017856,0.129298,0.082956
2,float,uniform,CPU,"P | P | P | P",192,36,0.039744,0,0.02338,0.016256,0.128049,0.07938
2,float,uniform,CPU,"P | P | P | P",192,37,0.045792,0,0.02335,0.016544,0.131798,0.085686
2,float,uniform,CPU,"P | P | P | P",192,38,0.04096,0,0.02363,0.015104,0.124309,0.079694
2,float,uniform,CPU,"P | P | P | P",192,39,0.040288,0,0.02417,0.017344,0.127869,0.081802
2,float,uniform,CPU,"P | P | P | P",192,40,0.039968,0,0.0237,0.017472,0.127128,0.08114
2,float,uniform,CPU,"P | P | P | P",192,41,0.041344,0,0.0236,0.017984,0.128388,0.082928
2,float,uniform,CPU,"P | P | P | P",192,42,0.039488,0,0.02376,0.01552,0.125408,0.078768
2,float,uniform,CPU,"P | P | P | P",192,43,0.040288,0,0.02324,0.016672,0.127649,0.0802
2,float,uniform,CPU,"P | P | P | P",192,44,0.039392,0,0.02411,0.016576,0.126619,0.080078
2,float,uniform,CPU,"P | P | P | P",192,45,0.042624,0,0.02444,0.018304,0.134898,0.085368
2,float,uniform,CPU,"P | P | P | P",192,46,0.041568,0,0.02366,0.021216,0.135049,0.086444
2,float,uniform,CPU,"P | P | P | P",192,47,0.042496,0,0.02349,0.016064,0.129059,0.08205
2,float,uniform,CPU,"P | P | P | P",192,48,0.041408,0,0.02386,0.01712,0.129479,0.082388
2,float,uniform,CPU,"P | P | P | P",192,49,0.041216,0,0.02351,0.017184,0.130379,0.08191
2,float,uniform,CPU,"P | P | P | P",192,50,0.042368,0,0.023609,0.016672,0.130069,0.082649
2,float,uniform,CPU,"P | P | P | P",192,51,0.040512,0,0.02408,0.016256,0.127719,0.080848
2,float,uniform,CPU,"P | P | P | P",192,52,0.040192,0,0.023589,0.018624,0.129189,0.082405
2,float,uniform,CPU,"P | P | P | P",192,53,0.038272,0,0.02099,0.018336,0.115039,0.077598
2,float,uniform,CPU,"P | P | P | P",192,54,0.041728,0,0.02369,0.018592,0.132968,0.08401
2,float,uniform,CPU,"P | P | P | P",192,55,0.0392,0,0.02427,0.017216,0.128578,0.080686
2,float,uniform,CPU,"P | P | P | P",192,56,0.041824,0,0.02379,0.018464,0.128788,0.084078
2,float,uniform,CPU,"P | P | P | P",192,57,0.03952,0,0.02372,0.015744,0.124919,0.078984
2,float,uniform,CPU,"P | P | P | P",192,58,0.040352,0,0.02355,0.017216,0.126908,0.081118
2,float,uniform,CPU,"P | P | P | P",192,59,0.040192,0,0.020929,0.018848,0.120019,0.079969
2,float,uniform,CPU,"P | P | P | P",192,60,0.042912,0,0.02421,0.017248,0.131428,0.08437
2,float,uniform,CPU,"P | P | P | P",192,61,0.041632,0,0.02372,0.01712,0.128159,0.082472
2,float,uniform,CPU,"P | P | P | P",192,62,0.039008,0,0.02413,0.017504,0.126899,0.080642
2,float,uniform,CPU,"P | P | P | P",192,63,0.045632,0,0.0234,0.016768,0.129829,0.0858
2,float,uniform,CPU,"P | P | P | P",192,64,0.040352,0,0.02378,0.01728,0.128758,0.081412
2,float,uniform,CPU,"P | P | P | P",192,65,0.03952,0,0.02337,0.017728,0.126559,0.080618
2,float,uniform,CPU,"P | P | P | P",192,66,0.040864,0,0.023799,0.017376,0.126469,0.082039
2,float,uniform,CPU,"P | P | P | P",192,67,0.040576,0,0.02393,0.01632,0.127269,0.080826
2,float,uniform,CPU,"P | P | P | P",192,68,0.038848,0,0.023781,0.019712,0.128259,0.082341
2,float,uniform,CPU,"P | P | P | P",192,69,0.04096,0,0.02371,0.016928,0.127678,0.081598
2,float,uniform,CPU,"P | P | P | P",192,70,0.040576,0,0.02361,0.017088,0.128878,0.081274
2,float,uniform,CPU,"P | P | P | P",192,71,0.041344,0,0.02362,0.017312,0.129309,0.082276
2,float,uniform,CPU,"P | P | P | P",192,72,0.042912,0,0.02394,0.018016,0.132398,0.084868
2,float,uniform,CPU,"P | P | P | P",192,73,0.042016,0,0.02355,0.0184,0.137768,0.083966
2,float,uniform,CPU,"P | P | P | P",192,74,0.040672,0,0.112559,0.01824,0.219088,0.171471
2,float,uniform,CPU,"P | P | P | P",256,0,0.061472,0,0.02747,0.027776,0.170508,0.116718
2,float,uniform,CPU,"P | P | P | P",256,1,0.056352,0,0.021679,0.019776,0.145999,0.097807
2,float,uniform,CPU,"P | P | P | P",256,2,0.05152,0,0.02055,0.017376,0.129219,0.089446
2,float,uniform,CPU,"P | P | P | P",256,3,0.053824,0,0.02584,0.017728,0.146848,0.097392
2,float,uniform,CPU,"P | P | P | P",256,4,0.054528,0,0.022349,0.019264,0.144318,0.096141
2,float,uniform,CPU,"P | P | P | P",256,5,0.05232,0,0.02186,0.016288,0.137298,0.090468
2,float,uniform,CPU,"P | P | P | P",256,6,0.053664,0,0.021859,0.01728,0.138638,0.092803
2,float,uniform,CPU,"P | P | P | P",256,7,0.053536,0,0.0215,0.015968,0.139858,0.091004
2,float,uniform,CPU,"P | P | P | P",256,8,0.053536,0,0.02239,0.018208,0.141008,0.094134
2,float,uniform,CPU,"P | P | P | P",256,9,0.170208,0,0.02208,0.019168,0.258497,0.211456
2,float,uniform,CPU,"P | P | P | P",256,10,0.05296,0,0.0215,0.016896,0.139868,0.091356
2,float,uniform,CPU,"P | P | P | P",256,11,0.052544,0,0.02227,0.01664,0.139209,0.091454
2,float,uniform,CPU,"P | P | P | P",256,12,0.052192,0,0.0229,0.016032,0.136499,0.091124
2,float,uniform,CPU,"P | P | P | P",256,13,0.05248,0,0.021309,0.01888,0.140578,0.092669
2,float,uniform,CPU,"P | P | P | P",256,14,0.051776,0,0.021529,0.019328,0.220688,0.092633
2,float,uniform,CPU,"P | P | P | P",256,15,0.054272,0,0.02167,0.019104,0.141388,0.095046
2,float,uniform,CPU,"P | P | P | P",256,16,0.051232,0,0.02168,0.017952,0.138419,0.090864
2,float,uniform,CPU,"P | P | P | P",256,17,0.050112,0,0.02151,0.016608,0.135878,0.08823
2,float,uniform,CPU,"P | P | P | P",256,18,0.052,0,0.021479,0.024192,0.144469,0.097671
2,float,uniform,CPU,"P | P | P | P",256,19,0.051616,0,0.02111,0.015936,0.134769,0.088662
2,float,uniform,CPU,"P | P | P | P",256,20,0.053536,0,0.02175,0.01776,0.138998,0.093046
2,float,uniform,CPU,"P | P | P | P",256,21,0.053632,0,0.02172,0.017728,0.138028,0.09308
2,float,uniform,CPU,"P | P | P | P",256,22,0.053312,0,0.02198,0.017344,0.137898,0.092636
2,float,uniform,CPU,"P | P | P | P",256,23,0.058624,0,0.02141,0.01616,0.142708,0.096194
2,float,uniform,CPU,"P | P | P | P",256,24,0.052224,0,0.02142,0.01792,0.140128,0.091564
2,float,uniform,CPU,"P | P | P | P",256,25,0.054496,0,0.02132,0.018464,0.140668,0.09428
2,float,uniform,CPU,"P | P | P | P",256,26,0.055712,0,0.022649,0.01856,0.144769,0.096921
2,float,uniform,CPU,"P | P | P | P",256,27,0.05168,0,0.019,0.018752,0.130168,0.089432
2,float,uniform,CPU,"P | P | P | P",256,28,0.060288,0,0.02131,0.016416,0.147238,0.098014
2,float,uniform,CPU,"P | P | P | P",256,29,0.052512,0,0.021679,0.017568,0.140758,0.091759
2,float,uniform,CPU,"P | P | P | P",256,30,0.0552,0,0.02164,0.018176,0.141418,0.095016
2,float,uniform,CPU,"P | P | P | P",256,31,0.052736,0,0.0223,0.01792,0.140528,0.092956
2,float,uniform,CPU,"P | P | P | P",256,32,0.05232,0,0.021259,0.017888,0.140399,0.091467
2,float,uniform,CPU,"P | P | P | P",256,33,0.053312,0,0.021199,0.017408,0.140579,0.091919
2,float,uniform,CPU,"P | P | P | P",256,34,0.059008,0,0.0224,0.01712,0.241137,0.098528
2,float,uniform,CPU,"P | P | P | P",256,35,0.051776,0,0.02229,0.018656,0.139978,0.092722
2,float,uniform,CPU,"P | P | P | P",256,36,0.052736,0,0.02186,0.0176,0.139608,0.092196
2,float,uniform,CPU,"P | P | P | P",256,37,0.05344,0,0.02218,0.017408,0.140478,0.093028
2,float,uniform,CPU,"P | P | P | P",256,38,0.052704,0,0.02196,0.016928,0.138368,0.091592
2,float,uniform,CPU,"P | P | P | P",256,39,0.049728,0,0.020969,0.018208,0.125769,0.088905
