dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,double,uniform,GPU,"Ns | Ns",64,0,181.327,0,0.048459,50.0818,231.556,231.458
1,double,uniform,GPU,"Ns | Ns",192,12,0.010784,0,0.04192,0.006688,0.095509,0.059392
1,double,uniform,GPU,"Ns | Ns",192,13,0.011872,0,0.042089,0.008,0.098509,0.061961
1,double,uniform,GPU,"Ns | Ns",192,14,0.009984,0,0.04214,0.006912,0.094069,0.059036
1,double,uniform,GPU,"Ns | Ns",192,15,0.011232,0,0.041908,0.008096,0.096459,0.061236
1,double,uniform,GPU,"Ns | Ns",192,16,0.01088,0,0.042088,0.006816,0.096429,0.059784
1,double,uniform,GPU,"Ns | Ns",192,17,0.012384,0,0.039089,0.008416,0.090869,0.059889
1,double,uniform,GPU,"Ns | Ns",192,18,0.009952,0,0.042109,0.006816,0.094749,0.058877
1,double,uniform,GPU,"Ns | Ns",192,19,0.015232,0,0.042309,0.006464,0.100109,0.064005
1,double,uniform,GPU,"Ns | Ns",192,20,0.009472,0,0.042049,0.00704,0.094509,0.058561
1,double,uniform,GPU,"Ns | Ns",192,21,0.011232,0,0.04198,0.006496,0.096999,0.059708
1,double,uniform,GPU,"Ns | Ns",192,22,0.01168,0,0.04263,0.006816,0.097059,0.061126
1,double,uniform,GPU,"Ns | Ns",192,23,0.013696,0,0.041789,0.00832,0.099589,0.063805
1,double,uniform,GPU,"Ns | Ns",192,24,0.012128,0,0.04194,0.005824,0.092869,0.059892
1,double,uniform,GPU,"Ns | Ns",192,25,0.009728,0,0.04302,0.008352,0.097089,0.0611
1,double,uniform,GPU,"Ns | Ns",192,26,0.010304,0,0.04207,0.005792,0.093099,0.058166
1,double,uniform,GPU,"Ns | Ns",192,27,0.01296,0,0.0422,0.007328,0.098969,0.062488
1,double,uniform,GPU,"Ns | Ns",192,28,0.010816,0,0.041909,0.0064,0.094939,0.059125
1,double,uniform,GPU,"Ns | Ns",192,29,0.102048,0,0.04176,0.007136,0.186558,0.150944
1,double,uniform,GPU,"Ns | Ns",192,30,0.013504,0,0.042179,0.008352,0.100849,0.064035
1,double,uniform,GPU,"Ns | Ns",192,31,0.009792,0,0.04178,0.009632,0.096518,0.061204
1,double,uniform,GPU,"Ns | Ns",192,32,0.011872,0,0.041929,0.008032,0.097559,0.061833
1,double,uniform,GPU,"Ns | Ns",192,33,0.01248,0,0.041939,0.008736,0.099979,0.063155
1,double,uniform,GPU,"Ns | Ns",192,34,0.011648,0,0.04222,0.006976,0.096068,0.060844
1,double,uniform,GPU,"Ns | Ns",192,35,0.010368,0,0.04237,0.007648,0.095459,0.060386
1,double,uniform,GPU,"Ns | Ns",192,36,0.010016,0,0.042109,0.007072,0.097029,0.059197
1,double,uniform,GPU,"Ns | Ns",192,37,0.010624,0,0.038719,0.009536,0.087169,0.058879
1,double,uniform,GPU,"Ns | Ns",192,38,0.011264,0,0.041759,0.007712,0.095589,0.060735
1,double,uniform,GPU,"Ns | Ns",192,39,0.01232,0,0.041689,0.006944,0.097599,0.060953
1,double,uniform,GPU,"Ns | Ns",192,40,0.011328,0,0.04185,0.009984,0.098808,0.063162
1,double,uniform,GPU,"Ns | Ns",192,41,0.013184,0,0.041979,0.007648,0.098509,0.062811
1,double,uniform,GPU,"Ns | Ns",192,42,0.012992,0,0.04239,0.007488,0.097889,0.06287
1,double,uniform,GPU,"Ns | Ns",192,43,0.00992,0,0.04222,0.007712,0.09601,0.059852
1,double,uniform,GPU,"Ns | Ns",192,44,0.011552,0,0.04178,0.006976,0.101129,0.060308
1,double,uniform,GPU,"Ns | Ns",192,45,0.013088,0,0.04215,0.008608,0.099879,0.063846
1,double,uniform,GPU,"Ns | Ns",192,46,0.012992,0,0.042689,0.007008,0.098799,0.062689
1,double,uniform,GPU,"Ns | Ns",192,47,0.011584,0,0.04219,0.008288,0.099029,0.062062
1,double,uniform,GPU,"Ns | Ns",192,48,0.011904,0,0.041829,0.006368,0.095269,0.060101
1,double,uniform,GPU,"Ns | Ns",192,49,0.010528,0,0.03867,0.00976,0.087179,0.058958
1,double,uniform,GPU,"Ns | Ns",192,50,0.011424,0,0.041989,0.007104,0.096009,0.060517
1,double,uniform,GPU,"Ns | Ns",192,51,0.017568,0,0.04165,0.006336,0.099939,0.065554
1,double,uniform,GPU,"Ns | Ns",192,52,0.011744,0,0.043189,0.007712,0.189038,0.062645
1,double,uniform,GPU,"Ns | Ns",192,53,0.01072,0,0.042329,0.007584,0.095699,0.060633
1,double,uniform,GPU,"Ns | Ns",192,54,0.012672,0,0.042129,0.007584,0.098509,0.062385
1,double,uniform,GPU,"Ns | Ns",192,55,0.012096,0,0.042099,0.008352,0.098019,0.062547
1,double,uniform,GPU,"Ns | Ns",192,56,0.013728,0,0.038489,0.009344,0.093479,0.061561
1,double,uniform,GPU,"Ns | Ns",192,57,0.010752,0,0.041839,0.008128,0.096449,0.060719
1,double,uniform,GPU,"Ns | Ns",192,58,0.010112,0,0.04189,0.008832,0.095249,0.060834
1,double,uniform,GPU,"Ns | Ns",192,59,0.012032,0,0.042039,0.008,0.097879,0.062071
1,double,uniform,GPU,"Ns | Ns",192,60,0.011488,0,0.041899,0.00816,0.098459,0.061547
1,double,uniform,GPU,"Ns | Ns",192,61,0.010176,0,0.251637,0.007968,0.303496,0.269781
1,double,uniform,GPU,"Ns | Ns",192,62,0.012,0,0.042299,0.00768,0.096479,0.061979
1,double,uniform,GPU,"Ns | Ns",192,63,0.010848,0,0.042169,0.007584,0.096179,0.060601
1,double,uniform,GPU,"Ns | Ns",192,64,0.01056,0,0.041729,0.008032,0.095029,0.060321
1,double,uniform,GPU,"Ns | Ns",192,65,0.011936,0,0.04164,0.007264,0.096248,0.06084
1,double,uniform,GPU,"Ns | Ns",192,66,0.01024,0,0.041819,0.006624,0.093769,0.058683
1,double,uniform,GPU,"Ns | Ns",192,67,0.010656,0,0.04176,0.006144,0.098059,0.05856
1,double,uniform,GPU,"Ns | Ns",192,68,0.012064,0,0.128579,0.008064,0.184688,0.148707
1,double,uniform,GPU,"Ns | Ns",192,69,0.00992,0,0.04243,0.007744,0.095759,0.060094
1,double,uniform,GPU,"Ns | Ns",192,70,0.033504,0,0.04878,0.011168,0.140918,0.093452
1,double,uniform,GPU,"Ns | Ns",192,71,0.012256,0,0.0424,0.008128,0.099899,0.062784
1,double,uniform,GPU,"Ns | Ns",192,72,0.01232,0,0.041979,0.006592,0.095139,0.060891
1,double,uniform,GPU,"Ns | Ns",192,73,0.010496,0,0.04195,0.007168,0.093679,0.059614
1,double,uniform,GPU,"Ns | Ns",192,74,0.010656,0,0.042409,0.006976,0.094739,0.060041
1,double,uniform,GPU,"Ns | Ns",256,0,0.023168,0,0.03964,0.011808,0.116009,0.074616
1,double,uniform,GPU,"Ns | Ns",256,1,0.011296,0,0.035259,0.0064,0.088429,0.052955
1,double,uniform,GPU,"Ns | Ns",256,2,0.010336,0,0.03476,0.00832,0.088529,0.053416
1,double,uniform,GPU,"Ns | Ns",256,3,0.011168,0,0.035019,0.007872,0.088689,0.054059
1,double,uniform,GPU,"Ns | Ns",256,4,0.01248,0,0.03526,0.00752,0.090939,0.05526
1,double,uniform,GPU,"Ns | Ns",256,5,0.00944,0,0.03481,0.00848,0.08804,0.05273
1,double,uniform,GPU,"Ns | Ns",256,6,0.010624,0,0.03479,0.007616,0.08897,0.05303
1,double,uniform,GPU,"Ns | Ns",256,7,0.010144,0,0.03505,0.008032,0.093329,0.053226
1,double,uniform,GPU,"Ns | Ns",256,8,0.011488,0,0.035659,0.006368,0.089299,0.053515
1,double,uniform,GPU,"Ns | Ns",256,9,0.014176,0,0.03503,0.008096,0.092239,0.057302
1,double,uniform,GPU,"Ns | Ns",256,10,0.012576,0,0.03559,0.007808,0.092239,0.055974
1,double,uniform,GPU,"Ns | Ns",256,11,0.010336,0,0.03492,0.006656,0.087459,0.051912
1,double,uniform,GPU,"Ns | Ns",256,12,0.011616,0,0.03507,0.0072,0.088799,0.053886
1,double,uniform,GPU,"Ns | Ns",256,13,0.010784,0,0.035289,0.00736,0.088009,0.053433
1,double,uniform,GPU,"Ns | Ns",256,14,0.01136,0,0.03468,0.007296,0.087709,0.053336
1,double,uniform,GPU,"Ns | Ns",256,15,0.012608,0,0.034649,0.008128,0.091929,0.055385
1,double,uniform,GPU,"Ns | Ns",256,16,0.010784,0,0.035169,0.007584,0.088979,0.053537
1,double,uniform,GPU,"Ns | Ns",256,17,0.011488,0,0.034799,0.008512,0.090159,0.054799
1,double,uniform,GPU,"Ns | Ns",256,18,0.010336,0,0.03471,0.007904,0.089309,0.05295
1,double,uniform,GPU,"Ns | Ns",256,19,0.013408,0,0.0356,0.007648,0.091879,0.056656
1,double,uniform,GPU,"Ns | Ns",256,20,0.012928,0,0.03517,0.007744,0.092389,0.055842
1,double,uniform,GPU,"Ns | Ns",256,21,0.010784,0,0.03503,0.007264,0.088768,0.053078
1,double,uniform,GPU,"Ns | Ns",256,22,0.010816,0,0.03509,0.007584,0.087989,0.05349
1,double,uniform,GPU,"Ns | Ns",256,23,0.012192,0,0.03483,0.008896,0.089579,0.055918
1,double,uniform,GPU,"Ns | Ns",256,24,0.01088,0,0.03469,0.007648,0.089689,0.053218
1,double,uniform,GPU,"Ns | Ns",256,25,0.009472,0,0.03467,0.006528,0.084369,0.05067
1,double,uniform,GPU,"Ns | Ns",256,26,0.011488,0,0.034789,0.007424,0.088399,0.053701
1,double,uniform,GPU,"Ns | Ns",256,27,0.010624,0,0.03511,0.008064,0.08851,0.053798
1,double,uniform,GPU,"Ns | Ns",256,28,0.010592,0,0.03502,0.007808,0.08875,0.05342
1,double,uniform,GPU,"Ns | Ns",256,29,0.010944,0,0.034899,0.008128,0.089959,0.053971
1,double,uniform,GPU,"Ns | Ns",256,30,0.010496,0,0.0312,0.009856,0.079409,0.051552
1,double,uniform,GPU,"Ns | Ns",256,31,0.01392,0,0.03537,0.007744,0.099369,0.057034
1,double,uniform,GPU,"Ns | Ns",256,32,0.013184,0,0.03479,0.006912,0.090469,0.054886
1,double,uniform,GPU,"Ns | Ns",256,33,0.010432,0,0.03501,0.008224,0.090849,0.053666
1,double,uniform,GPU,"Ns | Ns",256,34,0.010048,0,0.03551,0.007488,0.088039,0.053046
1,double,uniform,GPU,"Ns | Ns",256,35,0.012352,0,0.034909,0.008096,0.090089,0.055357
1,double,uniform,GPU,"Ns | Ns",256,36,0.013344,0,0.035109,0.007712,0.091539,0.056165
1,double,uniform,GPU,"Ns | Ns",256,37,0.010976,0,0.03603,0.007648,0.09021,0.054654
1,double,uniform,GPU,"Ns | Ns",256,38,0.0112,0,0.03481,0.008224,0.174378,0.054234
1,double,uniform,GPU,"Ns | Ns",256,39,0.009792,0,0.03544,0.007968,0.089349,0.0532
