dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",64,0,0.1928,0.00319,0.110469,217.944,218.369,218.251
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",64,62,0.14672,0.00149,0.04532,0.01408,0.258807,0.20761
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",64,63,0.141824,0.00145,0.04554,0.013632,0.253217,0.202446
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",64,64,0.146624,0.00154,0.045499,0.014144,0.258427,0.207807
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",64,65,0.143488,0.00145,0.121649,0.01376,0.329616,0.280347
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",64,66,0.145888,0.001431,0.045779,0.012896,0.254417,0.205994
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",64,67,0.143264,0.001509,0.040389,0.01616,0.244157,0.201322
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",64,68,0.152416,0.001601,0.046748,0.014208,0.266207,0.214973
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",64,69,0.148512,0.001441,0.044979,0.012064,0.257647,0.206996
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",64,70,0.142304,0.001559,0.044729,0.014336,0.253567,0.202928
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",64,71,0.143264,0.001551,0.04547,0.015648,0.257687,0.205933
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",64,72,0.143776,0.0015,0.04846,0.015008,0.259597,0.208744
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",64,73,0.140736,0.001431,0.03866,0.016512,0.238938,0.197339
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",64,74,0.143456,0.00142,0.045599,0.013984,0.253627,0.204459
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,0,0.800352,0.00184,0.089139,0.036768,0.981799,0.928099
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,1,0.794752,0.001631,0.083069,0.0336,0.96666,0.913052
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,2,0.7808,0.00152,0.080109,0.03008,0.944809,0.892509
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,3,0.784768,0.00146,0.07998,0.032224,0.949279,0.898432
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,4,0.769664,0.0017,0.128508,0.029312,0.973049,0.929184
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,5,0.794112,0.00156,0.080859,0.029056,0.95953,0.905587
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,6,0.78,0.001549,0.081628,0.02992,0.95241,0.893097
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,7,0.780384,0.001691,0.088119,0.030112,0.951099,0.900306
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,8,0.772352,0.00173,0.07958,0.030144,0.937539,0.883806
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,9,0.936256,0.001461,0.081238,0.030016,1.10212,1.04897
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,10,0.779616,0.00151,0.0793,0.028224,0.941189,0.88865
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,11,0.786464,0.00142,0.079289,0.028128,0.94673,0.895301
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,12,0.781024,0.001479,0.080598,0.029632,0.94426,0.892733
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,13,0.77632,0.00161,0.081668,0.027776,0.94014,0.887374
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,14,0.792,0.00144,0.0796,0.026944,0.9522,0.899984
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,15,0.835328,0.00139,0.079819,0.029408,0.996119,0.945945
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,16,0.889856,0.00147,0.079149,0.027712,1.04971,0.998187
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,17,0.778752,0.00153,0.080828,0.031456,0.947539,0.892566
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,18,0.790976,0.001469,0.079328,0.031296,0.9545,0.903069
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,19,0.783296,0.00149,0.078609,0.027104,0.94222,0.890499
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,20,0.934688,0.00146,0.080299,0.028928,1.09684,1.04538
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,21,0.785408,0.00175,0.07879,0.03008,0.945849,0.896028
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,22,0.783392,0.001481,0.079899,0.031552,0.948669,0.896324
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,23,0.791456,0.00152,0.08201,0.03184,0.962029,0.906826
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,24,0.785184,0.00172,0.07928,0.029152,0.94694,0.895336
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,25,0.876256,0.00158,0.078758,0.028192,1.0364,0.984786
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,26,0.802368,0.00252,0.08333,0.031904,0.974939,0.920122
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,27,0.775456,0.00159,0.085929,0.038016,0.958369,0.900991
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,28,0.77312,0.0015,0.088129,0.031808,0.94738,0.894557
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,29,0.780256,0.0015,0.079209,0.031104,0.94197,0.892069
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,30,0.779904,0.00151,0.080029,0.029952,0.942379,0.891395
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,31,0.841504,0.00153,0.080339,0.0304,1.00766,0.953773
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,32,0.778304,0.00151,0.079418,0.030016,0.939079,0.889248
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,33,0.84064,0.00147,0.072299,0.034304,0.994209,0.948713
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,34,0.790848,0.00166,0.078489,0.030176,0.952449,0.901173
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,35,0.783872,0.001601,0.079279,0.033536,0.94934,0.898288
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,36,0.787072,0.00147,0.081008,0.027744,0.951769,0.897294
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,37,0.777952,0.00149,0.073478,0.030976,0.92652,0.883896
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,38,0.78512,0.001749,0.079819,0.027904,0.948549,0.894592
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,39,0.869056,0.00157,0.081479,0.030432,1.03791,0.982537
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,40,0.778336,0.00176,0.221127,0.031072,1.08455,1.0323
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,41,0.775904,0.001501,0.079809,0.030304,0.93829,0.887518
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,42,0.787104,0.0015,0.07967,0.030336,0.951689,0.89861
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,43,0.79872,0.00206,0.107368,0.041728,1.02647,0.949876
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,44,0.781024,0.001479,0.080169,0.028544,0.9434,0.891216
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,45,0.767456,0.001519,0.07413,0.031328,0.916219,0.874433
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,46,0.77952,0.001541,0.079578,0.031584,0.94261,0.892223
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,47,0.774464,0.0015,0.079609,0.033248,0.938639,0.888821
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,48,0.827552,0.00149,0.07878,0.0296,0.989869,0.937422
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,49,0.845952,0.00145,0.072609,0.033376,0.996889,0.953387
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,50,0.845312,0.001489,0.079258,0.02944,1.00819,0.955499
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,51,0.849056,0.00176,0.079789,0.027104,1.00858,0.957709
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,52,0.786592,0.00147,0.07925,0.027936,0.945449,0.895248
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,53,0.777216,0.00156,0.079549,0.031424,0.9408,0.889749
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,54,0.780896,0.00153,0.079659,0.02816,0.941369,0.890245
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,55,0.779488,0.00173,0.08707,0.029408,0.953119,0.897696
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,56,0.775648,0.00162,0.08486,0.029888,0.944629,0.892016
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,57,0.771616,0.00141,0.07252,0.030752,0.921099,0.876298
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,58,0.779968,0.00164,0.078799,0.0312,0.9425,0.891607
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,59,0.796256,0.00144,0.079828,0.027808,0.95733,0.905332
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,60,0.773408,0.00158,0.081858,0.031872,0.93974,0.888718
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,61,0.835904,0.00148,0.07972,0.028416,0.997089,0.94552
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,62,0.779968,0.001449,0.080279,0.030688,0.94456,0.892384
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,63,0.778784,0.00153,0.07918,0.030656,0.941729,0.89015
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,64,0.775968,0.0015,0.08018,0.031232,0.93952,0.88888
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,65,0.782144,0.00151,0.078798,0.029088,0.94499,0.89154
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,66,0.775296,0.00146,0.079159,0.030752,0.936829,0.886667
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,67,0.780864,0.001499,0.079389,0.031712,0.94442,0.893464
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,68,0.781792,0.001719,0.079369,0.027456,0.94182,0.890336
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,69,0.77744,0.00146,0.08012,0.032928,0.94285,0.891948
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,70,0.79264,0.001489,0.081628,0.026976,0.956579,0.902733
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,71,0.785248,0.001629,0.079068,0.030176,0.94714,0.896121
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,72,0.783296,0.00156,0.079399,0.027296,0.944389,0.891551
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,73,0.781632,0.00166,0.081318,0.029568,0.946079,0.894178
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",128,74,0.895936,0.00151,0.078889,0.031296,1.0584,1.00763
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,0,2.67014,0.00224,0.172608,0.083712,3.00619,2.9287
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,1,2.55907,0.001741,0.160568,0.078336,2.85592,2.79972
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,2,2.54275,0.00155,0.159957,0.074752,2.83689,2.77901
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,3,2.56096,0.0015,0.15889,0.078944,2.85624,2.80029
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,4,2.58502,0.001689,0.158129,0.075392,2.87648,2.82023
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,5,2.55901,0.00168,0.159888,0.075776,2.85459,2.79635
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,6,2.5608,0.00183,0.160609,0.07648,2.86265,2.79972
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,7,2.51904,0.001589,0.154248,0.077376,2.80531,2.75225
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,8,2.5455,0.00148,0.157718,0.07536,2.83437,2.78006
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,9,2.54205,0.00173,0.164448,0.076672,2.84151,2.7849
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,10,2.58352,0.00165,0.161357,0.073856,2.87831,2.82038
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,11,2.58986,0.00201,0.159458,0.075936,2.89096,2.82726
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,12,2.56915,0.00174,0.161037,0.07248,2.86235,2.80441
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,13,2.54512,0.00154,0.158409,0.074912,2.8339,2.77998
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,14,2.55846,0.00157,0.160848,0.078304,2.85724,2.79919
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,15,2.53974,0.00159,0.161399,0.07408,2.8344,2.77681
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,16,2.54733,0.00212,0.160269,0.083744,2.85302,2.79346
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,17,2.56912,0.00149,0.158879,0.074592,2.86154,2.80408
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,18,2.54854,0.00152,0.160309,0.07408,2.84675,2.78445
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,19,2.53984,0.00158,0.159128,0.07488,2.83266,2.77543
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,20,2.61203,0.001788,0.158258,0.076192,2.90285,2.84827
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,21,2.59725,0.00176,0.160428,0.078272,2.89683,2.83771
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,22,2.57645,0.00173,0.159928,0.075008,2.87129,2.81311
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,23,2.5537,0.00172,0.160749,0.07312,2.84593,2.78929
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,24,2.69683,0.00202,0.174538,0.08544,3.03895,2.95883
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,25,2.56867,0.00169,0.161208,0.077824,2.86475,2.80939
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,26,2.5736,0.00149,0.155118,0.076672,2.861,2.80688
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,27,2.57578,0.002031,0.160217,0.075296,2.87648,2.81332
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,28,2.58749,0.0016,0.160318,0.075328,2.88249,2.82473
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,29,2.58675,0.00164,0.157369,0.075424,2.8766,2.82118
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,30,2.56224,0.00159,0.156438,0.07936,2.85297,2.79963
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,31,2.56883,0.00165,0.162188,0.077024,2.86797,2.80969
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,32,2.66502,0.00193,0.160569,0.07584,2.96327,2.90336
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,33,2.5952,0.001669,0.160318,0.07248,2.88767,2.82967
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,34,2.55213,0.00173,0.160128,0.074624,2.84401,2.78861
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,35,2.57357,0.00158,0.158398,0.076256,2.86564,2.8098
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,36,2.58218,0.00157,0.159029,0.075904,2.87594,2.81868
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,37,2.5919,0.00192,0.162837,0.074272,2.90693,2.83093
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,38,2.62557,0.0015,0.160219,0.073216,2.91981,2.8605
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,39,2.57117,0.001491,0.164278,0.07424,2.86727,2.81118
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,40,2.56762,0.001619,0.158307,0.077824,2.86001,2.80537
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,41,2.55542,0.00172,0.15871,0.076704,2.87662,2.79256
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,42,2.5895,0.00188,0.160698,0.074048,2.8913,2.82613
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,43,2.57907,0.00205,0.162288,0.074048,2.88,2.81746
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,44,2.56406,0.00169,0.161668,0.075232,2.85951,2.80265
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,45,2.57965,0.00147,0.159048,0.078528,2.87365,2.81869
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,46,2.56944,0.001749,0.151189,0.079328,2.85171,2.80171
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,47,2.64717,0.00203,0.179998,0.08416,2.99415,2.91336
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,48,2.58467,0.00204,0.162468,0.07632,2.88699,2.8255
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,49,2.65827,0.0021,0.174868,0.082336,2.9966,2.91758
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,50,2.60979,0.00218,0.170078,0.079552,2.93566,2.8616
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,51,2.56032,0.00192,0.160118,0.07888,2.85815,2.80124
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,52,2.56979,0.00196,0.159398,0.077408,2.86593,2.80856
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,53,2.58253,0.00212,0.161159,0.076032,2.88064,2.82184
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",192,54,2.56269,0.001548,0.161059,0.075392,2.85873,2.80069
