dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,0,183.122,0,0.07208,51.509,234.812,234.703
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,23,0.034816,0,0.05563,0.008768,0.137889,0.099214
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,24,0.03952,0,0.05503,0.00944,0.143489,0.10399
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,25,0.045376,0,0.055179,0.007936,0.150249,0.108491
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,26,0.037568,0,0.05564,0.007488,0.141899,0.100696
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,27,0.036544,0,0.054638,0.008928,0.138689,0.10011
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,28,0.035456,0,0.054929,0.009184,0.138899,0.099569
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,29,0.03488,0,0.055199,0.009536,0.139129,0.099615
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,30,0.035232,0,0.054688,0.007392,0.137899,0.097312
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,31,0.03552,0,0.05552,0.00784,0.140879,0.09888
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,32,0.034048,0,0.05497,0.008704,0.137769,0.097722
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,33,0.039584,0,0.054969,0.008384,0.143609,0.102937
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,34,0.036608,0,0.05459,0.007808,0.137489,0.099006
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,35,0.036064,0,0.05534,0.00912,0.140668,0.100524
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,36,0.036416,0,0.055169,0.009024,0.140839,0.100609
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,37,0.033792,0,0.055929,0.006752,0.138899,0.096473
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,38,0.03504,0,0.05441,0.009248,0.139009,0.098698
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,39,0.037632,0,0.05516,0.007616,0.140978,0.100408
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,40,0.03536,0,0.055229,0.008672,0.138559,0.099261
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,41,0.035616,0,0.054849,0.008032,0.137039,0.098497
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,42,0.03664,0,0.05484,0.00784,0.136339,0.09932
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,43,0.038912,0,0.056138,0.00896,0.144689,0.10401
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,44,0.037216,0,0.054969,0.008736,0.141029,0.100921
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,45,0.035648,0,0.05518,0.0088,0.139809,0.099628
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,46,0.035872,0,0.055409,0.008704,0.140779,0.099985
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,47,0.037408,0,0.0551,0.008512,0.140318,0.10102
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,48,0.034432,0,0.055149,0.005632,0.138078,0.095213
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,49,0.034144,0,0.055139,0.009536,0.138159,0.098819
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,50,0.038656,0,0.150929,0.00784,0.240258,0.197425
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,51,0.035584,0,0.055139,0.008192,0.136419,0.098915
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,52,0.0352,0,0.05296,0.010496,0.132449,0.098656
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,53,0.037184,0,0.054798,0.008,0.137369,0.099982
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,54,0.03728,0,0.054889,0.008736,0.140349,0.100905
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,55,0.034304,0,0.056869,0.00784,0.139089,0.099013
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,56,0.03264,0,0.05479,0.008128,0.135079,0.095558
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,57,0.035648,0,0.0547,0.008672,0.139519,0.09902
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,58,0.035776,0,0.054579,0.008256,0.138568,0.098611
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,59,0.030784,0,0.05142,0.009408,0.124309,0.091612
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,60,0.038816,0,0.054679,0.008768,0.144059,0.102263
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,61,0.03488,0,0.05475,0.009056,0.138049,0.098686
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,62,0.034336,0,0.056059,0.008416,0.140239,0.098811
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,63,0.034112,0,0.05482,0.008,0.137189,0.096932
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,64,0.03344,0,0.054619,0.008832,0.137829,0.096891
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,65,0.035744,0,0.05453,0.00848,0.138169,0.098754
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,66,0.0408,0,0.05493,0.008512,0.144509,0.104242
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,67,0.034016,0,0.055039,0.008608,0.136649,0.097663
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,68,0.035104,0,0.05472,0.00688,0.135628,0.096704
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,69,0.033472,0,0.054749,0.00816,0.137058,0.096381
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,70,0.032576,0,0.054429,0.008256,0.134019,0.095261
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,71,0.036256,0,0.054619,0.009184,0.139529,0.100059
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,72,0.035264,0,0.055308,0.008544,0.138399,0.099116
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,73,0.034752,0,0.054499,0.009312,0.138159,0.098563
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",64,74,0.034496,0,0.05535,0.007776,0.135878,0.097622
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,0,0.078592,0,0.06506,0.01104,0.203228,0.154692
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,1,0.047488,0,0.06117,0.007008,0.159508,0.115666
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,2,0.047264,0,0.06059,0.009184,0.160719,0.117038
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,3,0.043168,0,0.060659,0.007776,0.156229,0.111603
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,4,0.045792,0,0.060499,0.008,0.164219,0.114291
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,5,0.048576,0,0.061879,0.009376,0.381767,0.119831
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,6,0.047424,0,0.06051,0.00928,0.161609,0.117214
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,7,0.043744,0,0.06002,0.00784,0.153679,0.111604
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,8,0.04512,0,0.06015,0.008192,0.157468,0.113462
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,9,0.049856,0,0.059889,0.009888,0.162709,0.119633
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,10,0.046336,0,0.059959,0.007488,0.158029,0.113783
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,11,0.045312,0,0.059889,0.007616,0.155269,0.112817
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,12,0.0464,0,0.06072,0.007584,0.159049,0.114704
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,13,0.04624,0,0.060729,0.006656,0.163939,0.113625
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,14,0.04512,0,0.06,0.00848,0.158249,0.1136
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,15,0.042784,0,0.060469,0.009408,0.156879,0.112661
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,16,0.046432,0,0.060379,0.008736,0.161768,0.115547
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,17,0.04464,0,0.05976,0.008864,0.153388,0.113264
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,18,0.047776,0,0.06517,0.009664,0.166928,0.12261
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,19,0.045408,0,0.06052,0.00784,0.155078,0.113768
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,20,0.045728,0,0.06003,0.008768,0.158529,0.114526
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,21,0.044832,0,0.06021,0.008224,0.257438,0.113266
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,22,0.04192,0,0.056469,0.00928,0.142419,0.107669
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,23,0.04464,0,0.06049,0.009248,0.155858,0.114378
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,24,0.045568,0,0.059999,0.00768,0.156659,0.113247
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,25,0.04272,0,0.059999,0.007904,0.153099,0.110623
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,26,0.048256,0,0.060309,0.007616,0.162338,0.116181
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,27,0.043904,0,0.060049,0.009664,0.156289,0.113617
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,28,0.046016,0,0.06096,0.007776,0.162158,0.114752
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,29,0.039712,0,0.0603,0.009344,0.152859,0.109356
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,30,0.044064,0,0.06007,0.009568,0.155258,0.113702
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,31,0.046752,0,0.06019,0.0096,0.161269,0.116542
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,32,0.048352,0,0.060229,0.009184,0.158129,0.117765
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,33,0.045568,0,0.060339,0.008256,0.158749,0.114163
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,34,0.044192,0,0.060269,0.007232,0.155009,0.111693
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,35,0.044256,0,0.060329,0.007776,0.154339,0.112361
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,36,0.045504,0,0.05987,0.01328,0.162629,0.118654
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,37,0.045312,0,0.06008,0.008128,0.158418,0.11352
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,38,0.046112,0,0.06082,0.009152,0.160198,0.116084
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,39,0.043488,0,0.060489,0.007712,0.156269,0.111689
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,40,0.0464,0,0.060299,0.007808,0.157689,0.114507
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,41,0.0424,0,0.0568,0.0104,0.144139,0.1096
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,42,0.04752,0,0.060109,0.009056,0.159608,0.116685
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,43,0.048064,0,0.060389,0.009472,0.161589,0.117925
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,44,0.046304,0,0.060709,0.007328,0.159619,0.114341
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,45,0.047872,0,0.060569,0.007456,0.158999,0.115897
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,46,0.044864,0,0.060039,0.0088,0.156608,0.113703
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,47,0.043232,0,0.06064,0.007872,0.155868,0.111744
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,48,0.044672,0,0.060029,0.008576,0.156599,0.113277
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,49,0.043264,0,0.060449,0.008096,0.156459,0.111809
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,50,0.049664,0,0.060409,0.006528,0.158379,0.116601
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,51,0.045888,0,0.06038,0.009344,0.159408,0.115612
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,52,0.045664,0,0.060519,0.008864,0.159279,0.115047
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,53,0.045152,0,0.06039,0.009056,0.157118,0.114598
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,54,0.047008,0,0.06089,0.008352,0.160509,0.11625
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,55,0.043968,0,0.060659,0.007648,0.160368,0.112275
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,56,0.047168,0,0.060009,0.008128,0.161849,0.115305
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,57,0.048672,0,0.060008,0.00816,0.156969,0.11684
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,58,0.044768,0,0.06001,0.009376,0.157558,0.114154
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,59,0.045152,0,0.059909,0.007552,0.156939,0.112613
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,60,0.043168,0,0.060299,0.008128,0.155289,0.111595
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,61,0.044544,0,0.06003,0.008032,0.157308,0.112606
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,62,0.047648,0,0.060048,0.009632,0.160409,0.117328
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,63,0.04512,0,0.06002,0.007808,0.156488,0.112948
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,64,0.0424,0,0.154788,0.006432,0.249238,0.20362
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,65,0.043456,0,0.060479,0.007296,0.157079,0.111231
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,66,0.045248,0,0.059989,0.008704,0.156879,0.113941
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,67,0.043552,0,0.060279,0.00848,0.155429,0.112311
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,68,0.046944,0,0.059659,0.007936,0.158319,0.114539
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,69,0.046368,0,0.150418,0.00784,0.248668,0.204626
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,70,0.044608,0,0.060449,0.009376,0.158468,0.114433
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,71,0.049216,0,0.06022,0.009248,0.158019,0.118684
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,72,0.041632,0,0.05664,0.00944,0.142588,0.107712
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,73,0.05056,0,0.060269,0.0088,0.158129,0.119629
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",128,74,0.046528,0,0.060109,0.00768,0.156128,0.114317
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,0,0.094176,0,0.08754,0.012064,0.240728,0.19378
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,1,0.065376,0,0.083249,0.008896,0.201529,0.157521
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,2,0.059712,0,0.082909,0.00688,0.194668,0.149501
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,3,0.060928,0,0.083629,0.007296,0.197368,0.151853
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,4,0.058816,0,0.083479,0.006752,0.195568,0.149047
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,5,0.059776,0,0.082859,0.00784,0.195719,0.150475
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,6,0.059136,0,0.081329,0.009312,0.186988,0.149777
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,7,0.063008,0,0.08339,0.008896,0.200448,0.155294
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,8,0.061056,0,0.082969,0.008384,0.195418,0.152409
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,9,0.151968,0,0.083229,0.00896,0.289338,0.244157
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,10,0.063136,0,0.083239,0.007424,0.198979,0.153799
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,11,0.0616,0,0.083369,0.007616,0.197128,0.152585
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,12,0.06144,0,0.083339,0.008256,0.196318,0.153035
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,13,0.059584,0,0.081359,0.008608,0.189129,0.149551
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,14,0.059712,0,0.083259,0.007712,0.194138,0.150683
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,15,0.060416,0,0.083549,0.007488,0.196888,0.151453
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,16,0.062848,0,0.087739,0.008768,0.205198,0.159355
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,17,0.062208,0,0.083299,0.007392,0.199388,0.152899
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,18,0.058976,0,0.083549,0.007584,0.193849,0.150109
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,19,0.058208,0,0.079409,0.010368,0.185178,0.147985
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,20,0.060192,0,0.08398,0.007168,0.196648,0.15134
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,21,0.062688,0,0.083139,0.007936,0.199218,0.153763
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,22,0.063424,0,0.083129,0.007904,0.200178,0.154457
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,23,0.064096,0,0.083669,0.008192,0.200178,0.155957
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,24,0.060832,0,0.0827,0.006496,0.196719,0.150028
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,25,0.061056,0,0.0796,0.010688,0.188339,0.151344
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,26,0.06944,0,0.0836,0.00736,0.206318,0.1604
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,27,0.17008,0,0.082899,0.007232,0.302207,0.260211
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,28,0.058208,0,0.082819,0.006016,0.193078,0.147043
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,29,0.061824,0,0.084,0.007712,0.198128,0.153536
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,30,0.06032,0,0.083649,0.007584,0.195678,0.151553
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,31,0.059424,0,0.08301,0.007648,0.195658,0.150082
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,32,0.06,0,0.082949,0.007808,0.195638,0.150757
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,33,0.062528,0,0.083369,0.007776,0.199788,0.153673
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,34,0.070528,0,0.083039,0.00768,0.202259,0.161247
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,35,0.06416,0,0.083379,0.010272,0.202578,0.157811
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,36,0.06048,0,0.083099,0.007744,0.195888,0.151323
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,37,0.059808,0,0.083189,0.006368,0.194538,0.149365
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,38,0.057856,0,0.07972,0.010112,0.182008,0.147688
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,39,0.058464,0,0.083119,0.006752,0.193268,0.148335
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,40,0.060864,0,0.083429,0.007392,0.198288,0.151685
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,41,0.060576,0,0.08312,0.006112,0.195348,0.149808
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,42,0.063136,0,0.082779,0.006848,0.201028,0.152763
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,43,0.061216,0,0.083059,0.005856,0.196088,0.150131
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,44,0.06,0,0.08313,0.007712,0.195378,0.150842
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,45,0.069024,0,0.083279,0.007648,0.206328,0.159951
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,46,0.061024,0,0.083439,0.007712,0.196088,0.152175
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,47,0.06064,0,0.08291,0.008,0.197458,0.15155
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,48,0.064224,0,0.082869,0.006944,0.201969,0.154037
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,49,0.060736,0,0.146209,0.007328,0.258428,0.214273
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,50,0.06176,0,0.083159,0.006848,0.195838,0.151767
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,51,0.061344,0,0.083049,0.006336,0.196738,0.150729
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,52,0.058848,0,0.083319,0.007296,0.193878,0.149463
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,53,0.064704,0,0.082809,0.007168,0.199848,0.154681
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,54,0.061024,0,0.08388,0.006208,0.197428,0.151112
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,55,0.060736,0,0.08335,0.007488,0.196519,0.151574
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,56,0.058592,0,0.085899,0.008416,0.197079,0.152907
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,57,0.063264,0,0.083709,0.008544,0.200459,0.155517
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,58,0.062432,0,0.083189,0.00816,0.199968,0.153781
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,59,0.065056,0,0.0832,0.007488,0.199218,0.155744
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,60,0.061152,0,0.082749,0.007488,0.197638,0.151389
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,61,0.065504,0,0.082809,0.00784,0.200308,0.156153
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,62,0.05952,0,0.082749,0.007136,0.193889,0.149405
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,63,0.0592,0,0.08349,0.008448,0.195578,0.151138
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,64,0.058784,0,0.083339,0.008032,0.195258,0.150155
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,65,0.06016,0,0.08187,0.008928,0.194868,0.150958
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,66,0.061312,0,0.083179,0.007584,0.197878,0.152075
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,67,0.062144,0,0.083049,0.008064,0.200888,0.153257
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,68,0.061632,0,0.082699,0.0096,0.194398,0.153931
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,69,0.06,0,0.08356,0.00752,0.196058,0.15108
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,70,0.060832,0,0.083699,0.007424,0.197798,0.151955
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,71,0.06032,0,0.0838,0.007008,0.201879,0.151128
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,72,0.062208,0,0.083149,0.007936,0.199418,0.153293
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,73,0.065952,0,0.083469,0.007744,0.203939,0.157165
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",192,74,0.058944,0,0.083659,0.007296,0.192808,0.149899
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",256,0,0.12192,0,0.07638,0.01344,0.260348,0.21174
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",256,1,0.089248,0,0.072439,0.008704,0.216198,0.170391
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",256,2,0.090944,0,0.071849,0.008224,0.216218,0.171017
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",256,3,0.085824,0,0.07173,0.008256,0.209388,0.16581
2,double,uniform,CPU,"Ds | Ds | Ds | Ds",256,4,0.083584,0,0.06894,0.012064,0.201088,0.164588
