dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,0,0.189632,0.00299,0.112759,200.948,201.359,201.253
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,68,0.143008,0.00166,0.045669,0.009408,0.243437,0.199745
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,69,0.139488,0.0015,0.044989,0.00832,0.238527,0.194297
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,70,0.147808,0.001489,0.038129,0.011776,0.233997,0.199202
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,71,0.138208,0.00155,0.04051,0.009888,0.227717,0.190156
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,72,0.140736,0.0015,0.04476,0.008064,0.237908,0.19506
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,73,0.142432,0.00149,0.045739,0.008352,0.240167,0.198013
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,74,0.141152,0.001569,0.049869,0.008608,0.244957,0.201198
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,0,0.808256,0.002151,0.08472,0.025248,0.967689,0.920375
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,1,0.81344,0.0016,0.0766,0.02032,0.957449,0.91196
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,2,0.809056,0.00159,0.07663,0.017632,0.951509,0.904908
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,3,0.822176,0.00154,0.076459,0.018752,0.963749,0.918927
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,4,0.816256,0.001619,0.076279,0.01824,0.95731,0.912394
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,5,0.81376,0.001641,0.076819,0.01888,0.955239,0.9111
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,6,0.809216,0.001608,0.077528,0.020544,0.9551,0.908896
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,7,0.808544,0.00157,0.07933,0.020192,0.955769,0.909636
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,8,0.955712,0.00154,0.07633,0.019232,1.09702,1.05281
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,9,0.809824,0.00179,0.07709,0.018912,0.951899,0.907616
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,10,0.803104,0.00159,0.079679,0.019648,0.948019,0.904021
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,11,0.80704,0.00155,0.077639,0.019168,0.955869,0.905397
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,12,0.794784,0.00168,0.07127,0.019776,0.92363,0.88751
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,13,0.7984,0.00156,0.075508,0.019104,0.93605,0.894572
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,14,0.805568,0.001519,0.078929,0.018784,0.94971,0.9048
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,15,0.799328,0.00151,0.121858,0.02016,0.989119,0.942856
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,16,0.803904,0.00171,0.07701,0.019424,0.946859,0.902048
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,17,0.808544,0.00152,0.07656,0.0192,0.950199,0.905824
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,18,0.818016,0.0016,0.078529,0.020576,0.964789,0.918721
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,19,0.794016,0.001511,0.07827,0.019584,0.938659,0.893381
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,20,0.818336,0.00148,0.075979,0.020096,0.959619,0.915891
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,21,0.802752,0.00153,0.076488,0.020192,0.942659,0.900962
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,22,0.89568,0.001708,0.076221,0.020416,1.03844,0.994025
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,23,0.949696,0.00154,0.077338,0.021376,1.09323,1.04995
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,24,0.812192,0.00165,0.08097,0.019456,0.962849,0.914268
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,25,0.806304,0.00167,0.078088,0.021856,0.95266,0.907918
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,26,0.806304,0.00164,0.07628,0.018784,0.94693,0.903008
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,27,0.801792,0.00174,0.078449,0.018688,0.951719,0.900669
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,28,0.988736,0.00152,0.08043,0.020832,1.13449,1.09152
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,29,0.852384,0.00167,0.07747,0.019936,0.995319,0.95146
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,30,0.824352,0.002118,0.09552,0.026176,1.01827,0.948166
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,31,0.8072,0.00167,0.07893,0.019104,0.953959,0.906904
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,32,0.790112,0.0017,0.084898,0.01936,0.942059,0.89607
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,33,0.78896,0.00168,0.071188,0.021856,0.92048,0.883684
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,34,0.80208,0.001969,0.086389,0.022336,0.972409,0.912774
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,35,0.838112,0.001592,0.078838,0.01968,0.985869,0.938222
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,36,0.794144,0.00153,0.076859,0.02128,1.0437,0.893813
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,37,0.829248,0.00161,0.069308,0.021536,0.95854,0.921702
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,38,0.871904,0.0016,0.07755,0.018976,1.01529,0.97003
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,39,0.790528,0.00171,0.0767,0.019712,0.93267,0.88865
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,40,0.805376,0.00161,0.078039,0.021632,0.95192,0.906657
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,41,0.802656,0.00153,0.078679,0.020224,0.951779,0.903089
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,42,0.805312,0.00156,0.07683,0.019168,0.947309,0.90287
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,43,0.803872,0.001641,0.07685,0.019328,0.94467,0.901691
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,44,0.801056,0.001609,0.079899,0.018016,0.94518,0.90058
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,45,0.799392,0.00154,0.07818,0.02016,0.950209,0.899272
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,46,0.808864,0.00163,0.07699,0.019264,0.950989,0.906748
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,47,0.825408,0.00219,0.096768,0.026016,1.0261,0.950382
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,48,0.798368,0.00168,0.07939,0.019424,0.943449,0.898862
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,49,0.796064,0.00171,0.0783,0.020608,0.942339,0.896682
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,50,0.805376,0.001699,0.076681,0.018656,0.947429,0.902412
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,51,0.805088,0.001568,0.076978,0.018208,0.947579,0.901842
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,52,0.806496,0.00155,0.07813,0.020576,0.953409,0.906752
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,53,0.871392,0.00157,0.07644,0.019264,1.01143,0.968666
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,54,0.809696,0.001579,0.076138,0.019072,0.94957,0.906485
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,55,0.9064,0.00153,0.077019,0.018336,1.05001,1.00329
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,56,0.798592,0.00173,0.078009,0.020128,0.949429,0.898459
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,57,0.801056,0.00155,0.07727,0.020672,0.943789,0.900548
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,58,0.810784,0.00154,0.079348,0.020512,0.960239,0.912184
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,59,0.882144,0.00159,0.07737,0.019584,1.02477,0.980688
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,60,0.806176,0.00165,0.08158,0.018336,0.951589,0.907742
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,61,0.813024,0.0017,0.079639,0.019424,0.960929,0.913787
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,62,0.813504,0.00157,0.078299,0.020128,0.959879,0.913501
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,63,0.80224,0.00156,0.077499,0.020896,0.94647,0.902195
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,64,0.801824,0.001711,0.07783,0.0192,0.95073,0.900565
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,65,0.810368,0.00161,0.07728,0.018688,0.952729,0.907946
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,66,0.889824,0.001649,0.078259,0.020192,1.03542,0.989924
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,67,0.898208,0.00167,0.07835,0.020032,1.04368,0.99826
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,68,0.822336,0.0015,0.077051,0.02064,0.965409,0.921527
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,69,0.813792,0.00153,0.076689,0.0184,0.955989,0.910411
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,70,0.797024,0.001639,0.07204,0.020512,0.93254,0.891215
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,71,0.811488,0.00157,0.07655,0.018976,0.952809,0.908584
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,72,0.79904,0.001481,0.076589,0.018592,0.94063,0.895702
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,73,0.812288,0.00161,0.07682,0.021024,0.954889,0.911742
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,74,0.805792,0.001671,0.077028,0.019904,0.95015,0.904395
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,0,2.66781,0.00195,0.174908,0.051904,2.96565,2.89657
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,1,2.7529,0.002069,0.175459,0.053568,3.05623,2.98399
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,2,2.57907,0.001651,0.16058,0.048128,2.84187,2.78943
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,3,2.56947,0.00166,0.160188,0.047008,2.83097,2.77833
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,4,2.61917,0.001689,0.155997,0.045824,2.86812,2.82268
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,5,2.62358,0.00151,0.159438,0.046656,2.8817,2.83119
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,6,2.632,0.00175,0.160908,0.049376,2.8925,2.84403
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,7,2.69747,0.00163,0.159978,0.04784,2.95454,2.90692
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,8,2.57891,0.00165,0.159128,0.049408,2.83829,2.7891
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,9,2.63485,0.00164,0.158028,0.046656,2.89197,2.84117
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,10,2.59238,0.00169,0.156458,0.048832,2.84705,2.79936
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,11,2.6625,0.00171,0.159428,0.046624,2.92272,2.87026
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,12,2.56227,0.00166,0.161939,0.047104,2.82015,2.77297
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,13,2.70077,0.00199,0.175058,0.052544,3.00141,2.93036
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,14,2.59792,0.00167,0.160019,0.050368,2.86157,2.80998
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,15,2.61622,0.00186,0.157587,0.048832,2.87338,2.8245
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,16,2.65552,0.001559,0.160259,0.04912,2.91826,2.86646
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,17,2.6031,0.00184,0.161608,0.047264,2.86161,2.81382
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,18,2.58963,0.00159,0.159978,0.04656,2.84709,2.79776
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,19,2.58742,0.00166,0.158636,0.049184,2.84704,2.7969
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,20,2.58944,0.00162,0.156808,0.047264,2.84437,2.79513
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,21,2.58176,0.0018,0.159708,0.0504,2.84531,2.79367
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,22,2.60419,0.00181,0.152448,0.04912,2.8497,2.80757
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,23,2.63571,0.0015,0.159738,0.0448,2.88965,2.84175
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,24,2.56621,0.00169,0.158699,0.048992,2.82412,2.77559
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,25,2.68854,0.00152,0.158658,0.047488,2.94733,2.89621
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,26,2.57626,0.00192,0.156388,0.048128,2.82839,2.78269
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,27,2.57299,0.00183,0.159528,0.0472,2.83213,2.78155
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,28,2.59123,0.001541,0.162048,0.048576,2.85332,2.8034
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,29,2.5912,0.00162,0.159538,0.04656,2.84994,2.79892
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,30,2.57229,0.0017,0.158249,0.048352,2.83149,2.78059
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,31,2.70365,0.002091,0.174428,0.05184,3.00143,2.93201
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,32,2.58816,0.00149,0.158578,0.048096,2.84602,2.79632
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,33,2.62051,0.00176,0.196747,0.047744,2.91702,2.86676
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,34,2.62163,0.001981,0.17266,0.052288,2.92064,2.84856
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,35,2.60125,0.001799,0.159608,0.04912,2.86172,2.81178
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,36,2.63635,0.00168,0.160598,0.04768,2.89806,2.84631
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,37,2.62358,0.00179,0.155529,0.048832,2.87819,2.82973
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,38,2.61926,0.001809,0.158728,0.0448,2.87816,2.8246
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,39,2.71066,0.001551,0.159118,0.047712,2.96749,2.91904
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,40,2.62589,0.001639,0.160938,0.046688,2.88281,2.83515
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,41,2.62358,0.00162,0.159048,0.04832,2.88397,2.83257
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,42,2.58806,0.00168,0.157688,0.046528,2.84101,2.79396
3,float,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,43,2.64557,0.001559,0.160168,0.047296,2.90562,2.85459
