dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | N | D",64,0,182.835,0.00311,0.146429,69.3506,252.447,252.335
3,double,uniform,GPU,"P | P | P | P | N | D",64,68,0.00928,0.00151,0.115159,0.02256,0.211568,0.148509
3,double,uniform,GPU,"P | P | P | P | N | D",64,69,0.015392,0.00158,0.11533,0.02128,0.215678,0.153582
3,double,uniform,GPU,"P | P | P | P | N | D",64,70,0.015808,0.00169,0.114898,0.021024,0.216118,0.15342
3,double,uniform,GPU,"P | P | P | P | N | D",64,71,0.015936,0.001541,0.114798,0.02112,0.216408,0.153395
3,double,uniform,GPU,"P | P | P | P | N | D",64,72,0.01616,0.00154,0.114879,0.021216,0.215258,0.153795
3,double,uniform,GPU,"P | P | P | P | N | D",64,73,0.00848,0.00166,0.114589,0.024032,0.211368,0.148761
3,double,uniform,GPU,"P | P | P | P | N | D",64,74,0.015968,0.00169,0.115059,0.023456,0.217038,0.156173
3,double,uniform,GPU,"P | P | P | P | N | D",128,0,0.037856,0.0021,0.523005,0.100288,0.727783,0.663249
3,double,uniform,GPU,"P | P | P | P | N | D",128,1,0.018688,0.001799,0.518265,0.095232,0.699283,0.633984
3,double,uniform,GPU,"P | P | P | P | N | D",128,2,0.021632,0.0017,0.518454,0.094688,0.702773,0.636474
3,double,uniform,GPU,"P | P | P | P | N | D",128,3,0.0208,0.001538,0.516714,0.093184,0.704122,0.632236
3,double,uniform,GPU,"P | P | P | P | N | D",128,4,0.037408,0.00202,0.524344,0.100352,0.730012,0.664124
3,double,uniform,GPU,"P | P | P | P | N | D",128,5,0.020768,0.001691,0.517843,0.092896,0.698062,0.633198
3,double,uniform,GPU,"P | P | P | P | N | D",128,6,0.02128,0.00194,0.517104,0.093792,0.699733,0.634116
3,double,uniform,GPU,"P | P | P | P | N | D",128,7,0.020608,0.00158,0.517095,0.093472,0.696483,0.632755
3,double,uniform,GPU,"P | P | P | P | N | D",128,8,0.021344,0.001649,0.517924,0.0928,0.698823,0.633717
3,double,uniform,GPU,"P | P | P | P | N | D",128,9,0.020704,0.00167,0.519664,0.094112,0.701322,0.63615
3,double,uniform,GPU,"P | P | P | P | N | D",128,10,0.02192,0.001709,0.518244,0.094208,0.701182,0.636081
3,double,uniform,GPU,"P | P | P | P | N | D",128,11,0.022656,0.00176,0.517795,0.092992,0.700552,0.635203
3,double,uniform,GPU,"P | P | P | P | N | D",128,12,0.02256,0.0016,0.517384,0.09888,0.704862,0.640424
3,double,uniform,GPU,"P | P | P | P | N | D",128,13,0.041088,0.00211,0.524905,0.10128,0.736662,0.669383
3,double,uniform,GPU,"P | P | P | P | N | D",128,14,0.02128,0.001669,0.515275,0.095008,0.694033,0.633232
3,double,uniform,GPU,"P | P | P | P | N | D",128,15,0.023424,0.00161,0.515895,0.096576,0.698892,0.637505
3,double,uniform,GPU,"P | P | P | P | N | D",128,16,0.02256,0.00157,0.516945,0.09264,0.698663,0.633715
3,double,uniform,GPU,"P | P | P | P | N | D",128,17,0.021536,0.001599,0.518403,0.095552,0.701372,0.63709
3,double,uniform,GPU,"P | P | P | P | N | D",128,18,0.02016,0.001661,0.512254,0.096544,0.687952,0.630619
3,double,uniform,GPU,"P | P | P | P | N | D",128,19,0.019584,0.00188,0.516904,0.093824,0.703143,0.632192
3,double,uniform,GPU,"P | P | P | P | N | D",128,20,0.02192,0.00159,0.516784,0.094176,0.699133,0.63447
3,double,uniform,GPU,"P | P | P | P | N | D",128,21,0.021312,0.00152,0.516564,0.09488,0.697992,0.634276
3,double,uniform,GPU,"P | P | P | P | N | D",128,22,0.03904,0.002009,0.525243,0.105088,0.737832,0.67138
3,double,uniform,GPU,"P | P | P | P | N | D",128,23,0.022752,0.00165,0.516944,0.09488,0.700912,0.636226
3,double,uniform,GPU,"P | P | P | P | N | D",128,24,0.021024,0.00184,0.587413,0.095104,0.770002,0.705381
3,double,uniform,GPU,"P | P | P | P | N | D",128,25,0.021184,0.00158,0.517595,0.094848,0.698912,0.635207
3,double,uniform,GPU,"P | P | P | P | N | D",128,26,0.021216,0.00169,0.518835,0.097152,0.702833,0.638893
3,double,uniform,GPU,"P | P | P | P | N | D",128,27,0.022432,0.00167,0.518265,0.095168,0.701702,0.637535
3,double,uniform,GPU,"P | P | P | P | N | D",128,28,0.039424,0.00195,0.523984,0.1,0.729833,0.665358
3,double,uniform,GPU,"P | P | P | P | N | D",128,29,0.023136,0.00175,0.518044,0.09472,0.710213,0.63765
3,double,uniform,GPU,"P | P | P | P | N | D",128,30,0.029504,0.0016,0.516745,0.093792,0.704863,0.641641
3,double,uniform,GPU,"P | P | P | P | N | D",128,31,0.029888,0.00185,0.517525,0.09376,0.707032,0.643023
3,double,uniform,GPU,"P | P | P | P | N | D",128,32,0.019872,0.00198,0.517326,0.094624,0.698783,0.633802
3,double,uniform,GPU,"P | P | P | P | N | D",128,33,0.024064,0.00166,0.513795,0.098688,0.696853,0.638207
3,double,uniform,GPU,"P | P | P | P | N | D",128,34,0.023936,0.00171,0.518245,0.0952,0.705093,0.639091
3,double,uniform,GPU,"P | P | P | P | N | D",128,35,0.028256,0.00171,0.518195,0.093568,0.707103,0.641729
3,double,uniform,GPU,"P | P | P | P | N | D",128,36,0.021952,0.00167,0.514305,0.098624,0.696133,0.636551
3,double,uniform,GPU,"P | P | P | P | N | D",128,37,0.021504,0.00182,0.522224,0.096416,0.705623,0.641964
3,double,uniform,GPU,"P | P | P | P | N | D",128,38,0.02224,0.00163,0.517345,0.09328,0.699062,0.634495
3,double,uniform,GPU,"P | P | P | P | N | D",128,39,0.01936,0.00173,0.515844,0.094784,0.695413,0.631718
3,double,uniform,GPU,"P | P | P | P | N | D",128,40,0.017984,0.00175,0.518154,0.093664,0.697432,0.631552
3,double,uniform,GPU,"P | P | P | P | N | D",128,41,0.019808,0.00167,0.518174,0.093408,0.698232,0.63306
3,double,uniform,GPU,"P | P | P | P | N | D",128,42,0.039296,0.002009,0.524693,0.10048,0.731212,0.666478
3,double,uniform,GPU,"P | P | P | P | N | D",128,43,0.02048,0.00173,0.518374,0.09376,0.699093,0.634344
3,double,uniform,GPU,"P | P | P | P | N | D",128,44,0.035904,0.002002,0.524204,0.099744,0.727152,0.661854
3,double,uniform,GPU,"P | P | P | P | N | D",128,45,0.02176,0.00169,0.521575,0.095552,0.703892,0.640577
3,double,uniform,GPU,"P | P | P | P | N | D",128,46,0.020352,0.00173,0.518473,0.09632,0.701592,0.636875
3,double,uniform,GPU,"P | P | P | P | N | D",128,47,0.029632,0.00161,0.517055,0.09328,0.706762,0.641577
3,double,uniform,GPU,"P | P | P | P | N | D",128,48,0.019936,0.00165,0.517515,0.093632,0.697632,0.632733
3,double,uniform,GPU,"P | P | P | P | N | D",128,49,0.02096,0.00163,0.517615,0.09312,0.699572,0.633325
3,double,uniform,GPU,"P | P | P | P | N | D",128,50,0.020448,0.00177,0.518655,0.09744,0.703293,0.638313
3,double,uniform,GPU,"P | P | P | P | N | D",128,51,0.02384,0.00169,0.518904,0.09472,0.704573,0.639154
3,double,uniform,GPU,"P | P | P | P | N | D",128,52,0.039936,0.00205,0.523924,0.101024,0.726142,0.666934
3,double,uniform,GPU,"P | P | P | P | N | D",128,53,0.018944,0.00168,0.517325,0.094496,0.696413,0.632445
3,double,uniform,GPU,"P | P | P | P | N | D",128,54,0.036864,0.00207,0.523765,0.09872,0.726752,0.661419
3,double,uniform,GPU,"P | P | P | P | N | D",128,55,0.038752,0.002041,0.525354,0.099616,0.730652,0.665763
3,double,uniform,GPU,"P | P | P | P | N | D",128,56,0.025664,0.00175,0.520594,0.097536,0.710512,0.645544
3,double,uniform,GPU,"P | P | P | P | N | D",128,57,0.021088,0.00192,0.517235,0.093088,0.697862,0.633331
3,double,uniform,GPU,"P | P | P | P | N | D",128,58,0.021664,0.00193,0.519995,0.09712,0.704473,0.640709
3,double,uniform,GPU,"P | P | P | P | N | D",128,59,0.019712,0.00167,0.523754,0.096224,0.705463,0.64136
3,double,uniform,GPU,"P | P | P | P | N | D",128,60,0.028032,0.00167,0.517513,0.093952,0.705722,0.641167
3,double,uniform,GPU,"P | P | P | P | N | D",128,61,0.03072,0.001681,0.515503,0.09584,0.704542,0.643744
3,double,uniform,GPU,"P | P | P | P | N | D",128,62,0.019936,0.00163,0.517704,0.095776,0.699383,0.635046
3,double,uniform,GPU,"P | P | P | P | N | D",128,63,0.02144,0.00171,0.517656,0.10016,0.704363,0.640966
3,double,uniform,GPU,"P | P | P | P | N | D",128,64,0.021856,0.0019,0.517563,0.095456,0.703282,0.636775
3,double,uniform,GPU,"P | P | P | P | N | D",128,65,0.022048,0.001669,0.517544,0.094208,0.699793,0.635469
3,double,uniform,GPU,"P | P | P | P | N | D",128,66,0.02016,0.0016,0.515915,0.094752,0.696183,0.632427
3,double,uniform,GPU,"P | P | P | P | N | D",128,67,0.038208,0.002051,0.523414,0.10048,0.729432,0.664153
3,double,uniform,GPU,"P | P | P | P | N | D",128,68,0.02176,0.00156,0.517515,0.093152,0.699292,0.633987
3,double,uniform,GPU,"P | P | P | P | N | D",128,69,0.02192,0.001609,0.518004,0.095008,0.701562,0.636541
3,double,uniform,GPU,"P | P | P | P | N | D",128,70,0.021568,0.001871,0.517683,0.09696,0.701562,0.638082
3,double,uniform,GPU,"P | P | P | P | N | D",128,71,0.039392,0.00212,0.523614,0.100224,0.729532,0.66535
3,double,uniform,GPU,"P | P | P | P | N | D",128,72,0.019008,0.00169,0.518754,0.095072,0.700783,0.634524
3,double,uniform,GPU,"P | P | P | P | N | D",128,73,0.028256,0.00164,0.518295,0.093952,0.706352,0.642143
3,double,uniform,GPU,"P | P | P | P | N | D",128,74,0.028608,0.0016,0.517165,0.093568,0.705952,0.640941
3,double,uniform,GPU,"P | P | P | P | N | D",192,0,0.105216,0.00203,1.7855,0.333728,2.29162,2.22647
3,double,uniform,GPU,"P | P | P | P | N | D",192,1,0.112416,0.00214,1.79798,0.333504,2.31169,2.24604
3,double,uniform,GPU,"P | P | P | P | N | D",192,2,0.116064,0.0022,1.79638,0.333856,2.3135,2.2485
3,double,uniform,GPU,"P | P | P | P | N | D",192,3,0.102688,0.001929,1.78507,0.33328,2.29427,2.22297
3,double,uniform,GPU,"P | P | P | P | N | D",192,4,0.114144,0.00214,1.79133,0.335232,2.30863,2.24285
3,double,uniform,GPU,"P | P | P | P | N | D",192,5,0.115104,0.00214,1.79067,0.33616,2.31228,2.24407
3,double,uniform,GPU,"P | P | P | P | N | D",192,6,0.097568,0.00259,1.79631,0.33248,2.29614,2.22895
3,double,uniform,GPU,"P | P | P | P | N | D",192,7,0.107872,0.00218,1.79635,0.33344,2.30382,2.23984
3,double,uniform,GPU,"P | P | P | P | N | D",192,8,0.114464,0.002301,1.82831,0.332576,2.34219,2.27765
3,double,uniform,GPU,"P | P | P | P | N | D",192,9,0.104992,0.00178,1.79878,0.335488,2.30751,2.24104
3,double,uniform,GPU,"P | P | P | P | N | D",192,10,0.118848,0.002032,1.7866,0.33088,2.31308,2.23836
3,double,uniform,GPU,"P | P | P | P | N | D",192,11,0.114688,0.00207,1.78566,0.333088,2.30173,2.23551
3,double,uniform,GPU,"P | P | P | P | N | D",192,12,0.116576,0.002421,1.78975,0.33344,2.31076,2.24219
3,double,uniform,GPU,"P | P | P | P | N | D",192,13,0.109728,0.002071,1.78525,0.329696,2.29196,2.22674
3,double,uniform,GPU,"P | P | P | P | N | D",192,14,0.106048,0.00191,1.79842,0.333248,2.30301,2.23963
3,double,uniform,GPU,"P | P | P | P | N | D",192,15,0.11408,0.002031,1.78771,0.33408,2.30349,2.2379
3,double,uniform,GPU,"P | P | P | P | N | D",192,16,0.115552,0.00229,1.78403,0.332736,2.3013,2.23461
3,double,uniform,GPU,"P | P | P | P | N | D",192,17,0.116096,0.00217,1.79244,0.332928,2.31006,2.24363
3,double,uniform,GPU,"P | P | P | P | N | D",192,18,0.11648,0.002109,1.78658,0.332352,2.30523,2.23752
3,double,uniform,GPU,"P | P | P | P | N | D",192,19,0.111424,0.00202,1.78482,0.330304,2.29602,2.22857
3,double,uniform,GPU,"P | P | P | P | N | D",192,20,0.124672,0.002041,1.79849,0.334496,2.32386,2.2597
3,double,uniform,GPU,"P | P | P | P | N | D",192,21,0.10368,0.00189,1.78452,0.331456,2.28775,2.22155
3,double,uniform,GPU,"P | P | P | P | N | D",192,22,0.113952,0.002021,1.78701,0.331584,2.30352,2.23457
3,double,uniform,GPU,"P | P | P | P | N | D",192,23,0.100736,0.00198,1.7822,0.329376,2.27956,2.21429
3,double,uniform,GPU,"P | P | P | P | N | D",192,24,0.100832,0.002129,1.78988,0.332448,2.2902,2.22529
3,double,uniform,GPU,"P | P | P | P | N | D",192,25,0.10528,0.00213,1.78524,0.328576,2.2873,2.22123
3,double,uniform,GPU,"P | P | P | P | N | D",192,26,0.113728,0.00206,1.78519,0.329568,2.29778,2.23055
3,double,uniform,GPU,"P | P | P | P | N | D",192,27,0.118368,0.00217,1.78701,0.331456,2.30602,2.239
3,double,uniform,GPU,"P | P | P | P | N | D",192,28,0.114944,0.002271,1.79646,0.332608,2.31345,2.24628
3,double,uniform,GPU,"P | P | P | P | N | D",192,29,0.100768,0.00211,1.79144,0.333952,2.2921,2.22827
3,double,uniform,GPU,"P | P | P | P | N | D",192,30,0.101472,0.00215,1.79218,0.33424,2.29576,2.23004
3,double,uniform,GPU,"P | P | P | P | N | D",192,31,0.11056,0.00205,1.78641,0.330464,2.29576,2.22949
3,double,uniform,GPU,"P | P | P | P | N | D",192,32,0.103264,0.0064,1.79323,0.333984,2.30333,2.23688
3,double,uniform,GPU,"P | P | P | P | N | D",192,33,0.11472,0.002029,1.79794,0.335008,2.3148,2.2497
3,double,uniform,GPU,"P | P | P | P | N | D",192,34,0.11616,0.002029,1.79707,0.334176,2.31557,2.24943
3,double,uniform,GPU,"P | P | P | P | N | D",192,35,0.098912,0.00171,1.79379,0.33264,2.29353,2.22705
3,double,uniform,GPU,"P | P | P | P | N | D",192,36,0.107648,0.00194,1.79099,0.334912,2.30546,2.23549
3,double,uniform,GPU,"P | P | P | P | N | D",192,37,0.115392,0.002149,1.7853,0.32992,2.29824,2.23276
3,double,uniform,GPU,"P | P | P | P | N | D",192,38,0.116832,0.00209,1.79855,0.336416,2.32265,2.25389
3,double,uniform,GPU,"P | P | P | P | N | D",192,39,0.112736,0.001999,1.79152,0.334656,2.32217,2.24091
3,double,uniform,GPU,"P | P | P | P | N | D",192,40,0.11328,0.002239,1.79228,0.331008,2.30466,2.23881
3,double,uniform,GPU,"P | P | P | P | N | D",192,41,0.115552,0.00218,1.79537,0.330496,2.30981,2.2436
3,double,uniform,GPU,"P | P | P | P | N | D",192,42,0.116032,0.00216,1.82524,0.33696,2.34737,2.28039
3,double,uniform,GPU,"P | P | P | P | N | D",192,43,0.104192,0.00196,1.78995,0.33088,2.29366,2.22698
3,double,uniform,GPU,"P | P | P | P | N | D",192,44,0.113472,0.00211,1.80796,0.3352,2.32483,2.25874
3,double,uniform,GPU,"P | P | P | P | N | D",192,45,0.10368,0.00189,1.78444,0.329152,2.28428,2.21916
3,double,uniform,GPU,"P | P | P | P | N | D",192,46,0.114816,0.00223,1.79668,0.334752,2.31555,2.24848
3,double,uniform,GPU,"P | P | P | P | N | D",192,47,0.114784,0.002151,1.78977,0.332608,2.30735,2.23931
3,double,uniform,GPU,"P | P | P | P | N | D",192,48,0.116384,0.002149,1.78602,0.330784,2.30278,2.23534
3,double,uniform,GPU,"P | P | P | P | N | D",192,49,0.117504,0.00212,1.79587,0.333984,2.31352,2.24948
3,double,uniform,GPU,"P | P | P | P | N | D",192,50,0.109536,0.002131,1.79904,0.332864,2.31901,2.24357
3,double,uniform,GPU,"P | P | P | P | N | D",192,51,0.104256,0.002139,1.79621,0.333056,2.30272,2.23566
3,double,uniform,GPU,"P | P | P | P | N | D",192,52,0.115328,0.002399,1.78862,0.33168,2.30185,2.23803
3,double,uniform,GPU,"P | P | P | P | N | D",192,53,0.114656,0.002059,1.79722,0.3328,2.31164,2.24674
3,double,uniform,GPU,"P | P | P | P | N | D",192,54,0.103808,0.00199,1.79619,0.332384,2.29983,2.23437
3,double,uniform,GPU,"P | P | P | P | N | D",192,55,0.105664,0.002039,1.79076,0.333376,2.29801,2.23184
3,double,uniform,GPU,"P | P | P | P | N | D",192,56,0.117376,0.002049,1.79192,0.332864,2.30986,2.24421
3,double,uniform,GPU,"P | P | P | P | N | D",192,57,0.107712,0.00227,1.78253,0.33136,2.28925,2.22387
3,double,uniform,GPU,"P | P | P | P | N | D",192,58,0.11328,0.00227,1.79029,0.330656,2.3022,2.2365
3,double,uniform,GPU,"P | P | P | P | N | D",192,59,0.103424,0.00213,1.79618,0.331808,2.30344,2.23354
3,double,uniform,GPU,"P | P | P | P | N | D",192,60,0.10832,0.002149,1.79126,0.33216,2.29942,2.23389
3,double,uniform,GPU,"P | P | P | P | N | D",192,61,0.115104,0.00216,1.79579,0.3328,2.31028,2.24586
3,double,uniform,GPU,"P | P | P | P | N | D",192,62,0.114208,0.00205,1.79556,0.33328,2.31175,2.2451
3,double,uniform,GPU,"P | P | P | P | N | D",192,63,0.1184,0.002109,1.80067,0.331584,2.32127,2.25276
3,double,uniform,GPU,"P | P | P | P | N | D",192,64,0.112992,0.00211,1.79648,0.333792,2.3122,2.24537
3,double,uniform,GPU,"P | P | P | P | N | D",192,65,0.104352,0.001921,1.79462,0.332928,2.30052,2.23382
3,double,uniform,GPU,"P | P | P | P | N | D",192,66,0.106688,0.00219,1.78887,0.336736,2.30154,2.23448
3,double,uniform,GPU,"P | P | P | P | N | D",192,67,0.106304,0.00205,1.79744,0.332416,2.30342,2.23821
3,double,uniform,GPU,"P | P | P | P | N | D",192,68,0.099872,0.00203,1.78886,0.333056,2.29012,2.22382
3,double,uniform,GPU,"P | P | P | P | N | D",192,69,0.108064,0.00221,1.79233,0.331584,2.29959,2.23419
3,double,uniform,GPU,"P | P | P | P | N | D",192,70,0.113376,0.00212,1.79654,0.333888,2.3128,2.24592
3,double,uniform,GPU,"P | P | P | P | N | D",192,71,0.112224,0.00205,1.79068,0.33216,2.30491,2.23711
3,double,uniform,GPU,"P | P | P | P | N | D",192,72,0.106464,0.00212,1.79602,0.333568,2.30252,2.23817
3,double,uniform,GPU,"P | P | P | P | N | D",192,73,0.106848,0.002059,1.78468,0.328704,2.28449,2.22229
3,double,uniform,GPU,"P | P | P | P | N | D",192,74,0.103104,0.00193,1.78423,0.329696,2.28384,2.21896
3,double,uniform,GPU,"P | P | P | P | N | D",256,0,0.333472,0.00248,4.66408,0.906464,5.98541,5.90649
3,double,uniform,GPU,"P | P | P | P | N | D",256,1,0.336608,0.00235,4.65786,0.9016,5.97677,5.89842
3,double,uniform,GPU,"P | P | P | P | N | D",256,2,0.33472,0.00227,4.67639,0.904256,6.06071,5.91764
3,double,uniform,GPU,"P | P | P | P | N | D",256,3,0.33296,0.00234,4.6688,0.899648,5.98148,5.90375
3,double,uniform,GPU,"P | P | P | P | N | D",256,4,0.337312,0.00241,4.68228,0.902336,6.01006,5.92434
3,double,uniform,GPU,"P | P | P | P | N | D",256,5,0.3368,0.002151,4.65598,0.904288,5.97755,5.89922
3,double,uniform,GPU,"P | P | P | P | N | D",256,6,0.336,0.00235,4.66367,0.902688,5.98197,5.90471
3,double,uniform,GPU,"P | P | P | P | N | D",256,7,0.334528,0.00221,4.65629,0.897952,5.96927,5.89098
