dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",64,0,182.084,0.002579,0.078918,67.3328,249.607,249.499
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,68,0.05488,0.0017,0.15693,0.08688,0.360426,0.30039
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,69,0.05392,0.001601,0.163137,0.084576,0.366376,0.303234
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,70,0.05216,0.001861,0.160649,0.082624,0.361126,0.297294
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,71,0.0496,0.001761,0.159986,0.08512,0.358956,0.296467
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,72,0.054592,0.00162,0.159477,0.083392,0.362536,0.299081
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,73,0.052096,0.001791,0.159437,0.083104,0.360996,0.296428
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",192,74,0.053216,0.0016,0.16056,0.081664,0.361026,0.29704
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,0,0.139424,0.00251,0.455385,0.303136,0.969279,0.900455
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,1,0.172128,0.00231,0.453015,0.302784,1.00221,0.930237
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,2,0.15792,0.002031,0.452164,0.300576,0.980609,0.912691
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,3,0.164352,0.00215,0.451854,0.301984,0.987289,0.92034
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,4,0.172768,0.002519,0.455524,0.304736,1.00544,0.935547
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,5,0.165792,0.00215,0.452624,0.301216,0.988138,0.921782
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,6,0.158752,0.00198,0.456104,0.302112,0.986009,0.918948
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,7,0.165664,0.002,0.453035,0.30224,0.990199,0.922939
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,8,0.160448,0.00196,0.452904,0.30368,0.987569,0.918992
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,9,0.162368,0.00204,0.453404,0.30304,0.986849,0.920852
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,10,0.16368,0.00196,0.453084,0.301728,0.983678,0.920452
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,11,0.165472,0.00192,0.456076,0.303456,0.996309,0.926924
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,12,0.1632,0.002038,0.453487,0.306208,0.992659,0.924933
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,13,0.165856,0.00185,0.450324,0.30464,0.983749,0.92267
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,14,0.165312,0.001841,0.452785,0.303488,0.989739,0.923426
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,15,0.163584,0.001939,0.452655,0.304832,0.989848,0.92301
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,16,0.16768,0.00236,0.454075,0.305344,0.995869,0.929459
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,17,0.166432,0.001891,0.452467,0.305728,0.992589,0.926518
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,18,0.162176,0.00226,0.455225,0.302848,0.989609,0.922509
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,19,0.161728,0.00194,0.458064,0.303616,0.992359,0.925348
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,20,0.160288,0.00235,0.455254,0.301792,0.982758,0.919684
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,21,0.159264,0.00221,0.456404,0.302048,0.986449,0.919926
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,22,0.15904,0.00201,0.450694,0.302624,0.981819,0.914368
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,23,0.164384,0.00184,0.451804,0.302304,0.985948,0.920332
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,24,0.161184,0.00189,0.454396,0.301408,0.984419,0.918878
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,25,0.16224,0.002109,0.454396,0.302048,0.987059,0.920793
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,26,0.160512,0.00178,0.454094,0.302592,0.98808,0.918978
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,27,0.172576,0.002269,0.453306,0.305056,1.00233,0.933207
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,28,0.164544,0.00189,0.453036,0.304544,0.985989,0.924014
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,29,0.1632,0.002189,0.459117,0.30304,0.994819,0.927546
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,30,0.161024,0.001811,0.453045,0.300704,0.982699,0.916584
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,31,0.159072,0.00224,0.455895,0.302368,0.987099,0.919575
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,32,0.166848,0.00213,0.453454,0.3008,0.991078,0.923232
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,33,0.160384,0.00204,0.447524,0.304256,0.982369,0.914204
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,34,0.164064,0.00198,0.457494,0.3008,0.991429,0.924338
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,35,0.16656,0.00217,0.453054,0.30512,0.992639,0.926904
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,36,0.15872,0.00175,0.455875,0.2968,0.978729,0.913145
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,37,0.163328,0.001921,0.447565,0.301728,0.979389,0.914542
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,38,0.158496,0.001881,0.451047,0.303296,0.982199,0.91472
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,39,0.17168,0.00204,0.455546,0.30032,0.997579,0.929586
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,40,0.15856,0.002149,0.452466,0.302912,0.983449,0.916087
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,41,0.159776,0.00212,0.453724,0.303488,0.98607,0.919108
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,42,0.162848,0.00236,0.453714,0.305312,0.991009,0.924234
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,43,0.158848,0.00195,0.455114,0.301664,0.983169,0.917576
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,44,0.161248,0.001759,0.448964,0.303616,0.977209,0.915587
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,45,0.160608,0.00206,0.455106,0.302816,0.987259,0.92059
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,46,0.161152,0.002011,0.452614,0.304192,0.990578,0.919969
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,47,0.160448,0.001839,0.448765,0.3032,0.981239,0.914252
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,48,0.170816,0.002259,0.455985,0.303584,1.00068,0.932644
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,49,0.165088,0.002161,0.455705,0.304064,0.994559,0.927018
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,50,0.16544,0.00228,0.456604,0.302016,0.995168,0.92634
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,51,0.161984,0.00228,0.447574,0.304096,0.978029,0.915934
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,52,0.168928,0.002171,0.454125,0.304032,0.998459,0.929256
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,53,0.166752,0.002089,0.453064,0.30496,0.994338,0.926865
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,54,0.17312,0.002141,0.450936,0.3056,0.999919,0.931797
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,55,0.164512,0.00223,0.453904,0.303616,0.991798,0.924262
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,56,0.162624,0.00192,0.454034,0.302368,0.987799,0.920946
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,57,0.163104,0.001979,0.450014,0.304736,0.986899,0.919833
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,58,0.164704,0.002009,0.451195,0.308064,0.993079,0.925972
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,59,0.163392,0.00219,0.449676,0.29936,0.987889,0.914618
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,60,0.166592,0.00212,0.454134,0.300032,0.989469,0.922878
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,61,0.162624,0.002149,0.454416,0.30288,0.987969,0.922069
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,62,0.15856,0.00208,0.449956,0.30384,0.978609,0.914436
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,63,0.1648,0.002109,0.453204,0.304992,0.991539,0.925105
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,64,0.17152,0.002169,0.453515,0.302496,0.998549,0.9297
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,65,0.171648,0.0024,0.453674,0.303968,1.00117,0.93169
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,66,0.16688,0.00217,0.456514,0.303744,0.998439,0.929308
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,67,0.167776,0.00201,0.455044,0.304896,0.996559,0.929726
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,68,0.158336,0.00202,0.456284,0.301888,0.985059,0.918528
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,69,0.166496,0.002149,0.446735,0.30272,0.977119,0.9181
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,70,0.164192,0.00216,0.454524,0.303872,0.992579,0.924748
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,71,0.164384,0.00204,0.452365,0.3048,0.990629,0.923589
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,72,0.174112,0.00217,0.453637,0.303776,1.00184,0.933695
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,73,0.162176,0.001899,0.459274,0.30448,0.993989,0.927829
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",256,74,0.167136,0.00202,0.452506,0.305248,0.993559,0.92691
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,0,0.376448,0.00221,1.97631,0.8736,3.29614,3.22857
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,1,0.369984,0.00192,1.97079,0.866368,3.27823,3.20906
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,2,0.379424,0.0025,1.96922,0.87424,3.30232,3.22538
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,3,0.378912,0.00238,1.97259,0.874816,3.30579,3.2287
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,4,0.379136,0.00219,1.97482,0.869632,3.30018,3.22578
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,5,0.381792,0.002351,1.97319,0.871008,3.30622,3.22834
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,6,0.381344,0.00225,1.97378,0.870848,3.30533,3.22822
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,7,0.373632,0.002219,1.96915,0.868096,3.28347,3.21309
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,8,0.38112,0.002341,1.97404,0.897408,3.33579,3.25491
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,9,0.38048,0.00226,1.97243,0.871968,3.30621,3.22714
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,10,0.38048,0.00241,1.97033,0.87216,3.29964,3.22538
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,11,0.380896,0.002261,1.97138,0.873472,3.30715,3.22801
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,12,0.379008,0.00243,1.96904,0.882816,3.31298,3.23329
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,13,0.381952,0.00242,1.97408,0.871552,3.31313,3.23
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,14,0.37312,0.002099,1.96885,0.872192,3.28309,3.21626
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,15,0.382848,0.00236,1.97394,0.880192,3.31872,3.23934
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,16,0.38032,0.002189,1.97493,0.869536,3.30619,3.22697
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,17,0.380288,0.00249,1.9722,0.87488,3.31498,3.22986
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,18,0.381312,0.00224,1.97252,0.870624,3.30384,3.22669
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,19,0.379136,0.002381,1.97575,0.872352,3.30819,3.22962
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,20,0.382848,0.00209,1.97453,0.873056,3.31744,3.23252
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,21,0.378912,0.00235,1.97279,0.871648,3.30085,3.2257
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,22,0.382112,0.00229,1.97229,0.870752,3.36509,3.22744
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,23,0.379072,0.002401,1.97315,0.877792,3.31113,3.23241
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,24,0.382112,0.00237,1.96972,0.870016,3.29723,3.22422
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,25,0.379552,0.002261,1.97207,0.870336,3.30205,3.22422
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,26,0.384672,0.00227,1.97065,0.869984,3.30738,3.22757
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,27,0.370688,0.00242,1.97192,0.86928,3.28035,3.21431
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,28,0.371744,0.00248,1.97112,0.868608,3.28258,3.21395
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,29,0.367392,0.00199,1.97131,0.86864,3.276,3.20933
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,30,0.374208,0.00235,1.97262,0.871456,3.29678,3.22063
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,31,0.3792,0.00238,1.97655,0.8696,3.30646,3.22773
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,32,0.379616,0.00268,1.97092,0.872704,3.33858,3.22592
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,33,0.377632,0.00224,1.97184,0.867136,3.2944,3.21884
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,34,0.383008,0.00794,1.97471,0.870272,3.31159,3.23593
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,35,0.380064,0.00252,1.98043,0.871648,3.31293,3.23466
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,36,0.370496,0.002249,1.97096,0.873792,3.28653,3.21749
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,37,0.367584,0.002119,1.97045,0.868608,3.27613,3.20876
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,38,0.377408,0.00209,1.96848,0.87056,3.2969,3.21854
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,39,0.38416,0.002361,1.97125,0.872,3.3063,3.22977
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,40,0.380832,0.002292,1.97208,0.872672,3.35457,3.22788
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,41,0.382144,0.00229,1.97232,0.885376,3.31697,3.24213
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,42,0.379552,0.002371,1.97099,0.885824,3.31652,3.23873
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,43,0.379904,0.00229,2.02324,0.8696,3.35094,3.27503
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,44,0.381696,0.0025,1.97265,0.870272,3.3062,3.22711
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,45,0.380896,0.00228,1.97768,0.870016,3.30973,3.23087
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,46,0.379616,0.002321,1.98052,0.874048,3.31549,3.2365
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,47,0.38208,0.00227,1.97301,0.868864,3.30314,3.22622
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,48,0.382048,0.00247,1.97441,0.870304,3.30919,3.22923
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,49,0.381952,0.002399,1.97313,0.872288,3.30824,3.22977
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,50,0.383264,0.002711,1.97442,0.871168,3.30977,3.23156
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,51,0.377184,0.00244,1.97264,0.873984,3.30356,3.22625
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,52,0.381728,0.0023,1.96972,0.870336,3.30565,3.22408
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,53,0.379392,0.00239,1.97525,0.871456,3.30634,3.22848
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,54,0.38224,0.00219,1.9697,0.872672,3.30397,3.2268
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,55,0.382624,0.00236,1.97372,0.86816,3.30419,3.22686
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,56,0.380544,0.002278,1.97391,0.871008,3.30325,3.22774
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,57,0.381408,0.00242,1.97332,0.87088,3.30602,3.22803
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,58,0.381472,0.002209,1.97225,0.870688,3.3108,3.22662
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,59,0.378944,0.00239,1.97606,0.88064,3.30577,3.23803
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,60,0.381664,0.00218,2.06921,0.872256,3.40227,3.32531
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,61,0.381376,0.002319,1.9724,0.871808,3.30619,3.2279
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,62,0.381504,0.002179,1.9715,0.868384,3.30182,3.22357
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,63,0.380832,0.002361,1.97262,0.87152,3.30835,3.22733
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,64,0.381216,0.002251,1.97223,0.87232,3.30278,3.22802
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,65,0.382144,0.002511,1.97222,0.875776,3.31186,3.23265
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,66,0.381536,0.002601,1.97249,0.870304,3.30262,3.22693
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,67,0.380928,0.002251,1.97007,0.869088,3.30167,3.22233
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,68,0.380832,0.00239,1.96792,0.868768,3.29748,3.21991
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,69,0.380544,0.00251,1.97236,0.870816,3.30338,3.22623
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,70,0.381664,0.00237,1.97228,0.877632,3.31257,3.23394
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,71,0.371168,0.00184,1.97039,0.870336,3.28396,3.21373
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,72,0.370432,0.00205,1.97238,0.868,3.2801,3.21286
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,73,0.371776,0.002,1.97034,0.871328,3.28229,3.21544
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",320,74,0.381184,0.00237,1.97391,0.869824,3.3055,3.22728
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,0,0.673888,0.002551,3.46286,1.5599,5.77625,5.6992
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,1,0.673408,0.002442,3.47934,1.54995,5.7836,5.70514
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,2,0.674848,0.00235,3.46907,1.55709,5.78336,5.70336
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,3,0.675136,0.00228,3.46838,1.55981,5.7873,5.7056
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,4,0.674976,0.002349,3.47527,1.55075,5.78372,5.70335
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,5,0.67568,0.00238,3.46637,1.5616,5.78256,5.70603
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,6,0.675776,0.00238,3.46661,1.55978,5.78543,5.70454
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,7,0.675904,0.00246,3.4624,1.56064,5.77895,5.70141
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,8,0.674432,0.00248,3.46606,1.56019,5.78533,5.70317
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,9,0.676,0.00236,3.47229,1.5593,5.78911,5.70995
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,10,0.673408,0.00243,3.46476,1.56816,5.78765,5.70876
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,11,0.677248,0.00235,3.46826,1.56262,5.78819,5.71048
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,12,0.673024,0.00247,3.4636,1.55517,5.77247,5.69426
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,13,0.675904,0.00252,3.46678,1.56157,5.78768,5.70677
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,14,0.673024,0.002381,3.46249,1.55827,5.77276,5.69617
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,15,0.67488,0.00235,3.46471,1.56019,5.78026,5.70213
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,16,0.67568,0.002661,3.46443,1.55642,5.77834,5.69919
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,17,0.677376,0.00251,3.51819,1.56304,5.84049,5.76112
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,18,0.672992,0.00228,3.4646,1.56832,5.78707,5.70819
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,19,0.676928,0.002522,3.46087,1.55699,5.77708,5.69731
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,20,0.679136,0.00248,3.46542,1.56726,5.79282,5.7143
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,21,0.674752,0.0027,3.46566,1.55754,5.77855,5.70065
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,22,0.76192,0.00245,3.46419,1.55744,5.86554,5.786
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,23,0.674848,0.0024,3.46215,1.55542,5.77219,5.69482
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,24,0.67504,0.0024,3.46352,1.57062,5.79346,5.71159
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,25,0.675648,0.00245,3.4697,1.56032,5.78883,5.70812
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,26,0.674048,0.00234,3.46489,1.55901,5.78097,5.70029
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,27,0.6736,0.00236,3.46383,1.55898,5.77609,5.69877
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,28,0.676448,0.00234,3.47131,1.55725,5.79652,5.70735
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,29,0.672736,0.00268,3.46893,1.55616,5.77707,5.70051
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,30,0.675328,0.0026,3.54536,1.57162,5.87681,5.7949
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,31,0.674848,0.00241,3.46281,1.55843,5.77796,5.6985
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,32,0.676064,0.00237,3.46509,1.55696,5.78402,5.70048
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,33,0.673472,0.00236,3.46608,1.55949,5.78008,5.7014
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,34,0.67712,0.00249,3.46357,1.56019,5.78158,5.70337
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,35,0.676768,0.00229,3.46417,1.56128,5.78536,5.70451
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,36,0.67392,0.00243,3.46507,1.55942,5.78003,5.70084
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,37,0.674464,0.0022,3.46327,1.55728,5.77249,5.69722
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,38,0.674944,0.00228,3.46391,1.55638,5.77782,5.69752
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,39,0.675264,0.00266,3.47179,1.5593,5.79164,5.70901
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,40,0.675136,0.00236,3.46843,1.56822,5.7915,5.71415
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,41,0.6744,0.00253,3.4688,1.56179,5.78728,5.70752
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,42,0.674368,0.00261,3.46739,1.55811,5.78453,5.70248
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,43,0.672896,0.002391,3.46476,1.55629,5.77513,5.69634
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,44,0.673152,0.00222,3.47072,1.5552,5.77948,5.70129
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,45,0.673536,0.002321,3.46766,1.55853,5.78054,5.70205
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,46,0.673344,0.00253,3.46262,1.56051,5.84064,5.69901
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,47,0.674592,0.002499,3.4614,1.5575,5.77473,5.696
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,48,0.674624,0.00247,3.46282,1.55882,5.77752,5.69873
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,49,0.67472,0.002389,3.52532,1.55987,5.84152,5.7623
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,50,0.675488,0.00243,3.46079,1.55904,5.7769,5.69775
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,51,0.675328,0.00231,3.46785,1.56301,5.78994,5.7085
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,52,0.675616,0.00251,3.47545,1.55549,5.78451,5.70906
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,53,0.675392,0.00239,3.46145,1.57779,5.79613,5.71702
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,54,0.676832,0.00245,3.46249,1.56163,5.7834,5.7034
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,55,0.673632,0.00244,3.45978,1.57638,5.78732,5.71224
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,56,0.677216,0.002511,3.4702,1.55978,5.78911,5.7097
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,57,0.675168,0.00226,3.46442,1.55469,5.77555,5.69654
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,58,0.672608,0.00237,3.46841,1.55309,5.77321,5.69648
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,59,0.67568,0.00244,3.46587,1.56432,5.78862,5.70831
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,60,0.674816,0.00227,3.46706,1.56224,5.78831,5.70639
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,61,0.674272,0.002449,3.46222,1.56102,5.77925,5.69997
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",384,62,0.67248,0.00227,3.46481,1.5593,5.77696,5.69886
