dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,0,0.075904,0.003131,0.060969,52.1897,263.74,52.3297
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,48,0.010624,0.00159,0.02477,0.023264,0.141149,0.060248
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,49,0.012576,0.00158,0.02595,0.023104,0.136058,0.06321
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,50,0.017376,0.00158,0.024039,0.023264,0.147268,0.066259
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,51,0.019072,0.001601,0.024419,0.024128,0.151268,0.06922
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,52,0.020288,0.00157,0.02401,0.021984,0.150089,0.067852
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,53,0.013952,0.00155,0.02467,0.022816,0.143698,0.062988
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,54,0.02256,0.00157,0.024149,0.022816,0.153578,0.071095
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,55,0.019712,0.00166,0.02429,0.021824,0.151358,0.067486
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,56,0.012864,0.00174,0.02417,0.021728,0.149418,0.060502
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,57,0.019328,0.00158,0.02376,0.024096,0.149819,0.068764
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,58,0.017184,0.00148,0.02426,0.025088,0.149608,0.068012
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,59,0.018976,0.00156,0.02421,0.02496,0.150988,0.069706
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,60,0.020224,0.00152,0.02403,0.024448,0.151979,0.070222
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,61,0.020928,0.001529,0.02449,0.021792,0.150398,0.068739
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,62,0.020064,0.00152,0.024069,0.022976,0.148559,0.068629
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,63,0.014816,0.00154,0.02519,0.024512,0.148018,0.066058
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,64,0.018144,0.00182,0.02411,0.02496,0.149949,0.069034
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,65,0.02064,0.00155,0.02384,0.023232,0.151648,0.069262
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,66,0.02128,0.00158,0.03043,0.021728,0.155849,0.075018
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,67,0.017568,0.00158,0.0218,0.023776,0.139028,0.064724
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,68,0.020896,0.00151,0.02421,0.024416,0.151568,0.071032
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,69,0.019264,0.001559,0.024739,0.0256,0.153138,0.071162
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,70,0.021344,0.00155,0.02394,0.022752,0.151519,0.069586
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,71,0.018272,0.00163,0.02381,0.023296,0.148319,0.067008
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,72,0.018592,0.00163,0.02425,0.023584,0.149468,0.068056
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,73,0.020896,0.00156,0.02492,0.023008,0.151748,0.070384
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",64,74,0.011584,0.00155,0.02452,0.02336,0.141079,0.061014
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,0,0.036352,0.001701,0.049059,0.045376,0.247337,0.132488
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,1,0.029792,0.00177,0.043988,0.04352,0.230158,0.11907
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,2,0.02832,0.00158,0.03932,0.043904,0.217188,0.113124
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,3,0.027392,0.00819,0.04315,0.043008,0.232907,0.12174
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,4,0.027488,0.00163,0.04356,0.043136,0.225627,0.115814
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,5,0.0272,0.001591,0.04308,0.043456,0.225627,0.115327
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,6,0.026176,0.00148,0.04255,0.042176,0.223357,0.112382
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,7,0.028352,0.001641,0.03874,0.044256,0.215807,0.112989
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,8,0.027104,0.00173,0.0431,0.043776,0.225327,0.11571
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,9,0.027264,0.00148,0.04248,0.043712,0.224347,0.114936
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,10,0.026976,0.001501,0.04299,0.0432,0.223958,0.114667
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,11,0.026848,0.001579,0.04317,0.044704,0.226397,0.116301
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,12,0.027232,0.00148,0.129648,0.04192,0.311887,0.20028
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,13,0.027136,0.00177,0.042649,0.041856,0.297747,0.113411
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,14,0.0264,0.00155,0.042878,0.044256,0.225008,0.115084
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,15,0.027328,0.001471,0.042439,0.041856,0.223218,0.113094
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,16,0.027616,0.00164,0.04295,0.042048,0.305866,0.114254
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,17,0.0336,0.00144,0.04299,0.041856,0.232127,0.119886
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,18,0.028576,0.001662,0.043319,0.042848,0.226887,0.116405
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,19,0.026496,0.00154,0.043178,0.0432,0.223328,0.114414
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,20,0.026464,0.00165,0.04265,0.043424,0.224118,0.114188
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,21,0.027296,0.00147,0.04295,0.044032,0.225798,0.115748
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,22,0.026976,0.001479,0.043629,0.044032,0.226368,0.116116
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,23,0.027104,0.00159,0.042909,0.043744,0.225267,0.115347
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,24,0.027872,0.00145,0.03842,0.043328,0.215068,0.11107
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,25,0.026432,0.00148,0.042498,0.043808,0.224287,0.114218
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,26,0.026912,0.00145,0.04714,0.042816,0.229188,0.118318
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,27,0.026848,0.00145,0.04417,0.043008,0.224597,0.115476
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,28,0.032992,0.00151,0.04243,0.043904,0.230507,0.120836
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,29,0.034016,0.001679,0.043439,0.04256,0.235748,0.121694
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,30,0.029856,0.00159,0.04316,0.04464,0.229238,0.119246
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,31,0.028928,0.001699,0.042559,0.042304,0.226447,0.11549
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,32,0.026304,0.00151,0.04282,0.043552,0.223487,0.114186
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,33,0.027264,0.00182,0.042549,0.043328,0.297677,0.114961
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,34,0.026304,0.00143,0.04235,0.04304,0.222637,0.113124
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,35,0.027648,0.001569,0.043299,0.043456,0.225468,0.115972
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,36,0.02976,0.00159,0.04368,0.042464,0.229867,0.117494
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,37,0.034688,0.00169,0.04268,0.042496,0.232157,0.121554
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,38,0.02688,0.00154,0.04296,0.043712,0.224957,0.115092
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,39,0.02656,0.00145,0.04238,0.042848,0.222738,0.113238
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,40,0.027968,0.001789,0.04397,0.043456,0.228057,0.117183
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,41,0.029152,0.001609,0.041938,0.04336,0.225707,0.116059
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,42,0.027712,0.00151,0.04192,0.043008,0.223188,0.11415
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,43,0.027776,0.00159,0.04315,0.042784,0.226057,0.1153
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,44,0.028384,0.00153,0.04251,0.043776,0.225387,0.1162
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,45,0.026464,0.001521,0.043709,0.04304,0.224628,0.114734
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,46,0.034176,0.00167,0.04218,0.042752,0.237297,0.120778
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,47,0.026816,0.00154,0.043389,0.042688,0.226367,0.114433
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,48,0.028992,0.00147,0.043269,0.043936,0.228458,0.117667
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,49,0.03376,0.00163,0.04298,0.04304,0.231267,0.12141
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,50,0.02592,0.001439,0.04274,0.043392,0.223367,0.113491
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,51,0.028736,0.00152,0.042588,0.042912,0.224587,0.115756
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,52,0.027232,0.00155,0.04241,0.043392,0.224608,0.114584
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,53,0.028224,0.00147,0.04312,0.043296,0.227627,0.11611
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,54,0.02848,0.001639,0.040659,0.044448,0.220058,0.115226
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,55,0.025696,0.001721,0.042819,0.043328,0.222788,0.113564
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,56,0.027552,0.001679,0.042348,0.042112,0.224958,0.113691
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,57,0.02624,0.001499,0.042859,0.042656,0.223597,0.113254
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,58,0.026912,0.00144,0.043249,0.042976,0.224048,0.114577
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,59,0.028384,0.001499,0.043499,0.04256,0.227578,0.115942
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,60,0.02704,0.00147,0.04255,0.042496,0.224697,0.113556
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,61,0.026176,0.00142,0.04266,0.044032,0.226877,0.114288
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,62,0.0256,0.00141,0.042979,0.044064,0.223677,0.114053
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,63,0.026432,0.001489,0.043418,0.04288,0.223018,0.114219
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,64,0.034656,0.001429,0.04211,0.043328,0.231367,0.121523
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,65,0.026112,0.00145,0.04324,0.043584,0.224678,0.114386
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,66,0.027328,0.001571,0.04286,0.043744,0.222637,0.115503
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,67,0.042112,0.00225,0.04996,0.045216,0.254528,0.139538
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,68,0.027296,0.00149,0.04309,0.042112,0.225878,0.113988
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,69,0.028256,0.001778,0.043619,0.044352,0.228907,0.118005
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,70,0.034432,0.001558,0.04252,0.042016,0.232007,0.120526
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,71,0.027328,0.0015,0.04254,0.0432,0.221638,0.114568
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,72,0.027232,0.00159,0.042369,0.043296,0.224188,0.114487
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,73,0.027584,0.001731,0.04353,0.04368,0.226108,0.116525
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",128,74,0.029408,0.00172,0.04301,0.042336,0.228567,0.116474
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,0,0.066144,0.00181,0.091969,0.065248,0.372946,0.225171
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,1,0.056352,0.00174,0.085958,0.06608,0.349766,0.21013
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,2,0.054304,0.00155,0.087179,0.065248,0.354796,0.208281
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,3,0.052032,0.00147,0.085838,0.064768,0.348516,0.204108
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,4,0.051136,0.001759,0.084689,0.064768,0.343746,0.202352
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,5,0.052416,0.00174,0.086509,0.063968,0.349186,0.204633
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,6,0.067328,0.00185,0.09117,0.065184,0.372666,0.225532
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,7,0.06704,0.00177,0.091339,0.066496,0.374136,0.226645
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,8,0.05104,0.00162,0.086999,0.065088,0.349536,0.204747
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,9,0.050304,0.001609,0.082499,0.065856,0.338316,0.200268
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,10,0.051456,0.00149,0.085769,0.064128,0.347806,0.202843
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,11,0.051008,0.001591,0.086989,0.063584,0.346116,0.203172
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,12,0.052416,0.00161,0.084738,0.063552,0.344346,0.202316
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,13,0.053024,0.00157,0.086309,0.064512,0.350256,0.205415
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,14,0.055872,0.001629,0.086879,0.064832,0.355196,0.209212
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,15,0.050144,0.00147,0.086419,0.065024,0.347647,0.203057
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,16,0.051072,0.00144,0.085319,0.064672,0.346546,0.202503
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,17,0.052704,0.00179,0.08572,0.064256,0.355196,0.20447
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,18,0.049632,0.001599,0.08648,0.064256,0.346546,0.201967
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,19,0.050368,0.001592,0.085849,0.064128,0.346656,0.201937
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,20,0.050208,0.00172,0.087059,0.064384,0.346466,0.203371
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,21,0.049536,0.001458,0.085539,0.064288,0.345336,0.200821
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,22,0.065696,0.00236,0.091809,0.066368,0.374596,0.226233
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,23,0.073376,0.001881,0.09135,0.065504,0.378926,0.232111
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,24,0.049792,0.00174,0.086879,0.064288,0.348776,0.202699
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,25,0.049792,0.00158,0.086079,0.064096,0.346206,0.201547
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,26,0.052768,0.00166,0.087398,0.064864,0.352006,0.20669
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,27,0.0504,0.00153,0.086658,0.064448,0.348016,0.203036
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,28,0.051104,0.00143,0.104549,0.063936,0.365706,0.221019
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,29,0.052352,0.001771,0.08689,0.06368,0.349186,0.204693
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,30,0.052192,0.00145,0.08659,0.064768,0.350556,0.205
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,31,0.050144,0.001431,0.086899,0.064096,0.346616,0.20257
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",192,32,0.069696,0.00194,0.091489,0.065184,0.375806,0.228309
