dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,float,uniform,CPU,"Ns | Ns",64,0,0.084704,0,0.072288,193.286,193.539,193.443
1,float,uniform,CPU,"Ns | Ns",512,6,0.020576,0,0.021079,0.007456,0.089479,0.049111
1,float,uniform,CPU,"Ns | Ns",512,7,0.022976,0,0.023379,0.00624,0.091999,0.052595
1,float,uniform,CPU,"Ns | Ns",512,8,0.020064,0,0.020859,0.007936,0.087079,0.048859
1,float,uniform,CPU,"Ns | Ns",512,9,0.01984,0,0.024389,0.009088,0.091859,0.053317
1,float,uniform,CPU,"Ns | Ns",512,10,0.02672,0,0.021779,0.008032,0.095509,0.056531
1,float,uniform,CPU,"Ns | Ns",512,11,0.021728,0,0.02222,0.00816,0.08951,0.052108
1,float,uniform,CPU,"Ns | Ns",512,12,0.018464,0,0.02202,0.00672,0.084779,0.047204
1,float,uniform,CPU,"Ns | Ns",512,13,0.01936,0,0.02178,0.006272,0.084048,0.047412
1,float,uniform,CPU,"Ns | Ns",512,14,0.01952,0,0.02199,0.0064,0.084789,0.04791
1,float,uniform,CPU,"Ns | Ns",512,15,0.019808,0,0.0218,0.00784,0.086739,0.049448
1,float,uniform,CPU,"Ns | Ns",512,16,0.021088,0,0.022741,0.008288,0.091349,0.052117
1,float,uniform,CPU,"Ns | Ns",512,17,0.019552,0,0.02095,0.006464,0.085729,0.046966
1,float,uniform,CPU,"Ns | Ns",512,18,0.018624,0,0.021289,0.006944,0.085429,0.046857
1,float,uniform,CPU,"Ns | Ns",512,19,0.018688,0,0.0175,0.013856,0.081079,0.050044
1,float,uniform,CPU,"Ns | Ns",512,20,0.022592,0,0.022769,0.007968,0.091549,0.053329
1,float,uniform,CPU,"Ns | Ns",512,21,0.0192,0,0.02153,0.008352,0.086539,0.049082
1,float,uniform,CPU,"Ns | Ns",512,22,0.019552,0,0.02126,0.008288,0.087739,0.0491
1,float,uniform,CPU,"Ns | Ns",512,23,0.018848,0,0.02085,0.0064,0.082609,0.046098
1,float,uniform,CPU,"Ns | Ns",512,24,0.018528,0,0.02087,0.006464,0.083159,0.045862
1,float,uniform,CPU,"Ns | Ns",512,25,0.020288,0,0.02099,0.006976,0.084088,0.048254
1,float,uniform,CPU,"Ns | Ns",512,26,0.01888,0,0.017441,0.00912,0.076269,0.045441
1,float,uniform,CPU,"Ns | Ns",512,27,0.017888,0,0.02081,0.006368,0.082139,0.045066
1,float,uniform,CPU,"Ns | Ns",512,28,0.019424,0,0.020979,0.006144,0.083679,0.046547
1,float,uniform,CPU,"Ns | Ns",512,29,0.018944,0,0.0208,0.006016,0.084139,0.04576
1,float,uniform,CPU,"Ns | Ns",512,30,0.020768,0,0.021111,0.008288,0.090719,0.050167
1,float,uniform,CPU,"Ns | Ns",512,31,0.01984,0,0.02185,0.00816,0.08849,0.04985
1,float,uniform,CPU,"Ns | Ns",512,32,0.02064,0,0.02224,0.00768,0.090879,0.05056
1,float,uniform,CPU,"Ns | Ns",512,33,0.02256,0,0.02069,0.007776,0.090759,0.051026
1,float,uniform,CPU,"Ns | Ns",512,34,0.020768,0,0.02295,0.006976,0.090169,0.050694
1,float,uniform,CPU,"Ns | Ns",512,35,0.01968,0,0.02078,0.0072,0.085499,0.04766
1,float,uniform,CPU,"Ns | Ns",512,36,0.018976,0,0.02056,0.008064,0.08538,0.0476
1,float,uniform,CPU,"Ns | Ns",512,37,0.0192,0,0.021859,0.006656,0.085759,0.047715
1,float,uniform,CPU,"Ns | Ns",512,38,0.0208,0,0.02208,0.008576,0.088879,0.051456
1,float,uniform,CPU,"Ns | Ns",512,39,0.018336,0,0.018239,0.007744,0.074079,0.044319
1,float,uniform,CPU,"Ns | Ns",512,40,0.018816,0,0.022149,0.00688,0.085819,0.047845
1,float,uniform,CPU,"Ns | Ns",512,41,0.020384,0,0.022239,0.006496,0.086589,0.049119
1,float,uniform,CPU,"Ns | Ns",512,42,0.01968,0,0.02193,0.0064,0.085269,0.04801
1,float,uniform,CPU,"Ns | Ns",512,43,0.020448,0,0.02199,0.006464,0.087139,0.048902
1,float,uniform,CPU,"Ns | Ns",512,44,0.019776,0,0.021459,0.006368,0.086659,0.047603
1,float,uniform,CPU,"Ns | Ns",512,45,0.01904,0,0.02193,0.00816,0.087068,0.04913
1,float,uniform,CPU,"Ns | Ns",512,46,0.01984,0,0.02093,0.007904,0.08493,0.048674
1,float,uniform,CPU,"Ns | Ns",512,47,0.020896,0,0.0224,0.006912,0.089739,0.050208
1,float,uniform,CPU,"Ns | Ns",512,48,0.019744,0,0.02137,0.008384,0.092839,0.049498
1,float,uniform,CPU,"Ns | Ns",512,49,0.019232,0,0.02076,0.006464,0.205337,0.046456
1,float,uniform,CPU,"Ns | Ns",512,50,0.018688,0,0.02112,0.006336,0.082749,0.046144
1,float,uniform,CPU,"Ns | Ns",512,51,0.018464,0,0.01711,0.007744,0.074279,0.043318
1,float,uniform,CPU,"Ns | Ns",512,52,0.019168,0,0.01703,0.009568,0.07638,0.045766
1,float,uniform,CPU,"Ns | Ns",512,53,0.019872,0,0.02105,0.005536,0.08301,0.046458
1,float,uniform,CPU,"Ns | Ns",512,54,0.018752,0,0.0206,0.006592,0.081559,0.045944
1,float,uniform,CPU,"Ns | Ns",512,55,0.017856,0,0.02102,0.005632,0.08241,0.044508
1,float,uniform,CPU,"Ns | Ns",512,56,0.01952,0,0.02083,0.006592,0.08527,0.046942
1,float,uniform,CPU,"Ns | Ns",512,57,0.020768,0,0.021589,0.008032,0.090559,0.050389
1,float,uniform,CPU,"Ns | Ns",512,58,0.01936,0,0.0212,0.006464,0.083808,0.047024
1,float,uniform,CPU,"Ns | Ns",512,59,0.021888,0,0.02209,0.006784,0.088459,0.050762
1,float,uniform,CPU,"Ns | Ns",512,60,0.020704,0,0.02091,0.00656,0.087299,0.048174
1,float,uniform,CPU,"Ns | Ns",512,61,0.02224,0,0.02359,0.007104,0.092729,0.052934
1,float,uniform,CPU,"Ns | Ns",512,62,0.020192,0,0.02094,0.008864,0.08781,0.049996
1,float,uniform,CPU,"Ns | Ns",512,63,0.018592,0,0.02118,0.00848,0.087239,0.048252
1,float,uniform,CPU,"Ns | Ns",512,64,0.020768,0,0.02209,0.006496,0.086459,0.049354
1,float,uniform,CPU,"Ns | Ns",512,65,0.021024,0,0.020059,0.00848,0.085039,0.049563
1,float,uniform,CPU,"Ns | Ns",512,66,0.018592,0,0.02222,0.008032,0.086828,0.048844
1,float,uniform,CPU,"Ns | Ns",512,67,0.019168,0,0.02224,0.005792,0.085179,0.0472
1,float,uniform,CPU,"Ns | Ns",512,68,0.019136,0,0.02217,0.006464,0.084869,0.04777
1,float,uniform,CPU,"Ns | Ns",512,69,0.019776,0,0.021299,0.0064,0.082619,0.047475
1,float,uniform,CPU,"Ns | Ns",512,70,0.021536,0,0.02285,0.00848,0.09659,0.052866
1,float,uniform,CPU,"Ns | Ns",512,71,0.021056,0,0.022429,0.0088,0.092779,0.052285
1,float,uniform,CPU,"Ns | Ns",512,72,0.019456,0,0.02152,0.0072,0.085068,0.048176
1,float,uniform,CPU,"Ns | Ns",512,73,0.018752,0,0.02089,0.006528,0.083369,0.04617
1,float,uniform,CPU,"Ns | Ns",512,74,0.019424,0,0.022449,0.00784,0.089869,0.049713
