dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,float,uniform,CPU,"Ns | Ns",64,0,0.084704,0,0.072288,193.286,193.539,193.443
1,float,uniform,CPU,"Ns | Ns",64,34,0.018432,0,0.02051,0.008064,0.084608,0.047006
1,float,uniform,CPU,"Ns | Ns",64,35,0.019008,0,0.02071,0.007808,0.094898,0.047526
1,float,uniform,CPU,"Ns | Ns",64,36,0.019552,0,0.02089,0.007808,0.086069,0.04825
1,float,uniform,CPU,"Ns | Ns",64,37,0.01792,0,0.0201,0.007744,0.082589,0.045764
1,float,uniform,CPU,"Ns | Ns",64,38,0.018624,0,0.020189,0.0064,0.081289,0.045213
1,float,uniform,CPU,"Ns | Ns",64,39,0.018304,0,0.02036,0.007776,0.083859,0.04644
1,float,uniform,CPU,"Ns | Ns",64,40,0.020384,0,0.02066,0.006624,0.084719,0.047668
1,float,uniform,CPU,"Ns | Ns",64,41,0.0192,0,0.01738,0.007968,0.075309,0.044548
1,float,uniform,CPU,"Ns | Ns",64,42,0.021088,0,0.021359,0.00576,0.083649,0.048207
1,float,uniform,CPU,"Ns | Ns",64,43,0.021472,0,0.02119,0.007232,0.089838,0.049894
1,float,uniform,CPU,"Ns | Ns",64,44,0.021184,0,0.02241,0.007328,0.090228,0.050922
1,float,uniform,CPU,"Ns | Ns",64,45,0.020288,0,0.02181,0.007488,0.088419,0.049586
1,float,uniform,CPU,"Ns | Ns",64,46,0.018848,0,0.02037,0.009152,0.083969,0.04837
1,float,uniform,CPU,"Ns | Ns",64,47,0.018752,0,0.02167,0.009216,0.087519,0.049638
1,float,uniform,CPU,"Ns | Ns",64,48,0.018656,0,0.02143,0.006592,0.084479,0.046678
1,float,uniform,CPU,"Ns | Ns",64,49,0.021856,0,0.02304,0.006944,0.09025,0.05184
1,float,uniform,CPU,"Ns | Ns",64,50,0.018976,0,0.02176,0.007872,0.086009,0.048608
1,float,uniform,CPU,"Ns | Ns",64,51,0.01968,0,0.021359,0.004864,0.085249,0.045903
1,float,uniform,CPU,"Ns | Ns",64,52,0.0192,0,0.021719,0.00672,0.084909,0.047639
1,float,uniform,CPU,"Ns | Ns",64,53,0.020288,0,0.0213,0.00864,0.087909,0.050228
1,float,uniform,CPU,"Ns | Ns",64,54,0.02096,0,0.02224,0.006496,0.088989,0.049696
1,float,uniform,CPU,"Ns | Ns",64,55,0.018688,0,0.02084,0.006432,0.081209,0.04596
1,float,uniform,CPU,"Ns | Ns",64,56,0.025088,0,0.02098,0.008352,0.092339,0.05442
1,float,uniform,CPU,"Ns | Ns",64,57,0.018912,0,0.020949,0.006976,0.085789,0.046837
1,float,uniform,CPU,"Ns | Ns",64,58,0.018912,0,0.022119,0.00704,0.085459,0.048071
1,float,uniform,CPU,"Ns | Ns",64,59,0.018752,0,0.02135,0.007904,0.085179,0.048006
1,float,uniform,CPU,"Ns | Ns",64,60,0.019424,0,0.02043,0.006272,0.081219,0.046126
1,float,uniform,CPU,"Ns | Ns",64,61,0.018112,0,0.01862,0.007744,0.077239,0.044476
1,float,uniform,CPU,"Ns | Ns",64,62,0.018848,0,0.020221,0.007712,0.083319,0.046781
1,float,uniform,CPU,"Ns | Ns",64,63,0.023936,0,0.020929,0.006176,0.086899,0.051041
1,float,uniform,CPU,"Ns | Ns",64,64,0.017696,0,0.020219,0.006272,0.081269,0.044187
1,float,uniform,CPU,"Ns | Ns",64,65,0.018112,0,0.02016,0.006336,0.080629,0.044608
1,float,uniform,CPU,"Ns | Ns",64,66,0.018848,0,0.020491,0.007328,0.084539,0.046667
1,float,uniform,CPU,"Ns | Ns",64,67,0.019072,0,0.02092,0.006784,0.084709,0.046776
1,float,uniform,CPU,"Ns | Ns",64,68,0.020064,0,0.02127,0.007232,0.085759,0.048566
1,float,uniform,CPU,"Ns | Ns",64,69,0.019296,0,0.02204,0.008096,0.087599,0.049432
1,float,uniform,CPU,"Ns | Ns",64,70,0.022048,0,0.021439,0.00704,0.089079,0.050527
1,float,uniform,CPU,"Ns | Ns",64,71,0.021664,0,0.02252,0.006752,0.089789,0.050936
1,float,uniform,CPU,"Ns | Ns",64,72,0.020032,0,0.02149,0.006976,0.088109,0.048498
1,float,uniform,CPU,"Ns | Ns",64,73,0.018112,0,0.01694,0.008,0.073129,0.043052
1,float,uniform,CPU,"Ns | Ns",64,74,0.019552,0,0.01805,0.008192,0.076639,0.045794
1,float,uniform,CPU,"Ns | Ns",128,0,0.024256,0,0.032939,0.014368,0.117278,0.071563
1,float,uniform,CPU,"Ns | Ns",128,1,0.0208,0,0.0252,0.007136,0.090259,0.053136
1,float,uniform,CPU,"Ns | Ns",128,2,0.018848,0,0.0217,0.0064,0.085459,0.046948
1,float,uniform,CPU,"Ns | Ns",128,3,0.019968,0,0.023148,0.006176,0.088899,0.049292
1,float,uniform,CPU,"Ns | Ns",128,4,0.020032,0,0.021629,0.006848,0.086299,0.048509
1,float,uniform,CPU,"Ns | Ns",128,5,0.019392,0,0.01827,0.007552,0.07643,0.045214
1,float,uniform,CPU,"Ns | Ns",128,6,0.02016,0,0.02206,0.005728,0.093009,0.047948
1,float,uniform,CPU,"Ns | Ns",128,7,0.019968,0,0.021929,0.005824,0.085959,0.047721
1,float,uniform,CPU,"Ns | Ns",128,8,0.021344,0,0.02163,0.00592,0.088339,0.048894
1,float,uniform,CPU,"Ns | Ns",128,9,0.019008,0,0.02118,0.00592,0.084259,0.046108
1,float,uniform,CPU,"Ns | Ns",128,10,0.01888,0,0.02112,0.00576,0.084039,0.04576
1,float,uniform,CPU,"Ns | Ns",128,11,0.020416,0,0.02106,0.006432,0.085649,0.047908
1,float,uniform,CPU,"Ns | Ns",128,12,0.021056,0,0.022049,0.006816,0.087749,0.049921
1,float,uniform,CPU,"Ns | Ns",128,13,0.0224,0,0.02083,0.006112,0.086519,0.049342
1,float,uniform,CPU,"Ns | Ns",128,14,0.018848,0,0.02051,0.005664,0.083399,0.045022
1,float,uniform,CPU,"Ns | Ns",128,15,0.01792,0,0.02393,0.006304,0.085619,0.048154
1,float,uniform,CPU,"Ns | Ns",128,16,0.017888,0,0.02067,0.006144,0.083879,0.044702
1,float,uniform,CPU,"Ns | Ns",128,17,0.020064,0,0.021091,0.00608,0.084109,0.047235
1,float,uniform,CPU,"Ns | Ns",128,18,0.018496,0,0.01645,0.007392,0.072699,0.042338
1,float,uniform,CPU,"Ns | Ns",128,19,0.019488,0,0.02059,0.006208,0.08433,0.046286
1,float,uniform,CPU,"Ns | Ns",128,20,0.019424,0,0.0206,0.005632,0.083219,0.045656
1,float,uniform,CPU,"Ns | Ns",128,21,0.020032,0,0.02118,0.0064,0.086439,0.047612
1,float,uniform,CPU,"Ns | Ns",128,22,0.021536,0,0.02092,0.006112,0.084519,0.048568
1,float,uniform,CPU,"Ns | Ns",128,23,0.01984,0,0.022499,0.006336,0.092729,0.048675
1,float,uniform,CPU,"Ns | Ns",128,24,0.021792,0,0.02199,0.007776,0.092569,0.051558
1,float,uniform,CPU,"Ns | Ns",128,25,0.022432,0,0.02244,0.006304,0.091079,0.051176
1,float,uniform,CPU,"Ns | Ns",128,26,0.020512,0,0.02119,0.007008,0.087829,0.04871
1,float,uniform,CPU,"Ns | Ns",128,27,0.017696,0,0.02042,0.006112,0.081009,0.044228
1,float,uniform,CPU,"Ns | Ns",128,28,0.019872,0,0.02164,0.006496,0.085949,0.048008
1,float,uniform,CPU,"Ns | Ns",128,29,0.019392,0,0.021479,0.005888,0.085369,0.046759
1,float,uniform,CPU,"Ns | Ns",128,30,0.020448,0,0.022201,0.007712,0.089029,0.050361
1,float,uniform,CPU,"Ns | Ns",128,31,0.019808,0,0.02225,0.006048,0.085619,0.048106
1,float,uniform,CPU,"Ns | Ns",128,32,0.01936,0,0.02183,0.005824,0.084809,0.047014
1,float,uniform,CPU,"Ns | Ns",128,33,0.019456,0,0.02101,0.00576,0.082929,0.046226
1,float,uniform,CPU,"Ns | Ns",128,34,0.020608,0,0.022431,0.00656,0.088489,0.049599
1,float,uniform,CPU,"Ns | Ns",128,35,0.019552,0,0.02103,0.005952,0.086629,0.046534
1,float,uniform,CPU,"Ns | Ns",128,36,0.019904,0,0.0215,0.006272,0.085629,0.047676
1,float,uniform,CPU,"Ns | Ns",128,37,0.023552,0,0.02092,0.005248,0.086079,0.04972
1,float,uniform,CPU,"Ns | Ns",128,38,0.01888,0,0.02169,0.006944,0.086659,0.047514
1,float,uniform,CPU,"Ns | Ns",128,39,0.020128,0,0.02186,0.007936,0.088249,0.049924
1,float,uniform,CPU,"Ns | Ns",128,40,0.018016,0,0.02056,0.005984,0.082699,0.04456
1,float,uniform,CPU,"Ns | Ns",128,41,0.018272,0,0.02068,0.005632,0.082099,0.044584
1,float,uniform,CPU,"Ns | Ns",128,42,0.018656,0,0.0168,0.007744,0.07539,0.0432
1,float,uniform,CPU,"Ns | Ns",128,43,0.017024,0,0.017,0.007712,0.074609,0.041736
1,float,uniform,CPU,"Ns | Ns",128,44,0.0208,0,0.0211,0.005344,0.084659,0.047244
1,float,uniform,CPU,"Ns | Ns",128,45,0.026848,0,0.02078,0.00624,0.090639,0.053868
1,float,uniform,CPU,"Ns | Ns",128,46,0.018112,0,0.02046,0.097632,0.174069,0.136204
1,float,uniform,CPU,"Ns | Ns",128,47,0.019168,0,0.02078,0.00656,0.084349,0.046508
1,float,uniform,CPU,"Ns | Ns",128,48,0.020544,0,0.021049,0.006208,0.087939,0.047801
1,float,uniform,CPU,"Ns | Ns",128,49,0.01856,0,0.02138,0.005984,0.083729,0.045924
1,float,uniform,CPU,"Ns | Ns",128,50,0.02144,0,0.02178,0.006144,0.087439,0.049364
1,float,uniform,CPU,"Ns | Ns",128,51,0.020448,0,0.02061,0.007136,0.088169,0.048194
1,float,uniform,CPU,"Ns | Ns",128,52,0.02176,0,0.02267,0.006272,0.090709,0.050702
1,float,uniform,CPU,"Ns | Ns",128,53,0.020064,0,0.02095,0.006688,0.086929,0.047702
1,float,uniform,CPU,"Ns | Ns",128,54,0.018304,0,0.021279,0.006528,0.085139,0.046111
1,float,uniform,CPU,"Ns | Ns",128,55,0.02,0,0.02199,0.006016,0.084569,0.048006
1,float,uniform,CPU,"Ns | Ns",128,56,0.019808,0,0.02408,0.00768,0.085129,0.051568
1,float,uniform,CPU,"Ns | Ns",128,57,0.019168,0,0.02154,0.006432,0.084589,0.04714
1,float,uniform,CPU,"Ns | Ns",128,58,0.018784,0,0.02187,0.005664,0.0849,0.046318
1,float,uniform,CPU,"Ns | Ns",128,59,0.0184,0,0.02178,0.006112,0.084149,0.046292
1,float,uniform,CPU,"Ns | Ns",128,60,0.01904,0,0.02058,0.005952,0.083089,0.045572
1,float,uniform,CPU,"Ns | Ns",128,61,0.020864,0,0.02216,0.005888,0.087659,0.048912
1,float,uniform,CPU,"Ns | Ns",128,62,0.021472,0,0.0214,0.005856,0.089559,0.048728
1,float,uniform,CPU,"Ns | Ns",128,63,0.019616,0,0.02129,0.00576,0.083619,0.046666
1,float,uniform,CPU,"Ns | Ns",128,64,0.018848,0,0.02074,0.005056,0.081949,0.044644
1,float,uniform,CPU,"Ns | Ns",128,65,0.019008,0,0.02202,0.006592,0.093829,0.04762
1,float,uniform,CPU,"Ns | Ns",128,66,0.020288,0,0.02196,0.006432,0.085919,0.04868
1,float,uniform,CPU,"Ns | Ns",128,67,0.018848,0,0.02065,0.006016,0.083379,0.045514
1,float,uniform,CPU,"Ns | Ns",128,68,0.018752,0,0.02057,0.005632,0.08237,0.044954
1,float,uniform,CPU,"Ns | Ns",128,69,0.018304,0,0.01676,0.007872,0.073879,0.042936
1,float,uniform,CPU,"Ns | Ns",128,70,0.017696,0,0.020519,0.006176,0.081959,0.044391
1,float,uniform,CPU,"Ns | Ns",128,71,0.019776,0,0.021069,0.00592,0.084049,0.046765
1,float,uniform,CPU,"Ns | Ns",128,72,0.018624,0,0.02048,0.005728,0.08231,0.044832
1,float,uniform,CPU,"Ns | Ns",128,73,0.019008,0,0.02054,0.005632,0.082359,0.04518
1,float,uniform,CPU,"Ns | Ns",128,74,0.020416,0,0.02149,0.00656,0.087119,0.048466
1,float,uniform,CPU,"Ns | Ns",192,0,0.024352,0,0.032979,0.013824,0.122709,0.071155
1,float,uniform,CPU,"Ns | Ns",192,1,0.01968,0,0.021679,0.006912,0.091479,0.048271
1,float,uniform,CPU,"Ns | Ns",192,2,0.021504,0,0.02248,0.007328,0.087448,0.051312
1,float,uniform,CPU,"Ns | Ns",192,3,0.01792,0,0.02172,0.008192,0.084669,0.047832
1,float,uniform,CPU,"Ns | Ns",192,4,0.019168,0,0.02093,0.007488,0.085049,0.047586
1,float,uniform,CPU,"Ns | Ns",192,5,0.018528,0,0.02102,0.006336,0.082889,0.045884
1,float,uniform,CPU,"Ns | Ns",192,6,0.019136,0,0.02635,0.006432,0.089489,0.051918
1,float,uniform,CPU,"Ns | Ns",192,7,0.019104,0,0.02134,0.006528,0.084119,0.046972
1,float,uniform,CPU,"Ns | Ns",192,8,0.018848,0,0.020739,0.00688,0.083589,0.046467
1,float,uniform,CPU,"Ns | Ns",192,9,0.01888,0,0.020919,0.008096,0.084429,0.047895
1,float,uniform,CPU,"Ns | Ns",192,10,0.0192,0,0.02066,0.0064,0.083009,0.04626
1,float,uniform,CPU,"Ns | Ns",192,11,0.0224,0,0.02159,0.006816,0.089059,0.050806
1,float,uniform,CPU,"Ns | Ns",192,12,0.021536,0,0.021471,0.006784,0.087619,0.049791
1,float,uniform,CPU,"Ns | Ns",192,13,0.019584,0,0.02242,0.007776,0.087819,0.04978
1,float,uniform,CPU,"Ns | Ns",192,14,0.019936,0,0.114609,0.00624,0.179768,0.140785
1,float,uniform,CPU,"Ns | Ns",192,15,0.02368,0,0.02272,0.00672,0.091129,0.05312
1,float,uniform,CPU,"Ns | Ns",192,16,0.020672,0,0.02154,0.007392,0.088119,0.049604
1,float,uniform,CPU,"Ns | Ns",192,17,0.020256,0,0.02107,0.008864,0.087008,0.05019
1,float,uniform,CPU,"Ns | Ns",192,18,0.022112,0,0.021789,0.007264,0.088679,0.051165
1,float,uniform,CPU,"Ns | Ns",192,19,0.018432,0,0.02201,0.006656,0.08452,0.047098
1,float,uniform,CPU,"Ns | Ns",192,20,0.0208,0,0.02255,0.006752,0.086939,0.050102
1,float,uniform,CPU,"Ns | Ns",192,21,0.0184,0,0.01782,0.007648,0.076209,0.043868
1,float,uniform,CPU,"Ns | Ns",192,22,0.023584,0,0.02226,0.006624,0.089879,0.052468
1,float,uniform,CPU,"Ns | Ns",192,23,0.01888,0,0.022299,0.006432,0.086039,0.047611
1,float,uniform,CPU,"Ns | Ns",192,24,0.019008,0,0.02177,0.007776,0.086439,0.048554
1,float,uniform,CPU,"Ns | Ns",192,25,0.020224,0,0.02241,0.008352,0.090808,0.050986
1,float,uniform,CPU,"Ns | Ns",192,26,0.019616,0,0.02141,0.007904,0.085939,0.04893
1,float,uniform,CPU,"Ns | Ns",192,27,0.018848,0,0.02128,0.006176,0.082869,0.046304
1,float,uniform,CPU,"Ns | Ns",192,28,0.019584,0,0.021719,0.006688,0.085909,0.047991
1,float,uniform,CPU,"Ns | Ns",192,29,0.020128,0,0.02201,0.007648,0.087759,0.049786
1,float,uniform,CPU,"Ns | Ns",192,30,0.018592,0,0.021569,0.007744,0.084819,0.047905
1,float,uniform,CPU,"Ns | Ns",192,31,0.019584,0,0.02099,0.01424,0.092709,0.054814
1,float,uniform,CPU,"Ns | Ns",192,32,0.017824,0,0.0274,0.008288,0.091089,0.053512
1,float,uniform,CPU,"Ns | Ns",192,33,0.018848,0,0.02093,0.006272,0.082629,0.04605
1,float,uniform,CPU,"Ns | Ns",192,34,0.019104,0,0.018399,0.007776,0.075829,0.045279
1,float,uniform,CPU,"Ns | Ns",192,35,0.018752,0,0.020959,0.007936,0.085189,0.047647
1,float,uniform,CPU,"Ns | Ns",192,36,0.021888,0,0.021089,0.00656,0.086279,0.049537
1,float,uniform,CPU,"Ns | Ns",192,37,0.018048,0,0.02064,0.006304,0.081959,0.044992
1,float,uniform,CPU,"Ns | Ns",192,38,0.019104,0,0.02156,0.00736,0.086459,0.048024
1,float,uniform,CPU,"Ns | Ns",192,39,0.019872,0,0.02115,0.008544,0.088299,0.049566
1,float,uniform,CPU,"Ns | Ns",192,40,0.02032,0,0.02209,0.008672,0.08883,0.051082
1,float,uniform,CPU,"Ns | Ns",192,41,0.020992,0,0.02166,0.00912,0.089589,0.051772
1,float,uniform,CPU,"Ns | Ns",192,42,0.022304,0,0.02301,0.007104,0.09367,0.052418
1,float,uniform,CPU,"Ns | Ns",192,43,0.020544,0,0.02186,0.007712,0.094779,0.050116
1,float,uniform,CPU,"Ns | Ns",192,44,0.01952,0,0.02116,0.115584,0.193747,0.156264
1,float,uniform,CPU,"Ns | Ns",192,45,0.018368,0,0.02153,0.008416,0.086009,0.048314
1,float,uniform,CPU,"Ns | Ns",192,46,0.020352,0,0.02179,0.005568,0.085679,0.04771
1,float,uniform,CPU,"Ns | Ns",192,47,0.01984,0,0.01841,0.008096,0.078039,0.046346
1,float,uniform,CPU,"Ns | Ns",192,48,0.019392,0,0.02212,0.008992,0.087659,0.050504
1,float,uniform,CPU,"Ns | Ns",192,49,0.021792,0,0.02277,0.007264,0.089228,0.051826
1,float,uniform,CPU,"Ns | Ns",192,50,0.019776,0,0.022599,0.007104,0.087309,0.049479
1,float,uniform,CPU,"Ns | Ns",192,51,0.019808,0,0.0226,0.0088,0.087879,0.051208
1,float,uniform,CPU,"Ns | Ns",192,52,0.020544,0,0.021649,0.006944,0.087199,0.049137
1,float,uniform,CPU,"Ns | Ns",192,53,0.019008,0,0.02188,0.008608,0.089099,0.049496
1,float,uniform,CPU,"Ns | Ns",192,54,0.01792,0,0.021469,0.007776,0.084349,0.047165
1,float,uniform,CPU,"Ns | Ns",192,55,0.019584,0,0.02196,0.005856,0.086959,0.0474
1,float,uniform,CPU,"Ns | Ns",192,56,0.020256,0,0.022479,0.007616,0.088269,0.050351
1,float,uniform,CPU,"Ns | Ns",192,57,0.017856,0,0.02164,0.008608,0.085509,0.048104
1,float,uniform,CPU,"Ns | Ns",192,58,0.019584,0,0.021099,0.005664,0.083439,0.046347
1,float,uniform,CPU,"Ns | Ns",192,59,0.018752,0,0.017719,0.007328,0.076979,0.043799
1,float,uniform,CPU,"Ns | Ns",192,60,0.023008,0,0.020739,0.006944,0.086739,0.050691
1,float,uniform,CPU,"Ns | Ns",192,61,0.01984,0,0.02141,0.00864,0.086729,0.04989
1,float,uniform,CPU,"Ns | Ns",192,62,0.017888,0,0.020909,0.008512,0.084749,0.047309
1,float,uniform,CPU,"Ns | Ns",192,63,0.019232,0,0.02114,0.006592,0.084439,0.046964
1,float,uniform,CPU,"Ns | Ns",192,64,0.019136,0,0.02123,0.008512,0.087039,0.048878
1,float,uniform,CPU,"Ns | Ns",192,65,0.019872,0,0.021899,0.006272,0.087879,0.048043
1,float,uniform,CPU,"Ns | Ns",192,66,0.01904,0,0.02189,0.005568,0.083119,0.046498
1,float,uniform,CPU,"Ns | Ns",192,67,0.020448,0,0.02271,0.00864,0.090919,0.051798
1,float,uniform,CPU,"Ns | Ns",192,68,0.019456,0,0.021309,0.007232,0.087339,0.047997
1,float,uniform,CPU,"Ns | Ns",192,69,0.020672,0,0.02341,0.007104,0.091259,0.051186
1,float,uniform,CPU,"Ns | Ns",192,70,0.019392,0,0.02147,0.007584,0.08751,0.048446
1,float,uniform,CPU,"Ns | Ns",192,71,0.01952,0,0.020969,0.007456,0.085229,0.047945
1,float,uniform,CPU,"Ns | Ns",192,72,0.018944,0,0.01781,0.007744,0.075549,0.044498
1,float,uniform,CPU,"Ns | Ns",192,73,0.019104,0,0.02207,0.007168,0.086599,0.048342
1,float,uniform,CPU,"Ns | Ns",192,74,0.019072,0,0.022269,0.006912,0.085769,0.048253
1,float,uniform,CPU,"Ns | Ns",256,0,0.034304,0,0.03328,0.015584,0.130488,0.083168
1,float,uniform,CPU,"Ns | Ns",256,1,0.027904,0,0.02164,0.010496,0.099319,0.06004
1,float,uniform,CPU,"Ns | Ns",256,2,0.01904,0,0.02098,0.007904,0.085739,0.047924
1,float,uniform,CPU,"Ns | Ns",256,3,0.02096,0,0.02111,0.007776,0.087569,0.049846
1,float,uniform,CPU,"Ns | Ns",256,4,0.019456,0,0.018569,0.009472,0.079969,0.047497
1,float,uniform,CPU,"Ns | Ns",256,5,0.018304,0,0.020999,0.009408,0.086579,0.048711
1,float,uniform,CPU,"Ns | Ns",256,6,0.018848,0,0.020879,0.008576,0.087159,0.048303
1,float,uniform,CPU,"Ns | Ns",256,7,0.018368,0,0.020519,0.006656,0.082849,0.045543
1,float,uniform,CPU,"Ns | Ns",256,8,0.01808,0,0.02063,0.009152,0.087299,0.047862
1,float,uniform,CPU,"Ns | Ns",256,9,0.019488,0,0.021139,0.008384,0.086759,0.049011
1,float,uniform,CPU,"Ns | Ns",256,10,0.021984,0,0.0208,0.00816,0.088169,0.050944
1,float,uniform,CPU,"Ns | Ns",256,11,0.018912,0,0.02056,0.008416,0.084099,0.047888
1,float,uniform,CPU,"Ns | Ns",256,12,0.0192,0,0.02051,0.007072,0.083809,0.046782
1,float,uniform,CPU,"Ns | Ns",256,13,0.01984,0,0.02095,0.006976,0.084749,0.047766
1,float,uniform,CPU,"Ns | Ns",256,14,0.020096,0,0.021729,0.006144,0.088039,0.047969
1,float,uniform,CPU,"Ns | Ns",256,15,0.018912,0,0.021769,0.008448,0.087569,0.049129
1,float,uniform,CPU,"Ns | Ns",256,16,0.01888,0,0.02164,0.007936,0.086499,0.048456
1,float,uniform,CPU,"Ns | Ns",256,17,0.021344,0,0.018879,0.008032,0.082659,0.048255
1,float,uniform,CPU,"Ns | Ns",256,18,0.020672,0,0.02152,0.006848,0.088889,0.04904
1,float,uniform,CPU,"Ns | Ns",256,19,0.017792,0,0.021219,0.009888,0.086999,0.048899
1,float,uniform,CPU,"Ns | Ns",256,20,0.019072,0,0.021049,0.007072,0.084409,0.047193
1,float,uniform,CPU,"Ns | Ns",256,21,0.025472,0,0.02158,0.008064,0.092908,0.055116
1,float,uniform,CPU,"Ns | Ns",256,22,0.021152,0,0.0225,0.008128,0.089839,0.05178
1,float,uniform,CPU,"Ns | Ns",256,23,0.02,0,0.0214,0.006112,0.088339,0.047512
1,float,uniform,CPU,"Ns | Ns",256,24,0.02032,0,0.02266,0.00688,0.086659,0.04986
1,float,uniform,CPU,"Ns | Ns",256,25,0.020448,0,0.021819,0.00608,0.087289,0.048347
1,float,uniform,CPU,"Ns | Ns",256,26,0.019552,0,0.021719,0.008224,0.087409,0.049495
1,float,uniform,CPU,"Ns | Ns",256,27,0.020576,0,0.02216,0.006752,0.088409,0.049488
1,float,uniform,CPU,"Ns | Ns",256,28,0.019648,0,0.02136,0.008864,0.088159,0.049872
1,float,uniform,CPU,"Ns | Ns",256,29,0.018112,0,0.02107,0.008576,0.086249,0.047758
1,float,uniform,CPU,"Ns | Ns",256,30,0.01984,0,0.02083,0.009856,0.092419,0.050526
1,float,uniform,CPU,"Ns | Ns",256,31,0.019648,0,0.02202,0.00704,0.087249,0.048708
1,float,uniform,CPU,"Ns | Ns",256,32,0.017888,0,0.02133,0.007072,0.083639,0.04629
1,float,uniform,CPU,"Ns | Ns",256,33,0.019936,0,0.02074,0.008768,0.087579,0.049444
1,float,uniform,CPU,"Ns | Ns",256,34,0.022464,0,0.02063,0.007904,0.089579,0.050998
1,float,uniform,CPU,"Ns | Ns",256,35,0.017888,0,0.02062,0.008352,0.085249,0.04686
1,float,uniform,CPU,"Ns | Ns",256,36,0.019328,0,0.02132,0.008896,0.086119,0.049544
1,float,uniform,CPU,"Ns | Ns",256,37,0.018752,0,0.02054,0.005728,0.081209,0.04502
1,float,uniform,CPU,"Ns | Ns",256,38,0.017664,0,0.0203,0.006624,0.081049,0.044588
1,float,uniform,CPU,"Ns | Ns",256,39,0.019008,0,0.02065,0.006208,0.082729,0.045866
