dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"D | D | D | D | N | D",64,0,0.0744,0.00249,0.08893,200.723,200.998,200.889
3,float,uniform,GPU,"D | D | D | D | N | D",128,10,0.027296,0.00164,0.118709,0.019872,0.220467,0.167517
3,float,uniform,GPU,"D | D | D | D | N | D",128,11,0.0296,0.00165,0.11856,0.02032,0.224917,0.17013
3,float,uniform,GPU,"D | D | D | D | N | D",128,12,0.026912,0.001549,0.117329,0.020256,0.220307,0.166046
3,float,uniform,GPU,"D | D | D | D | N | D",128,13,0.026304,0.00166,0.117209,0.019328,0.218218,0.164501
3,float,uniform,GPU,"D | D | D | D | N | D",128,14,0.027296,0.00162,0.117629,0.019296,0.219158,0.165841
3,float,uniform,GPU,"D | D | D | D | N | D",128,15,0.027488,0.001699,0.164918,0.019808,0.268797,0.213913
3,float,uniform,GPU,"D | D | D | D | N | D",128,16,0.035104,0.001559,0.116959,0.019296,0.227228,0.172918
3,float,uniform,GPU,"D | D | D | D | N | D",128,17,0.028416,0.00162,0.115749,0.021472,0.216128,0.167257
3,float,uniform,GPU,"D | D | D | D | N | D",128,18,0.033504,0.001432,0.117259,0.019168,0.225238,0.171363
3,float,uniform,GPU,"D | D | D | D | N | D",128,19,0.027264,0.00155,0.117189,0.019008,0.218557,0.165011
3,float,uniform,GPU,"D | D | D | D | N | D",128,20,0.027808,0.00164,0.124829,0.020704,0.229188,0.174981
3,float,uniform,GPU,"D | D | D | D | N | D",128,21,0.034816,0.001479,0.10953,0.020864,0.213297,0.166689
3,float,uniform,GPU,"D | D | D | D | N | D",128,22,0.026464,0.00175,0.117418,0.020064,0.219398,0.165696
3,float,uniform,GPU,"D | D | D | D | N | D",128,23,0.027424,0.001529,0.118168,0.020096,0.220318,0.167217
3,float,uniform,GPU,"D | D | D | D | N | D",128,24,0.026528,0.00148,0.117638,0.018432,0.218878,0.164078
3,float,uniform,GPU,"D | D | D | D | N | D",128,25,0.027136,0.001511,0.117249,0.01824,0.218038,0.164136
3,float,uniform,GPU,"D | D | D | D | N | D",128,26,0.025888,0.00161,0.116679,0.019008,0.217427,0.163185
3,float,uniform,GPU,"D | D | D | D | N | D",128,27,0.026784,0.0015,0.120338,0.017792,0.220998,0.166414
3,float,uniform,GPU,"D | D | D | D | N | D",128,28,0.0272,0.00152,0.117728,0.020768,0.220248,0.167216
3,float,uniform,GPU,"D | D | D | D | N | D",128,29,0.027072,0.00149,0.118529,0.019616,0.221008,0.166707
3,float,uniform,GPU,"D | D | D | D | N | D",128,30,0.02576,0.00163,0.117999,0.020352,0.218758,0.165741
3,float,uniform,GPU,"D | D | D | D | N | D",128,31,0.02672,0.001581,0.118379,0.018624,0.219608,0.165304
3,float,uniform,GPU,"D | D | D | D | N | D",128,32,0.026848,0.00148,0.116858,0.019488,0.218467,0.164674
3,float,uniform,GPU,"D | D | D | D | N | D",128,33,0.026464,0.00168,0.117519,0.018208,0.218887,0.163871
3,float,uniform,GPU,"D | D | D | D | N | D",128,34,0.027136,0.00156,0.117248,0.020192,0.218757,0.166136
3,float,uniform,GPU,"D | D | D | D | N | D",128,35,0.025856,0.00155,0.116448,0.019296,0.216598,0.16315
3,float,uniform,GPU,"D | D | D | D | N | D",128,36,0.02672,0.00167,0.117099,0.020896,0.218877,0.166385
3,float,uniform,GPU,"D | D | D | D | N | D",128,37,0.034464,0.001569,0.189468,0.020096,0.300417,0.245597
3,float,uniform,GPU,"D | D | D | D | N | D",128,38,0.026304,0.00159,0.118289,0.0208,0.220257,0.166983
3,float,uniform,GPU,"D | D | D | D | N | D",128,39,0.026368,0.00153,0.117768,0.018432,0.217768,0.164098
3,float,uniform,GPU,"D | D | D | D | N | D",128,40,0.025824,0.001631,0.118439,0.019616,0.218608,0.16551
3,float,uniform,GPU,"D | D | D | D | N | D",128,41,0.027456,0.00182,0.118338,0.020864,0.221718,0.168478
3,float,uniform,GPU,"D | D | D | D | N | D",128,42,0.027296,0.00153,0.117489,0.02048,0.220077,0.166795
3,float,uniform,GPU,"D | D | D | D | N | D",128,43,0.025696,0.001539,0.117579,0.018112,0.216617,0.162926
3,float,uniform,GPU,"D | D | D | D | N | D",128,44,0.026816,0.00164,0.117349,0.019104,0.217207,0.164909
3,float,uniform,GPU,"D | D | D | D | N | D",128,45,0.033216,0.00151,0.116989,0.01856,0.224057,0.170275
3,float,uniform,GPU,"D | D | D | D | N | D",128,46,0.027168,0.001529,0.117668,0.019456,0.218648,0.165821
3,float,uniform,GPU,"D | D | D | D | N | D",128,47,0.02576,0.00157,0.118138,0.019744,0.218278,0.165212
3,float,uniform,GPU,"D | D | D | D | N | D",128,48,0.026432,0.001509,0.265728,0.019296,0.367275,0.312965
3,float,uniform,GPU,"D | D | D | D | N | D",128,49,0.03392,0.0016,0.117968,0.020128,0.227927,0.173616
3,float,uniform,GPU,"D | D | D | D | N | D",128,50,0.033568,0.00155,0.117078,0.019456,0.225358,0.171652
3,float,uniform,GPU,"D | D | D | D | N | D",128,51,0.027712,0.001571,0.117699,0.019936,0.219987,0.166918
3,float,uniform,GPU,"D | D | D | D | N | D",128,52,0.026464,0.001619,0.117338,0.01776,0.217378,0.163181
3,float,uniform,GPU,"D | D | D | D | N | D",128,53,0.026304,0.00155,0.116649,0.019552,0.217078,0.164055
3,float,uniform,GPU,"D | D | D | D | N | D",128,54,0.033504,0.001561,0.116549,0.019424,0.224177,0.171038
3,float,uniform,GPU,"D | D | D | D | N | D",128,55,0.026528,0.00152,0.117609,0.020256,0.219257,0.165913
3,float,uniform,GPU,"D | D | D | D | N | D",128,56,0.026048,0.00164,0.115829,0.019168,0.221858,0.162685
3,float,uniform,GPU,"D | D | D | D | N | D",128,57,0.041504,0.002249,0.128489,0.028416,0.256857,0.200658
3,float,uniform,GPU,"D | D | D | D | N | D",128,58,0.026528,0.00168,0.118058,0.019712,0.218818,0.165978
3,float,uniform,GPU,"D | D | D | D | N | D",128,59,0.027776,0.00153,0.117667,0.019392,0.220087,0.166365
3,float,uniform,GPU,"D | D | D | D | N | D",128,60,0.026528,0.0016,0.116999,0.020192,0.219067,0.165319
3,float,uniform,GPU,"D | D | D | D | N | D",128,61,0.025728,0.00173,0.117188,0.020224,0.218018,0.16487
3,float,uniform,GPU,"D | D | D | D | N | D",128,62,0.033152,0.001491,0.118419,0.018848,0.346576,0.17191
3,float,uniform,GPU,"D | D | D | D | N | D",128,63,0.026368,0.00151,0.11692,0.018304,0.217357,0.163102
3,float,uniform,GPU,"D | D | D | D | N | D",128,64,0.034912,0.00155,0.116329,0.018336,0.224508,0.171127
3,float,uniform,GPU,"D | D | D | D | N | D",128,65,0.034336,0.00149,0.203359,0.02,0.314066,0.259185
3,float,uniform,GPU,"D | D | D | D | N | D",128,66,0.027072,0.00151,0.118569,0.020608,0.221508,0.167759
3,float,uniform,GPU,"D | D | D | D | N | D",128,67,0.025856,0.0015,0.112078,0.02176,0.209857,0.161194
3,float,uniform,GPU,"D | D | D | D | N | D",128,68,0.02592,0.0015,0.117439,0.01968,0.217738,0.164539
3,float,uniform,GPU,"D | D | D | D | N | D",128,69,0.033632,0.00154,0.117588,0.019808,0.226538,0.172568
3,float,uniform,GPU,"D | D | D | D | N | D",128,70,0.026016,0.00147,0.11846,0.019456,0.218117,0.165402
3,float,uniform,GPU,"D | D | D | D | N | D",128,71,0.027584,0.001729,0.117997,0.020192,0.221987,0.167502
3,float,uniform,GPU,"D | D | D | D | N | D",128,72,0.049504,0.002101,0.128008,0.026624,0.260167,0.206237
3,float,uniform,GPU,"D | D | D | D | N | D",128,73,0.034528,0.00157,0.119398,0.020352,0.228787,0.175848
3,float,uniform,GPU,"D | D | D | D | N | D",128,74,0.026496,0.00159,0.117249,0.019584,0.219187,0.164919
3,float,uniform,GPU,"D | D | D | D | N | D",192,0,0.068448,0.00176,0.325796,0.053504,0.504424,0.449508
3,float,uniform,GPU,"D | D | D | D | N | D",192,1,0.051264,0.0015,0.317906,0.047232,0.472085,0.417902
3,float,uniform,GPU,"D | D | D | D | N | D",192,2,0.066592,0.00176,0.325266,0.052096,0.500694,0.445714
3,float,uniform,GPU,"D | D | D | D | N | D",192,3,0.056032,0.00157,0.319295,0.05072,0.483214,0.427617
3,float,uniform,GPU,"D | D | D | D | N | D",192,4,0.050816,0.001381,0.317817,0.045536,0.469185,0.41555
3,float,uniform,GPU,"D | D | D | D | N | D",192,5,0.049888,0.0014,0.310156,0.04816,0.458095,0.409604
3,float,uniform,GPU,"D | D | D | D | N | D",192,6,0.052736,0.00153,0.317845,0.049024,0.482865,0.421135
3,float,uniform,GPU,"D | D | D | D | N | D",192,7,0.049536,0.00155,0.318317,0.043616,0.465285,0.413019
3,float,uniform,GPU,"D | D | D | D | N | D",192,8,0.067456,0.0019,0.324506,0.051008,0.500355,0.44487
3,float,uniform,GPU,"D | D | D | D | N | D",192,9,0.061984,0.0016,0.318187,0.048608,0.480225,0.430379
3,float,uniform,GPU,"D | D | D | D | N | D",192,10,0.056064,0.00171,0.323497,0.049504,0.486284,0.430775
3,float,uniform,GPU,"D | D | D | D | N | D",192,11,0.053088,0.00159,0.310048,0.049504,0.462354,0.41423
3,float,uniform,GPU,"D | D | D | D | N | D",192,12,0.068992,0.001859,0.324856,0.051552,0.503074,0.447259
3,float,uniform,GPU,"D | D | D | D | N | D",192,13,0.054752,0.00201,0.319245,0.048224,0.479295,0.424231
3,float,uniform,GPU,"D | D | D | D | N | D",192,14,0.050016,0.00163,0.317708,0.047072,0.470745,0.416426
3,float,uniform,GPU,"D | D | D | D | N | D",192,15,0.05184,0.00153,0.315687,0.047392,0.468855,0.416449
3,float,uniform,GPU,"D | D | D | D | N | D",192,16,0.059904,0.00165,0.323376,0.049568,0.489305,0.434498
3,float,uniform,GPU,"D | D | D | D | N | D",192,17,0.065216,0.001751,0.323716,0.051168,0.496395,0.441851
3,float,uniform,GPU,"D | D | D | D | N | D",192,18,0.056384,0.00184,0.320517,0.050112,0.483494,0.428853
3,float,uniform,GPU,"D | D | D | D | N | D",192,19,0.069216,0.001871,0.324477,0.052704,0.504454,0.448268
3,float,uniform,GPU,"D | D | D | D | N | D",192,20,0.06704,0.00191,0.324566,0.051584,0.499005,0.4451
3,float,uniform,GPU,"D | D | D | D | N | D",192,21,0.05536,0.0016,0.320357,0.048608,0.481895,0.425925
3,float,uniform,GPU,"D | D | D | D | N | D",192,22,0.05888,0.001679,0.323416,0.04992,0.487455,0.433895
3,float,uniform,GPU,"D | D | D | D | N | D",192,23,0.053184,0.00141,0.319567,0.046976,0.481475,0.421137
3,float,uniform,GPU,"D | D | D | D | N | D",192,24,0.065952,0.00179,0.324337,0.051968,0.498404,0.444047
3,float,uniform,GPU,"D | D | D | D | N | D",192,25,0.061248,0.001541,0.323256,0.051328,0.491144,0.437373
3,float,uniform,GPU,"D | D | D | D | N | D",192,26,0.053728,0.001529,0.316786,0.048416,0.473894,0.420459
3,float,uniform,GPU,"D | D | D | D | N | D",192,27,0.06656,0.00178,0.324466,0.050336,0.497885,0.443142
3,float,uniform,GPU,"D | D | D | D | N | D",192,28,0.061344,0.001622,0.322097,0.051008,0.489994,0.436071
3,float,uniform,GPU,"D | D | D | D | N | D",192,29,0.052416,0.00181,0.318076,0.049376,0.476665,0.421678
3,float,uniform,GPU,"D | D | D | D | N | D",192,30,0.058944,0.00167,0.320127,0.051136,0.486255,0.431877
3,float,uniform,GPU,"D | D | D | D | N | D",192,31,0.050112,0.001429,0.318017,0.047104,0.470925,0.416662
3,float,uniform,GPU,"D | D | D | D | N | D",192,32,0.065088,0.0018,0.323115,0.049664,0.494344,0.439667
3,float,uniform,GPU,"D | D | D | D | N | D",192,33,0.057984,0.001559,0.318875,0.050688,0.481654,0.429106
3,float,uniform,GPU,"D | D | D | D | N | D",192,34,0.066752,0.00188,0.325885,0.0528,0.501624,0.447317
3,float,uniform,GPU,"D | D | D | D | N | D",192,35,0.052512,0.00155,0.319287,0.049728,0.477894,0.423077
3,float,uniform,GPU,"D | D | D | D | N | D",192,36,0.058048,0.001649,0.320617,0.050752,0.485125,0.431066
3,float,uniform,GPU,"D | D | D | D | N | D",192,37,0.053504,0.00151,0.318437,0.048032,0.476535,0.421483
3,float,uniform,GPU,"D | D | D | D | N | D",192,38,0.066304,0.00173,0.323737,0.052704,0.498155,0.444475
3,float,uniform,GPU,"D | D | D | D | N | D",192,39,0.050784,0.001721,0.317438,0.04896,0.545194,0.418903
3,float,uniform,GPU,"D | D | D | D | N | D",192,40,0.050272,0.001461,0.318706,0.047712,0.473905,0.418151
3,float,uniform,GPU,"D | D | D | D | N | D",192,41,0.050368,0.00141,0.318126,0.045824,0.469755,0.415728
3,float,uniform,GPU,"D | D | D | D | N | D",192,42,0.064,0.00179,0.322318,0.05216,0.492905,0.440268
3,float,uniform,GPU,"D | D | D | D | N | D",192,43,0.050848,0.001569,0.318606,0.048416,0.473474,0.419439
3,float,uniform,GPU,"D | D | D | D | N | D",192,44,0.050112,0.001552,0.320346,0.047904,0.474524,0.419914
3,float,uniform,GPU,"D | D | D | D | N | D",192,45,0.067872,0.00197,0.324566,0.052288,0.501335,0.446696
3,float,uniform,GPU,"D | D | D | D | N | D",192,46,0.05664,0.00152,0.322046,0.049984,0.485375,0.43019
3,float,uniform,GPU,"D | D | D | D | N | D",192,47,0.065568,0.001819,0.325967,0.051808,0.499064,0.445162
3,float,uniform,GPU,"D | D | D | D | N | D",192,48,0.053344,0.00179,0.311036,0.050656,0.467614,0.416826
3,float,uniform,GPU,"D | D | D | D | N | D",192,49,0.051456,0.001591,0.316255,0.04768,0.470835,0.416982
3,float,uniform,GPU,"D | D | D | D | N | D",192,50,0.050432,0.00161,0.317146,0.045792,0.469775,0.41498
3,float,uniform,GPU,"D | D | D | D | N | D",192,51,0.04912,0.00148,0.317177,0.048384,0.470505,0.416161
3,float,uniform,GPU,"D | D | D | D | N | D",192,52,0.050848,0.00147,0.317077,0.045408,0.467744,0.414803
3,float,uniform,GPU,"D | D | D | D | N | D",192,53,0.049952,0.00136,0.314826,0.045504,0.465555,0.411642
3,float,uniform,GPU,"D | D | D | D | N | D",192,54,0.050144,0.001519,0.316387,0.045664,0.469074,0.413714
3,float,uniform,GPU,"D | D | D | D | N | D",192,55,0.06672,0.001879,0.325556,0.052256,0.501554,0.446411
3,float,uniform,GPU,"D | D | D | D | N | D",192,56,0.050848,0.00185,0.317467,0.048992,0.473674,0.419157
3,float,uniform,GPU,"D | D | D | D | N | D",192,57,0.056288,0.00156,0.319207,0.046784,0.478404,0.423839
3,float,uniform,GPU,"D | D | D | D | N | D",192,58,0.053952,0.00146,0.312007,0.047712,0.463655,0.415131
3,float,uniform,GPU,"D | D | D | D | N | D",192,59,0.055776,0.001591,0.319427,0.047264,0.478284,0.424058
3,float,uniform,GPU,"D | D | D | D | N | D",192,60,0.064736,0.00177,0.326046,0.053856,0.500784,0.446408
3,float,uniform,GPU,"D | D | D | D | N | D",192,61,0.066752,0.00178,0.324417,0.052448,0.499834,0.445397
3,float,uniform,GPU,"D | D | D | D | N | D",192,62,0.065696,0.00181,0.325067,0.051168,0.498955,0.443741
3,float,uniform,GPU,"D | D | D | D | N | D",192,63,0.05104,0.00167,0.318826,0.04688,0.472845,0.418416
3,float,uniform,GPU,"D | D | D | D | N | D",192,64,0.05424,0.00154,0.320235,0.048288,0.481665,0.424303
3,float,uniform,GPU,"D | D | D | D | N | D",192,65,0.063456,0.00171,0.322617,0.051808,0.494214,0.439591
3,float,uniform,GPU,"D | D | D | D | N | D",192,66,0.058592,0.00171,0.319756,0.050688,0.483845,0.430746
3,float,uniform,GPU,"D | D | D | D | N | D",192,67,0.062944,0.00173,0.322907,0.051712,0.496245,0.439293
3,float,uniform,GPU,"D | D | D | D | N | D",192,68,0.062464,0.0024,0.324138,0.04896,0.493335,0.437962
3,float,uniform,GPU,"D | D | D | D | N | D",192,69,0.058464,0.00183,0.320456,0.0464,0.482324,0.42715
3,float,uniform,GPU,"D | D | D | D | N | D",192,70,0.05584,0.001519,0.320966,0.049664,0.484215,0.427989
3,float,uniform,GPU,"D | D | D | D | N | D",192,71,0.05344,0.0014,0.315257,0.0488,0.471235,0.418897
3,float,uniform,GPU,"D | D | D | D | N | D",192,72,0.063104,0.0018,0.324207,0.051264,0.495914,0.440375
3,float,uniform,GPU,"D | D | D | D | N | D",192,73,0.050496,0.00146,0.316737,0.04752,0.471115,0.416213
3,float,uniform,GPU,"D | D | D | D | N | D",192,74,0.060736,0.0018,0.322666,0.050976,0.492235,0.436178
3,float,uniform,GPU,"D | D | D | D | N | D",256,0,0.14912,0.002099,0.647923,0.107648,0.963819,0.90679
3,float,uniform,GPU,"D | D | D | D | N | D",256,1,0.160992,0.00191,0.658443,0.106816,0.984558,0.928161
3,float,uniform,GPU,"D | D | D | D | N | D",256,2,0.158176,0.00195,0.657923,0.105376,0.980319,0.923425
3,float,uniform,GPU,"D | D | D | D | N | D",256,3,0.158976,0.00177,0.654912,0.106752,0.986129,0.92241
3,float,uniform,GPU,"D | D | D | D | N | D",256,4,0.154368,0.002019,0.654983,0.104192,0.970349,0.915562
3,float,uniform,GPU,"D | D | D | D | N | D",256,5,0.158976,0.002171,0.659423,0.107488,0.986329,0.928058
3,float,uniform,GPU,"D | D | D | D | N | D",256,6,0.157952,0.00179,0.659713,0.106304,0.982839,0.925759
3,float,uniform,GPU,"D | D | D | D | N | D",256,7,0.161024,0.002011,0.661142,0.106976,0.988479,0.931153
