dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",64,0,0.28256,0.00298,0.177599,215.534,216.12,215.997
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,11,1.56195,0.00166,0.528474,0.094848,2.24306,2.18693
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,12,1.51869,0.00164,0.532084,0.09584,2.20425,2.14825
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,13,1.56755,0.001631,0.527944,0.096032,2.24804,2.19316
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,14,1.56832,0.00165,0.530194,0.096448,2.25136,2.19661
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,15,1.57171,0.00169,0.527272,0.096384,2.25252,2.19706
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,16,1.5137,0.00174,0.528425,0.099456,2.19874,2.14332
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,17,1.53366,0.001941,0.529054,0.095584,2.2159,2.16024
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,18,1.5185,0.00177,0.525995,0.099328,2.19638,2.14559
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,19,1.69603,0.00201,0.546404,0.10592,2.42931,2.35037
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,20,1.55674,0.00223,0.545834,0.105632,2.29057,2.21043
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,21,1.5696,0.00167,0.530193,0.09808,2.25555,2.19954
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,22,1.5376,0.00172,0.533303,0.097344,2.22926,2.16997
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,23,1.5329,0.00165,0.535093,0.09504,2.21974,2.16468
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,24,1.52909,0.00168,0.530064,0.0968,2.21195,2.15763
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,25,1.51901,0.001611,0.551844,0.0944,2.2194,2.16686
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,26,1.57274,0.00204,0.546234,0.104896,2.30634,2.22591
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,27,1.52531,0.00175,0.530865,0.09776,2.2119,2.15569
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,28,1.53728,0.00179,0.529314,0.097632,2.22059,2.16602
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,29,1.56512,0.00172,0.528674,0.098848,2.24878,2.19436
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,30,1.52707,0.00173,0.527703,0.095808,2.20851,2.15231
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,31,1.57098,0.00161,0.530064,0.097312,2.25472,2.19996
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,32,1.52426,0.00173,0.530305,0.096096,2.20621,2.15239
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,33,1.60154,0.0018,0.530154,0.095136,2.28319,2.22863
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,34,1.51955,0.001729,0.526855,0.096864,2.19618,2.145
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,35,1.55216,0.00179,0.529574,0.098496,2.23872,2.18202
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,36,1.56154,0.0018,0.528455,0.096288,2.24263,2.18808
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,37,1.52403,0.00163,0.529782,0.096608,2.20708,2.15205
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,38,1.52042,0.00188,0.529114,0.097184,2.20418,2.14859
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,39,1.53437,0.00166,0.531134,0.096736,2.21829,2.1639
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,40,1.51149,0.001659,0.529724,0.096128,2.195,2.139
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,41,1.62394,0.00167,0.532103,0.096352,2.30816,2.25406
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,42,1.57712,0.00164,0.528584,0.095776,2.25674,2.20312
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,43,1.53267,0.001541,0.523545,0.099136,2.20599,2.15689
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,44,1.54826,0.00184,0.529325,0.096064,2.22987,2.17549
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,45,1.60566,0.00175,0.529964,0.09808,2.29278,2.23546
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,46,1.5456,0.00169,0.530364,0.098272,2.23216,2.17593
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,47,1.5312,0.00182,0.530655,0.09632,2.21609,2.15999
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,48,1.54602,0.001609,0.525734,0.100416,2.22395,2.17377
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,49,1.52928,0.00172,0.529964,0.09456,2.21174,2.15552
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,50,1.52166,0.00163,0.528974,0.09664,2.20182,2.14891
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,51,1.5601,0.00172,0.531864,0.095392,2.24608,2.18907
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,52,1.52675,0.00165,0.528444,0.095744,2.20751,2.15259
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,53,1.53021,0.00171,0.529973,0.096576,2.21258,2.15847
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,54,1.51709,0.001719,0.528634,0.097856,2.19937,2.1453
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,55,1.52458,0.00177,0.525044,0.098624,2.20384,2.15001
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,56,1.51789,0.00172,0.530754,0.097664,2.20386,2.14803
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,57,1.57174,0.001879,0.529735,0.098816,2.28649,2.20217
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,58,1.53405,0.0016,0.529024,0.097888,2.21713,2.16256
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,59,1.54102,0.00223,0.547274,0.105344,2.27745,2.19587
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,60,1.59267,0.001591,0.529404,0.096384,2.27231,2.22005
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,61,1.52435,0.00178,0.531624,0.097184,2.21101,2.15494
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,62,1.63549,0.00203,0.545124,0.104608,2.36399,2.28725
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,63,1.55485,0.00168,0.532414,0.097408,2.24493,2.18635
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,64,1.53888,0.00165,0.530375,0.097472,2.22222,2.16838
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,65,1.54301,0.00187,0.529605,0.09808,2.22965,2.17256
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,66,1.51741,0.00166,0.528885,0.096,2.20045,2.14395
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,67,1.52506,0.001731,0.522934,0.099872,2.19737,2.14959
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,68,1.57376,0.00207,0.545414,0.105568,2.30598,2.22681
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,69,1.5288,0.00171,0.531244,0.096672,2.21368,2.15843
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,70,1.51286,0.001539,0.536283,0.095232,2.20164,2.14592
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,71,1.52726,0.00186,0.538004,0.106272,2.23772,2.1734
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,72,1.52426,0.00164,0.527394,0.096448,2.20249,2.14974
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,73,1.55709,0.001589,0.529944,0.096736,2.24118,2.18536
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",128,74,1.53392,0.001811,0.523404,0.097632,2.20523,2.15677
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,0,5.97869,0.0025,1.83958,0.336832,8.24,8.1576
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,1,5.59811,0.002131,1.81113,0.334304,7.81011,7.74568
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,2,5.5063,0.002091,1.8182,0.33248,7.72309,7.65907
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,3,5.50384,0.00212,1.81362,0.333952,7.71925,7.65353
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,4,5.50083,0.00223,1.81305,0.333888,7.71794,7.65
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,5,5.55069,0.00204,1.82448,0.334144,7.77837,7.71135
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,6,5.76742,0.00234,1.82694,0.337152,8.00165,7.93386
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,7,5.51139,0.002121,1.81445,0.33344,7.72815,7.6614
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,8,5.68688,0.002,1.81255,0.335776,7.90413,7.83721
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,9,5.44128,0.00199,1.8111,0.3344,7.65096,7.58877
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,10,5.51011,0.00213,1.81648,0.3344,7.73012,7.66312
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,11,5.59296,0.00225,1.8139,0.333184,7.80881,7.74229
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,12,5.47555,0.00197,1.81447,0.334656,7.69186,7.62665
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,13,5.48205,0.00222,1.81022,0.334176,7.69243,7.62866
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,14,5.78333,0.001949,1.81348,0.335296,8.00086,7.93405
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,15,5.52874,0.00193,1.82512,0.331808,7.75449,7.68759
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,16,5.6273,0.00204,1.81762,0.33456,7.84801,7.78152
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,17,5.77811,0.002009,1.82662,0.333824,8.00782,7.94057
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,18,5.55462,0.002059,1.81851,0.333184,7.77711,7.70838
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,19,5.49152,0.00191,1.8266,0.334272,7.72017,7.6543
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,20,5.4809,0.00221,1.81105,0.335136,7.69447,7.62929
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,21,5.49158,0.00195,1.81523,0.33456,7.71313,7.64332
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,22,5.5353,0.001811,1.81381,0.333056,7.74929,7.68397
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,23,5.56518,0.002031,1.82178,0.339488,7.79612,7.72848
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,24,5.54957,0.00192,1.81629,0.336032,7.76735,7.70381
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,25,5.4951,0.00169,1.82106,0.336096,7.71865,7.65395
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,26,5.55347,0.00208,1.81643,0.337088,7.77626,7.70907
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,27,5.87123,0.00221,1.81413,0.332672,8.08485,8.02024
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,28,5.47142,0.00238,1.82434,0.336992,7.70088,7.63513
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,29,5.48714,0.00196,1.81206,0.333632,7.69802,7.63479
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,30,5.42768,0.002378,1.82602,0.335392,7.66232,7.59147
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,31,5.94819,0.00218,1.81874,0.333248,8.16659,8.10236
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,32,5.49846,0.00201,1.81892,0.334112,7.71963,7.6535
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,33,5.54518,0.00208,1.81319,0.333376,7.75941,7.69383
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,34,5.58576,0.0019,1.82332,0.33568,7.81136,7.74666
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,35,5.68019,0.00212,1.82536,0.333248,7.9069,7.84092
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,36,5.39824,0.00202,1.81764,0.335136,7.61656,7.55303
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,37,5.99078,0.00219,1.8242,0.336896,8.23974,8.15407
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,38,5.57645,0.002059,1.8112,0.334336,7.78828,7.72404
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,39,5.54531,0.00181,1.81422,0.333152,7.7573,7.69449
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,40,5.50749,0.00193,1.82094,0.334784,7.7309,7.66514
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,41,5.49296,0.002109,1.81209,0.332352,7.705,7.63951
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,42,5.6568,0.00219,1.81268,0.331296,7.86746,7.80297
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,43,5.46589,0.001961,1.81413,0.334144,7.69451,7.61612
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,44,5.62362,0.00219,1.81355,0.333344,7.83867,7.7727
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,45,5.51904,0.002021,1.81204,0.334112,7.73096,7.66721
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,46,5.5001,0.0019,1.81292,0.33168,7.71268,7.6466
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,47,5.5041,0.00208,1.82506,0.335648,7.73516,7.66688
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,48,5.52378,0.002069,1.82728,0.335136,7.75345,7.68826
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,49,5.48813,0.0019,1.82096,0.336416,7.71,7.6474
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,50,5.50986,0.0022,1.82288,0.336928,7.73791,7.67186
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,51,5.60752,0.00211,1.82432,0.335104,7.83544,7.76905
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,52,5.55706,0.00186,1.81678,0.334496,7.7748,7.71019
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,53,5.48438,0.002059,1.82353,0.337344,7.71533,7.64732
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,54,5.46589,0.00187,1.81711,0.33616,7.68753,7.62103
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,55,5.48886,0.00206,1.81485,0.333632,7.70734,7.63941
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,56,5.68531,0.00222,1.83428,0.339264,7.946,7.86108
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,57,5.51872,0.002259,1.81816,0.33456,7.74201,7.6737
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,58,5.4839,0.00229,1.81176,0.3312,7.69676,7.62915
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,59,5.51853,0.00203,1.81496,0.336448,7.73815,7.67197
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,60,5.55664,0.002159,1.82311,0.333344,7.78317,7.71525
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,61,5.53366,0.00221,1.8121,0.332864,7.74412,7.68084
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,62,5.5632,0.00205,1.8121,0.330528,7.77296,7.70788
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,63,5.48624,0.00215,1.81747,0.336352,7.70899,7.64221
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,64,5.51533,0.002,1.82035,0.336096,7.73909,7.67377
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,65,5.54768,0.00192,1.81465,0.332832,7.76245,7.69708
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,66,5.57955,0.002069,1.81875,0.333088,7.79941,7.73346
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,67,5.93632,0.00246,1.82743,0.337088,8.18873,8.1033
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",192,68,5.54739,0.001869,1.81019,0.33536,7.75946,7.69481
