dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,0,185.309,0.0025,0.136729,52.1264,237.676,237.574
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,31,0.016544,0.00147,0.116129,0.01552,0.204028,0.149663
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,32,0.016576,0.00156,0.11681,0.013472,0.202918,0.148418
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,33,0.01648,0.00147,0.116109,0.015936,0.202428,0.149995
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,34,0.015328,0.00156,0.116649,0.014752,0.203449,0.148289
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,35,0.01584,0.00156,0.115848,0.01312,0.202168,0.146368
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,36,0.0088,0.00148,0.118808,0.013984,0.197308,0.143072
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,37,0.019776,0.00163,0.117238,0.014752,0.206858,0.153396
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,38,0.015968,0.00152,0.123789,0.014112,0.209018,0.155389
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,39,0.015008,0.00153,0.116739,0.01312,0.202588,0.146397
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,40,0.009568,0.001571,0.11754,0.014656,0.197138,0.143335
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,41,0.010528,0.00156,0.116468,0.014624,0.196009,0.14318
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,42,0.015424,0.001469,0.117369,0.014368,0.202447,0.14863
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,43,0.016096,0.00145,0.11621,0.013088,0.202138,0.146844
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,44,0.009824,0.00155,0.117099,0.015744,0.197988,0.144217
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,45,0.017024,0.00148,0.116068,0.015488,0.203408,0.15006
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,46,0.011168,0.00153,0.11671,0.016256,0.198947,0.145664
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,47,0.015264,0.001461,0.1157,0.013856,0.200698,0.146281
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,48,0.016864,0.00151,0.116508,0.014432,0.203428,0.149314
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,49,0.016608,0.00145,0.116009,0.014592,0.201629,0.148659
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,50,0.013984,0.00147,0.113799,0.014464,0.197088,0.143717
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,51,0.009344,0.00155,0.116189,0.014464,0.194769,0.141547
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,52,0.014176,0.00151,0.210609,0.01536,0.294367,0.241655
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,53,0.01504,0.001501,0.115928,0.014848,0.200248,0.147317
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,54,0.016288,0.00149,0.116139,0.015424,0.203218,0.149341
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,55,0.014336,0.00164,0.123698,0.01472,0.208368,0.154394
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,56,0.018112,0.00148,0.114299,0.016864,0.203097,0.150755
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,57,0.015264,0.001482,0.116169,0.015424,0.202638,0.148339
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,58,0.016096,0.00146,0.121159,0.01344,0.206978,0.152155
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,59,0.0152,0.00145,0.116079,0.01504,0.203448,0.147769
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,60,0.014976,0.00153,0.116319,0.015392,0.201798,0.148217
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,61,0.015392,0.001498,0.118379,0.015072,0.203988,0.150341
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,62,0.01536,0.001652,0.111879,0.017216,0.194938,0.146107
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,63,0.015776,0.00147,0.11618,0.013376,0.202418,0.146802
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,64,0.015744,0.00149,0.11642,0.01344,0.202648,0.147094
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,65,0.009696,0.00161,0.1165,0.0152,0.197028,0.143006
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,66,0.016608,0.001489,0.116438,0.01376,0.203468,0.148295
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,67,0.01632,0.001481,0.116399,0.013824,0.202628,0.148024
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,68,0.017344,0.00157,0.11219,0.015616,0.196567,0.14672
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,69,0.010912,0.00152,0.115729,0.014304,0.196458,0.142465
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,70,0.016352,0.001501,0.117268,0.014496,0.204548,0.149617
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,71,0.017312,0.00146,0.115698,0.014944,0.210008,0.149414
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,72,0.01568,0.00155,0.115439,0.014272,0.201668,0.146941
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,73,0.016512,0.00149,0.116308,0.015168,0.203188,0.149478
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,74,0.009504,0.00153,0.116229,0.015616,0.196428,0.142879
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,0,0.035424,0.001951,0.523775,0.0616,0.680843,0.62275
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,1,0.039072,0.00193,0.524735,0.063072,0.687113,0.628809
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,2,0.021792,0.00157,0.510455,0.062112,0.648134,0.595929
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,3,0.036704,0.002031,0.524045,0.064,0.683363,0.62678
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,4,0.020864,0.001609,0.516384,0.058464,0.653403,0.597321
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,5,0.021248,0.00172,0.516225,0.058432,0.653913,0.597625
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,6,0.02912,0.00164,0.517355,0.05952,0.662563,0.607635
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,7,0.020608,0.00161,0.511274,0.0608,0.646944,0.594292
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,8,0.020192,0.001739,0.518245,0.057984,0.653873,0.59816
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,9,0.023232,0.00165,0.516425,0.05824,0.757743,0.599547
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,10,0.021184,0.001539,0.518156,0.060032,0.656953,0.600911
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,11,0.0224,0.00166,0.517225,0.05808,0.654693,0.599365
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,12,0.018912,0.001671,0.517955,0.0576,0.653033,0.596138
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,13,0.01952,0.0016,0.517104,0.058272,0.652174,0.596496
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,14,0.020096,0.00149,0.516935,0.058144,0.653503,0.596665
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,15,0.039104,0.002151,0.519834,0.065312,0.682123,0.626401
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,16,0.018528,0.00155,0.516235,0.058752,0.650954,0.595065
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,17,0.021664,0.00154,0.517295,0.059968,0.656474,0.600467
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,18,0.029824,0.001701,0.518284,0.059296,0.664164,0.609105
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,19,0.019584,0.00163,0.521175,0.058688,0.656913,0.601077
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,20,0.019552,0.00179,0.517274,0.060576,0.654114,0.599192
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,21,0.022208,0.00152,0.518585,0.057152,0.655764,0.599465
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,22,0.021664,0.0018,0.517705,0.05968,0.657414,0.600849
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,23,0.019552,0.00163,0.516755,0.05968,0.650123,0.597617
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,24,0.03856,0.00214,0.525215,0.063488,0.686313,0.629403
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,25,0.037536,0.00212,0.525475,0.063392,0.684893,0.628523
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,26,0.022944,0.00153,0.516325,0.057888,0.655274,0.598687
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,27,0.02208,0.00153,0.517694,0.057376,0.653654,0.59868
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,28,0.020128,0.001621,0.515905,0.058048,0.649524,0.595702
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,29,0.02032,0.00175,0.516675,0.057568,0.658243,0.596313
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,30,0.0224,0.00156,0.517205,0.060384,0.656953,0.601549
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,31,0.022208,0.001639,0.516994,0.058528,0.656564,0.599369
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,32,0.02,0.00154,0.517525,0.058336,0.651703,0.597401
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,33,0.02224,0.00173,0.516495,0.05984,0.657793,0.600305
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,34,0.019712,0.001821,0.539525,0.06144,0.677783,0.622498
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,35,0.038464,0.002049,0.525516,0.064384,0.685763,0.630413
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,36,0.019136,0.0017,0.532675,0.060064,0.671034,0.613575
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,37,0.022432,0.00173,0.515474,0.059712,0.654684,0.599348
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,38,0.022304,0.00159,0.517544,0.057728,0.655974,0.599166
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,39,0.022784,0.00165,0.518865,0.059136,0.659774,0.602435
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,40,0.027488,0.001549,0.519715,0.063808,0.669023,0.61256
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,41,0.020384,0.001681,0.517945,0.060384,0.657553,0.600394
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,42,0.02256,0.00169,0.516534,0.060736,0.656603,0.60152
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,43,0.0208,0.00159,0.517374,0.058912,0.654914,0.598676
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,44,0.022048,0.0017,0.519195,0.0592,0.657284,0.602143
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,45,0.021664,0.00162,0.518885,0.058944,0.657133,0.601113
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,46,0.038688,0.00195,0.525107,0.063872,0.685913,0.629617
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,47,0.01968,0.001651,0.517084,0.058016,0.652733,0.596431
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,48,0.019968,0.00151,0.517335,0.061536,0.656503,0.600349
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,49,0.020992,0.001659,0.517305,0.05824,0.654593,0.598196
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,50,0.019168,0.001629,0.515774,0.057344,0.652283,0.593915
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,51,0.018912,0.00171,0.516456,0.057888,0.651574,0.594966
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,52,0.02096,0.00178,0.517535,0.058048,0.653833,0.598323
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,53,0.0232,0.00154,0.516465,0.06064,0.657863,0.601845
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,54,0.023648,0.00179,0.517195,0.057952,0.649454,0.600585
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,55,0.020256,0.001598,0.511405,0.060864,0.642183,0.594123
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,56,0.019136,0.001691,0.519733,0.05888,0.656543,0.59944
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,57,0.022016,0.00156,0.516325,0.0584,0.652603,0.598301
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,58,0.019872,0.001612,0.516946,0.059072,0.653853,0.597502
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,59,0.02064,0.001619,0.516854,0.05936,0.654003,0.598473
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,60,0.038848,0.00208,0.522974,0.063456,0.680563,0.627358
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,61,0.021792,0.00166,0.516455,0.058496,0.653724,0.598403
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,62,0.02128,0.00156,0.517344,0.058016,0.653174,0.5982
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,63,0.018624,0.00176,0.517665,0.0592,0.654084,0.597249
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,64,0.02176,0.00182,0.517795,0.059616,0.656873,0.600991
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,65,0.023616,0.00156,0.514514,0.060928,0.653444,0.600618
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,66,0.020832,0.00178,0.517765,0.060096,0.655713,0.600473
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,67,0.020384,0.00166,0.516365,0.060736,0.651133,0.599145
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,68,0.029472,0.00168,0.516845,0.058816,0.668224,0.606813
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,69,0.02624,0.00155,0.516875,0.06064,0.660194,0.605305
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,70,0.021536,0.00162,0.515163,0.057088,0.651194,0.595407
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,71,0.021856,0.00154,0.517695,0.059296,0.657283,0.600387
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,72,0.038912,0.00213,0.523685,0.063136,0.684963,0.627863
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,73,0.020992,0.001719,0.517434,0.059264,0.655203,0.599409
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,74,0.023552,0.00163,0.517855,0.061216,0.659473,0.604253
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,0,0.107968,0.00236,1.73856,0.18848,2.09632,2.03737
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,1,0.119136,0.00212,1.73532,0.184096,2.09903,2.04067
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,2,0.118176,0.00204,1.73482,0.186272,2.09856,2.04131
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,3,0.107552,0.00199,1.74206,0.18576,2.0941,2.03736
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,4,0.10288,0.001851,1.73426,0.18448,2.07787,2.02347
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,5,0.103264,0.00175,1.73308,0.18272,2.07707,2.02082
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,6,0.105952,0.00185,1.73354,0.185856,2.08373,2.0272
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,7,0.104672,0.00183,1.73385,0.184224,2.08295,2.02458
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,8,0.11024,0.001969,1.73391,0.185344,2.08959,2.03147
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,9,0.10288,0.00196,1.73091,0.184256,2.07519,2.02001
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,10,0.105984,0.0018,1.73287,0.184992,2.08303,2.02565
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,11,0.104896,0.001791,1.73224,0.18384,2.08164,2.02277
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,12,0.104096,0.00189,1.73259,0.182496,2.07681,2.02108
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,13,0.105024,0.00201,1.73292,0.18384,2.08263,2.0238
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,14,0.102208,0.00185,1.73316,0.186816,2.07697,2.02404
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,15,0.1072,0.001801,1.73407,0.182752,2.08478,2.02582
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,16,0.103104,0.001869,1.7343,0.182976,2.07755,2.02225
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,17,0.121664,0.002169,1.73514,0.184864,2.10401,2.04384
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,18,0.101888,0.001789,1.73096,0.186048,2.07853,2.02069
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,19,0.100928,0.001879,1.73181,0.182496,2.07612,2.01711
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,20,0.108032,0.00195,1.73404,0.18272,2.07913,2.02675
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,21,0.106848,0.00182,1.73227,0.181984,2.07825,2.02292
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,22,0.10112,0.00157,1.73178,0.184416,2.07583,2.01889
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,23,0.107712,0.00194,1.73155,0.182912,2.08064,2.02412
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,24,0.104256,0.00192,1.73326,0.184608,2.07862,2.02405
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,25,0.106176,0.001769,1.73308,0.184288,2.08395,2.02532
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,26,0.107808,0.00188,1.73816,0.18592,2.08828,2.03377
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,27,0.105408,0.001902,1.73198,0.184608,2.08089,2.0239
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,28,0.107136,0.002059,1.73631,0.187488,2.09262,2.033
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,29,0.103808,0.00198,1.73268,0.182176,2.0779,2.02065
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,30,0.103488,0.00195,1.73452,0.186048,2.08229,2.02601
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,31,0.103296,0.00202,1.73682,0.184896,2.08455,2.02703
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,32,0.102976,0.00177,1.73623,0.1856,2.08577,2.02658
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,33,0.100544,0.00176,1.73362,0.185184,2.07708,2.02111
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,34,0.107648,0.00182,1.7327,0.186144,2.13226,2.02832
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,35,0.105632,0.002099,1.73249,0.185472,2.08373,2.0257
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,36,0.103104,0.001899,1.74196,0.18416,2.08853,2.03113
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,37,0.106464,0.00185,1.73211,0.182816,2.0812,2.02324
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,38,0.099872,0.00165,1.73084,0.184192,2.07822,2.01656
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,39,0.104608,0.00189,1.73214,0.182176,2.07884,2.02082
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,40,0.118752,0.00189,1.737,0.18672,2.1035,2.04436
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,41,0.120448,0.00211,1.73965,0.1872,2.10855,2.04941
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,42,0.101696,0.001609,1.73119,0.185984,2.07724,2.02048
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,43,0.103648,0.00201,1.74343,0.187136,2.09566,2.03623
