dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | N | D",64,0,0.29184,0.003041,0.177677,216.797,217.389,217.269
3,double,uniform,CPU,"P | P | P | P | N | D",64,39,0.234144,0.00163,0.120919,0.025856,0.437405,0.382549
3,double,uniform,CPU,"P | P | P | P | N | D",64,40,0.22848,0.001549,0.120418,0.02496,0.428116,0.375407
3,double,uniform,CPU,"P | P | P | P | N | D",64,41,0.235424,0.00147,0.117518,0.023968,0.429055,0.37838
3,double,uniform,CPU,"P | P | P | P | N | D",64,42,0.22896,0.00154,0.11812,0.02176,0.421455,0.37038
3,double,uniform,CPU,"P | P | P | P | N | D",64,43,0.231008,0.001509,0.287506,0.025344,0.590973,0.545367
3,double,uniform,CPU,"P | P | P | P | N | D",64,44,0.232064,0.00191,0.119329,0.026496,0.429596,0.379799
3,double,uniform,CPU,"P | P | P | P | N | D",64,45,0.234656,0.00155,0.120339,0.024,0.432125,0.380545
3,double,uniform,CPU,"P | P | P | P | N | D",64,46,0.229312,0.00155,0.117869,0.02416,0.422475,0.372891
3,double,uniform,CPU,"P | P | P | P | N | D",64,47,0.235008,0.00153,0.118348,0.024352,0.431875,0.379238
3,double,uniform,CPU,"P | P | P | P | N | D",64,48,0.227936,0.001519,0.111969,0.026528,0.411095,0.367952
3,double,uniform,CPU,"P | P | P | P | N | D",64,49,0.233984,0.001538,0.11826,0.030496,0.435645,0.384278
3,double,uniform,CPU,"P | P | P | P | N | D",64,50,0.22944,0.001591,0.118178,0.0256,0.424355,0.374809
3,double,uniform,CPU,"P | P | P | P | N | D",64,51,0.369472,0.00164,0.119848,0.02464,0.567044,0.5156
3,double,uniform,CPU,"P | P | P | P | N | D",64,52,0.227424,0.001482,0.119118,0.025152,0.423876,0.373176
3,double,uniform,CPU,"P | P | P | P | N | D",64,53,0.232448,0.0015,0.117698,0.02672,0.428375,0.378366
3,double,uniform,CPU,"P | P | P | P | N | D",64,54,0.232192,0.00155,0.119429,0.02496,0.429285,0.378131
3,double,uniform,CPU,"P | P | P | P | N | D",64,55,0.22848,0.001511,0.118268,0.025088,0.423555,0.373347
3,double,uniform,CPU,"P | P | P | P | N | D",64,56,0.228832,0.00156,0.117839,0.025984,0.423785,0.374215
3,double,uniform,CPU,"P | P | P | P | N | D",64,57,0.228288,0.00152,0.118959,0.023584,0.423206,0.372351
3,double,uniform,CPU,"P | P | P | P | N | D",64,58,0.234176,0.0015,0.119729,0.02448,0.434925,0.379885
3,double,uniform,CPU,"P | P | P | P | N | D",64,59,0.228608,0.00159,0.118198,0.026048,0.425275,0.374444
3,double,uniform,CPU,"P | P | P | P | N | D",64,60,0.231104,0.00151,0.117809,0.021824,0.423846,0.372247
3,double,uniform,CPU,"P | P | P | P | N | D",64,61,0.234688,0.00177,0.117959,0.024608,0.431465,0.379025
3,double,uniform,CPU,"P | P | P | P | N | D",64,62,0.231552,0.00163,0.118238,0.02512,0.426706,0.37654
3,double,uniform,CPU,"P | P | P | P | N | D",64,63,0.236672,0.001509,0.120619,0.025152,0.438185,0.383952
3,double,uniform,CPU,"P | P | P | P | N | D",64,64,0.232384,0.00158,0.120118,0.025056,0.432225,0.379138
3,double,uniform,CPU,"P | P | P | P | N | D",64,65,0.225248,0.001511,0.111278,0.025984,0.405816,0.364021
3,double,uniform,CPU,"P | P | P | P | N | D",64,66,0.229024,0.001529,0.117649,0.027264,0.425415,0.375466
3,double,uniform,CPU,"P | P | P | P | N | D",64,67,0.230464,0.00156,0.297327,0.024928,0.603753,0.554279
3,double,uniform,CPU,"P | P | P | P | N | D",64,68,0.228896,0.00177,0.119428,0.025408,0.425815,0.375502
3,double,uniform,CPU,"P | P | P | P | N | D",64,69,0.22864,0.00148,0.120288,0.023296,0.431605,0.373704
3,double,uniform,CPU,"P | P | P | P | N | D",64,70,0.223456,0.001549,0.111439,0.026016,0.404276,0.36246
3,double,uniform,CPU,"P | P | P | P | N | D",64,71,0.231776,0.00159,0.117718,0.024384,0.427156,0.375468
3,double,uniform,CPU,"P | P | P | P | N | D",64,72,0.228992,0.001499,0.11817,0.02272,0.421646,0.371381
3,double,uniform,CPU,"P | P | P | P | N | D",64,73,0.228832,0.0015,0.118358,0.025024,0.423845,0.373714
3,double,uniform,CPU,"P | P | P | P | N | D",64,74,0.229856,0.00158,0.118179,0.024896,0.424266,0.374511
3,double,uniform,CPU,"P | P | P | P | N | D",128,0,1.55936,0.00243,0.538995,0.105152,2.28586,2.20594
3,double,uniform,CPU,"P | P | P | P | N | D",128,1,1.54122,0.00175,0.524765,0.096608,2.22126,2.16434
3,double,uniform,CPU,"P | P | P | P | N | D",128,2,1.49549,0.001631,0.532644,0.096672,2.18198,2.12644
3,double,uniform,CPU,"P | P | P | P | N | D",128,3,1.56557,0.002072,0.537715,0.106784,2.28194,2.21214
3,double,uniform,CPU,"P | P | P | P | N | D",128,4,1.5641,0.002281,0.538334,0.105152,2.2884,2.20986
3,double,uniform,CPU,"P | P | P | P | N | D",128,5,1.58176,0.001879,0.521015,0.097664,2.25717,2.20232
3,double,uniform,CPU,"P | P | P | P | N | D",128,6,1.50598,0.00861,0.525104,0.096992,2.1962,2.13669
3,double,uniform,CPU,"P | P | P | P | N | D",128,7,1.52,0.001551,0.521374,0.094688,2.19122,2.13761
3,double,uniform,CPU,"P | P | P | P | N | D",128,8,1.55062,0.00189,0.524516,0.098368,2.23088,2.1754
3,double,uniform,CPU,"P | P | P | P | N | D",128,9,1.50848,0.001611,0.521614,0.0968,2.18386,2.12851
3,double,uniform,CPU,"P | P | P | P | N | D",128,10,1.59533,0.001599,0.520554,0.097344,2.26919,2.21482
3,double,uniform,CPU,"P | P | P | P | N | D",128,11,1.53187,0.00225,0.536094,0.103872,2.24939,2.17409
3,double,uniform,CPU,"P | P | P | P | N | D",128,12,1.53558,0.0021,0.537694,0.106464,2.2628,2.18184
3,double,uniform,CPU,"P | P | P | P | N | D",128,13,1.504,0.00161,0.523043,0.099456,2.18793,2.12811
3,double,uniform,CPU,"P | P | P | P | N | D",128,14,1.53027,0.001651,0.522544,0.098144,2.21048,2.15261
3,double,uniform,CPU,"P | P | P | P | N | D",128,15,1.51296,0.00192,0.522074,0.09552,2.18798,2.13247
3,double,uniform,CPU,"P | P | P | P | N | D",128,16,1.5071,0.001611,0.525805,0.097696,2.19201,2.13222
3,double,uniform,CPU,"P | P | P | P | N | D",128,17,1.52326,0.001711,0.521545,0.096544,2.19654,2.14306
3,double,uniform,CPU,"P | P | P | P | N | D",128,18,1.53859,0.00195,0.525184,0.099616,2.22659,2.16534
3,double,uniform,CPU,"P | P | P | P | N | D",128,19,1.51491,0.00162,0.522485,0.097216,2.19019,2.13623
3,double,uniform,CPU,"P | P | P | P | N | D",128,20,1.52202,0.00185,0.529124,0.096928,2.20507,2.14992
3,double,uniform,CPU,"P | P | P | P | N | D",128,21,1.48768,0.00155,0.524544,0.094528,2.16212,2.1083
3,double,uniform,CPU,"P | P | P | P | N | D",128,22,1.51309,0.00158,0.521784,0.098624,2.18831,2.13508
3,double,uniform,CPU,"P | P | P | P | N | D",128,23,1.5344,0.0016,0.523194,0.099648,2.21745,2.15884
3,double,uniform,CPU,"P | P | P | P | N | D",128,24,1.55795,0.00162,0.521835,0.09584,2.23595,2.17725
3,double,uniform,CPU,"P | P | P | P | N | D",128,25,1.50624,0.00183,0.523815,0.098336,2.18688,2.13022
3,double,uniform,CPU,"P | P | P | P | N | D",128,26,1.50787,0.001539,0.539074,0.096736,2.19664,2.14522
3,double,uniform,CPU,"P | P | P | P | N | D",128,27,1.52637,0.00183,0.525055,0.097248,2.20676,2.1505
3,double,uniform,CPU,"P | P | P | P | N | D",128,28,1.56339,0.00157,0.521144,0.097248,2.24411,2.18335
3,double,uniform,CPU,"P | P | P | P | N | D",128,29,1.54086,0.0016,0.522084,0.09696,2.21859,2.16151
3,double,uniform,CPU,"P | P | P | P | N | D",128,30,1.53866,0.001739,0.523574,0.096704,2.21661,2.16067
3,double,uniform,CPU,"P | P | P | P | N | D",128,31,1.4905,0.00167,0.522615,0.095328,2.17064,2.11011
3,double,uniform,CPU,"P | P | P | P | N | D",128,32,1.54278,0.00163,0.523114,0.097824,2.22046,2.16535
3,double,uniform,CPU,"P | P | P | P | N | D",128,33,1.50458,0.00156,0.523215,0.097312,2.18205,2.12666
3,double,uniform,CPU,"P | P | P | P | N | D",128,34,1.51226,0.00187,0.520354,0.096576,2.18654,2.13106
3,double,uniform,CPU,"P | P | P | P | N | D",128,35,1.5361,0.00163,0.528704,0.096992,2.22288,2.16342
3,double,uniform,CPU,"P | P | P | P | N | D",128,36,1.51526,0.001541,0.521495,0.096544,2.19032,2.13484
3,double,uniform,CPU,"P | P | P | P | N | D",128,37,1.53613,0.00224,0.540964,0.10448,2.26505,2.18381
3,double,uniform,CPU,"P | P | P | P | N | D",128,38,1.53475,0.00214,0.539394,0.10368,2.25995,2.17997
3,double,uniform,CPU,"P | P | P | P | N | D",128,39,1.52109,0.0016,0.521213,0.097248,2.19599,2.14115
3,double,uniform,CPU,"P | P | P | P | N | D",128,40,1.53622,0.00175,0.518325,0.098688,2.20363,2.15499
3,double,uniform,CPU,"P | P | P | P | N | D",128,41,1.50874,0.00159,0.521295,0.097792,2.18624,2.12941
3,double,uniform,CPU,"P | P | P | P | N | D",128,42,1.52128,0.00171,0.523965,0.097728,2.20014,2.14468
3,double,uniform,CPU,"P | P | P | P | N | D",128,43,1.51795,0.00159,0.523235,0.096928,2.19781,2.13971
3,double,uniform,CPU,"P | P | P | P | N | D",128,44,1.56797,0.00191,0.521434,0.097312,2.24901,2.18862
3,double,uniform,CPU,"P | P | P | P | N | D",128,45,1.51414,0.00156,0.529954,0.096352,2.19925,2.14201
3,double,uniform,CPU,"P | P | P | P | N | D",128,46,1.57069,0.00174,0.521934,0.095712,2.2422,2.19007
3,double,uniform,CPU,"P | P | P | P | N | D",128,47,1.55024,0.00182,0.526294,0.097888,2.22939,2.17624
3,double,uniform,CPU,"P | P | P | P | N | D",128,48,1.49709,0.0016,0.522053,0.09584,2.18022,2.11658
3,double,uniform,CPU,"P | P | P | P | N | D",128,49,1.56208,0.0017,0.522405,0.097568,2.23945,2.18375
3,double,uniform,CPU,"P | P | P | P | N | D",128,50,1.50662,0.00158,0.523904,0.097248,2.18559,2.12936
3,double,uniform,CPU,"P | P | P | P | N | D",128,51,1.51046,0.00156,0.521274,0.09744,2.18677,2.13074
3,double,uniform,CPU,"P | P | P | P | N | D",128,52,1.52579,0.00172,0.524014,0.096576,2.20699,2.1481
3,double,uniform,CPU,"P | P | P | P | N | D",128,53,1.49939,0.00177,0.519954,0.097152,2.17572,2.11827
3,double,uniform,CPU,"P | P | P | P | N | D",128,54,1.54938,0.001821,0.524085,0.096832,2.23054,2.17211
3,double,uniform,CPU,"P | P | P | P | N | D",128,55,1.51149,0.001621,0.522174,0.095136,2.18574,2.13042
3,double,uniform,CPU,"P | P | P | P | N | D",128,56,1.50944,0.00201,0.541174,0.099552,2.20534,2.15218
3,double,uniform,CPU,"P | P | P | P | N | D",128,57,1.5297,0.00212,0.538403,0.10544,2.2565,2.17566
3,double,uniform,CPU,"P | P | P | P | N | D",128,58,1.51808,0.00158,0.521573,0.098752,2.19372,2.13999
3,double,uniform,CPU,"P | P | P | P | N | D",128,59,1.50739,0.001709,0.523935,0.096832,2.1848,2.12987
3,double,uniform,CPU,"P | P | P | P | N | D",128,60,1.50362,0.001579,0.522335,0.096224,2.17971,2.12375
3,double,uniform,CPU,"P | P | P | P | N | D",128,61,1.50755,0.00157,0.571282,0.09824,2.23239,2.17864
3,double,uniform,CPU,"P | P | P | P | N | D",128,62,1.50643,0.001659,0.522515,0.096512,2.18769,2.12712
3,double,uniform,CPU,"P | P | P | P | N | D",128,63,1.54685,0.00234,0.538973,0.104896,2.27293,2.19306
3,double,uniform,CPU,"P | P | P | P | N | D",128,64,1.53184,0.001619,0.525833,0.097472,2.21551,2.15676
3,double,uniform,CPU,"P | P | P | P | N | D",128,65,1.52822,0.00163,0.521135,0.096992,2.20255,2.14798
3,double,uniform,CPU,"P | P | P | P | N | D",128,66,1.52749,0.001791,0.577953,0.09792,2.25917,2.20515
3,double,uniform,CPU,"P | P | P | P | N | D",128,67,1.54518,0.00167,0.523915,0.098912,2.22555,2.16968
3,double,uniform,CPU,"P | P | P | P | N | D",128,68,1.50774,0.00159,0.521545,0.095552,2.17975,2.12643
3,double,uniform,CPU,"P | P | P | P | N | D",128,69,1.62416,0.00173,0.523495,0.099008,2.30376,2.24839
3,double,uniform,CPU,"P | P | P | P | N | D",128,70,1.49869,0.00167,0.522873,0.096704,2.1743,2.11994
3,double,uniform,CPU,"P | P | P | P | N | D",128,71,1.55949,0.00162,0.520434,0.098208,2.23283,2.17975
3,double,uniform,CPU,"P | P | P | P | N | D",128,72,1.54227,0.00158,0.523504,0.095072,2.22164,2.16243
3,double,uniform,CPU,"P | P | P | P | N | D",128,73,1.50685,0.00208,0.519555,0.096096,2.1795,2.12458
3,double,uniform,CPU,"P | P | P | P | N | D",128,74,1.54918,0.001631,0.523713,0.09632,2.22905,2.17085
3,double,uniform,CPU,"P | P | P | P | N | D",192,0,5.53795,0.00222,1.8018,0.3344,7.75633,7.67637
3,double,uniform,CPU,"P | P | P | P | N | D",192,1,5.58118,0.002059,1.80188,0.335968,7.78911,7.72109
3,double,uniform,CPU,"P | P | P | P | N | D",192,2,5.50922,0.0023,1.80781,0.33472,7.72288,7.65405
3,double,uniform,CPU,"P | P | P | P | N | D",192,3,5.56925,0.00195,1.79432,0.334016,7.76459,7.69953
3,double,uniform,CPU,"P | P | P | P | N | D",192,4,5.50106,0.002171,1.79257,0.33648,7.6999,7.63228
3,double,uniform,CPU,"P | P | P | P | N | D",192,5,5.55773,0.00207,1.79965,0.333792,7.7567,7.69324
3,double,uniform,CPU,"P | P | P | P | N | D",192,6,5.54685,0.002019,1.79509,0.335584,7.74643,7.67954
3,double,uniform,CPU,"P | P | P | P | N | D",192,7,5.43962,0.00213,1.79395,0.33248,7.63685,7.56818
3,double,uniform,CPU,"P | P | P | P | N | D",192,8,5.58643,0.00188,1.80466,0.334464,7.7974,7.72744
3,double,uniform,CPU,"P | P | P | P | N | D",192,9,5.51891,0.002179,1.79524,0.334784,7.72182,7.65112
3,double,uniform,CPU,"P | P | P | P | N | D",192,10,5.60794,0.00207,1.79245,0.334976,7.80081,7.73743
3,double,uniform,CPU,"P | P | P | P | N | D",192,11,5.57475,0.0017,1.79846,0.334112,7.77836,7.70902
3,double,uniform,CPU,"P | P | P | P | N | D",192,12,5.52957,0.002179,1.79763,0.334432,7.73344,7.66381
3,double,uniform,CPU,"P | P | P | P | N | D",192,13,5.53139,0.00184,1.79203,0.332544,7.72109,7.65781
3,double,uniform,CPU,"P | P | P | P | N | D",192,14,5.61658,0.00221,1.79617,0.332544,7.8194,7.7475
3,double,uniform,CPU,"P | P | P | P | N | D",192,15,5.48563,0.00209,1.7941,0.334208,7.6794,7.61603
3,double,uniform,CPU,"P | P | P | P | N | D",192,16,5.51619,0.00201,1.79347,0.333568,7.71007,7.64524
3,double,uniform,CPU,"P | P | P | P | N | D",192,17,5.43722,0.00213,1.79605,0.331488,7.63534,7.56688
3,double,uniform,CPU,"P | P | P | P | N | D",192,18,5.5511,0.001899,1.79537,0.33632,7.75127,7.68469
3,double,uniform,CPU,"P | P | P | P | N | D",192,19,5.70925,0.00253,1.80629,0.334496,7.92517,7.85256
3,double,uniform,CPU,"P | P | P | P | N | D",192,20,5.44128,0.00205,1.79425,0.332032,7.63582,7.56961
3,double,uniform,CPU,"P | P | P | P | N | D",192,21,5.68256,0.0018,1.79525,0.336,7.88857,7.81561
3,double,uniform,CPU,"P | P | P | P | N | D",192,22,5.39069,0.00218,1.8044,0.336096,7.60062,7.53336
3,double,uniform,CPU,"P | P | P | P | N | D",192,23,5.70224,0.00179,1.79554,0.337024,7.90421,7.83659
3,double,uniform,CPU,"P | P | P | P | N | D",192,24,5.59242,0.002211,1.8044,0.337088,7.80771,7.73611
3,double,uniform,CPU,"P | P | P | P | N | D",192,25,5.59798,0.00212,1.80463,0.337056,7.80538,7.74179
3,double,uniform,CPU,"P | P | P | P | N | D",192,26,5.59866,0.00214,1.80211,0.338432,7.80896,7.74134
3,double,uniform,CPU,"P | P | P | P | N | D",192,27,5.45936,0.00214,1.80576,0.334944,7.67244,7.6022
3,double,uniform,CPU,"P | P | P | P | N | D",192,28,5.60774,0.00191,1.7925,0.331744,7.79903,7.7339
3,double,uniform,CPU,"P | P | P | P | N | D",192,29,5.4312,0.00218,1.79475,0.3336,7.63281,7.56173
3,double,uniform,CPU,"P | P | P | P | N | D",192,30,5.60125,0.002051,1.7963,0.337248,7.80141,7.73685
3,double,uniform,CPU,"P | P | P | P | N | D",192,31,5.60131,0.002101,1.79408,0.3376,7.80958,7.73509
3,double,uniform,CPU,"P | P | P | P | N | D",192,32,5.53354,0.00211,1.79139,0.33632,7.73125,7.66336
3,double,uniform,CPU,"P | P | P | P | N | D",192,33,5.6935,0.00199,1.79717,0.33888,7.90136,7.83154
3,double,uniform,CPU,"P | P | P | P | N | D",192,34,5.51222,0.00228,1.79413,0.3344,7.71293,7.64303
3,double,uniform,CPU,"P | P | P | P | N | D",192,35,5.61242,0.00193,1.79559,0.335232,7.81205,7.74517
3,double,uniform,CPU,"P | P | P | P | N | D",192,36,5.66,0.00205,1.79463,0.335072,7.86916,7.79175
3,double,uniform,CPU,"P | P | P | P | N | D",192,37,5.86653,0.00234,1.81377,0.339776,8.10738,8.02241
3,double,uniform,CPU,"P | P | P | P | N | D",192,38,5.69066,0.0021,1.79575,0.33712,7.88875,7.82563
3,double,uniform,CPU,"P | P | P | P | N | D",192,39,5.51974,0.00187,1.79753,0.33968,7.72794,7.65883
3,double,uniform,CPU,"P | P | P | P | N | D",192,40,5.56451,0.002029,1.80949,0.335328,7.77968,7.71136
3,double,uniform,CPU,"P | P | P | P | N | D",192,41,5.62061,0.00193,1.79711,0.335776,7.8215,7.75543
3,double,uniform,CPU,"P | P | P | P | N | D",192,42,5.52544,0.002279,1.804,0.336576,7.73473,7.66829
3,double,uniform,CPU,"P | P | P | P | N | D",192,43,5.48502,0.00194,1.80308,0.337824,7.69381,7.62787
3,double,uniform,CPU,"P | P | P | P | N | D",192,44,5.61296,0.001931,1.79624,0.338304,7.82091,7.74944
3,double,uniform,CPU,"P | P | P | P | N | D",192,45,5.47434,0.00206,1.79437,0.333984,7.67087,7.60475
3,double,uniform,CPU,"P | P | P | P | N | D",192,46,5.69258,0.00186,1.82216,0.337024,7.91946,7.85362
3,double,uniform,CPU,"P | P | P | P | N | D",192,47,5.49453,0.00217,1.80581,0.334816,7.70568,7.63732
3,double,uniform,CPU,"P | P | P | P | N | D",192,48,5.44589,0.00216,1.79632,0.332736,7.63928,7.5771
3,double,uniform,CPU,"P | P | P | P | N | D",192,49,5.54422,0.00221,1.79484,0.33312,7.74602,7.67439
3,double,uniform,CPU,"P | P | P | P | N | D",192,50,5.48762,0.00225,1.79522,0.336192,7.68888,7.62128
3,double,uniform,CPU,"P | P | P | P | N | D",192,51,5.61459,0.002069,1.807,0.339296,7.83083,7.76296
3,double,uniform,CPU,"P | P | P | P | N | D",192,52,5.46323,0.00206,1.80637,0.335904,7.67775,7.60757
3,double,uniform,CPU,"P | P | P | P | N | D",192,53,5.62301,0.001889,1.80322,0.335648,7.83174,7.76376
3,double,uniform,CPU,"P | P | P | P | N | D",192,54,6.22106,0.00199,1.78864,0.335648,8.41348,8.34733
3,double,uniform,CPU,"P | P | P | P | N | D",192,55,5.88365,0.002371,1.80317,0.336032,8.10781,8.02522
3,double,uniform,CPU,"P | P | P | P | N | D",192,56,5.52608,0.001981,1.79192,0.334624,7.71941,7.6546
3,double,uniform,CPU,"P | P | P | P | N | D",192,57,5.77578,0.00168,1.79895,0.33616,7.98044,7.91257
3,double,uniform,CPU,"P | P | P | P | N | D",192,58,5.49446,0.002139,1.79739,0.335488,7.69935,7.62948
3,double,uniform,CPU,"P | P | P | P | N | D",192,59,5.48243,0.002039,1.78747,0.333952,7.66669,7.60589
3,double,uniform,CPU,"P | P | P | P | N | D",192,60,5.53293,0.001951,1.79374,0.332896,7.7306,7.66152
3,double,uniform,CPU,"P | P | P | P | N | D",192,61,5.4889,0.002361,1.79454,0.33472,7.68466,7.62052
3,double,uniform,CPU,"P | P | P | P | N | D",192,62,5.69744,0.00197,1.80512,0.333152,7.90206,7.83768
3,double,uniform,CPU,"P | P | P | P | N | D",192,63,5.79667,0.00208,1.79121,0.334656,7.99354,7.92462
3,double,uniform,CPU,"P | P | P | P | N | D",192,64,5.43782,0.00241,1.80828,0.335104,7.6502,7.58362
3,double,uniform,CPU,"P | P | P | P | N | D",192,65,5.52829,0.0019,1.79561,0.335872,7.72799,7.66167
3,double,uniform,CPU,"P | P | P | P | N | D",192,66,5.40714,0.002581,1.80479,0.334976,7.6188,7.54948
3,double,uniform,CPU,"P | P | P | P | N | D",192,67,5.55213,0.00178,1.79804,0.338112,7.7549,7.69006
3,double,uniform,CPU,"P | P | P | P | N | D",192,68,5.6144,0.00191,1.80229,0.336608,7.82663,7.75521
3,double,uniform,CPU,"P | P | P | P | N | D",192,69,5.46576,0.002141,1.79247,0.332928,7.65848,7.5933
3,double,uniform,CPU,"P | P | P | P | N | D",192,70,5.54842,0.00191,1.7941,0.335168,7.74348,7.67959
3,double,uniform,CPU,"P | P | P | P | N | D",192,71,5.53962,0.00215,1.80475,0.336992,7.75056,7.68351
3,double,uniform,CPU,"P | P | P | P | N | D",192,72,5.55584,0.00177,1.79935,0.336,7.75699,7.69296
3,double,uniform,CPU,"P | P | P | P | N | D",192,73,5.59651,0.00187,1.79212,0.33264,7.79314,7.72314
3,double,uniform,CPU,"P | P | P | P | N | D",192,74,5.51229,0.002081,1.80333,0.335104,7.71582,7.6528
3,double,uniform,CPU,"P | P | P | P | N | D",256,0,14.0736,0.00232,4.67101,0.908064,19.7492,19.655
3,double,uniform,CPU,"P | P | P | P | N | D",256,1,12.623,0.002389,4.6695,0.904864,18.2859,18.1998
3,double,uniform,CPU,"P | P | P | P | N | D",256,2,13.412,0.00246,4.66775,0.909088,19.0775,18.9913
3,double,uniform,CPU,"P | P | P | P | N | D",256,3,13.6902,0.00215,4.66943,0.907264,19.3405,19.2691
3,double,uniform,CPU,"P | P | P | P | N | D",256,4,13.2353,0.00189,4.66063,0.904224,18.8818,18.802
3,double,uniform,CPU,"P | P | P | P | N | D",256,5,13.1757,0.0021,4.66662,0.907552,18.8218,18.752
3,double,uniform,CPU,"P | P | P | P | N | D",256,6,13.0917,0.00228,4.67785,0.912672,18.7598,18.6845
3,double,uniform,CPU,"P | P | P | P | N | D",256,7,13.3389,0.001929,4.66194,0.902944,18.9922,18.9058
3,double,uniform,CPU,"P | P | P | P | N | D",256,8,13.0671,0.00189,4.66313,0.903904,18.706,18.636
