dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | N | D",64,0,0.29184,0.003041,0.177677,216.797,217.389,217.269
3,double,uniform,CPU,"P | P | P | P | N | D",448,20,63.9537,0.00268,29.9398,5.09107,99.0924,98.9872
3,double,uniform,CPU,"P | P | P | P | N | D",448,21,63.8481,0.00281,29.9409,5.08819,98.9883,98.88
3,double,uniform,CPU,"P | P | P | P | N | D",448,22,63.8733,0.00285,29.9539,5.09098,99.0309,98.921
3,double,uniform,CPU,"P | P | P | P | N | D",448,23,63.878,0.002559,29.9489,5.09235,99.0332,98.9219
3,double,uniform,CPU,"P | P | P | P | N | D",448,24,64.7835,0.00256,29.9473,5.09174,99.9363,99.8251
3,double,uniform,CPU,"P | P | P | P | N | D",448,25,63.645,0.00255,29.9477,5.09059,98.8002,98.6858
3,double,uniform,CPU,"P | P | P | P | N | D",448,26,64.1052,0.00274,29.9459,5.09171,99.2545,99.1456
3,double,uniform,CPU,"P | P | P | P | N | D",448,27,63.5926,0.00271,29.9423,5.09222,98.7394,98.6298
3,double,uniform,CPU,"P | P | P | P | N | D",448,28,64.3742,0.0028,29.9468,5.09235,99.527,99.4161
3,double,uniform,CPU,"P | P | P | P | N | D",448,29,63.4967,0.002781,29.9396,5.09082,98.6341,98.5299
3,double,uniform,CPU,"P | P | P | P | N | D",448,30,64.6252,0.00296,29.9384,5.10038,99.7758,99.6669
3,double,uniform,CPU,"P | P | P | P | N | D",448,31,63.9107,0.002991,29.9458,5.0881,99.0581,98.9476
3,double,uniform,CPU,"P | P | P | P | N | D",448,32,63.9051,0.00257,29.94,5.09363,99.0468,98.9413
3,double,uniform,CPU,"P | P | P | P | N | D",448,33,63.8575,0.00305,29.9446,5.08989,98.9999,98.895
3,double,uniform,CPU,"P | P | P | P | N | D",448,34,64.0377,0.002901,29.941,5.08646,99.1817,99.068
3,double,uniform,CPU,"P | P | P | P | N | D",448,35,63.7251,0.002821,29.9455,5.09072,98.8705,98.7641
3,double,uniform,CPU,"P | P | P | P | N | D",448,36,63.9123,0.00243,29.9471,5.08944,99.0599,98.9512
3,double,uniform,CPU,"P | P | P | P | N | D",448,37,64.0256,0.002622,29.951,5.09139,99.1779,99.0706
3,double,uniform,CPU,"P | P | P | P | N | D",448,38,63.7861,0.00257,29.9475,5.08854,98.9341,98.8247
3,double,uniform,CPU,"P | P | P | P | N | D",448,39,63.6238,0.00282,29.9521,5.08656,98.7741,98.6653
3,double,uniform,CPU,"P | P | P | P | N | D",448,40,63.8571,0.00276,29.9437,5.0975,99.0098,98.9011
3,double,uniform,CPU,"P | P | P | P | N | D",448,41,63.634,0.00253,29.9508,5.08614,98.7838,98.6735
3,double,uniform,CPU,"P | P | P | P | N | D",448,42,63.9984,0.002739,29.9359,5.08947,99.1342,99.0265
3,double,uniform,CPU,"P | P | P | P | N | D",448,43,63.499,0.002539,29.9432,5.08864,98.6446,98.5333
3,double,uniform,CPU,"P | P | P | P | N | D",448,44,63.6904,0.002531,29.9417,5.09094,98.8349,98.7256
3,double,uniform,CPU,"P | P | P | P | N | D",448,45,63.689,0.0027,29.941,5.09286,98.8355,98.7256
3,double,uniform,CPU,"P | P | P | P | N | D",448,46,64.4786,0.00243,29.948,5.08957,99.6257,99.5186
3,double,uniform,CPU,"P | P | P | P | N | D",448,47,64.0947,0.00243,29.9401,5.09334,99.2387,99.1306
3,double,uniform,CPU,"P | P | P | P | N | D",448,48,63.96,0.002489,29.9396,5.08896,99.0996,98.991
3,double,uniform,CPU,"P | P | P | P | N | D",448,49,63.8744,0.002621,29.9507,5.09066,99.0249,98.9183
3,double,uniform,CPU,"P | P | P | P | N | D",448,50,63.5788,0.00242,29.951,5.09363,98.7362,98.6258
3,double,uniform,CPU,"P | P | P | P | N | D",448,51,64.1384,0.00251,29.9534,5.08464,99.2798,99.1789
3,double,uniform,CPU,"P | P | P | P | N | D",448,52,63.7751,0.00268,29.951,5.08726,98.9292,98.816
3,double,uniform,CPU,"P | P | P | P | N | D",448,53,64.0576,0.00278,29.9501,5.08899,99.2078,99.0994
3,double,uniform,CPU,"P | P | P | P | N | D",448,54,64.3729,0.00256,29.9462,5.09037,99.5206,99.412
3,double,uniform,CPU,"P | P | P | P | N | D",448,55,63.6995,0.00248,29.9387,5.08682,98.8348,98.7275
3,double,uniform,CPU,"P | P | P | P | N | D",448,56,63.9234,0.00217,29.9482,5.08611,99.0636,98.9599
3,double,uniform,CPU,"P | P | P | P | N | D",448,57,64.3841,0.00246,29.9507,5.08694,99.5316,99.4242
3,double,uniform,CPU,"P | P | P | P | N | D",448,58,63.7113,0.00261,29.9414,5.08934,98.8564,98.7446
3,double,uniform,CPU,"P | P | P | P | N | D",448,59,64.8466,0.002691,29.9431,5.09152,99.9916,99.8839
3,double,uniform,CPU,"P | P | P | P | N | D",448,60,63.933,0.00281,29.9431,5.08947,99.0762,98.9684
3,double,uniform,CPU,"P | P | P | P | N | D",448,61,64.0655,0.002379,29.9482,5.09926,99.2249,99.1154
3,double,uniform,CPU,"P | P | P | P | N | D",448,62,63.4536,0.00229,29.9438,5.088,98.5901,98.4877
3,double,uniform,CPU,"P | P | P | P | N | D",448,63,64.1593,0.00249,29.9391,5.09126,99.3026,99.1921
3,double,uniform,CPU,"P | P | P | P | N | D",448,64,63.9175,0.00253,29.9385,5.09469,99.059,98.9533
3,double,uniform,CPU,"P | P | P | P | N | D",448,65,63.7057,0.002521,29.9385,5.09453,98.8513,98.7412
3,double,uniform,CPU,"P | P | P | P | N | D",448,66,63.7018,0.002419,29.9421,5.09181,98.8463,98.7381
3,double,uniform,CPU,"P | P | P | P | N | D",448,67,63.6265,0.002472,29.9494,5.0887,98.7732,98.667
3,double,uniform,CPU,"P | P | P | P | N | D",448,68,64.0298,0.00255,29.9561,5.09443,99.1899,99.0829
3,double,uniform,CPU,"P | P | P | P | N | D",448,69,63.7396,0.002489,29.9469,5.08765,98.8838,98.7767
3,double,uniform,CPU,"P | P | P | P | N | D",448,70,63.3105,0.00257,29.9401,5.08461,98.4463,98.3377
3,double,uniform,CPU,"P | P | P | P | N | D",448,71,63.7928,0.00253,29.9455,5.09123,98.9405,98.832
3,double,uniform,CPU,"P | P | P | P | N | D",448,72,64.0435,0.00259,29.9398,5.09354,99.1876,99.0795
3,double,uniform,CPU,"P | P | P | P | N | D",448,73,63.5728,0.002431,29.946,5.09702,98.7263,98.6183
3,double,uniform,CPU,"P | P | P | P | N | D",448,74,63.8456,0.0026,29.9414,5.08893,98.9825,98.8786
3,double,uniform,CPU,"P | P | P | P | N | D",512,0,92.9895,0.002801,38.7371,7.58966,139.424,139.319
3,double,uniform,CPU,"P | P | P | P | N | D",512,1,92.7609,0.002379,38.7357,7.59805,139.2,139.097
3,double,uniform,CPU,"P | P | P | P | N | D",512,2,93.309,0.002279,38.7327,7.59952,139.75,139.643
3,double,uniform,CPU,"P | P | P | P | N | D",512,3,92.0447,0.00289,38.7235,7.60752,138.489,138.379
3,double,uniform,CPU,"P | P | P | P | N | D",512,4,92.4271,0.002541,38.7401,7.60445,138.886,138.774
3,double,uniform,CPU,"P | P | P | P | N | D",512,5,92.876,0.002399,38.7481,7.5935,139.332,139.22
3,double,uniform,CPU,"P | P | P | P | N | D",512,6,93.5095,0.002239,38.7295,7.588,139.935,139.829
3,double,uniform,CPU,"P | P | P | P | N | D",512,7,92.4936,0.0026,38.7353,7.60352,138.947,138.835
3,double,uniform,CPU,"P | P | P | P | N | D",512,8,93.6088,0.00259,38.7358,7.59914,140.058,139.946
3,double,uniform,CPU,"P | P | P | P | N | D",512,9,92.4088,0.002749,38.7387,7.60195,138.856,138.752
3,double,uniform,CPU,"P | P | P | P | N | D",512,10,93.3783,0.00292,38.7386,7.59229,139.825,139.712
3,double,uniform,CPU,"P | P | P | P | N | D",512,11,93.0174,0.002281,38.7276,7.59674,139.452,139.344
3,double,uniform,CPU,"P | P | P | P | N | D",512,12,93.5511,0.00252,38.7374,7.59482,139.995,139.886
3,double,uniform,CPU,"P | P | P | P | N | D",512,13,93.1382,0.00241,38.7333,7.60227,139.585,139.476
3,double,uniform,CPU,"P | P | P | P | N | D",512,14,93.4033,0.0025,38.7313,7.59232,139.843,139.729
3,double,uniform,CPU,"P | P | P | P | N | D",512,15,92.4969,0.00228,38.725,7.60109,138.933,138.825
3,double,uniform,CPU,"P | P | P | P | N | D",512,16,92.4539,0.00236,38.7319,7.59581,138.89,138.784
3,double,uniform,CPU,"P | P | P | P | N | D",512,17,92.9501,0.002381,38.7261,7.59885,139.385,139.277
3,double,uniform,CPU,"P | P | P | P | N | D",512,18,93.0202,0.00257,38.737,7.60397,139.474,139.364
3,double,uniform,CPU,"P | P | P | P | N | D",512,19,92.7277,0.00236,38.7341,7.59613,139.169,139.06
3,double,uniform,CPU,"P | P | P | P | N | D",512,20,92.624,0.00261,38.7357,7.59366,139.064,138.956
3,double,uniform,CPU,"P | P | P | P | N | D",512,21,93.2668,0.002269,38.7319,7.59181,139.705,139.593
3,double,uniform,CPU,"P | P | P | P | N | D",512,22,92.9595,0.00203,38.7378,7.59946,139.407,139.299
3,double,uniform,CPU,"P | P | P | P | N | D",512,23,93.3539,0.00253,38.7375,7.59594,139.795,139.69
3,double,uniform,CPU,"P | P | P | P | N | D",512,24,92.4647,0.00215,38.7325,7.59997,138.906,138.799
3,double,uniform,CPU,"P | P | P | P | N | D",512,25,92.202,0.0026,38.7332,7.60166,138.647,138.54
3,double,uniform,CPU,"P | P | P | P | N | D",512,26,91.7855,0.002379,38.7316,7.60586,138.233,138.125
3,double,uniform,CPU,"P | P | P | P | N | D",512,27,93.085,0.00199,38.7314,7.59571,139.518,139.414
3,double,uniform,CPU,"P | P | P | P | N | D",512,28,93.5621,0.00226,38.7313,7.60096,140.004,139.897
3,double,uniform,CPU,"P | P | P | P | N | D",512,29,92.996,0.0025,38.7345,7.60166,139.441,139.335
3,double,uniform,CPU,"P | P | P | P | N | D",512,30,92.3796,0.002439,38.7297,7.60547,138.827,138.717
3,double,uniform,CPU,"P | P | P | P | N | D",512,31,92.7414,0.00234,38.7268,7.59395,139.17,139.064
3,double,uniform,CPU,"P | P | P | P | N | D",512,32,92.7243,0.00241,38.722,7.59808,139.157,139.047
3,double,uniform,CPU,"P | P | P | P | N | D",512,33,92.8853,0.0024,38.7319,7.60326,139.325,139.223
3,double,uniform,CPU,"P | P | P | P | N | D",512,34,92.4586,0.00249,38.7262,7.60099,138.897,138.788
3,double,uniform,CPU,"P | P | P | P | N | D",512,35,92.6152,0.002651,38.7248,7.59254,139.038,138.935
3,double,uniform,CPU,"P | P | P | P | N | D",512,36,92.6475,0.00259,38.7347,7.59814,139.092,138.983
3,double,uniform,CPU,"P | P | P | P | N | D",512,37,92.3942,0.00224,38.7245,7.5975,138.819,138.719
3,double,uniform,CPU,"P | P | P | P | N | D",512,38,92.6002,0.00274,38.7371,7.59754,139.044,138.938
3,double,uniform,CPU,"P | P | P | P | N | D",512,39,92.3819,0.00262,38.7302,7.59274,138.818,138.708
3,double,uniform,CPU,"P | P | P | P | N | D",512,40,92.3224,0.00251,38.7334,7.6,138.767,138.658
3,double,uniform,CPU,"P | P | P | P | N | D",512,41,92.6415,0.002061,38.7275,7.60554,139.087,138.977
3,double,uniform,CPU,"P | P | P | P | N | D",512,42,92.4235,0.00265,38.7359,7.60128,138.871,138.763
3,double,uniform,CPU,"P | P | P | P | N | D",512,43,92.6292,0.002441,38.7297,7.6104,139.078,138.972
3,double,uniform,CPU,"P | P | P | P | N | D",512,44,92.8134,0.00227,38.7344,7.59053,139.246,139.141
3,double,uniform,CPU,"P | P | P | P | N | D",512,45,93.5459,0.00243,38.7235,7.59696,139.977,139.869
3,double,uniform,CPU,"P | P | P | P | N | D",512,46,92.4342,0.00254,38.7348,7.59184,138.87,138.763
3,double,uniform,CPU,"P | P | P | P | N | D",512,47,92.5028,0.00227,38.7339,7.60602,138.953,138.845
3,double,uniform,CPU,"P | P | P | P | N | D",512,48,92.1552,0.0028,38.7351,7.59667,138.596,138.49
3,double,uniform,CPU,"P | P | P | P | N | D",512,49,92.4703,0.002471,38.7306,7.59677,138.908,138.8
3,double,uniform,CPU,"P | P | P | P | N | D",512,50,92.1917,0.002471,38.7297,7.59571,138.627,138.52
3,double,uniform,CPU,"P | P | P | P | N | D",512,51,92.6777,0.00234,38.7325,7.5992,139.116,139.012
3,double,uniform,CPU,"P | P | P | P | N | D",512,52,92.5939,0.00243,38.7258,7.6024,139.036,138.924
3,double,uniform,CPU,"P | P | P | P | N | D",512,53,92.4304,0.00246,38.7356,7.59834,138.875,138.767
3,double,uniform,CPU,"P | P | P | P | N | D",512,54,93.6078,0.00271,38.7321,7.60026,140.051,139.943
3,double,uniform,CPU,"P | P | P | P | N | D",512,55,93.2411,0.00228,38.7338,7.58976,139.675,139.567
3,double,uniform,CPU,"P | P | P | P | N | D",512,56,93.0382,0.002331,38.7329,7.60246,139.485,139.376
3,double,uniform,CPU,"P | P | P | P | N | D",512,57,92.4457,0.002379,38.739,7.60285,138.899,138.79
3,double,uniform,CPU,"P | P | P | P | N | D",512,58,93.078,0.00262,38.7381,7.60214,139.524,139.421
3,double,uniform,CPU,"P | P | P | P | N | D",512,59,92.8208,0.002249,38.7251,7.59827,139.255,139.146
3,double,uniform,CPU,"P | P | P | P | N | D",512,60,92.2918,0.00262,38.7291,7.60285,138.73,138.626
3,double,uniform,CPU,"P | P | P | P | N | D",512,61,93.8472,0.00241,38.7231,7.60272,140.28,140.175
3,double,uniform,CPU,"P | P | P | P | N | D",512,62,92.1549,0.002579,38.7333,7.60051,138.598,138.491
3,double,uniform,CPU,"P | P | P | P | N | D",512,63,92.6834,0.0024,38.7245,7.60634,139.124,139.017
3,double,uniform,CPU,"P | P | P | P | N | D",512,64,92.6168,0.0025,38.7354,7.60141,139.066,138.956
3,double,uniform,CPU,"P | P | P | P | N | D",512,65,93.4317,0.00253,38.7282,7.59773,139.867,139.76
3,double,uniform,CPU,"P | P | P | P | N | D",512,66,92.3942,0.00269,38.7329,7.59546,138.835,138.725
3,double,uniform,CPU,"P | P | P | P | N | D",512,67,92.038,0.00251,38.7293,7.60486,138.489,138.375
3,double,uniform,CPU,"P | P | P | P | N | D",512,68,92.8292,0.002469,38.733,7.60022,139.269,139.165
3,double,uniform,CPU,"P | P | P | P | N | D",512,69,92.2342,0.00267,38.7316,7.60749,138.686,138.576
3,double,uniform,CPU,"P | P | P | P | N | D",512,70,95.1844,0.00206,38.735,7.60179,141.629,141.523
3,double,uniform,CPU,"P | P | P | P | N | D",512,71,93.3962,0.00257,38.7329,7.60477,139.848,139.736
3,double,uniform,CPU,"P | P | P | P | N | D",512,72,94.3676,0.002209,38.7295,7.59549,140.799,140.695
3,double,uniform,CPU,"P | P | P | P | N | D",512,73,92.387,0.00246,38.7294,7.59408,138.818,138.713
3,double,uniform,CPU,"P | P | P | P | N | D",512,74,92.4507,0.002459,38.7252,7.59443,138.879,138.773
