dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,double,uniform,GPU,"P | P",512,48,0.01152,0,0.03157,0.014368,0.095289,0.057458
1,double,uniform,GPU,"P | P",512,49,0.012192,0,0.03347,0.015968,0.103629,0.06163
1,double,uniform,GPU,"P | P",512,50,0.012992,0,0.03345,0.013504,0.100749,0.059946
1,double,uniform,GPU,"P | P",512,51,0.01248,0,0.03372,0.013152,0.100549,0.059352
1,double,uniform,GPU,"P | P",512,52,0.01312,0,0.03292,0.016992,0.103569,0.063032
1,double,uniform,GPU,"P | P",512,53,0.012736,0,0.03336,0.014976,0.104409,0.061072
1,double,uniform,GPU,"P | P",512,54,0.01296,0,0.034079,0.015456,0.105139,0.062495
1,double,uniform,GPU,"P | P",512,55,0.011808,0,0.033549,0.012192,0.099769,0.057549
1,double,uniform,GPU,"P | P",512,56,0.013024,0,0.03347,0.013824,0.103108,0.060318
1,double,uniform,GPU,"P | P",512,57,0.012928,0,0.033439,0.014944,0.102099,0.061311
1,double,uniform,GPU,"P | P",512,58,0.012864,0,0.03356,0.01376,0.102739,0.060184
1,double,uniform,GPU,"P | P",512,59,0.013472,0,0.03352,0.015744,0.103548,0.062736
1,double,uniform,GPU,"P | P",512,60,0.01248,0,0.03346,0.016096,0.103529,0.062036
1,double,uniform,GPU,"P | P",512,61,0.01232,0,0.03028,0.016512,0.094269,0.059112
1,double,uniform,GPU,"P | P",512,62,0.013504,0,0.03331,0.013472,0.101279,0.060286
1,double,uniform,GPU,"P | P",512,63,0.013312,0,0.03367,0.015552,0.104579,0.062534
1,double,uniform,GPU,"P | P",512,64,0.012672,0,0.03337,0.014816,0.102358,0.060858
1,double,uniform,GPU,"P | P",512,65,0.01136,0,0.03336,0.0152,0.101958,0.05992
1,double,uniform,GPU,"P | P",512,66,0.013248,0,0.03337,0.013056,0.101129,0.059674
1,double,uniform,GPU,"P | P",512,67,0.012704,0,0.033629,0.013312,0.100969,0.059645
1,double,uniform,GPU,"P | P",512,68,0.012096,0,0.034289,0.015328,0.103579,0.061713
1,double,uniform,GPU,"P | P",512,69,0.013376,0,0.03306,0.014304,0.101329,0.06074
1,double,uniform,GPU,"P | P",512,70,0.01312,0,0.034239,0.014272,0.103159,0.061631
1,double,uniform,GPU,"P | P",512,71,0.012832,0,0.03377,0.014784,0.102779,0.061386
1,double,uniform,GPU,"P | P",512,72,0.012,0,0.0338,0.01232,0.099419,0.05812
1,double,uniform,GPU,"P | P",512,73,0.011552,0,0.033529,0.014176,0.100329,0.059257
1,double,uniform,GPU,"P | P",512,74,0.012416,0,0.03339,0.016384,0.103819,0.06219
