dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,float,uniform,GPU,"D | D",64,0,182.975,0,0.03496,50.4643,233.567,233.474
1,float,uniform,GPU,"D | D",512,51,0.011232,0,0.018399,0.005824,0.064539,0.035455
1,float,uniform,GPU,"D | D",512,52,0.013984,0,0.020939,0.006432,0.076469,0.041355
1,float,uniform,GPU,"D | D",512,53,0.012608,0,0.021409,0.005728,0.075219,0.039745
1,float,uniform,GPU,"D | D",512,54,0.010496,0,0.020509,0.004448,0.069319,0.035453
1,float,uniform,GPU,"D | D",512,55,0.011904,0,0.02136,0.004992,0.071729,0.038256
1,float,uniform,GPU,"D | D",512,56,0.010496,0,0.021179,0.005056,0.070329,0.036731
1,float,uniform,GPU,"D | D",512,57,0.012672,0,0.020741,0.006176,0.080399,0.039589
1,float,uniform,GPU,"D | D",512,58,0.010464,0,0.096619,0.005696,0.147779,0.112779
1,float,uniform,GPU,"D | D",512,59,0.01184,0,0.020569,0.004288,0.072329,0.036697
1,float,uniform,GPU,"D | D",512,60,0.010496,0,0.0206,0.005376,0.070479,0.036472
1,float,uniform,GPU,"D | D",512,61,0.011712,0,0.02044,0.0056,0.072439,0.037752
1,float,uniform,GPU,"D | D",512,62,0.011488,0,0.02093,0.005664,0.072159,0.038082
1,float,uniform,GPU,"D | D",512,63,0.010752,0,0.02084,0.004576,0.07046,0.036168
1,float,uniform,GPU,"D | D",512,64,0.011968,0,0.020681,0.004896,0.070969,0.037545
1,float,uniform,GPU,"D | D",512,65,0.010528,0,0.02056,0.006016,0.07119,0.037104
1,float,uniform,GPU,"D | D",512,66,0.011648,0,0.02106,0.006496,0.073369,0.039204
1,float,uniform,GPU,"D | D",512,67,0.00992,0,0.02102,0.005536,0.071499,0.036476
1,float,uniform,GPU,"D | D",512,68,0.010464,0,0.021171,0.005536,0.070779,0.037171
1,float,uniform,GPU,"D | D",512,69,0.012576,0,0.0217,0.006304,0.080849,0.04058
1,float,uniform,GPU,"D | D",512,70,0.012384,0,0.02101,0.004448,0.073229,0.037842
1,float,uniform,GPU,"D | D",512,71,0.012192,0,0.01713,0.006528,0.06622,0.03585
1,float,uniform,GPU,"D | D",512,72,0.011968,0,0.021139,0.005152,0.072769,0.038259
1,float,uniform,GPU,"D | D",512,73,0.013568,0,0.02078,0.006176,0.075199,0.040524
1,float,uniform,GPU,"D | D",512,74,0.0104,0,0.020819,0.005664,0.070609,0.036883
