dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,float,uniform,GPU,"D | D",64,0,182.975,0,0.03496,50.4643,233.567,233.474
1,float,uniform,GPU,"D | D",64,49,0.01184,0,0.01832,0.005952,0.069609,0.036112
1,float,uniform,GPU,"D | D",64,50,0.011232,0,0.01498,0.00608,0.06085,0.032292
1,float,uniform,GPU,"D | D",64,51,0.011232,0,0.01831,0.004576,0.068509,0.034118
1,float,uniform,GPU,"D | D",64,52,0.010784,0,0.01495,0.006816,0.06001,0.03255
1,float,uniform,GPU,"D | D",64,53,0.0112,0,0.01813,0.00464,0.068239,0.03397
1,float,uniform,GPU,"D | D",64,54,0.014752,0,0.01801,0.004576,0.071219,0.037338
1,float,uniform,GPU,"D | D",64,55,0.010912,0,0.01831,0.005536,0.070839,0.034758
1,float,uniform,GPU,"D | D",64,56,0.013088,0,0.018159,0.005856,0.069599,0.037103
1,float,uniform,GPU,"D | D",64,57,0.011136,0,0.01829,0.005792,0.06858,0.035218
1,float,uniform,GPU,"D | D",64,58,0.01328,0,0.01711,0.00832,0.071179,0.03871
1,float,uniform,GPU,"D | D",64,59,0.01024,0,0.01868,0.004512,0.06646,0.033432
1,float,uniform,GPU,"D | D",64,60,0.012032,0,0.01824,0.005696,0.068639,0.035968
1,float,uniform,GPU,"D | D",64,61,0.01232,0,0.01837,0.005504,0.067949,0.036194
1,float,uniform,GPU,"D | D",64,62,0.011424,0,0.017889,0.005952,0.070119,0.035265
1,float,uniform,GPU,"D | D",64,63,0.020608,0,0.01859,0.00528,0.076709,0.044478
1,float,uniform,GPU,"D | D",64,64,0.009984,0,0.01861,0.005472,0.178038,0.034066
1,float,uniform,GPU,"D | D",64,65,0.010336,0,0.01789,0.005344,0.06594,0.03357
1,float,uniform,GPU,"D | D",64,66,0.009856,0,0.0197,0.006432,0.069089,0.035988
1,float,uniform,GPU,"D | D",64,67,0.01008,0,0.017989,0.005344,0.066999,0.033413
1,float,uniform,GPU,"D | D",64,68,0.011104,0,0.01819,0.004512,0.067989,0.033806
1,float,uniform,GPU,"D | D",64,69,0.011936,0,0.018451,0.005824,0.068239,0.036211
1,float,uniform,GPU,"D | D",64,70,0.011808,0,0.01816,0.005216,0.06777,0.035184
1,float,uniform,GPU,"D | D",64,71,0.0104,0,0.01813,0.005728,0.067,0.034258
1,float,uniform,GPU,"D | D",64,72,0.00976,0,0.018049,0.005088,0.065739,0.032897
1,float,uniform,GPU,"D | D",64,73,0.01136,0,0.01841,0.005184,0.0682,0.034954
1,float,uniform,GPU,"D | D",64,74,0.010944,0,0.01818,0.005248,0.067229,0.034372
1,float,uniform,GPU,"D | D",128,0,0.026752,0,0.024489,0.011968,0.105199,0.063209
1,float,uniform,GPU,"D | D",128,1,0.010656,0,0.02087,0.005984,0.069529,0.03751
1,float,uniform,GPU,"D | D",128,2,0.011584,0,0.0203,0.007264,0.073559,0.039148
1,float,uniform,GPU,"D | D",128,3,0.010464,0,0.01638,0.006944,0.0626,0.033788
1,float,uniform,GPU,"D | D",128,4,0.010752,0,0.02003,0.007328,0.071629,0.03811
1,float,uniform,GPU,"D | D",128,5,0.009952,0,0.02024,0.005152,0.068889,0.035344
1,float,uniform,GPU,"D | D",128,6,0.012224,0,0.020089,0.005376,0.071349,0.037689
1,float,uniform,GPU,"D | D",128,7,0.013344,0,0.02021,0.005824,0.072879,0.039378
1,float,uniform,GPU,"D | D",128,8,0.01216,0,0.0205,0.006112,0.07363,0.038772
1,float,uniform,GPU,"D | D",128,9,0.012096,0,0.02067,0.005984,0.073149,0.03875
1,float,uniform,GPU,"D | D",128,10,0.011136,0,0.020201,0.005408,0.069489,0.036745
1,float,uniform,GPU,"D | D",128,11,0.009504,0,0.02068,0.005664,0.06811,0.035848
1,float,uniform,GPU,"D | D",128,12,0.010464,0,0.0198,0.005408,0.068429,0.035672
1,float,uniform,GPU,"D | D",128,13,0.011104,0,0.020639,0.005312,0.071139,0.037055
1,float,uniform,GPU,"D | D",128,14,0.012224,0,0.020598,0.00448,0.072549,0.037302
1,float,uniform,GPU,"D | D",128,15,0.011392,0,0.020018,0.005728,0.071489,0.037138
1,float,uniform,GPU,"D | D",128,16,0.011264,0,0.02067,0.007136,0.076549,0.03907
1,float,uniform,GPU,"D | D",128,17,0.010752,0,0.02012,0.004928,0.07048,0.0358
1,float,uniform,GPU,"D | D",128,18,0.011264,0,0.0206,0.005696,0.071,0.03756
1,float,uniform,GPU,"D | D",128,19,0.011872,0,0.02008,0.00528,0.070279,0.037232
1,float,uniform,GPU,"D | D",128,20,0.011136,0,0.020369,0.005568,0.069899,0.037073
1,float,uniform,GPU,"D | D",128,21,0.011776,0,0.01988,0.0056,0.071849,0.037256
1,float,uniform,GPU,"D | D",128,22,0.011648,0,0.020309,0.00512,0.069459,0.037077
1,float,uniform,GPU,"D | D",128,23,0.01136,0,0.02047,0.005664,0.07215,0.037494
1,float,uniform,GPU,"D | D",128,24,0.009472,0,0.02004,0.0064,0.070769,0.035912
1,float,uniform,GPU,"D | D",128,25,0.010848,0,0.02094,0.005792,0.07156,0.03758
1,float,uniform,GPU,"D | D",128,26,0.011456,0,0.020629,0.005056,0.069469,0.037141
1,float,uniform,GPU,"D | D",128,27,0.011008,0,0.02076,0.007776,0.075239,0.039544
1,float,uniform,GPU,"D | D",128,28,0.010752,0,0.020671,0.005536,0.069969,0.036959
1,float,uniform,GPU,"D | D",128,29,0.012128,0,0.02103,0.006272,0.07214,0.03943
1,float,uniform,GPU,"D | D",128,30,0.011232,0,0.01998,0.005888,0.071619,0.0371
1,float,uniform,GPU,"D | D",128,31,0.009536,0,0.02029,0.005504,0.068929,0.03533
1,float,uniform,GPU,"D | D",128,32,0.011456,0,0.0203,0.005216,0.070199,0.036972
1,float,uniform,GPU,"D | D",128,33,0.011328,0,0.01996,0.0056,0.07005,0.036888
1,float,uniform,GPU,"D | D",128,34,0.011968,0,0.0203,0.005152,0.07062,0.03742
1,float,uniform,GPU,"D | D",128,35,0.01424,0,0.01693,0.0072,0.06767,0.03837
1,float,uniform,GPU,"D | D",128,36,0.010976,0,0.016679,0.006592,0.062669,0.034247
1,float,uniform,GPU,"D | D",128,37,0.009856,0,0.02086,0.006816,0.07163,0.037532
1,float,uniform,GPU,"D | D",128,38,0.010144,0,0.01991,0.005376,0.06901,0.03543
1,float,uniform,GPU,"D | D",128,39,0.011776,0,0.02065,0.006272,0.074079,0.038698
1,float,uniform,GPU,"D | D",128,40,0.011584,0,0.01995,0.00512,0.07017,0.036654
1,float,uniform,GPU,"D | D",128,41,0.011456,0,0.02017,0.005312,0.071279,0.036938
1,float,uniform,GPU,"D | D",128,42,0.013536,0,0.02018,0.014208,0.081449,0.047924
1,float,uniform,GPU,"D | D",128,43,0.012032,0,0.02143,0.006208,0.184438,0.03967
1,float,uniform,GPU,"D | D",128,44,0.010016,0,0.01995,0.007712,0.071089,0.037678
1,float,uniform,GPU,"D | D",128,45,0.012672,0,0.020559,0.005312,0.072079,0.038543
1,float,uniform,GPU,"D | D",128,46,0.011328,0,0.020689,0.00528,0.071319,0.037297
1,float,uniform,GPU,"D | D",128,47,0.011008,0,0.02011,0.004608,0.072399,0.035726
1,float,uniform,GPU,"D | D",128,48,0.010208,0,0.01993,0.006368,0.071089,0.036506
1,float,uniform,GPU,"D | D",128,49,0.011136,0,0.016998,0.006496,0.063339,0.03463
1,float,uniform,GPU,"D | D",128,50,0.011232,0,0.02019,0.005728,0.071709,0.03715
1,float,uniform,GPU,"D | D",128,51,0.0104,0,0.020209,0.005152,0.074069,0.035761
1,float,uniform,GPU,"D | D",128,52,0.009632,0,0.02156,0.00448,0.151258,0.035672
1,float,uniform,GPU,"D | D",128,53,0.009408,0,0.01998,0.00592,0.07069,0.035308
1,float,uniform,GPU,"D | D",128,54,0.011424,0,0.02023,0.005312,0.071559,0.036966
1,float,uniform,GPU,"D | D",128,55,0.011296,0,0.02085,0.00576,0.071209,0.037906
1,float,uniform,GPU,"D | D",128,56,0.01264,0,0.02023,0.005536,0.072829,0.038406
1,float,uniform,GPU,"D | D",128,57,0.009504,0,0.01988,0.005216,0.067749,0.0346
1,float,uniform,GPU,"D | D",128,58,0.010528,0,0.02014,0.004608,0.06913,0.035276
1,float,uniform,GPU,"D | D",128,59,0.011392,0,0.02002,0.005184,0.069739,0.036596
1,float,uniform,GPU,"D | D",128,60,0.012064,0,0.020008,0.005376,0.071659,0.037448
1,float,uniform,GPU,"D | D",128,61,0.01056,0,0.02008,0.005376,0.069369,0.036016
1,float,uniform,GPU,"D | D",128,62,0.012,0,0.016811,0.006848,0.064429,0.035659
1,float,uniform,GPU,"D | D",128,63,0.01216,0,0.02051,0.005728,0.071669,0.038398
1,float,uniform,GPU,"D | D",128,64,0.010784,0,0.02007,0.005248,0.069169,0.036102
1,float,uniform,GPU,"D | D",128,65,0.009664,0,0.02014,0.006144,0.069079,0.035948
1,float,uniform,GPU,"D | D",128,66,0.00992,0,0.02068,0.004224,0.070319,0.034824
1,float,uniform,GPU,"D | D",128,67,0.01232,0,0.020079,0.005216,0.070969,0.037615
1,float,uniform,GPU,"D | D",128,68,0.010208,0,0.02054,0.004352,0.0693,0.0351
1,float,uniform,GPU,"D | D",128,69,0.011744,0,0.020071,0.005824,0.071889,0.037639
1,float,uniform,GPU,"D | D",128,70,0.010176,0,0.02032,0.00576,0.069989,0.036256
1,float,uniform,GPU,"D | D",128,71,0.011904,0,0.01997,0.005568,0.071319,0.037442
1,float,uniform,GPU,"D | D",128,72,0.0104,0,0.02044,0.004384,0.069429,0.035224
1,float,uniform,GPU,"D | D",128,73,0.011648,0,0.020549,0.005632,0.071709,0.037829
1,float,uniform,GPU,"D | D",128,74,0.010784,0,0.0201,0.005408,0.06909,0.036292
1,float,uniform,GPU,"D | D",192,0,0.023136,0,0.027809,0.01232,0.104249,0.063265
1,float,uniform,GPU,"D | D",192,1,0.0104,0,0.02333,0.005664,0.07288,0.039394
1,float,uniform,GPU,"D | D",192,2,0.009408,0,0.023179,0.005248,0.072199,0.037835
1,float,uniform,GPU,"D | D",192,3,0.01152,0,0.02349,0.005024,0.073869,0.040034
1,float,uniform,GPU,"D | D",192,4,0.01088,0,0.02384,0.005408,0.072929,0.040128
1,float,uniform,GPU,"D | D",192,5,0.011744,0,0.02346,0.005248,0.074509,0.040452
1,float,uniform,GPU,"D | D",192,6,0.011072,0,0.02299,0.005248,0.07366,0.03931
1,float,uniform,GPU,"D | D",192,7,0.01104,0,0.02517,0.005216,0.075219,0.041426
1,float,uniform,GPU,"D | D",192,8,0.011328,0,0.023859,0.004544,0.073989,0.039731
1,float,uniform,GPU,"D | D",192,9,0.012576,0,0.02291,0.00608,0.076269,0.041566
1,float,uniform,GPU,"D | D",192,10,0.010976,0,0.023019,0.005312,0.072019,0.039307
1,float,uniform,GPU,"D | D",192,11,0.010048,0,0.02312,0.004864,0.07242,0.038032
1,float,uniform,GPU,"D | D",192,12,0.011008,0,0.02297,0.005184,0.072749,0.039162
1,float,uniform,GPU,"D | D",192,13,0.010912,0,0.02308,0.005376,0.072409,0.039368
1,float,uniform,GPU,"D | D",192,14,0.01232,0,0.02287,0.00528,0.074259,0.04047
1,float,uniform,GPU,"D | D",192,15,0.0128,0,0.02344,0.005728,0.076769,0.041968
1,float,uniform,GPU,"D | D",192,16,0.01008,0,0.022679,0.005344,0.070809,0.038103
1,float,uniform,GPU,"D | D",192,17,0.012608,0,0.023179,0.00752,0.077539,0.043307
1,float,uniform,GPU,"D | D",192,18,0.010208,0,0.02326,0.00448,0.072719,0.037948
1,float,uniform,GPU,"D | D",192,19,0.01136,0,0.02314,0.00544,0.073549,0.03994
1,float,uniform,GPU,"D | D",192,20,0.01184,0,0.02288,0.005312,0.072969,0.040032
1,float,uniform,GPU,"D | D",192,21,0.012032,0,0.023849,0.006848,0.078929,0.042729
1,float,uniform,GPU,"D | D",192,22,0.009856,0,0.02304,0.005824,0.071119,0.03872
1,float,uniform,GPU,"D | D",192,23,0.010976,0,0.02274,0.005056,0.07283,0.038772
1,float,uniform,GPU,"D | D",192,24,0.010816,0,0.023099,0.005344,0.072349,0.039259
1,float,uniform,GPU,"D | D",192,25,0.011232,0,0.022851,0.006848,0.074459,0.040931
1,float,uniform,GPU,"D | D",192,26,0.012256,0,0.02275,0.005696,0.073689,0.040702
1,float,uniform,GPU,"D | D",192,27,0.011008,0,0.02848,0.005312,0.079009,0.0448
1,float,uniform,GPU,"D | D",192,28,0.010912,0,0.023119,0.0056,0.155148,0.039631
1,float,uniform,GPU,"D | D",192,29,0.013152,0,0.01947,0.00752,0.069319,0.040142
1,float,uniform,GPU,"D | D",192,30,0.010592,0,0.022829,0.005248,0.071799,0.038669
1,float,uniform,GPU,"D | D",192,31,0.010656,0,0.01991,0.006656,0.064509,0.037222
1,float,uniform,GPU,"D | D",192,32,0.009888,0,0.02327,0.00528,0.071589,0.038438
1,float,uniform,GPU,"D | D",192,33,0.010368,0,0.02289,0.004512,0.071889,0.03777
1,float,uniform,GPU,"D | D",192,34,0.011712,0,0.02314,0.005376,0.074179,0.040228
1,float,uniform,GPU,"D | D",192,35,0.009568,0,0.023439,0.004544,0.071319,0.037551
1,float,uniform,GPU,"D | D",192,36,0.013984,0,0.02269,0.00592,0.076589,0.042594
1,float,uniform,GPU,"D | D",192,37,0.009888,0,0.02272,0.00736,0.07481,0.039968
1,float,uniform,GPU,"D | D",192,38,0.010848,0,0.025309,0.005568,0.074479,0.041725
1,float,uniform,GPU,"D | D",192,39,0.012576,0,0.023109,0.005408,0.081059,0.041093
1,float,uniform,GPU,"D | D",192,40,0.0112,0,0.02311,0.00544,0.072849,0.03975
1,float,uniform,GPU,"D | D",192,41,0.011936,0,0.02288,0.007456,0.076749,0.042272
1,float,uniform,GPU,"D | D",192,42,0.012192,0,0.02345,0.005472,0.07541,0.041114
1,float,uniform,GPU,"D | D",192,43,0.010592,0,0.021031,0.005888,0.066209,0.037511
1,float,uniform,GPU,"D | D",192,44,0.009344,0,0.02325,0.005568,0.07081,0.038162
1,float,uniform,GPU,"D | D",192,45,0.01104,0,0.02322,0.004544,0.072709,0.038804
1,float,uniform,GPU,"D | D",192,46,0.010944,0,0.023289,0.005312,0.073379,0.039545
1,float,uniform,GPU,"D | D",192,47,0.011488,0,0.02284,0.004448,0.07307,0.038776
1,float,uniform,GPU,"D | D",192,48,0.010848,0,0.02333,0.005504,0.073799,0.039682
1,float,uniform,GPU,"D | D",192,49,0.012032,0,0.022969,0.007328,0.076579,0.042329
1,float,uniform,GPU,"D | D",192,50,0.010976,0,0.02285,0.00528,0.07278,0.039106
1,float,uniform,GPU,"D | D",192,51,0.01152,0,0.02292,0.0072,0.077479,0.04164
1,float,uniform,GPU,"D | D",192,52,0.011392,0,0.02316,0.00544,0.072919,0.039992
1,float,uniform,GPU,"D | D",192,53,0.01216,0,0.023039,0.00528,0.073449,0.040479
1,float,uniform,GPU,"D | D",192,54,0.010688,0,0.02322,0.004864,0.074699,0.038772
1,float,uniform,GPU,"D | D",192,55,0.009792,0,0.02285,0.005376,0.071909,0.038018
1,float,uniform,GPU,"D | D",192,56,0.012544,0,0.01978,0.006784,0.068579,0.039108
1,float,uniform,GPU,"D | D",192,57,0.011072,0,0.02293,0.005184,0.071739,0.039186
1,float,uniform,GPU,"D | D",192,58,0.01088,0,0.02463,0.005696,0.074189,0.041206
1,float,uniform,GPU,"D | D",192,59,0.011904,0,0.022888,0.004448,0.074639,0.03924
1,float,uniform,GPU,"D | D",192,60,0.01056,0,0.023069,0.005088,0.073209,0.038717
1,float,uniform,GPU,"D | D",192,61,0.011712,0,0.01979,0.008192,0.069699,0.039694
1,float,uniform,GPU,"D | D",192,62,0.010528,0,0.023069,0.005376,0.072859,0.038973
1,float,uniform,GPU,"D | D",192,63,0.01088,0,0.0228,0.007328,0.07424,0.041008
1,float,uniform,GPU,"D | D",192,64,0.011136,0,0.02304,0.0048,0.072789,0.038976
1,float,uniform,GPU,"D | D",192,65,0.01168,0,0.022729,0.005248,0.072719,0.039657
1,float,uniform,GPU,"D | D",192,66,0.01152,0,0.023149,0.005856,0.074599,0.040525
1,float,uniform,GPU,"D | D",192,67,0.012224,0,0.023239,0.007488,0.077499,0.042951
1,float,uniform,GPU,"D | D",192,68,0.01296,0,0.02295,0.007008,0.077239,0.042918
1,float,uniform,GPU,"D | D",192,69,0.013024,0,0.02331,0.00576,0.076609,0.042094
1,float,uniform,GPU,"D | D",192,70,0.009984,0,0.02278,0.0056,0.071549,0.038364
1,float,uniform,GPU,"D | D",192,71,0.010624,0,0.02946,0.00448,0.07866,0.044564
1,float,uniform,GPU,"D | D",192,72,0.009344,0,0.02345,0.005312,0.071209,0.038106
1,float,uniform,GPU,"D | D",192,73,0.012256,0,0.02296,0.004352,0.073259,0.039568
1,float,uniform,GPU,"D | D",192,74,0.010272,0,0.02332,0.005376,0.072559,0.038968
1,float,uniform,GPU,"D | D",256,0,0.022848,0,0.028779,0.010656,0.103229,0.062283
1,float,uniform,GPU,"D | D",256,1,0.010912,0,0.0252,0.004352,0.074559,0.040464
1,float,uniform,GPU,"D | D",256,2,0.011424,0,0.02454,0.005696,0.074829,0.04166
1,float,uniform,GPU,"D | D",256,3,0.01024,0,0.02455,0.006208,0.074419,0.040998
1,float,uniform,GPU,"D | D",256,4,0.012256,0,0.02455,0.00752,0.085619,0.044326
1,float,uniform,GPU,"D | D",256,5,0.011328,0,0.02458,0.0056,0.075609,0.041508
1,float,uniform,GPU,"D | D",256,6,0.011392,0,0.02488,0.007232,0.080789,0.043504
1,float,uniform,GPU,"D | D",256,7,0.011392,0,0.024809,0.005728,0.074899,0.041929
1,float,uniform,GPU,"D | D",256,8,0.010976,0,0.02471,0.005344,0.074319,0.04103
1,float,uniform,GPU,"D | D",256,9,0.011872,0,0.024459,0.004416,0.073999,0.040747
1,float,uniform,GPU,"D | D",256,10,0.011904,0,0.02493,0.005664,0.078319,0.042498
1,float,uniform,GPU,"D | D",256,11,0.011872,0,0.024741,0.00544,0.074479,0.042053
1,float,uniform,GPU,"D | D",256,12,0.012096,0,0.02511,0.006592,0.07653,0.043798
1,float,uniform,GPU,"D | D",256,13,0.011008,0,0.02466,0.005216,0.073749,0.040884
1,float,uniform,GPU,"D | D",256,14,0.01104,0,0.02436,0.005952,0.07651,0.041352
1,float,uniform,GPU,"D | D",256,15,0.013568,0,0.025219,0.005568,0.077009,0.044355
1,float,uniform,GPU,"D | D",256,16,0.014976,0,0.02462,0.0056,0.080109,0.045196
1,float,uniform,GPU,"D | D",256,17,0.01056,0,0.02459,0.007904,0.078229,0.043054
1,float,uniform,GPU,"D | D",256,18,0.012128,0,0.02484,0.006016,0.078069,0.042984
1,float,uniform,GPU,"D | D",256,19,0.010656,0,0.02139,0.008032,0.068499,0.040078
1,float,uniform,GPU,"D | D",256,20,0.011392,0,0.02456,0.005216,0.074949,0.041168
1,float,uniform,GPU,"D | D",256,21,0.010752,0,0.02459,0.005568,0.073759,0.04091
1,float,uniform,GPU,"D | D",256,22,0.012832,0,0.02482,0.006208,0.07868,0.04386
1,float,uniform,GPU,"D | D",256,23,0.013184,0,0.02526,0.004672,0.077659,0.043116
1,float,uniform,GPU,"D | D",256,24,0.010848,0,0.02475,0.005632,0.075309,0.04123
1,float,uniform,GPU,"D | D",256,25,0.01024,0,0.024769,0.0064,0.076299,0.041409
1,float,uniform,GPU,"D | D",256,26,0.009664,0,0.02357,0.005216,0.071879,0.03845
1,float,uniform,GPU,"D | D",256,27,0.011168,0,0.02465,0.004576,0.075569,0.040394
1,float,uniform,GPU,"D | D",256,28,0.012256,0,0.02446,0.007008,0.076609,0.043724
1,float,uniform,GPU,"D | D",256,29,0.010944,0,0.025349,0.008032,0.084849,0.044325
1,float,uniform,GPU,"D | D",256,30,0.012416,0,0.02494,0.00448,0.077399,0.041836
1,float,uniform,GPU,"D | D",256,31,0.01104,0,0.02468,0.00528,0.074909,0.041
1,float,uniform,GPU,"D | D",256,32,0.012096,0,0.02196,0.00656,0.06924,0.040616
1,float,uniform,GPU,"D | D",256,33,0.011936,0,0.02502,0.007264,0.077379,0.04422
1,float,uniform,GPU,"D | D",256,34,0.012224,0,0.02464,0.005568,0.074629,0.042432
1,float,uniform,GPU,"D | D",256,35,0.011232,0,0.024619,0.005408,0.074909,0.041259
1,float,uniform,GPU,"D | D",256,36,0.012256,0,0.024469,0.005344,0.074449,0.042069
1,float,uniform,GPU,"D | D",256,37,0.010016,0,0.02507,0.005824,0.077049,0.04091
1,float,uniform,GPU,"D | D",256,38,0.012448,0,0.02442,0.007008,0.07713,0.043876
1,float,uniform,GPU,"D | D",256,39,0.010656,0,0.025249,0.005248,0.072859,0.041153
1,float,uniform,GPU,"D | D",256,40,0.011424,0,0.02474,0.005248,0.073579,0.041412
1,float,uniform,GPU,"D | D",256,41,0.01024,0,0.024409,0.00528,0.073699,0.039929
1,float,uniform,GPU,"D | D",256,42,0.013536,0,0.024949,0.00512,0.079839,0.043605
1,float,uniform,GPU,"D | D",256,43,0.012224,0,0.0252,0.004384,0.07491,0.041808
1,float,uniform,GPU,"D | D",256,44,0.011712,0,0.02439,0.008032,0.079269,0.044134
1,float,uniform,GPU,"D | D",256,45,0.01216,0,0.02083,0.00672,0.068169,0.03971
1,float,uniform,GPU,"D | D",256,46,0.010304,0,0.025109,0.006688,0.075509,0.042101
1,float,uniform,GPU,"D | D",256,47,0.011808,0,0.02468,0.005504,0.075029,0.041992
1,float,uniform,GPU,"D | D",256,48,0.012544,0,0.0248,0.004672,0.07628,0.042016
1,float,uniform,GPU,"D | D",256,49,0.011776,0,0.0244,0.007552,0.076159,0.043728
1,float,uniform,GPU,"D | D",256,50,0.011712,0,0.02501,0.006336,0.078649,0.043058
1,float,uniform,GPU,"D | D",256,51,0.011264,0,0.0244,0.005664,0.073489,0.041328
1,float,uniform,GPU,"D | D",256,52,0.011072,0,0.024789,0.00672,0.075909,0.042581
1,float,uniform,GPU,"D | D",256,53,0.010784,0,0.02447,0.006176,0.07569,0.04143
1,float,uniform,GPU,"D | D",256,54,0.009728,0,0.024589,0.006336,0.075129,0.040653
1,float,uniform,GPU,"D | D",256,55,0.012224,0,0.02458,0.005344,0.074969,0.042148
1,float,uniform,GPU,"D | D",256,56,0.012672,0,0.024909,0.004384,0.076779,0.041965
1,float,uniform,GPU,"D | D",256,57,0.010656,0,0.02114,0.006944,0.06904,0.03874
1,float,uniform,GPU,"D | D",256,58,0.012448,0,0.02198,0.00592,0.06875,0.040348
1,float,uniform,GPU,"D | D",256,59,0.010848,0,0.024549,0.00544,0.073629,0.040837
1,float,uniform,GPU,"D | D",256,60,0.01248,0,0.024909,0.008064,0.080289,0.045453
1,float,uniform,GPU,"D | D",256,61,0.012096,0,0.029979,0.005664,0.081639,0.047739
