dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,double,uniform,CPU,"P | P",64,0,0.060992,0,0.05571,209.762,209.987,209.878
1,double,uniform,CPU,"P | P",128,36,0.019232,0,0.029759,0.015936,0.113979,0.064927
1,double,uniform,CPU,"P | P",128,37,0.02064,0,0.029899,0.015456,0.110559,0.065995
1,double,uniform,CPU,"P | P",128,38,0.021024,0,0.02959,0.018016,0.116459,0.06863
1,double,uniform,CPU,"P | P",128,39,0.019648,0,0.029219,0.015328,0.110529,0.064195
1,double,uniform,CPU,"P | P",128,40,0.02048,0,0.029749,0.016512,0.114309,0.066741
1,double,uniform,CPU,"P | P",128,41,0.019136,0,0.02975,0.01552,0.111368,0.064406
1,double,uniform,CPU,"P | P",128,42,0.020416,0,0.0296,0.015232,0.109128,0.065248
1,double,uniform,CPU,"P | P",128,43,0.018464,0,0.02925,0.015776,0.109169,0.06349
1,double,uniform,CPU,"P | P",128,44,0.019648,0,0.029698,0.015744,0.110989,0.06509
1,double,uniform,CPU,"P | P",128,45,0.018592,0,0.02928,0.015136,0.109798,0.063008
1,double,uniform,CPU,"P | P",128,46,0.019712,0,0.02979,0.016032,0.119389,0.065534
1,double,uniform,CPU,"P | P",128,47,0.01904,0,0.025981,0.016864,0.098699,0.061885
1,double,uniform,CPU,"P | P",128,48,0.019008,0,0.029639,0.015968,0.109369,0.064615
1,double,uniform,CPU,"P | P",128,49,0.019872,0,0.03026,0.018176,0.114519,0.068308
1,double,uniform,CPU,"P | P",128,50,0.023008,0,0.02992,0.018752,0.115499,0.07168
1,double,uniform,CPU,"P | P",128,51,0.019328,0,0.029329,0.01728,0.111009,0.065937
1,double,uniform,CPU,"P | P",128,52,0.01888,0,0.029869,0.014304,0.107669,0.063053
1,double,uniform,CPU,"P | P",128,53,0.018784,0,0.02959,0.014624,0.108118,0.062998
1,double,uniform,CPU,"P | P",128,54,0.01776,0,0.028879,0.01744,0.107139,0.064079
1,double,uniform,CPU,"P | P",128,55,0.018272,0,0.029439,0.017568,0.115879,0.065279
1,double,uniform,CPU,"P | P",128,56,0.020576,0,0.103919,0.014912,0.185368,0.139407
1,double,uniform,CPU,"P | P",128,57,0.017824,0,0.03151,0.015168,0.109449,0.064502
1,double,uniform,CPU,"P | P",128,58,0.019264,0,0.02928,0.015296,0.110669,0.06384
1,double,uniform,CPU,"P | P",128,59,0.020608,0,0.02954,0.015072,0.111028,0.06522
1,double,uniform,CPU,"P | P",128,60,0.018304,0,0.029389,0.014176,0.108749,0.061869
1,double,uniform,CPU,"P | P",128,61,0.02016,0,0.029779,0.016096,0.110569,0.066035
1,double,uniform,CPU,"P | P",128,62,0.019104,0,0.029299,0.014496,0.108459,0.062899
1,double,uniform,CPU,"P | P",128,63,0.01952,0,0.029219,0.015136,0.110649,0.063875
1,double,uniform,CPU,"P | P",128,64,0.018848,0,0.029689,0.016064,0.111459,0.064601
1,double,uniform,CPU,"P | P",128,65,0.021312,0,0.0294,0.018176,0.115679,0.068888
1,double,uniform,CPU,"P | P",128,66,0.01984,0,0.02936,0.015776,0.111118,0.064976
1,double,uniform,CPU,"P | P",128,67,0.02448,0,0.02564,0.015616,0.102589,0.065736
1,double,uniform,CPU,"P | P",128,68,0.02016,0,0.029699,0.01664,0.114199,0.066499
1,double,uniform,CPU,"P | P",128,69,0.018432,0,0.03005,0.015392,0.110019,0.063874
1,double,uniform,CPU,"P | P",128,70,0.017984,0,0.02919,0.015392,0.107259,0.062566
1,double,uniform,CPU,"P | P",128,71,0.019584,0,0.02952,0.01584,0.109939,0.064944
1,double,uniform,CPU,"P | P",128,72,0.018816,0,0.02923,0.015552,0.110239,0.063598
1,double,uniform,CPU,"P | P",128,73,0.019328,0,0.03002,0.017056,0.112829,0.066404
1,double,uniform,CPU,"P | P",128,74,0.019872,0,0.02928,0.015648,0.109599,0.0648
1,double,uniform,CPU,"P | P",192,0,0.025024,0,0.041539,0.028384,0.149018,0.094947
1,double,uniform,CPU,"P | P",192,1,0.021632,0,0.036329,0.018432,0.121089,0.076393
1,double,uniform,CPU,"P | P",192,2,0.020704,0,0.037629,0.018624,0.122249,0.076957
1,double,uniform,CPU,"P | P",192,3,0.019136,0,0.03742,0.017472,0.122378,0.074028
1,double,uniform,CPU,"P | P",192,4,0.021312,0,0.03738,0.016416,0.120209,0.075108
1,double,uniform,CPU,"P | P",192,5,0.01968,0,0.03717,0.01648,0.122359,0.07333
1,double,uniform,CPU,"P | P",192,6,0.018944,0,0.03769,0.022016,0.124099,0.07865
1,double,uniform,CPU,"P | P",192,7,0.020128,0,0.03831,0.0184,0.122649,0.076838
1,double,uniform,CPU,"P | P",192,8,0.019776,0,0.03747,0.017952,0.121098,0.075198
1,double,uniform,CPU,"P | P",192,9,0.0184,0,0.037429,0.017536,0.118809,0.073365
1,double,uniform,CPU,"P | P",192,10,0.021312,0,0.03778,0.016288,0.120458,0.07538
1,double,uniform,CPU,"P | P",192,11,0.018816,0,0.037379,0.015712,0.118409,0.071907
1,double,uniform,CPU,"P | P",192,12,0.017728,0,0.0378,0.016992,0.117968,0.07252
1,double,uniform,CPU,"P | P",192,13,0.01888,0,0.03372,0.016896,0.106959,0.069496
1,double,uniform,CPU,"P | P",192,14,0.021216,0,0.036438,0.01712,0.119349,0.074774
1,double,uniform,CPU,"P | P",192,15,0.01936,0,0.03605,0.016576,0.114239,0.071986
1,double,uniform,CPU,"P | P",192,16,0.019424,0,0.03754,0.017344,0.120778,0.074308
1,double,uniform,CPU,"P | P",192,17,0.020544,0,0.037599,0.016928,0.125788,0.075071
1,double,uniform,CPU,"P | P",192,18,0.019808,0,0.037039,0.015104,0.118359,0.071951
1,double,uniform,CPU,"P | P",192,19,0.021056,0,0.03751,0.020032,0.125688,0.078598
1,double,uniform,CPU,"P | P",192,20,0.018048,0,0.033699,0.016064,0.106519,0.067811
1,double,uniform,CPU,"P | P",192,21,0.019936,0,0.03373,0.017568,0.109708,0.071234
1,double,uniform,CPU,"P | P",192,22,0.019744,0,0.043459,0.018624,0.127659,0.081827
1,double,uniform,CPU,"P | P",192,23,0.021984,0,0.03701,0.017312,0.124409,0.076306
1,double,uniform,CPU,"P | P",192,24,0.018784,0,0.03719,0.016384,0.118118,0.072358
1,double,uniform,CPU,"P | P",192,25,0.020096,0,0.037418,0.01616,0.119109,0.073674
1,double,uniform,CPU,"P | P",192,26,0.019936,0,0.03781,0.020576,0.125598,0.078322
1,double,uniform,CPU,"P | P",192,27,0.019872,0,0.03724,0.017856,0.122228,0.074968
1,double,uniform,CPU,"P | P",192,28,0.019744,0,0.03723,0.017088,0.118438,0.074062
1,double,uniform,CPU,"P | P",192,29,0.019936,0,0.118058,0.014208,0.198398,0.152202
1,double,uniform,CPU,"P | P",192,30,0.018304,0,0.03721,0.016192,0.117359,0.071706
1,double,uniform,CPU,"P | P",192,31,0.020032,0,0.037769,0.017376,0.121069,0.075177
1,double,uniform,CPU,"P | P",192,32,0.018848,0,0.037259,0.015008,0.117499,0.071115
1,double,uniform,CPU,"P | P",192,33,0.018624,0,0.03763,0.015712,0.120259,0.071966
1,double,uniform,CPU,"P | P",192,34,0.01968,0,0.036599,0.01568,0.116029,0.071959
1,double,uniform,CPU,"P | P",192,35,0.020544,0,0.03718,0.016672,0.119999,0.074396
1,double,uniform,CPU,"P | P",192,36,0.025504,0,0.03842,0.018784,0.128169,0.082708
1,double,uniform,CPU,"P | P",192,37,0.019744,0,0.037179,0.016192,0.118429,0.073115
1,double,uniform,CPU,"P | P",192,38,0.019616,0,0.03797,0.015712,0.118228,0.073298
1,double,uniform,CPU,"P | P",192,39,0.017824,0,0.03735,0.01776,0.118158,0.072934
1,double,uniform,CPU,"P | P",192,40,0.018688,0,0.037789,0.016864,0.120008,0.073341
1,double,uniform,CPU,"P | P",192,41,0.021184,0,0.037089,0.017344,0.119969,0.075617
1,double,uniform,CPU,"P | P",192,42,0.019136,0,0.03731,0.015104,0.117908,0.07155
1,double,uniform,CPU,"P | P",192,43,0.019808,0,0.03762,0.0176,0.121539,0.075028
1,double,uniform,CPU,"P | P",192,44,0.018144,0,0.037229,0.017088,0.117599,0.072461
1,double,uniform,CPU,"P | P",192,45,0.019072,0,0.03737,0.014304,0.117659,0.070746
1,double,uniform,CPU,"P | P",192,46,0.026816,0,0.037199,0.018656,0.128819,0.082671
1,double,uniform,CPU,"P | P",192,47,0.018528,0,0.038009,0.015872,0.116878,0.072409
1,double,uniform,CPU,"P | P",192,48,0.01872,0,0.037559,0.016416,0.120109,0.072695
1,double,uniform,CPU,"P | P",192,49,0.019488,0,0.037359,0.017344,0.125799,0.074191
1,double,uniform,CPU,"P | P",192,50,0.022176,0,0.03745,0.019072,0.128978,0.078698
1,double,uniform,CPU,"P | P",192,51,0.01872,0,0.037239,0.01568,0.117259,0.071639
1,double,uniform,CPU,"P | P",192,52,0.018944,0,0.03485,0.017312,0.107589,0.071106
1,double,uniform,CPU,"P | P",192,53,0.020992,0,0.037569,0.01648,0.123838,0.075041
1,double,uniform,CPU,"P | P",192,54,0.020256,0,0.03752,0.021472,0.124308,0.079248
1,double,uniform,CPU,"P | P",192,55,0.024096,0,0.03701,0.017856,0.124268,0.078962
1,double,uniform,CPU,"P | P",192,56,0.019968,0,0.03751,0.016064,0.118008,0.073542
1,double,uniform,CPU,"P | P",192,57,0.018688,0,0.03709,0.016256,0.118959,0.072034
1,double,uniform,CPU,"P | P",192,58,0.02144,0,0.037599,0.017504,0.123419,0.076543
1,double,uniform,CPU,"P | P",192,59,0.018784,0,0.03388,0.016256,0.107569,0.06892
1,double,uniform,CPU,"P | P",192,60,0.018496,0,0.037809,0.017984,0.120808,0.074289
1,double,uniform,CPU,"P | P",192,61,0.022336,0,0.03755,0.019328,0.124089,0.079214
1,double,uniform,CPU,"P | P",192,62,0.018656,0,0.039249,0.020064,0.123289,0.077969
1,double,uniform,CPU,"P | P",192,63,0.02048,0,0.03751,0.01616,0.118338,0.07415
1,double,uniform,CPU,"P | P",192,64,0.018144,0,0.037469,0.016576,0.117988,0.072189
1,double,uniform,CPU,"P | P",192,65,0.018976,0,0.03772,0.0168,0.119408,0.073496
1,double,uniform,CPU,"P | P",192,66,0.021408,0,0.03736,0.016608,0.120068,0.075376
1,double,uniform,CPU,"P | P",192,67,0.019776,0,0.03714,0.016288,0.117678,0.073204
1,double,uniform,CPU,"P | P",192,68,0.017888,0,0.037069,0.017024,0.117829,0.071981
1,double,uniform,CPU,"P | P",192,69,0.020384,0,0.03724,0.016416,0.118749,0.07404
1,double,uniform,CPU,"P | P",192,70,0.020736,0,0.03764,0.01648,0.121318,0.074856
1,double,uniform,CPU,"P | P",192,71,0.019072,0,0.03718,0.015456,0.125068,0.071708
1,double,uniform,CPU,"P | P",192,72,0.020544,0,0.037269,0.019744,0.122719,0.077557
1,double,uniform,CPU,"P | P",192,73,0.018816,0,0.036999,0.015552,0.117758,0.071367
1,double,uniform,CPU,"P | P",192,74,0.020352,0,0.03719,0.01728,0.122208,0.074822
1,double,uniform,CPU,"P | P",256,0,0.026208,0,0.0353,0.02992,0.143609,0.091428
1,double,uniform,CPU,"P | P",256,1,0.020224,0,0.03237,0.016896,0.117329,0.06949
1,double,uniform,CPU,"P | P",256,2,0.018944,0,0.03153,0.01472,0.112188,0.065194
1,double,uniform,CPU,"P | P",256,3,0.019264,0,0.031719,0.026816,0.124868,0.077799
1,double,uniform,CPU,"P | P",256,4,0.01984,0,0.031669,0.017472,0.116259,0.068981
1,double,uniform,CPU,"P | P",256,5,0.018496,0,0.031839,0.015552,0.114059,0.065887
1,double,uniform,CPU,"P | P",256,6,0.021184,0,0.03188,0.018304,0.117768,0.071368
1,double,uniform,CPU,"P | P",256,7,0.019648,0,0.03156,0.015232,0.114718,0.06644
1,double,uniform,CPU,"P | P",256,8,0.018848,0,0.031859,0.017408,0.115679,0.068115
1,double,uniform,CPU,"P | P",256,9,0.01936,0,0.03182,0.018752,0.118398,0.069932
1,double,uniform,CPU,"P | P",256,10,0.020096,0,0.0318,0.017888,0.118298,0.069784
1,double,uniform,CPU,"P | P",256,11,0.018752,0,0.032179,0.017696,0.115699,0.068627
1,double,uniform,CPU,"P | P",256,12,0.018976,0,0.027729,0.017248,0.101579,0.063953
1,double,uniform,CPU,"P | P",256,13,0.022016,0,0.031299,0.019424,0.132938,0.072739
1,double,uniform,CPU,"P | P",256,14,0.018848,0,0.03161,0.016288,0.216857,0.066746
1,double,uniform,CPU,"P | P",256,15,0.020192,0,0.03164,0.016992,0.115709,0.068824
1,double,uniform,CPU,"P | P",256,16,0.02032,0,0.031779,0.016448,0.116919,0.068547
1,double,uniform,CPU,"P | P",256,17,0.0192,0,0.03161,0.015296,0.113428,0.066106
1,double,uniform,CPU,"P | P",256,18,0.019008,0,0.031689,0.0184,0.115489,0.069097
1,double,uniform,CPU,"P | P",256,19,0.019968,0,0.03173,0.016448,0.115258,0.068146
1,double,uniform,CPU,"P | P",256,20,0.01984,0,0.031659,0.016544,0.117089,0.068043
1,double,uniform,CPU,"P | P",256,21,0.019072,0,0.0316,0.016448,0.114378,0.06712
1,double,uniform,CPU,"P | P",256,22,0.0184,0,0.03141,0.01728,0.118489,0.06709
1,double,uniform,CPU,"P | P",256,23,0.01872,0,0.03169,0.016608,0.115619,0.067018
1,double,uniform,CPU,"P | P",256,24,0.01968,0,0.03179,0.016736,0.113878,0.068206
1,double,uniform,CPU,"P | P",256,25,0.019072,0,0.02786,0.020224,0.104949,0.067156
1,double,uniform,CPU,"P | P",256,26,0.021664,0,0.03238,0.016832,0.118509,0.070876
1,double,uniform,CPU,"P | P",256,27,0.018624,0,0.03238,0.01504,0.113189,0.066044
1,double,uniform,CPU,"P | P",256,28,0.019168,0,0.03182,0.018816,0.116518,0.069804
1,double,uniform,CPU,"P | P",256,29,0.019328,0,0.031929,0.016064,0.119339,0.067321
1,double,uniform,CPU,"P | P",256,30,0.019072,0,0.03152,0.015744,0.114429,0.066336
1,double,uniform,CPU,"P | P",256,31,0.01904,0,0.03171,0.016576,0.114148,0.067326
1,double,uniform,CPU,"P | P",256,32,0.019328,0,0.031699,0.015968,0.113109,0.066995
1,double,uniform,CPU,"P | P",256,33,0.019808,0,0.03174,0.016224,0.115219,0.067772
1,double,uniform,CPU,"P | P",256,34,0.018784,0,0.03158,0.01552,0.113759,0.065884
1,double,uniform,CPU,"P | P",256,35,0.018944,0,0.03209,0.017312,0.116298,0.068346
1,double,uniform,CPU,"P | P",256,36,0.019008,0,0.031619,0.01648,0.114769,0.067107
1,double,uniform,CPU,"P | P",256,37,0.019104,0,0.0315,0.015712,0.116118,0.066316
1,double,uniform,CPU,"P | P",256,38,0.01936,0,0.03196,0.016672,0.112749,0.067992
1,double,uniform,CPU,"P | P",256,39,0.018944,0,0.03154,0.01696,0.114919,0.067444
1,double,uniform,CPU,"P | P",256,40,0.022688,0,0.0314,0.01968,0.123578,0.073768
1,double,uniform,CPU,"P | P",256,41,0.01952,0,0.03161,0.016832,0.116119,0.067962
1,double,uniform,CPU,"P | P",256,42,0.020736,0,0.032079,0.019168,0.119269,0.071983
1,double,uniform,CPU,"P | P",256,43,0.019936,0,0.03154,0.016864,0.115369,0.06834
1,double,uniform,CPU,"P | P",256,44,0.018816,0,0.03149,0.014816,0.110879,0.065122
1,double,uniform,CPU,"P | P",256,45,0.021056,0,0.03137,0.0192,0.116989,0.071626
1,double,uniform,CPU,"P | P",256,46,0.020128,0,0.032049,0.015328,0.112869,0.067505
1,double,uniform,CPU,"P | P",256,47,0.02096,0,0.0319,0.018304,0.125829,0.071164
1,double,uniform,CPU,"P | P",256,48,0.018976,0,0.031629,0.017696,0.113988,0.068301
1,double,uniform,CPU,"P | P",256,49,0.018176,0,0.031759,0.015008,0.112999,0.064943
1,double,uniform,CPU,"P | P",256,50,0.019616,0,0.03193,0.015712,0.115369,0.067258
1,double,uniform,CPU,"P | P",256,51,0.020896,0,0.031949,0.01904,0.116979,0.071885
1,double,uniform,CPU,"P | P",256,52,0.018944,0,0.0321,0.016192,0.114228,0.067236
1,double,uniform,CPU,"P | P",256,53,0.019808,0,0.03203,0.016032,0.114869,0.06787
1,double,uniform,CPU,"P | P",256,54,0.018688,0,0.03203,0.021696,0.118689,0.072414
1,double,uniform,CPU,"P | P",256,55,0.01808,0,0.032259,0.017664,0.114649,0.068003
1,double,uniform,CPU,"P | P",256,56,0.019296,0,0.03202,0.015456,0.112619,0.066772
1,double,uniform,CPU,"P | P",256,57,0.01984,0,0.02784,0.019936,0.106649,0.067616
1,double,uniform,CPU,"P | P",256,58,0.018848,0,0.03197,0.016896,0.114089,0.067714
1,double,uniform,CPU,"P | P",256,59,0.01808,0,0.03163,0.015424,0.112749,0.065134
1,double,uniform,CPU,"P | P",256,60,0.019744,0,0.03189,0.018752,0.118148,0.070386
1,double,uniform,CPU,"P | P",256,61,0.019296,0,0.03214,0.016224,0.115108,0.06766
