dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,0,185.364,0.00234,0.140899,52.182,237.792,237.689
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,30,0.008448,0.00149,0.116369,0.013952,0.194769,0.140259
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,31,0.009056,0.00156,0.116819,0.014592,0.198098,0.142027
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,32,0.015584,0.00157,0.1166,0.014624,0.202898,0.148378
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,33,0.015616,0.001488,0.115808,0.015968,0.203588,0.14888
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,34,0.016512,0.0014,0.117329,0.016992,0.206878,0.152233
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,35,0.015136,0.0016,0.1157,0.013472,0.201207,0.145908
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,36,0.015712,0.001491,0.109418,0.016,0.190529,0.142621
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,37,0.012096,0.001459,0.116438,0.014112,0.197878,0.144105
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,38,0.008832,0.00153,0.116439,0.014048,0.194998,0.140849
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,39,0.015264,0.001531,0.116019,0.015072,0.203437,0.147886
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,40,0.014688,0.00158,0.117158,0.014848,0.202228,0.148274
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,41,0.015424,0.001519,0.116819,0.015168,0.202848,0.14893
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,42,0.017344,0.00158,0.110169,0.015744,0.192227,0.144837
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,43,0.015936,0.001449,0.116458,0.013792,0.202408,0.147635
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,44,0.017152,0.001521,0.117169,0.014784,0.204108,0.150626
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,45,0.014592,0.00148,0.116009,0.013856,0.200208,0.145937
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,46,0.009152,0.001428,0.116069,0.014976,0.197288,0.141625
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,47,0.01344,0.00145,0.10913,0.015872,0.190399,0.139892
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,48,0.015904,0.00142,0.10967,0.016192,0.190329,0.143186
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,49,0.013376,0.00145,0.199318,0.013888,0.281598,0.228032
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,50,0.016224,0.00149,0.116248,0.014816,0.202249,0.148778
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,51,0.015264,0.00174,0.117458,0.01488,0.204818,0.149342
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,52,0.00896,0.00145,0.1161,0.014016,0.195589,0.140526
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,53,0.013696,0.001619,0.116818,0.01536,0.202007,0.147493
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,54,0.016288,0.00151,0.219467,0.01632,0.305207,0.253585
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,55,0.015456,0.001501,0.118529,0.015936,0.208658,0.151422
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,56,0.016928,0.001499,0.11649,0.01456,0.203648,0.149477
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,57,0.015616,0.00144,0.11694,0.018496,0.206968,0.152492
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,58,0.015168,0.00146,0.115959,0.015328,0.202158,0.147915
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,59,0.016,0.0016,0.117239,0.015872,0.205208,0.150711
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,60,0.015232,0.00153,0.1082,0.016224,0.188918,0.141186
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,61,0.015744,0.001519,0.1159,0.013728,0.201978,0.146891
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,62,0.015232,0.00147,0.116768,0.013856,0.202048,0.147326
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,63,0.016128,0.00151,0.116347,0.014496,0.203078,0.148481
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,64,0.01568,0.001501,0.116009,0.015136,0.203007,0.148326
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,65,0.01408,0.001421,0.116319,0.015584,0.202478,0.147404
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,66,0.015136,0.001459,0.116537,0.015296,0.202318,0.148428
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,67,0.015648,0.00161,0.116479,0.01472,0.203229,0.148457
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,68,0.017344,0.00162,0.116339,0.01472,0.204308,0.150023
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,69,0.015136,0.00163,0.11582,0.015424,0.201508,0.14801
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,70,0.015648,0.00144,0.115838,0.014912,0.202788,0.147838
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,71,0.00944,0.00151,0.115769,0.01312,0.195428,0.139839
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,72,0.014144,0.00147,0.11629,0.015296,0.200038,0.1472
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,73,0.009408,0.00143,0.117218,0.01328,0.197418,0.141336
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,74,0.014976,0.00157,0.11645,0.01456,0.203037,0.147556
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,0,0.03536,0.00204,0.522884,0.064032,0.681623,0.624316
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,1,0.02096,0.00174,0.514864,0.057408,0.651813,0.594972
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,2,0.022784,0.00164,0.514655,0.058816,0.653993,0.597895
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,3,0.036256,0.001999,0.523754,0.063584,0.681813,0.625593
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,4,0.022048,0.001599,0.516615,0.059584,0.655194,0.599846
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,5,0.035456,0.00195,0.523013,0.064384,0.680903,0.624803
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,6,0.020352,0.0017,0.515444,0.058528,0.651934,0.596024
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,7,0.02288,0.00157,0.514705,0.059456,0.655593,0.598611
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,8,0.020064,0.001601,0.515476,0.059808,0.652833,0.596949
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,9,0.02128,0.001651,0.513176,0.059552,0.648803,0.595659
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,10,0.037344,0.002049,0.523675,0.06528,0.686503,0.628348
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,11,0.01936,0.001798,0.518986,0.0592,0.656163,0.599344
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,12,0.024832,0.00161,0.515954,0.058304,0.657954,0.6007
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,13,0.018848,0.001581,0.515236,0.05856,0.650093,0.594225
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,14,0.020736,0.0015,0.515216,0.05776,0.651113,0.595212
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,15,0.022144,0.001529,0.520786,0.061632,0.658253,0.606091
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,16,0.019744,0.00148,0.515545,0.060736,0.652343,0.597505
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,17,0.02832,0.00167,0.515214,0.057824,0.658424,0.603028
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,18,0.02368,0.00161,0.517344,0.056928,0.656594,0.599562
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,19,0.02048,0.00154,0.516575,0.058656,0.657573,0.597251
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,20,0.021504,0.00155,0.518625,0.059008,0.656044,0.600687
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,21,0.03712,0.00194,0.524723,0.06432,0.684673,0.628103
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,22,0.018912,0.00193,0.517314,0.059616,0.654313,0.597772
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,23,0.036288,0.001989,0.522525,0.06336,0.679613,0.624162
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,24,0.021632,0.001579,0.521126,0.058016,0.659933,0.602353
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,25,0.030176,0.00155,0.514484,0.05888,0.657804,0.60509
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,26,0.021664,0.00164,0.517184,0.057568,0.654293,0.598056
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,27,0.021216,0.00153,0.515215,0.06016,0.652714,0.598121
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,28,0.021088,0.00173,0.516664,0.059232,0.654374,0.598714
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,29,0.023008,0.00156,0.515304,0.057696,0.651964,0.597568
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,30,0.020128,0.001629,0.515425,0.059616,0.652393,0.596798
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,31,0.029248,0.001541,0.516046,0.060544,0.661453,0.607379
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,32,0.020448,0.001759,0.518174,0.059008,0.655463,0.599389
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,33,0.020256,0.00184,0.515485,0.061824,0.654334,0.599405
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,34,0.020576,0.001611,0.515216,0.060064,0.652943,0.597467
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,35,0.019776,0.00151,0.514635,0.058528,0.648594,0.594449
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,36,0.020224,0.00155,0.516354,0.05968,0.655114,0.597808
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,37,0.021184,0.00154,0.515074,0.060512,0.652084,0.59831
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,38,0.022368,0.001589,0.515556,0.060416,0.654253,0.599929
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,39,0.020128,0.001599,0.515586,0.060192,0.652613,0.597505
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,40,0.021696,0.001611,0.516395,0.05872,0.653484,0.598422
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,41,0.021248,0.001539,0.516845,0.058784,0.653713,0.598416
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,42,0.02096,0.00175,0.516524,0.05984,0.654724,0.599074
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,43,0.01968,0.001769,0.516955,0.061536,0.654753,0.59994
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,44,0.022592,0.00155,0.516585,0.059904,0.657274,0.600631
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,45,0.02096,0.0015,0.515037,0.060192,0.652773,0.597689
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,46,0.022496,0.00157,0.516394,0.059136,0.653744,0.599596
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,47,0.029984,0.00156,0.515495,0.060224,0.662093,0.607263
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,48,0.02032,0.00148,0.515184,0.058656,0.650324,0.59564
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,49,0.028864,0.00185,0.516504,0.059744,0.663714,0.606962
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,50,0.037472,0.00204,0.524844,0.063968,0.685454,0.628324
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,51,0.022912,0.00168,0.523444,0.059968,0.664704,0.608004
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,52,0.028288,0.00154,0.516844,0.060064,0.661844,0.606736
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,53,0.020288,0.00193,0.517404,0.059232,0.654824,0.598854
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,54,0.019328,0.001749,0.517826,0.060384,0.656024,0.599287
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,55,0.0192,0.001539,0.517924,0.058208,0.689473,0.596871
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,56,0.022208,0.00157,0.515564,0.059712,0.654433,0.599054
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,57,0.022304,0.001571,0.517666,0.060384,0.656753,0.601925
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,58,0.021792,0.00155,0.515324,0.060096,0.652844,0.598762
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,59,0.037664,0.00212,0.524004,0.063584,0.684264,0.627372
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,60,0.03824,0.002051,0.523763,0.063872,0.685173,0.627926
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,61,0.020224,0.00168,0.510226,0.062112,0.652003,0.594242
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,62,0.018368,0.00162,0.515514,0.058048,0.649734,0.59355
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,63,0.021568,0.00167,0.517584,0.05872,0.655364,0.599542
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,64,0.02512,0.00167,0.513007,0.062944,0.653053,0.602741
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,65,0.021024,0.00187,0.517157,0.058368,0.654053,0.598419
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,66,0.021312,0.00169,0.519904,0.059648,0.658444,0.602554
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,67,0.020672,0.00163,0.520427,0.059936,0.659393,0.602665
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,68,0.02192,0.00165,0.516474,0.05776,0.652514,0.597804
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,69,0.023488,0.00166,0.515026,0.059008,0.653383,0.599182
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,70,0.021728,0.00154,0.515634,0.060288,0.654244,0.59919
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,71,0.021696,0.00153,0.515274,0.058912,0.651494,0.597412
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,72,0.021344,0.00171,0.515484,0.059072,0.650544,0.59761
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,73,0.020576,0.0016,0.515794,0.060384,0.654584,0.598354
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,74,0.022688,0.00168,0.516484,0.059936,0.656564,0.600788
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,0,0.10592,0.00201,1.7517,0.184832,2.10375,2.04447
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,1,0.11312,0.00195,1.75055,0.184864,2.11313,2.05049
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,2,0.104672,0.00219,1.76618,0.183968,2.11272,2.05701
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,3,0.10528,0.00194,1.74914,0.18288,2.09932,2.03924
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,4,0.099744,0.00195,1.74803,0.184544,2.09308,2.03427
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,5,0.100704,0.00171,1.75198,0.184672,2.09716,2.03907
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,6,0.10288,0.00205,1.75079,0.188192,2.10478,2.04392
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,7,0.101248,0.001869,1.74858,0.183328,2.09394,2.03503
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,8,0.103296,0.00205,1.74837,0.186144,2.09417,2.03986
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,9,0.114368,0.002169,1.75096,0.183584,2.10978,2.05108
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,10,0.101888,0.00197,1.75286,0.186304,2.10255,2.04303
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,11,0.10112,0.00177,1.74839,0.183616,2.09375,2.0349
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,12,0.11376,0.002001,1.7514,0.186336,2.11324,2.0535
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,13,0.101856,0.00189,1.74659,0.184896,2.0901,2.03523
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,14,0.101312,0.00192,1.74624,0.185472,2.08895,2.03495
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,15,0.099648,0.00185,1.74766,0.183264,2.0916,2.03242
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,16,0.114656,0.0021,1.75133,0.186144,2.11224,2.05423
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,17,0.105504,0.00192,1.75309,0.181952,2.10031,2.04247
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,18,0.104576,0.00204,1.74954,0.185536,2.0949,2.04169
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,19,0.102976,0.00198,1.74689,0.183648,2.09216,2.0355
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,20,0.101024,0.00203,1.75042,0.186208,2.09715,2.03969
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,21,0.104768,0.001899,1.75165,0.184704,2.10075,2.04302
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,22,0.103808,0.00193,1.75141,0.185248,2.10017,2.0424
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,23,0.1032,0.00182,1.74883,0.183872,2.09782,2.03772
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,24,0.099392,0.001851,1.74772,0.183488,2.08983,2.03245
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,25,0.103008,0.00191,1.74977,0.18384,2.09791,2.03853
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,26,0.10672,0.001921,1.75179,0.183968,2.1044,2.0444
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,27,0.100192,0.001809,1.74516,0.182272,2.08379,2.02944
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,28,0.098656,0.00195,1.74609,0.184448,2.08846,2.03115
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,29,0.109088,0.00188,1.75171,0.185984,2.10951,2.04866
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,30,0.104544,0.001909,1.74867,0.183648,2.09588,2.03877
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,31,0.099744,0.00182,1.74829,0.18384,2.09242,2.0337
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,32,0.103328,0.00182,1.75107,0.186976,2.10078,2.0432
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,33,0.101536,0.00197,1.74817,0.184768,2.094,2.03645
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,34,0.11648,0.002,1.75101,0.186272,2.11508,2.05576
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,35,0.101152,0.001661,1.74909,0.18192,2.09313,2.03383
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,36,0.102688,0.0018,1.74883,0.184352,2.09509,2.03767
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,37,0.10624,0.00184,1.7511,0.185216,2.10315,2.0444
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,38,0.10688,0.001831,1.75144,0.185376,2.0978,2.04553
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,39,0.096224,0.00178,1.74715,0.183328,2.08582,2.02849
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,40,0.10064,0.00204,1.75323,0.183456,2.09858,2.03937
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,41,0.106336,0.002,1.75077,0.185248,2.10234,2.04436
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,42,0.100544,0.00182,1.7468,0.183808,2.09048,2.03297
3,double,uniform,GPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,43,0.099712,0.001951,1.75025,0.183424,2.09474,2.03534
