dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,float,uniform,GPU,"D | N",64,0,0.07296,0,0.049749,199.324,199.541,199.447
1,float,uniform,GPU,"D | N",64,22,0.012672,0,0.018678,0.005632,0.069499,0.036982
1,float,uniform,GPU,"D | N",64,23,0.012608,0,0.01852,0.008576,0.07183,0.039704
1,float,uniform,GPU,"D | N",64,24,0.011072,0,0.0167,0.005856,0.064269,0.033628
1,float,uniform,GPU,"D | N",64,25,0.01168,0,0.015379,0.00736,0.062659,0.034419
1,float,uniform,GPU,"D | N",64,26,0.01168,0,0.018629,0.008544,0.074159,0.038853
1,float,uniform,GPU,"D | N",64,27,0.01312,0,0.01922,0.006112,0.077519,0.038452
1,float,uniform,GPU,"D | N",64,28,0.012864,0,0.01852,0.00464,0.070019,0.036024
1,float,uniform,GPU,"D | N",64,29,0.012704,0,0.019259,0.00576,0.070749,0.037723
1,float,uniform,GPU,"D | N",64,30,0.012544,0,0.018741,0.007872,0.070829,0.039157
1,float,uniform,GPU,"D | N",64,31,0.012352,0,0.018859,0.004768,0.068459,0.035979
1,float,uniform,GPU,"D | N",64,32,0.013984,0,0.019089,0.008576,0.074179,0.041649
1,float,uniform,GPU,"D | N",64,33,0.013344,0,0.01886,0.006112,0.07112,0.038316
1,float,uniform,GPU,"D | N",64,34,0.013472,0,0.01917,0.005952,0.07095,0.038594
1,float,uniform,GPU,"D | N",64,35,0.013312,0,0.01869,0.006176,0.071429,0.038178
1,float,uniform,GPU,"D | N",64,36,0.012608,0,0.01888,0.00528,0.070079,0.036768
1,float,uniform,GPU,"D | N",64,37,0.011744,0,0.02646,0.006112,0.07768,0.044316
1,float,uniform,GPU,"D | N",64,38,0.012928,0,0.016729,0.00672,0.064549,0.036377
1,float,uniform,GPU,"D | N",64,39,0.013088,0,0.01912,0.005568,0.07007,0.037776
1,float,uniform,GPU,"D | N",64,40,0.013248,0,0.01944,0.005376,0.07144,0.038064
1,float,uniform,GPU,"D | N",64,41,0.014016,0,0.01936,0.008096,0.074129,0.041472
1,float,uniform,GPU,"D | N",64,42,0.0128,0,0.016669,0.006816,0.068219,0.036285
1,float,uniform,GPU,"D | N",64,43,0.012832,0,0.01882,0.006048,0.06892,0.0377
1,float,uniform,GPU,"D | N",64,44,0.012224,0,0.01858,0.007264,0.071249,0.038068
1,float,uniform,GPU,"D | N",64,45,0.01536,0,0.018531,0.006176,0.073439,0.040067
1,float,uniform,GPU,"D | N",64,46,0.013152,0,0.01915,0.006624,0.07842,0.038926
1,float,uniform,GPU,"D | N",64,47,0.011872,0,0.018349,0.013696,0.077269,0.043917
1,float,uniform,GPU,"D | N",64,48,0.012256,0,0.01867,0.006048,0.179268,0.036974
1,float,uniform,GPU,"D | N",64,49,0.012352,0,0.01871,0.00528,0.068759,0.036342
1,float,uniform,GPU,"D | N",64,50,0.018464,0,0.01869,0.008672,0.079949,0.045826
1,float,uniform,GPU,"D | N",64,51,0.012992,0,0.01864,0.006272,0.06959,0.037904
1,float,uniform,GPU,"D | N",64,52,0.012128,0,0.01895,0.006464,0.06991,0.037542
1,float,uniform,GPU,"D | N",64,53,0.012608,0,0.018789,0.00816,0.074699,0.039557
1,float,uniform,GPU,"D | N",64,54,0.012768,0,0.01942,0.006048,0.07266,0.038236
1,float,uniform,GPU,"D | N",64,55,0.01232,0,0.0185,0.006144,0.069719,0.036964
1,float,uniform,GPU,"D | N",64,56,0.012928,0,0.02538,0.00448,0.078829,0.042788
1,float,uniform,GPU,"D | N",64,57,0.013536,0,0.101718,0.007744,0.154838,0.122998
1,float,uniform,GPU,"D | N",64,58,0.011616,0,0.01847,0.004448,0.068069,0.034534
1,float,uniform,GPU,"D | N",64,59,0.013408,0,0.01942,0.008576,0.07412,0.041404
1,float,uniform,GPU,"D | N",64,60,0.013696,0,0.01856,0.007264,0.070739,0.03952
1,float,uniform,GPU,"D | N",64,61,0.01328,0,0.019121,0.00608,0.070859,0.038481
1,float,uniform,GPU,"D | N",64,62,0.013216,0,0.018789,0.005728,0.071019,0.037733
1,float,uniform,GPU,"D | N",64,63,0.011904,0,0.018559,0.005088,0.071509,0.035551
1,float,uniform,GPU,"D | N",64,64,0.012704,0,0.018369,0.006336,0.069699,0.037409
1,float,uniform,GPU,"D | N",64,65,0.013216,0,0.018461,0.006272,0.071199,0.037949
1,float,uniform,GPU,"D | N",64,66,0.012512,0,0.01867,0.008288,0.070969,0.03947
1,float,uniform,GPU,"D | N",64,67,0.014656,0,0.02015,0.00544,0.080649,0.040246
1,float,uniform,GPU,"D | N",64,68,0.014144,0,0.018979,0.006144,0.071589,0.039267
1,float,uniform,GPU,"D | N",64,69,0.011968,0,0.01854,0.006176,0.069039,0.036684
1,float,uniform,GPU,"D | N",64,70,0.011424,0,0.018808,0.006528,0.069109,0.03676
1,float,uniform,GPU,"D | N",64,71,0.01232,0,0.01828,0.007072,0.071489,0.037672
1,float,uniform,GPU,"D | N",64,72,0.012096,0,0.01824,0.005152,0.06881,0.035488
1,float,uniform,GPU,"D | N",64,73,0.013024,0,0.01842,0.00512,0.069019,0.036564
1,float,uniform,GPU,"D | N",64,74,0.010784,0,0.01855,0.005312,0.068549,0.034646
1,float,uniform,GPU,"D | N",128,0,0.023712,0,0.02502,0.016192,0.106149,0.064924
1,float,uniform,GPU,"D | N",128,1,0.012672,0,0.01942,0.006144,0.071549,0.038236
1,float,uniform,GPU,"D | N",128,2,0.012512,0,0.019029,0.008288,0.075649,0.039829
1,float,uniform,GPU,"D | N",128,3,0.012992,0,0.01918,0.005344,0.07195,0.037516
1,float,uniform,GPU,"D | N",128,4,0.012384,0,0.0191,0.00592,0.07031,0.037404
1,float,uniform,GPU,"D | N",128,5,0.012512,0,0.01916,0.006176,0.07126,0.037848
1,float,uniform,GPU,"D | N",128,6,0.012672,0,0.01896,0.005984,0.069989,0.037616
1,float,uniform,GPU,"D | N",128,7,0.0112,0,0.018819,0.0048,0.069209,0.034819
1,float,uniform,GPU,"D | N",128,8,0.012992,0,0.01932,0.006496,0.079539,0.038808
1,float,uniform,GPU,"D | N",128,9,0.012288,0,0.01519,0.007872,0.063769,0.03535
1,float,uniform,GPU,"D | N",128,10,0.012192,0,0.01945,0.005856,0.07087,0.037498
1,float,uniform,GPU,"D | N",128,11,0.013504,0,0.01884,0.004928,0.071569,0.037272
1,float,uniform,GPU,"D | N",128,12,0.012288,0,0.01883,0.004352,0.068959,0.03547
1,float,uniform,GPU,"D | N",128,13,0.012256,0,0.01902,0.005728,0.06995,0.037004
1,float,uniform,GPU,"D | N",128,14,0.012864,0,0.0185,0.00464,0.06935,0.036004
1,float,uniform,GPU,"D | N",128,15,0.012448,0,0.01936,0.005984,0.070879,0.037792
1,float,uniform,GPU,"D | N",128,16,0.012896,0,0.019539,0.0048,0.071609,0.037235
1,float,uniform,GPU,"D | N",128,17,0.012384,0,0.018819,0.006016,0.070009,0.037219
1,float,uniform,GPU,"D | N",128,18,0.012096,0,0.01855,0.005472,0.06928,0.036118
1,float,uniform,GPU,"D | N",128,19,0.011872,0,0.01908,0.005984,0.068999,0.036936
1,float,uniform,GPU,"D | N",128,20,0.012,0,0.018719,0.006912,0.071829,0.037631
1,float,uniform,GPU,"D | N",128,21,0.011744,0,0.01476,0.007872,0.062239,0.034376
1,float,uniform,GPU,"D | N",128,22,0.0104,0,0.01875,0.00528,0.067599,0.03443
1,float,uniform,GPU,"D | N",128,23,0.011968,0,0.01855,0.00512,0.06941,0.035638
1,float,uniform,GPU,"D | N",128,24,0.012128,0,0.018879,0.005792,0.070039,0.036799
1,float,uniform,GPU,"D | N",128,25,0.012992,0,0.01874,0.005408,0.069049,0.03714
1,float,uniform,GPU,"D | N",128,26,0.01328,0,0.01826,0.005536,0.070719,0.037076
1,float,uniform,GPU,"D | N",128,27,0.0128,0,0.01907,0.005664,0.070669,0.037534
1,float,uniform,GPU,"D | N",128,28,0.012448,0,0.01918,0.005664,0.0707,0.037292
1,float,uniform,GPU,"D | N",128,29,0.013856,0,0.01929,0.006208,0.075179,0.039354
1,float,uniform,GPU,"D | N",128,30,0.012608,0,0.018799,0.005792,0.069259,0.037199
1,float,uniform,GPU,"D | N",128,31,0.012576,0,0.01899,0.00592,0.070899,0.037486
1,float,uniform,GPU,"D | N",128,32,0.01264,0,0.019269,0.005568,0.069749,0.037477
1,float,uniform,GPU,"D | N",128,33,0.012032,0,0.021009,0.005472,0.072149,0.038513
1,float,uniform,GPU,"D | N",128,34,0.012192,0,0.01537,0.007936,0.064689,0.035498
1,float,uniform,GPU,"D | N",128,35,0.01248,0,0.01908,0.006464,0.070989,0.038024
1,float,uniform,GPU,"D | N",128,36,0.012416,0,0.01968,0.006144,0.072139,0.03824
1,float,uniform,GPU,"D | N",128,37,0.012736,0,0.018889,0.00544,0.071059,0.037065
1,float,uniform,GPU,"D | N",128,38,0.0128,0,0.018849,0.004608,0.070099,0.036257
1,float,uniform,GPU,"D | N",128,39,0.012768,0,0.01877,0.005152,0.068849,0.03669
1,float,uniform,GPU,"D | N",128,40,0.013568,0,0.0186,0.004512,0.070269,0.03668
1,float,uniform,GPU,"D | N",128,41,0.011872,0,0.01903,0.006208,0.06967,0.03711
1,float,uniform,GPU,"D | N",128,42,0.014336,0,0.02026,0.005984,0.080539,0.04058
1,float,uniform,GPU,"D | N",128,43,0.01376,0,0.01894,0.00592,0.07216,0.03862
1,float,uniform,GPU,"D | N",128,44,0.012224,0,0.01889,0.005728,0.069579,0.036842
1,float,uniform,GPU,"D | N",128,45,0.01232,0,0.018559,0.005824,0.069069,0.036703
1,float,uniform,GPU,"D | N",128,46,0.011392,0,0.01824,0.006752,0.069609,0.036384
1,float,uniform,GPU,"D | N",128,47,0.012288,0,0.01863,0.008416,0.072589,0.039334
1,float,uniform,GPU,"D | N",128,48,0.013248,0,0.01894,0.0048,0.071019,0.036988
1,float,uniform,GPU,"D | N",128,49,0.012,0,0.01869,0.00592,0.072579,0.03661
1,float,uniform,GPU,"D | N",128,50,0.012416,0,0.01863,0.004704,0.06855,0.03575
1,float,uniform,GPU,"D | N",128,51,0.011968,0,0.01869,0.005536,0.069399,0.036194
1,float,uniform,GPU,"D | N",128,52,0.012864,0,0.01898,0.005504,0.070579,0.037348
1,float,uniform,GPU,"D | N",128,53,0.012096,0,0.0186,0.005536,0.07201,0.036232
1,float,uniform,GPU,"D | N",128,54,0.011392,0,0.01887,0.005536,0.178868,0.035798
1,float,uniform,GPU,"D | N",128,55,0.012736,0,0.0191,0.006048,0.070169,0.037884
1,float,uniform,GPU,"D | N",128,56,0.01408,0,0.01965,0.004928,0.074919,0.038658
1,float,uniform,GPU,"D | N",128,57,0.012672,0,0.018699,0.0056,0.070069,0.036971
1,float,uniform,GPU,"D | N",128,58,0.012608,0,0.01893,0.00544,0.070569,0.036978
1,float,uniform,GPU,"D | N",128,59,0.01184,0,0.019049,0.0056,0.068379,0.036489
1,float,uniform,GPU,"D | N",128,60,0.011872,0,0.019069,0.005856,0.070389,0.036797
1,float,uniform,GPU,"D | N",128,61,0.01344,0,0.01898,0.006368,0.070779,0.038788
1,float,uniform,GPU,"D | N",128,62,0.01248,0,0.019398,0.006304,0.071169,0.038182
1,float,uniform,GPU,"D | N",128,63,0.01248,0,0.01903,0.006304,0.069799,0.037814
1,float,uniform,GPU,"D | N",128,64,0.013248,0,0.01928,0.005696,0.072669,0.038224
1,float,uniform,GPU,"D | N",128,65,0.01248,0,0.01907,0.005504,0.069519,0.037054
1,float,uniform,GPU,"D | N",128,66,0.01168,0,0.021129,0.00576,0.071679,0.038569
1,float,uniform,GPU,"D | N",128,67,0.015328,0,0.01869,0.0064,0.074439,0.040418
1,float,uniform,GPU,"D | N",128,68,0.012896,0,0.01935,0.006112,0.070479,0.038358
1,float,uniform,GPU,"D | N",128,69,0.01456,0,0.01978,0.00608,0.07423,0.04042
1,float,uniform,GPU,"D | N",128,70,0.013504,0,0.01919,0.006208,0.072839,0.038902
1,float,uniform,GPU,"D | N",128,71,0.013056,0,0.018969,0.00544,0.069739,0.037465
1,float,uniform,GPU,"D | N",128,72,0.012384,0,0.01837,0.006176,0.068989,0.03693
1,float,uniform,GPU,"D | N",128,73,0.012096,0,0.018959,0.006464,0.070189,0.037519
1,float,uniform,GPU,"D | N",128,74,0.013248,0,0.01876,0.00608,0.071499,0.038088
1,float,uniform,GPU,"D | N",192,0,0.025728,0,0.023519,0.014496,0.103069,0.063743
1,float,uniform,GPU,"D | N",192,1,0.013312,0,0.01994,0.007392,0.07327,0.040644
1,float,uniform,GPU,"D | N",192,2,0.012576,0,0.0193,0.006368,0.070749,0.038244
1,float,uniform,GPU,"D | N",192,3,0.011712,0,0.0195,0.007488,0.071289,0.0387
1,float,uniform,GPU,"D | N",192,4,0.012896,0,0.01908,0.008864,0.074509,0.04084
1,float,uniform,GPU,"D | N",192,5,0.01248,0,0.01901,0.006176,0.070849,0.037666
1,float,uniform,GPU,"D | N",192,6,0.009696,0,0.018549,0.009312,0.070029,0.037557
1,float,uniform,GPU,"D | N",192,7,0.01232,0,0.01925,0.006112,0.070109,0.037682
1,float,uniform,GPU,"D | N",192,8,0.01216,0,0.01909,0.00624,0.07004,0.03749
1,float,uniform,GPU,"D | N",192,9,0.013856,0,0.019691,0.007648,0.075079,0.041195
1,float,uniform,GPU,"D | N",192,10,0.012224,0,0.019739,0.00544,0.070889,0.037403
1,float,uniform,GPU,"D | N",192,11,0.012352,0,0.01917,0.007424,0.071879,0.038946
1,float,uniform,GPU,"D | N",192,12,0.01312,0,0.01935,0.007456,0.074589,0.039926
1,float,uniform,GPU,"D | N",192,13,0.012224,0,0.01937,0.006016,0.071589,0.03761
1,float,uniform,GPU,"D | N",192,14,0.013696,0,0.01975,0.00608,0.072709,0.039526
1,float,uniform,GPU,"D | N",192,15,0.011968,0,0.01891,0.00592,0.069979,0.036798
1,float,uniform,GPU,"D | N",192,16,0.012608,0,0.019241,0.006304,0.070299,0.038153
1,float,uniform,GPU,"D | N",192,17,0.012192,0,0.01961,0.007104,0.072519,0.038906
1,float,uniform,GPU,"D | N",192,18,0.014272,0,0.01938,0.006208,0.073129,0.03986
1,float,uniform,GPU,"D | N",192,19,0.013312,0,0.01992,0.009472,0.076289,0.042704
1,float,uniform,GPU,"D | N",192,20,0.012896,0,0.019519,0.008608,0.073389,0.041023
1,float,uniform,GPU,"D | N",192,21,0.015072,0,0.02016,0.005632,0.074219,0.040864
1,float,uniform,GPU,"D | N",192,22,0.01312,0,0.01933,0.006144,0.071879,0.038594
1,float,uniform,GPU,"D | N",192,23,0.011968,0,0.01911,0.005856,0.06986,0.036934
1,float,uniform,GPU,"D | N",192,24,0.012576,0,0.019219,0.00592,0.069969,0.037715
1,float,uniform,GPU,"D | N",192,25,0.012672,0,0.019339,0.005728,0.070079,0.037739
1,float,uniform,GPU,"D | N",192,26,0.012256,0,0.01987,0.00832,0.073689,0.040446
1,float,uniform,GPU,"D | N",192,27,0.014944,0,0.02002,0.006368,0.074579,0.041332
1,float,uniform,GPU,"D | N",192,28,0.013376,0,0.01934,0.006016,0.06997,0.038732
1,float,uniform,GPU,"D | N",192,29,0.012608,0,0.01915,0.006176,0.06961,0.037934
1,float,uniform,GPU,"D | N",192,30,0.011392,0,0.019099,0.008864,0.072919,0.039355
1,float,uniform,GPU,"D | N",192,31,0.012288,0,0.01904,0.008512,0.074349,0.03984
1,float,uniform,GPU,"D | N",192,32,0.012576,0,0.01922,0.006272,0.071059,0.038068
1,float,uniform,GPU,"D | N",192,33,0.011936,0,0.01937,0.00768,0.071689,0.038986
1,float,uniform,GPU,"D | N",192,34,0.012672,0,0.019379,0.006112,0.070339,0.038163
1,float,uniform,GPU,"D | N",192,35,0.012736,0,0.01927,0.005952,0.070519,0.037958
1,float,uniform,GPU,"D | N",192,36,0.013504,0,0.01975,0.006624,0.073099,0.039878
1,float,uniform,GPU,"D | N",192,37,0.012,0,0.01906,0.008544,0.079219,0.039604
1,float,uniform,GPU,"D | N",192,38,0.011936,0,0.01729,0.01312,0.070829,0.042346
1,float,uniform,GPU,"D | N",192,39,0.012416,0,0.01942,0.008128,0.073819,0.039964
1,float,uniform,GPU,"D | N",192,40,0.012544,0,0.01923,0.008192,0.07487,0.039966
1,float,uniform,GPU,"D | N",192,41,0.014816,0,0.01999,0.00944,0.07766,0.044246
1,float,uniform,GPU,"D | N",192,42,0.011552,0,0.019469,0.006016,0.070069,0.037037
1,float,uniform,GPU,"D | N",192,43,0.011648,0,0.01928,0.005984,0.06975,0.036912
1,float,uniform,GPU,"D | N",192,44,0.012096,0,0.01954,0.008128,0.072669,0.039764
1,float,uniform,GPU,"D | N",192,45,0.012096,0,0.01912,0.005824,0.069539,0.03704
1,float,uniform,GPU,"D | N",192,46,0.013152,0,0.01991,0.00848,0.07403,0.041542
1,float,uniform,GPU,"D | N",192,47,0.012672,0,0.01931,0.00912,0.073769,0.041102
1,float,uniform,GPU,"D | N",192,48,0.02064,0,0.01983,0.00544,0.08134,0.04591
1,float,uniform,GPU,"D | N",192,49,0.01232,0,0.01986,0.006144,0.070339,0.038324
1,float,uniform,GPU,"D | N",192,50,0.010944,0,0.01912,0.005888,0.069099,0.035952
1,float,uniform,GPU,"D | N",192,51,0.010336,0,0.01878,0.005952,0.067029,0.035068
1,float,uniform,GPU,"D | N",192,52,0.012448,0,0.0194,0.005088,0.0701,0.036936
1,float,uniform,GPU,"D | N",192,53,0.01328,0,0.019908,0.008192,0.075649,0.04138
1,float,uniform,GPU,"D | N",192,54,0.013152,0,0.020179,0.008736,0.080979,0.042067
1,float,uniform,GPU,"D | N",192,55,0.012128,0,0.019409,0.008256,0.078579,0.039793
1,float,uniform,GPU,"D | N",192,56,0.01264,0,0.02322,0.005408,0.07436,0.041268
1,float,uniform,GPU,"D | N",192,57,0.012224,0,0.01921,0.007968,0.07211,0.039402
1,float,uniform,GPU,"D | N",192,58,0.01152,0,0.01919,0.00688,0.072569,0.03759
1,float,uniform,GPU,"D | N",192,59,0.01328,0,0.019309,0.006304,0.071989,0.038893
1,float,uniform,GPU,"D | N",192,60,0.01952,0,0.01991,0.007264,0.080509,0.046694
1,float,uniform,GPU,"D | N",192,61,0.011648,0,0.01922,0.006432,0.06983,0.0373
1,float,uniform,GPU,"D | N",192,62,0.011424,0,0.015459,0.007072,0.062759,0.033955
1,float,uniform,GPU,"D | N",192,63,0.013184,0,0.01602,0.007936,0.06496,0.03714
1,float,uniform,GPU,"D | N",192,64,0.013376,0,0.01582,0.007168,0.063809,0.036364
1,float,uniform,GPU,"D | N",192,65,0.011968,0,0.01976,0.006272,0.071479,0.038
1,float,uniform,GPU,"D | N",192,66,0.012288,0,0.019189,0.007968,0.074139,0.039445
1,float,uniform,GPU,"D | N",192,67,0.013088,0,0.01986,0.005824,0.073369,0.038772
1,float,uniform,GPU,"D | N",192,68,0.014912,0,0.01978,0.006528,0.07589,0.04122
1,float,uniform,GPU,"D | N",192,69,0.012576,0,0.019319,0.007904,0.073369,0.039799
1,float,uniform,GPU,"D | N",192,70,0.011584,0,0.01929,0.00624,0.06983,0.037114
1,float,uniform,GPU,"D | N",192,71,0.012128,0,0.01912,0.005856,0.06943,0.037104
1,float,uniform,GPU,"D | N",192,72,0.013728,0,0.01978,0.008448,0.075109,0.041956
1,float,uniform,GPU,"D | N",192,73,0.012032,0,0.01948,0.008896,0.073449,0.040408
1,float,uniform,GPU,"D | N",192,74,0.011776,0,0.01984,0.006336,0.070839,0.037952
1,float,uniform,GPU,"D | N",256,0,0.024992,0,0.02504,0.015168,0.108259,0.0652
1,float,uniform,GPU,"D | N",256,1,0.013888,0,0.019249,0.006784,0.072739,0.039921
1,float,uniform,GPU,"D | N",256,2,0.0128,0,0.019299,0.006304,0.073009,0.038403
1,float,uniform,GPU,"D | N",256,3,0.011936,0,0.01904,0.005344,0.069949,0.03632
1,float,uniform,GPU,"D | N",256,4,0.012544,0,0.0149,0.007616,0.063239,0.03506
1,float,uniform,GPU,"D | N",256,5,0.012224,0,0.01897,0.005504,0.069919,0.036698
1,float,uniform,GPU,"D | N",256,6,0.012672,0,0.018881,0.005824,0.070509,0.037377
1,float,uniform,GPU,"D | N",256,7,0.013472,0,0.01911,0.005632,0.071369,0.038214
1,float,uniform,GPU,"D | N",256,8,0.01136,0,0.01861,0.005888,0.068939,0.035858
1,float,uniform,GPU,"D | N",256,9,0.010752,0,0.01897,0.006176,0.068609,0.035898
1,float,uniform,GPU,"D | N",256,10,0.011552,0,0.019209,0.005184,0.069179,0.035945
1,float,uniform,GPU,"D | N",256,11,0.011872,0,0.019201,0.006624,0.072349,0.037697
1,float,uniform,GPU,"D | N",256,12,0.01264,0,0.01919,0.005152,0.07115,0.036982
1,float,uniform,GPU,"D | N",256,13,0.012512,0,0.01862,0.005952,0.069619,0.037084
1,float,uniform,GPU,"D | N",256,14,0.012416,0,0.01903,0.005344,0.069889,0.03679
1,float,uniform,GPU,"D | N",256,15,0.013184,0,0.01946,0.005792,0.070589,0.038436
1,float,uniform,GPU,"D | N",256,16,0.012128,0,0.01902,0.00528,0.069399,0.036428
1,float,uniform,GPU,"D | N",256,17,0.012736,0,0.015689,0.00768,0.063399,0.036105
1,float,uniform,GPU,"D | N",256,18,0.013024,0,0.018939,0.006336,0.070279,0.038299
1,float,uniform,GPU,"D | N",256,19,0.01328,0,0.01921,0.005696,0.07169,0.038186
1,float,uniform,GPU,"D | N",256,20,0.013024,0,0.01891,0.005536,0.070539,0.03747
1,float,uniform,GPU,"D | N",256,21,0.011264,0,0.019269,0.005184,0.069649,0.035717
1,float,uniform,GPU,"D | N",256,22,0.01168,0,0.018569,0.007168,0.070859,0.037417
1,float,uniform,GPU,"D | N",256,23,0.01312,0,0.01891,0.0056,0.070799,0.03763
1,float,uniform,GPU,"D | N",256,24,0.012,0,0.01939,0.006048,0.070489,0.037438
1,float,uniform,GPU,"D | N",256,25,0.013984,0,0.020399,0.006112,0.074249,0.040495
1,float,uniform,GPU,"D | N",256,26,0.013056,0,0.01908,0.005568,0.069279,0.037704
1,float,uniform,GPU,"D | N",256,27,0.013152,0,0.018679,0.00576,0.069899,0.037591
1,float,uniform,GPU,"D | N",256,28,0.013088,0,0.0187,0.007072,0.07124,0.03886
1,float,uniform,GPU,"D | N",256,29,0.012512,0,0.018921,0.006432,0.072259,0.037865
1,float,uniform,GPU,"D | N",256,30,0.01264,0,0.01919,0.00592,0.07209,0.03775
1,float,uniform,GPU,"D | N",256,31,0.012544,0,0.018929,0.00576,0.070169,0.037233
1,float,uniform,GPU,"D | N",256,32,0.01232,0,0.021459,0.005952,0.072469,0.039731
1,float,uniform,GPU,"D | N",256,33,0.016992,0,0.01882,0.00544,0.074209,0.041252
1,float,uniform,GPU,"D | N",256,34,0.01328,0,0.01966,0.00576,0.072189,0.0387
1,float,uniform,GPU,"D | N",256,35,0.012096,0,0.01888,0.006112,0.069019,0.037088
1,float,uniform,GPU,"D | N",256,36,0.012576,0,0.018441,0.005408,0.070029,0.036425
1,float,uniform,GPU,"D | N",256,37,0.011424,0,0.019259,0.0056,0.069929,0.036283
1,float,uniform,GPU,"D | N",256,38,0.012096,0,0.019099,0.006208,0.072459,0.037403
1,float,uniform,GPU,"D | N",256,39,0.013952,0,0.019249,0.00528,0.071569,0.038481
1,float,uniform,GPU,"D | N",256,40,0.01184,0,0.01909,0.005664,0.069599,0.036594
1,float,uniform,GPU,"D | N",256,41,0.01184,0,0.019049,0.005664,0.070529,0.036553
1,float,uniform,GPU,"D | N",256,42,0.012704,0,0.01918,0.005472,0.070879,0.037356
1,float,uniform,GPU,"D | N",256,43,0.010368,0,0.01916,0.00544,0.06674,0.034968
1,float,uniform,GPU,"D | N",256,44,0.012544,0,0.01939,0.00752,0.078809,0.039454
1,float,uniform,GPU,"D | N",256,45,0.013088,0,0.01877,0.006688,0.070809,0.038546
1,float,uniform,GPU,"D | N",256,46,0.014048,0,0.01938,0.006432,0.073589,0.03986
1,float,uniform,GPU,"D | N",256,47,0.012608,0,0.01895,0.005216,0.06987,0.036774
1,float,uniform,GPU,"D | N",256,48,0.012704,0,0.01902,0.005248,0.070109,0.036972
1,float,uniform,GPU,"D | N",256,49,0.012128,0,0.01868,0.005728,0.069539,0.036536
1,float,uniform,GPU,"D | N",256,50,0.012896,0,0.01858,0.005536,0.069769,0.037012
1,float,uniform,GPU,"D | N",256,51,0.012544,0,0.01957,0.006048,0.070359,0.038162
1,float,uniform,GPU,"D | N",256,52,0.014496,0,0.019299,0.005248,0.072129,0.039043
1,float,uniform,GPU,"D | N",256,53,0.013568,0,0.01974,0.005856,0.072209,0.039164
1,float,uniform,GPU,"D | N",256,54,0.011936,0,0.01893,0.005696,0.06984,0.036562
1,float,uniform,GPU,"D | N",256,55,0.011552,0,0.01511,0.007968,0.06257,0.03463
1,float,uniform,GPU,"D | N",256,56,0.013056,0,0.01905,0.009376,0.074889,0.041482
1,float,uniform,GPU,"D | N",256,57,0.017408,0,0.01886,0.005312,0.074499,0.04158
1,float,uniform,GPU,"D | N",256,58,0.012832,0,0.01868,0.007872,0.072859,0.039384
1,float,uniform,GPU,"D | N",256,59,0.012384,0,0.0187,0.006016,0.070389,0.0371
1,float,uniform,GPU,"D | N",256,60,0.012896,0,0.01874,0.006048,0.07061,0.037684
1,float,uniform,GPU,"D | N",256,61,0.01232,0,0.01916,0.005216,0.069889,0.036696
