dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,float,uniform,GPU,"P | P",64,0,0.07584,0,0.0452,210.461,210.692,210.582
1,float,uniform,GPU,"P | P",64,20,0.011296,0,0.017359,0.0128,0.083409,0.041455
1,float,uniform,GPU,"P | P",64,21,0.011936,0,0.01336,0.01168,0.071009,0.036976
1,float,uniform,GPU,"P | P",64,22,0.012768,0,0.01696,0.009664,0.081239,0.039392
1,float,uniform,GPU,"P | P",64,23,0.011488,0,0.01682,0.009792,0.07936,0.0381
1,float,uniform,GPU,"P | P",64,24,0.014272,0,0.01751,0.009568,0.081859,0.04135
1,float,uniform,GPU,"P | P",64,25,0.012256,0,0.01682,0.011904,0.083119,0.04098
1,float,uniform,GPU,"P | P",64,26,0.013632,0,0.01699,0.01024,0.082469,0.040862
1,float,uniform,GPU,"P | P",64,27,0.012576,0,0.016809,0.010624,0.081639,0.040009
1,float,uniform,GPU,"P | P",64,28,0.012096,0,0.01701,0.012864,0.085779,0.04197
1,float,uniform,GPU,"P | P",64,29,0.012192,0,0.01713,0.010624,0.081039,0.039946
1,float,uniform,GPU,"P | P",64,30,0.014272,0,0.017171,0.011072,0.086559,0.042515
1,float,uniform,GPU,"P | P",64,31,0.012832,0,0.01709,0.01008,0.080689,0.040002
1,float,uniform,GPU,"P | P",64,32,0.012576,0,0.016899,0.009504,0.079549,0.038979
1,float,uniform,GPU,"P | P",64,33,0.012,0,0.01337,0.013408,0.073439,0.038778
1,float,uniform,GPU,"P | P",64,34,0.013312,0,0.01697,0.01184,0.084419,0.042122
1,float,uniform,GPU,"P | P",64,35,0.01216,0,0.01658,0.010688,0.077989,0.039428
1,float,uniform,GPU,"P | P",64,36,0.013024,0,0.01746,0.010688,0.082379,0.041172
1,float,uniform,GPU,"P | P",64,37,0.012608,0,0.01744,0.010464,0.082899,0.040512
1,float,uniform,GPU,"P | P",64,38,0.016416,0,0.01735,0.013536,0.090479,0.047302
1,float,uniform,GPU,"P | P",64,39,0.01344,0,0.01693,0.01024,0.082489,0.04061
1,float,uniform,GPU,"P | P",64,40,0.012608,0,0.01731,0.011904,0.082319,0.041822
1,float,uniform,GPU,"P | P",64,41,0.011136,0,0.01688,0.010752,0.078309,0.038768
1,float,uniform,GPU,"P | P",64,42,0.021664,0,0.017629,0.012352,0.096889,0.051645
1,float,uniform,GPU,"P | P",64,43,0.012736,0,0.017849,0.010112,0.195618,0.040697
1,float,uniform,GPU,"P | P",64,44,0.012064,0,0.017469,0.010848,0.083149,0.040381
1,float,uniform,GPU,"P | P",64,45,0.012096,0,0.017239,0.010176,0.081349,0.039511
1,float,uniform,GPU,"P | P",64,46,0.01216,0,0.017379,0.010496,0.081649,0.040035
1,float,uniform,GPU,"P | P",64,47,0.01216,0,0.016759,0.009248,0.079119,0.038167
1,float,uniform,GPU,"P | P",64,48,0.01216,0,0.01761,0.010848,0.082249,0.040618
1,float,uniform,GPU,"P | P",64,49,0.012864,0,0.01745,0.011968,0.084669,0.042282
1,float,uniform,GPU,"P | P",64,50,0.01248,0,0.017319,0.010048,0.081419,0.039847
1,float,uniform,GPU,"P | P",64,51,0.011776,0,0.01715,0.010176,0.08117,0.039102
1,float,uniform,GPU,"P | P",64,52,0.011552,0,0.016971,0.010464,0.080989,0.038987
1,float,uniform,GPU,"P | P",64,53,0.013728,0,0.016809,0.009728,0.084169,0.040265
1,float,uniform,GPU,"P | P",64,54,0.014496,0,0.015839,0.010368,0.082889,0.040703
1,float,uniform,GPU,"P | P",64,55,0.01312,0,0.017239,0.011392,0.083499,0.041751
1,float,uniform,GPU,"P | P",64,56,0.011904,0,0.017239,0.010272,0.081079,0.039415
1,float,uniform,GPU,"P | P",64,57,0.014016,0,0.017348,0.010912,0.084889,0.042276
1,float,uniform,GPU,"P | P",64,58,0.01344,0,0.01698,0.009984,0.082179,0.040404
1,float,uniform,GPU,"P | P",64,59,0.01168,0,0.01707,0.009408,0.078929,0.038158
1,float,uniform,GPU,"P | P",64,60,0.012448,0,0.01364,0.012704,0.07417,0.038792
1,float,uniform,GPU,"P | P",64,61,0.012704,0,0.01696,0.011008,0.082039,0.040672
1,float,uniform,GPU,"P | P",64,62,0.012928,0,0.01753,0.008608,0.080109,0.039066
1,float,uniform,GPU,"P | P",64,63,0.014176,0,0.017379,0.0112,0.085809,0.042755
1,float,uniform,GPU,"P | P",64,64,0.01248,0,0.01723,0.009888,0.079719,0.039598
1,float,uniform,GPU,"P | P",64,65,0.01248,0,0.01736,0.01152,0.084769,0.04136
1,float,uniform,GPU,"P | P",64,66,0.011744,0,0.01672,0.009344,0.079529,0.037808
1,float,uniform,GPU,"P | P",64,67,0.010624,0,0.0172,0.012224,0.082499,0.040048
1,float,uniform,GPU,"P | P",64,68,0.012928,0,0.01676,0.012352,0.083959,0.04204
1,float,uniform,GPU,"P | P",64,69,0.013536,0,0.01735,0.009792,0.081799,0.040678
1,float,uniform,GPU,"P | P",64,70,0.013248,0,0.01728,0.011552,0.082819,0.04208
1,float,uniform,GPU,"P | P",64,71,0.013504,0,0.017461,0.011968,0.087119,0.042933
1,float,uniform,GPU,"P | P",64,72,0.011488,0,0.01695,0.010464,0.080999,0.038902
1,float,uniform,GPU,"P | P",64,73,0.011296,0,0.01331,0.01216,0.074339,0.036766
1,float,uniform,GPU,"P | P",64,74,0.012576,0,0.109338,0.010944,0.174208,0.132858
1,float,uniform,GPU,"P | P",128,0,0.02768,0,0.01743,0.021216,0.109399,0.066326
1,float,uniform,GPU,"P | P",128,1,0.01328,0,0.01772,0.011392,0.083949,0.042392
1,float,uniform,GPU,"P | P",128,2,0.013024,0,0.01753,0.009216,0.08031,0.03977
1,float,uniform,GPU,"P | P",128,3,0.012896,0,0.01727,0.009088,0.08021,0.039254
1,float,uniform,GPU,"P | P",128,4,0.011808,0,0.017219,0.012256,0.082519,0.041283
1,float,uniform,GPU,"P | P",128,5,0.015424,0,0.01763,0.01264,0.087499,0.045694
1,float,uniform,GPU,"P | P",128,6,0.012576,0,0.017538,0.011104,0.081549,0.041218
1,float,uniform,GPU,"P | P",128,7,0.012512,0,0.0179,0.009888,0.086989,0.0403
1,float,uniform,GPU,"P | P",128,8,0.012736,0,0.017419,0.012032,0.082959,0.042187
1,float,uniform,GPU,"P | P",128,9,0.01248,0,0.017129,0.009696,0.079749,0.039305
1,float,uniform,GPU,"P | P",128,10,0.011552,0,0.01731,0.010368,0.079199,0.03923
1,float,uniform,GPU,"P | P",128,11,0.013632,0,0.017219,0.00944,0.080829,0.040291
1,float,uniform,GPU,"P | P",128,12,0.011712,0,0.01781,0.010912,0.079729,0.040434
1,float,uniform,GPU,"P | P",128,13,0.013344,0,0.018299,0.012064,0.084149,0.043707
1,float,uniform,GPU,"P | P",128,14,0.013792,0,0.01799,0.0112,0.083519,0.042982
1,float,uniform,GPU,"P | P",128,15,0.01232,0,0.0176,0.011296,0.081419,0.041216
1,float,uniform,GPU,"P | P",128,16,0.012512,0,0.017509,0.011264,0.081759,0.041285
1,float,uniform,GPU,"P | P",128,17,0.011968,0,0.01749,0.014432,0.085329,0.04389
1,float,uniform,GPU,"P | P",128,18,0.011616,0,0.01772,0.009568,0.084399,0.038904
1,float,uniform,GPU,"P | P",128,19,0.012096,0,0.015519,0.0112,0.188168,0.038815
1,float,uniform,GPU,"P | P",128,20,0.012512,0,0.01719,0.0112,0.080239,0.040902
1,float,uniform,GPU,"P | P",128,21,0.012064,0,0.01752,0.011328,0.08151,0.040912
1,float,uniform,GPU,"P | P",128,22,0.011904,0,0.01732,0.011392,0.081049,0.040616
1,float,uniform,GPU,"P | P",128,23,0.01312,0,0.01742,0.011232,0.082379,0.041772
1,float,uniform,GPU,"P | P",128,24,0.012864,0,0.01762,0.013504,0.08471,0.043988
1,float,uniform,GPU,"P | P",128,25,0.011424,0,0.01721,0.011584,0.082039,0.040218
1,float,uniform,GPU,"P | P",128,26,0.012096,0,0.01408,0.01312,0.074729,0.039296
1,float,uniform,GPU,"P | P",128,27,0.016096,0,0.01767,0.013184,0.08959,0.04695
1,float,uniform,GPU,"P | P",128,28,0.011392,0,0.017471,0.01072,0.082199,0.039583
1,float,uniform,GPU,"P | P",128,29,0.018336,0,0.017411,0.011488,0.088199,0.047235
1,float,uniform,GPU,"P | P",128,30,0.012864,0,0.01757,0.010144,0.081889,0.040578
1,float,uniform,GPU,"P | P",128,31,0.01264,0,0.01767,0.00976,0.079569,0.04007
1,float,uniform,GPU,"P | P",128,32,0.012128,0,0.014539,0.012704,0.076089,0.039371
1,float,uniform,GPU,"P | P",128,33,0.01248,0,0.01761,0.009344,0.079488,0.039434
1,float,uniform,GPU,"P | P",128,34,0.012928,0,0.01761,0.011296,0.083379,0.041834
1,float,uniform,GPU,"P | P",128,35,0.012672,0,0.01777,0.011904,0.084829,0.042346
1,float,uniform,GPU,"P | P",128,36,0.011424,0,0.01732,0.01072,0.080999,0.039464
1,float,uniform,GPU,"P | P",128,37,0.011872,0,0.017288,0.014976,0.085729,0.044136
1,float,uniform,GPU,"P | P",128,38,0.013184,0,0.017629,0.011744,0.090339,0.042557
1,float,uniform,GPU,"P | P",128,39,0.012992,0,0.01835,0.012352,0.172307,0.043694
1,float,uniform,GPU,"P | P",128,40,0.01408,0,0.017999,0.012096,0.086129,0.044175
1,float,uniform,GPU,"P | P",128,41,0.012832,0,0.01782,0.01152,0.082539,0.042172
1,float,uniform,GPU,"P | P",128,42,0.011712,0,0.01741,0.011104,0.080899,0.040226
1,float,uniform,GPU,"P | P",128,43,0.012704,0,0.01699,0.012736,0.084389,0.04243
1,float,uniform,GPU,"P | P",128,44,0.01232,0,0.01778,0.012128,0.083679,0.042228
1,float,uniform,GPU,"P | P",128,45,0.011776,0,0.016319,0.00944,0.077519,0.037535
1,float,uniform,GPU,"P | P",128,46,0.012352,0,0.017079,0.010976,0.080889,0.040407
1,float,uniform,GPU,"P | P",128,47,0.012288,0,0.01728,0.01088,0.084179,0.040448
1,float,uniform,GPU,"P | P",128,48,0.011136,0,0.01716,0.011552,0.080249,0.039848
1,float,uniform,GPU,"P | P",128,49,0.012256,0,0.017309,0.009728,0.079899,0.039293
1,float,uniform,GPU,"P | P",128,50,0.012608,0,0.013918,0.011712,0.072269,0.038238
1,float,uniform,GPU,"P | P",128,51,0.01216,0,0.01747,0.01328,0.084179,0.04291
1,float,uniform,GPU,"P | P",128,52,0.011808,0,0.01401,0.01184,0.071289,0.037658
1,float,uniform,GPU,"P | P",128,53,0.011744,0,0.01748,0.011104,0.082639,0.040328
1,float,uniform,GPU,"P | P",128,54,0.013376,0,0.01731,0.010464,0.083169,0.04115
1,float,uniform,GPU,"P | P",128,55,0.01216,0,0.01709,0.012192,0.083539,0.041442
1,float,uniform,GPU,"P | P",128,56,0.012448,0,0.01767,0.009952,0.080349,0.04007
1,float,uniform,GPU,"P | P",128,57,0.012352,0,0.01712,0.0136,0.08523,0.043072
1,float,uniform,GPU,"P | P",128,58,0.013152,0,0.017619,0.01872,0.090619,0.049491
1,float,uniform,GPU,"P | P",128,59,0.013664,0,0.01735,0.010368,0.08298,0.041382
1,float,uniform,GPU,"P | P",128,60,0.012928,0,0.01769,0.009792,0.080249,0.04041
1,float,uniform,GPU,"P | P",128,61,0.013376,0,0.01778,0.01136,0.083789,0.042516
1,float,uniform,GPU,"P | P",128,62,0.014848,0,0.01771,0.00992,0.084179,0.042478
1,float,uniform,GPU,"P | P",128,63,0.011584,0,0.017119,0.010624,0.080689,0.039327
1,float,uniform,GPU,"P | P",128,64,0.010816,0,0.013789,0.01344,0.072779,0.038045
1,float,uniform,GPU,"P | P",128,65,0.013088,0,0.01773,0.011488,0.084449,0.042306
1,float,uniform,GPU,"P | P",128,66,0.012672,0,0.01806,0.009504,0.0799,0.040236
1,float,uniform,GPU,"P | P",128,67,0.013664,0,0.01775,0.01232,0.085599,0.043734
1,float,uniform,GPU,"P | P",128,68,0.013536,0,0.01768,0.009824,0.081179,0.04104
1,float,uniform,GPU,"P | P",128,69,0.01104,0,0.017259,0.013504,0.088489,0.041803
1,float,uniform,GPU,"P | P",128,70,0.012704,0,0.01718,0.097056,0.167448,0.12694
1,float,uniform,GPU,"P | P",128,71,0.015264,0,0.0176,0.016544,0.090729,0.049408
1,float,uniform,GPU,"P | P",128,72,0.012832,0,0.017129,0.010208,0.081619,0.040169
1,float,uniform,GPU,"P | P",128,73,0.0128,0,0.01724,0.009696,0.080079,0.039736
1,float,uniform,GPU,"P | P",128,74,0.012192,0,0.017391,0.011008,0.081529,0.040591
1,float,uniform,GPU,"P | P",192,0,0.025184,0,0.02161,0.023168,0.119449,0.069962
1,float,uniform,GPU,"P | P",192,1,0.013632,0,0.01842,0.012224,0.085299,0.044276
1,float,uniform,GPU,"P | P",192,2,0.012352,0,0.013889,0.012128,0.072789,0.038369
1,float,uniform,GPU,"P | P",192,3,0.013792,0,0.01759,0.013152,0.086039,0.044534
1,float,uniform,GPU,"P | P",192,4,0.01264,0,0.017519,0.011584,0.082809,0.041743
1,float,uniform,GPU,"P | P",192,5,0.011456,0,0.017659,0.013824,0.084619,0.042939
1,float,uniform,GPU,"P | P",192,6,0.012896,0,0.01785,0.011936,0.083868,0.042682
1,float,uniform,GPU,"P | P",192,7,0.012064,0,0.0174,0.014496,0.085999,0.04396
1,float,uniform,GPU,"P | P",192,8,0.011968,0,0.01782,0.012832,0.08351,0.04262
1,float,uniform,GPU,"P | P",192,9,0.011296,0,0.01727,0.01136,0.083829,0.039926
1,float,uniform,GPU,"P | P",192,10,0.013888,0,0.01726,0.011232,0.088599,0.04238
1,float,uniform,GPU,"P | P",192,11,0.01312,0,0.01758,0.012512,0.083769,0.043212
1,float,uniform,GPU,"P | P",192,12,0.012864,0,0.01759,0.013472,0.084809,0.043926
1,float,uniform,GPU,"P | P",192,13,0.01136,0,0.018039,0.0112,0.081079,0.040599
1,float,uniform,GPU,"P | P",192,14,0.012128,0,0.01745,0.01328,0.085369,0.042858
1,float,uniform,GPU,"P | P",192,15,0.013792,0,0.017549,0.012,0.084229,0.043341
1,float,uniform,GPU,"P | P",192,16,0.012,0,0.01758,0.013152,0.083549,0.042732
1,float,uniform,GPU,"P | P",192,17,0.012576,0,0.01781,0.010144,0.081129,0.04053
1,float,uniform,GPU,"P | P",192,18,0.011616,0,0.017231,0.009664,0.079069,0.038511
1,float,uniform,GPU,"P | P",192,19,0.012832,0,0.01746,0.0112,0.08867,0.041492
1,float,uniform,GPU,"P | P",192,20,0.013856,0,0.017789,0.012576,0.085559,0.044221
1,float,uniform,GPU,"P | P",192,21,0.012576,0,0.01754,0.011232,0.081659,0.041348
1,float,uniform,GPU,"P | P",192,22,0.012832,0,0.0181,0.012768,0.086229,0.0437
1,float,uniform,GPU,"P | P",192,23,0.012736,0,0.01779,0.009312,0.079729,0.039838
1,float,uniform,GPU,"P | P",192,24,0.011616,0,0.017369,0.013152,0.084449,0.042137
1,float,uniform,GPU,"P | P",192,25,0.012192,0,0.01721,0.012576,0.082439,0.041978
1,float,uniform,GPU,"P | P",192,26,0.013696,0,0.01766,0.011776,0.084499,0.043132
1,float,uniform,GPU,"P | P",192,27,0.013344,0,0.014059,0.014176,0.075789,0.041579
1,float,uniform,GPU,"P | P",192,28,0.01296,0,0.01777,0.013376,0.092128,0.044106
1,float,uniform,GPU,"P | P",192,29,0.013376,0,0.01773,0.00976,0.080619,0.040866
1,float,uniform,GPU,"P | P",192,30,0.012096,0,0.017619,0.010752,0.082889,0.040467
1,float,uniform,GPU,"P | P",192,31,0.012672,0,0.017229,0.012288,0.083379,0.042189
1,float,uniform,GPU,"P | P",192,32,0.011904,0,0.01785,0.014048,0.084659,0.043802
1,float,uniform,GPU,"P | P",192,33,0.012704,0,0.01762,0.0096,0.079989,0.039924
1,float,uniform,GPU,"P | P",192,34,0.012576,0,0.013829,0.012512,0.075599,0.038917
1,float,uniform,GPU,"P | P",192,35,0.012128,0,0.01748,0.009536,0.07908,0.039144
1,float,uniform,GPU,"P | P",192,36,0.011808,0,0.017439,0.011168,0.080639,0.040415
1,float,uniform,GPU,"P | P",192,37,0.013888,0,0.0175,0.011808,0.083949,0.043196
1,float,uniform,GPU,"P | P",192,38,0.013024,0,0.021589,0.009408,0.083969,0.044021
1,float,uniform,GPU,"P | P",192,39,0.012704,0,0.01756,0.011552,0.08311,0.041816
1,float,uniform,GPU,"P | P",192,40,0.011552,0,0.01815,0.010976,0.081299,0.040678
1,float,uniform,GPU,"P | P",192,41,0.01216,0,0.01689,0.011456,0.08301,0.040506
1,float,uniform,GPU,"P | P",192,42,0.013696,0,0.017351,0.013312,0.086119,0.044359
1,float,uniform,GPU,"P | P",192,43,0.011616,0,0.017749,0.012352,0.083299,0.041717
1,float,uniform,GPU,"P | P",192,44,0.01248,0,0.01768,0.013056,0.086309,0.043216
1,float,uniform,GPU,"P | P",192,45,0.0128,0,0.01742,0.01072,0.081359,0.04094
1,float,uniform,GPU,"P | P",192,46,0.012608,0,0.0174,0.010752,0.081749,0.04076
1,float,uniform,GPU,"P | P",192,47,0.012544,0,0.01404,0.01392,0.075659,0.040504
1,float,uniform,GPU,"P | P",192,48,0.012672,0,0.017669,0.009856,0.087179,0.040197
1,float,uniform,GPU,"P | P",192,49,0.013376,0,0.01814,0.1,0.172498,0.131516
1,float,uniform,GPU,"P | P",192,50,0.01328,0,0.01783,0.010624,0.083219,0.041734
1,float,uniform,GPU,"P | P",192,51,0.01184,0,0.01739,0.011136,0.080769,0.040366
1,float,uniform,GPU,"P | P",192,52,0.01232,0,0.01715,0.01232,0.082689,0.04179
1,float,uniform,GPU,"P | P",192,53,0.013024,0,0.01832,0.009632,0.081079,0.040976
1,float,uniform,GPU,"P | P",192,54,0.013472,0,0.01888,0.012416,0.086239,0.044768
1,float,uniform,GPU,"P | P",192,55,0.013536,0,0.01804,0.00992,0.082739,0.041496
1,float,uniform,GPU,"P | P",192,56,0.012896,0,0.017679,0.012384,0.084629,0.042959
1,float,uniform,GPU,"P | P",192,57,0.011232,0,0.017639,0.011616,0.086709,0.040487
1,float,uniform,GPU,"P | P",192,58,0.01152,0,0.017289,0.012032,0.083019,0.040841
1,float,uniform,GPU,"P | P",192,59,0.012128,0,0.01799,0.012288,0.083829,0.042406
1,float,uniform,GPU,"P | P",192,60,0.013216,0,0.016059,0.011744,0.079319,0.041019
1,float,uniform,GPU,"P | P",192,61,0.011904,0,0.01734,0.010208,0.079779,0.039452
1,float,uniform,GPU,"P | P",192,62,0.011968,0,0.01756,0.009376,0.078879,0.038904
1,float,uniform,GPU,"P | P",192,63,0.012896,0,0.01734,0.011424,0.082619,0.04166
1,float,uniform,GPU,"P | P",192,64,0.01344,0,0.01764,0.01104,0.082359,0.04212
1,float,uniform,GPU,"P | P",192,65,0.013696,0,0.01758,0.014048,0.086469,0.045324
1,float,uniform,GPU,"P | P",192,66,0.013888,0,0.017961,0.010784,0.083109,0.042633
1,float,uniform,GPU,"P | P",192,67,0.011712,0,0.01733,0.012512,0.084379,0.041554
1,float,uniform,GPU,"P | P",192,68,0.012544,0,0.017279,0.011904,0.083399,0.041727
1,float,uniform,GPU,"P | P",192,69,0.01184,0,0.01746,0.011104,0.080659,0.040404
1,float,uniform,GPU,"P | P",192,70,0.01696,0,0.017929,0.011264,0.087059,0.046153
1,float,uniform,GPU,"P | P",192,71,0.012128,0,0.01758,0.011968,0.083559,0.041676
1,float,uniform,GPU,"P | P",192,72,0.011904,0,0.01741,0.012384,0.08247,0.041698
1,float,uniform,GPU,"P | P",192,73,0.01376,0,0.017571,0.01024,0.082339,0.041571
1,float,uniform,GPU,"P | P",192,74,0.012608,0,0.01786,0.010432,0.08109,0.0409
1,float,uniform,GPU,"P | P",256,0,0.024128,0,0.021869,0.024672,0.120389,0.070669
1,float,uniform,GPU,"P | P",256,1,0.014688,0,0.017999,0.014272,0.089419,0.046959
1,float,uniform,GPU,"P | P",256,2,0.01232,0,0.017259,0.01248,0.082519,0.042059
1,float,uniform,GPU,"P | P",256,3,0.012576,0,0.01734,0.01104,0.081619,0.040956
1,float,uniform,GPU,"P | P",256,4,0.012288,0,0.01785,0.010624,0.08132,0.040762
1,float,uniform,GPU,"P | P",256,5,0.01152,0,0.01767,0.009888,0.079429,0.039078
1,float,uniform,GPU,"P | P",256,6,0.012,0,0.017978,0.014592,0.085319,0.04457
1,float,uniform,GPU,"P | P",256,7,0.012576,0,0.01724,0.011328,0.083179,0.041144
1,float,uniform,GPU,"P | P",256,8,0.014432,0,0.01664,0.011456,0.081709,0.042528
1,float,uniform,GPU,"P | P",256,9,0.012352,0,0.01767,0.010304,0.080039,0.040326
1,float,uniform,GPU,"P | P",256,10,0.012128,0,0.01398,0.011776,0.07212,0.037884
1,float,uniform,GPU,"P | P",256,11,0.012384,0,0.017119,0.010848,0.080669,0.040351
1,float,uniform,GPU,"P | P",256,12,0.013216,0,0.01711,0.012736,0.083619,0.043062
1,float,uniform,GPU,"P | P",256,13,0.01344,0,0.01781,0.0112,0.082939,0.04245
1,float,uniform,GPU,"P | P",256,14,0.012416,0,0.017611,0.010752,0.082249,0.040779
1,float,uniform,GPU,"P | P",256,15,0.012512,0,0.01739,0.013504,0.084889,0.043406
1,float,uniform,GPU,"P | P",256,16,0.010432,0,0.01775,0.011456,0.08077,0.039638
1,float,uniform,GPU,"P | P",256,17,0.012928,0,0.01752,0.011296,0.082359,0.041744
1,float,uniform,GPU,"P | P",256,18,0.012416,0,0.01746,0.012256,0.082799,0.042132
1,float,uniform,GPU,"P | P",256,19,0.01344,0,0.017681,0.011904,0.082769,0.043025
1,float,uniform,GPU,"P | P",256,20,0.013248,0,0.01774,0.011776,0.082589,0.042764
1,float,uniform,GPU,"P | P",256,21,0.012128,0,0.017659,0.013888,0.083979,0.043675
1,float,uniform,GPU,"P | P",256,22,0.012928,0,0.013829,0.01376,0.075199,0.040517
1,float,uniform,GPU,"P | P",256,23,0.012096,0,0.017749,0.011424,0.081659,0.041269
1,float,uniform,GPU,"P | P",256,24,0.011648,0,0.017499,0.01248,0.083599,0.041627
1,float,uniform,GPU,"P | P",256,25,0.01248,0,0.01774,0.013952,0.084879,0.044172
1,float,uniform,GPU,"P | P",256,26,0.012384,0,0.01735,0.010752,0.081099,0.040486
1,float,uniform,GPU,"P | P",256,27,0.012096,0,0.017399,0.011392,0.081279,0.040887
1,float,uniform,GPU,"P | P",256,28,0.01472,0,0.01746,0.012256,0.085629,0.044436
1,float,uniform,GPU,"P | P",256,29,0.01248,0,0.016429,0.011616,0.081889,0.040525
1,float,uniform,GPU,"P | P",256,30,0.013312,0,0.017299,0.012672,0.083989,0.043283
1,float,uniform,GPU,"P | P",256,31,0.013376,0,0.01762,0.012224,0.083748,0.04322
1,float,uniform,GPU,"P | P",256,32,0.012416,0,0.0177,0.014144,0.085249,0.04426
1,float,uniform,GPU,"P | P",256,33,0.01232,0,0.017831,0.009728,0.079489,0.039879
1,float,uniform,GPU,"P | P",256,34,0.01248,0,0.01755,0.012128,0.084429,0.042158
1,float,uniform,GPU,"P | P",256,35,0.014048,0,0.01405,0.012512,0.076239,0.04061
1,float,uniform,GPU,"P | P",256,36,0.011776,0,0.01727,0.013696,0.083419,0.042742
1,float,uniform,GPU,"P | P",256,37,0.012768,0,0.01757,0.01152,0.087209,0.041858
1,float,uniform,GPU,"P | P",256,38,0.012384,0,0.01732,0.013376,0.084608,0.04308
1,float,uniform,GPU,"P | P",256,39,0.012832,0,0.017059,0.009984,0.079369,0.039875
1,float,uniform,GPU,"P | P",256,40,0.01312,0,0.017379,0.012288,0.084449,0.042787
1,float,uniform,GPU,"P | P",256,41,0.011392,0,0.018279,0.00944,0.079529,0.039111
1,float,uniform,GPU,"P | P",256,42,0.013344,0,0.0176,0.011424,0.08382,0.042368
1,float,uniform,GPU,"P | P",256,43,0.01328,0,0.01775,0.01072,0.084319,0.04175
1,float,uniform,GPU,"P | P",256,44,0.012064,0,0.01715,0.012512,0.0826,0.041726
1,float,uniform,GPU,"P | P",256,45,0.012672,0,0.0174,0.008512,0.078469,0.038584
1,float,uniform,GPU,"P | P",256,46,0.01296,0,0.017739,0.011904,0.082999,0.042603
1,float,uniform,GPU,"P | P",256,47,0.012224,0,0.01771,0.014336,0.084899,0.04427
1,float,uniform,GPU,"P | P",256,48,0.015264,0,0.01427,0.01344,0.076939,0.042974
1,float,uniform,GPU,"P | P",256,49,0.012672,0,0.01751,0.01136,0.081669,0.041542
1,float,uniform,GPU,"P | P",256,50,0.012256,0,0.017619,0.010592,0.080349,0.040467
1,float,uniform,GPU,"P | P",256,51,0.011456,0,0.01734,0.011456,0.082439,0.040252
1,float,uniform,GPU,"P | P",256,52,0.012736,0,0.01748,0.013856,0.085209,0.044072
1,float,uniform,GPU,"P | P",256,53,0.012704,0,0.01768,0.011488,0.082229,0.041872
1,float,uniform,GPU,"P | P",256,54,0.01184,0,0.01714,0.012608,0.082039,0.041588
1,float,uniform,GPU,"P | P",256,55,0.011872,0,0.018101,0.011744,0.084709,0.041717
1,float,uniform,GPU,"P | P",256,56,0.012512,0,0.0172,0.011712,0.088039,0.041424
1,float,uniform,GPU,"P | P",256,57,0.117344,0,0.01735,0.009888,0.183968,0.144582
1,float,uniform,GPU,"P | P",256,58,0.013312,0,0.017519,0.011072,0.082329,0.041903
1,float,uniform,GPU,"P | P",256,59,0.012096,0,0.01787,0.012512,0.083199,0.042478
1,float,uniform,GPU,"P | P",256,60,0.011968,0,0.01793,0.0112,0.080769,0.041098
1,float,uniform,GPU,"P | P",256,61,0.012864,0,0.01726,0.012352,0.083859,0.042476
