dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",64,0,0.191456,0.00351,0.112988,212.888,213.312,213.196
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",64,68,0.141952,0.001481,0.04791,0.0128,0.257257,0.204143
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",64,69,0.138688,0.00158,0.04549,0.012096,0.249637,0.197854
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",64,70,0.145024,0.00156,0.04512,0.013312,0.257477,0.205016
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",64,71,0.139968,0.00154,0.045379,0.011712,0.256057,0.198599
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",64,72,0.140352,0.001539,0.04244,0.014368,0.247557,0.198699
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",64,73,0.138048,0.001559,0.04689,0.012544,0.249807,0.199041
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",64,74,0.138816,0.001471,0.05328,0.014784,0.260377,0.208351
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,0,0.80992,0.00224,0.094938,0.038336,1.0092,0.945434
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,1,0.796,0.00167,0.083258,0.032064,0.966799,0.912992
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,2,0.790432,0.001651,0.081298,0.029632,0.954369,0.903013
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,3,0.7872,0.001661,0.08081,0.029824,1.03424,0.899495
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,4,0.777728,0.00163,0.080839,0.029216,0.940929,0.889413
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,5,0.810784,0.002069,0.097679,0.039648,1.0282,0.95018
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,6,0.786816,0.001569,0.080538,0.029504,0.951299,0.898427
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,7,0.808192,0.00161,0.07312,0.033248,0.959169,0.91617
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,8,0.780512,0.00157,0.079998,0.030592,0.94464,0.892672
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,9,0.782272,0.00171,0.08086,0.028352,0.945189,0.893194
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,10,0.789888,0.001611,0.079898,0.032352,0.953229,0.903749
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,11,0.772416,0.001511,0.075199,0.034304,0.92827,0.88343
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,12,0.784096,0.001691,0.080158,0.030784,0.951009,0.896729
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,13,0.784896,0.00175,0.07996,0.030816,0.950199,0.897422
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,14,0.785504,0.00152,0.083179,0.030272,0.953569,0.900475
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,15,0.777024,0.001549,0.080759,0.032032,0.941039,0.891364
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,16,0.783232,0.00171,0.080939,0.031232,0.947829,0.897113
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,17,0.864992,0.001679,0.08203,0.03104,1.03266,0.979741
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,18,0.787584,0.001589,0.08029,0.029056,0.950119,0.898519
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,19,0.787296,0.002139,0.09138,0.041472,0.995489,0.922287
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,20,0.790208,0.00161,0.080988,0.030176,0.957459,0.902982
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,21,0.782272,0.00161,0.080849,0.030752,0.948339,0.895483
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,22,0.781536,0.00157,0.080728,0.030944,0.94831,0.894778
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,23,0.837856,0.00179,0.072609,0.031616,0.986269,0.943871
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,24,0.783488,0.00158,0.080079,0.028224,0.943689,0.893371
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,25,0.780256,0.00156,0.08194,0.029184,0.945219,0.89294
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,26,0.7864,0.001701,0.081038,0.03072,0.950819,0.899859
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,27,0.785536,0.001541,0.080178,0.03184,0.95035,0.899095
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,28,0.789184,0.001509,0.082179,0.02848,0.95644,0.901352
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,29,0.78416,0.001851,0.07979,0.030368,0.949759,0.896169
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,30,0.782624,0.00181,0.080149,0.030688,0.946649,0.895271
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,31,0.78336,0.00153,0.079718,0.0312,0.943229,0.895808
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,32,0.782368,0.001661,0.080598,0.0296,0.946089,0.894227
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,33,0.777248,0.001709,0.080609,0.030816,0.942469,0.890382
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,34,0.782752,0.00172,0.08218,0.026944,0.946509,0.893596
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,35,0.776736,0.001631,0.07353,0.032352,0.92917,0.884249
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,36,0.782176,0.001521,0.079959,0.027424,0.944609,0.89108
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,37,0.904192,0.00162,0.08001,0.02976,1.0677,1.01558
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,38,0.784544,0.001569,0.080538,0.030112,0.94793,0.896763
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,39,0.783712,0.00161,0.074369,0.033984,0.93745,0.893675
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,40,0.799296,0.001731,0.079879,0.028,0.959049,0.908906
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,41,0.782016,0.001538,0.078639,0.028544,0.941689,0.890737
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,42,0.792416,0.001579,0.081358,0.031488,0.959819,0.906841
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,43,0.784192,0.00169,0.083669,0.03056,0.951829,0.900111
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,44,0.818048,0.001581,0.080589,0.031712,0.985229,0.93193
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,45,0.790112,0.001541,0.081849,0.029344,0.957149,0.902846
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,46,0.787104,0.001711,0.08007,0.031008,0.955359,0.899893
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,47,0.785664,0.00172,0.080088,0.033024,0.952709,0.900496
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,48,0.83168,0.00164,0.08359,0.030304,1.00124,0.947214
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,49,0.782496,0.0016,0.080739,0.029824,0.945779,0.894659
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,50,0.78848,0.00167,0.080349,0.02848,0.949189,0.898979
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,51,0.825312,0.001651,0.081608,0.029856,0.987168,0.938427
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,52,0.785568,0.001511,0.080369,0.030272,0.948699,0.89772
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,53,0.89632,0.001519,0.081159,0.032224,1.06443,1.01122
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,54,0.786304,0.00161,0.08008,0.02944,0.957829,0.897434
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,55,0.784672,0.00153,0.080729,0.029152,0.947799,0.896083
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,56,0.782944,0.00156,0.08067,0.03136,0.947529,0.896534
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,57,0.886656,0.00171,0.08076,0.029024,1.05025,0.99815
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,58,0.78768,0.00159,0.079629,0.03088,0.951249,0.899779
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,59,0.788928,0.00158,0.080829,0.0296,0.955129,0.900937
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,60,0.78112,0.00164,0.079918,0.02992,0.94284,0.892598
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,61,0.890912,0.00158,0.08045,0.031392,1.05681,1.00433
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,62,0.797632,0.00157,0.082018,0.029024,0.966919,0.910244
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,63,0.802592,0.001899,0.080089,0.031904,0.970489,0.916484
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,64,0.788928,0.00158,0.080568,0.03024,0.95343,0.901316
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,65,0.787232,0.00153,0.082498,0.027968,0.95254,0.899228
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,66,0.787008,0.00152,0.080899,0.029856,0.952309,0.899283
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,67,0.784832,0.001689,0.08111,0.030944,0.95072,0.898575
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,68,0.803648,0.001689,0.08207,0.029152,0.967829,0.916559
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,69,0.79024,0.00155,0.080299,0.030336,0.954419,0.902425
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,70,0.787264,0.00151,0.080989,0.02944,0.952019,0.899203
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,71,0.77648,0.001561,0.073309,0.033792,0.92831,0.885142
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,72,0.782688,0.00159,0.080759,0.029792,0.946439,0.894829
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,73,0.777248,0.001591,0.08712,0.029888,0.948749,0.895847
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",128,74,0.772608,0.00181,0.0797,0.030656,0.93456,0.884774
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,0,2.74826,0.00245,0.170216,0.085664,3.07445,3.00659
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,1,2.69645,0.00191,0.165117,0.07888,3.00104,2.94235
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,2,2.67702,0.00212,0.167929,0.079712,2.98139,2.92678
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,3,2.59315,0.00177,0.164578,0.076992,2.89669,2.83649
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,4,2.57939,0.00167,0.164737,0.075744,2.87961,2.82154
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,5,2.56755,0.001849,0.163937,0.078624,2.87022,2.81196
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,6,2.5615,0.00181,0.164647,0.076384,2.87012,2.80435
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,7,2.59552,0.00155,0.164797,0.078752,2.8992,2.84062
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,8,2.59146,0.00197,0.164559,0.076096,2.89026,2.83408
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,9,2.60214,0.00165,0.156329,0.08448,2.89679,2.8446
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,10,2.57376,0.00182,0.16423,0.076192,2.87171,2.816
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,11,2.58474,0.001801,0.165679,0.078304,2.88916,2.83052
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,12,2.55302,0.001679,0.164837,0.080192,2.86059,2.79973
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,13,2.73395,0.001921,0.164626,0.077056,3.03516,2.97755
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,14,2.58109,0.00162,0.163377,0.07472,2.87897,2.82081
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,15,2.58813,0.0018,0.163948,0.07632,2.8886,2.8302
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,16,2.75078,0.00221,0.177987,0.084032,3.09458,3.01501
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,17,2.60214,0.001789,0.165658,0.07968,2.9101,2.84927
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,18,2.68742,0.002228,0.177949,0.083936,3.03504,2.95154
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,19,2.58522,0.00194,0.183297,0.081184,2.90879,2.85164
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,20,2.59859,0.00167,0.16424,0.076832,2.89754,2.84133
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,21,2.5615,0.00185,0.16416,0.07808,2.8636,2.80559
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,22,2.5728,0.00184,0.16537,0.079008,2.8786,2.81902
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,23,2.55814,0.00175,0.165147,0.076576,2.86301,2.80162
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,24,2.58026,0.001941,0.164767,0.076384,2.88118,2.82335
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,25,2.5751,0.001822,0.162968,0.075584,2.8708,2.81548
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,26,2.55955,0.00167,0.16461,0.076,2.85913,2.80183
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,27,2.62352,0.00194,0.163589,0.074048,2.91929,2.8631
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,28,2.59149,0.001859,0.163508,0.075712,2.89507,2.83257
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,29,2.54483,0.001571,0.16983,0.076864,2.84772,2.7931
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,30,2.53683,0.00176,0.161289,0.076,2.83005,2.77588
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,31,2.60451,0.002151,0.178206,0.083552,2.94854,2.86842
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,32,2.58746,0.001831,0.166336,0.082816,2.89592,2.83844
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,33,2.59597,0.001691,0.166746,0.078688,2.90269,2.84309
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,34,2.57427,0.00171,0.164779,0.090848,2.89044,2.83161
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,35,2.60813,0.001889,0.164208,0.075744,2.90539,2.84997
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,36,2.6447,0.00169,0.16228,0.075424,2.94299,2.8841
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,37,2.57546,0.001909,0.16564,0.079392,2.89028,2.8224
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,38,2.68813,0.002191,0.164328,0.077504,2.98621,2.93215
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,39,2.57357,0.00206,0.164648,0.075648,2.89313,2.81592
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,40,2.56205,0.001601,0.165728,0.0792,2.90055,2.80858
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,41,2.56525,0.00185,0.164996,0.076128,2.86685,2.80822
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,42,2.57939,0.001549,0.163859,0.079616,2.88151,2.82442
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,43,2.63229,0.00186,0.165247,0.082208,2.9372,2.8816
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,44,2.57408,0.00194,0.165189,0.077312,2.87774,2.81852
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,45,2.66771,0.001949,0.165679,0.077312,2.97255,2.91265
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,46,2.58496,0.00184,0.16428,0.07456,2.88372,2.82564
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,47,2.57626,0.00178,0.155768,0.078016,2.86088,2.81182
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,48,2.58659,0.001941,0.163518,0.0808,2.8891,2.83285
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,49,2.59392,0.002001,0.163609,0.076352,2.89286,2.83588
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,50,2.61757,0.001771,0.163017,0.076768,2.91976,2.85912
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,51,2.59798,0.00161,0.164358,0.076352,2.89731,2.8403
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,52,2.59325,0.001789,0.156459,0.078752,2.88287,2.83025
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,53,2.5999,0.00181,0.163537,0.07536,2.89827,2.84061
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,54,2.58714,0.00238,0.179767,0.08288,2.93179,2.85216
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,55,2.58099,0.00209,0.164977,0.083392,2.88637,2.83145
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,56,2.5857,0.00197,0.16623,0.0784,2.88915,2.8323
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,57,2.5928,0.00172,0.16412,0.077184,2.89157,2.83582
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,58,2.60794,0.00162,0.164157,0.074656,2.90606,2.84837
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,59,2.58739,0.00189,0.16293,0.077568,2.89426,2.82978
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,60,2.60288,0.00184,0.165,0.077088,2.90377,2.84681
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,61,2.62986,0.00221,0.177726,0.0856,2.97625,2.89539
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,62,2.60269,0.00221,0.177219,0.084256,2.94551,2.86637
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,63,2.62262,0.00191,0.166149,0.07888,2.92728,2.86956
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,64,2.58618,0.001931,0.205349,0.07808,2.92835,2.87154
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,65,2.62534,0.00183,0.17206,0.07488,2.93123,2.87411
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,66,2.58627,0.00202,0.163688,0.075936,2.88337,2.82792
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,67,2.6649,0.00203,0.164699,0.076416,2.96845,2.90804
3,float,uniform,CPU,"P | P | Ns | Ns | P | P",192,68,2.59418,0.002039,0.164627,0.07504,2.89169,2.83588
