dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",64,0,183.604,0.0028,0.06755,68.3277,252.117,252.002
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,68,2.55453,0.00168,0.146878,0.078528,2.84285,2.78161
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,69,2.5464,0.001931,0.149268,0.075776,2.83598,2.77338
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,70,2.54909,0.00161,0.146549,0.076288,2.83636,2.77354
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,71,2.59325,0.00181,0.143738,0.081632,2.87746,2.82043
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,72,2.55686,0.00177,0.149617,0.076224,2.8467,2.78448
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,73,2.54787,0.001719,0.14899,0.076928,2.83433,2.77551
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",192,74,2.54221,0.00188,0.148638,0.078624,2.83671,2.77135
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,0,7.13293,0.00215,0.460245,0.331968,8.0127,7.92729
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,1,7.08275,0.002159,0.462383,0.329984,7.96248,7.87728
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,2,6.57389,0.002181,0.458743,0.33104,7.44164,7.36585
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,3,6.48621,0.002269,0.457015,0.333152,7.35291,7.27864
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,4,6.41606,0.00216,0.458234,0.331808,7.28155,7.20827
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,5,6.99536,0.00215,0.463336,0.33184,7.86826,7.79269
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,6,6.6,0.0022,0.458646,0.33072,7.4661,7.39157
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,7,6.43616,0.00221,0.459325,0.329664,7.29952,7.22736
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,8,6.42573,0.00197,0.456255,0.333472,7.29367,7.21742
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,9,6.47094,0.00225,0.457557,0.331296,7.33721,7.26205
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,10,6.64502,0.002379,0.461136,0.332736,7.51425,7.44128
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,11,6.7679,0.00232,0.459355,0.330176,7.63422,7.55975
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,12,6.48781,0.002149,0.457905,0.331296,7.35339,7.27916
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,13,6.46362,0.00217,0.457576,0.327776,7.32503,7.25114
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,14,7.10611,0.00211,0.460114,0.331008,7.97478,7.89934
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,15,6.83741,0.00221,0.459054,0.333184,7.70842,7.63186
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,16,6.49722,0.002011,0.456205,0.332352,7.36166,7.28778
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,17,6.44464,0.00218,0.459296,0.333888,7.31084,7.24
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,18,6.51184,0.002261,0.459515,0.329408,7.377,7.30302
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,19,7.14694,0.002429,0.461216,0.326976,8.00679,7.93756
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,20,6.75245,0.002169,0.460035,0.3336,7.62781,7.54825
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,21,6.51798,0.002031,0.459956,0.329568,7.38064,7.30954
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,22,6.47251,0.00222,0.459474,0.329312,7.33736,7.26352
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,23,6.49894,0.00208,0.463076,0.329152,7.36916,7.29325
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,24,6.78938,0.00216,0.456524,0.331264,7.65562,7.57932
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,25,6.57536,0.0021,0.462623,0.32944,7.43916,7.36952
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,26,6.59027,0.00207,0.460796,0.330432,7.45896,7.38357
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,27,6.4943,0.00235,0.457305,0.331872,7.36031,7.28583
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,28,6.5199,0.0021,0.459945,0.33104,7.38911,7.31299
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,29,6.64138,0.002251,0.458744,0.331424,7.50273,7.43379
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,30,6.51034,0.002,0.457795,0.328352,7.37253,7.29848
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,31,6.47702,0.002101,0.456514,0.329504,7.33855,7.26514
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,32,6.68259,0.00234,0.458335,0.331712,7.54543,7.47498
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,33,6.52669,0.00232,0.460376,0.333728,7.39533,7.32311
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,34,6.61661,0.002068,0.459055,0.330496,7.48347,7.40823
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,35,7.00806,0.00203,0.461374,0.328896,7.87372,7.80036
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,36,6.39773,0.002421,0.458594,0.334368,7.26955,7.19311
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,37,6.61555,0.00211,0.460447,0.328704,7.48515,7.40681
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,38,6.45069,0.0023,0.460736,0.328704,7.31837,7.24243
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,39,6.56947,0.00207,0.458047,0.329088,7.44928,7.35868
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,40,6.66582,0.00192,0.458957,0.329632,7.53266,7.45633
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,41,6.5257,0.002189,0.461885,0.330272,7.39411,7.32004
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,42,7.12035,0.00201,0.459206,0.332192,8.00175,7.91376
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,43,6.7175,0.00213,0.458885,0.329824,7.58358,7.50834
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,44,6.65821,0.002341,0.456734,0.334752,7.52123,7.45203
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,45,6.51869,0.00222,0.458044,0.326624,7.381,7.30558
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,46,6.62771,0.002,0.461056,0.330368,7.49589,7.42114
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,47,6.70877,0.002189,0.458227,0.330304,7.57279,7.49949
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,48,6.60941,0.00223,0.461134,0.339552,7.48423,7.41232
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,49,6.52611,0.00215,0.457285,0.329952,7.39233,7.3155
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,50,6.53562,0.001991,0.460423,0.331264,7.39987,7.32929
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,51,6.42266,0.002111,0.458924,0.32768,7.28388,7.21137
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,52,6.47322,0.002,0.460595,0.33136,7.34471,7.26717
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,53,6.60544,0.00237,0.459396,0.33008,7.47201,7.39729
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,54,6.95373,0.002069,0.460075,0.33072,7.8181,7.74659
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,55,6.48922,0.00201,0.459684,0.328,7.35381,7.27891
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,56,6.66387,0.00232,0.456865,0.332064,7.52753,7.45512
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,57,6.52995,0.002059,0.456705,0.331552,7.39076,7.32027
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,58,6.43629,0.001979,0.457575,0.328896,7.30359,7.22474
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,59,6.8553,0.002311,0.458884,0.332064,7.72243,7.64856
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,60,6.4424,0.0021,0.458425,0.329152,7.30507,7.23208
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,61,6.43536,0.00206,0.459354,0.333472,7.30884,7.23025
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,62,6.70813,0.002149,0.458077,0.328832,7.57558,7.49719
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,63,6.6481,0.0022,0.460115,0.328,7.50775,7.43841
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,64,6.53696,0.00215,0.456504,0.32896,7.40133,7.32457
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,65,7.24435,0.002141,0.461095,0.336096,8.13056,8.04368
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,66,6.57315,0.002129,0.458066,0.333824,7.43573,7.36717
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,67,6.64429,0.001971,0.458705,0.331776,7.51204,7.43674
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,68,7.10778,0.001981,0.458775,0.33152,7.97431,7.90005
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,69,6.48154,0.00219,0.460936,0.331264,7.35059,7.27593
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,70,6.52083,0.002079,0.458736,0.328608,7.38505,7.31026
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,71,6.4047,0.00209,0.454695,0.334528,7.26159,7.19602
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,72,6.78272,0.0022,0.457135,0.331072,7.64973,7.57313
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,73,6.94179,0.00209,0.460665,0.32944,7.80687,7.73399
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",256,74,6.48582,0.002159,0.458035,0.331072,7.3491,7.27709
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,0,14.4094,0.002161,2.08807,0.86368,17.4587,17.3633
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,1,12.5969,0.00227,2.08438,0.864928,15.6586,15.5484
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,2,12.804,0.00203,2.0828,0.859616,15.8283,15.7484
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,3,12.9619,0.00216,2.08777,0.859264,15.991,15.911
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,4,12.934,0.00168,2.08347,0.861152,15.964,15.8803
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,5,13.0721,0.00198,2.07883,0.86208,16.0941,16.0149
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,6,13.8961,0.00211,2.08356,0.86192,16.9343,16.8437
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,7,13.7463,0.002179,2.08525,0.863424,16.7913,16.6972
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,8,13.2589,0.00212,2.07868,0.865792,16.2876,16.2055
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,9,12.963,0.002099,2.08321,0.86176,15.9878,15.9101
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,10,13.5739,0.002321,2.08513,0.866368,16.6227,16.5277
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,11,13.0617,0.00206,2.07873,0.861184,16.0841,16.0037
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,12,13.0766,0.00224,2.09037,0.861184,16.1149,16.0304
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,13,12.7353,0.00213,2.08226,0.861184,15.7619,15.6809
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,14,13.0044,0.00235,2.08463,0.8632,16.037,15.9546
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,15,13.0992,0.00238,2.0881,0.866336,16.1387,16.056
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,16,13.3242,0.00244,2.08711,0.867328,16.3734,16.2811
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,17,13.518,0.00211,2.08226,0.862144,16.5447,16.4646
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,18,13.0752,0.00208,2.07639,0.859488,16.0915,16.0132
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,19,13.1747,0.00202,2.08466,0.86176,16.1996,16.1232
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,20,12.6492,0.002099,2.08583,0.86304,15.6848,15.6002
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,21,12.5979,0.001972,2.08221,0.86192,15.6236,15.544
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,22,13.5941,0.00219,2.08222,0.865344,16.6246,16.5438
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,23,13.0688,0.00201,2.08416,0.863072,16.0984,16.0181
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,24,12.6449,0.001879,2.08345,0.859456,15.6695,15.5897
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,25,13.2111,0.00203,2.08381,0.862048,16.2434,16.159
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,26,12.7589,0.00211,2.08021,0.862464,15.7831,15.7037
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,27,12.7638,0.002031,2.08226,0.8584,15.787,15.7065
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,28,13.9134,0.002159,2.08804,0.863296,16.9503,16.8669
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,29,13.1842,0.002198,2.08172,0.862848,16.2136,16.1309
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,30,13.0769,0.00197,2.08533,0.860288,16.1015,16.0245
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,31,12.9615,0.002089,2.08898,0.864064,15.9948,15.9166
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,32,13.9491,0.0023,2.08462,0.862432,16.9925,16.8984
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,33,12.9363,0.00265,2.08719,0.861888,15.968,15.888
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,34,12.776,0.0022,2.08423,0.862816,15.8065,15.7252
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,35,13.0347,0.00213,2.08231,0.86368,16.0617,15.9828
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,36,13.1376,0.00234,2.08284,0.862912,16.162,16.0857
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,37,12.6029,0.00219,2.08377,0.862464,15.6328,15.5513
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,38,14.0248,0.00213,2.08861,0.860288,17.0693,16.9759
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,39,12.284,0.00234,2.07921,0.866176,15.3106,15.2317
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,40,12.6453,0.00214,2.08543,0.8632,15.6765,15.596
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,41,12.9561,0.002469,2.07904,0.863744,15.9771,15.9013
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,42,12.9552,0.00221,2.08536,0.863552,15.9969,15.9063
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,43,12.846,0.00258,2.08652,0.864352,15.8808,15.7995
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,44,14.0723,0.002199,2.08807,0.866176,17.1301,17.0287
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,45,13.0051,0.00211,2.08166,0.862624,16.0306,15.9515
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,46,12.7568,0.00221,2.08539,0.862624,15.7869,15.707
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,47,13.0607,0.002489,2.08802,0.8592,16.088,16.0104
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,48,13.4642,0.001861,2.08175,0.862976,16.4908,16.4107
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,49,12.749,0.001919,2.08566,0.862752,15.7792,15.6994
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,50,13.324,0.002071,2.08194,0.862208,16.3534,16.2702
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,51,13.9563,0.00232,2.08724,0.864288,17.0018,16.9101
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,52,13.1015,0.002079,2.08156,0.863872,16.133,16.049
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,53,12.6852,0.001882,2.08095,0.862976,15.7096,15.631
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,54,14.0151,0.00241,2.14972,0.865056,17.1256,17.0323
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,55,13.1787,0.002149,2.08467,0.864352,16.2128,16.1299
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,56,12.868,0.00198,2.08385,0.85856,15.8857,15.8124
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,57,13.2062,0.00197,2.08139,0.863776,16.2324,16.1533
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,58,13.078,0.00198,2.082,0.862208,16.1011,16.0242
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,59,13.1579,0.002089,2.08241,0.858016,16.1778,16.1004
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,60,13.7737,0.00224,2.08377,0.863424,16.8041,16.7231
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,61,13.3292,0.002191,2.08389,0.86416,16.3577,16.2794
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,62,13.398,0.002041,2.08417,0.862592,16.4285,16.3468
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,63,13.9515,0.00204,2.08171,0.859232,16.9704,16.8944
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,64,13.4959,0.00199,2.08172,0.859872,16.5197,16.4395
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,65,13.7344,0.00213,2.07996,0.865216,16.7605,16.6817
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,66,13.3751,0.00202,2.07608,0.860224,16.3912,16.3134
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,67,13.0872,0.00213,2.08052,0.863136,16.1238,16.033
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,68,13.3908,0.00219,2.08263,0.86144,16.4194,16.3371
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,69,13.0578,0.002061,2.07828,0.8608,16.0771,15.999
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,70,13.6978,0.00222,2.08155,0.864864,16.7331,16.6464
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,71,13.8124,0.002199,2.07993,0.862624,16.8505,16.7571
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,72,12.9364,0.002289,2.08563,0.864,15.9688,15.8883
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,73,14.1166,0.002211,2.08872,0.862176,17.16,17.0697
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",320,74,12.7824,0.00211,2.08146,0.865952,15.8102,15.7319
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,0,22.9278,0.00243,3.59,1.54534,28.1675,28.0656
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,1,22.3642,0.0023,3.58911,1.54566,27.5839,27.5012
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,2,22.3586,0.00238,3.58732,1.54058,27.5719,27.4889
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,3,21.9927,0.002382,3.58722,1.54445,27.2126,27.1268
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,4,22.3147,0.002519,3.58861,1.54339,27.5357,27.4492
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,5,22.5869,0.00226,3.58444,1.54205,27.8012,27.7157
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,6,22.6266,0.00235,3.5841,1.54106,27.8563,27.7541
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,7,22.4511,0.00234,3.58931,1.54515,27.6767,27.5879
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,8,25.27,0.00242,3.59151,1.54314,30.5043,30.4071
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,9,22.1763,0.00218,3.5883,1.53923,27.3887,27.306
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,10,22.7743,0.00272,3.5894,1.5439,28.0058,27.9103
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,11,22.2454,0.0023,3.58704,1.54032,27.4599,27.3751
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,12,22.5708,0.00242,3.58539,1.54224,27.7936,27.7009
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,13,22.6071,0.0024,3.59149,1.54141,27.8241,27.7424
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,14,22.3229,0.002319,3.58591,1.53949,27.5407,27.4506
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,15,22.2721,0.002272,3.58786,1.54525,27.4914,27.4075
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,16,22.3989,0.00244,3.59237,1.54176,27.7141,27.5355
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,17,22.2131,0.00254,3.58747,1.54112,27.4267,27.3443
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,18,22.5287,0.00235,3.58998,1.54582,27.7547,27.6669
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,19,22.9548,0.00235,3.58468,1.53875,28.1732,28.0806
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,20,22.5905,0.00233,3.58995,1.54362,27.8183,27.7264
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,21,22.7768,0.00251,3.58769,1.53968,28.003,27.9067
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,22,22.3337,0.00239,3.58687,1.54653,27.552,27.4695
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,23,22.5862,0.002379,3.66196,1.54218,27.8958,27.7927
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,24,22.0781,0.00232,3.58701,1.54112,27.2934,27.2086
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,25,22.8716,0.0023,3.5878,1.5401,28.0894,28.0017
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,26,22.4981,0.00239,3.58592,1.5385,27.7129,27.6249
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,27,22.3681,0.00227,3.58967,1.54125,27.5827,27.5013
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,28,22.7553,0.002451,3.59215,1.54464,27.9921,27.8945
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,29,22.5944,0.002391,3.58641,1.55376,27.829,27.737
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,30,22.4321,0.00227,3.58743,1.54294,27.6488,27.5648
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,31,22.5746,0.00241,3.58578,1.54061,27.8011,27.7034
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,32,22.2033,0.00245,3.58187,1.54173,27.415,27.3293
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,33,22.6716,0.0022,3.58869,1.54278,27.8927,27.8053
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,34,22.2826,0.00249,3.5862,1.54202,27.5087,27.4133
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,35,22.513,0.00231,3.58492,1.54538,27.7379,27.6456
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,36,22.8753,0.00237,3.58644,1.5399,28.0948,28.004
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,37,22.5662,0.00238,3.58778,1.54832,27.787,27.7047
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,38,22.6084,0.00267,3.59386,1.54122,27.8348,27.7461
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,39,22.5878,0.00233,3.5902,1.54429,27.8195,27.7247
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,40,22.9641,0.00228,3.58787,1.54147,28.1799,28.0957
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,41,22.4955,0.00225,3.58256,1.54307,27.7492,27.6233
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,42,22.5023,0.00238,3.59333,1.54576,27.7288,27.6438
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,43,22.447,0.00231,3.58518,1.54349,27.6743,27.578
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,44,22.1078,0.002431,3.59247,1.5424,27.3333,27.2451
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,45,22.771,0.00248,3.58986,1.54211,27.9953,27.9054
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,46,22.5494,0.002392,3.58912,1.55658,27.7929,27.6975
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,47,22.6927,0.0023,3.5886,1.5433,27.9139,27.8269
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,48,22.8326,0.002271,3.58426,1.55139,28.0565,27.9705
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,49,22.3786,0.00231,3.58654,1.54256,27.6065,27.51
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,50,22.5866,0.00253,3.58597,1.54362,27.8157,27.7187
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,51,22.637,0.0023,3.59171,1.54579,27.8705,27.7768
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,52,22.5642,0.002151,3.58777,1.5369,27.7756,27.691
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,53,21.9963,0.00219,3.58416,1.54074,27.2546,27.1234
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,54,22.2964,0.00243,3.5884,1.53933,27.5086,27.4266
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,55,22.7249,0.0022,3.60543,1.54557,27.9691,27.8781
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,56,22.5784,0.002169,3.58311,1.54381,27.8019,27.7075
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,57,22.7011,0.00259,3.59394,1.54006,27.9299,27.8377
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,58,22.5639,0.00218,3.5839,1.54512,27.7837,27.6951
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,59,22.0605,0.00216,3.58339,1.54278,27.2735,27.1888
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,60,22.7991,0.00222,3.5905,1.54118,28.0182,27.933
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,61,22.4904,0.00219,3.58819,1.53866,27.7043,27.6194
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,62,22.1312,0.00239,3.59375,1.5384,27.3551,27.2657
3,float,uniform,CPU,"Ns | Ns | P | P | P | P",384,63,22.6212,0.002301,3.58239,1.54205,27.8298,27.748
