dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,0,0.288,0.002629,0.183838,202.26,202.845,202.735
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,19,0.231456,0.0016,0.12077,0.016,0.413135,0.369826
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,20,0.229952,0.00151,0.12001,0.01504,0.408775,0.366512
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,21,0.316928,0.001509,0.118779,0.01648,0.495974,0.453696
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,22,0.233408,0.00156,0.119679,0.0168,0.414666,0.371447
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,23,0.238752,0.001608,0.119179,0.016352,0.418625,0.375891
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,24,0.232544,0.00167,0.119198,0.01568,0.412046,0.369092
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,25,0.24,0.00164,0.119789,0.015808,0.419446,0.377237
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,26,0.230784,0.001471,0.12078,0.017056,0.414495,0.370091
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,27,0.23104,0.00151,0.120508,0.015456,0.411505,0.368514
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,28,0.231872,0.001681,0.12235,0.015904,0.415325,0.371807
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,29,0.23024,0.00154,0.120259,0.016352,0.411005,0.368391
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,30,0.230592,0.00153,0.119749,0.015488,0.409105,0.367359
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,31,0.233888,0.001448,0.296338,0.017024,0.592133,0.548698
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,32,0.231136,0.00152,0.119499,0.0152,0.411055,0.367355
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,33,0.2312,0.00152,0.118818,0.015904,0.409545,0.367442
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,34,0.23232,0.00149,0.118918,0.01552,0.411995,0.368248
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,35,0.228576,0.001559,0.111679,0.017312,0.397275,0.359126
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,36,0.229664,0.00163,0.120138,0.016096,0.411736,0.367528
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,37,0.232736,0.001531,0.128488,0.015712,0.423015,0.378467
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,38,0.233248,0.00169,0.120688,0.014656,0.414896,0.370282
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,39,0.333408,0.00145,0.120569,0.015744,0.514245,0.471171
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,40,0.23232,0.00168,0.12063,0.015424,0.411995,0.370054
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,41,0.239456,0.00151,0.119678,0.01616,0.420636,0.376804
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,42,0.23088,0.00152,0.119249,0.014848,0.409925,0.366497
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,43,0.227936,0.001531,0.120279,0.015072,0.408056,0.364818
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,44,0.317568,0.001491,0.119339,0.015552,0.495855,0.45395
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,45,0.231296,0.00152,0.118839,0.014496,0.409375,0.366151
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,46,0.230432,0.00157,0.11258,0.017504,0.399565,0.362086
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,47,0.232128,0.001679,0.120628,0.016224,0.412146,0.370659
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,48,0.230016,0.001581,0.119459,0.0152,0.414405,0.366256
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,49,0.230528,0.00153,0.119649,0.01552,0.410546,0.367227
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,50,0.320288,0.00162,0.119999,0.016704,0.503574,0.458611
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,51,0.231936,0.001519,0.12141,0.015744,0.414645,0.370609
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,52,0.231232,0.001599,0.119439,0.016192,0.411665,0.368462
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,53,0.240896,0.0015,0.120548,0.01712,0.422396,0.380064
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,54,0.23088,0.00153,0.118569,0.01648,0.409925,0.367459
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,55,0.23152,0.001431,0.120078,0.016896,0.413445,0.369925
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,56,0.234208,0.00152,0.120348,0.015872,0.415636,0.371948
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,57,0.230272,0.00148,0.121838,0.015616,0.411486,0.369206
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,58,0.232512,0.00151,0.11971,0.015072,0.412045,0.368804
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,59,0.232352,0.00148,0.120069,0.016576,0.413095,0.370477
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,60,0.230688,0.0015,0.119838,0.01536,0.416465,0.367386
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,61,0.23136,0.00146,0.11981,0.015968,0.411175,0.368598
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,62,0.231616,0.001551,0.120109,0.0168,0.413746,0.370076
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,63,0.239168,0.00168,0.121668,0.015008,0.422685,0.377524
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,64,0.232352,0.001659,0.120428,0.015712,0.413236,0.370151
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,65,0.23056,0.00149,0.119319,0.015168,0.409336,0.366537
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,66,0.233216,0.00143,0.119899,0.016992,0.415206,0.371537
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,67,0.230816,0.00156,0.118819,0.016128,0.408615,0.367323
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,68,0.230752,0.001469,0.120569,0.014432,0.409676,0.367222
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,69,0.232672,0.00154,0.11978,0.015904,0.411175,0.369896
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,70,0.228576,0.00148,0.11206,0.01744,0.400345,0.359556
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,71,0.233984,0.001541,0.120199,0.015232,0.415285,0.370956
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,72,0.22864,0.001599,0.11968,0.014912,0.408475,0.364831
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,73,0.231008,0.001611,0.11952,0.016384,0.412665,0.368523
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",64,74,0.23872,0.00164,0.120128,0.015936,0.420586,0.376424
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,0,1.51613,0.00208,0.532603,0.06784,2.17989,2.11865
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,1,1.51187,0.00162,0.519865,0.061152,2.14076,2.09451
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,2,1.55104,0.00194,0.520303,0.061088,2.1793,2.13437
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,3,1.50944,0.00165,0.521894,0.05968,2.14216,2.09266
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,4,1.50144,0.001598,0.520934,0.06032,2.13176,2.08429
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,5,1.49248,0.00157,0.520595,0.060384,2.11903,2.07503
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,6,1.50883,0.00179,0.521884,0.061728,2.1409,2.09423
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,7,1.55478,0.00159,0.520443,0.059488,2.18126,2.13631
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,8,1.49866,0.00192,0.522294,0.059584,2.13085,2.08245
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,9,1.53792,0.00163,0.521585,0.062272,2.17258,2.12341
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,10,1.53878,0.00222,0.538575,0.070784,2.22241,2.15036
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,11,1.53187,0.00164,0.521325,0.061472,2.1633,2.11631
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,12,1.51939,0.00188,0.519434,0.062912,2.14912,2.10362
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,13,1.48461,0.001781,0.524624,0.05952,2.12009,2.07053
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,14,1.4904,0.00157,0.519835,0.059616,2.11961,2.07142
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,15,1.50355,0.00151,0.521925,0.061248,2.13511,2.08824
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,16,1.48419,0.00171,0.520735,0.060064,2.1131,2.0667
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,17,1.50506,0.00161,0.522534,0.060192,2.13788,2.08939
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,18,1.52192,0.00185,0.522634,0.06016,2.15441,2.10656
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,19,1.47302,0.00157,0.521173,0.06,2.10287,2.05577
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,20,1.52867,0.00154,0.521035,0.062496,2.15788,2.11374
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,21,1.50038,0.00149,0.519554,0.059744,2.13256,2.08117
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,22,1.5145,0.00186,0.523624,0.06112,2.14789,2.1011
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,23,1.48806,0.001721,0.586565,0.05952,2.18512,2.13587
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,24,1.5303,0.00162,0.513924,0.061856,2.1493,2.1077
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,25,1.49805,0.00157,0.520296,0.062336,2.1274,2.08225
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,26,1.50848,0.00157,0.522334,0.059584,2.13714,2.09197
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,27,1.53706,0.00157,0.520204,0.059712,2.17361,2.11854
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,28,1.51082,0.00175,0.521564,0.061184,2.14388,2.09531
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,29,1.47565,0.00165,0.519504,0.06016,2.10292,2.05696
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,30,1.49379,0.00163,0.520364,0.061664,2.16488,2.07745
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,31,1.48499,0.00169,0.519985,0.059808,2.11234,2.06648
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,32,1.48877,0.00206,0.552383,0.061056,2.15109,2.10427
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,33,1.53306,0.00162,0.522493,0.059872,2.16635,2.11704
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,34,1.51232,0.00161,0.519445,0.062144,2.14378,2.09552
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,35,1.51107,0.002419,0.537764,0.071712,2.19692,2.12297
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,36,1.49773,0.00173,0.523265,0.060928,2.12779,2.08365
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,37,1.51526,0.001589,0.520305,0.05936,2.14325,2.09652
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,38,1.50109,0.00177,0.522284,0.059488,2.13533,2.08463
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,39,1.53984,0.002271,0.537195,0.066048,2.21815,2.14535
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,40,1.4848,0.001691,0.520254,0.061536,2.11413,2.06828
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,41,1.51395,0.00186,0.520454,0.06,2.14137,2.09627
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,42,1.49181,0.0019,0.519345,0.061376,2.12195,2.07443
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,43,1.49005,0.001749,0.522164,0.060896,2.12182,2.07486
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,44,1.5176,0.001649,0.521263,0.061888,2.15127,2.1024
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,45,1.54474,0.00159,0.523735,0.061536,2.17711,2.1316
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,46,1.51258,0.00165,0.521874,0.06,2.14266,2.0961
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,47,1.49462,0.00163,0.522084,0.061408,2.12421,2.07975
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,48,1.52118,0.00186,0.520124,0.061472,2.15123,2.10464
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,49,1.4959,0.001592,0.521125,0.060576,2.12854,2.0792
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,50,1.48858,0.00158,0.526144,0.059136,2.11942,2.07544
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,51,1.51251,0.00153,0.520414,0.06128,2.14153,2.09574
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,52,1.52829,0.001799,0.518995,0.061504,2.15635,2.11059
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,53,1.56358,0.00169,0.521875,0.060608,2.19583,2.14776
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,54,1.50602,0.00163,0.520193,0.061792,2.13832,2.08963
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,55,1.53325,0.0016,0.522424,0.060352,2.16303,2.11762
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,56,1.50566,0.0017,0.521924,0.061152,2.13562,2.09044
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,57,1.51155,0.00156,0.519164,0.061024,2.13799,2.0933
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,58,1.4975,0.00179,0.522604,0.062304,2.1321,2.0842
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,59,1.4927,0.00159,0.523174,0.066112,2.13264,2.08358
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,60,1.49616,0.001581,0.517633,0.062432,2.12047,2.07781
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,61,1.50522,0.00154,0.520515,0.061856,2.1338,2.08913
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,62,1.54691,0.001818,0.519003,0.060128,2.17297,2.12786
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,63,1.50314,0.00191,0.521724,0.060832,2.1375,2.0876
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,64,1.48563,0.001599,0.520895,0.060928,2.11659,2.06905
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,65,1.51939,0.001559,0.522054,0.060544,2.1506,2.10355
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,66,1.48586,0.001611,0.521274,0.05984,2.114,2.06858
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,67,1.48589,0.00165,0.522794,0.061376,2.11767,2.07171
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,68,1.49802,0.00184,0.522594,0.062176,2.13374,2.08463
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,69,1.53296,0.001589,0.525605,0.062208,2.17025,2.12236
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,70,1.48662,0.00155,0.520485,0.061504,2.11612,2.07016
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,71,1.50656,0.00166,0.512884,0.061056,2.12183,2.08216
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,72,1.51987,0.00222,0.539104,0.06688,2.20705,2.12808
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,73,1.50598,0.00178,0.522695,0.0616,2.14343,2.09206
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",128,74,1.49315,0.00155,0.521513,0.061024,2.12465,2.07724
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,0,5.96768,0.002241,1.76609,0.188064,7.99814,7.92408
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,1,5.52982,0.00209,1.75669,0.187392,7.53534,7.476
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,2,5.53309,0.001819,1.75448,0.18832,7.5322,7.47771
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,3,5.57933,0.00189,1.75808,0.186848,7.584,7.52615
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,4,5.52739,0.00206,1.75738,0.187104,7.52983,7.47394
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,5,5.54339,0.001979,1.7581,0.18672,7.54559,7.49019
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,6,5.79939,0.00191,1.75756,0.18768,7.80837,7.74654
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,7,5.59171,0.00223,1.75458,0.186944,7.58867,7.53547
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,8,5.58058,0.00208,1.75803,0.192608,7.59082,7.53329
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,9,5.63971,0.00178,1.75788,0.186912,7.64203,7.58629
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,10,5.62586,0.00187,1.75569,0.187456,7.62515,7.57087
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,11,5.51085,0.002049,1.75656,0.188288,7.51461,7.45775
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,12,5.53008,0.00186,1.75741,0.186656,7.52986,7.47601
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,13,5.61805,0.001821,1.75863,0.187904,7.62351,7.5664
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,14,5.51152,0.00225,1.75548,0.184992,7.50868,7.45424
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,15,5.58944,0.002001,1.76013,0.188352,7.59853,7.53992
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,16,5.5553,0.001881,1.75767,0.186784,7.55805,7.50163
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,17,5.53014,0.001919,1.75713,0.1872,7.53062,7.47639
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,18,5.77962,0.00213,1.75503,0.186112,7.78036,7.72289
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,19,5.43862,0.001909,1.7572,0.185216,7.43669,7.38295
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,20,5.69139,0.001811,1.75661,0.18672,7.69374,7.63653
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,21,5.57965,0.00209,1.75578,0.187648,7.58087,7.52517
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,22,5.60413,0.001839,1.75447,0.185568,7.6034,7.54601
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,23,5.61814,0.00202,1.75715,0.187776,7.62175,7.56509
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,24,5.67613,0.00209,1.75474,0.185344,7.66997,7.6183
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,25,5.73133,0.00217,1.7543,0.187392,7.73298,7.67519
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,26,5.47811,0.00191,1.75788,0.187264,7.48002,7.42517
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,27,5.68954,0.00191,1.7568,0.185504,7.6897,7.63375
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,28,5.69843,0.00216,1.75788,0.187616,7.70554,7.64609
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,29,5.56563,0.001809,1.75402,0.18752,7.57099,7.50898
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,30,5.59043,0.00179,1.75674,0.186016,7.59053,7.53498
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,31,5.46486,0.00221,1.75513,0.187136,7.4605,7.40934
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,32,5.75338,0.002,1.75752,0.189184,7.76025,7.70208
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,33,5.50301,0.00185,1.75568,0.187712,7.50371,7.44825
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,34,5.69126,0.001931,1.75554,0.185696,7.69087,7.63443
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,35,5.57968,0.002101,1.75642,0.188704,7.58174,7.5269
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,36,5.90605,0.00243,1.75841,0.192032,7.929,7.85892
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,37,5.47997,0.00214,1.75504,0.185888,7.47796,7.42304
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,38,5.68246,0.00192,1.75918,0.187424,7.68681,7.63099
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,39,5.52208,0.00193,1.75775,0.187264,7.52846,7.46903
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,40,5.48166,0.00217,1.75484,0.188288,7.4792,7.42696
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,41,5.86531,0.00192,1.7588,0.188928,7.87438,7.81496
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,42,5.46102,0.00191,1.75685,0.185472,7.45884,7.40526
3,double,uniform,CPU,"Ns | Ds | Ns | Ns | Ns | Ns",192,43,5.65581,0.00178,1.75688,0.188128,7.65871,7.6026
