dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,float,uniform,GPU,"Ds | Ds",64,0,183.557,0,0.03546,51.5534,235.239,235.146
1,float,uniform,GPU,"Ds | Ds",64,36,0.01248,0,0.01759,0.005504,0.068999,0.035574
1,float,uniform,GPU,"Ds | Ds",64,37,0.0112,0,0.014559,0.00688,0.060549,0.032639
1,float,uniform,GPU,"Ds | Ds",64,38,0.011744,0,0.01785,0.005184,0.067989,0.034778
1,float,uniform,GPU,"Ds | Ds",64,39,0.012832,0,0.01783,0.004448,0.0705,0.03511
1,float,uniform,GPU,"Ds | Ds",64,40,0.011328,0,0.01813,0.005056,0.06771,0.034514
1,float,uniform,GPU,"Ds | Ds",64,41,0.011712,0,0.01791,0.005408,0.067559,0.03503
1,float,uniform,GPU,"Ds | Ds",64,42,0.010176,0,0.0177,0.00432,0.065789,0.032196
1,float,uniform,GPU,"Ds | Ds",64,43,0.011008,0,0.017961,0.004576,0.067749,0.033545
1,float,uniform,GPU,"Ds | Ds",64,44,0.01072,0,0.016129,0.005248,0.066279,0.032097
1,float,uniform,GPU,"Ds | Ds",64,45,0.011648,0,0.01847,0.005152,0.069669,0.03527
1,float,uniform,GPU,"Ds | Ds",64,46,0.010592,0,0.017689,0.00544,0.066889,0.033721
1,float,uniform,GPU,"Ds | Ds",64,47,0.016832,0,0.01886,0.005024,0.073629,0.040716
1,float,uniform,GPU,"Ds | Ds",64,48,0.010176,0,0.01773,0.00512,0.064879,0.033026
1,float,uniform,GPU,"Ds | Ds",64,49,0.012832,0,0.01833,0.006144,0.071959,0.037306
1,float,uniform,GPU,"Ds | Ds",64,50,0.013024,0,0.01811,0.004704,0.069339,0.035838
1,float,uniform,GPU,"Ds | Ds",64,51,0.010496,0,0.01816,0.00544,0.066749,0.034096
1,float,uniform,GPU,"Ds | Ds",64,52,0.013792,0,0.01766,0.005472,0.07094,0.036924
1,float,uniform,GPU,"Ds | Ds",64,53,0.011808,0,0.01771,0.005408,0.06753,0.034926
1,float,uniform,GPU,"Ds | Ds",64,54,0.01216,0,0.01783,0.006368,0.070629,0.036358
1,float,uniform,GPU,"Ds | Ds",64,55,0.011968,0,0.01422,0.00624,0.06721,0.032428
1,float,uniform,GPU,"Ds | Ds",64,56,0.011392,0,0.01752,0.004512,0.066649,0.033424
1,float,uniform,GPU,"Ds | Ds",64,57,0.012,0,0.01809,0.00608,0.070779,0.03617
1,float,uniform,GPU,"Ds | Ds",64,58,0.013344,0,0.018081,0.004544,0.071829,0.035969
1,float,uniform,GPU,"Ds | Ds",64,59,0.00944,0,0.0181,0.004256,0.065969,0.031796
1,float,uniform,GPU,"Ds | Ds",64,60,0.010048,0,0.0187,0.005248,0.066629,0.033996
1,float,uniform,GPU,"Ds | Ds",64,61,0.010528,0,0.0182,0.005696,0.067099,0.034424
1,float,uniform,GPU,"Ds | Ds",64,62,0.010272,0,0.018349,0.005088,0.067229,0.033709
1,float,uniform,GPU,"Ds | Ds",64,63,0.010688,0,0.017829,0.00544,0.067409,0.033957
1,float,uniform,GPU,"Ds | Ds",64,64,0.01184,0,0.01864,0.003552,0.069729,0.034032
1,float,uniform,GPU,"Ds | Ds",64,65,0.01072,0,0.01794,0.006784,0.07023,0.035444
1,float,uniform,GPU,"Ds | Ds",64,66,0.01168,0,0.01758,0.005248,0.06778,0.034508
1,float,uniform,GPU,"Ds | Ds",64,67,0.011424,0,0.01797,0.004416,0.068629,0.03381
1,float,uniform,GPU,"Ds | Ds",64,68,0.010176,0,0.01779,0.00704,0.068279,0.035006
1,float,uniform,GPU,"Ds | Ds",64,69,0.010848,0,0.01425,0.005984,0.05846,0.031082
1,float,uniform,GPU,"Ds | Ds",64,70,0.011136,0,0.01773,0.006688,0.068259,0.035554
1,float,uniform,GPU,"Ds | Ds",64,71,0.012256,0,0.017539,0.005312,0.067509,0.035107
1,float,uniform,GPU,"Ds | Ds",64,72,0.010368,0,0.018371,0.00432,0.066349,0.033059
1,float,uniform,GPU,"Ds | Ds",64,73,0.011648,0,0.017979,0.007104,0.071259,0.036731
1,float,uniform,GPU,"Ds | Ds",64,74,0.013024,0,0.0188,0.005056,0.06967,0.03688
1,float,uniform,GPU,"Ds | Ds",128,0,0.024096,0,0.02228,0.012,0.099199,0.058376
1,float,uniform,GPU,"Ds | Ds",128,1,0.010464,0,0.01444,0.00688,0.060059,0.031784
1,float,uniform,GPU,"Ds | Ds",128,2,0.01024,0,0.0181,0.004256,0.067189,0.032596
1,float,uniform,GPU,"Ds | Ds",128,3,0.010592,0,0.01815,0.005248,0.06706,0.03399
1,float,uniform,GPU,"Ds | Ds",128,4,0.011392,0,0.01785,0.00544,0.06805,0.034682
1,float,uniform,GPU,"Ds | Ds",128,5,0.010592,0,0.01815,0.005856,0.068199,0.034598
1,float,uniform,GPU,"Ds | Ds",128,6,0.012672,0,0.01808,0.00576,0.070129,0.036512
1,float,uniform,GPU,"Ds | Ds",128,7,0.011872,0,0.01811,0.004352,0.069759,0.034334
1,float,uniform,GPU,"Ds | Ds",128,8,0.01248,0,0.018,0.00432,0.069339,0.0348
1,float,uniform,GPU,"Ds | Ds",128,9,0.011168,0,0.018779,0.004512,0.069409,0.034459
1,float,uniform,GPU,"Ds | Ds",128,10,0.0096,0,0.018159,0.00432,0.066779,0.032079
1,float,uniform,GPU,"Ds | Ds",128,11,0.012608,0,0.01842,0.007328,0.072989,0.038356
1,float,uniform,GPU,"Ds | Ds",128,12,0.011424,0,0.01845,0.005184,0.06891,0.035058
1,float,uniform,GPU,"Ds | Ds",128,13,0.013664,0,0.02232,0.004544,0.07546,0.040528
1,float,uniform,GPU,"Ds | Ds",128,14,0.010816,0,0.01813,0.00496,0.067179,0.033906
1,float,uniform,GPU,"Ds | Ds",128,15,0.012192,0,0.018019,0.005184,0.068879,0.035395
1,float,uniform,GPU,"Ds | Ds",128,16,0.011712,0,0.017939,0.005472,0.069039,0.035123
1,float,uniform,GPU,"Ds | Ds",128,17,0.013952,0,0.01834,0.005184,0.071359,0.037476
1,float,uniform,GPU,"Ds | Ds",128,18,0.009728,0,0.01781,0.00528,0.066249,0.032818
1,float,uniform,GPU,"Ds | Ds",128,19,0.010592,0,0.01815,0.004832,0.06789,0.033574
1,float,uniform,GPU,"Ds | Ds",128,20,0.012096,0,0.01828,0.00448,0.069309,0.034856
1,float,uniform,GPU,"Ds | Ds",128,21,0.012736,0,0.01846,0.005248,0.072,0.036444
1,float,uniform,GPU,"Ds | Ds",128,22,0.010176,0,0.01793,0.004416,0.067449,0.032522
1,float,uniform,GPU,"Ds | Ds",128,23,0.012096,0,0.01895,0.004256,0.07534,0.035302
1,float,uniform,GPU,"Ds | Ds",128,24,0.011264,0,0.01788,0.005824,0.069029,0.034968
1,float,uniform,GPU,"Ds | Ds",128,25,0.013568,0,0.01799,0.006752,0.07517,0.03831
1,float,uniform,GPU,"Ds | Ds",128,26,0.010464,0,0.01832,0.00464,0.06646,0.033424
1,float,uniform,GPU,"Ds | Ds",128,27,0.010816,0,0.017271,0.005248,0.066399,0.033335
1,float,uniform,GPU,"Ds | Ds",128,28,0.011168,0,0.01778,0.005376,0.067999,0.034324
1,float,uniform,GPU,"Ds | Ds",128,29,0.009056,0,0.018339,0.006784,0.067529,0.034179
1,float,uniform,GPU,"Ds | Ds",128,30,0.010464,0,0.01797,0.005312,0.06664,0.033746
1,float,uniform,GPU,"Ds | Ds",128,31,0.011136,0,0.01786,0.005024,0.067549,0.03402
1,float,uniform,GPU,"Ds | Ds",128,32,0.011072,0,0.018089,0.005728,0.068059,0.034889
1,float,uniform,GPU,"Ds | Ds",128,33,0.013696,0,0.01801,0.006272,0.071449,0.037978
1,float,uniform,GPU,"Ds | Ds",128,34,0.010784,0,0.023019,0.003648,0.073079,0.037451
1,float,uniform,GPU,"Ds | Ds",128,35,0.012448,0,0.01906,0.004416,0.070109,0.035924
1,float,uniform,GPU,"Ds | Ds",128,36,0.010496,0,0.018019,0.005472,0.066719,0.033987
1,float,uniform,GPU,"Ds | Ds",128,37,0.011456,0,0.018199,0.005056,0.069539,0.034711
1,float,uniform,GPU,"Ds | Ds",128,38,0.012192,0,0.01819,0.00528,0.069839,0.035662
1,float,uniform,GPU,"Ds | Ds",128,39,0.011424,0,0.016559,0.0088,0.065329,0.036783
1,float,uniform,GPU,"Ds | Ds",128,40,0.012192,0,0.01804,0.004416,0.06898,0.034648
1,float,uniform,GPU,"Ds | Ds",128,41,0.011392,0,0.01814,0.005728,0.068399,0.03526
1,float,uniform,GPU,"Ds | Ds",128,42,0.010304,0,0.026919,0.007456,0.078199,0.044679
1,float,uniform,GPU,"Ds | Ds",128,43,0.012768,0,0.01852,0.00512,0.069569,0.036408
1,float,uniform,GPU,"Ds | Ds",128,44,0.010176,0,0.01796,0.005472,0.06622,0.033608
1,float,uniform,GPU,"Ds | Ds",128,45,0.011232,0,0.018171,0.004672,0.068759,0.034075
1,float,uniform,GPU,"Ds | Ds",128,46,0.012096,0,0.01791,0.00432,0.069249,0.034326
1,float,uniform,GPU,"Ds | Ds",128,47,0.009952,0,0.01814,0.004896,0.0661,0.032988
1,float,uniform,GPU,"Ds | Ds",128,48,0.011968,0,0.01815,0.004576,0.07314,0.034694
1,float,uniform,GPU,"Ds | Ds",128,49,0.010432,0,0.0186,0.005984,0.06909,0.035016
1,float,uniform,GPU,"Ds | Ds",128,50,0.010176,0,0.018099,0.005152,0.066509,0.033427
1,float,uniform,GPU,"Ds | Ds",128,51,0.010752,0,0.020769,0.006592,0.067159,0.038113
1,float,uniform,GPU,"Ds | Ds",128,52,0.011936,0,0.01785,0.005376,0.06919,0.035162
1,float,uniform,GPU,"Ds | Ds",128,53,0.012288,0,0.01837,0.00624,0.071399,0.036898
1,float,uniform,GPU,"Ds | Ds",128,54,0.012352,0,0.01783,0.005472,0.06943,0.035654
1,float,uniform,GPU,"Ds | Ds",128,55,0.010752,0,0.01802,0.005088,0.06672,0.03386
1,float,uniform,GPU,"Ds | Ds",128,56,0.00944,0,0.01813,0.003616,0.06584,0.031186
1,float,uniform,GPU,"Ds | Ds",128,57,0.011328,0,0.017739,0.00512,0.067289,0.034187
1,float,uniform,GPU,"Ds | Ds",128,58,0.010272,0,0.01769,0.005024,0.06605,0.032986
1,float,uniform,GPU,"Ds | Ds",128,59,0.01232,0,0.0178,0.007616,0.073009,0.037736
1,float,uniform,GPU,"Ds | Ds",128,60,0.012544,0,0.01819,0.005088,0.071289,0.035822
1,float,uniform,GPU,"Ds | Ds",128,61,0.009344,0,0.01802,0.004128,0.065349,0.031492
1,float,uniform,GPU,"Ds | Ds",128,62,0.010592,0,0.01872,0.00512,0.067089,0.034432
1,float,uniform,GPU,"Ds | Ds",128,63,0.011744,0,0.01789,0.005472,0.279057,0.035106
1,float,uniform,GPU,"Ds | Ds",128,64,0.010752,0,0.01803,0.005152,0.06763,0.033934
1,float,uniform,GPU,"Ds | Ds",128,65,0.0136,0,0.01816,0.005088,0.071649,0.036848
1,float,uniform,GPU,"Ds | Ds",128,66,0.01296,0,0.01824,0.00992,0.076339,0.04112
1,float,uniform,GPU,"Ds | Ds",128,67,0.01088,0,0.01796,0.004416,0.06688,0.033256
1,float,uniform,GPU,"Ds | Ds",128,68,0.011296,0,0.01792,0.005216,0.06747,0.034432
1,float,uniform,GPU,"Ds | Ds",128,69,0.012032,0,0.01814,0.005312,0.070089,0.035484
1,float,uniform,GPU,"Ds | Ds",128,70,0.012064,0,0.01834,0.00464,0.06832,0.035044
1,float,uniform,GPU,"Ds | Ds",128,71,0.011232,0,0.01796,0.00496,0.067539,0.034152
1,float,uniform,GPU,"Ds | Ds",128,72,0.009888,0,0.101769,0.005664,0.150869,0.117321
1,float,uniform,GPU,"Ds | Ds",128,73,0.010656,0,0.01775,0.005536,0.067759,0.033942
1,float,uniform,GPU,"Ds | Ds",128,74,0.011264,0,0.01848,0.005216,0.069469,0.03496
1,float,uniform,GPU,"Ds | Ds",192,0,0.023104,0,0.022,0.01296,0.099439,0.058064
1,float,uniform,GPU,"Ds | Ds",192,1,0.01056,0,0.018248,0.00448,0.067609,0.033288
1,float,uniform,GPU,"Ds | Ds",192,2,0.010816,0,0.01853,0.00592,0.07017,0.035266
1,float,uniform,GPU,"Ds | Ds",192,3,0.010848,0,0.01846,0.005376,0.070289,0.034684
1,float,uniform,GPU,"Ds | Ds",192,4,0.011456,0,0.015639,0.005024,0.061669,0.032119
1,float,uniform,GPU,"Ds | Ds",192,5,0.012256,0,0.018409,0.00608,0.072629,0.036745
1,float,uniform,GPU,"Ds | Ds",192,6,0.01056,0,0.01893,0.005344,0.148728,0.034834
1,float,uniform,GPU,"Ds | Ds",192,7,0.010528,0,0.01845,0.00432,0.066869,0.033298
1,float,uniform,GPU,"Ds | Ds",192,8,0.011808,0,0.01817,0.005536,0.071409,0.035514
1,float,uniform,GPU,"Ds | Ds",192,9,0.013824,0,0.018239,0.004288,0.071019,0.036351
1,float,uniform,GPU,"Ds | Ds",192,10,0.010208,0,0.0187,0.004448,0.067289,0.033356
1,float,uniform,GPU,"Ds | Ds",192,11,0.012096,0,0.018099,0.004608,0.069989,0.034803
1,float,uniform,GPU,"Ds | Ds",192,12,0.010368,0,0.01805,0.007072,0.071259,0.03549
1,float,uniform,GPU,"Ds | Ds",192,13,0.010592,0,0.018679,0.011744,0.075289,0.041015
1,float,uniform,GPU,"Ds | Ds",192,14,0.012128,0,0.018349,0.00544,0.071069,0.035917
1,float,uniform,GPU,"Ds | Ds",192,15,0.010592,0,0.018449,0.00576,0.070119,0.034801
1,float,uniform,GPU,"Ds | Ds",192,16,0.011488,0,0.01964,0.007616,0.072539,0.038744
1,float,uniform,GPU,"Ds | Ds",192,17,0.012352,0,0.01829,0.0056,0.07017,0.036242
1,float,uniform,GPU,"Ds | Ds",192,18,0.009536,0,0.01851,0.004736,0.06799,0.032782
1,float,uniform,GPU,"Ds | Ds",192,19,0.010752,0,0.01869,0.006848,0.069669,0.03629
1,float,uniform,GPU,"Ds | Ds",192,20,0.012896,0,0.018579,0.004416,0.070819,0.035891
1,float,uniform,GPU,"Ds | Ds",192,21,0.01024,0,0.01862,0.005536,0.068509,0.034396
1,float,uniform,GPU,"Ds | Ds",192,22,0.011744,0,0.01794,0.004448,0.068999,0.034132
1,float,uniform,GPU,"Ds | Ds",192,23,0.010432,0,0.01632,0.007104,0.063079,0.033856
1,float,uniform,GPU,"Ds | Ds",192,24,0.01152,0,0.01818,0.005728,0.070239,0.035428
1,float,uniform,GPU,"Ds | Ds",192,25,0.011328,0,0.01871,0.004544,0.069059,0.034582
1,float,uniform,GPU,"Ds | Ds",192,26,0.011392,0,0.018189,0.004864,0.069019,0.034445
1,float,uniform,GPU,"Ds | Ds",192,27,0.01216,0,0.018778,0.00368,0.069319,0.034618
1,float,uniform,GPU,"Ds | Ds",192,28,0.011552,0,0.018119,0.004448,0.067539,0.034119
1,float,uniform,GPU,"Ds | Ds",192,29,0.010496,0,0.018409,0.00368,0.066929,0.032585
1,float,uniform,GPU,"Ds | Ds",192,30,0.012288,0,0.018379,0.005344,0.072269,0.036011
1,float,uniform,GPU,"Ds | Ds",192,31,0.012992,0,0.018699,0.004288,0.071479,0.035979
1,float,uniform,GPU,"Ds | Ds",192,32,0.01056,0,0.018479,0.00592,0.070029,0.034959
1,float,uniform,GPU,"Ds | Ds",192,33,0.010784,0,0.01906,0.004352,0.067289,0.034196
1,float,uniform,GPU,"Ds | Ds",192,34,0.01056,0,0.01837,0.004544,0.067089,0.033474
1,float,uniform,GPU,"Ds | Ds",192,35,0.010624,0,0.01842,0.00688,0.072829,0.035924
1,float,uniform,GPU,"Ds | Ds",192,36,0.013984,0,0.01451,0.006432,0.06371,0.034926
1,float,uniform,GPU,"Ds | Ds",192,37,0.01024,0,0.018551,0.004288,0.067329,0.033079
1,float,uniform,GPU,"Ds | Ds",192,38,0.012768,0,0.018058,0.004608,0.069929,0.035434
1,float,uniform,GPU,"Ds | Ds",192,39,0.010176,0,0.01823,0.005184,0.068769,0.03359
1,float,uniform,GPU,"Ds | Ds",192,40,0.011488,0,0.02565,0.004928,0.07777,0.042066
1,float,uniform,GPU,"Ds | Ds",192,41,0.011808,0,0.01844,0.004448,0.071059,0.034696
1,float,uniform,GPU,"Ds | Ds",192,42,0.011904,0,0.018389,0.003616,0.069229,0.033909
1,float,uniform,GPU,"Ds | Ds",192,43,0.011744,0,0.01889,0.005472,0.07089,0.036106
1,float,uniform,GPU,"Ds | Ds",192,44,0.012416,0,0.018121,0.005728,0.072159,0.036265
1,float,uniform,GPU,"Ds | Ds",192,45,0.011936,0,0.01847,0.005056,0.071529,0.035462
1,float,uniform,GPU,"Ds | Ds",192,46,0.011072,0,0.01869,0.005664,0.070749,0.035426
1,float,uniform,GPU,"Ds | Ds",192,47,0.011136,0,0.01829,0.005536,0.06935,0.034962
1,float,uniform,GPU,"Ds | Ds",192,48,0.012352,0,0.01859,0.005024,0.073189,0.035966
1,float,uniform,GPU,"Ds | Ds",192,49,0.012672,0,0.020139,0.006368,0.070949,0.039179
1,float,uniform,GPU,"Ds | Ds",192,50,0.011424,0,0.018799,0.004704,0.069419,0.034927
1,float,uniform,GPU,"Ds | Ds",192,51,0.011456,0,0.017949,0.003616,0.068269,0.033021
1,float,uniform,GPU,"Ds | Ds",192,52,0.01184,0,0.01833,0.00608,0.07114,0.03625
1,float,uniform,GPU,"Ds | Ds",192,53,0.012032,0,0.01847,0.00432,0.069409,0.034822
1,float,uniform,GPU,"Ds | Ds",192,54,0.011744,0,0.018509,0.005824,0.070579,0.036077
1,float,uniform,GPU,"Ds | Ds",192,55,0.010944,0,0.01794,0.005184,0.067669,0.034068
1,float,uniform,GPU,"Ds | Ds",192,56,0.010784,0,0.01841,0.00448,0.06892,0.033674
1,float,uniform,GPU,"Ds | Ds",192,57,0.012352,0,0.01823,0.004352,0.069969,0.034934
1,float,uniform,GPU,"Ds | Ds",192,58,0.01184,0,0.0188,0.00448,0.070059,0.03512
1,float,uniform,GPU,"Ds | Ds",192,59,0.011904,0,0.018479,0.006208,0.071389,0.036591
1,float,uniform,GPU,"Ds | Ds",192,60,0.0104,0,0.0172,0.006336,0.061739,0.033936
1,float,uniform,GPU,"Ds | Ds",192,61,0.011744,0,0.018258,0.004512,0.069399,0.034514
1,float,uniform,GPU,"Ds | Ds",192,62,0.013696,0,0.02277,0.006656,0.073459,0.043122
1,float,uniform,GPU,"Ds | Ds",192,63,0.01008,0,0.01869,0.005024,0.168868,0.033794
1,float,uniform,GPU,"Ds | Ds",192,64,0.013984,0,0.01829,0.00464,0.071809,0.036914
1,float,uniform,GPU,"Ds | Ds",192,65,0.011616,0,0.018169,0.005952,0.071079,0.035737
1,float,uniform,GPU,"Ds | Ds",192,66,0.011872,0,0.0186,0.00432,0.06929,0.034792
1,float,uniform,GPU,"Ds | Ds",192,67,0.013088,0,0.01847,0.005728,0.07235,0.037286
1,float,uniform,GPU,"Ds | Ds",192,68,0.010784,0,0.018231,0.006176,0.069339,0.035191
1,float,uniform,GPU,"Ds | Ds",192,69,0.00928,0,0.0187,0.004864,0.067159,0.032844
1,float,uniform,GPU,"Ds | Ds",192,70,0.012608,0,0.01825,0.004576,0.070329,0.035434
1,float,uniform,GPU,"Ds | Ds",192,71,0.013216,0,0.01881,0.005952,0.07437,0.037978
1,float,uniform,GPU,"Ds | Ds",192,72,0.01232,0,0.018321,0.004448,0.069819,0.035089
1,float,uniform,GPU,"Ds | Ds",192,73,0.009216,0,0.01898,0.005984,0.068159,0.03418
1,float,uniform,GPU,"Ds | Ds",192,74,0.012416,0,0.01881,0.004544,0.07439,0.03577
1,float,uniform,GPU,"Ds | Ds",256,0,0.02464,0,0.021451,0.010272,0.098619,0.056363
1,float,uniform,GPU,"Ds | Ds",256,1,0.011488,0,0.018089,0.006944,0.070249,0.036521
1,float,uniform,GPU,"Ds | Ds",256,2,0.010464,0,0.0183,0.005408,0.068029,0.034172
1,float,uniform,GPU,"Ds | Ds",256,3,0.010624,0,0.0179,0.005248,0.067389,0.033772
1,float,uniform,GPU,"Ds | Ds",256,4,0.010304,0,0.01864,0.00544,0.067419,0.034384
1,float,uniform,GPU,"Ds | Ds",256,5,0.010272,0,0.017909,0.00592,0.067099,0.034101
1,float,uniform,GPU,"Ds | Ds",256,6,0.010432,0,0.01793,0.005472,0.06934,0.033834
1,float,uniform,GPU,"Ds | Ds",256,7,0.012416,0,0.018079,0.00704,0.071279,0.037535
1,float,uniform,GPU,"Ds | Ds",256,8,0.010752,0,0.01806,0.005152,0.06642,0.033964
1,float,uniform,GPU,"Ds | Ds",256,9,0.013664,0,0.01798,0.005216,0.071379,0.03686
1,float,uniform,GPU,"Ds | Ds",256,10,0.011168,0,0.018119,0.005152,0.067849,0.034439
1,float,uniform,GPU,"Ds | Ds",256,11,0.012352,0,0.01813,0.004992,0.069129,0.035474
1,float,uniform,GPU,"Ds | Ds",256,12,0.012128,0,0.01794,0.006528,0.07613,0.036596
1,float,uniform,GPU,"Ds | Ds",256,13,0.012576,0,0.01797,0.00608,0.073129,0.036626
1,float,uniform,GPU,"Ds | Ds",256,14,0.011008,0,0.01811,0.005312,0.06829,0.03443
1,float,uniform,GPU,"Ds | Ds",256,15,0.012256,0,0.017999,0.005472,0.069829,0.035727
1,float,uniform,GPU,"Ds | Ds",256,16,0.010592,0,0.01774,0.00544,0.06753,0.033772
1,float,uniform,GPU,"Ds | Ds",256,17,0.0096,0,0.018729,0.006656,0.069149,0.034985
1,float,uniform,GPU,"Ds | Ds",256,18,0.010656,0,0.017929,0.0064,0.069929,0.034985
1,float,uniform,GPU,"Ds | Ds",256,19,0.010464,0,0.01814,0.005088,0.068289,0.033692
1,float,uniform,GPU,"Ds | Ds",256,20,0.012928,0,0.01801,0.005056,0.069909,0.035994
1,float,uniform,GPU,"Ds | Ds",256,21,0.010912,0,0.01789,0.006464,0.069109,0.035266
1,float,uniform,GPU,"Ds | Ds",256,22,0.012,0,0.016211,0.006176,0.071579,0.034387
1,float,uniform,GPU,"Ds | Ds",256,23,0.010432,0,0.01848,0.005568,0.157548,0.03448
1,float,uniform,GPU,"Ds | Ds",256,24,0.01072,0,0.01901,0.005248,0.06951,0.034978
1,float,uniform,GPU,"Ds | Ds",256,25,0.012,0,0.018199,0.005472,0.068919,0.035671
1,float,uniform,GPU,"Ds | Ds",256,26,0.011104,0,0.01769,0.005376,0.067339,0.03417
1,float,uniform,GPU,"Ds | Ds",256,27,0.01056,0,0.0184,0.005472,0.06789,0.034432
1,float,uniform,GPU,"Ds | Ds",256,28,0.01104,0,0.01793,0.004992,0.066899,0.033962
1,float,uniform,GPU,"Ds | Ds",256,29,0.012096,0,0.018399,0.004992,0.070709,0.035487
1,float,uniform,GPU,"Ds | Ds",256,30,0.010848,0,0.01794,0.005792,0.068519,0.03458
1,float,uniform,GPU,"Ds | Ds",256,31,0.010304,0,0.0191,0.005248,0.067469,0.034652
1,float,uniform,GPU,"Ds | Ds",256,32,0.010944,0,0.01795,0.00512,0.068439,0.034014
1,float,uniform,GPU,"Ds | Ds",256,33,0.01088,0,0.01805,0.008416,0.071919,0.037346
1,float,uniform,GPU,"Ds | Ds",256,34,0.011584,0,0.017891,0.005824,0.069059,0.035299
1,float,uniform,GPU,"Ds | Ds",256,35,0.012512,0,0.01815,0.00512,0.06993,0.035782
1,float,uniform,GPU,"Ds | Ds",256,36,0.012096,0,0.01801,0.005568,0.069849,0.035674
1,float,uniform,GPU,"Ds | Ds",256,37,0.011072,0,0.0178,0.005184,0.06641,0.034056
1,float,uniform,GPU,"Ds | Ds",256,38,0.01088,0,0.01809,0.005056,0.06848,0.034026
1,float,uniform,GPU,"Ds | Ds",256,39,0.01344,0,0.01825,0.00528,0.070499,0.03697
