dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,0,0.073728,0.002901,0.088598,217.698,217.971,217.863
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,21,0.014432,0.00149,0.0431,0.012896,0.134339,0.071918
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,22,0.016768,0.00146,0.03628,0.016896,0.123679,0.071404
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,23,0.01968,0.00171,0.04342,0.013504,0.141138,0.078314
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,24,0.020224,0.00154,0.04383,0.012352,0.141539,0.077946
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,25,0.018176,0.00164,0.145498,0.015104,0.243648,0.180418
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,26,0.014912,0.001419,0.04412,0.013312,0.135309,0.073763
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,27,0.018176,0.00144,0.04343,0.013472,0.140069,0.076518
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,28,0.020448,0.00148,0.043249,0.012032,0.140829,0.077209
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,29,0.012384,0.00147,0.04319,0.013632,0.132008,0.070676
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,30,0.020864,0.00155,0.04302,0.011392,0.139078,0.076826
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,31,0.01152,0.00149,0.042789,0.013312,0.130779,0.069111
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,32,0.020384,0.00146,0.048189,0.0136,0.146468,0.083633
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,33,0.02112,0.00153,0.044489,0.01376,0.143879,0.080899
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,34,0.010816,0.00153,0.04436,0.01344,0.130869,0.070146
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,35,0.021376,0.00151,0.04617,0.014208,0.150578,0.083264
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,36,0.019584,0.00149,0.042929,0.01504,0.140779,0.079043
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,37,0.020128,0.00146,0.043869,0.011808,0.140759,0.077265
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,38,0.013888,0.00148,0.043059,0.013472,0.134019,0.071899
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,39,0.02016,0.00147,0.04353,0.013632,0.142778,0.078792
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,40,0.020416,0.001561,0.042519,0.012448,0.142439,0.076944
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,41,0.018432,0.001461,0.042369,0.01312,0.136598,0.075382
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,42,0.021152,0.00148,0.042419,0.011776,0.140039,0.076827
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,43,0.020096,0.00142,0.04196,0.012608,0.138089,0.076084
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,44,0.020384,0.001559,0.042259,0.013536,0.139569,0.077738
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,45,0.019904,0.00151,0.042409,0.013824,0.141038,0.077647
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,46,0.021728,0.00145,0.04207,0.012576,0.139729,0.077824
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,47,0.012192,0.0015,0.035539,0.0168,0.118469,0.066031
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,48,0.019936,0.00149,0.042259,0.01216,0.138238,0.075845
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,49,0.020064,0.001611,0.042501,0.012512,0.139209,0.076688
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,50,0.010912,0.001501,0.04309,0.015168,0.132879,0.070671
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,51,0.01392,0.00158,0.042699,0.011616,0.132259,0.069815
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,52,0.021792,0.00144,0.0423,0.01168,0.140928,0.077212
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,53,0.019584,0.00154,0.04232,0.01232,0.137899,0.075764
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,54,0.01744,0.0015,0.04245,0.011648,0.134778,0.073038
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,55,0.02048,0.001459,0.237567,0.011872,0.335557,0.271378
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,56,0.020448,0.0016,0.04214,0.011616,0.138329,0.075804
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,57,0.020992,0.0015,0.04286,0.01424,0.143178,0.079592
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,58,0.019744,0.001521,0.042239,0.011456,0.137659,0.07496
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,59,0.021088,0.00173,0.043279,0.01168,0.141398,0.077777
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,60,0.014368,0.0015,0.04227,0.0112,0.131109,0.069338
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,61,0.018176,0.00148,0.042409,0.012544,0.137538,0.074609
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,62,0.014112,0.001479,0.042339,0.01392,0.133049,0.07185
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,63,0.019968,0.001451,0.0427,0.012352,0.140409,0.076471
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,64,0.014976,0.001528,0.042889,0.012064,0.134208,0.071457
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,65,0.019552,0.001439,0.036559,0.015488,0.127538,0.073038
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,66,0.020928,0.00147,0.042409,0.013536,0.139299,0.078343
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,67,0.017664,0.0015,0.04191,0.014112,0.137998,0.075186
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,68,0.02128,0.00147,0.047589,0.01168,0.144038,0.082019
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,69,0.020608,0.001478,0.04153,0.012352,0.138378,0.075968
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,70,0.018624,0.00158,0.042259,0.013472,0.138629,0.075935
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,71,0.01968,0.001569,0.042709,0.012032,0.139739,0.07599
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,72,0.012256,0.00144,0.041689,0.012384,0.128508,0.067769
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,73,0.013504,0.001451,0.042459,0.011744,0.131708,0.069158
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",64,74,0.01904,0.00151,0.04204,0.01312,0.137078,0.07571
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,0,0.035712,0.0017,0.091399,0.039168,0.229477,0.167979
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,1,0.029216,0.00158,0.076729,0.032256,0.200158,0.139781
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,2,0.027424,0.00155,0.077038,0.028544,0.195068,0.134556
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,3,0.033504,0.00152,0.07638,0.030528,0.203268,0.141932
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,4,0.033216,0.00157,0.07874,0.03248,0.206338,0.146006
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,5,0.027264,0.0015,0.075649,0.029376,0.194678,0.133789
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,6,0.025568,0.001499,0.0767,0.033088,0.197698,0.136855
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,7,0.027328,0.00152,0.076398,0.029536,0.195648,0.134782
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,8,0.027776,0.00167,0.075728,0.030208,0.195758,0.135382
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,9,0.027392,0.00159,0.077719,0.030368,0.197828,0.137069
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,10,0.028032,0.00167,0.078479,0.031072,0.203018,0.139253
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,11,0.027232,0.00157,0.07664,0.028704,0.193707,0.134146
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,12,0.025504,0.001558,0.076129,0.030016,0.194148,0.133207
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,13,0.027616,0.00173,0.08239,0.032576,0.204917,0.144312
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,14,0.027136,0.0015,0.076378,0.028544,0.194868,0.133558
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,15,0.027264,0.00153,0.07662,0.028896,0.195977,0.13431
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,16,0.027136,0.00146,0.07573,0.028896,0.194547,0.133222
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,17,0.03424,0.00158,0.07037,0.0304,0.190808,0.13659
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,18,0.027424,0.001479,0.076269,0.030944,0.195808,0.136116
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,19,0.02784,0.00153,0.077669,0.0312,0.199308,0.138239
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,20,0.029664,0.00158,0.076269,0.031072,0.203638,0.138585
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,21,0.025952,0.00147,0.076688,0.030848,0.194868,0.134958
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,22,0.027712,0.00144,0.07141,0.033568,0.186678,0.13413
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,23,0.026368,0.00149,0.076669,0.029664,0.195017,0.134191
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,24,0.027296,0.0015,0.07495,0.031008,0.195617,0.134754
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,25,0.027744,0.00146,0.0766,0.03008,0.196778,0.135884
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,26,0.029088,0.00146,0.0775,0.031808,0.201018,0.139856
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,27,0.027552,0.001511,0.076318,0.0392,0.203148,0.144581
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,28,0.033856,0.001639,0.076628,0.031232,0.203848,0.143355
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,29,0.026368,0.00159,0.07719,0.03136,0.197948,0.136508
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,30,0.02704,0.0015,0.076669,0.03344,0.199217,0.138649
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,31,0.026816,0.00144,0.07723,0.029312,0.199738,0.134798
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,32,0.027328,0.00157,0.07717,0.033248,0.200388,0.139316
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,33,0.026816,0.00155,0.076429,0.0312,0.196568,0.135995
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,34,0.043296,0.00202,0.08546,0.03952,0.230937,0.170296
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,35,0.027584,0.00158,0.0766,0.032544,0.199137,0.138308
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,36,0.041248,0.002251,0.085849,0.040704,0.231588,0.170052
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,37,0.026496,0.00174,0.076359,0.029728,0.195778,0.134323
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,38,0.02752,0.00149,0.07638,0.029888,0.195138,0.135278
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,39,0.026752,0.00156,0.07753,0.032096,0.198817,0.137938
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,40,0.026848,0.001542,0.081249,0.028832,0.198297,0.138471
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,41,0.027264,0.001579,0.077218,0.031104,0.197748,0.137165
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,42,0.027392,0.001551,0.07754,0.028704,0.196628,0.135187
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,43,0.02704,0.00158,0.075969,0.029408,0.194188,0.133997
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,44,0.0256,0.00144,0.07613,0.030848,0.194158,0.134018
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,45,0.034688,0.00162,0.159098,0.032672,0.289577,0.228078
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,46,0.027392,0.00149,0.07651,0.027456,0.193437,0.132848
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,47,0.026336,0.00165,0.07666,0.033984,0.198328,0.13863
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,48,0.026112,0.001491,0.076868,0.030624,0.195648,0.135095
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,49,0.026688,0.00167,0.07222,0.032352,0.188288,0.13293
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,50,0.026944,0.00151,0.07611,0.030144,0.193848,0.134708
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,51,0.027168,0.00159,0.07663,0.030496,0.196878,0.135884
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,52,0.027136,0.00165,0.076488,0.032672,0.197578,0.137946
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,53,0.028096,0.00168,0.075849,0.031104,0.197218,0.136729
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,54,0.026944,0.00156,0.075969,0.029568,0.194708,0.134041
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,55,0.02672,0.001589,0.08218,0.030976,0.201028,0.141465
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,56,0.026336,0.00146,0.07588,0.031072,0.194647,0.134748
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,57,0.02688,0.00162,0.07638,0.03008,0.195478,0.13496
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,58,0.02528,0.00181,0.076899,0.030176,0.194168,0.134165
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,59,0.027168,0.00152,0.07734,0.02992,0.196667,0.135948
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,60,0.027264,0.001529,0.0773,0.031168,0.197718,0.137261
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,61,0.025632,0.00163,0.07682,0.029952,0.194038,0.134034
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,62,0.025792,0.00158,0.07586,0.02784,0.199108,0.131072
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,63,0.028224,0.001551,0.08351,0.029312,0.203678,0.142597
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,64,0.026464,0.00151,0.076159,0.036192,0.200218,0.140325
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,65,0.033536,0.00153,0.076659,0.029728,0.202108,0.141453
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,66,0.027264,0.0015,0.07678,0.03024,0.197617,0.135784
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,67,0.026368,0.00168,0.076249,0.032096,0.196268,0.136393
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,68,0.032576,0.001489,0.077149,0.031296,0.202558,0.14251
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,69,0.026528,0.00171,0.077029,0.032768,0.196238,0.138035
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,70,0.026208,0.00157,0.076729,0.030112,0.194458,0.134619
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,71,0.033472,0.00161,0.076579,0.029344,0.201177,0.141005
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,72,0.026272,0.00151,0.075748,0.031328,0.194138,0.134858
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,73,0.041696,0.00191,0.079259,0.037792,0.213987,0.160657
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",128,74,0.026784,0.001541,0.076318,0.03168,0.197738,0.136323
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,0,0.069376,0.00208,0.162299,0.084416,0.382886,0.318171
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,1,0.069248,0.00212,0.163899,0.085856,0.385146,0.321123
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,2,0.054624,0.00195,0.161349,0.084288,0.366716,0.302211
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,3,0.052928,0.00171,0.159128,0.080928,0.357816,0.294694
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,4,0.068672,0.00204,0.164339,0.085504,0.385206,0.320555
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,5,0.052928,0.0019,0.160549,0.081152,0.361166,0.296529
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,6,0.052832,0.00177,0.158838,0.080928,0.358846,0.294368
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,7,0.06336,0.00205,0.176108,0.086432,0.391685,0.32795
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,8,0.056064,0.00182,0.160928,0.081632,0.363616,0.300444
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,9,0.06336,0.00218,0.163169,0.084288,0.376066,0.312997
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,10,0.066592,0.002099,0.164159,0.085952,0.381776,0.318802
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,11,0.054784,0.001738,0.159677,0.08064,0.360376,0.296839
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,12,0.059104,0.001932,0.162898,0.084864,0.372366,0.308798
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,13,0.070016,0.00205,0.16221,0.088384,0.385076,0.32266
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,14,0.066656,0.001939,0.163699,0.084832,0.380796,0.317126
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,15,0.057792,0.001829,0.160747,0.084352,0.368856,0.30472
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,16,0.070816,0.002051,0.165237,0.085248,0.386556,0.323352
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,17,0.05376,0.00164,0.153089,0.08304,0.347936,0.291529
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,18,0.070336,0.00208,0.163329,0.089856,0.390016,0.325601
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,19,0.052512,0.00179,0.158558,0.080736,0.357406,0.293596
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,20,0.064384,0.00207,0.162269,0.084832,0.376326,0.313555
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,21,0.056288,0.00168,0.165469,0.081216,0.368645,0.304653
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,22,0.06768,0.00199,0.166049,0.086944,0.384946,0.322663
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,23,0.069312,0.00203,0.163828,0.087936,0.386975,0.323106
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,24,0.064032,0.00223,0.162936,0.08496,0.383326,0.314158
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,25,0.052512,0.00178,0.160296,0.0832,0.362406,0.297788
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,26,0.053952,0.00185,0.159209,0.08048,0.359326,0.295491
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,27,0.053728,0.00166,0.160099,0.0792,0.358106,0.294687
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,28,0.05232,0.00178,0.158198,0.079328,0.354396,0.291626
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,29,0.052096,0.001571,0.157407,0.078144,0.353646,0.289218
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,30,0.055776,0.0017,0.157979,0.07792,0.355376,0.293375
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,31,0.069632,0.00222,0.165467,0.087488,0.388115,0.324807
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,32,0.05248,0.0017,0.161619,0.08432,0.363786,0.300119
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,33,0.052832,0.00152,0.15767,0.08016,0.355026,0.292182
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,34,0.05248,0.00174,0.157359,0.080032,0.354146,0.291611
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,35,0.052512,0.002038,0.157968,0.077312,0.354166,0.28983
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,36,0.053952,0.0069,0.156409,0.07904,0.359556,0.296301
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,37,0.064896,0.00187,0.164147,0.08704,0.380626,0.317953
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,38,0.054496,0.00193,0.164598,0.083808,0.369676,0.304832
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,39,0.052416,0.00178,0.159097,0.078208,0.356486,0.291501
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,40,0.072064,0.002039,0.166228,0.085824,0.391876,0.326155
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,41,0.060768,0.00179,0.161929,0.083232,0.372307,0.307719
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,42,0.068896,0.00227,0.164449,0.08608,0.388106,0.321695
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,43,0.051072,0.00167,0.158978,0.078784,0.353485,0.290504
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,44,0.056544,0.001971,0.160696,0.083712,0.367086,0.302923
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,45,0.05856,0.001831,0.160037,0.079776,0.365616,0.300204
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,46,0.055968,0.00149,0.159979,0.089312,0.370486,0.306749
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,47,0.052768,0.001749,0.158738,0.082112,0.359676,0.295367
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,48,0.067136,0.00215,0.165357,0.085952,0.383856,0.320595
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,49,0.053024,0.00173,0.159107,0.08192,0.358686,0.295781
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,50,0.071136,0.002051,0.165526,0.087712,0.389916,0.326425
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,51,0.06992,0.0022,0.164979,0.086048,0.386886,0.323147
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,52,0.065152,0.00196,0.161999,0.08496,0.376486,0.314071
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,53,0.050944,0.0017,0.158928,0.08208,0.357826,0.293652
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",192,54,0.059488,0.00205,0.163469,0.088096,0.375475,0.313103
