dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"N | D | N | N | N | N",64,0,0.073792,0.00245,0.211358,202.493,202.882,202.781
3,double,uniform,GPU,"N | D | N | N | N | N",64,25,0.022816,0.001411,0.224668,0.016448,0.318806,0.265343
3,double,uniform,GPU,"N | D | N | N | N | N",64,26,0.021216,0.001449,0.158799,0.013952,0.249117,0.195416
3,double,uniform,GPU,"N | D | N | N | N | N",64,27,0.018912,0.00142,0.159769,0.015008,0.249468,0.195109
3,double,uniform,GPU,"N | D | N | N | N | N",64,28,0.02032,0.00148,0.159218,0.015104,0.249437,0.196122
3,double,uniform,GPU,"N | D | N | N | N | N",64,29,0.011776,0.001469,0.160007,0.017312,0.243667,0.190564
3,double,uniform,GPU,"N | D | N | N | N | N",64,30,0.019904,0.001469,0.160138,0.014048,0.249287,0.195559
3,double,uniform,GPU,"N | D | N | N | N | N",64,31,0.020608,0.00139,0.160568,0.014976,0.251867,0.197542
3,double,uniform,GPU,"N | D | N | N | N | N",64,32,0.021536,0.00157,0.229998,0.014304,0.322426,0.267408
3,double,uniform,GPU,"N | D | N | N | N | N",64,33,0.021056,0.00156,0.159448,0.016128,0.251777,0.198192
3,double,uniform,GPU,"N | D | N | N | N | N",64,34,0.020928,0.00143,0.159008,0.014208,0.249947,0.195574
3,double,uniform,GPU,"N | D | N | N | N | N",64,35,0.021056,0.001421,0.159629,0.014496,0.250547,0.196602
3,double,uniform,GPU,"N | D | N | N | N | N",64,36,0.02144,0.00155,0.158898,0.016192,0.252147,0.19808
3,double,uniform,GPU,"N | D | N | N | N | N",64,37,0.012704,0.00149,0.159089,0.0168,0.244698,0.190083
3,double,uniform,GPU,"N | D | N | N | N | N",64,38,0.0136,0.00148,0.158528,0.014336,0.242667,0.187944
3,double,uniform,GPU,"N | D | N | N | N | N",64,39,0.013472,0.001469,0.230487,0.015072,0.314897,0.2605
3,double,uniform,GPU,"N | D | N | N | N | N",64,40,0.020416,0.001559,0.158297,0.017056,0.250227,0.197328
3,double,uniform,GPU,"N | D | N | N | N | N",64,41,0.019872,0.00141,0.159159,0.015168,0.249937,0.195609
3,double,uniform,GPU,"N | D | N | N | N | N",64,42,0.013856,0.00151,0.160218,0.0152,0.245198,0.190784
3,double,uniform,GPU,"N | D | N | N | N | N",64,43,0.020864,0.0017,0.160538,0.01472,0.253007,0.197822
3,double,uniform,GPU,"N | D | N | N | N | N",64,44,0.019616,0.00148,0.159718,0.015552,0.249657,0.196366
3,double,uniform,GPU,"N | D | N | N | N | N",64,45,0.013056,0.00141,0.160739,0.01488,0.245888,0.190085
3,double,uniform,GPU,"N | D | N | N | N | N",64,46,0.0152,0.001459,0.151958,0.015872,0.233128,0.184489
3,double,uniform,GPU,"N | D | N | N | N | N",64,47,0.0216,0.00151,0.158978,0.014368,0.249517,0.196456
3,double,uniform,GPU,"N | D | N | N | N | N",64,48,0.013536,0.00147,0.159479,0.014432,0.243817,0.188917
3,double,uniform,GPU,"N | D | N | N | N | N",64,49,0.020512,0.001441,0.159539,0.016608,0.252177,0.1981
3,double,uniform,GPU,"N | D | N | N | N | N",64,50,0.012128,0.00148,0.160378,0.016064,0.247917,0.19005
3,double,uniform,GPU,"N | D | N | N | N | N",64,51,0.021248,0.00142,0.158518,0.013888,0.246967,0.195074
3,double,uniform,GPU,"N | D | N | N | N | N",64,52,0.020128,0.00143,0.159589,0.016128,0.250447,0.197275
3,double,uniform,GPU,"N | D | N | N | N | N",64,53,0.0216,0.00143,0.161069,0.014496,0.253658,0.198595
3,double,uniform,GPU,"N | D | N | N | N | N",64,54,0.021248,0.00147,0.160159,0.014816,0.251818,0.197693
3,double,uniform,GPU,"N | D | N | N | N | N",64,55,0.020256,0.001471,0.159129,0.016608,0.250777,0.197464
3,double,uniform,GPU,"N | D | N | N | N | N",64,56,0.021664,0.00156,0.158769,0.014048,0.249387,0.196041
3,double,uniform,GPU,"N | D | N | N | N | N",64,57,0.019456,0.00151,0.152708,0.016064,0.237957,0.189738
3,double,uniform,GPU,"N | D | N | N | N | N",64,58,0.114208,0.00152,0.158839,0.015648,0.342327,0.290215
3,double,uniform,GPU,"N | D | N | N | N | N",64,59,0.020704,0.00149,0.158808,0.015552,0.250337,0.196554
3,double,uniform,GPU,"N | D | N | N | N | N",64,60,0.020224,0.00224,0.159049,0.014592,0.250847,0.196105
3,double,uniform,GPU,"N | D | N | N | N | N",64,61,0.021088,0.001571,0.159328,0.01568,0.252167,0.197667
3,double,uniform,GPU,"N | D | N | N | N | N",64,62,0.014848,0.001419,0.159108,0.016928,0.245967,0.192303
3,double,uniform,GPU,"N | D | N | N | N | N",64,63,0.019008,0.00145,0.152478,0.017568,0.237707,0.190504
3,double,uniform,GPU,"N | D | N | N | N | N",64,64,0.02176,0.001541,0.158328,0.014176,0.249197,0.195805
3,double,uniform,GPU,"N | D | N | N | N | N",64,65,0.020192,0.00151,0.158859,0.01504,0.248738,0.195601
3,double,uniform,GPU,"N | D | N | N | N | N",64,66,0.021472,0.00147,0.159317,0.016384,0.252487,0.198643
3,double,uniform,GPU,"N | D | N | N | N | N",64,67,0.020512,0.00161,0.159839,0.014752,0.250797,0.196713
3,double,uniform,GPU,"N | D | N | N | N | N",64,68,0.02096,0.00161,0.159648,0.01456,0.249977,0.196778
3,double,uniform,GPU,"N | D | N | N | N | N",64,69,0.01984,0.001539,0.154167,0.016448,0.238758,0.191994
3,double,uniform,GPU,"N | D | N | N | N | N",64,70,0.015744,0.00151,0.159298,0.014176,0.246528,0.190728
3,double,uniform,GPU,"N | D | N | N | N | N",64,71,0.02032,0.00145,0.158808,0.014208,0.248337,0.194786
3,double,uniform,GPU,"N | D | N | N | N | N",64,72,0.021664,0.00147,0.159778,0.015328,0.252268,0.19824
3,double,uniform,GPU,"N | D | N | N | N | N",64,73,0.020992,0.00139,0.159279,0.013248,0.250798,0.194909
3,double,uniform,GPU,"N | D | N | N | N | N",64,74,0.0144,0.00151,0.152679,0.017088,0.232447,0.185677
3,double,uniform,GPU,"N | D | N | N | N | N",128,0,0.038528,0.00199,2.09293,0.066464,2.25831,2.19991
3,double,uniform,GPU,"N | D | N | N | N | N",128,1,0.042144,0.002159,2.09233,0.067328,2.25873,2.20396
3,double,uniform,GPU,"N | D | N | N | N | N",128,2,0.026784,0.001559,2.08473,0.061024,2.22898,2.1741
3,double,uniform,GPU,"N | D | N | N | N | N",128,3,0.027648,0.001551,2.08399,0.060576,2.23489,2.17376
3,double,uniform,GPU,"N | D | N | N | N | N",128,4,0.027616,0.00174,2.08351,0.061024,2.23641,2.17389
3,double,uniform,GPU,"N | D | N | N | N | N",128,5,0.030144,0.001701,2.08379,0.061664,2.23368,2.1773
3,double,uniform,GPU,"N | D | N | N | N | N",128,6,0.029536,0.00159,2.08433,0.0624,2.23569,2.17785
3,double,uniform,GPU,"N | D | N | N | N | N",128,7,0.027904,0.00164,2.08388,0.0616,2.22958,2.17502
3,double,uniform,GPU,"N | D | N | N | N | N",128,8,0.02944,0.001629,2.083,0.059168,2.22764,2.17323
3,double,uniform,GPU,"N | D | N | N | N | N",128,9,0.028928,0.00154,2.08657,0.05952,2.23134,2.17655
3,double,uniform,GPU,"N | D | N | N | N | N",128,10,0.029824,0.00156,2.08211,0.0616,2.22982,2.17509
3,double,uniform,GPU,"N | D | N | N | N | N",128,11,0.0264,0.00159,2.08459,0.06224,2.23094,2.17482
3,double,uniform,GPU,"N | D | N | N | N | N",128,12,0.02848,0.001489,2.08311,0.059936,2.22633,2.17301
3,double,uniform,GPU,"N | D | N | N | N | N",128,13,0.027456,0.001901,2.08396,0.060704,2.23074,2.17402
3,double,uniform,GPU,"N | D | N | N | N | N",128,14,0.027936,0.00165,2.09171,0.061792,2.24,2.18308
3,double,uniform,GPU,"N | D | N | N | N | N",128,15,0.027776,0.001699,2.14428,0.062592,2.29345,2.23634
3,double,uniform,GPU,"N | D | N | N | N | N",128,16,0.028288,0.001759,2.08357,0.061248,2.23009,2.17486
3,double,uniform,GPU,"N | D | N | N | N | N",128,17,0.042496,0.002101,2.0921,0.064928,2.25889,2.20162
3,double,uniform,GPU,"N | D | N | N | N | N",128,18,0.041536,0.00202,2.09221,0.066368,2.25933,2.20213
3,double,uniform,GPU,"N | D | N | N | N | N",128,19,0.029024,0.00154,2.0834,0.061376,2.23182,2.17534
3,double,uniform,GPU,"N | D | N | N | N | N",128,20,0.028672,0.001571,2.08477,0.061632,2.23303,2.17664
3,double,uniform,GPU,"N | D | N | N | N | N",128,21,0.029216,0.00159,2.08573,0.060352,2.23404,2.17688
3,double,uniform,GPU,"N | D | N | N | N | N",128,22,0.028512,0.00165,2.08426,0.062272,2.23279,2.17669
3,double,uniform,GPU,"N | D | N | N | N | N",128,23,0.027936,0.00177,2.08027,0.061856,2.22486,2.17183
3,double,uniform,GPU,"N | D | N | N | N | N",128,24,0.030784,0.0016,2.08477,0.060928,2.23555,2.17808
3,double,uniform,GPU,"N | D | N | N | N | N",128,25,0.026528,0.0017,2.08317,0.061472,2.22895,2.17287
3,double,uniform,GPU,"N | D | N | N | N | N",128,26,0.030624,0.001601,2.08446,0.061696,2.23375,2.17838
3,double,uniform,GPU,"N | D | N | N | N | N",128,27,0.032992,0.001711,2.08628,0.059488,2.23883,2.18047
3,double,uniform,GPU,"N | D | N | N | N | N",128,28,0.028672,0.00159,2.08514,0.060608,2.23299,2.17601
3,double,uniform,GPU,"N | D | N | N | N | N",128,29,0.028256,0.00157,2.08549,0.061152,2.23303,2.17646
3,double,uniform,GPU,"N | D | N | N | N | N",128,30,0.029504,0.00152,2.08361,0.061728,2.23158,2.17636
3,double,uniform,GPU,"N | D | N | N | N | N",128,31,0.040576,0.00245,2.09288,0.067424,2.26079,2.20333
3,double,uniform,GPU,"N | D | N | N | N | N",128,32,0.043872,0.00221,2.09923,0.065408,2.2676,2.21072
3,double,uniform,GPU,"N | D | N | N | N | N",128,33,0.04336,0.002271,2.09425,0.067616,2.2655,2.20749
3,double,uniform,GPU,"N | D | N | N | N | N",128,34,0.027552,0.00186,2.08234,0.060544,2.22565,2.17229
3,double,uniform,GPU,"N | D | N | N | N | N",128,35,0.028416,0.0018,2.08324,0.061664,2.23228,2.17512
3,double,uniform,GPU,"N | D | N | N | N | N",128,36,0.030208,0.00164,2.08992,0.06096,2.24187,2.18272
3,double,uniform,GPU,"N | D | N | N | N | N",128,37,0.036384,0.00197,2.09004,0.065952,2.25264,2.19434
3,double,uniform,GPU,"N | D | N | N | N | N",128,38,0.044832,0.002079,2.09369,0.06816,2.26595,2.20876
3,double,uniform,GPU,"N | D | N | N | N | N",128,39,0.029632,0.0017,2.08369,0.061696,2.23279,2.17672
3,double,uniform,GPU,"N | D | N | N | N | N",128,40,0.029216,0.00209,2.08299,0.061728,2.23232,2.17602
3,double,uniform,GPU,"N | D | N | N | N | N",128,41,0.031296,0.001531,2.08496,0.061312,2.2374,2.1791
3,double,uniform,GPU,"N | D | N | N | N | N",128,42,0.02672,0.001751,2.08315,0.062016,2.2301,2.17363
3,double,uniform,GPU,"N | D | N | N | N | N",128,43,0.029344,0.00191,2.08431,0.062016,2.24012,2.17758
3,double,uniform,GPU,"N | D | N | N | N | N",128,44,0.033056,0.00155,2.08526,0.06064,2.23785,2.1805
3,double,uniform,GPU,"N | D | N | N | N | N",128,45,0.029472,0.001559,2.08467,0.061888,2.23474,2.17759
3,double,uniform,GPU,"N | D | N | N | N | N",128,46,0.028576,0.00149,2.08324,0.0632,2.22905,2.1765
3,double,uniform,GPU,"N | D | N | N | N | N",128,47,0.031328,0.001569,2.08316,0.061248,2.23242,2.1773
3,double,uniform,GPU,"N | D | N | N | N | N",128,48,0.028544,0.00154,2.08426,0.060928,2.2303,2.17527
3,double,uniform,GPU,"N | D | N | N | N | N",128,49,0.0304,0.00193,2.08398,0.061472,2.2334,2.17778
3,double,uniform,GPU,"N | D | N | N | N | N",128,50,0.03008,0.001481,2.08529,0.062432,2.23689,2.17928
3,double,uniform,GPU,"N | D | N | N | N | N",128,51,0.02752,0.001601,2.08438,0.06128,2.23121,2.17478
3,double,uniform,GPU,"N | D | N | N | N | N",128,52,0.034592,0.001719,2.08392,0.061184,2.23831,2.18141
3,double,uniform,GPU,"N | D | N | N | N | N",128,53,0.029312,0.00164,2.08893,0.061184,2.24017,2.18106
3,double,uniform,GPU,"N | D | N | N | N | N",128,54,0.029632,0.00154,2.07787,0.062432,2.22303,2.17147
3,double,uniform,GPU,"N | D | N | N | N | N",128,55,0.027072,0.00161,2.08773,0.06192,2.23374,2.17833
3,double,uniform,GPU,"N | D | N | N | N | N",128,56,0.027104,0.00152,2.08346,0.060736,2.23299,2.17282
3,double,uniform,GPU,"N | D | N | N | N | N",128,57,0.029152,0.0019,2.08339,0.060544,2.23104,2.17499
3,double,uniform,GPU,"N | D | N | N | N | N",128,58,0.028448,0.00187,2.08396,0.061248,2.232,2.17553
3,double,uniform,GPU,"N | D | N | N | N | N",128,59,0.02912,0.001609,2.08562,0.061728,2.23585,2.17808
3,double,uniform,GPU,"N | D | N | N | N | N",128,60,0.028608,0.00169,2.08385,0.060576,2.23143,2.17472
3,double,uniform,GPU,"N | D | N | N | N | N",128,61,0.028928,0.0017,2.08406,0.060896,2.23198,2.17558
3,double,uniform,GPU,"N | D | N | N | N | N",128,62,0.028768,0.00151,2.0895,0.061696,2.24037,2.18147
3,double,uniform,GPU,"N | D | N | N | N | N",128,63,0.028672,0.00156,2.08414,0.059232,2.23071,2.1736
3,double,uniform,GPU,"N | D | N | N | N | N",128,64,0.028128,0.001569,2.08409,0.061312,2.23062,2.1751
3,double,uniform,GPU,"N | D | N | N | N | N",128,65,0.028896,0.0015,2.07893,0.065984,2.2279,2.17531
3,double,uniform,GPU,"N | D | N | N | N | N",128,66,0.026368,0.001841,2.08386,0.061792,2.22983,2.17386
3,double,uniform,GPU,"N | D | N | N | N | N",128,67,0.043808,0.00216,2.09336,0.067424,2.2655,2.20675
3,double,uniform,GPU,"N | D | N | N | N | N",128,68,0.029728,0.001539,2.08503,0.060448,2.23416,2.17674
3,double,uniform,GPU,"N | D | N | N | N | N",128,69,0.027904,0.00168,2.08359,0.061504,2.23145,2.17467
3,double,uniform,GPU,"N | D | N | N | N | N",128,70,0.029184,0.00173,2.08385,0.061536,2.23284,2.1763
3,double,uniform,GPU,"N | D | N | N | N | N",128,71,0.032128,0.001531,2.08586,0.061408,2.23938,2.18093
3,double,uniform,GPU,"N | D | N | N | N | N",128,72,0.030656,0.00158,2.08485,0.061184,2.23572,2.17827
3,double,uniform,GPU,"N | D | N | N | N | N",128,73,0.027136,0.001539,2.08435,0.061408,2.23042,2.17443
3,double,uniform,GPU,"N | D | N | N | N | N",128,74,0.029536,0.0015,2.08394,0.061536,2.23211,2.17651
3,double,uniform,GPU,"N | D | N | N | N | N",192,0,0.11504,0.00209,12.6714,0.188064,13.04,12.9766
3,double,uniform,GPU,"N | D | N | N | N | N",192,1,0.11168,0.00202,12.6602,0.189568,13.0227,12.9635
3,double,uniform,GPU,"N | D | N | N | N | N",192,2,0.11248,0.00197,12.6613,0.186432,13.0243,12.9622
3,double,uniform,GPU,"N | D | N | N | N | N",192,3,0.122656,0.001689,12.6615,0.1848,13.0448,12.9706
3,double,uniform,GPU,"N | D | N | N | N | N",192,4,0.116864,0.00196,12.658,0.186304,13.0253,12.9631
3,double,uniform,GPU,"N | D | N | N | N | N",192,5,0.11744,0.001981,12.6634,0.185824,13.0331,12.9686
3,double,uniform,GPU,"N | D | N | N | N | N",192,6,0.11136,0.001751,12.6611,0.18592,13.0216,12.9601
3,double,uniform,GPU,"N | D | N | N | N | N",192,7,0.11408,0.00203,12.6582,0.188064,13.0293,12.9624
3,double,uniform,GPU,"N | D | N | N | N | N",192,8,0.120736,0.00213,12.6625,0.187904,13.0349,12.9733
3,double,uniform,GPU,"N | D | N | N | N | N",192,9,0.116672,0.00191,12.6632,0.187584,13.0259,12.9694
3,double,uniform,GPU,"N | D | N | N | N | N",192,10,0.120096,0.00203,12.6656,0.186688,13.0368,12.9744
3,double,uniform,GPU,"N | D | N | N | N | N",192,11,0.110944,0.00161,12.6606,0.18464,13.0201,12.9578
3,double,uniform,GPU,"N | D | N | N | N | N",192,12,0.112512,0.0021,12.6587,0.188384,13.0218,12.9617
3,double,uniform,GPU,"N | D | N | N | N | N",192,13,0.11808,0.00186,12.6596,0.186336,13.0281,12.9659
3,double,uniform,GPU,"N | D | N | N | N | N",192,14,0.110944,0.001861,12.6614,0.185952,13.0183,12.9602
3,double,uniform,GPU,"N | D | N | N | N | N",192,15,0.117184,0.00199,12.6615,0.18736,13.0292,12.968
3,double,uniform,GPU,"N | D | N | N | N | N",192,16,0.115328,0.001929,12.6615,0.189024,13.0313,12.9678
3,double,uniform,GPU,"N | D | N | N | N | N",192,17,0.114816,0.00213,12.663,0.187808,13.0866,12.9677
3,double,uniform,GPU,"N | D | N | N | N | N",192,18,0.116896,0.00173,12.7082,0.185952,13.0732,13.0128
3,double,uniform,GPU,"N | D | N | N | N | N",192,19,0.11696,0.00196,12.6608,0.1872,13.0271,12.967
3,double,uniform,GPU,"N | D | N | N | N | N",192,20,0.119648,0.00192,12.6625,0.18976,13.0366,12.9738
3,double,uniform,GPU,"N | D | N | N | N | N",192,21,0.116896,0.00175,12.662,0.188224,13.0305,12.9688
3,double,uniform,GPU,"N | D | N | N | N | N",192,22,0.11488,0.002011,12.6624,0.188224,13.0284,12.9675
3,double,uniform,GPU,"N | D | N | N | N | N",192,23,0.132288,0.002079,12.6688,0.187264,13.056,12.9905
3,double,uniform,GPU,"N | D | N | N | N | N",192,24,0.11472,0.00196,12.661,0.187552,13.0249,12.9653
3,double,uniform,GPU,"N | D | N | N | N | N",192,25,0.116288,0.00203,12.6599,0.186144,13.0223,12.9644
3,double,uniform,GPU,"N | D | N | N | N | N",192,26,0.1216,0.002201,12.6621,0.187168,13.0324,12.973
3,double,uniform,GPU,"N | D | N | N | N | N",192,27,0.117792,0.002021,12.6626,0.186336,13.0304,12.9687
3,double,uniform,GPU,"N | D | N | N | N | N",192,28,0.11696,0.0019,12.6638,0.189856,13.037,12.9725
3,double,uniform,GPU,"N | D | N | N | N | N",192,29,0.115936,0.00201,12.6585,0.185632,13.0229,12.9621
3,double,uniform,GPU,"N | D | N | N | N | N",192,30,0.118208,0.00205,12.6599,0.188512,13.029,12.9687
3,double,uniform,GPU,"N | D | N | N | N | N",192,31,0.118528,0.001729,12.6624,0.186688,13.0287,12.9694
3,double,uniform,GPU,"N | D | N | N | N | N",192,32,0.1176,0.002192,12.6661,0.18848,13.037,12.9744
3,double,uniform,GPU,"N | D | N | N | N | N",192,33,0.116096,0.00186,12.6637,0.18464,13.0321,12.9662
3,double,uniform,GPU,"N | D | N | N | N | N",192,34,0.118176,0.00191,12.6624,0.187968,13.0301,12.9704
3,double,uniform,GPU,"N | D | N | N | N | N",192,35,0.117856,0.00216,12.6603,0.18704,13.0331,12.9674
3,double,uniform,GPU,"N | D | N | N | N | N",192,36,0.117024,0.00178,12.6611,0.187104,13.0647,12.967
3,double,uniform,GPU,"N | D | N | N | N | N",192,37,0.113952,0.00189,12.6578,0.187712,13.0245,12.9614
3,double,uniform,GPU,"N | D | N | N | N | N",192,38,0.122144,0.00183,12.6629,0.186176,13.0366,12.9731
3,double,uniform,GPU,"N | D | N | N | N | N",192,39,0.128864,0.002229,12.6656,0.188576,13.0525,12.9853
3,double,uniform,GPU,"N | D | N | N | N | N",192,40,0.116192,0.00224,12.6619,0.18768,13.028,12.9681
3,double,uniform,GPU,"N | D | N | N | N | N",192,41,0.116448,0.00175,12.6616,0.185472,13.0264,12.9653
3,double,uniform,GPU,"N | D | N | N | N | N",192,42,0.116992,0.00212,12.6615,0.1872,13.0312,12.9678
3,double,uniform,GPU,"N | D | N | N | N | N",192,43,0.121216,0.002021,12.6641,0.186784,13.0376,12.9741
3,double,uniform,GPU,"N | D | N | N | N | N",192,44,0.12448,0.00204,12.6622,0.188256,13.0289,12.977
3,double,uniform,GPU,"N | D | N | N | N | N",192,45,0.114976,0.002069,12.6613,0.186144,13.026,12.9645
3,double,uniform,GPU,"N | D | N | N | N | N",192,46,0.11712,0.00171,12.6634,0.186784,13.0297,12.969
3,double,uniform,GPU,"N | D | N | N | N | N",192,47,0.117856,0.002099,12.6617,0.187712,13.0336,12.9694
3,double,uniform,GPU,"N | D | N | N | N | N",192,48,0.118336,0.002111,12.6625,0.188064,13.0312,12.971
3,double,uniform,GPU,"N | D | N | N | N | N",192,49,0.116288,0.00205,12.6619,0.188224,13.0281,12.9685
3,double,uniform,GPU,"N | D | N | N | N | N",192,50,0.11552,0.00207,12.6624,0.185056,13.0266,12.965
3,double,uniform,GPU,"N | D | N | N | N | N",192,51,0.118112,0.00191,12.6612,0.187584,13.029,12.9688
3,double,uniform,GPU,"N | D | N | N | N | N",192,52,0.113376,0.00222,12.6616,0.189696,13.029,12.9669
3,double,uniform,GPU,"N | D | N | N | N | N",192,53,0.114912,0.00199,12.6618,0.185696,13.0258,12.9644
3,double,uniform,GPU,"N | D | N | N | N | N",192,54,0.129792,0.002271,12.6657,0.187616,13.0461,12.9854
3,double,uniform,GPU,"N | D | N | N | N | N",192,55,0.116256,0.0022,12.6621,0.187584,13.0279,12.9681
3,double,uniform,GPU,"N | D | N | N | N | N",192,56,0.118656,0.00216,12.6635,0.185728,13.0314,12.97
3,double,uniform,GPU,"N | D | N | N | N | N",192,57,0.131808,0.00224,12.6688,0.187744,13.0565,12.9905
3,double,uniform,GPU,"N | D | N | N | N | N",192,58,0.128384,0.00195,12.6656,0.18944,13.0462,12.9853
3,double,uniform,GPU,"N | D | N | N | N | N",192,59,0.129024,0.00235,12.6633,0.186944,13.0427,12.9816
3,double,uniform,GPU,"N | D | N | N | N | N",192,60,0.11776,0.00195,12.6638,0.18816,13.032,12.9716
3,double,uniform,GPU,"N | D | N | N | N | N",192,61,0.117568,0.00205,12.6614,0.186848,13.0258,12.9678
3,double,uniform,GPU,"N | D | N | N | N | N",192,62,0.11744,0.002,12.6703,0.188416,13.0378,12.9781
3,double,uniform,GPU,"N | D | N | N | N | N",192,63,0.115808,0.001661,12.6623,0.186144,13.029,12.9659
3,double,uniform,GPU,"N | D | N | N | N | N",192,64,0.114688,0.00213,12.6645,0.187648,13.0311,12.9689
3,double,uniform,GPU,"N | D | N | N | N | N",192,65,0.121056,0.00199,12.6642,0.188096,13.0393,12.9753
3,double,uniform,GPU,"N | D | N | N | N | N",192,66,0.1184,0.0021,12.6643,0.185952,13.0299,12.9708
3,double,uniform,GPU,"N | D | N | N | N | N",192,67,0.122336,0.001901,12.661,0.187008,13.0322,12.9723
3,double,uniform,GPU,"N | D | N | N | N | N",192,68,0.118336,0.00184,12.6628,0.187776,13.0308,12.9707
3,double,uniform,GPU,"N | D | N | N | N | N",192,69,0.11712,0.006439,12.659,0.186496,13.0284,12.969
3,double,uniform,GPU,"N | D | N | N | N | N",192,70,0.121184,0.00196,12.6628,0.186784,13.0338,12.9727
3,double,uniform,GPU,"N | D | N | N | N | N",192,71,0.117216,0.00208,12.6615,0.187552,13.0259,12.9684
3,double,uniform,GPU,"N | D | N | N | N | N",192,72,0.117856,0.00218,12.6593,0.188928,13.0279,12.9682
3,double,uniform,GPU,"N | D | N | N | N | N",192,73,0.116544,0.001751,12.6608,0.18544,13.0247,12.9645
3,double,uniform,GPU,"N | D | N | N | N | N",192,74,0.1272,0.00215,12.6649,0.188704,13.0485,12.9829
3,double,uniform,GPU,"N | D | N | N | N | N",256,0,0.391968,0.00253,11.8185,0.420896,12.6961,12.6339
3,double,uniform,GPU,"N | D | N | N | N | N",256,1,0.389216,0.00209,11.8179,0.419616,12.6913,12.6288
3,double,uniform,GPU,"N | D | N | N | N | N",256,2,0.387104,0.002169,11.8186,0.422816,12.694,12.6307
3,double,uniform,GPU,"N | D | N | N | N | N",256,3,0.388352,0.00197,11.8164,0.4208,12.6884,12.6275
3,double,uniform,GPU,"N | D | N | N | N | N",256,4,0.398016,0.00222,11.8205,0.421216,12.7099,12.642
3,double,uniform,GPU,"N | D | N | N | N | N",256,5,0.388576,0.00204,11.8177,0.421728,12.6911,12.63
3,double,uniform,GPU,"N | D | N | N | N | N",256,6,0.388512,0.00237,11.8199,0.4208,12.6939,12.6316
3,double,uniform,GPU,"N | D | N | N | N | N",256,7,0.38656,0.00219,11.8263,0.420288,12.6995,12.6353
3,double,uniform,GPU,"N | D | N | N | N | N",256,8,0.383424,0.001989,11.8166,0.42176,12.6849,12.6238
