dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,float,uniform,CPU,"P | P",512,47,0.021888,0,0.01797,0.013312,0.099039,0.05317
1,float,uniform,CPU,"P | P",512,48,0.020672,0,0.017919,0.015424,0.102829,0.054015
1,float,uniform,CPU,"P | P",512,49,0.019648,0,0.018359,0.014432,0.100559,0.052439
1,float,uniform,CPU,"P | P",512,50,0.020576,0,0.01792,0.01424,0.097519,0.052736
1,float,uniform,CPU,"P | P",512,51,0.020192,0,0.01774,0.015584,0.102139,0.053516
1,float,uniform,CPU,"P | P",512,52,0.019616,0,0.017849,0.015936,0.102309,0.053401
1,float,uniform,CPU,"P | P",512,53,0.0208,0,0.017698,0.01536,0.099809,0.053858
1,float,uniform,CPU,"P | P",512,54,0.019936,0,0.01762,0.016128,0.100479,0.053684
1,float,uniform,CPU,"P | P",512,55,0.018176,0,0.01786,0.014432,0.097179,0.050468
1,float,uniform,CPU,"P | P",512,56,0.020448,0,0.01778,0.01728,0.103789,0.055508
1,float,uniform,CPU,"P | P",512,57,0.019968,0,0.01799,0.013376,0.096769,0.051334
1,float,uniform,CPU,"P | P",512,58,0.01952,0,0.0179,0.015168,0.098999,0.052588
1,float,uniform,CPU,"P | P",512,59,0.01904,0,0.01784,0.014784,0.098599,0.051664
1,float,uniform,CPU,"P | P",512,60,0.020352,0,0.01781,0.014656,0.099668,0.052818
1,float,uniform,CPU,"P | P",512,61,0.0192,0,0.017409,0.014624,0.098199,0.051233
1,float,uniform,CPU,"P | P",512,62,0.019904,0,0.01775,0.013984,0.097919,0.051638
1,float,uniform,CPU,"P | P",512,63,0.02016,0,0.01811,0.014976,0.100688,0.053246
1,float,uniform,CPU,"P | P",512,64,0.020256,0,0.01783,0.015648,0.100319,0.053734
1,float,uniform,CPU,"P | P",512,65,0.018848,0,0.017699,0.0152,0.097619,0.051747
1,float,uniform,CPU,"P | P",512,66,0.018848,0,0.018099,0.013824,0.097449,0.050771
1,float,uniform,CPU,"P | P",512,67,0.01904,0,0.01796,0.014048,0.098139,0.051048
1,float,uniform,CPU,"P | P",512,68,0.018752,0,0.01811,0.014912,0.098679,0.051774
1,float,uniform,CPU,"P | P",512,69,0.018784,0,0.017529,0.015712,0.098999,0.052025
1,float,uniform,CPU,"P | P",512,70,0.02016,0,0.01766,0.013824,0.096889,0.051644
1,float,uniform,CPU,"P | P",512,71,0.019264,0,0.01799,0.013248,0.096919,0.050502
1,float,uniform,CPU,"P | P",512,72,0.019264,0,0.0176,0.01392,0.097069,0.050784
1,float,uniform,CPU,"P | P",512,73,0.01952,0,0.01777,0.012928,0.094009,0.050218
1,float,uniform,CPU,"P | P",512,74,0.01952,0,0.0174,0.011744,0.095869,0.048664
