dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,double,uniform,CPU,"N | N",512,45,0.03568,0,0.087709,0.00704,0.171959,0.130429
1,double,uniform,CPU,"N | N",512,46,0.031488,0,0.087839,0.008512,0.170118,0.127839
1,double,uniform,CPU,"N | N",512,47,0.02976,0,0.084859,0.010496,0.158269,0.125115
1,double,uniform,CPU,"N | N",512,48,0.031296,0,0.088169,0.007968,0.169449,0.127433
1,double,uniform,CPU,"N | N",512,49,0.030272,0,0.08857,0.00736,0.168438,0.126202
1,double,uniform,CPU,"N | N",512,50,0.036288,0,0.088429,0.007904,0.174889,0.132621
1,double,uniform,CPU,"N | N",512,51,0.030272,0,0.088019,0.006784,0.165409,0.125075
1,double,uniform,CPU,"N | N",512,52,0.029504,0,0.088069,0.007872,0.167818,0.125445
1,double,uniform,CPU,"N | N",512,53,0.031616,0,0.08797,0.007904,0.169478,0.12749
1,double,uniform,CPU,"N | N",512,54,0.032288,0,0.088649,0.00768,0.169288,0.128617
1,double,uniform,CPU,"N | N",512,55,0.031168,0,0.087798,0.00672,0.166799,0.125686
1,double,uniform,CPU,"N | N",512,56,0.030208,0,0.087699,0.00768,0.167319,0.125587
1,double,uniform,CPU,"N | N",512,57,0.030624,0,0.087779,0.006752,0.167498,0.125155
1,double,uniform,CPU,"N | N",512,58,0.03248,0,0.087809,0.007744,0.169659,0.128033
1,double,uniform,CPU,"N | N",512,59,0.03056,0,0.088539,0.008256,0.168208,0.127355
1,double,uniform,CPU,"N | N",512,60,0.032544,0,0.08789,0.008256,0.169639,0.12869
1,double,uniform,CPU,"N | N",512,61,0.030848,0,0.088269,0.007168,0.166138,0.126285
1,double,uniform,CPU,"N | N",512,62,0.039168,0,0.087929,0.007872,0.179489,0.134969
1,double,uniform,CPU,"N | N",512,63,0.032064,0,0.177658,0.007552,0.258008,0.217274
1,double,uniform,CPU,"N | N",512,64,0.029472,0,0.089129,0.007104,0.166648,0.125705
1,double,uniform,CPU,"N | N",512,65,0.029792,0,0.08781,0.006784,0.167199,0.124386
1,double,uniform,CPU,"N | N",512,66,0.031168,0,0.08488,0.009536,0.159668,0.125584
1,double,uniform,CPU,"N | N",512,67,0.031328,0,0.087919,0.007328,0.168469,0.126575
1,double,uniform,CPU,"N | N",512,68,0.03536,0,0.089219,0.009344,0.175019,0.133923
1,double,uniform,CPU,"N | N",512,69,0.02912,0,0.088289,0.008704,0.166309,0.126113
1,double,uniform,CPU,"N | N",512,70,0.030496,0,0.088,0.006944,0.166988,0.12544
1,double,uniform,CPU,"N | N",512,71,0.031232,0,0.088169,0.008832,0.170118,0.128233
1,double,uniform,CPU,"N | N",512,72,0.029152,0,0.08799,0.007424,0.164808,0.124566
1,double,uniform,CPU,"N | N",512,73,0.031904,0,0.087619,0.008224,0.168538,0.127747
1,double,uniform,CPU,"N | N",512,74,0.031584,0,0.0881,0.00688,0.168889,0.126564
