dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,0,0.076896,0.003159,0.0879,210.639,210.915,210.807
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,17,0.0144,0.00157,0.042079,0.014752,0.133129,0.072801
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,18,0.013696,0.00151,0.042929,0.016288,0.134539,0.074423
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,19,0.019072,0.00151,0.03672,0.016576,0.126559,0.073878
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,20,0.012512,0.0015,0.04345,0.014016,0.132739,0.071478
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,21,0.020992,0.00143,0.042059,0.014016,0.138768,0.078497
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,22,0.019136,0.00151,0.041179,0.015552,0.137388,0.077377
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,23,0.014912,0.0015,0.043229,0.013728,0.134179,0.073369
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,24,0.018368,0.00146,0.04856,0.01536,0.145068,0.083748
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,25,0.019936,0.00144,0.042259,0.011968,0.137548,0.075603
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,26,0.0176,0.0015,0.042349,0.0136,0.136228,0.075049
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,27,0.018912,0.0014,0.04211,0.013536,0.136779,0.075958
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,28,0.019488,0.0015,0.042329,0.012928,0.136928,0.076245
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,29,0.020224,0.00166,0.042569,0.013344,0.139558,0.077797
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,30,0.020224,0.00164,0.04347,0.013696,0.139978,0.07903
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,31,0.024576,0.001539,0.042789,0.014624,0.144768,0.083528
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,32,0.010432,0.00149,0.043049,0.011968,0.128408,0.066939
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,33,0.019072,0.001449,0.041718,0.01296,0.135928,0.075199
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,34,0.020352,0.00152,0.04281,0.014368,0.140498,0.07905
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,35,0.020704,0.001471,0.045769,0.015616,0.145068,0.08356
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,36,0.020576,0.00142,0.04206,0.013792,0.139368,0.077848
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,37,0.021184,0.00162,0.042919,0.01504,0.142829,0.080763
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,38,0.019872,0.00155,0.041869,0.015456,0.140429,0.078747
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,39,0.020128,0.00153,0.043079,0.012864,0.138809,0.077601
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,40,0.020992,0.001591,0.041619,0.01824,0.144559,0.082442
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,41,0.021856,0.00163,0.04279,0.012704,0.358226,0.07898
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,42,0.020128,0.001429,0.041749,0.013312,0.137839,0.076618
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,43,0.012896,0.00154,0.041801,0.0144,0.132148,0.070637
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,44,0.021568,0.00142,0.0424,0.015296,0.141499,0.080684
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,45,0.210144,0.00151,0.03786,0.018048,0.321317,0.267562
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,46,0.021184,0.00148,0.04338,0.013952,0.141409,0.079996
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,47,0.019456,0.00147,0.041491,0.014688,0.138428,0.077105
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,48,0.018944,0.00147,0.04255,0.013248,0.137778,0.076212
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,49,0.014272,0.00152,0.04324,0.013504,0.133378,0.072536
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,50,0.017952,0.00146,0.03551,0.015488,0.123519,0.07041
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,51,0.01296,0.00149,0.034681,0.015744,0.116658,0.064875
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,52,0.019808,0.00148,0.041949,0.013536,0.136548,0.076773
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,53,0.013344,0.00157,0.04935,0.013312,0.137929,0.077576
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,54,0.013952,0.00152,0.042279,0.01488,0.132308,0.072631
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,55,0.013024,0.00154,0.04178,0.012288,0.129018,0.068632
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,56,0.021152,0.00159,0.042299,0.01408,0.139639,0.079121
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,57,0.020832,0.001499,0.04303,0.0152,0.141688,0.080561
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,58,0.012448,0.0015,0.042689,0.013376,0.131068,0.070013
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,59,0.018624,0.001489,0.04156,0.012736,0.135638,0.074409
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,60,0.019968,0.00151,0.041989,0.012992,0.138119,0.076459
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,61,0.020032,0.00154,0.0424,0.012288,0.138529,0.07626
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,62,0.018528,0.001621,0.04225,0.013248,0.137068,0.075647
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,63,0.01952,0.001471,0.0421,0.01392,0.138849,0.077011
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,64,0.018848,0.00159,0.042059,0.012704,0.135609,0.075201
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,65,0.020128,0.00152,0.04245,0.014016,0.140128,0.078114
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,66,0.0216,0.00155,0.042,0.02096,0.147608,0.08611
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,67,0.01408,0.001621,0.041959,0.013408,0.132049,0.071068
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,68,0.013536,0.00154,0.041749,0.014176,0.130988,0.071001
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,69,0.0208,0.00148,0.042191,0.013728,0.139688,0.078199
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,70,0.013888,0.0015,0.04238,0.016736,0.134499,0.074504
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,71,0.014016,0.00147,0.04359,0.013536,0.133649,0.072612
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,72,0.02176,0.00155,0.04241,0.014592,0.141898,0.080312
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,73,0.019488,0.001471,0.04181,0.012192,0.136568,0.074961
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",64,74,0.02224,0.001469,0.035629,0.01648,0.128408,0.075818
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,0,0.036192,0.001961,0.081581,0.036896,0.220067,0.15663
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,1,0.027392,0.001501,0.075458,0.035008,0.199528,0.139359
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,2,0.026624,0.001548,0.06704,0.033056,0.182798,0.128268
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,3,0.026528,0.001511,0.074199,0.034016,0.196418,0.136254
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,4,0.026368,0.00157,0.07397,0.032736,0.194658,0.134644
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,5,0.027008,0.00158,0.07267,0.031296,0.193118,0.132554
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,6,0.026912,0.001561,0.073048,0.032032,0.194458,0.133553
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,7,0.027104,0.001519,0.073209,0.030784,0.192618,0.132616
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,8,0.026848,0.00164,0.072919,0.029184,0.191348,0.130591
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,9,0.02784,0.00149,0.074589,0.03264,0.196987,0.136559
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,10,0.026432,0.00168,0.075499,0.030848,0.195048,0.134459
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,11,0.026336,0.00155,0.07261,0.03056,0.191348,0.131056
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,12,0.028288,0.00154,0.073459,0.030272,0.193858,0.133559
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,13,0.026816,0.00165,0.07748,0.030464,0.200428,0.13641
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,14,0.026272,0.001541,0.076299,0.031232,0.196008,0.135344
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,15,0.026368,0.00161,0.073219,0.031264,0.193358,0.132461
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,16,0.025472,0.001679,0.072608,0.030304,0.197398,0.130063
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,17,0.033696,0.00161,0.07255,0.029216,0.196918,0.137072
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,18,0.025216,0.0015,0.072219,0.027648,0.186547,0.126583
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,19,0.0272,0.00179,0.073419,0.030432,0.193197,0.132841
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,20,0.025792,0.00163,0.073739,0.031552,0.193138,0.132713
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,21,0.026048,0.00148,0.072988,0.031168,0.193468,0.131684
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,22,0.027168,0.00157,0.074299,0.031168,0.195068,0.134205
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,23,0.027168,0.001601,0.072629,0.031296,0.194518,0.132694
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,24,0.02768,0.00154,0.072569,0.029344,0.191517,0.131133
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,25,0.027712,0.001599,0.0735,0.031168,0.194778,0.133979
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,26,0.027424,0.00153,0.073788,0.031808,0.331666,0.13455
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,27,0.027008,0.001789,0.073378,0.030432,0.193108,0.132607
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,28,0.026144,0.001549,0.074718,0.030912,0.193248,0.133323
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,29,0.02656,0.00165,0.073589,0.031488,0.194768,0.133287
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,30,0.027136,0.00157,0.066068,0.030016,0.177518,0.12479
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,31,0.02688,0.00153,0.07282,0.029664,0.191688,0.130894
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,32,0.02608,0.0016,0.073368,0.03184,0.193738,0.132888
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,33,0.034048,0.00148,0.072949,0.029536,0.199258,0.138013
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,34,0.02624,0.0017,0.072919,0.030048,0.191168,0.130907
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,35,0.026688,0.001669,0.072179,0.030464,0.191498,0.131
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,36,0.027008,0.001531,0.072709,0.028768,0.190977,0.130016
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,37,0.026752,0.001549,0.073169,0.030592,0.194248,0.132062
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,38,0.026464,0.001619,0.07331,0.031008,0.210827,0.132401
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,39,0.026688,0.001511,0.073999,0.028704,0.192278,0.130902
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,40,0.0272,0.00154,0.077169,0.031712,0.199227,0.137621
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,41,0.028032,0.00152,0.073169,0.029696,0.193258,0.132417
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,42,0.02656,0.00169,0.073479,0.030656,0.193118,0.132385
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,43,0.041024,0.002051,0.082619,0.04144,0.228357,0.167134
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,44,0.027808,0.00155,0.068711,0.040256,0.193978,0.138325
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,45,0.02576,0.00184,0.0735,0.02896,0.190568,0.13006
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,46,0.02688,0.00162,0.072479,0.029728,0.191928,0.130707
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,47,0.026752,0.00156,0.074,0.028544,0.191289,0.130856
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,48,0.02704,0.001511,0.072828,0.027776,0.237398,0.129155
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,49,0.02592,0.001481,0.072159,0.030688,0.190088,0.130248
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,50,0.026464,0.001561,0.07221,0.027296,0.196448,0.127531
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,51,0.025792,0.001611,0.07315,0.032704,0.193768,0.133257
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,52,0.027808,0.00162,0.07356,0.030336,0.194478,0.133324
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,53,0.034048,0.00159,0.07361,0.031808,0.201378,0.141056
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,54,0.027712,0.00163,0.072728,0.029184,0.192497,0.131254
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,55,0.030592,0.00176,0.07207,0.029824,0.234048,0.134246
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,56,0.027392,0.0016,0.072159,0.03024,0.199188,0.131391
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,57,0.025952,0.00164,0.073559,0.031552,0.193177,0.132703
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,58,0.027808,0.001519,0.065889,0.031904,0.179858,0.12712
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,59,0.033952,0.00153,0.073389,0.03248,0.202127,0.141351
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,60,0.027072,0.00158,0.07841,0.03152,0.200338,0.138582
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,61,0.026656,0.001521,0.073438,0.031424,0.193528,0.133039
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,62,0.027008,0.00152,0.072318,0.031744,0.192958,0.13259
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,63,0.02624,0.001679,0.072278,0.0304,0.190208,0.130597
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,64,0.026496,0.00158,0.07295,0.038272,0.199398,0.139298
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,65,0.027872,0.001589,0.073219,0.030176,0.193058,0.132856
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,66,0.0264,0.001679,0.072618,0.02992,0.190688,0.130617
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,67,0.026592,0.001581,0.074638,0.032128,0.197678,0.134939
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,68,0.026432,0.00159,0.073819,0.029664,0.192217,0.131505
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,69,0.02624,0.001579,0.07232,0.031776,0.192208,0.131915
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,70,0.027104,0.00159,0.072399,0.02992,0.191468,0.131013
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,71,0.027168,0.00172,0.073458,0.030592,0.193428,0.132938
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,72,0.026848,0.00152,0.064889,0.03184,0.177098,0.125097
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,73,0.026656,0.001629,0.073969,0.031904,0.194898,0.134158
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",128,74,0.027328,0.00176,0.072059,0.030208,0.192027,0.131355
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,0,0.066272,0.00219,0.15505,0.08224,0.369366,0.305752
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,1,0.069856,0.00237,0.158548,0.084992,0.380635,0.315766
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,2,0.05456,0.00188,0.151307,0.0816,0.353526,0.289347
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,3,0.051328,0.001769,0.151746,0.082528,0.356716,0.287371
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,4,0.053312,0.00196,0.150547,0.080992,0.351006,0.286811
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,5,0.051072,0.00172,0.149558,0.0792,0.345547,0.28155
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,6,0.068512,0.00206,0.157059,0.088032,0.379625,0.315663
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,7,0.054496,0.00177,0.151958,0.081856,0.354196,0.29008
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,8,0.065056,0.00202,0.15349,0.085696,0.369146,0.306262
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,9,0.05456,0.00176,0.15064,0.08048,0.352776,0.28744
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,10,0.067776,0.00214,0.157568,0.084608,0.374965,0.312092
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,11,0.054528,0.00177,0.159579,0.082496,0.363296,0.298373
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,12,0.051328,0.00159,0.149498,0.080576,0.346486,0.282992
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,13,0.056992,0.00209,0.152119,0.083488,0.367915,0.294689
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,14,0.052736,0.00246,0.262505,0.086304,0.467665,0.404005
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,15,0.05728,0.001909,0.151148,0.083968,0.357525,0.294305
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,16,0.050432,0.0019,0.15037,0.079392,0.346406,0.282094
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,17,0.050688,0.00176,0.148358,0.081664,0.345866,0.28247
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,18,0.069024,0.002061,0.156868,0.08576,0.377176,0.313713
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,19,0.055744,0.00189,0.150809,0.081408,0.356516,0.289851
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,20,0.065472,0.00195,0.155807,0.084992,0.372555,0.308221
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,21,0.051008,0.00182,0.149527,0.08336,0.349896,0.285715
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,22,0.0512,0.001831,0.150077,0.081696,0.347247,0.284804
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,23,0.05664,0.0018,0.15237,0.08016,0.354245,0.29097
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,24,0.05072,0.00176,0.14965,0.07984,0.344316,0.28197
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,25,0.071424,0.00235,0.158038,0.089504,0.385036,0.321316
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,26,0.057344,0.00191,0.15781,0.084352,0.366166,0.301416
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,27,0.068768,0.002069,0.156106,0.088192,0.378176,0.315135
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,28,0.067808,0.00233,0.151078,0.08784,0.364515,0.309056
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,29,0.052256,0.001709,0.150068,0.081856,0.350886,0.285889
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,30,0.071072,0.00216,0.157959,0.087328,0.382636,0.318519
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,31,0.068032,0.001919,0.15489,0.085568,0.372666,0.310409
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,32,0.053568,0.00192,0.152207,0.082592,0.354136,0.290287
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,33,0.070944,0.00229,0.158699,0.086912,0.382335,0.318845
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,34,0.05232,0.00166,0.149008,0.084096,0.351016,0.287084
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,35,0.058048,0.00184,0.15754,0.084096,0.365886,0.301524
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,36,0.069088,0.00211,0.15636,0.084704,0.376266,0.312262
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,37,0.068128,0.001951,0.157288,0.08672,0.377196,0.314087
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,38,0.054016,0.00179,0.15255,0.080896,0.357776,0.289252
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,39,0.060032,0.00192,0.152967,0.08576,0.363586,0.300679
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,40,0.0536,0.001849,0.152029,0.081696,0.352136,0.289174
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,41,0.054016,0.001882,0.151537,0.082976,0.355576,0.290411
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,42,0.050592,0.00157,0.1489,0.077888,0.342636,0.27895
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,43,0.069888,0.002019,0.160638,0.087936,0.383916,0.320481
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,44,0.061376,0.00202,0.15334,0.083168,0.362526,0.299904
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,45,0.057184,0.00191,0.148117,0.085792,0.351436,0.293003
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,46,0.0696,0.00214,0.155839,0.08528,0.376866,0.312859
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,47,0.057728,0.001799,0.152309,0.082432,0.357796,0.294268
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,48,0.051904,0.00176,0.150688,0.08352,0.351016,0.287872
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,49,0.05184,0.001731,0.150518,0.0832,0.350536,0.287289
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,50,0.050336,0.001929,0.145108,0.081856,0.338106,0.279229
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,51,0.051328,0.00176,0.149657,0.07984,0.344696,0.282585
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,52,0.067872,0.002,0.15804,0.08368,0.376126,0.311592
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,53,0.0664,0.00221,0.156129,0.0864,0.372875,0.311139
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,54,0.05056,0.001819,0.149119,0.078336,0.344146,0.279834
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,55,0.05344,0.001739,0.15064,0.079232,0.353406,0.285051
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,56,0.050816,0.00154,0.151487,0.080608,0.349276,0.284451
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,57,0.067712,0.00216,0.158489,0.086368,0.378086,0.314729
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,58,0.065536,0.00192,0.15613,0.086048,0.373576,0.309634
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,59,0.06672,0.002041,0.155429,0.087264,0.373915,0.311454
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,60,0.05488,0.001709,0.151666,0.085152,0.355266,0.293407
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,61,0.050688,0.00171,0.1514,0.080384,0.348466,0.284182
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,62,0.062176,0.002089,0.15434,0.087104,0.367465,0.305709
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,63,0.056128,0.00182,0.15144,0.082208,0.356036,0.291596
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,64,0.067264,0.002069,0.155777,0.086304,0.376126,0.311414
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,65,0.053056,0.00173,0.152229,0.08176,0.352476,0.288775
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,66,0.050592,0.001631,0.149117,0.0824,0.346596,0.28374
3,float,uniform,GPU,"Ns | Ns | P | P | P | P",192,67,0.063488,0.00192,0.152828,0.083488,0.366756,0.301724
