dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,double,uniform,GPU,"D | D",64,0,183.439,0,0.05834,51.9453,235.543,235.443
1,double,uniform,GPU,"D | D",64,19,0.011968,0,0.04154,0.007424,0.09411,0.060932
1,double,uniform,GPU,"D | D",64,20,0.01184,0,0.040949,0.007552,0.093899,0.060341
1,double,uniform,GPU,"D | D",64,21,0.01008,0,0.041309,0.007168,0.091949,0.058557
1,double,uniform,GPU,"D | D",64,22,0.011584,0,0.04248,0.007808,0.097019,0.061872
1,double,uniform,GPU,"D | D",64,23,0.012448,0,0.041279,0.007744,0.101069,0.061471
1,double,uniform,GPU,"D | D",64,24,0.010912,0,0.0416,0.006112,0.093939,0.058624
1,double,uniform,GPU,"D | D",64,25,0.012608,0,0.03751,0.008352,0.086068,0.05847
1,double,uniform,GPU,"D | D",64,26,0.012416,0,0.041299,0.007072,0.094939,0.060787
1,double,uniform,GPU,"D | D",64,27,0.01152,0,0.037709,0.008,0.084909,0.057229
1,double,uniform,GPU,"D | D",64,28,0.010688,0,0.04125,0.006944,0.092549,0.058882
1,double,uniform,GPU,"D | D",64,29,0.011968,0,0.04117,0.006272,0.093539,0.05941
1,double,uniform,GPU,"D | D",64,30,0.011712,0,0.04149,0.006432,0.094249,0.059634
1,double,uniform,GPU,"D | D",64,31,0.01104,0,0.04157,0.008864,0.094748,0.061474
1,double,uniform,GPU,"D | D",64,32,0.012576,0,0.041119,0.008736,0.096469,0.062431
1,double,uniform,GPU,"D | D",64,33,0.011744,0,0.041349,0.006784,0.094589,0.059877
1,double,uniform,GPU,"D | D",64,34,0.011616,0,0.0416,0.006784,0.094889,0.06
1,double,uniform,GPU,"D | D",64,35,0.012512,0,0.045669,0.009088,0.100119,0.067269
1,double,uniform,GPU,"D | D",64,36,0.0096,0,0.121529,0.005504,0.173078,0.136633
1,double,uniform,GPU,"D | D",64,37,0.01056,0,0.04109,0.0072,0.091219,0.05885
1,double,uniform,GPU,"D | D",64,38,0.010048,0,0.04118,0.007104,0.091619,0.058332
1,double,uniform,GPU,"D | D",64,39,0.012096,0,0.04106,0.007168,0.094989,0.060324
1,double,uniform,GPU,"D | D",64,40,0.01184,0,0.041429,0.008768,0.096069,0.062037
1,double,uniform,GPU,"D | D",64,41,0.012864,0,0.041239,0.007168,0.097569,0.061271
1,double,uniform,GPU,"D | D",64,42,0.01136,0,0.0419,0.009152,0.100588,0.062412
1,double,uniform,GPU,"D | D",64,43,0.012192,0,0.04089,0.007744,0.099809,0.060826
1,double,uniform,GPU,"D | D",64,44,0.010816,0,0.041359,0.00688,0.093559,0.059055
1,double,uniform,GPU,"D | D",64,45,0.011392,0,0.041169,0.007104,0.092429,0.059665
1,double,uniform,GPU,"D | D",64,46,0.01504,0,0.042089,0.005728,0.097419,0.062857
1,double,uniform,GPU,"D | D",64,47,0.013184,0,0.04109,0.007072,0.095649,0.061346
1,double,uniform,GPU,"D | D",64,48,0.0112,0,0.041329,0.007264,0.091869,0.059793
1,double,uniform,GPU,"D | D",64,49,0.011552,0,0.04214,0.00896,0.096299,0.062652
1,double,uniform,GPU,"D | D",64,50,0.012672,0,0.0412,0.006912,0.094719,0.060784
1,double,uniform,GPU,"D | D",64,51,0.011072,0,0.04163,0.007328,0.100289,0.06003
1,double,uniform,GPU,"D | D",64,52,0.012384,0,0.040989,0.00704,0.092999,0.060413
1,double,uniform,GPU,"D | D",64,53,0.01248,0,0.0415,0.007712,0.095569,0.061692
1,double,uniform,GPU,"D | D",64,54,0.0104,0,0.041359,0.0064,0.287097,0.058159
1,double,uniform,GPU,"D | D",64,55,0.012992,0,0.04118,0.008928,0.096559,0.0631
1,double,uniform,GPU,"D | D",64,56,0.013024,0,0.04114,0.007488,0.096179,0.061652
1,double,uniform,GPU,"D | D",64,57,0.012704,0,0.03798,0.010048,0.089259,0.060732
1,double,uniform,GPU,"D | D",64,58,0.011072,0,0.037949,0.009408,0.087079,0.058429
1,double,uniform,GPU,"D | D",64,59,0.011008,0,0.041259,0.008032,0.095419,0.060299
1,double,uniform,GPU,"D | D",64,60,0.011488,0,0.04099,0.007296,0.093099,0.059774
1,double,uniform,GPU,"D | D",64,61,0.011424,0,0.04134,0.006432,0.094319,0.059196
1,double,uniform,GPU,"D | D",64,62,0.012096,0,0.04111,0.006976,0.094679,0.060182
1,double,uniform,GPU,"D | D",64,63,0.010656,0,0.04127,0.006848,0.092069,0.058774
1,double,uniform,GPU,"D | D",64,64,0.012192,0,0.125079,0.005632,0.177338,0.142903
1,double,uniform,GPU,"D | D",64,65,0.010432,0,0.04106,0.007616,0.094039,0.059108
1,double,uniform,GPU,"D | D",64,66,0.011424,0,0.04122,0.0056,0.095819,0.058244
1,double,uniform,GPU,"D | D",64,67,0.01168,0,0.041329,0.00928,0.096939,0.062289
1,double,uniform,GPU,"D | D",64,68,0.01088,0,0.04135,0.006656,0.091449,0.058886
1,double,uniform,GPU,"D | D",64,69,0.013248,0,0.04214,0.00768,0.097619,0.063068
1,double,uniform,GPU,"D | D",64,70,0.009888,0,0.04083,0.007552,0.091719,0.05827
1,double,uniform,GPU,"D | D",64,71,0.010848,0,0.041309,0.007136,0.092699,0.059293
1,double,uniform,GPU,"D | D",64,72,0.010624,0,0.041659,0.014624,0.099489,0.066907
1,double,uniform,GPU,"D | D",64,73,0.010656,0,0.040849,0.007648,0.093309,0.059153
1,double,uniform,GPU,"D | D",64,74,0.013856,0,0.040869,0.007136,0.101139,0.061861
1,double,uniform,GPU,"D | D",128,0,0.025792,0,0.04845,0.011456,0.128738,0.085698
1,double,uniform,GPU,"D | D",128,1,0.010656,0,0.04465,0.00784,0.099428,0.063146
1,double,uniform,GPU,"D | D",128,2,0.011168,0,0.04362,0.007104,0.099009,0.061892
1,double,uniform,GPU,"D | D",128,3,0.012704,0,0.04004,0.008992,0.091828,0.061736
1,double,uniform,GPU,"D | D",128,4,0.011552,0,0.04348,0.007968,0.098369,0.063
1,double,uniform,GPU,"D | D",128,5,0.013728,0,0.04331,0.007296,0.100408,0.064334
1,double,uniform,GPU,"D | D",128,6,0.010816,0,0.043559,0.007488,0.103349,0.061863
1,double,uniform,GPU,"D | D",128,7,0.01216,0,0.0439,0.00768,0.099929,0.06374
1,double,uniform,GPU,"D | D",128,8,0.011104,0,0.04344,0.00608,0.096019,0.060624
1,double,uniform,GPU,"D | D",128,9,0.012032,0,0.04353,0.007328,0.097979,0.06289
1,double,uniform,GPU,"D | D",128,10,0.01136,0,0.0397,0.008512,0.088169,0.059572
1,double,uniform,GPU,"D | D",128,11,0.011776,0,0.04621,0.007808,0.100519,0.065794
1,double,uniform,GPU,"D | D",128,12,0.015136,0,0.043329,0.007392,0.100459,0.065857
1,double,uniform,GPU,"D | D",128,13,0.011424,0,0.0435,0.00784,0.09847,0.062764
1,double,uniform,GPU,"D | D",128,14,0.011776,0,0.043299,0.007808,0.097489,0.062883
1,double,uniform,GPU,"D | D",128,15,0.010688,0,0.043168,0.008096,0.097369,0.061952
1,double,uniform,GPU,"D | D",128,16,0.013088,0,0.04325,0.00816,0.099099,0.064498
1,double,uniform,GPU,"D | D",128,17,0.010816,0,0.043279,0.007712,0.097689,0.061807
1,double,uniform,GPU,"D | D",128,18,0.012672,0,0.043019,0.007104,0.098379,0.062795
1,double,uniform,GPU,"D | D",128,19,0.012352,0,0.04366,0.007456,0.099739,0.063468
1,double,uniform,GPU,"D | D",128,20,0.010848,0,0.043889,0.008256,0.097219,0.062993
1,double,uniform,GPU,"D | D",128,21,0.01136,0,0.044539,0.007456,0.099569,0.063355
1,double,uniform,GPU,"D | D",128,22,0.012608,0,0.043559,0.007424,0.098729,0.063591
1,double,uniform,GPU,"D | D",128,23,0.0104,0,0.0434,0.008768,0.098799,0.062568
1,double,uniform,GPU,"D | D",128,24,0.011904,0,0.04341,0.007552,0.096888,0.062866
1,double,uniform,GPU,"D | D",128,25,0.011488,0,0.043549,0.007648,0.096969,0.062685
1,double,uniform,GPU,"D | D",128,26,0.011712,0,0.043449,0.0064,0.095969,0.061561
1,double,uniform,GPU,"D | D",128,27,0.009984,0,0.045009,0.006144,0.097269,0.061137
1,double,uniform,GPU,"D | D",128,28,0.011072,0,0.04341,0.007328,0.095669,0.06181
1,double,uniform,GPU,"D | D",128,29,0.012224,0,0.04103,0.008992,0.093609,0.062246
1,double,uniform,GPU,"D | D",128,30,0.011744,0,0.0437,0.006144,0.096819,0.061588
1,double,uniform,GPU,"D | D",128,31,0.013408,0,0.0432,0.007584,0.100519,0.064192
1,double,uniform,GPU,"D | D",128,32,0.011968,0,0.04347,0.007872,0.09763,0.06331
1,double,uniform,GPU,"D | D",128,33,0.012032,0,0.04344,0.00592,0.096279,0.061392
1,double,uniform,GPU,"D | D",128,34,0.0112,0,0.123169,0.009824,0.174438,0.144193
1,double,uniform,GPU,"D | D",128,35,0.012096,0,0.03982,0.008032,0.09059,0.059948
1,double,uniform,GPU,"D | D",128,36,0.010048,0,0.04334,0.006464,0.096879,0.059852
1,double,uniform,GPU,"D | D",128,37,0.01152,0,0.043389,0.007232,0.098899,0.062141
1,double,uniform,GPU,"D | D",128,38,0.011104,0,0.043179,0.00768,0.097189,0.061963
1,double,uniform,GPU,"D | D",128,39,0.009856,0,0.043489,0.008256,0.094129,0.061601
1,double,uniform,GPU,"D | D",128,40,0.013216,0,0.043319,0.008064,0.099759,0.064599
1,double,uniform,GPU,"D | D",128,41,0.010816,0,0.043449,0.0064,0.095319,0.060665
1,double,uniform,GPU,"D | D",128,42,0.012352,0,0.04318,0.007104,0.105039,0.062636
1,double,uniform,GPU,"D | D",128,43,0.011296,0,0.124859,0.007904,0.178338,0.144059
1,double,uniform,GPU,"D | D",128,44,0.011936,0,0.043259,0.007648,0.097609,0.062843
1,double,uniform,GPU,"D | D",128,45,0.011904,0,0.04358,0.006848,0.099209,0.062332
1,double,uniform,GPU,"D | D",128,46,0.01248,0,0.04389,0.006624,0.099108,0.062994
1,double,uniform,GPU,"D | D",128,47,0.012416,0,0.04662,0.007968,0.102979,0.067004
1,double,uniform,GPU,"D | D",128,48,0.011712,0,0.042399,0.007264,0.096419,0.061375
1,double,uniform,GPU,"D | D",128,49,0.011008,0,0.043629,0.006688,0.096789,0.061325
1,double,uniform,GPU,"D | D",128,50,0.010496,0,0.043429,0.00656,0.099859,0.060485
1,double,uniform,GPU,"D | D",128,51,0.015136,0,0.043769,0.007488,0.101489,0.066393
1,double,uniform,GPU,"D | D",128,52,0.012768,0,0.04334,0.006208,0.097599,0.062316
1,double,uniform,GPU,"D | D",128,53,0.010432,0,0.04383,0.008064,0.096969,0.062326
1,double,uniform,GPU,"D | D",128,54,0.011872,0,0.044499,0.006624,0.098699,0.062995
1,double,uniform,GPU,"D | D",128,55,0.011872,0,0.043709,0.007936,0.098469,0.063517
1,double,uniform,GPU,"D | D",128,56,0.012256,0,0.043559,0.006112,0.099859,0.061927
1,double,uniform,GPU,"D | D",128,57,0.010496,0,0.04327,0.00704,0.095799,0.060806
1,double,uniform,GPU,"D | D",128,58,0.013344,0,0.043399,0.006784,0.098679,0.063527
1,double,uniform,GPU,"D | D",128,59,0.012448,0,0.043858,0.00832,0.102459,0.064626
1,double,uniform,GPU,"D | D",128,60,0.01168,0,0.04384,0.006944,0.100418,0.062464
1,double,uniform,GPU,"D | D",128,61,0.010528,0,0.04356,0.006496,0.096349,0.060584
1,double,uniform,GPU,"D | D",128,62,0.012576,0,0.04367,0.00752,0.098239,0.063766
1,double,uniform,GPU,"D | D",128,63,0.011296,0,0.0435,0.007584,0.097599,0.06238
1,double,uniform,GPU,"D | D",128,64,0.01152,0,0.043159,0.006336,0.096939,0.061015
1,double,uniform,GPU,"D | D",128,65,0.010048,0,0.04335,0.007616,0.094928,0.061014
1,double,uniform,GPU,"D | D",128,66,0.010656,0,0.04078,0.009248,0.088649,0.060684
1,double,uniform,GPU,"D | D",128,67,0.011776,0,0.03983,0.008128,0.087408,0.059734
1,double,uniform,GPU,"D | D",128,68,0.011296,0,0.04309,0.008288,0.098839,0.062674
1,double,uniform,GPU,"D | D",128,69,0.01104,0,0.04255,0.00832,0.097659,0.06191
1,double,uniform,GPU,"D | D",128,70,0.01072,0,0.270917,0.00928,0.325637,0.290917
1,double,uniform,GPU,"D | D",128,71,0.01152,0,0.04322,0.009344,0.096939,0.064084
1,double,uniform,GPU,"D | D",128,72,0.01296,0,0.04388,0.00608,0.101449,0.06292
1,double,uniform,GPU,"D | D",128,73,0.011808,0,0.043889,0.007232,0.097899,0.062929
1,double,uniform,GPU,"D | D",128,74,0.011552,0,0.044589,0.008608,0.101999,0.064749
1,double,uniform,GPU,"D | D",192,0,0.023264,0,0.081279,0.012,0.163828,0.116543
1,double,uniform,GPU,"D | D",192,1,0.009856,0,0.076869,0.008,0.131479,0.094725
1,double,uniform,GPU,"D | D",192,2,0.015776,0,0.07679,0.012992,0.141698,0.105558
1,double,uniform,GPU,"D | D",192,3,0.012,0,0.079439,0.006816,0.134969,0.098255
1,double,uniform,GPU,"D | D",192,4,0.013184,0,0.076559,0.00784,0.139949,0.097583
1,double,uniform,GPU,"D | D",192,5,0.011456,0,0.07682,0.00672,0.133758,0.094996
1,double,uniform,GPU,"D | D",192,6,0.012096,0,0.077169,0.007968,0.133849,0.097233
1,double,uniform,GPU,"D | D",192,7,0.011904,0,0.076339,0.006752,0.131649,0.094995
1,double,uniform,GPU,"D | D",192,8,0.012992,0,0.076259,0.007712,0.132529,0.096963
1,double,uniform,GPU,"D | D",192,9,0.011168,0,0.076879,0.015552,0.139218,0.103599
1,double,uniform,GPU,"D | D",192,10,0.01152,0,0.076668,0.007968,0.132988,0.096156
1,double,uniform,GPU,"D | D",192,11,0.011968,0,0.076558,0.007392,0.131979,0.095918
1,double,uniform,GPU,"D | D",192,12,0.013344,0,0.076879,0.007008,0.135929,0.097231
1,double,uniform,GPU,"D | D",192,13,0.012192,0,0.076749,0.009632,0.135199,0.098573
1,double,uniform,GPU,"D | D",192,14,0.01296,0,0.077159,0.008832,0.134979,0.098951
1,double,uniform,GPU,"D | D",192,15,0.011328,0,0.073,0.01024,0.127199,0.094568
1,double,uniform,GPU,"D | D",192,16,0.011584,0,0.076639,0.00928,0.133589,0.097503
1,double,uniform,GPU,"D | D",192,17,0.01072,0,0.076989,0.007712,0.130969,0.095421
1,double,uniform,GPU,"D | D",192,18,0.01296,0,0.076279,0.007232,0.133168,0.096471
1,double,uniform,GPU,"D | D",192,19,0.011264,0,0.076949,0.007904,0.131709,0.096117
1,double,uniform,GPU,"D | D",192,20,0.010784,0,0.078299,0.00832,0.135108,0.097403
1,double,uniform,GPU,"D | D",192,21,0.011936,0,0.07673,0.007104,0.132149,0.09577
1,double,uniform,GPU,"D | D",192,22,0.011136,0,0.076989,0.007296,0.130708,0.095421
1,double,uniform,GPU,"D | D",192,23,0.01136,0,0.076619,0.007424,0.132659,0.095403
1,double,uniform,GPU,"D | D",192,24,0.0136,0,0.076769,0.008256,0.137429,0.098625
1,double,uniform,GPU,"D | D",192,25,0.011232,0,0.07756,0.007456,0.132139,0.096248
1,double,uniform,GPU,"D | D",192,26,0.012448,0,0.076519,0.007008,0.132869,0.095975
1,double,uniform,GPU,"D | D",192,27,0.013728,0,0.151188,0.008256,0.210638,0.173172
1,double,uniform,GPU,"D | D",192,28,0.014208,0,0.076759,0.006976,0.135869,0.097943
1,double,uniform,GPU,"D | D",192,29,0.010784,0,0.076788,0.00624,0.129638,0.093812
1,double,uniform,GPU,"D | D",192,30,0.011968,0,0.076779,0.00752,0.134408,0.096267
1,double,uniform,GPU,"D | D",192,31,0.013088,0,0.076729,0.006784,0.132128,0.096601
1,double,uniform,GPU,"D | D",192,32,0.011584,0,0.076629,0.007424,0.131109,0.095637
1,double,uniform,GPU,"D | D",192,33,0.012608,0,0.07685,0.007168,0.133518,0.096626
1,double,uniform,GPU,"D | D",192,34,0.011424,0,0.076599,0.00736,0.132749,0.095383
1,double,uniform,GPU,"D | D",192,35,0.010304,0,0.076669,0.007456,0.131179,0.094429
1,double,uniform,GPU,"D | D",192,36,0.010016,0,0.077439,0.006976,0.130978,0.094431
1,double,uniform,GPU,"D | D",192,37,0.01232,0,0.152538,0.00768,0.210318,0.172538
1,double,uniform,GPU,"D | D",192,38,0.01168,0,0.076689,0.006688,0.131578,0.095057
1,double,uniform,GPU,"D | D",192,39,0.01216,0,0.0769,0.007264,0.137028,0.096324
1,double,uniform,GPU,"D | D",192,40,0.011808,0,0.077529,0.008224,0.134369,0.097561
1,double,uniform,GPU,"D | D",192,41,0.011232,0,0.073699,0.009856,0.124979,0.094787
1,double,uniform,GPU,"D | D",192,42,0.011392,0,0.077149,0.009088,0.240218,0.097629
1,double,uniform,GPU,"D | D",192,43,0.011328,0,0.077209,0.006432,0.130928,0.094969
1,double,uniform,GPU,"D | D",192,44,0.012864,0,0.077429,0.007936,0.134049,0.098229
1,double,uniform,GPU,"D | D",192,45,0.012416,0,0.076839,0.00752,0.133698,0.096775
1,double,uniform,GPU,"D | D",192,46,0.011648,0,0.078339,0.007456,0.134559,0.097443
1,double,uniform,GPU,"D | D",192,47,0.011424,0,0.158628,0.008256,0.213888,0.178308
1,double,uniform,GPU,"D | D",192,48,0.01136,0,0.076659,0.007552,0.132909,0.095571
1,double,uniform,GPU,"D | D",192,49,0.011264,0,0.077019,0.008256,0.132778,0.096539
1,double,uniform,GPU,"D | D",192,50,0.010912,0,0.077159,0.006784,0.131749,0.094855
1,double,uniform,GPU,"D | D",192,51,0.013504,0,0.077009,0.006752,0.133659,0.097265
1,double,uniform,GPU,"D | D",192,52,0.012032,0,0.077259,0.008672,0.229267,0.097963
1,double,uniform,GPU,"D | D",192,53,0.010528,0,0.07653,0.007008,0.133339,0.094066
1,double,uniform,GPU,"D | D",192,54,0.01264,0,0.07643,0.00816,0.133488,0.09723
1,double,uniform,GPU,"D | D",192,55,0.011776,0,0.077139,0.007744,0.133729,0.096659
1,double,uniform,GPU,"D | D",192,56,0.01232,0,0.076839,0.007712,0.133208,0.096871
1,double,uniform,GPU,"D | D",192,57,0.011168,0,0.077099,0.008832,0.132558,0.097099
1,double,uniform,GPU,"D | D",192,58,0.01296,0,0.076759,0.0072,0.133399,0.096919
1,double,uniform,GPU,"D | D",192,59,0.014208,0,0.077019,0.009216,0.136239,0.100443
1,double,uniform,GPU,"D | D",192,60,0.011168,0,0.07654,0.007584,0.132729,0.095292
1,double,uniform,GPU,"D | D",192,61,0.010944,0,0.076749,0.007392,0.130708,0.095085
1,double,uniform,GPU,"D | D",192,62,0.013184,0,0.07678,0.00688,0.134878,0.096844
1,double,uniform,GPU,"D | D",192,63,0.009696,0,0.076419,0.00752,0.130259,0.093635
1,double,uniform,GPU,"D | D",192,64,0.012352,0,0.0765,0.008384,0.234027,0.097236
1,double,uniform,GPU,"D | D",192,65,0.011936,0,0.076479,0.00816,0.133429,0.096575
1,double,uniform,GPU,"D | D",192,66,0.013856,0,0.077509,0.008384,0.137789,0.099749
1,double,uniform,GPU,"D | D",192,67,0.012064,0,0.07653,0.007456,0.133498,0.09605
1,double,uniform,GPU,"D | D",192,68,0.01296,0,0.077059,0.007584,0.133929,0.097603
1,double,uniform,GPU,"D | D",192,69,0.010496,0,0.077199,0.007072,0.131679,0.094767
1,double,uniform,GPU,"D | D",192,70,0.01392,0,0.077279,0.00848,0.141838,0.099679
1,double,uniform,GPU,"D | D",192,71,0.012096,0,0.07726,0.007712,0.134008,0.097068
1,double,uniform,GPU,"D | D",192,72,0.01088,0,0.07743,0.00704,0.131889,0.09535
1,double,uniform,GPU,"D | D",192,73,0.011776,0,0.076899,0.007392,0.133159,0.096067
1,double,uniform,GPU,"D | D",192,74,0.012064,0,0.076649,0.008256,0.135139,0.096969
1,double,uniform,GPU,"D | D",256,0,0.022816,0,0.09127,0.012032,0.173248,0.126118
1,double,uniform,GPU,"D | D",256,1,0.011808,0,0.086669,0.007776,0.143218,0.106253
1,double,uniform,GPU,"D | D",256,2,0.0104,0,0.086569,0.008448,0.143219,0.105417
1,double,uniform,GPU,"D | D",256,3,0.014368,0,0.08839,0.008992,0.150688,0.11175
1,double,uniform,GPU,"D | D",256,4,0.013056,0,0.086649,0.007456,0.143948,0.107161
1,double,uniform,GPU,"D | D",256,5,0.012544,0,0.086259,0.008256,0.143238,0.107059
1,double,uniform,GPU,"D | D",256,6,0.010848,0,0.08657,0.007168,0.140989,0.104586
1,double,uniform,GPU,"D | D",256,7,0.011584,0,0.083249,0.010912,0.135468,0.105745
1,double,uniform,GPU,"D | D",256,8,0.01104,0,0.086779,0.007904,0.142418,0.105723
1,double,uniform,GPU,"D | D",256,9,0.013184,0,0.182618,0.00832,0.241788,0.204122
1,double,uniform,GPU,"D | D",256,10,0.009984,0,0.086739,0.008736,0.141178,0.105459
1,double,uniform,GPU,"D | D",256,11,0.014112,0,0.087529,0.008544,0.147628,0.110185
1,double,uniform,GPU,"D | D",256,12,0.01248,0,0.087029,0.008416,0.144249,0.107925
1,double,uniform,GPU,"D | D",256,13,0.012256,0,0.086589,0.007776,0.142929,0.106621
1,double,uniform,GPU,"D | D",256,14,0.011936,0,0.086779,0.008096,0.142469,0.106811
1,double,uniform,GPU,"D | D",256,15,0.01344,0,0.087399,0.00704,0.144118,0.107879
1,double,uniform,GPU,"D | D",256,16,0.012256,0,0.086669,0.007328,0.143328,0.106253
1,double,uniform,GPU,"D | D",256,17,0.010624,0,0.08797,0.008672,0.143609,0.107266
1,double,uniform,GPU,"D | D",256,18,0.012704,0,0.086829,0.00784,0.143478,0.107373
1,double,uniform,GPU,"D | D",256,19,0.010688,0,0.087198,0.008096,0.143858,0.105982
1,double,uniform,GPU,"D | D",256,20,0.01248,0,0.093079,0.009344,0.148898,0.114903
1,double,uniform,GPU,"D | D",256,21,0.011136,0,0.087239,0.0088,0.144379,0.107175
1,double,uniform,GPU,"D | D",256,22,0.012032,0,0.087259,0.008672,0.144028,0.107963
1,double,uniform,GPU,"D | D",256,23,0.013056,0,0.086729,0.0072,0.143849,0.106985
1,double,uniform,GPU,"D | D",256,24,0.012,0,0.086579,0.006976,0.143279,0.105555
1,double,uniform,GPU,"D | D",256,25,0.013696,0,0.086919,0.0088,0.146029,0.109415
1,double,uniform,GPU,"D | D",256,26,0.019104,0,0.083209,0.010048,0.141289,0.112361
1,double,uniform,GPU,"D | D",256,27,0.011392,0,0.086729,0.00928,0.142938,0.107401
1,double,uniform,GPU,"D | D",256,28,0.011808,0,0.087029,0.007008,0.141419,0.105845
1,double,uniform,GPU,"D | D",256,29,0.013312,0,0.086579,0.007552,0.143309,0.107443
1,double,uniform,GPU,"D | D",256,30,0.012704,0,0.089189,0.008096,0.147039,0.109989
1,double,uniform,GPU,"D | D",256,31,0.009952,0,0.086659,0.007392,0.141208,0.104003
1,double,uniform,GPU,"D | D",256,32,0.0128,0,0.086459,0.00768,0.142889,0.106939
1,double,uniform,GPU,"D | D",256,33,0.011392,0,0.083849,0.009632,0.135419,0.104873
1,double,uniform,GPU,"D | D",256,34,0.011552,0,0.086678,0.007616,0.142439,0.105846
1,double,uniform,GPU,"D | D",256,35,0.013536,0,0.086399,0.007392,0.143569,0.107327
1,double,uniform,GPU,"D | D",256,36,0.01216,0,0.086939,0.008032,0.143258,0.107131
1,double,uniform,GPU,"D | D",256,37,0.013952,0,0.087189,0.0072,0.146278,0.108341
1,double,uniform,GPU,"D | D",256,38,0.011648,0,0.086719,0.007552,0.143458,0.105919
1,double,uniform,GPU,"D | D",256,39,0.010624,0,0.086429,0.007776,0.141548,0.104829
1,double,uniform,GPU,"D | D",256,40,0.011392,0,0.08688,0.007296,0.142018,0.105568
1,double,uniform,GPU,"D | D",256,41,0.01232,0,0.08735,0.00704,0.142949,0.10671
1,double,uniform,GPU,"D | D",256,42,0.013344,0,0.08655,0.006816,0.142718,0.10671
1,double,uniform,GPU,"D | D",256,43,0.012352,0,0.08692,0.007232,0.143059,0.106504
1,double,uniform,GPU,"D | D",256,44,0.01216,0,0.08774,0.006784,0.143569,0.106684
1,double,uniform,GPU,"D | D",256,45,0.012736,0,0.086528,0.00976,0.146358,0.109024
1,double,uniform,GPU,"D | D",256,46,0.010304,0,0.086879,0.0072,0.140738,0.104383
1,double,uniform,GPU,"D | D",256,47,0.011648,0,0.08643,0.008928,0.143189,0.107006
1,double,uniform,GPU,"D | D",256,48,0.014144,0,0.086869,0.008576,0.145488,0.109589
1,double,uniform,GPU,"D | D",256,49,0.012384,0,0.086848,0.007328,0.141518,0.10656
1,double,uniform,GPU,"D | D",256,50,0.012096,0,0.086419,0.008128,0.144069,0.106643
1,double,uniform,GPU,"D | D",256,51,0.013728,0,0.082988,0.010912,0.138209,0.107628
1,double,uniform,GPU,"D | D",256,52,0.012064,0,0.086889,0.008704,0.144128,0.107657
1,double,uniform,GPU,"D | D",256,53,0.01216,0,0.086359,0.007584,0.142949,0.106103
1,double,uniform,GPU,"D | D",256,54,0.011744,0,0.086749,0.00768,0.141978,0.106173
1,double,uniform,GPU,"D | D",256,55,0.012544,0,0.08646,0.006592,0.143298,0.105596
1,double,uniform,GPU,"D | D",256,56,0.01152,0,0.086739,0.00784,0.141678,0.106099
1,double,uniform,GPU,"D | D",256,57,0.010144,0,0.086328,0.007712,0.140698,0.104184
1,double,uniform,GPU,"D | D",256,58,0.011776,0,0.180547,0.008,0.237737,0.200323
1,double,uniform,GPU,"D | D",256,59,0.012096,0,0.086668,0.007904,0.142278,0.106668
1,double,uniform,GPU,"D | D",256,60,0.012224,0,0.086599,0.00768,0.141808,0.106503
1,double,uniform,GPU,"D | D",256,61,0.012864,0,0.086419,0.007328,0.143798,0.106611
