dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
1,double,uniform,GPU,"Ds | Ds",512,6,0.012448,0,0.039219,0.009696,0.095729,0.061363
1,double,uniform,GPU,"Ds | Ds",512,7,0.015168,0,0.038849,0.009568,0.098369,0.063585
1,double,uniform,GPU,"Ds | Ds",512,8,0.013088,0,0.03866,0.010208,0.097839,0.061956
1,double,uniform,GPU,"Ds | Ds",512,9,0.012256,0,0.035229,0.011712,0.087679,0.059197
1,double,uniform,GPU,"Ds | Ds",512,10,0.014304,0,0.03501,0.010848,0.095138,0.060162
1,double,uniform,GPU,"Ds | Ds",512,11,0.012736,0,0.03891,0.099456,0.185678,0.151102
1,double,uniform,GPU,"Ds | Ds",512,12,0.011584,0,0.038889,0.0096,0.094269,0.060073
1,double,uniform,GPU,"Ds | Ds",512,13,0.013184,0,0.03961,0.008928,0.096529,0.061722
1,double,uniform,GPU,"Ds | Ds",512,14,0.01312,0,0.038879,0.008224,0.093359,0.060223
1,double,uniform,GPU,"Ds | Ds",512,15,0.013792,0,0.038929,0.00928,0.095769,0.062001
1,double,uniform,GPU,"Ds | Ds",512,16,0.012256,0,0.039079,0.010656,0.095339,0.061991
1,double,uniform,GPU,"Ds | Ds",512,17,0.012448,0,0.03924,0.00928,0.09533,0.060968
1,double,uniform,GPU,"Ds | Ds",512,18,0.012416,0,0.03855,0.007104,0.092339,0.05807
1,double,uniform,GPU,"Ds | Ds",512,19,0.013504,0,0.03943,0.010208,0.104868,0.063142
1,double,uniform,GPU,"Ds | Ds",512,20,0.012128,0,0.03878,0.008672,0.093499,0.05958
1,double,uniform,GPU,"Ds | Ds",512,21,0.012128,0,0.038849,0.009504,0.094509,0.060481
1,double,uniform,GPU,"Ds | Ds",512,22,0.013472,0,0.03894,0.010432,0.097649,0.062844
1,double,uniform,GPU,"Ds | Ds",512,23,0.012,0,0.03882,0.010272,0.095889,0.061092
1,double,uniform,GPU,"Ds | Ds",512,24,0.013024,0,0.039019,0.0096,0.096539,0.061643
1,double,uniform,GPU,"Ds | Ds",512,25,0.014016,0,0.03884,0.00912,0.095389,0.061976
1,double,uniform,GPU,"Ds | Ds",512,26,0.014432,0,0.03899,0.008608,0.097569,0.06203
1,double,uniform,GPU,"Ds | Ds",512,27,0.012128,0,0.038709,0.008736,0.100679,0.059573
1,double,uniform,GPU,"Ds | Ds",512,28,0.013344,0,0.03871,0.009568,0.09453,0.061622
1,double,uniform,GPU,"Ds | Ds",512,29,0.014016,0,0.03899,0.009568,0.096069,0.062574
1,double,uniform,GPU,"Ds | Ds",512,30,0.011776,0,0.03859,0.00896,0.093489,0.059326
1,double,uniform,GPU,"Ds | Ds",512,31,0.013056,0,0.03944,0.009088,0.095119,0.061584
1,double,uniform,GPU,"Ds | Ds",512,32,0.01248,0,0.03863,0.009568,0.094479,0.060678
1,double,uniform,GPU,"Ds | Ds",512,33,0.013056,0,0.038888,0.008992,0.095029,0.060936
1,double,uniform,GPU,"Ds | Ds",512,34,0.01296,0,0.038759,0.007808,0.093779,0.059527
1,double,uniform,GPU,"Ds | Ds",512,35,0.013952,0,0.03866,0.008288,0.095199,0.0609
1,double,uniform,GPU,"Ds | Ds",512,36,0.021536,0,0.039169,0.010464,0.104779,0.071169
1,double,uniform,GPU,"Ds | Ds",512,37,0.01392,0,0.03881,0.010304,0.191009,0.063034
1,double,uniform,GPU,"Ds | Ds",512,38,0.01152,0,0.03895,0.009408,0.094209,0.059878
1,double,uniform,GPU,"Ds | Ds",512,39,0.013824,0,0.03903,0.009344,0.094829,0.062198
1,double,uniform,GPU,"Ds | Ds",512,40,0.012832,0,0.039489,0.00912,0.096209,0.061441
1,double,uniform,GPU,"Ds | Ds",512,41,0.012128,0,0.035539,0.01024,0.086019,0.057907
1,double,uniform,GPU,"Ds | Ds",512,42,0.013824,0,0.038619,0.007616,0.092399,0.060059
1,double,uniform,GPU,"Ds | Ds",512,43,0.011232,0,0.03528,0.011104,0.087989,0.057616
1,double,uniform,GPU,"Ds | Ds",512,44,0.0128,0,0.03899,0.009312,0.094879,0.061102
1,double,uniform,GPU,"Ds | Ds",512,45,0.012928,0,0.038669,0.007936,0.095619,0.059533
1,double,uniform,GPU,"Ds | Ds",512,46,0.013888,0,0.124249,0.010592,0.183578,0.148729
1,double,uniform,GPU,"Ds | Ds",512,47,0.012608,0,0.038599,0.008768,0.093569,0.059975
1,double,uniform,GPU,"Ds | Ds",512,48,0.012128,0,0.03881,0.00944,0.094339,0.060378
1,double,uniform,GPU,"Ds | Ds",512,49,0.012096,0,0.039059,0.00912,0.094569,0.060275
1,double,uniform,GPU,"Ds | Ds",512,50,0.012384,0,0.038389,0.010048,0.095069,0.060821
1,double,uniform,GPU,"Ds | Ds",512,51,0.012896,0,0.03893,0.009152,0.095399,0.060978
1,double,uniform,GPU,"Ds | Ds",512,52,0.013856,0,0.038959,0.009536,0.096409,0.062351
1,double,uniform,GPU,"Ds | Ds",512,53,0.013984,0,0.038879,0.009728,0.097439,0.062591
1,double,uniform,GPU,"Ds | Ds",512,54,0.013632,0,0.038839,0.009056,0.096769,0.061527
1,double,uniform,GPU,"Ds | Ds",512,55,0.014464,0,0.035879,0.011328,0.090849,0.061671
1,double,uniform,GPU,"Ds | Ds",512,56,0.012704,0,0.038899,0.009696,0.094679,0.061299
1,double,uniform,GPU,"Ds | Ds",512,57,0.012896,0,0.038499,0.007616,0.092299,0.059011
1,double,uniform,GPU,"Ds | Ds",512,58,0.014272,0,0.03945,0.009152,0.09605,0.062874
1,double,uniform,GPU,"Ds | Ds",512,59,0.012832,0,0.038629,0.00944,0.094139,0.060901
1,double,uniform,GPU,"Ds | Ds",512,60,0.01296,0,0.03871,0.009152,0.094759,0.060822
1,double,uniform,GPU,"Ds | Ds",512,61,0.013376,0,0.038839,0.009312,0.095759,0.061527
1,double,uniform,GPU,"Ds | Ds",512,62,0.013216,0,0.038739,0.017536,0.104629,0.069491
1,double,uniform,GPU,"Ds | Ds",512,63,0.014336,0,0.039259,0.010624,0.098689,0.064219
1,double,uniform,GPU,"Ds | Ds",512,64,0.012768,0,0.03887,0.009472,0.09583,0.06111
1,double,uniform,GPU,"Ds | Ds",512,65,0.012704,0,0.03897,0.010464,0.095668,0.062138
1,double,uniform,GPU,"Ds | Ds",512,66,0.01344,0,0.039139,0.010208,0.096479,0.062787
1,double,uniform,GPU,"Ds | Ds",512,67,0.013344,0,0.03937,0.007008,0.093949,0.059722
1,double,uniform,GPU,"Ds | Ds",512,68,0.01264,0,0.038479,0.00912,0.093519,0.060239
1,double,uniform,GPU,"Ds | Ds",512,69,0.013856,0,0.038649,0.010528,0.097329,0.063033
1,double,uniform,GPU,"Ds | Ds",512,70,0.01344,0,0.039029,0.0096,0.095499,0.062069
1,double,uniform,GPU,"Ds | Ds",512,71,0.012608,0,0.038959,0.01552,0.100769,0.067087
1,double,uniform,GPU,"Ds | Ds",512,72,0.012128,0,0.03877,0.009536,0.095448,0.060434
1,double,uniform,GPU,"Ds | Ds",512,73,0.01264,0,0.03547,0.009312,0.085649,0.057422
1,double,uniform,GPU,"Ds | Ds",512,74,0.012352,0,0.0386,0.008896,0.092748,0.059848
