dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | P | P",64,0,181.829,0,0.111258,67.6775,249.732,249.618
3,double,uniform,GPU,"P | P | P | P | P | P",64,38,0.014048,0,0.096129,0.022208,0.193298,0.132385
3,double,uniform,GPU,"P | P | P | P | P | P",64,39,0.008384,0,0.094979,0.0216,0.184658,0.124963
3,double,uniform,GPU,"P | P | P | P | P | P",64,40,0.015968,0,0.094919,0.021376,0.192578,0.132263
3,double,uniform,GPU,"P | P | P | P | P | P",64,41,0.014496,0,0.094869,0.02128,0.191568,0.130645
3,double,uniform,GPU,"P | P | P | P | P | P",64,42,0.00912,0,0.094419,0.020224,0.185248,0.123763
3,double,uniform,GPU,"P | P | P | P | P | P",64,43,0.008096,0,0.094919,0.02288,0.186258,0.125895
3,double,uniform,GPU,"P | P | P | P | P | P",64,44,0.01808,0,0.095049,0.023232,0.197648,0.136361
3,double,uniform,GPU,"P | P | P | P | P | P",64,45,0.015808,0,0.095379,0.023168,0.195188,0.134355
3,double,uniform,GPU,"P | P | P | P | P | P",64,46,0.01568,0,0.094859,0.021632,0.192238,0.132171
3,double,uniform,GPU,"P | P | P | P | P | P",64,47,0.014816,0,0.094368,0.023744,0.194138,0.132928
3,double,uniform,GPU,"P | P | P | P | P | P",64,48,0.014176,0,0.094869,0.023264,0.192828,0.132309
3,double,uniform,GPU,"P | P | P | P | P | P",64,49,0.01472,0,0.094689,0.021792,0.191537,0.131201
3,double,uniform,GPU,"P | P | P | P | P | P",64,50,0.016256,0,0.095019,0.024608,0.196678,0.135883
3,double,uniform,GPU,"P | P | P | P | P | P",64,51,0.015072,0,0.09476,0.020576,0.190028,0.130408
3,double,uniform,GPU,"P | P | P | P | P | P",64,52,0.017696,0,0.095019,0.022368,0.195578,0.135083
3,double,uniform,GPU,"P | P | P | P | P | P",64,53,0.014656,0,0.096209,0.023552,0.195058,0.134417
3,double,uniform,GPU,"P | P | P | P | P | P",64,54,0.008992,0,0.094878,0.022048,0.185248,0.125918
3,double,uniform,GPU,"P | P | P | P | P | P",64,55,0.015936,0,0.09487,0.021568,0.192668,0.132374
3,double,uniform,GPU,"P | P | P | P | P | P",64,56,0.017248,0,0.09091,0.026208,0.185188,0.134366
3,double,uniform,GPU,"P | P | P | P | P | P",64,57,0.009216,0,0.095649,0.021984,0.188288,0.126849
3,double,uniform,GPU,"P | P | P | P | P | P",64,58,0.01488,0,0.09488,0.019648,0.190098,0.129408
3,double,uniform,GPU,"P | P | P | P | P | P",64,59,0.01408,0,0.095379,0.021056,0.191328,0.130515
3,double,uniform,GPU,"P | P | P | P | P | P",64,60,0.01504,0,0.095449,0.023136,0.193838,0.133625
3,double,uniform,GPU,"P | P | P | P | P | P",64,61,0.01104,0,0.095029,0.021856,0.187059,0.127925
3,double,uniform,GPU,"P | P | P | P | P | P",64,62,0.014208,0,0.101,0.025024,0.199448,0.140232
3,double,uniform,GPU,"P | P | P | P | P | P",64,63,0.014208,0,0.095809,0.01968,0.191498,0.129697
3,double,uniform,GPU,"P | P | P | P | P | P",64,64,0.014848,0,0.095188,0.021568,0.193288,0.131604
3,double,uniform,GPU,"P | P | P | P | P | P",64,65,0.0152,0,0.094869,0.021568,0.196518,0.131637
3,double,uniform,GPU,"P | P | P | P | P | P",64,66,0.013824,0,0.094789,0.022688,0.192098,0.131301
3,double,uniform,GPU,"P | P | P | P | P | P",64,67,0.009952,0,0.09485,0.019776,0.186698,0.124578
3,double,uniform,GPU,"P | P | P | P | P | P",64,68,0.01456,0,0.099298,0.023552,0.197198,0.13741
3,double,uniform,GPU,"P | P | P | P | P | P",64,69,0.016,0,0.095378,0.022624,0.195858,0.134002
3,double,uniform,GPU,"P | P | P | P | P | P",64,70,0.015648,0,0.095158,0.023616,0.194208,0.134422
3,double,uniform,GPU,"P | P | P | P | P | P",64,71,0.015392,0,0.094649,0.022368,0.191788,0.132409
3,double,uniform,GPU,"P | P | P | P | P | P",64,72,0.014912,0,0.094559,0.022496,0.192298,0.131967
3,double,uniform,GPU,"P | P | P | P | P | P",64,73,0.01392,0,0.094499,0.024064,0.192178,0.132483
3,double,uniform,GPU,"P | P | P | P | P | P",64,74,0.015104,0,0.094559,0.020832,0.191178,0.130495
3,double,uniform,GPU,"P | P | P | P | P | P",128,0,0.036512,0,0.475865,0.100896,0.675053,0.613273
3,double,uniform,GPU,"P | P | P | P | P | P",128,1,0.037792,0,0.477505,0.10112,0.678153,0.616417
3,double,uniform,GPU,"P | P | P | P | P | P",128,2,0.020768,0,0.473364,0.094208,0.649554,0.58834
3,double,uniform,GPU,"P | P | P | P | P | P",128,3,0.019488,0,0.470745,0.095904,0.647123,0.586137
3,double,uniform,GPU,"P | P | P | P | P | P",128,4,0.0184,0,0.471894,0.094656,0.646473,0.58495
3,double,uniform,GPU,"P | P | P | P | P | P",128,5,0.018912,0,0.472616,0.09392,0.645543,0.585448
3,double,uniform,GPU,"P | P | P | P | P | P",128,6,0.022048,0,0.478104,0.094304,0.655533,0.594456
3,double,uniform,GPU,"P | P | P | P | P | P",128,7,0.02208,0,0.473175,0.095744,0.651433,0.590999
3,double,uniform,GPU,"P | P | P | P | P | P",128,8,0.020992,0,0.471406,0.094976,0.648343,0.587374
3,double,uniform,GPU,"P | P | P | P | P | P",128,9,0.019712,0,0.471464,0.09488,0.647223,0.586056
3,double,uniform,GPU,"P | P | P | P | P | P",128,10,0.021472,0,0.471675,0.096768,0.649703,0.589915
3,double,uniform,GPU,"P | P | P | P | P | P",128,11,0.021216,0,0.472236,0.094784,0.649063,0.588236
3,double,uniform,GPU,"P | P | P | P | P | P",128,12,0.021088,0,0.471604,0.095744,0.648963,0.588436
3,double,uniform,GPU,"P | P | P | P | P | P",128,13,0.020608,0,0.470074,0.097536,0.643043,0.588218
3,double,uniform,GPU,"P | P | P | P | P | P",128,14,0.021536,0,0.471665,0.096096,0.650033,0.589297
3,double,uniform,GPU,"P | P | P | P | P | P",128,15,0.021824,0,0.471416,0.093664,0.648233,0.586904
3,double,uniform,GPU,"P | P | P | P | P | P",128,16,0.020544,0,0.473095,0.094528,0.648663,0.588167
3,double,uniform,GPU,"P | P | P | P | P | P",128,17,0.021376,0,0.471786,0.095808,0.649033,0.58897
3,double,uniform,GPU,"P | P | P | P | P | P",128,18,0.021632,0,0.472334,0.095936,0.650113,0.589902
3,double,uniform,GPU,"P | P | P | P | P | P",128,19,0.019392,0,0.470824,0.093472,0.644802,0.583688
3,double,uniform,GPU,"P | P | P | P | P | P",128,20,0.0192,0,0.471905,0.095392,0.648303,0.586497
3,double,uniform,GPU,"P | P | P | P | P | P",128,21,0.02416,0,0.468285,0.097568,0.646273,0.590013
3,double,uniform,GPU,"P | P | P | P | P | P",128,22,0.020576,0,0.471766,0.093408,0.647893,0.58575
3,double,uniform,GPU,"P | P | P | P | P | P",128,23,0.020928,0,0.472455,0.095328,0.648963,0.588711
3,double,uniform,GPU,"P | P | P | P | P | P",128,24,0.021472,0,0.472295,0.095424,0.649153,0.589191
3,double,uniform,GPU,"P | P | P | P | P | P",128,25,0.019712,0,0.470945,0.095424,0.646273,0.586081
3,double,uniform,GPU,"P | P | P | P | P | P",128,26,0.022272,0,0.471604,0.093952,0.648343,0.587828
3,double,uniform,GPU,"P | P | P | P | P | P",128,27,0.021472,0,0.472485,0.096512,0.650793,0.590469
3,double,uniform,GPU,"P | P | P | P | P | P",128,28,0.02208,0,0.472035,0.093792,0.648483,0.587907
3,double,uniform,GPU,"P | P | P | P | P | P",128,29,0.021056,0,0.469566,0.09552,0.645203,0.586142
3,double,uniform,GPU,"P | P | P | P | P | P",128,30,0.02,0,0.470986,0.095328,0.647483,0.586314
3,double,uniform,GPU,"P | P | P | P | P | P",128,31,0.020832,0,0.471784,0.094592,0.648303,0.587208
3,double,uniform,GPU,"P | P | P | P | P | P",128,32,0.023712,0,0.472315,0.094816,0.650443,0.590843
3,double,uniform,GPU,"P | P | P | P | P | P",128,33,0.0216,0,0.471765,0.094752,0.649534,0.588117
3,double,uniform,GPU,"P | P | P | P | P | P",128,34,0.02768,0,0.470555,0.095264,0.653233,0.593499
3,double,uniform,GPU,"P | P | P | P | P | P",128,35,0.020992,0,0.471795,0.096608,0.650033,0.589395
3,double,uniform,GPU,"P | P | P | P | P | P",128,36,0.019776,0,0.472216,0.094144,0.645903,0.586136
3,double,uniform,GPU,"P | P | P | P | P | P",128,37,0.02304,0,0.472075,0.095936,0.650493,0.591051
3,double,uniform,GPU,"P | P | P | P | P | P",128,38,0.02144,0,0.509125,0.095136,0.686853,0.625701
3,double,uniform,GPU,"P | P | P | P | P | P",128,39,0.029376,0,0.469665,0.096576,0.650663,0.595617
3,double,uniform,GPU,"P | P | P | P | P | P",128,40,0.021504,0,0.472796,0.09696,0.652693,0.59126
3,double,uniform,GPU,"P | P | P | P | P | P",128,41,0.019488,0,0.472655,0.095456,0.648533,0.587599
3,double,uniform,GPU,"P | P | P | P | P | P",128,42,0.020288,0,0.472246,0.096256,0.649093,0.58879
3,double,uniform,GPU,"P | P | P | P | P | P",128,43,0.022496,0,0.470945,0.095808,0.650063,0.589249
3,double,uniform,GPU,"P | P | P | P | P | P",128,44,0.02176,0,0.471024,0.094944,0.648002,0.587728
3,double,uniform,GPU,"P | P | P | P | P | P",128,45,0.020544,0,0.472855,0.0968,0.651483,0.590199
3,double,uniform,GPU,"P | P | P | P | P | P",128,46,0.023808,0,0.470635,0.09488,0.649373,0.589323
3,double,uniform,GPU,"P | P | P | P | P | P",128,47,0.020704,0,0.472925,0.093856,0.648173,0.587485
3,double,uniform,GPU,"P | P | P | P | P | P",128,48,0.021696,0,0.472015,0.095616,0.649873,0.589327
3,double,uniform,GPU,"P | P | P | P | P | P",128,49,0.019008,0,0.470145,0.104736,0.648843,0.593889
3,double,uniform,GPU,"P | P | P | P | P | P",128,50,0.021088,0,0.472246,0.095968,0.650513,0.589302
3,double,uniform,GPU,"P | P | P | P | P | P",128,51,0.037184,0,0.475626,0.1008,0.674883,0.61361
3,double,uniform,GPU,"P | P | P | P | P | P",128,52,0.020128,0,0.471434,0.096256,0.648964,0.587818
3,double,uniform,GPU,"P | P | P | P | P | P",128,53,0.02112,0,0.471314,0.095424,0.647684,0.587858
3,double,uniform,GPU,"P | P | P | P | P | P",128,54,0.022656,0,0.466774,0.095872,0.636283,0.585302
3,double,uniform,GPU,"P | P | P | P | P | P",128,55,0.034848,0,0.476406,0.100576,0.671373,0.61183
3,double,uniform,GPU,"P | P | P | P | P | P",128,56,0.02192,0,0.472006,0.095488,0.650893,0.589414
3,double,uniform,GPU,"P | P | P | P | P | P",128,57,0.020768,0,0.471606,0.093888,0.653493,0.586262
3,double,uniform,GPU,"P | P | P | P | P | P",128,58,0.022752,0,0.472275,0.095232,0.651593,0.590259
3,double,uniform,GPU,"P | P | P | P | P | P",128,59,0.01888,0,0.472464,0.09392,0.646584,0.585264
3,double,uniform,GPU,"P | P | P | P | P | P",128,60,0.03488,0,0.474875,0.099136,0.669963,0.608891
3,double,uniform,GPU,"P | P | P | P | P | P",128,61,0.040256,0,0.476325,0.1008,0.677693,0.617381
3,double,uniform,GPU,"P | P | P | P | P | P",128,62,0.019488,0,0.472335,0.095392,0.647924,0.587215
3,double,uniform,GPU,"P | P | P | P | P | P",128,63,0.024224,0,0.473734,0.097088,0.657523,0.595046
3,double,uniform,GPU,"P | P | P | P | P | P",128,64,0.019936,0,0.471375,0.09712,0.649023,0.588431
3,double,uniform,GPU,"P | P | P | P | P | P",128,65,0.019104,0,0.471464,0.096544,0.652353,0.587112
3,double,uniform,GPU,"P | P | P | P | P | P",128,66,0.02176,0,0.470974,0.09616,0.647943,0.588894
3,double,uniform,GPU,"P | P | P | P | P | P",128,67,0.023968,0,0.469635,0.09728,0.644213,0.590883
3,double,uniform,GPU,"P | P | P | P | P | P",128,68,0.021792,0,0.471894,0.097152,0.651253,0.590838
3,double,uniform,GPU,"P | P | P | P | P | P",128,69,0.0208,0,0.471736,0.094688,0.647703,0.587224
3,double,uniform,GPU,"P | P | P | P | P | P",128,70,0.022592,0,0.472295,0.095808,0.649633,0.590695
3,double,uniform,GPU,"P | P | P | P | P | P",128,71,0.021376,0,0.472244,0.094624,0.649533,0.588244
3,double,uniform,GPU,"P | P | P | P | P | P",128,72,0.019136,0,0.471844,0.095424,0.645703,0.586404
3,double,uniform,GPU,"P | P | P | P | P | P",128,73,0.036416,0,0.476565,0.104672,0.686003,0.617653
3,double,uniform,GPU,"P | P | P | P | P | P",128,74,0.022272,0,0.471714,0.094464,0.648883,0.58845
3,double,uniform,GPU,"P | P | P | P | P | P",192,0,0.086048,0,1.66311,0.337024,2.14972,2.08618
3,double,uniform,GPU,"P | P | P | P | P | P",192,1,0.108768,0,1.6635,0.339552,2.17829,2.11182
3,double,uniform,GPU,"P | P | P | P | P | P",192,2,0.111712,0,1.66103,0.336608,2.1723,2.10935
3,double,uniform,GPU,"P | P | P | P | P | P",192,3,0.117824,0,1.66291,0.338432,2.18283,2.11917
3,double,uniform,GPU,"P | P | P | P | P | P",192,4,0.107264,0,1.6628,0.337536,2.1692,2.1076
3,double,uniform,GPU,"P | P | P | P | P | P",192,5,0.11424,0,1.66151,0.336928,2.17537,2.11268
3,double,uniform,GPU,"P | P | P | P | P | P",192,6,0.106752,0,1.66169,0.334496,2.16718,2.10294
3,double,uniform,GPU,"P | P | P | P | P | P",192,7,0.108128,0,1.66155,0.337472,2.16884,2.10715
3,double,uniform,GPU,"P | P | P | P | P | P",192,8,0.106752,0,1.66938,0.338368,2.18036,2.1145
3,double,uniform,GPU,"P | P | P | P | P | P",192,9,0.112256,0,1.66118,0.334752,2.16772,2.10819
3,double,uniform,GPU,"P | P | P | P | P | P",192,10,0.109184,0,1.66074,0.334464,2.16741,2.10439
3,double,uniform,GPU,"P | P | P | P | P | P",192,11,0.108288,0,1.66656,0.339136,2.17893,2.11399
3,double,uniform,GPU,"P | P | P | P | P | P",192,12,0.1216,0,1.66399,0.336512,2.18546,2.1221
3,double,uniform,GPU,"P | P | P | P | P | P",192,13,0.118272,0,1.66295,0.33744,2.18326,2.11866
3,double,uniform,GPU,"P | P | P | P | P | P",192,14,0.115264,0,1.66706,0.338496,2.18392,2.12082
3,double,uniform,GPU,"P | P | P | P | P | P",192,15,0.109024,0,1.66661,0.336384,2.17429,2.11202
3,double,uniform,GPU,"P | P | P | P | P | P",192,16,0.115264,0,1.66186,0.334144,2.17356,2.11127
3,double,uniform,GPU,"P | P | P | P | P | P",192,17,0.1088,0,1.66153,0.33408,2.16648,2.10441
3,double,uniform,GPU,"P | P | P | P | P | P",192,18,0.110112,0,1.66286,0.336128,2.17158,2.1091
3,double,uniform,GPU,"P | P | P | P | P | P",192,19,0.115968,0,1.66213,0.336512,2.17471,2.11461
3,double,uniform,GPU,"P | P | P | P | P | P",192,20,0.114752,0,1.66179,0.332192,2.17173,2.10874
3,double,uniform,GPU,"P | P | P | P | P | P",192,21,0.12592,0,1.66788,0.338368,2.19545,2.13217
3,double,uniform,GPU,"P | P | P | P | P | P",192,22,0.110208,0,1.66216,0.335776,2.17248,2.10815
3,double,uniform,GPU,"P | P | P | P | P | P",192,23,0.11008,0,1.66102,0.334112,2.1659,2.10521
3,double,uniform,GPU,"P | P | P | P | P | P",192,24,0.110112,0,1.66259,0.337984,2.17545,2.11069
3,double,uniform,GPU,"P | P | P | P | P | P",192,25,0.108832,0,1.6613,0.335072,2.16817,2.10521
3,double,uniform,GPU,"P | P | P | P | P | P",192,26,0.111488,0,1.66235,0.335552,2.17517,2.10939
3,double,uniform,GPU,"P | P | P | P | P | P",192,27,0.108448,0,1.66065,0.33728,2.17147,2.10638
3,double,uniform,GPU,"P | P | P | P | P | P",192,28,0.121632,0,1.66291,0.33632,2.18438,2.12086
3,double,uniform,GPU,"P | P | P | P | P | P",192,29,0.110624,0,1.66102,0.340352,2.17494,2.112
3,double,uniform,GPU,"P | P | P | P | P | P",192,30,0.112448,0,1.66242,0.337472,2.17518,2.11234
3,double,uniform,GPU,"P | P | P | P | P | P",192,31,0.114112,0,1.66328,0.33296,2.17524,2.11035
3,double,uniform,GPU,"P | P | P | P | P | P",192,32,0.1104,0,1.66147,0.334816,2.18535,2.10669
3,double,uniform,GPU,"P | P | P | P | P | P",192,33,0.110144,0,1.66141,0.334976,2.16909,2.10653
3,double,uniform,GPU,"P | P | P | P | P | P",192,34,0.111072,0,1.66145,0.337184,2.20392,2.10971
3,double,uniform,GPU,"P | P | P | P | P | P",192,35,0.105696,0,1.66241,0.337056,2.16913,2.10517
3,double,uniform,GPU,"P | P | P | P | P | P",192,36,0.114048,0,1.65927,0.334752,2.16894,2.10807
3,double,uniform,GPU,"P | P | P | P | P | P",192,37,0.107712,0,1.66108,0.334976,2.1679,2.10377
3,double,uniform,GPU,"P | P | P | P | P | P",192,38,0.112448,0,1.66198,0.338176,2.17576,2.11261
3,double,uniform,GPU,"P | P | P | P | P | P",192,39,0.111232,0,1.66301,0.339552,2.18013,2.1138
3,double,uniform,GPU,"P | P | P | P | P | P",192,40,0.111616,0,1.66131,0.335104,2.17138,2.10803
3,double,uniform,GPU,"P | P | P | P | P | P",192,41,0.105696,0,1.67288,0.338592,2.18154,2.11717
3,double,uniform,GPU,"P | P | P | P | P | P",192,42,0.110624,0,1.66199,0.336544,2.17106,2.10916
3,double,uniform,GPU,"P | P | P | P | P | P",192,43,0.121216,0,1.66909,0.336288,2.18986,2.1266
3,double,uniform,GPU,"P | P | P | P | P | P",192,44,0.109728,0,1.66151,0.333856,2.16782,2.1051
3,double,uniform,GPU,"P | P | P | P | P | P",192,45,0.107616,0,1.66154,0.336864,2.17003,2.10602
3,double,uniform,GPU,"P | P | P | P | P | P",192,46,0.109504,0,1.66269,0.339904,2.1735,2.1121
3,double,uniform,GPU,"P | P | P | P | P | P",192,47,0.112032,0,1.66147,0.334624,2.16698,2.10813
3,double,uniform,GPU,"P | P | P | P | P | P",192,48,0.109568,0,1.66176,0.336384,2.17096,2.10771
3,double,uniform,GPU,"P | P | P | P | P | P",192,49,0.111104,0,1.66214,0.337568,2.17422,2.11081
3,double,uniform,GPU,"P | P | P | P | P | P",192,50,0.111904,0,1.66149,0.336992,2.17991,2.11039
3,double,uniform,GPU,"P | P | P | P | P | P",192,51,0.111168,0,1.66163,0.336384,2.17165,2.10918
3,double,uniform,GPU,"P | P | P | P | P | P",192,52,0.109408,0,1.66278,0.336512,2.17322,2.1087
3,double,uniform,GPU,"P | P | P | P | P | P",192,53,0.109984,0,1.66346,0.335808,2.172,2.10926
3,double,uniform,GPU,"P | P | P | P | P | P",192,54,0.10528,0,1.66125,0.33632,2.16892,2.10285
3,double,uniform,GPU,"P | P | P | P | P | P",192,55,0.107808,0,1.65941,0.332672,2.16308,2.09989
3,double,uniform,GPU,"P | P | P | P | P | P",192,56,0.106496,0,1.66105,0.334176,2.16519,2.10172
3,double,uniform,GPU,"P | P | P | P | P | P",192,57,0.109536,0,1.66803,0.341152,2.18287,2.11872
3,double,uniform,GPU,"P | P | P | P | P | P",192,58,0.111488,0,1.66192,0.340992,2.17871,2.1144
3,double,uniform,GPU,"P | P | P | P | P | P",192,59,0.122592,0,1.66362,0.336032,2.18744,2.12225
3,double,uniform,GPU,"P | P | P | P | P | P",192,60,0.109312,0,1.66211,0.3352,2.1699,2.10662
3,double,uniform,GPU,"P | P | P | P | P | P",192,61,0.107296,0,1.66376,0.3376,2.17495,2.10866
3,double,uniform,GPU,"P | P | P | P | P | P",192,62,0.109792,0,1.66195,0.3336,2.16915,2.10534
3,double,uniform,GPU,"P | P | P | P | P | P",192,63,0.108544,0,1.66831,0.342432,2.17917,2.11929
3,double,uniform,GPU,"P | P | P | P | P | P",192,64,0.109376,0,1.66309,0.337408,2.17197,2.10988
3,double,uniform,GPU,"P | P | P | P | P | P",192,65,0.123168,0,1.66381,0.337632,2.18944,2.12461
3,double,uniform,GPU,"P | P | P | P | P | P",192,66,0.11056,0,1.66405,0.338944,2.17794,2.11356
3,double,uniform,GPU,"P | P | P | P | P | P",192,67,0.11088,0,1.66127,0.3376,2.17333,2.10975
3,double,uniform,GPU,"P | P | P | P | P | P",192,68,0.109216,0,1.66479,0.338528,2.18007,2.11254
3,double,uniform,GPU,"P | P | P | P | P | P",192,69,0.107232,0,1.66191,0.331776,2.16453,2.10092
3,double,uniform,GPU,"P | P | P | P | P | P",192,70,0.109824,0,1.65964,0.337344,2.16921,2.10681
3,double,uniform,GPU,"P | P | P | P | P | P",192,71,0.105504,0,1.66058,0.332192,2.16169,2.09828
3,double,uniform,GPU,"P | P | P | P | P | P",192,72,0.10832,0,1.66228,0.33296,2.16822,2.10356
3,double,uniform,GPU,"P | P | P | P | P | P",192,73,0.105824,0,1.65833,0.336448,2.16412,2.1006
3,double,uniform,GPU,"P | P | P | P | P | P",192,74,0.107776,0,1.66003,0.336896,2.16352,2.1047
3,double,uniform,GPU,"P | P | P | P | P | P",256,0,0.380928,0,4.45377,0.928704,5.83443,5.7634
3,double,uniform,GPU,"P | P | P | P | P | P",256,1,0.370112,0,4.453,0.929856,5.81917,5.75297
3,double,uniform,GPU,"P | P | P | P | P | P",256,2,0.377632,0,4.46353,0.929696,5.84508,5.77086
3,double,uniform,GPU,"P | P | P | P | P | P",256,3,0.38032,0,4.45878,0.932736,5.84922,5.77184
3,double,uniform,GPU,"P | P | P | P | P | P",256,4,0.371552,0,4.45314,0.925344,5.81548,5.75004
3,double,uniform,GPU,"P | P | P | P | P | P",256,5,0.374208,0,4.46381,0.923136,5.82879,5.76116
3,double,uniform,GPU,"P | P | P | P | P | P",256,6,0.372128,0,4.44979,0.928928,5.81626,5.75085
3,double,uniform,GPU,"P | P | P | P | P | P",256,7,0.368864,0,4.45188,0.926144,5.81428,5.74689
3,double,uniform,GPU,"P | P | P | P | P | P",256,8,0.369824,0,4.45327,0.925344,5.82122,5.74844
3,double,uniform,GPU,"P | P | P | P | P | P",256,9,0.368288,0,4.45185,0.928576,5.81399,5.74872
3,double,uniform,GPU,"P | P | P | P | P | P",256,10,0.371456,0,4.45102,0.929344,5.81625,5.75182
3,double,uniform,GPU,"P | P | P | P | P | P",256,11,0.368448,0,4.46614,0.925408,5.82542,5.76
3,double,uniform,GPU,"P | P | P | P | P | P",256,12,0.368864,0,4.44925,0.927168,5.81116,5.74529
3,double,uniform,GPU,"P | P | P | P | P | P",256,13,0.367776,0,4.45348,0.931072,5.81816,5.75233
3,double,uniform,GPU,"P | P | P | P | P | P",256,14,0.371968,0,4.4663,0.934432,5.8365,5.7727
3,double,uniform,GPU,"P | P | P | P | P | P",256,15,0.369152,0,4.44974,0.925984,5.80977,5.74488
3,double,uniform,GPU,"P | P | P | P | P | P",256,16,0.376192,0,4.50273,0.931456,5.88634,5.81038
3,double,uniform,GPU,"P | P | P | P | P | P",256,17,0.370656,0,4.45188,0.922432,5.81057,5.74497
3,double,uniform,GPU,"P | P | P | P | P | P",256,18,0.373824,0,4.479,0.925696,5.84223,5.77852
3,double,uniform,GPU,"P | P | P | P | P | P",256,19,0.369344,0,4.45099,0.928512,5.83966,5.74885
3,double,uniform,GPU,"P | P | P | P | P | P",256,20,0.378752,0,4.45339,0.926688,5.82588,5.75883
