dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",64,0,0.081344,0.00327,0.060819,73.6681,273.713,73.8135
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",64,58,0.019232,0.001651,0.02366,0.048288,0.190718,0.092831
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",64,59,0.011712,0.00158,0.023859,0.046944,0.181188,0.084095
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",64,60,0.020224,0.00184,0.02363,0.047456,0.191968,0.09315
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",64,61,0.019456,0.00175,0.023999,0.046368,0.192488,0.091573
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",64,62,0.019264,0.001531,0.023679,0.046816,0.189558,0.09129
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",64,63,0.012864,0.001622,0.023849,0.047968,0.185038,0.086303
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",64,64,0.02176,0.00165,0.02428,0.04752,0.198687,0.09521
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",64,65,0.021376,0.00154,0.024299,0.047968,0.192748,0.095183
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",64,66,0.020064,0.001661,0.02364,0.048736,0.192418,0.094101
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",64,67,0.019616,0.00185,0.02403,0.046912,0.190467,0.092408
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",64,68,0.019616,0.001571,0.023519,0.047456,0.191118,0.092162
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",64,69,0.021056,0.00156,0.024459,0.048576,0.194828,0.095651
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",64,70,0.019392,0.00153,0.023389,0.046752,0.187168,0.091063
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",64,71,0.01952,0.00148,0.02007,0.04832,0.179258,0.08939
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",64,72,0.017824,0.00153,0.02392,0.04672,0.187868,0.089994
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",64,73,0.020352,0.00158,0.02391,0.046848,0.198047,0.09269
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",64,74,0.01184,0.00176,0.02415,0.047392,0.183738,0.085142
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,0,0.037664,0.00205,0.05043,0.09296,0.319147,0.183104
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,1,0.026144,0.001739,0.046178,0.0872,0.295326,0.161261
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,2,0.028032,0.001799,0.046189,0.086592,0.295887,0.162612
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,3,0.026976,0.001731,0.046319,0.086912,0.295676,0.161938
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,4,0.026784,0.00165,0.04681,0.085312,0.415316,0.160556
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,5,0.027008,0.001678,0.046849,0.086976,0.297157,0.162511
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,6,0.034144,0.00189,0.04648,0.086624,0.303377,0.169138
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,7,0.026272,0.001681,0.046068,0.085952,0.292856,0.159973
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,8,0.033696,0.00171,0.04655,0.085984,0.301607,0.16794
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,9,0.02576,0.00168,0.04669,0.086272,0.294027,0.160402
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,10,0.03632,0.00166,0.04618,0.086848,0.304236,0.171008
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,11,0.027872,0.00158,0.04616,0.086176,0.294647,0.161788
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,12,0.025536,0.00178,0.04659,0.085792,0.293517,0.159698
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,13,0.028384,0.00162,0.04639,0.08496,0.295537,0.161354
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,14,0.026496,0.00171,0.04575,0.086784,0.294197,0.16074
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,15,0.027648,0.00165,0.0427,0.088,0.284887,0.159998
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,16,0.025536,0.001681,0.0459,0.08672,0.293357,0.159837
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,17,0.026912,0.00165,0.04614,0.086112,0.304406,0.160814
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,18,0.027008,0.00181,0.04567,0.086912,0.295637,0.1614
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,19,0.029824,0.00177,0.04646,0.085856,0.297987,0.16391
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,20,0.028416,0.001599,0.04299,0.086624,0.286327,0.159629
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,21,0.026816,0.001651,0.046639,0.08656,0.296197,0.161666
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,22,0.027552,0.00179,0.048009,0.085792,0.296707,0.163143
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,23,0.027584,0.001721,0.04679,0.087136,0.296827,0.163231
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,24,0.033984,0.00162,0.04554,0.085536,0.307857,0.16668
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,25,0.02704,0.00167,0.04607,0.086624,0.295077,0.161404
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,26,0.027936,0.00181,0.04589,0.086944,0.296107,0.16258
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,27,0.033856,0.00164,0.046978,0.08528,0.303376,0.167754
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,28,0.025696,0.001619,0.046659,0.086304,0.293686,0.160278
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,29,0.026272,0.001681,0.0464,0.08672,0.294626,0.161073
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,30,0.026144,0.001671,0.046089,0.085824,0.293267,0.159728
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,31,0.026336,0.001861,0.046628,0.086112,0.294356,0.160937
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,32,0.026048,0.0016,0.04573,0.084608,0.292717,0.157986
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,33,0.026784,0.00165,0.04582,0.086048,0.294747,0.160302
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,34,0.027328,0.00171,0.04606,0.087968,0.297346,0.163066
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,35,0.027872,0.00181,0.04631,0.085536,0.297756,0.161528
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,36,0.041216,0.002171,0.051749,0.093696,0.324887,0.188832
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,37,0.026912,0.00193,0.04655,0.0864,0.296027,0.161792
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,38,0.026784,0.00173,0.04594,0.085824,0.293706,0.160278
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,39,0.026976,0.00174,0.045899,0.085632,0.295057,0.160247
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,40,0.026752,0.00203,0.04677,0.08672,0.295786,0.162272
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,41,0.025984,0.00179,0.046229,0.086816,0.293856,0.160819
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,42,0.026656,0.001731,0.046959,0.085952,0.294436,0.161298
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,43,0.033472,0.00185,0.047288,0.085664,0.303157,0.168274
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,44,0.026592,0.00178,0.04596,0.086752,0.294497,0.161084
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,45,0.027744,0.00174,0.04649,0.085856,0.296527,0.16183
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,46,0.02736,0.00189,0.046028,0.086848,0.295217,0.162126
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,47,0.03664,0.0022,0.056259,0.093248,0.322366,0.188347
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,48,0.033408,0.001849,0.046889,0.08576,0.301337,0.167906
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,49,0.028,0.00182,0.04623,0.086368,0.297187,0.162418
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,50,0.041216,0.002049,0.051409,0.094368,0.324716,0.189042
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,51,0.028448,0.001631,0.04503,0.087136,0.292186,0.162245
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,52,0.027136,0.001959,0.04655,0.08768,0.296016,0.163325
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,53,0.027808,0.00182,0.04659,0.086272,0.296607,0.16249
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,54,0.027616,0.00175,0.04547,0.085696,0.293367,0.160532
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,55,0.026656,0.00169,0.046149,0.086976,0.293997,0.161471
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,56,0.027072,0.001909,0.046249,0.085696,0.324596,0.160926
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,57,0.026624,0.00175,0.0463,0.086304,0.295627,0.160978
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,58,0.026496,0.00247,0.046619,0.086688,0.295456,0.162273
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,59,0.027168,0.001871,0.043258,0.088384,0.286017,0.160681
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,60,0.0968,0.001901,0.046299,0.087168,0.364766,0.232168
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,61,0.025856,0.00164,0.046619,0.086496,0.293996,0.160611
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,62,0.026304,0.001771,0.04628,0.086048,0.293987,0.160403
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,63,0.027296,0.0016,0.04649,0.086496,0.294827,0.161882
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,64,0.028096,0.0018,0.041878,0.086208,0.355146,0.157982
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,65,0.027456,0.001599,0.046009,0.085408,0.292817,0.160472
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,66,0.032768,0.00166,0.04656,0.08608,0.300517,0.167068
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,67,0.027264,0.00164,0.045849,0.085824,0.293746,0.160577
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,68,0.028448,0.001811,0.047208,0.086272,0.298686,0.163739
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,69,0.033632,0.00167,0.04548,0.08608,0.300577,0.166862
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,70,0.02608,0.00161,0.051629,0.087488,0.301286,0.166807
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,71,0.02576,0.001838,0.046259,0.086368,0.293726,0.160225
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,72,0.027008,0.001761,0.046029,0.08624,0.294687,0.161038
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,73,0.026432,0.00175,0.04662,0.086752,0.294607,0.161554
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",128,74,0.025728,0.00163,0.046288,0.086304,0.293837,0.15995
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,0,0.0656,0.002129,0.106728,0.133984,0.484135,0.308441
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,1,0.071776,0.00203,0.102999,0.135232,0.483975,0.312037
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,2,0.070624,0.00211,0.106979,0.135904,0.491964,0.315617
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,3,0.055968,0.00195,0.103769,0.131744,0.469854,0.293431
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,4,0.070656,0.00215,0.105938,0.134432,0.497304,0.313176
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,5,0.057504,0.00181,0.103828,0.131392,0.470035,0.294534
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,6,0.068672,0.00198,0.105648,0.132736,0.486195,0.309036
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,7,0.070912,0.00208,0.10614,0.134816,0.492455,0.313948
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,8,0.057952,0.001909,0.104268,0.13008,0.470325,0.294209
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,9,0.07024,0.002019,0.10615,0.13648,0.491625,0.314889
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,10,0.056448,0.002281,0.108709,0.133088,0.478324,0.300526
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,11,0.06016,0.00208,0.10481,0.1304,0.475605,0.29745
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,12,0.054848,0.002069,0.10225,0.131552,0.463835,0.290719
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,13,0.066336,0.00211,0.10631,0.133824,0.485845,0.30858
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,14,0.054784,0.001811,0.103618,0.130048,0.465285,0.290261
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,15,0.05648,0.001779,0.103748,0.130368,0.471915,0.292375
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,16,0.05952,0.00202,0.113679,0.130368,0.483055,0.305587
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,17,0.056384,0.00179,0.10325,0.130112,0.473744,0.291536
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,18,0.072576,0.00207,0.107018,0.137056,0.529014,0.31872
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,19,0.057536,0.00213,0.10352,0.13072,0.480185,0.293906
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,20,0.073344,0.00205,0.105838,0.13424,0.491975,0.315472
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,21,0.05952,0.00178,0.104828,0.13248,0.479384,0.298608
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,22,0.059072,0.00217,0.10478,0.12976,0.471385,0.295782
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,23,0.057312,0.001891,0.104168,0.131168,0.472735,0.294539
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,24,0.05552,0.001779,0.102728,0.12944,0.465695,0.289467
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,25,0.072384,0.002,0.105909,0.134144,0.491345,0.314437
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,26,0.066432,0.002,0.10549,0.134272,0.485405,0.308194
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,27,0.06928,0.00199,0.106629,0.134432,0.494624,0.312331
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,28,0.062144,0.002,0.105138,0.13184,0.478285,0.301122
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,29,0.057088,0.002009,0.104568,0.132064,0.472595,0.295729
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,30,0.054784,0.002039,0.103159,0.130112,0.466565,0.290094
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,31,0.064576,0.00224,0.10548,0.13424,0.488694,0.306536
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,32,0.055488,0.00189,0.104158,0.132192,0.470115,0.293728
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,33,0.075072,0.00224,0.106428,0.135168,0.496294,0.318908
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,34,0.06704,0.00222,0.105828,0.13216,0.488964,0.307248
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,35,0.053792,0.001949,0.103688,0.137376,0.472045,0.296805
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,36,0.064832,0.00214,0.10298,0.133664,0.471894,0.303616
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,37,0.05536,0.00182,0.103388,0.132384,0.469005,0.292952
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,38,0.062176,0.00201,0.10538,0.132672,0.477875,0.302238
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,39,0.059456,0.002259,0.104588,0.131328,0.479575,0.297631
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,40,0.071168,0.001989,0.105669,0.132608,0.487094,0.311434
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,41,0.054464,0.00195,0.104419,0.1304,0.467655,0.291233
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,42,0.05632,0.001751,0.102658,0.128704,0.465525,0.289433
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,43,0.054176,0.00203,0.103288,0.130272,0.472235,0.289766
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,44,0.066784,0.001969,0.105029,0.132448,0.482314,0.30623
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,45,0.069984,0.00218,0.120299,0.133792,0.493665,0.326255
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,46,0.056896,0.00177,0.10247,0.131424,0.469204,0.29256
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,47,0.069344,0.002019,0.10581,0.133696,0.488255,0.310869
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,48,0.054656,0.00199,0.103678,0.130272,0.468255,0.290596
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,49,0.071328,0.002051,0.106259,0.136736,0.492535,0.316374
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,50,0.058496,0.00218,0.103468,0.131264,0.472295,0.295408
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,51,0.072576,0.00211,0.106228,0.135904,0.496154,0.316818
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,52,0.07344,0.00216,0.10688,0.133888,0.494384,0.316368
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,53,0.068224,0.00198,0.105408,0.132896,0.484974,0.308508
3,float,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",192,54,0.068672,0.001991,0.105219,0.1352,0.487865,0.311082
