dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",64,0,0.074336,0.00308,0.087859,212.205,212.484,212.371
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",128,57,0.02688,0.00852,0.071439,0.030528,0.189688,0.137367
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",128,58,0.026272,0.00163,0.07995,0.030688,0.205148,0.13854
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",128,59,0.0288,0.00164,0.083769,0.030208,0.204718,0.144417
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",128,60,0.026112,0.00154,0.080259,0.030432,0.199168,0.138343
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",128,61,0.02736,0.001581,0.079568,0.029568,0.202248,0.138077
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",128,62,0.02704,0.001549,0.078659,0.031424,0.198848,0.138672
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",128,63,0.03712,0.00156,0.079799,0.030624,0.209217,0.149103
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",128,64,0.02672,0.001771,0.07982,0.035488,0.204308,0.143799
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",128,65,0.026912,0.00157,0.08028,0.030464,0.200218,0.139226
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",128,66,0.027456,0.001511,0.079459,0.030784,0.200528,0.13921
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",128,67,0.026816,0.00156,0.07274,0.031744,0.185387,0.13286
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",128,68,0.026208,0.0016,0.078719,0.029792,0.196658,0.136319
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",128,69,0.026048,0.00149,0.07837,0.028832,0.194927,0.13474
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",128,70,0.028288,0.00155,0.07496,0.031104,0.191327,0.135902
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",128,71,0.026528,0.00156,0.079609,0.031264,0.199707,0.138961
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",128,72,0.02608,0.001559,0.07888,0.030624,0.198408,0.137143
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",128,73,0.027232,0.00157,0.207197,0.029952,0.327777,0.265951
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",128,74,0.027616,0.00158,0.07979,0.031136,0.201137,0.140122
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,0,0.066016,0.001899,0.169258,0.082144,0.384426,0.319317
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,1,0.07152,0.001891,0.17267,0.08928,0.399485,0.335361
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,2,0.052896,0.00169,0.165298,0.085728,0.369116,0.305612
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,3,0.052032,0.001759,0.16248,0.085056,0.362447,0.301327
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,4,0.053984,0.001651,0.165739,0.08496,0.370536,0.306334
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,5,0.068384,0.001979,0.172576,0.089568,0.396716,0.332507
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,6,0.056256,0.001891,0.167228,0.087232,0.376556,0.312607
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,7,0.067296,0.001971,0.172308,0.091904,0.397846,0.333479
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,8,0.068704,0.00194,0.172627,0.087744,0.395046,0.331015
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,9,0.068352,0.00192,0.17095,0.089216,0.395015,0.330438
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,10,0.058016,0.001879,0.167658,0.0856,0.377856,0.313153
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,11,0.053856,0.001799,0.164766,0.094176,0.379326,0.314597
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,12,0.05168,0.00198,0.16757,0.084128,0.368675,0.305358
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,13,0.057568,0.00167,0.18637,0.083488,0.393446,0.329096
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,14,0.052832,0.00184,0.16182,0.085408,0.363627,0.3019
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,15,0.051872,0.00166,0.164229,0.084192,0.367407,0.301953
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,16,0.051136,0.00176,0.163848,0.08272,0.362765,0.299464
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,17,0.069216,0.00196,0.17302,0.091808,0.400846,0.336004
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,18,0.053152,0.001609,0.166746,0.085728,0.371346,0.307235
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,19,0.053248,0.00168,0.166659,0.084352,0.370496,0.305939
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,20,0.059552,0.001599,0.167427,0.087968,0.378906,0.316546
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,21,0.073248,0.001931,0.172169,0.088832,0.400166,0.33618
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,22,0.05424,0.001669,0.166737,0.085792,0.373025,0.308438
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,23,0.069632,0.001999,0.170659,0.094816,0.401195,0.337106
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,24,0.059648,0.0018,0.170227,0.090048,0.385736,0.321723
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,25,0.063872,0.001879,0.170088,0.087424,0.385865,0.323263
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,26,0.055616,0.00165,0.16596,0.084512,0.372266,0.307738
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,27,0.05184,0.00162,0.16484,0.085024,0.367386,0.303324
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,28,0.06032,0.00179,0.16892,0.088224,0.381935,0.319254
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,29,0.053536,0.001528,0.16066,0.08864,0.403576,0.304364
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,30,0.07312,0.002039,0.171107,0.089984,0.400245,0.33625
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,31,0.070752,0.001961,0.170547,0.09216,0.399916,0.33542
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,32,0.0568,0.001831,0.167017,0.085536,0.374936,0.311184
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,33,0.06848,0.001919,0.170729,0.09216,0.397785,0.333288
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,34,0.055168,0.001729,0.167027,0.084672,0.373856,0.308596
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,35,0.051008,0.0016,0.165437,0.0848,0.366006,0.302845
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,36,0.072,0.00203,0.173288,0.088352,0.400345,0.33567
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,37,0.070208,0.00203,0.17337,0.088384,0.398515,0.333992
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,38,0.06272,0.00176,0.170706,0.088448,0.389396,0.323634
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,39,0.05344,0.00166,0.164547,0.084096,0.367696,0.303743
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,40,0.05552,0.001629,0.166429,0.08512,0.373616,0.308698
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,41,0.072256,0.0019,0.171867,0.090304,0.401575,0.336327
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,42,0.062656,0.001888,0.170319,0.091168,0.389886,0.326031
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,43,0.066112,0.001949,0.169629,0.093536,0.395556,0.331226
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,44,0.05328,0.00165,0.165628,0.086688,0.370796,0.307246
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,45,0.059104,0.001801,0.168209,0.086112,0.378175,0.315226
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,46,0.051552,0.00162,0.166167,0.08528,0.368046,0.304619
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,47,0.053536,0.00157,0.164747,0.083168,0.366336,0.303021
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,48,0.067168,0.00196,0.17332,0.090528,0.398205,0.332976
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,49,0.056832,0.00178,0.16612,0.086784,0.375616,0.311516
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,50,0.058624,0.00185,0.167556,0.087552,0.380556,0.315582
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,51,0.062304,0.00187,0.171677,0.08736,0.386986,0.323211
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,52,0.068832,0.00193,0.17136,0.092512,0.399236,0.334634
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,53,0.054912,0.001651,0.166597,0.08656,0.373596,0.30972
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,54,0.07088,0.002089,0.172598,0.089632,0.401286,0.335199
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,55,0.060672,0.00187,0.16876,0.08784,0.384896,0.319142
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,56,0.054304,0.00167,0.166248,0.087232,0.379896,0.309454
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,57,0.058528,0.001511,0.167459,0.089664,0.382746,0.317162
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,58,0.053408,0.00183,0.163439,0.088928,0.365356,0.307605
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,59,0.059808,0.001779,0.169178,0.089184,0.415196,0.319949
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,60,0.054144,0.00171,0.165426,0.084512,0.371196,0.305792
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,61,0.052256,0.00176,0.167267,0.084416,0.370366,0.305699
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,62,0.058528,0.002139,0.169269,0.086464,0.381506,0.3164
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,63,0.054496,0.00182,0.165919,0.085024,0.370216,0.307259
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,64,0.052672,0.0018,0.165826,0.084192,0.368506,0.30449
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,65,0.053504,0.001531,0.164109,0.083712,0.368686,0.302856
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,66,0.053152,0.001641,0.162038,0.08544,0.364696,0.302271
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",192,67,0.068096,0.001941,0.171267,0.088352,0.394196,0.329656
