dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,0,0.076064,0.00312,0.088179,211.392,211.667,211.559
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,20,0.019936,0.00132,0.04387,0.015584,0.143508,0.08071
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,21,0.018016,0.001311,0.043679,0.01392,0.139689,0.076926
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,22,0.019872,0.00134,0.04325,0.012096,0.141088,0.076558
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,23,0.0216,0.00145,0.043939,0.013152,0.143148,0.080141
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,24,0.02048,0.00133,0.03629,0.015488,0.125908,0.073588
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,25,0.01744,0.00128,0.043149,0.012384,0.138048,0.074253
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,26,0.011904,0.001361,0.043571,0.01312,0.132199,0.069956
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,27,0.019104,0.00135,0.043609,0.013568,0.139618,0.077631
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,28,0.019136,0.001311,0.04333,0.013312,0.138518,0.077089
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,29,0.018784,0.0014,0.04334,0.013696,0.140498,0.07722
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,30,0.020096,0.001418,0.043379,0.011904,0.140368,0.076797
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,31,0.012064,0.001291,0.043921,0.0152,0.134579,0.072476
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,32,0.018976,0.001279,0.044109,0.014528,0.140389,0.078892
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,33,0.018976,0.001291,0.042929,0.01328,0.139328,0.076476
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,34,0.013472,0.00125,0.043839,0.01216,0.132948,0.070721
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,35,0.018848,0.00135,0.04701,0.01232,0.142608,0.079528
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,36,0.02,0.00129,0.04391,0.014368,0.142189,0.079568
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,37,0.01232,0.00136,0.04352,0.013568,0.131438,0.070768
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,38,0.013728,0.00129,0.04314,0.013312,0.134018,0.07147
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,39,0.013216,0.00136,0.05179,0.015552,0.145898,0.081918
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,40,0.02096,0.00137,0.043259,0.016864,0.145118,0.082453
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,41,0.02096,0.001521,0.04414,0.012672,0.143019,0.079293
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,42,0.01776,0.001349,0.03833,0.017664,0.128429,0.075103
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,43,0.020512,0.00136,0.042929,0.011872,0.136808,0.076673
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,44,0.019808,0.00127,0.043179,0.01344,0.140278,0.077697
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,45,0.020192,0.00129,0.04303,0.012096,0.139948,0.076608
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,46,0.02064,0.001381,0.043239,0.01344,0.142038,0.0787
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,47,0.018976,0.00133,0.042719,0.013056,0.138969,0.076081
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,48,0.019072,0.001289,0.042881,0.012352,0.137039,0.075594
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,49,0.014912,0.00156,0.043089,0.013824,0.135728,0.073385
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,50,0.019232,0.00133,0.043589,0.01264,0.139439,0.076791
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,51,0.019168,0.00132,0.04283,0.014368,0.140678,0.077686
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,52,0.012512,0.001341,0.043951,0.0128,0.133219,0.070604
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,53,0.01936,0.001359,0.042589,0.013792,0.137709,0.0771
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,54,0.019488,0.00126,0.04313,0.01216,0.139228,0.076038
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,55,0.017952,0.00133,0.043141,0.012992,0.138148,0.075415
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,56,0.01424,0.00143,0.043029,0.013056,0.133139,0.071755
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,57,0.02032,0.00133,0.04372,0.013696,0.141988,0.079066
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,58,0.01856,0.00135,0.043839,0.016128,0.142278,0.079877
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,59,0.020192,0.00128,0.05051,0.012704,0.147738,0.084686
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,60,0.012768,0.00132,0.04365,0.015264,0.135548,0.073002
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,61,0.0192,0.001321,0.04322,0.012032,0.139048,0.075773
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,62,0.020032,0.00133,0.04318,0.011808,0.137049,0.07635
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,63,0.01968,0.00128,0.043269,0.014656,0.141409,0.078885
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,64,0.019648,0.0013,0.043889,0.012544,0.139889,0.077381
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,65,0.014144,0.001322,0.043718,0.014688,0.135538,0.073872
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,66,0.019392,0.00132,0.043599,0.010592,0.138828,0.074903
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,67,0.020256,0.00164,0.043231,0.01408,0.141879,0.079207
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,68,0.014048,0.001341,0.04419,0.014112,0.134509,0.073691
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,69,0.019488,0.001291,0.04303,0.013632,0.140668,0.077441
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,70,0.020416,0.001239,0.042888,0.015168,0.142618,0.079711
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,71,0.01728,0.00134,0.043549,0.012512,0.135588,0.074681
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,72,0.019392,0.00129,0.04289,0.014144,0.140018,0.077716
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,73,0.018816,0.0013,0.035919,0.018112,0.127729,0.074147
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",64,74,0.019392,0.00139,0.035479,0.023136,0.132389,0.079397
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,0,0.037056,0.001739,0.0823,0.03984,0.222498,0.160935
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,1,0.027776,0.00168,0.0753,0.034336,0.200008,0.139092
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,2,0.0272,0.001739,0.074119,0.029632,0.194888,0.13269
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,3,0.027904,0.00143,0.075049,0.031168,0.196248,0.135551
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,4,0.026112,0.001311,0.07249,0.03024,0.189998,0.130153
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,5,0.027264,0.00138,0.073229,0.03024,0.192598,0.132113
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,6,0.02752,0.00153,0.074049,0.033664,0.197447,0.136763
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,7,0.02752,0.00157,0.06624,0.032448,0.180718,0.127778
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,8,0.0272,0.001419,0.07419,0.029472,0.193008,0.132281
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,9,0.026528,0.00155,0.07361,0.028288,0.192098,0.129976
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,10,0.025248,0.00157,0.07412,0.029376,0.191228,0.130314
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,11,0.027808,0.00154,0.073669,0.031456,0.194328,0.134473
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,12,0.03408,0.0014,0.07132,0.030592,0.196248,0.137392
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,13,0.026176,0.00134,0.07244,0.028448,0.191468,0.128404
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,14,0.026848,0.001341,0.072109,0.03184,0.192598,0.132138
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,15,0.026912,0.001469,0.072378,0.03264,0.193608,0.133399
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,16,0.027104,0.001449,0.072489,0.029088,0.190918,0.13013
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,17,0.025984,0.00133,0.072719,0.02848,0.188988,0.128513
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,18,0.028256,0.001358,0.07369,0.02752,0.193027,0.130824
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,19,0.033216,0.001459,0.073098,0.030336,0.199518,0.138109
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,20,0.02624,0.001361,0.073009,0.031936,0.192148,0.132546
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,21,0.02656,0.00135,0.07335,0.030816,0.192857,0.132076
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,22,0.027328,0.0017,0.073419,0.03408,0.195728,0.136527
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,23,0.027328,0.001339,0.073759,0.03232,0.194748,0.134746
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,24,0.026272,0.00142,0.074129,0.02896,0.191398,0.130781
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,25,0.027712,0.00137,0.072909,0.029472,0.192768,0.131463
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,26,0.026944,0.00136,0.073079,0.030784,0.192018,0.132167
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,27,0.028192,0.00135,0.073049,0.029792,0.192618,0.132383
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,28,0.027488,0.00149,0.073,0.031648,0.194108,0.133626
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,29,0.02688,0.001449,0.074838,0.0312,0.195558,0.134367
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,30,0.0272,0.00161,0.07346,0.03072,0.192808,0.13299
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,31,0.02704,0.00141,0.07234,0.032896,0.193437,0.133686
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,32,0.027136,0.00133,0.07263,0.029568,0.190708,0.130664
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,33,0.026208,0.0014,0.07266,0.029824,0.190338,0.130092
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,34,0.026304,0.001489,0.074319,0.031872,0.194558,0.133984
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,35,0.026912,0.00133,0.06465,0.031584,0.175558,0.124476
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,36,0.027232,0.00149,0.072629,0.035008,0.197288,0.136359
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,37,0.027296,0.00144,0.073979,0.031808,0.196418,0.134523
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,38,0.026784,0.00141,0.072919,0.029504,0.191338,0.130617
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,39,0.02656,0.00134,0.072469,0.033216,0.193267,0.133585
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,40,0.026592,0.00132,0.07268,0.031616,0.191408,0.132208
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,41,0.026688,0.00145,0.07265,0.030656,0.191728,0.131444
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,42,0.026688,0.00138,0.073349,0.031616,0.193778,0.133033
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,43,0.026208,0.001399,0.072928,0.030016,0.191268,0.130551
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,44,0.025952,0.00136,0.072419,0.027712,0.188848,0.127443
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,45,0.025504,0.00139,0.07215,0.030592,0.189518,0.129636
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,46,0.02704,0.00137,0.073038,0.027552,0.189108,0.129
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,47,0.026432,0.00139,0.07354,0.0288,0.190247,0.130162
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,48,0.026624,0.00147,0.07297,0.030048,0.191888,0.131112
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,49,0.027712,0.00153,0.073349,0.032064,0.196788,0.134655
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,50,0.026752,0.00141,0.073029,0.029088,0.190498,0.130279
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,51,0.025888,0.00136,0.07187,0.028416,0.188058,0.127534
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,52,0.026176,0.0014,0.07235,0.029056,0.189118,0.128982
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,53,0.033408,0.0014,0.07227,0.03056,0.198147,0.137638
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,54,0.027744,0.00149,0.072399,0.029216,0.190938,0.130849
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,55,0.026304,0.001499,0.072378,0.029984,0.191078,0.130165
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,56,0.02656,0.001371,0.07409,0.033472,0.326626,0.135493
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,57,0.026368,0.00133,0.073419,0.028992,0.190618,0.130109
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,58,0.026688,0.001431,0.146899,0.030912,0.265507,0.20593
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,59,0.041536,0.00221,0.083108,0.04224,0.240418,0.169094
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,60,0.041056,0.00211,0.084259,0.040352,0.228177,0.167777
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,61,0.026624,0.00153,0.07336,0.031776,0.193518,0.13329
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,62,0.026624,0.0014,0.068019,0.030752,0.182558,0.126795
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,63,0.026976,0.00142,0.07346,0.031488,0.193577,0.133344
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,64,0.02736,0.00139,0.07283,0.033344,0.195058,0.134924
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,65,0.026208,0.00145,0.07301,0.028864,0.190468,0.129532
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,66,0.02768,0.00136,0.074109,0.02976,0.193498,0.132909
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,67,0.026272,0.00157,0.07274,0.031776,0.192298,0.132358
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,68,0.027776,0.00142,0.07373,0.031712,0.194627,0.134638
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,69,0.028416,0.00134,0.124019,0.029952,0.243267,0.183727
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,70,0.0272,0.00152,0.073378,0.032608,0.194978,0.134706
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,71,0.034304,0.0014,0.072258,0.031424,0.199097,0.139386
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,72,0.027008,0.00151,0.072178,0.029632,0.190368,0.130328
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,73,0.02736,0.00162,0.07256,0.030464,0.193248,0.132004
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",128,74,0.033536,0.00135,0.0724,0.027392,0.195418,0.134678
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,0,0.064992,0.00211,0.15829,0.083456,0.372626,0.308848
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,1,0.054336,0.00165,0.157829,0.086368,0.363236,0.300183
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,2,0.051872,0.00168,0.153698,0.08896,0.358336,0.29621
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,3,0.069152,0.00207,0.16061,0.091616,0.392366,0.323448
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,4,0.056192,0.00187,0.15653,0.0872,0.364926,0.301792
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,5,0.067936,0.00197,0.159969,0.090336,0.384726,0.320211
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,6,0.054592,0.001701,0.156539,0.086848,0.363806,0.29968
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,7,0.054656,0.00194,0.158238,0.08768,0.365526,0.302514
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,8,0.069696,0.00198,0.160648,0.092128,0.388786,0.324452
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,9,0.069312,0.00197,0.16054,0.092192,0.392845,0.324014
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,10,0.069696,0.0021,0.156917,0.091104,0.375545,0.319817
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,11,0.056256,0.00187,0.15763,0.086176,0.365435,0.301932
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,12,0.06288,0.00181,0.159849,0.088704,0.376066,0.313243
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,13,0.068672,0.001941,0.160997,0.08928,0.383876,0.32089
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,14,0.059008,0.00192,0.156289,0.08848,0.369875,0.305697
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,15,0.064768,0.001989,0.159876,0.088896,0.378676,0.315529
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,16,0.056544,0.00174,0.157036,0.086752,0.365476,0.302072
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,17,0.05184,0.00159,0.156167,0.085472,0.359476,0.295069
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,18,0.05136,0.00155,0.155148,0.085408,0.355576,0.293466
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,19,0.051424,0.00164,0.155197,0.084352,0.356566,0.292613
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,20,0.068768,0.001989,0.160406,0.091168,0.386956,0.322331
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,21,0.05152,0.00163,0.154558,0.084256,0.354087,0.291964
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,22,0.055904,0.001881,0.156707,0.085472,0.368336,0.299964
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,23,0.07104,0.00198,0.162769,0.091296,0.392746,0.327085
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,24,0.06704,0.00207,0.160459,0.090144,0.383996,0.319713
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,25,0.05792,0.00185,0.158409,0.089984,0.370226,0.308163
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,26,0.051488,0.00137,0.15409,0.084096,0.354157,0.291044
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,27,0.051264,0.00135,0.156177,0.082816,0.356096,0.291607
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,28,0.069216,0.00194,0.161296,0.092544,0.388495,0.324996
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,29,0.0648,0.00203,0.15855,0.091296,0.381686,0.316676
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,30,0.054048,0.00155,0.15004,0.08976,0.351116,0.295398
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,31,0.065536,0.00186,0.15935,0.091136,0.381275,0.317882
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,32,0.062432,0.00189,0.15698,0.082176,0.366486,0.303478
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,33,0.06224,0.00192,0.158728,0.088512,0.374685,0.3114
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,34,0.05648,0.00164,0.1637,0.087584,0.373176,0.309404
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,35,0.067424,0.00198,0.160348,0.091104,0.384075,0.320856
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,36,0.060384,0.00187,0.159137,0.087808,0.372625,0.309199
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,37,0.05792,0.001781,0.157809,0.089184,0.368806,0.306694
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,38,0.056832,0.001759,0.157479,0.086592,0.369916,0.302662
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,39,0.051232,0.00158,0.15269,0.083328,0.351696,0.28883
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,40,0.050656,0.00175,0.153838,0.08176,0.351986,0.288004
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,41,0.07312,0.001989,0.16249,0.09184,0.395276,0.329439
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,42,0.06736,0.002,0.160159,0.090368,0.383235,0.319887
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,43,0.054464,0.00195,0.158007,0.085344,0.364666,0.299765
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,44,0.051776,0.00161,0.154318,0.089728,0.361136,0.297432
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,45,0.069472,0.00188,0.161506,0.091296,0.388146,0.324154
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,46,0.058144,0.00152,0.156678,0.085408,0.366636,0.30175
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,47,0.051104,0.00163,0.15438,0.087072,0.357605,0.294186
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,48,0.053728,0.001569,0.156619,0.085216,0.359396,0.297132
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,49,0.06096,0.00164,0.15939,0.087648,0.372686,0.309638
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,50,0.051232,0.001881,0.156356,0.083904,0.355656,0.293373
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,51,0.051968,0.00158,0.156586,0.085952,0.359266,0.296086
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,52,0.050592,0.001519,0.15473,0.085248,0.354996,0.292089
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,53,0.051968,0.0015,0.155918,0.085952,0.358066,0.295338
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,54,0.069184,0.002161,0.15697,0.092128,0.379075,0.320443
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,55,0.069184,0.001949,0.160836,0.090944,0.386705,0.322913
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,56,0.057312,0.001631,0.157039,0.087936,0.368316,0.303918
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,57,0.070368,0.00199,0.161297,0.090752,0.385896,0.324407
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,58,0.059584,0.00171,0.15829,0.085792,0.367866,0.305376
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,59,0.051552,0.001881,0.154669,0.085184,0.357276,0.293286
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,60,0.051264,0.00143,0.154409,0.08272,0.353407,0.289823
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,61,0.06224,0.002,0.158378,0.088896,0.373995,0.311514
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,62,0.054528,0.002,0.15911,0.08608,0.365636,0.301718
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,63,0.051616,0.001481,0.154998,0.083968,0.354705,0.292063
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,64,0.0528,0.00171,0.156579,0.08384,0.358456,0.294929
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,65,0.052288,0.001521,0.155237,0.085248,0.358246,0.294294
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,66,0.052192,0.00149,0.153398,0.083104,0.352316,0.290184
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",192,67,0.05136,0.00133,0.152877,0.082784,0.350936,0.288351
