dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,0,       1.764786
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,10,      25.583079
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,11,      25.558127
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,12,      25.662693
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,13,      24.713310
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,14,      25.631709
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,15,      25.655552
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,16,      25.621682
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,17,      24.565987
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,18,      25.699785
3,double,uniform,PoisFFT,"D | D | D | D | D | D",128,19,      25.650471
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,0,     200.143181
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,1,     199.891119
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,2,     199.564575
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,3,     199.732681
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,4,     199.597847
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,5,     199.889847
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,6,     200.353940
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,7,     199.282563
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,8,     199.282845
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,9,     199.486969
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,10,     199.929100
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,11,     199.896649
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,12,     199.461309
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,13,     199.558083
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,14,     199.734614
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,15,     199.544347
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,16,     199.285710
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,17,     199.325652
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,18,     199.548664
3,double,uniform,PoisFFT,"D | D | D | D | D | D",192,19,     199.373785
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,0,     464.546882
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,1,     464.498540
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,2,     464.232831
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,3,     464.549145
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,4,     464.554453
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,5,     465.752842
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,6,     464.310067
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,7,     464.966644
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,8,     464.160707
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,9,     464.867721
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,10,     464.203942
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,11,     464.557679
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,12,     464.576874
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,13,     464.502174
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,14,     464.087533
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,15,     464.737892
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,16,     464.300279
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,17,     464.556683
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,18,     464.410359
3,double,uniform,PoisFFT,"D | D | D | D | D | D",256,19,     465.002132
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,0,     717.847633
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,1,     719.021295
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,2,     718.659481
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,3,     720.173877
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,4,     722.535807
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,5,     724.002944
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,6,     724.911287
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,7,     718.844841
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,8,     719.369663
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,9,     723.534402
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,10,     718.291719
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,11,     715.704574
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,12,     719.801855
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,13,     714.240549
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,14,     718.536756
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,15,     720.511977
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,16,     720.172315
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,17,     715.637697
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,18,     724.858269
3,double,uniform,PoisFFT,"D | D | D | D | D | D",320,19,     719.864049
3,double,uniform,PoisFFT,"D | D | D | D | D | D",384,0,     530.816900
3,double,uniform,PoisFFT,"D | D | D | D | D | D",384,1,     530.885303
3,double,uniform,PoisFFT,"D | D | D | D | D | D",384,2,     532.299015
3,double,uniform,PoisFFT,"D | D | D | D | D | D",384,3,     531.194836
3,double,uniform,PoisFFT,"D | D | D | D | D | D",384,4,     530.649457
3,double,uniform,PoisFFT,"D | D | D | D | D | D",384,5,     531.080181
3,double,uniform,PoisFFT,"D | D | D | D | D | D",384,6,     529.885622
3,double,uniform,PoisFFT,"D | D | D | D | D | D",384,7,     531.737605
3,double,uniform,PoisFFT,"D | D | D | D | D | D",384,8,     530.304819
3,double,uniform,PoisFFT,"D | D | D | D | D | D",384,9,     531.640615
3,double,uniform,PoisFFT,"D | D | D | D | D | D",384,10,     530.952104
3,double,uniform,PoisFFT,"D | D | D | D | D | D",384,11,     531.554809
3,double,uniform,PoisFFT,"D | D | D | D | D | D",384,12,     531.882542
3,double,uniform,PoisFFT,"D | D | D | D | D | D",384,13,     531.053313
3,double,uniform,PoisFFT,"D | D | D | D | D | D",384,14,     530.456039
3,double,uniform,PoisFFT,"D | D | D | D | D | D",384,15,     530.678604
3,double,uniform,PoisFFT,"D | D | D | D | D | D",384,16,     531.814067
3,double,uniform,PoisFFT,"D | D | D | D | D | D",384,17,     529.089549
3,double,uniform,PoisFFT,"D | D | D | D | D | D",384,18,     530.116321
3,double,uniform,PoisFFT,"D | D | D | D | D | D",384,19,     530.224497
3,double,uniform,PoisFFT,"D | D | D | D | D | D",448,0,    2699.751341
3,double,uniform,PoisFFT,"D | D | D | D | D | D",448,1,    2701.825464
3,double,uniform,PoisFFT,"D | D | D | D | D | D",448,2,    2701.138247
3,double,uniform,PoisFFT,"D | D | D | D | D | D",448,3,    2701.287511
3,double,uniform,PoisFFT,"D | D | D | D | D | D",448,4,    2700.198610
3,double,uniform,PoisFFT,"D | D | D | D | D | D",448,5,    2700.191662
3,double,uniform,PoisFFT,"D | D | D | D | D | D",448,6,    2702.147959
3,double,uniform,PoisFFT,"D | D | D | D | D | D",448,7,    2700.628313
3,double,uniform,PoisFFT,"D | D | D | D | D | D",448,8,    2701.079513
3,double,uniform,PoisFFT,"D | D | D | D | D | D",448,9,    2702.906960
3,double,uniform,PoisFFT,"D | D | D | D | D | D",448,10,    2701.350214
3,double,uniform,PoisFFT,"D | D | D | D | D | D",448,11,    2703.358579
3,double,uniform,PoisFFT,"D | D | D | D | D | D",448,12,    2701.875338
3,double,uniform,PoisFFT,"D | D | D | D | D | D",448,13,    2701.265026
3,double,uniform,PoisFFT,"D | D | D | D | D | D",448,14,    2701.144936
3,double,uniform,PoisFFT,"D | D | D | D | D | D",448,15,    2699.940127
3,double,uniform,PoisFFT,"D | D | D | D | D | D",448,16,    2702.226067
3,double,uniform,PoisFFT,"D | D | D | D | D | D",448,17,    2701.111008
3,double,uniform,PoisFFT,"D | D | D | D | D | D",448,18,    2699.287576
3,double,uniform,PoisFFT,"D | D | D | D | D | D",448,19,    2699.651637
3,double,uniform,PoisFFT,"D | D | D | D | D | D",512,0,    1441.813316
3,double,uniform,PoisFFT,"D | D | D | D | D | D",512,1,    1442.239283
3,double,uniform,PoisFFT,"D | D | D | D | D | D",512,2,    1445.055837
3,double,uniform,PoisFFT,"D | D | D | D | D | D",512,3,    1439.637895
3,double,uniform,PoisFFT,"D | D | D | D | D | D",512,4,    1440.745201
3,double,uniform,PoisFFT,"D | D | D | D | D | D",512,5,    1443.707712
3,double,uniform,PoisFFT,"D | D | D | D | D | D",512,6,    1440.886315
3,double,uniform,PoisFFT,"D | D | D | D | D | D",512,7,    1441.644426
3,double,uniform,PoisFFT,"D | D | D | D | D | D",512,8,    1440.115606
3,double,uniform,PoisFFT,"D | D | D | D | D | D",512,9,    1444.234752
3,double,uniform,PoisFFT,"D | D | D | D | D | D",512,10,    1439.282820
3,double,uniform,PoisFFT,"D | D | D | D | D | D",512,11,    1445.504387
3,double,uniform,PoisFFT,"D | D | D | D | D | D",512,12,    1444.849168
3,double,uniform,PoisFFT,"D | D | D | D | D | D",512,13,    1445.940174
3,double,uniform,PoisFFT,"D | D | D | D | D | D",512,14,    1441.493313
3,double,uniform,PoisFFT,"D | D | D | D | D | D",512,15,    1440.423002
3,double,uniform,PoisFFT,"D | D | D | D | D | D",512,16,    1440.959406
3,double,uniform,PoisFFT,"D | D | D | D | D | D",512,17,    1444.615457
3,double,uniform,PoisFFT,"D | D | D | D | D | D",512,18,    1441.006339
3,double,uniform,PoisFFT,"D | D | D | D | D | D",512,19,    1441.275700
