dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",64,0,       1.753078
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,15,      43.675901
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,16,      43.782760
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,17,      43.976012
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,18,      43.931139
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",192,19,      43.545078
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,0,     110.132566
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,1,     110.527656
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,2,     111.058691
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,3,     109.378841
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,4,     110.734063
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,5,     110.369762
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,6,     109.948525
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,7,     109.821501
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,8,     110.248338
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,9,     110.505547
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,10,     109.667732
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,11,     109.905791
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,12,     110.963099
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,13,     110.095456
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,14,     110.077193
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,15,     110.613594
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,16,     109.992505
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,17,     110.186088
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,18,     110.004419
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",256,19,     109.782200
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,0,     230.515594
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,1,     230.083658
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,2,     230.784950
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,3,     229.645371
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,4,     230.609207
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,5,     230.153544
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,6,     229.291587
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,7,     229.044529
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,8,     230.834413
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,9,     230.884624
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,10,     230.499994
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,11,     230.464512
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,12,     230.232175
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,13,     230.915551
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,14,     230.372402
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,15,     231.007993
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,16,     229.874434
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,17,     230.341037
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,18,     231.001452
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",320,19,     229.877741
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,0,     430.881275
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,1,     427.338490
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,2,     427.021368
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,3,     429.212070
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,4,     427.646558
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,5,     426.393947
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,6,     428.092921
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,7,     428.915305
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,8,     425.646629
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,9,     428.882145
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,10,     425.236519
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,11,     426.586804
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,12,     427.082082
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,13,     427.568350
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,14,     427.018701
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,15,     427.585598
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,16,     429.776075
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,17,     425.764417
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,18,     426.160093
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",384,19,     425.703747
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,0,     678.143514
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,1,     679.153176
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,2,     680.862966
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,3,     678.398381
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,4,     677.086746
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,5,     677.766332
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,6,     677.723839
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,7,     675.583463
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,8,     677.489243
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,9,     676.212976
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,10,     676.471948
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,11,     676.482592
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,12,     676.628784
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,13,     678.651773
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,14,     674.482258
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,15,     681.813973
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,16,     678.450088
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,17,     675.788996
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,18,     676.767334
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",448,19,     678.965681
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,0,    1039.036957
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,1,    1038.651733
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,2,    1038.695872
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,3,    1046.212774
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,4,    1044.925201
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,5,    1037.169327
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,6,    1040.438367
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,7,    1036.560701
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,8,    1048.195307
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,9,    1038.727861
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,10,    1041.462480
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,11,    1043.953383
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,12,    1043.757036
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,13,    1043.373443
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,14,    1042.263532
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,15,    1043.620730
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,16,    1039.125697
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,17,    1043.320648
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,18,    1038.514185
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",512,19,    1035.628966
