dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,0,       1.607774
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,2,     152.784172
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,3,     152.020655
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,4,     152.404713
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,5,     152.876321
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,6,     150.311984
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,7,     153.642678
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,8,     152.821628
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,9,     153.837241
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,10,     149.513395
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,11,     151.523311
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,12,     152.785984
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,13,     153.648599
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,14,     152.590092
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,15,     151.575393
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,16,     152.009982
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,17,     152.278746
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,18,     152.115362
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,19,     149.009995
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,0,     432.587554
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,1,     433.093542
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,2,     442.489546
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,3,     438.300404
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,4,     430.374240
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,5,     429.937815
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,6,     444.803106
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,7,     431.895564
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,8,     433.342581
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,9,     435.337867
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,10,     429.451417
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,11,     425.716526
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,12,     441.796935
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,13,     433.171529
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,14,     432.100641
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,15,     437.129632
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,16,     429.620241
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,17,     438.212273
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,18,     439.733720
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",384,19,     429.551018
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,0,     556.382682
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,1,     554.529467
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,2,     555.347638
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,3,     558.953309
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,4,     549.555847
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,5,     549.552753
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,6,     559.735904
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,7,     558.655518
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,8,     558.333612
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,9,     552.841393
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,10,     557.723194
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,11,     559.086153
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,12,     559.573788
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,13,     559.203332
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,14,     557.230124
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,15,     560.820687
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,16,     561.828969
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,17,     561.345930
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,18,     557.979274
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",448,19,     548.439306
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,0,    1323.243101
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,1,    1330.014839
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,2,    1322.718163
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,3,    1356.083969
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,4,    1348.593761
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,5,    1317.744797
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,6,    1317.307128
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,7,    1317.342970
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,8,    1320.633645
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,9,    1329.200869
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,10,    1328.109460
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,11,    1315.186417
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,12,    1326.524602
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,13,    1319.291154
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,14,    1317.687456
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,15,    1308.843552
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,16,    1321.644803
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,17,    1316.817666
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,18,    1315.797551
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",512,19,    1326.628527
