dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,0,      16.478942
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,9,       4.160935
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,10,       4.190785
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,11,       4.124466
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,12,       4.173025
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,13,       4.214144
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,14,       4.158605
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,15,       4.236484
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,16,       4.116096
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,17,       4.219175
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,18,       4.222514
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,19,       4.163345
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,20,       4.143195
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,21,       4.238574
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,22,       4.178895
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,23,       4.195604
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,24,       4.284934
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,25,       4.165745
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,26,       4.183045
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,27,       4.131145
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,28,       4.196244
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,29,       4.171605
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,30,       4.184675
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,31,       4.242725
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,32,       4.193355
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,33,       4.222464
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,34,       4.187815
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,35,       4.216635
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,36,       4.207034
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,37,       4.177365
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,38,       4.187505
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,39,       4.191995
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,40,       4.187934
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,41,       4.188945
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,42,       4.196964
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,43,       4.176685
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,44,       4.203204
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,45,       4.195304
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,46,       4.277533
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,47,       4.247724
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,48,       4.193464
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,49,       4.175915
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,50,       4.239674
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,51,       4.192064
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,52,       4.289264
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,53,       4.239935
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,54,       4.195914
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,55,       4.234044
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,56,       4.131575
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,57,       4.177465
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,58,       4.140675
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,59,       4.169365
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,60,       4.228415
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,61,       4.130036
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,62,       4.238734
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,63,       4.146175
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,64,       4.201735
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,65,       4.204874
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,66,       4.243374
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,67,       4.262224
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,68,       4.153485
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,69,       4.202944
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,70,       4.150496
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,71,       4.204304
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,72,       4.227204
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,73,       4.192855
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,74,       4.139725
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,0,       7.488229
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,1,       7.281802
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,2,       7.131243
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,3,       7.174152
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,4,       7.168003
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,5,       7.179152
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,6,       7.203282
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,7,       7.293301
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,8,       7.183913
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,9,       7.123673
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,10,       7.200192
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,11,       7.189703
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,12,       7.200782
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,13,       7.099814
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,14,       7.198583
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,15,       7.226591
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,16,       7.278712
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,17,       7.157463
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,18,       7.119423
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,19,       7.191222
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,20,       7.209153
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,21,       7.168432
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,22,       7.150603
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,23,       7.153112
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,24,       7.214432
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,25,       7.224052
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,26,       7.183603
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,27,       7.245691
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,28,       7.169722
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,29,       7.388770
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,30,       7.244871
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,31,       7.196952
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,32,       7.166023
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,33,       7.228922
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,34,       7.284121
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,35,       7.220613
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,36,       7.179032
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,37,       7.176403
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,38,       7.225831
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,39,       7.230772
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,40,       7.127253
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,41,       7.192213
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,42,       7.190733
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,43,       7.169233
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,44,       7.278851
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,45,       7.154053
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,46,       7.190662
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,47,       7.129813
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,48,       7.153803
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,49,       7.202722
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,50,       7.187012
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,51,       7.152513
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,52,       7.250941
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,53,       7.161893
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,54,       7.251701
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,55,       7.188863
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,56,       7.126353
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,57,       7.209672
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,58,       7.286212
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,59,       7.298172
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,60,       7.193683
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,61,       7.258252
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,62,       7.296441
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,63,       7.253651
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,64,       7.112714
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,65,       7.158433
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,66,       7.309542
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,67,       7.206902
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,68,       7.132493
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,69,       7.238832
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,70,       7.122254
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,71,       7.245132
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,72,       7.245442
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,73,       7.271781
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,74,       7.223562
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,0,      22.250460
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,1,      21.811475
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,2,      21.933073
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,3,      21.680516
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,4,      21.915203
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,5,      21.811314
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,6,      21.764365
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,7,      21.879244
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,8,      21.881064
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,9,      21.788915
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,10,      21.862453
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,11,      21.832094
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,12,      21.760175
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,13,      21.959363
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,14,      21.861054
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,15,      21.708386
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,16,      21.687196
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,17,      21.765346
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,18,      21.727956
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,19,      21.815935
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,20,      21.833605
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,21,      21.875104
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,22,      21.851754
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,23,      21.891694
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,24,      22.007242
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,25,      21.892673
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,26,      21.635736
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,27,      21.848364
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,28,      21.855124
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,29,      21.797534
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,30,      21.899424
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,31,      21.876214
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,32,      22.022382
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,33,      21.821884
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,34,      21.737775
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,35,      21.790535
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,36,      21.822925
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,37,      21.601186
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,38,      21.918393
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,39,      21.795144
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,40,      21.821605
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,41,      21.814814
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,42,      22.054462
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,43,      21.842794
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,44,      21.675546
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,45,      21.730766
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,46,      21.833334
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,47,      21.890133
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,48,      21.848244
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,49,      21.797015
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,50,      21.780215
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,51,      21.689036
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,52,      21.728275
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,53,      21.817545
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,54,      21.860854
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,55,      21.817874
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,56,      21.937523
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,57,      21.740065
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,58,      21.655236
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,59,      21.794134
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,60,      21.735356
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,61,      21.761265
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,62,      21.900393
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,63,      21.803864
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,64,      21.786714
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,65,      21.628966
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,66,      21.706975
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,67,      21.856794
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,68,      21.886864
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,69,      21.774895
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,70,      21.707405
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,71,      21.629506
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,72,      21.703006
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,73,      21.745675
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,74,      21.842244
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,0,      36.752063
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,1,      36.666744
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,2,      36.702554
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,3,      36.571535
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,4,      36.685054
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,5,      36.871542
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,6,      36.845372
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,7,      36.648335
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,8,      36.393097
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,9,      36.661814
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,10,      36.656154
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,11,      36.588885
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,12,      36.602565
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,13,      36.547286
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,14,      36.692754
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,15,      36.570875
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,16,      36.520725
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,17,      36.674854
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,18,      36.462166
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,19,      36.552346
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,20,      36.850382
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,21,      36.528166
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,22,      36.561586
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,23,      36.613925
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,24,      36.509345
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,25,      36.577995
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,26,      36.670364
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,27,      36.682544
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,28,      36.742163
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,29,      36.420427
