dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,0,      16.864158
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,30,       0.299187
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,31,       0.292877
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,32,       0.294197
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,33,       0.293557
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,34,       0.286557
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,35,       0.296517
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,36,       0.296957
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,37,       0.298567
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,38,       0.294927
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,39,       0.288327
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,40,       0.287867
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,41,       0.280886
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,42,       0.281837
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,43,       0.276167
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,44,       0.275657
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,45,       0.273907
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,46,       0.278528
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,47,       0.277927
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,48,       0.273587
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,49,       0.278447
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,50,       0.276677
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,51,       0.274907
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,52,       0.276397
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,53,       0.276667
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,54,       0.275587
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,55,       0.276627
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,56,       0.272917
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,57,       0.279827
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,58,       0.282887
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,59,       0.299147
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,60,       0.287137
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,61,       0.293437
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,62,       0.293217
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,63,       0.298067
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,64,       0.296377
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,65,       0.296417
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,66,       0.292966
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,67,       0.297157
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,68,       0.302477
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,69,       0.298387
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,70,       0.300426
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,71,       0.299367
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,72,       0.304197
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,73,       0.302036
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,74,       0.296377
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,0,       4.789338
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,1,       4.251874
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,2,       4.226195
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,3,       4.308233
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,4,       4.235644
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,5,       4.256044
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,6,       4.272264
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,7,       4.286534
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,8,       4.341103
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,9,       4.361123
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,10,       4.286554
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,11,       4.305293
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,12,       4.310433
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,13,       4.329674
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,14,       4.314894
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,15,       4.324223
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,16,       5.002656
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,17,       4.607770
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,18,       4.491671
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,19,       4.495012
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,20,       4.484891
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,21,       4.536221
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,22,       4.503691
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,23,       4.474482
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,24,       4.501922
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,25,       4.490202
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,26,       4.497282
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,27,       4.485212
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,28,       4.536171
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,29,       4.479251
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,30,       4.473692
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,31,       4.503742
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,32,       4.497502
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,33,       4.501361
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,34,       4.512381
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,35,       4.481692
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,36,       4.518101
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,37,       4.482251
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,38,       4.510212
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,39,       4.498051
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,40,       4.536771
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,41,       4.521171
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,42,       4.530721
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,43,       4.528781
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,44,       4.489511
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,45,       4.499331
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,46,       4.482882
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,47,       4.514451
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,48,       4.489782
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,49,       4.475802
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,50,       4.540031
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,51,       4.603951
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,52,       4.498382
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,53,       4.550001
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,54,       4.496262
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,55,       4.551751
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,56,       4.497071
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,57,       4.513801
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,58,       4.489702
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,59,       4.574941
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,60,       4.499932
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,61,       4.513861
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,62,       4.579650
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,63,       4.521582
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,64,       4.513741
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,65,       4.491372
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,66,       4.512641
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,67,       4.500861
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,68,       4.536861
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,69,       4.492181
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,70,       4.583980
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,71,       4.535811
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,72,       4.475862
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,73,       4.504331
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,74,       4.504371
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,0,       7.655547
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,1,       7.290801
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,2,       7.283151
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,3,       7.224152
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,4,       7.294392
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,5,       7.279221
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,6,       7.282121
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,7,       7.252032
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,8,       7.290231
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,9,       7.305081
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,10,       7.257982
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,11,       7.292221
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,12,       7.203102
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,13,       7.204053
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,14,       7.256641
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,15,       7.245492
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,16,       7.255182
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,17,       7.294091
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,18,       7.232652
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,19,       7.236842
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,20,       7.288322
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,21,       7.205112
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,22,       7.268482
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,23,       7.262082
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,24,       7.198132
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,25,       7.315881
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,26,       7.290901
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,27,       7.293571
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,28,       7.268291
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,29,       7.225882
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,30,       7.205253
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,31,       7.204502
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,32,       7.183952
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,33,       7.199092
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,34,       7.478529
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,35,       7.165292
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,36,       7.226482
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,37,       7.262232
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,38,       7.203172
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,39,       7.254641
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,40,       7.312041
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,41,       7.216423
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,42,       7.243212
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,43,       7.242372
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,44,       7.305051
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,45,       7.236312
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,46,       7.241992
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,47,       7.207943
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,48,       7.231871
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,49,       7.306292
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,50,       7.175323
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,51,       7.281781
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,52,       7.201172
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,53,       7.238052
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,54,       7.229382
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,55,       7.302022
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,56,       7.481009
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,57,       7.212073
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,58,       7.264792
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,59,       7.278782
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,60,       7.266571
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,61,       7.268691
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,62,       7.206672
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,63,       7.226262
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,64,       7.215773
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,65,       7.274952
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,66,       7.210212
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,67,       7.312061
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,68,       7.298041
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,69,       7.221002
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,70,       7.274172
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,71,       7.249822
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,72,       7.231582
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,73,       7.289322
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,74,       7.190573
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,0,      20.490219
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,1,      20.342441
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,2,      20.309421
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,3,      20.176373
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,4,      20.530888
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,5,      20.213972
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,6,      20.351510
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,7,      20.259401
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,8,      20.301910
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,9,      20.288701
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,10,      20.290841
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,11,      20.371810
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,12,      20.419410
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,13,      20.582137
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,14,      20.575268
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,15,      20.362810
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,16,      20.419850
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,17,      20.486429
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,18,      20.457380
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,19,      20.591338
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,20,      20.328801
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,21,      20.382790
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,22,      20.367320
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,23,      20.486879
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,24,      20.434909
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,25,      20.579148
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,26,      20.564338
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,27,      20.370030
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,28,      20.462779
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,29,      20.436610
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,30,      20.447769
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,31,      20.359461
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,32,      20.402609
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,33,      20.474799
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,34,      20.507259
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,35,      20.441380
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,36,      20.312151
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,37,      20.434970
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,38,      20.456619
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,39,      20.438020
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,40,      20.283550
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,41,      20.319060
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,42,      20.408420
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,43,      20.526268
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,44,      20.435910
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,45,      20.515759
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,46,      20.332440
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,47,      20.474349
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,48,      20.540358
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,49,      20.529758
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,50,      20.518178
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,51,      20.599968
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,52,      20.421850
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,53,      20.455320
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,54,      20.465599
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,55,      20.529499
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,56,      20.341991
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,57,      20.418530
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,58,      20.390730
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,59,      20.451249
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,60,      20.302291
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,61,      20.367440
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,62,      20.364861
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,63,      20.544899
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,64,      20.427380
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,65,      20.471869
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,66,      20.337591
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,67,      20.483259
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,68,      20.516149
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,69,      20.453459
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,70,      20.528718
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,71,      20.350981
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,72,      20.448739
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,73,      20.407880
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,74,      20.517578
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,0,      34.862834
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,1,      34.631816
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,2,      34.787094
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,3,      34.806054
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,4,      34.763514
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,5,      34.691265
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,6,      34.741945
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,7,      34.721495
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,8,      34.888683
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,9,      34.652696
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,10,      34.788004
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,11,      34.758045
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,12,      34.908343
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,13,      34.557707
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,14,      34.681316
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,15,      34.568867
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,16,      34.878683
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,17,      34.680715
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,18,      34.687746
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,19,      34.746324
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,20,      34.654816
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,21,      34.596686
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,22,      34.643796
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,23,      34.608746
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,24,      34.501778
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,25,      34.716955
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,26,      34.590397
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,27,      34.642675
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,28,      34.625956
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,29,      34.658966
