dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | P | P | D | N",64,0,      16.918837
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,5,       4.085556
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,6,       4.010137
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,7,       4.219755
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,8,       4.007296
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,9,       4.081386
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,10,       4.093346
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,11,       4.166215
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,12,       4.068585
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,13,       4.023856
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,14,       4.256134
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,15,       4.033966
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,16,       4.092245
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,17,       4.072076
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,18,       4.034806
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,19,       4.022036
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,20,       4.046636
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,21,       4.073906
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,22,       4.027637
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,23,       3.994727
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,24,       4.081036
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,25,       4.063356
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,26,       4.039586
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,27,       3.984517
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,28,       4.079316
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,29,       4.226934
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,30,       4.097535
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,31,       4.143116
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,32,       4.080816
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,33,       4.075356
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,34,       4.098266
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,35,       4.051306
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,36,       4.070516
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,37,       4.042776
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,38,       4.110545
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,39,       4.030396
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,40,       4.105726
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,41,       4.015927
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,42,       3.995027
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,43,       4.067636
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,44,       4.016016
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,45,       4.054516
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,46,       4.027677
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,47,       4.089856
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,48,       4.016556
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,49,       3.999347
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,50,       4.014087
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,51,       4.035226
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,52,       4.004787
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,53,       4.046266
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,54,       4.060606
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,55,       4.004656
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,56,       4.000996
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,57,       4.033897
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,58,       4.045227
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,59,       4.059556
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,60,       3.998097
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,61,       4.125156
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,62,       4.088796
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,63,       4.054296
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,64,       4.009057
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,65,       4.049856
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,66,       4.021766
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,67,       4.057906
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,68,       4.072206
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,69,       4.019517
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,70,       4.009027
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,71,       4.035516
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,72,       4.042006
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,73,       4.085746
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,74,       4.040806
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,0,       7.493339
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,1,       7.045244
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,2,       7.150583
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,3,       7.072084
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,4,       7.141622
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,5,       7.083164
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,6,       7.053174
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,7,       7.039973
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,8,       7.159123
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,9,       7.120713
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,10,       7.112143
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,11,       7.113383
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,12,       7.033744
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,13,       7.124923
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,14,       7.012034
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,15,       7.210042
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,16,       7.171232
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,17,       7.092844
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,18,       7.029244
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,19,       7.076533
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,20,       7.120552
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,21,       7.143903
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,22,       7.024875
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,23,       7.021274
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,24,       7.288922
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,25,       7.124913
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,26,       7.010754
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,27,       7.144913
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,28,       7.080473
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,29,       7.125733
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,30,       7.036854
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,31,       7.044054
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,32,       7.096653
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,33,       7.125333
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,34,       7.063854
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,35,       7.005214
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,36,       7.083494
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,37,       7.089713
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,38,       7.065334
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,39,       7.147033
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,40,       7.057904
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,41,       7.051304
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,42,       7.062994
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,43,       7.139683
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,44,       7.058194
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,45,       7.065774
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,46,       7.163683
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,47,       7.103623
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,48,       7.003714
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,49,       7.085393
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,50,       7.016624
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,51,       7.063314
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,52,       7.139832
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,53,       7.053164
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,54,       7.123013
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,55,       7.083293
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,56,       7.106593
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,57,       7.144953
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,58,       7.093394
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,59,       7.091413
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,60,       6.876326
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,61,       7.049374
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,62,       7.014354
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,63,       7.129853
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,64,       7.213153
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,65,       7.096263
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,66,       7.152953
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,67,       7.043014
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,68,       7.048134
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,69,       7.043644
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,70,       7.136113
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,71,       7.041144
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,72,       7.052844
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,73,       7.123133
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,74,       7.070853
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,0,      19.805276
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,1,      19.153764
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,2,      19.232203
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,3,      19.072464
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,4,      19.332201
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,5,      19.168283
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,6,      19.143763
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,7,      19.328432
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,8,      19.343341
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,9,      19.271832
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,10,      19.271651
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,11,      19.166073
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,12,      19.187783
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,13,      19.105484
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,14,      19.188863
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,15,      19.159214
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,16,      19.160933
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,17,      19.285081
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,18,      19.187973
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,19,      19.332911
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,20,      19.117933
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,21,      19.261532
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,22,      19.195003
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,23,      19.258292
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,24,      19.233002
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,25,      19.343131
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,26,      19.161453
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,27,      19.277552
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,28,      19.172353
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,29,      19.193113
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,30,      19.295912
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,31,      19.203102
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,32,      19.214693
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,33,      19.193803
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,34,      19.052644
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,35,      19.271672
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,36,      19.360411
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,37,      19.121174
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,38,      19.154263
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,39,      19.313382
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,40,      19.359972
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,41,      19.339201
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,42,      19.442260
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,43,      19.166403
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,44,      19.130933
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,45,      19.136443
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,46,      19.260572
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,47,      19.327011
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,48,      19.314461
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,49,      19.257642
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,50,      19.334841
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,51,      19.369721
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,52,      19.127873
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,53,      19.259092
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,54,      19.232142
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,55,      19.204432
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,56,      19.425050
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,57,      19.300382
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,58,      19.286952
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,59,      19.348772
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,60,      19.237982
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,61,      19.139703
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,62,      19.219813
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,63,      19.191233
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,64,      19.189533
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,65,      19.249662
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,66,      19.256022
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,67,      19.266592
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,68,      19.262232
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,69,      19.377061
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,70,      19.230622
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,71,      19.289632
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,72,      19.579238
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,73,      19.205543
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,74,      19.332011
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,0,      35.247690
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,1,      35.194440
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,2,      35.040162
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,3,      35.851502
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,4,      35.064132
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,5,      35.085811
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,6,      35.187840
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,7,      35.217730
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,8,      35.063622
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,9,      35.295439
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,10,      35.220630
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,11,      35.156621
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,12,      35.128250
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,13,      35.384669
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,14,      35.130880
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,15,      35.173911
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,16,      35.309989
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,17,      35.218770
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,18,      35.159661
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,19,      35.151950
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,20,      35.072621
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,21,      35.097251
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,22,      35.058662
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,23,      35.115241
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,24,      35.206080
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,25,      35.087981
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,26,      35.059712
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,27,      35.263909
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,28,      35.141810
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,29,      35.368319
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,30,      35.256470
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,31,      35.097621
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,32,      35.171890
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,33,      35.185580
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,34,      35.081391
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,35,      35.182260
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,36,      35.208010
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,37,      35.049822
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,38,      35.296609
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,39,      35.159961
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,40,      35.196850
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,41,      35.258329
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,42,      35.190000
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,43,      35.098081
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,44,      35.110291
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,45,      35.138040
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,46,      35.177540
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,47,      35.253189
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,48,      35.102681
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,49,      35.344208
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,50,      35.115921
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,51,      35.107771
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,52,      35.082411
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,53,      35.275629
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,54,      35.086002
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,55,      35.098481
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,56,      35.155481
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,57,      35.138790
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,58,      35.191010
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,59,      35.287599
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,60,      35.035442
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,61,      35.091622
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,62,      35.072062
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,63,      35.263910
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,64,      35.055801
