dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | N | D",64,0,       1.469854
3,double,uniform,PoisFFT,"P | P | P | P | N | D",64,36,       0.385056
3,double,uniform,PoisFFT,"P | P | P | P | N | D",64,37,       0.380426
3,double,uniform,PoisFFT,"P | P | P | P | N | D",64,38,       0.384036
3,double,uniform,PoisFFT,"P | P | P | P | N | D",64,39,       0.368986
3,double,uniform,PoisFFT,"P | P | P | P | N | D",64,40,       0.369296
3,double,uniform,PoisFFT,"P | P | P | P | N | D",64,41,       0.377426
3,double,uniform,PoisFFT,"P | P | P | P | N | D",64,42,       0.386826
3,double,uniform,PoisFFT,"P | P | P | P | N | D",64,43,       0.397676
3,double,uniform,PoisFFT,"P | P | P | P | N | D",64,44,       0.396096
3,double,uniform,PoisFFT,"P | P | P | P | N | D",64,45,       0.382526
3,double,uniform,PoisFFT,"P | P | P | P | N | D",64,46,       0.378616
3,double,uniform,PoisFFT,"P | P | P | P | N | D",64,47,       0.385465
3,double,uniform,PoisFFT,"P | P | P | P | N | D",64,48,       0.382796
3,double,uniform,PoisFFT,"P | P | P | P | N | D",64,49,       0.378126
3,double,uniform,PoisFFT,"P | P | P | P | N | D",64,50,       0.375866
3,double,uniform,PoisFFT,"P | P | P | P | N | D",64,51,       0.368856
3,double,uniform,PoisFFT,"P | P | P | P | N | D",64,52,       0.370786
3,double,uniform,PoisFFT,"P | P | P | P | N | D",64,53,       0.383005
3,double,uniform,PoisFFT,"P | P | P | P | N | D",64,54,       0.370285
3,double,uniform,PoisFFT,"P | P | P | P | N | D",64,55,       0.384105
3,double,uniform,PoisFFT,"P | P | P | P | N | D",64,56,       0.393056
3,double,uniform,PoisFFT,"P | P | P | P | N | D",64,57,       0.393656
3,double,uniform,PoisFFT,"P | P | P | P | N | D",64,58,       0.388656
3,double,uniform,PoisFFT,"P | P | P | P | N | D",64,59,       0.394886
3,double,uniform,PoisFFT,"P | P | P | P | N | D",64,60,       0.398756
3,double,uniform,PoisFFT,"P | P | P | P | N | D",64,61,       0.376006
3,double,uniform,PoisFFT,"P | P | P | P | N | D",64,62,       0.379816
3,double,uniform,PoisFFT,"P | P | P | P | N | D",64,63,       0.394296
3,double,uniform,PoisFFT,"P | P | P | P | N | D",64,64,       0.383156
3,double,uniform,PoisFFT,"P | P | P | P | N | D",64,65,       0.370625
3,double,uniform,PoisFFT,"P | P | P | P | N | D",64,66,       0.375136
3,double,uniform,PoisFFT,"P | P | P | P | N | D",64,67,       0.365697
3,double,uniform,PoisFFT,"P | P | P | P | N | D",64,68,       0.383736
3,double,uniform,PoisFFT,"P | P | P | P | N | D",64,69,       0.387526
3,double,uniform,PoisFFT,"P | P | P | P | N | D",64,70,       0.395106
3,double,uniform,PoisFFT,"P | P | P | P | N | D",64,71,       0.407666
3,double,uniform,PoisFFT,"P | P | P | P | N | D",64,72,       0.376466
3,double,uniform,PoisFFT,"P | P | P | P | N | D",64,73,       0.370886
3,double,uniform,PoisFFT,"P | P | P | P | N | D",64,74,       0.396455
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,0,       8.137663
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,1,       7.630038
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,2,       7.910995
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,3,       7.871285
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,4,       7.805746
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,5,       7.980425
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,6,       7.769616
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,7,       8.047503
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,8,       7.847216
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,9,       7.826116
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,10,       7.883255
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,11,       7.866416
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,12,       7.947405
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,13,       7.941965
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,14,       7.945984
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,15,       7.939624
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,16,       7.950494
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,17,       7.947474
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,18,       7.861745
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,19,       7.938925
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,20,       7.860176
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,21,       7.850325
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,22,       7.896925
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,23,       7.771856
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,24,       7.865805
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,25,       7.848676
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,26,       7.815456
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,27,       7.888415
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,28,       7.735917
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,29,       7.956844
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,30,       7.941875
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,31,       7.777917
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,32,       7.966045
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,33,       7.949735
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,34,       7.726726
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,35,       7.887395
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,36,       7.930235
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,37,       7.900814
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,38,       7.972125
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,39,       7.794476
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,40,       7.900185
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,41,       7.943645
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,42,       7.692247
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,43,       7.935595
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,44,       7.886185
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,45,       7.902625
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,46,       7.863936
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,47,       7.964924
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,48,       7.839556
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,49,       7.930555
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,50,       7.967924
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,51,       7.940255
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,52,       7.976884
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,53,       7.875535
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,54,       7.846236
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,55,       7.745017
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,56,       7.955304
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,57,       7.932905
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,58,       7.879876
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,59,       7.794826
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,60,       7.998924
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,61,       7.897795
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,62,       7.769627
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,63,       7.788236
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,64,       8.038973
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,65,       7.759917
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,66,       7.919545
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,67,       7.807166
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,68,       7.708917
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,69,       7.934095
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,70,       8.004844
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,71,       7.726437
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,72,       7.818466
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,73,       7.898685
3,double,uniform,PoisFFT,"P | P | P | P | N | D",128,74,       7.847756
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,0,       9.545447
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,1,       9.207541
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,2,       9.266320
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,3,       9.143881
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,4,       9.344540
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,5,       9.079342
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,6,       9.199591
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,7,       9.169952
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,8,       9.130092
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,9,       9.102002
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,10,       9.149152
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,11,       9.275450
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,12,       9.161232
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,13,       9.097982
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,14,       9.436059
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,15,       9.063413
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,16,       9.194312
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,17,       9.552497
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,18,       9.130822
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,19,       9.148212
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,20,       9.076592
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,21,       9.148652
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,22,       9.288980
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,23,       9.051813
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,24,       9.103142
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,25,       9.033382
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,26,       9.102602
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,27,       9.050552
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,28,       9.184862
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,29,       9.051672
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,30,       9.101462
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,31,       9.199901
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,32,       9.345509
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,33,       9.060802
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,34,       9.378199
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,35,       9.076292
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,36,       9.107793
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,37,       9.129492
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,38,       9.063983
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,39,       9.163121
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,40,       9.093112
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,41,       9.057223
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,42,       9.070933
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,43,       9.154201
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,44,       9.132962
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,45,       9.188421
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,46,       9.103642
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,47,       9.171722
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,48,       9.444178
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,49,       9.110922
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,50,       9.010713
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,51,       9.058243
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,52,       9.158572
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,53,       9.386959
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,54,       9.082303
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,55,       9.069312
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,56,       9.096062
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,57,       9.211241
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,58,       9.174841
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,59,       9.128051
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,60,       9.131372
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,61,       9.070603
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,62,       9.233361
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,63,       9.228951
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,64,       9.192511
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,65,       9.206101
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,66,       9.256930
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,67,       9.170501
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,68,       9.173311
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,69,       9.210521
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,70,       9.016393
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,71,       9.061993
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,72,       9.168471
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,73,       9.222811
3,double,uniform,PoisFFT,"P | P | P | P | N | D",192,74,       9.200641
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,0,      22.621456
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,1,      22.377189
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,2,      22.249520
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,3,      22.436129
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,4,      22.308120
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,5,      22.252161
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,6,      22.539828
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,7,      22.363700
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,8,      22.490439
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,9,      22.226851
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,10,      22.221621
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,11,      22.286970
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,12,      22.412119
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,13,      22.280880
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,14,      22.224671
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,15,      22.245391
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,16,      22.111172
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,17,      22.258491
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,18,      22.475608
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,19,      22.290770
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,20,      22.383309
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,21,      22.508848
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,22,      22.293281
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,23,      22.381149
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,24,      22.317080
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,25,      22.318620
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,26,      22.441449
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,27,      22.232721
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,28,      22.224661
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,29,      22.312430
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,30,      22.333830
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,31,      22.313620
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,32,      22.361110
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,33,      22.505698
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,34,      22.244390
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,35,      22.236641
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,36,      22.557277
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,37,      22.168942
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,38,      22.570488
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,39,      22.262800
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,40,      22.295290
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,41,      22.566347
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,42,      22.441928
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,43,      22.271581
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,44,      22.430069
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,45,      22.605847
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,46,      22.320100
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,47,      22.356640
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,48,      22.303551
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,49,      22.342180
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,50,      22.392889
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,51,      22.375190
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,52,      22.348030
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,53,      22.285390
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,54,      22.359450
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,55,      22.496518
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,56,      22.355100
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,57,      22.416339
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,58,      22.494348
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,59,      22.198732
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,60,      22.409899
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,61,      22.588087
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,62,      22.355980
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,63,      22.435728
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,64,      22.333580
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,65,      22.443218
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,66,      22.369570
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,67,      22.290881
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,68,      22.422059
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,69,      22.326280
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,70,      22.547687
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,71,      22.404659
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,72,      22.479458
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,73,      22.487138
3,double,uniform,PoisFFT,"P | P | P | P | N | D",256,74,      22.496649
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,0,      42.275946
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,1,      42.403354
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,2,      42.630112
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,3,      42.522333
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,4,      42.412604
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,5,      42.340065
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,6,      42.710721
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,7,      42.355365
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,8,      42.727260
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,9,      42.507163
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,10,      42.407694
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,11,      42.336225
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,12,      42.272876
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,13,      42.259236
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,14,      42.442323
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,15,      42.457163
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,16,      42.709841
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,17,      42.211666
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,18,      42.506493
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,19,      42.457023
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,20,      42.366414
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,21,      42.443443
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,22,      42.479133
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,23,      42.292015
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,24,      42.684281
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,25,      42.433854
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,26,      42.209786
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,27,      42.592592
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,28,      42.285855
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,29,      42.305425
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,30,      42.380504
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,31,      42.680691
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,32,      42.391044
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,33,      42.452804
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,34,      42.515803
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,35,      42.232576
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,36,      42.741221
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,37,      42.355635
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,38,      42.265175
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,39,      42.473813
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,40,      42.408694
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,41,      42.348414
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,42,      42.530473
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,43,      42.350284
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,44,      42.217266
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,45,      42.664121
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,46,      42.369935
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,47,      42.702111
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,48,      42.710560
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,49,      42.415994
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,50,      42.473583
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,51,      42.542803
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,52,      42.483073
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,53,      42.436444
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,54,      42.231966
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,55,      42.411564
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,56,      42.541292
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,57,      42.504753
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,58,      42.246736
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,59,      42.531083
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,60,      42.269166
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,61,      42.295306
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,62,      42.370864
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,63,      42.289956
3,double,uniform,PoisFFT,"P | P | P | P | N | D",320,64,      42.503093
