dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,0,      16.858759
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,33,       0.351346
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,34,       0.340166
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,35,       0.339306
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,36,       0.343606
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,37,       0.337956
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,38,       0.346176
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,39,       0.344787
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,40,       0.356156
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,41,       0.358306
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,42,       0.359296
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,43,       0.360766
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,44,       0.345107
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,45,       0.341447
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,46,       0.359867
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,47,       0.361126
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,48,       0.356606
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,49,       0.357707
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,50,       0.341616
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,51,       0.342266
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,52,       0.338836
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,53,       0.335916
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,54,       0.344677
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,55,       0.335746
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,56,       0.378456
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,57,       0.340886
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,58,       0.335417
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,59,       0.343047
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,60,       0.347737
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,61,       0.348526
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,62,       0.347057
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,63,       0.348006
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,64,       0.346396
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,65,       0.347766
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,66,       0.346547
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,67,       0.344847
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,68,       0.346057
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,69,       0.351517
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,70,       0.345897
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,71,       0.344856
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,72,       0.345706
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,73,       0.347676
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,74,       0.351757
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,0,       7.493280
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,1,       7.270561
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,2,       7.271141
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,3,       7.018174
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,4,       7.165654
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,5,       7.096433
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,6,       7.161793
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,7,       7.087324
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,8,       7.051705
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,9,       7.118904
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,10,       7.049774
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,11,       7.056584
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,12,       7.106064
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,13,       7.220622
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,14,       7.284641
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,15,       7.203222
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,16,       7.280812
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,17,       7.194732
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,18,       7.199083
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,19,       6.974844
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,20,       7.188463
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,21,       7.030074
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,22,       7.271161
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,23,       7.068144
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,24,       7.165963
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,25,       7.254112
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,26,       7.587418
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,27,       7.263412
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,28,       7.242122
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,29,       7.077874
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,30,       7.116163
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,31,       7.077504
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,32,       7.117163
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,33,       7.022224
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,34,       7.170853
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,35,       7.045524
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,36,       7.209142
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,37,       7.126964
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,38,       7.089094
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,39,       7.017034
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,40,       7.270702
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,41,       7.117613
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,42,       7.291082
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,43,       7.141913
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,44,       7.211573
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,45,       7.097664
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,46,       7.079664
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,47,       7.263471
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,48,       7.209153
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,49,       7.051514
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,50,       7.148283
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,51,       7.118803
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,52,       7.185963
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,53,       7.144823
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,54,       7.177063
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,55,       7.111914
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,56,       7.206842
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,57,       7.104254
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,58,       7.237522
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,59,       7.088003
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,60,       7.130383
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,61,       7.217083
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,62,       7.165883
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,63,       7.088064
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,64,       7.201912
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,65,       7.276462
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,66,       7.220452
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,67,       7.269072
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,68,       7.233072
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,69,       7.053994
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,70,       7.090603
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,71,       7.266781
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,72,       7.095214
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,73,       7.294231
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,74,       7.096414
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,0,       8.941034
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,1,       8.424469
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,2,       9.046542
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,3,       8.872914
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,4,       8.162502
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,5,       8.554198
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,6,       8.794855
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,7,       8.807005
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,8,       8.683816
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,9,       8.553218
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,10,       8.624137
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,11,       8.783786
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,12,       8.940314
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,13,       8.796515
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,14,       8.520638
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,15,       8.570308
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,16,       8.601567
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,17,       8.751006
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,18,       8.618257
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,19,       8.756726
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,20,       8.813125
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,21,       8.769336
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,22,       8.932443
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,23,       8.611607
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,24,       8.884104
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,25,       8.588618
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,26,       8.734526
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,27,       8.598248
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,28,       8.686847
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,29,       8.743846
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,30,       8.652427
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,31,       8.800986
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,32,       8.718906
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,33,       8.562178
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,34,       8.700616
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,35,       8.577748
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,36,       8.590207
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,37,       8.506029
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,38,       8.833305
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,39,       8.954194
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,40,       8.547348
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,41,       8.633657
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,42,       8.481019
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,43,       8.471678
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,44,       8.803245
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,45,       8.843035
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,46,       8.677397
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,47,       8.715476
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,48,       8.598838
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,49,       8.595117
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,50,       8.811055
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,51,       8.696677
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,52,       8.864215
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,53,       8.646647
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,54,       8.621217
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,55,       8.511709
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,56,       8.648637
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,57,       8.570028
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,58,       8.638097
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,59,       8.592708
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,60,       8.551088
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,61,       8.748205
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,62,       8.699676
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,63,       8.771026
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,64,       8.573308
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,65,       8.556828
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,66,       8.808235
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,67,       9.168501
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,68,       8.561237
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,69,       8.631888
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,70,       8.573388
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,71,       8.590698
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,72,       8.830955
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,73,       8.755256
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,74,       8.735326
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,0,      22.423529
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,1,      22.570147
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,2,      22.548717
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,3,      22.465928
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,4,      22.512598
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,5,      22.408979
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,6,      22.485768
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,7,      22.484018
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,8,      22.514998
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,9,      22.604276
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,10,      22.432359
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,11,      22.484698
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,12,      22.650196
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,13,      22.495269
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,14,      22.624266
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,15,      22.330340
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,16,      22.379479
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,17,      22.310470
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,18,      22.453259
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,19,      22.390919
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,20,      22.388929
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,21,      22.513768
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,22,      22.420829
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,23,      22.391659
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,24,      22.467648
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,25,      22.377619
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,26,      22.415148
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,27,      22.546888
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,28,      22.403669
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,29,      22.559137
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,30,      22.378099
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,31,      22.522518
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,32,      22.365630
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,33,      22.410329
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,34,      22.452399
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,35,      22.405419
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,36,      22.455758
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,37,      22.423159
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,38,      22.475188
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,39,      22.527167
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,40,      22.412159
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,41,      22.577897
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,42,      22.428908
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,43,      22.486748
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,44,      22.539288
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,45,      22.480349
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,46,      22.399680
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,47,      22.499208
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,48,      22.483038
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,49,      22.395499
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,50,      22.429349
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,51,      22.453449
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,52,      22.529708
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,53,      22.559158
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,54,      22.438999
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,55,      22.496928
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,56,      22.463619
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,57,      22.463308
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,58,      22.456909
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,59,      22.467028
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,60,      22.491108
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,61,      22.488008
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,62,      22.284541
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,63,      22.457508
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,64,      22.432509
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,65,      22.575117
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,66,      22.397569
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,67,      22.277870
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,68,      22.484228
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,69,      22.390229
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,70,      22.469318
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,71,      22.443589
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,72,      22.433099
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,73,      22.461288
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,74,      22.532788
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,0,      44.921837
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,1,      44.692030
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,2,      44.918177
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,3,      44.342613
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,4,      44.847357
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,5,      44.928057
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,6,      44.809918
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,7,      44.857067
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,8,      45.305373
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,9,      44.934107
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,10,      45.097095
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,11,      44.863327
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,12,      45.133074
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,13,      44.872817
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,14,      44.767519
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,15,      44.726429
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,16,      44.663599
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,17,      44.715589
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,18,      45.385502
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,19,      44.759668
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,20,      44.627680
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,21,      44.685940
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,22,      44.830358
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,23,      44.819308
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,24,      44.942407
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,25,      44.773858
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,26,      44.861348
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,27,      45.060655
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,28,      44.793048
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,29,      44.856047
