dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",64,0,      17.199691
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,38,      15.282077
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,39,      15.425516
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,40,      15.149688
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,41,      15.383616
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,42,      15.188738
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,43,      14.917369
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,44,      15.551094
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,45,      14.866550
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,46,      14.777461
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,47,      15.262317
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,48,      15.576334
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,49,      15.449695
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,50,      14.696762
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,51,      15.497595
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,52,      15.067758
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,53,      14.976639
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,54,      15.371186
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,55,      14.620862
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,56,      15.106498
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,57,      14.628772
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,58,      15.789992
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,59,      16.165770
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,60,      15.396835
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,61,      14.941490
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,62,      14.675932
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,63,      15.161168
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,64,      14.584353
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,65,      15.238197
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,66,      15.542755
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,67,      15.647993
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,68,      15.259137
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,69,      15.431636
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,70,      14.961440
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,71,      14.687521
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,72,      14.805191
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,73,      14.751201
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",192,74,      14.918949
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,0,      57.567106
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,1,      57.779044
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,2,      57.150019
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,3,      56.926810
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,4,      58.620907
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,5,      58.228040
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,6,      58.223860
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,7,      58.837555
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,8,      58.145591
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,9,      58.054651
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,10,      56.978960
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,11,      58.654686
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,12,      57.273207
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,13,      58.197700
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,14,      58.217600
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,15,      58.115021
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,16,      57.410587
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,17,      58.411209
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,18,      57.196919
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,19,      57.976752
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,20,      57.927232
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,21,      58.272740
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,22,      58.129871
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,23,      58.440238
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,24,      57.531926
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,25,      56.738272
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,26,      57.807503
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,27,      58.125641
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,28,      58.204641
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,29,      57.969402
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,30,      57.560946
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,31,      57.092259
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,32,      57.202489
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,33,      57.972542
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,34,      58.036561
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,35,      57.594385
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,36,      57.902482
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,37,      57.170679
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,38,      57.855093
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,39,      57.666384
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,40,      57.937092
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,41,      57.645185
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,42,      58.471408
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,43,      58.113441
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,44,      58.479598
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,45,      57.978362
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,46,      57.597455
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,47,      57.976332
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,48,      58.677006
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,49,      57.948172
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,50,      57.587485
3,double,uniform,PoisFFT,"Ns | Ds | Ns | Ns | Ns | Ns",256,51,      57.939882
