dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,0,      14.207932
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,65,       0.366826
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,66,       0.372826
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,67,       0.357316
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,68,       0.360656
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,69,       0.354336
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,70,       0.375076
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,71,       0.365156
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,72,       0.370866
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,73,       0.350876
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,74,       0.356796
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,0,       5.386410
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,1,       5.309311
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,2,       5.192972
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,3,       5.114403
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,4,       5.207142
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,5,       5.270612
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,6,       5.267682
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,7,       5.268581
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,8,       5.172932
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,9,       5.334601
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,10,       5.107793
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,11,       5.279761
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,12,       5.213312
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,13,       5.131964
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,14,       5.047724
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,15,       5.277552
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,16,       4.909326
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,17,       5.125954
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,18,       5.149973
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,19,       5.216042
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,20,       5.260092
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,21,       5.190442
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,22,       4.960905
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,23,       5.046555
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,24,       5.252392
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,25,       5.233752
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,26,       5.200292
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,27,       5.293061
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,28,       5.108683
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,29,       5.353421
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,30,       5.166352
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,31,       5.273871
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,32,       5.153383
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,33,       5.292481
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,34,       5.269072
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,35,       5.139583
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,36,       5.021654
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,37,       5.113543
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,38,       5.283512
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,39,       5.143232
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,40,       5.200932
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,41,       5.162213
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,42,       5.310842
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,43,       5.158433
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,44,       5.252992
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,45,       5.103403
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,46,       5.381460
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,47,       5.217522
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,48,       5.203342
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,49,       5.197752
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,50,       4.958695
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,51,       5.127703
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,52,       5.023714
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,53,       5.287821
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,54,       5.357160
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,55,       5.221792
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,56,       5.083863
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,57,       5.205332
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,58,       5.188513
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,59,       4.962085
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,60,       5.221962
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,61,       5.127153
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,62,       5.207952
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,63,       4.965025
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,64,       5.222752
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,65,       5.224792
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,66,       4.954865
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,67,       5.228112
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,68,       5.159202
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,69,       5.218392
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,70,       5.272721
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,71,       5.137083
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,72,       5.248352
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,73,       5.195723
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",128,74,       5.235351
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,0,       8.014851
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,1,       8.588775
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,2,       8.563325
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,3,       8.161960
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,4,       8.466566
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,5,       8.412416
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,6,       8.413606
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,7,       8.214719
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,8,       8.237018
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,9,       8.313867
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,10,       8.219458
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,11,       8.268148
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,12,       8.365897
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,13,       8.305797
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,14,       8.401567
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,15,       8.354777
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,16,       8.444146
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,17,       7.981121
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,18,       8.138209
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,19,       8.044370
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,20,       8.268438
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,21,       8.197949
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,22,       8.194209
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,23,       8.394657
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,24,       8.373927
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,25,       8.263618
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,26,       8.280828
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,27,       8.338228
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,28,       8.151420
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,29,       8.119230
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,30,       8.227659
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,31,       8.181659
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,32,       8.209818
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,33,       8.639014
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,34,       8.631294
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,35,       8.509815
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,36,       8.273328
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,37,       8.361578
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,38,       8.106770
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,39,       8.129710
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,40,       8.281588
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,41,       8.149749
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,42,       8.442297
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,43,       8.508076
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,44,       8.553775
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,45,       8.461386
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,46,       8.399417
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,47,       8.070320
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,48,       8.488106
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,49,       7.658635
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,50,       8.224629
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,51,       8.262558
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,52,       8.509746
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,53,       8.619754
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,54,       8.202809
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,55,       8.206429
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,56,       8.478806
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,57,       8.532755
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,58,       8.269128
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,59,       8.630735
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,60,       8.087180
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,61,       8.095970
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,62,       8.458696
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,63,       8.633604
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,64,       8.215489
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,65,       8.062851
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,66,       8.621604
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,67,       8.322757
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,68,       8.198699
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,69,       8.667703
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,70,       8.453255
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,71,       8.428966
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,72,       8.521735
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,73,       8.555835
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",192,74,       8.118220
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,0,      18.562164
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,1,      18.343427
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,2,      18.643083
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,3,      18.529304
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,4,      18.812221
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,5,      18.450735
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,6,      18.083459
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,7,      18.922350
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,8,      18.708583
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,9,      18.076470
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,10,      18.131158
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,11,      18.148768
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,12,      18.082919
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,13,      18.033120
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,14,      18.045520
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,15,      18.085569
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,16,      18.240508
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,17,      18.572934
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,18,      18.388966
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,19,      18.088449
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,20,      18.124129
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,21,      18.619223
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,22,      18.279517
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,23,      18.557284
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,24,      18.670573
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,25,      18.114279
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,26,      18.742981
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,27,      18.557234
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,28,      18.189488
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,29,      18.638283
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,30,      18.681792
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,31,      18.356276
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,32,      18.559234
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,33,      18.669672
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,34,      18.742122
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,35,      18.149669
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,36,      18.458355
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,37,      18.644623
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,38,      18.678223
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,39,      18.276357
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,40,      18.462185
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,41,      18.644083
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,42,      18.113919
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,43,      18.664323
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,44,      18.647613
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,45,      19.202306
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,46,      18.548184
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,47,      18.647793
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,48,      18.230877
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,49,      18.427556
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,50,      18.214168
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",256,51,      18.665493
