dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | P | P | D | N",64,0,       6.447531
3,float,uniform,PoisFFT,"P | P | P | P | D | N",64,73,       0.482815
3,float,uniform,PoisFFT,"P | P | P | P | D | N",64,74,       0.490804
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,0,       8.673568
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,1,       8.415931
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,2,       8.384751
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,3,       8.348661
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,4,       8.475641
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,5,       8.335572
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,6,       8.425971
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,7,       8.478210
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,8,       8.390911
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,9,       8.452730
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,10,       8.493300
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,11,       8.523999
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,12,       8.376531
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,13,       8.419351
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,14,       8.438520
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,15,       8.354701
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,16,       8.454390
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,17,       8.365261
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,18,       8.396601
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,19,       8.359192
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,20,       8.367511
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,21,       8.465650
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,22,       8.384111
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,23,       8.364942
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,24,       8.415081
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,25,       8.457110
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,26,       8.386631
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,27,       8.485980
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,28,       8.471060
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,29,       8.430651
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,30,       8.420601
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,31,       8.485840
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,32,       8.390511
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,33,       8.396601
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,34,       8.383561
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,35,       8.336212
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,36,       8.401191
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,37,       8.407191
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,38,       8.423061
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,39,       8.384171
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,40,       8.386211
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,41,       8.383301
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,42,       8.503950
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,43,       8.486910
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,44,       8.418921
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,45,       8.461840
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,46,       8.499360
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,47,       8.419490
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,48,       8.428411
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,49,       8.413150
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,50,       8.370031
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,51,       8.414701
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,52,       8.536419
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,53,       8.445840
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,54,       8.417191
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,55,       8.483130
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,56,       8.426341
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,57,       8.432641
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,58,       8.520100
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,59,       8.362682
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,60,       8.413051
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,61,       8.385731
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,62,       8.338911
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,63,       8.414331
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,64,       8.373121
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,65,       8.428681
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,66,       8.449280
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,67,       8.432390
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,68,       8.475650
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,69,       8.429970
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,70,       8.356952
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,71,       8.448080
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,72,       8.545439
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,73,       8.386900
3,float,uniform,PoisFFT,"P | P | P | P | D | N",128,74,       8.378260
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,0,      13.828873
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,1,      13.410987
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,2,      13.464347
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,3,      13.192039
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,4,      13.354928
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,5,      13.354918
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,6,      13.425528
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,7,      13.366308
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,8,      13.372408
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,9,      13.454087
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,10,      13.415468
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,11,      13.406978
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,12,      13.433167
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,13,      13.405297
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,14,      13.391087
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,15,      13.404657
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,16,      13.316778
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,17,      13.482426
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,18,      13.394617
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,19,      13.482947
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,20,      13.390067
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,21,      13.422588
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,22,      13.466706
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,23,      13.393878
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,24,      13.387568
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,25,      13.517956
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,26,      13.428438
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,27,      13.438438
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,28,      13.446348
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,29,      13.398117
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,30,      13.317579
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,31,      13.465727
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,32,      13.361938
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,33,      13.478597
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,34,      13.490347
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,35,      13.419198
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,36,      13.481507
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,37,      13.394947
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,38,      13.386078
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,39,      13.520177
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,40,      13.387398
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,41,      13.481436
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,42,      13.452798
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,43,      13.391448
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,44,      13.470917
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,45,      13.380248
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,46,      13.436617
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,47,      13.495097
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,48,      13.448967
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,49,      13.415258
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,50,      13.403718
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,51,      13.395138
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,52,      13.071472
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,53,      13.380038
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,54,      13.367058
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,55,      13.378697
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,56,      13.392748
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,57,      13.474127
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,58,      13.448037
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,59,      13.409208
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,60,      13.397738
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,61,      13.437957
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,62,      13.401278
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,63,      13.476357
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,64,      13.483917
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,65,      13.390408
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,66,      13.342518
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,67,      13.403317
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,68,      13.405497
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,69,      13.419857
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,70,      13.461677
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,71,      13.410518
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,72,      13.451147
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,73,      13.433467
3,float,uniform,PoisFFT,"P | P | P | P | D | N",192,74,      13.465407
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,0,      34.860630
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,1,      34.475244
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,2,      34.306185
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,3,      34.532923
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,4,      34.273696
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,5,      34.460514
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,6,      34.438194
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,7,      34.403724
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,8,      34.397325
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,9,      34.349995
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,10,      34.402295
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,11,      34.356595
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,12,      34.359765
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,13,      34.501853
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,14,      34.269306
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,15,      34.536023
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,16,      34.434225
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,17,      34.383255
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,18,      34.357656
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,19,      34.435214
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,20,      34.535213
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,21,      34.512133
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,22,      34.444064
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,23,      34.422505
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,24,      34.516323
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,25,      34.386355
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,26,      34.468324
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,27,      34.511634
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,28,      34.456624
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,29,      34.481664
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,30,      34.233246
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,31,      34.496224
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,32,      34.388644
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,33,      34.523654
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,34,      34.309296
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,35,      34.446295
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,36,      34.481704
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,37,      34.484484
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,38,      34.468414
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,39,      34.509433
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,40,      34.365864
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,41,      34.280186
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,42,      34.433734
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,43,      34.372565
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,44,      34.377404
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,45,      34.529193
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,46,      34.294155
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,47,      34.472084
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,48,      34.276706
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,49,      34.298606
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,50,      34.456694
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,51,      34.518673
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,52,      34.464304
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,53,      34.483933
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,54,      34.348876
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,55,      34.373614
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,56,      34.536943
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,57,      34.488973
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,58,      34.447655
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,59,      34.433224
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,60,      34.555653
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,61,      34.348445
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,62,      34.535643
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,63,      34.569663
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,64,      34.574803
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,65,      34.458804
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,66,      34.465464
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,67,      34.349335
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,68,      34.436084
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,69,      34.497733
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,70,      34.314556
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,71,      34.532323
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,72,      34.341445
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,73,      34.546673
3,float,uniform,PoisFFT,"P | P | P | P | D | N",256,74,      34.318016
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,0,      68.872459
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,1,      68.644820
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,2,      68.005568
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,3,      68.052537
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,4,      68.041147
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,5,      68.154186
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,6,      67.917879
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,7,      68.290405
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,8,      67.960828
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,9,      67.933528
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,10,      68.057948
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,11,      68.290365
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,12,      67.970458
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,13,      68.279635
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,14,      68.261395
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,15,      68.111377
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,16,      68.210595
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,17,      68.027807
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,18,      67.948358
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,19,      68.300475
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,20,      68.133396
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,21,      68.456133
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,22,      68.102047
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,23,      67.926269
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,24,      67.927509
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,25,      68.042707
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,26,      68.253175
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,27,      68.038947
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,28,      67.880489
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,29,      68.345604
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,30,      67.963298
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,31,      68.033267
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,32,      68.034217
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,33,      68.049037
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,34,      67.987028
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,35,      68.003977
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,36,      68.149716
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,37,      68.164266
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,38,      67.761591
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,39,      67.858879
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,40,      68.273985
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,41,      67.982028
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,42,      68.191105
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,43,      68.297605
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,44,      68.009258
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,45,      68.079727
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,46,      67.996848
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,47,      68.107757
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,48,      68.081906
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,49,      67.993868
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,50,      67.682942
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,51,      68.041528
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,52,      68.170376
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,53,      68.051947
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,54,      68.202636
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,55,      68.114536
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,56,      68.167186
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,57,      68.349784
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,58,      68.119057
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,59,      68.145536
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,60,      67.732521
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,61,      68.052167
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,62,      68.127117
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,63,      68.022447
3,float,uniform,PoisFFT,"P | P | P | P | D | N",320,64,      67.939139
