dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | P | P | N | D",64,0,      17.012787
3,float,uniform,PoisFFT,"P | P | P | P | N | D",64,70,       0.481874
3,float,uniform,PoisFFT,"P | P | P | P | N | D",64,71,       0.476065
3,float,uniform,PoisFFT,"P | P | P | P | N | D",64,72,       0.478875
3,float,uniform,PoisFFT,"P | P | P | P | N | D",64,73,       0.483355
3,float,uniform,PoisFFT,"P | P | P | P | N | D",64,74,       0.474335
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,0,       7.609108
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,1,       7.455380
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,2,       7.482360
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,3,       7.435870
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,4,       7.416391
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,5,       7.463740
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,6,       7.488549
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,7,       7.452400
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,8,       7.392430
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,9,       7.444019
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,10,       7.594389
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,11,       7.475109
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,12,       7.421980
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,13,       7.505769
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,14,       7.500060
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,15,       7.413790
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,16,       7.523429
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,17,       7.443230
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,18,       7.495079
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,19,       7.439230
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,20,       7.494130
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,21,       7.386661
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,22,       7.391680
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,23,       7.640798
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,24,       7.469150
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,25,       7.508599
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,26,       7.519049
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,27,       7.449430
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,28,       7.483770
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,29,       7.516549
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,30,       7.371321
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,31,       7.482279
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,32,       7.398110
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,33,       7.501450
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,34,       7.534298
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,35,       7.398280
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,36,       7.427870
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,37,       7.495359
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,38,       7.394321
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,39,       7.409820
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,40,       7.504329
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,41,       7.485719
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,42,       7.444090
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,43,       7.381001
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,44,       7.456940
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,45,       7.360521
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,46,       7.417990
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,47,       7.482909
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,48,       7.467670
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,49,       7.503100
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,50,       7.362811
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,51,       7.437740
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,52,       7.460590
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,53,       7.450240
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,54,       7.401930
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,55,       7.468550
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,56,       7.423150
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,57,       7.466870
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,58,       7.435031
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,59,       7.436320
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,60,       7.444300
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,61,       7.343271
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,62,       7.464689
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,63,       7.437840
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,64,       7.421740
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,65,       7.512929
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,66,       7.405510
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,67,       7.527088
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,68,       7.428180
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,69,       7.558438
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,70,       7.348531
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,71,       7.400470
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,72,       7.493579
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,73,       7.404900
3,float,uniform,PoisFFT,"P | P | P | P | N | D",128,74,       7.432490
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,0,      13.016370
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,1,      12.839822
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,2,      12.828172
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,3,      12.831022
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,4,      12.836932
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,5,      12.844481
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,6,      12.813322
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,7,      12.833822
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,8,      12.865401
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,9,      12.834972
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,10,      12.851981
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,11,      12.837942
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,12,      12.942261
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,13,      12.834892
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,14,      12.839582
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,15,      13.322857
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,16,      12.827822
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,17,      12.829512
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,18,      12.832872
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,19,      12.849422
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,20,      12.851122
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,21,      12.837132
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,22,      12.839022
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,23,      12.836882
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,24,      12.829402
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,25,      12.915541
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,26,      12.838652
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,27,      12.835871
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,28,      13.042060
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,29,      12.823972
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,30,      12.839702
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,31,      13.102529
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,32,      12.829722
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,33,      12.833822
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,34,      12.839052
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,35,      12.818732
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,36,      12.834392
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,37,      12.855242
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,38,      12.929401
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,39,      12.839462
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,40,      12.850032
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,41,      12.847762
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,42,      12.832832
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,43,      12.822082
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,44,      12.842052
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,45,      12.843152
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,46,      12.810723
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,47,      12.825551
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,48,      12.834882
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,49,      12.821232
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,50,      12.861471
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,51,      12.890661
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,52,      12.842752
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,53,      12.841822
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,54,      12.855322
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,55,      12.829962
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,56,      12.845942
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,57,      12.850342
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,58,      12.839832
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,59,      12.835861
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,60,      12.883592
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,61,      12.863152
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,62,      12.826012
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,63,      12.836432
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,64,      12.850482
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,65,      12.837021
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,66,      12.841442
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,67,      12.815222
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,68,      12.831032
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,69,      12.836642
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,70,      12.836052
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,71,      12.837262
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,72,      12.828682
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,73,      12.835032
3,float,uniform,PoisFFT,"P | P | P | P | N | D",192,74,      12.837542
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,0,      39.035510
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,1,      38.810083
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,2,      38.577985
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,3,      38.836773
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,4,      38.917921
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,5,      38.623984
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,6,      38.666374
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,7,      38.645534
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,8,      39.144419
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,9,      38.702684
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,10,      38.792133
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,11,      38.643065
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,12,      39.341446
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,13,      38.892001
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,14,      38.924971
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,15,      38.676404
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,16,      38.606274
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,17,      38.940271
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,18,      38.761543
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,19,      38.963621
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,20,      38.960161
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,21,      38.539585
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,22,      38.726453
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,23,      38.608995
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,24,      38.759163
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,25,      38.601065
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,26,      38.821733
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,27,      39.002341
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,28,      38.726294
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,29,      38.659195
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,30,      38.655804
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,31,      38.969501
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,32,      38.669634
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,33,      39.014601
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,34,      38.566265
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,35,      38.801423
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,36,      38.645384
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,37,      39.242768
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,38,      38.701024
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,39,      38.715243
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,40,      38.825282
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,41,      38.923801
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,42,      38.710834
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,43,      38.684454
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,44,      38.852002
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,45,      38.995541
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,46,      38.842932
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,47,      38.838252
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,48,      38.788012
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,49,      38.712813
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,50,      38.887941
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,51,      38.924172
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,52,      38.775083
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,53,      38.999430
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,54,      38.842002
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,55,      38.655254
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,56,      39.002501
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,57,      38.889681
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,58,      38.869742
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,59,      38.794523
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,60,      38.724884
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,61,      38.941121
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,62,      38.894791
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,63,      38.615625
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,64,      38.888202
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,65,      38.598105
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,66,      38.651064
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,67,      38.682474
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,68,      38.908181
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,69,      39.055120
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,70,      38.719104
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,71,      38.942801
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,72,      38.818702
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,73,      38.791372
3,float,uniform,PoisFFT,"P | P | P | P | N | D",256,74,      38.591265
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,0,      68.326915
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,1,      68.435544
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,2,      68.446334
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,3,      68.331705
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,4,      68.093858
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,5,      68.314836
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,6,      68.236646
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,7,      68.256866
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,8,      68.284916
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,9,      68.187757
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,10,      68.160046
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,11,      68.197716
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,12,      68.227406
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,13,      68.071378
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,14,      68.186366
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,15,      68.167737
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,16,      68.391204
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,17,      68.216006
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,18,      68.484623
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,19,      68.335284
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,20,      68.318016
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,21,      68.311295
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,22,      68.199047
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,23,      68.315455
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,24,      68.199857
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,25,      68.220816
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,26,      68.281986
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,27,      68.168367
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,28,      68.131408
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,29,      68.196577
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,30,      68.209536
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,31,      68.105588
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,32,      68.201826
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,33,      68.182067
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,34,      68.202256
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,35,      68.082868
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,36,      68.490073
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,37,      68.341045
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,38,      68.388375
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,39,      68.160107
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,40,      68.305746
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,41,      68.198436
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,42,      68.173147
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,43,      68.097698
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,44,      68.033188
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,45,      68.207867
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,46,      68.099128
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,47,      68.202576
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,48,      68.161887
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,49,      68.359855
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,50,      68.333015
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,51,      68.075168
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,52,      68.363314
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,53,      68.326874
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,54,      68.073607
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,55,      68.045059
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,56,      68.309115
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,57,      68.269256
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,58,      68.243006
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,59,      68.279616
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,60,      68.154836
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,61,      68.434254
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,62,      68.357335
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,63,      68.090958
3,float,uniform,PoisFFT,"P | P | P | P | N | D",320,64,      68.073458
