dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,0,       6.166012
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,30,      14.025554
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,31,      14.296411
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,32,      14.230352
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,33,      14.054835
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,34,      14.220653
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,35,      14.170703
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,36,      14.296361
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,37,      14.177993
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,38,      14.201772
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,39,      14.145393
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,40,      14.120793
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,41,      14.762296
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,42,      14.412809
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,43,      14.399680
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,44,      14.215192
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,45,      14.273241
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,46,      14.250551
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,47,      14.271962
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,48,      14.101474
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,49,      14.260492
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,50,      14.305731
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,51,      14.364691
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,52,      14.521138
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,53,      14.509039
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,54,      14.097494
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,55,      14.489339
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,56,      14.569358
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,57,      14.222482
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,58,      14.399541
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,59,      14.347331
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,60,      14.404500
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,61,      14.455430
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,62,      14.140783
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,63,      14.055644
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,64,      13.997774
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,65,      14.300951
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,66,      14.229203
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,67,      14.266381
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,68,      14.226682
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,69,      14.147443
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,70,      14.579098
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,71,      14.411250
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,72,      14.149523
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,73,      14.077653
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",128,74,      14.302561
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,0,      16.050052
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,1,      16.096161
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,2,      15.857154
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,3,      15.946993
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,4,      15.824874
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,5,      15.786765
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,6,      15.885204
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,7,      15.886234
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,8,      15.888464
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,9,      15.854054
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,10,      15.992202
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,11,      15.959553
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,12,      15.976502
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,13,      15.908444
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,14,      15.899754
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,15,      15.911543
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,16,      15.737515
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,17,      15.863084
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,18,      15.868834
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,19,      15.830025
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,20,      15.883114
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,21,      15.885393
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,22,      15.801235
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,23,      15.722175
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,24,      15.870574
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,25,      15.892374
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,26,      15.795804
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,27,      15.838124
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,28,      15.926403
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,29,      15.902773
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,30,      15.778005
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,31,      15.823584
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,32,      15.945633
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,33,      15.863074
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,34,      15.773665
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,35,      15.775745
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,36,      15.944613
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,37,      15.770495
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,38,      15.833985
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,39,      15.793555
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,40,      15.961583
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,41,      15.762755
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,42,      15.825364
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,43,      15.740025
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,44,      15.770635
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,45,      15.839704
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,46,      15.856894
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,47,      15.970053
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,48,      15.764745
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,49,      15.957453
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,50,      15.890043
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,51,      15.909853
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,52,      15.922563
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,53,      15.881673
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,54,      15.868474
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,55,      15.893753
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,56,      15.723236
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,57,      15.886023
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,58,      15.884804
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,59,      15.965423
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,60,      15.689216
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,61,      15.706076
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,62,      15.777415
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,63,      15.936893
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,64,      15.887483
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,65,      15.871044
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,66,      15.709556
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,67,      15.807224
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,68,      15.781564
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,69,      15.801824
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,70,      15.861804
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,71,      15.889334
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,72,      15.872464
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,73,      15.998023
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",192,74,      15.817734
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,0,      41.313381
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,1,      41.204083
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,2,      41.148233
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,3,      41.138914
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,4,      41.157473
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,5,      41.107874
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,6,      41.299632
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,7,      41.154353
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,8,      41.077164
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,9,      41.046165
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,10,      41.101324
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,11,      41.131983
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,12,      41.188593
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,13,      41.156383
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,14,      41.129254
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,15,      41.174373
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,16,      41.115233
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,17,      41.156273
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,18,      41.114133
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,19,      41.002615
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,20,      41.142234
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,21,      41.157843
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,22,      41.006215
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,23,      41.186072
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,24,      41.161123
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,25,      41.066834
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,26,      41.125923
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,27,      41.129374
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,28,      41.137894
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,29,      41.048195
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,30,      41.145303
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,31,      41.029225
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,32,      41.116374
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,33,      41.035565
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,34,      41.157074
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,35,      41.133574
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,36,      41.109873
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,37,      41.041674
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,38,      41.204233
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,39,      41.099284
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,40,      41.112154
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,41,      41.014734
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,42,      41.095984
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,43,      41.133513
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,44,      41.169053
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,45,      41.080424
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,46,      41.095734
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,47,      41.168963
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,48,      41.076674
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,49,      41.130224
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,50,      41.035295
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,51,      41.203013
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,52,      41.151923
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,53,      41.150514
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,54,      41.109534
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,55,      41.203093
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,56,      41.102973
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,57,      41.091454
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,58,      41.126594
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,59,      41.219172
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,60,      41.102264
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,61,      41.055825
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,62,      41.103033
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,63,      41.005715
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,64,      41.093824
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,65,      41.215993
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,66,      41.225003
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,67,      41.122883
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,68,      41.155853
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,69,      41.101924
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,70,      41.160753
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,71,      41.075034
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,72,      41.189143
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,73,      41.095014
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",256,74,      41.088774
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,0,      79.635026
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,1,      79.241530
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,2,      79.423408
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,3,      79.372099
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,4,      79.425209
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,5,      79.621426
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,6,      79.617566
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,7,      79.619286
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,8,      79.759515
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,9,      79.767475
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,10,      79.657116
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,11,      79.432238
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,12,      79.289360
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,13,      79.395019
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,14,      79.470858
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,15,      79.700525
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,16,      79.433219
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,17,      79.510048
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,18,      79.292630
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,19,      79.727875
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,20,      79.687936
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,21,      79.384909
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,22,      79.625416
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,23,      79.417159
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,24,      79.551217
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,25,      79.818034
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,26,      79.755825
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,27,      79.461578
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,28,      79.564447
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",320,29,      79.621257
