dim,precision,solver_type,api,bc_name,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,0,       1.297515
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,40,       0.477904
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,41,       0.475225
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,42,       0.474044
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,43,       0.477885
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,44,       0.475804
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,45,       0.476905
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,46,       0.473705
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,47,       0.481465
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,48,       0.475555
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,49,       0.471665
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,50,       0.474525
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,51,       0.479184
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,52,       0.471894
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,53,       0.473234
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,54,       0.470555
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,55,       0.475905
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,56,       0.472835
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,57,       0.475755
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,58,       0.474225
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,59,       0.475384
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,60,       0.479804
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,61,       0.476485
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,62,       0.477854
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,63,       0.476884
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,64,       0.471605
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,65,       0.469334
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,66,       0.475215
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,67,       0.474215
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,68,       0.476185
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,69,       0.472215
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,70,       0.472195
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,71,       0.470925
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,72,       0.477935
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,73,       0.478175
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",64,74,       0.475725
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,0,       8.231208
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,1,       7.743213
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,2,       7.675024
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,3,       7.728093
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,4,       7.720693
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,5,       7.665864
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,6,       7.770933
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,7,       7.858862
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,8,       7.705064
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,9,       7.800822
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,10,       7.730763
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,11,       7.731563
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,12,       7.774732
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,13,       7.754133
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,14,       7.843372
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,15,       7.694504
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,16,       7.804822
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,17,       7.814812
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,18,       7.835442
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,19,       7.644975
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,20,       7.784902
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,21,       7.778643
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,22,       7.732203
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,23,       7.728513
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,24,       7.820302
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,25,       7.793602
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,26,       7.734563
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,27,       7.806732
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,28,       7.751332
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,29,       7.762343
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,30,       7.677474
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,31,       7.737853
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,32,       7.749323
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,33,       7.677894
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,34,       7.846212
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,35,       7.752852
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,36,       7.771183
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,37,       7.754932
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,38,       7.794252
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,39,       7.713363
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,40,       7.716853
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,41,       7.770343
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,42,       7.659914
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,43,       7.895391
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,44,       7.693943
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,45,       7.699244
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,46,       7.851872
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,47,       7.734843
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,48,       7.699163
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,49,       7.694663
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,50,       7.835912
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,51,       7.818272
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,52,       7.670233
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,53,       7.734263
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,54,       7.780822
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,55,       7.679713
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,56,       7.749512
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,57,       7.782662
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,58,       7.837442
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,59,       7.742113
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,60,       7.716733
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,61,       7.733643
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,62,       7.870301
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,63,       7.901321
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,64,       7.697743
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,65,       7.677094
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,66,       7.794072
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,67,       7.685244
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,68,       7.776922
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,69,       7.830522
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,70,       7.726233
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,71,       7.752293
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,72,       7.741893
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,73,       7.878012
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",128,74,       7.721923
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,0,      13.799894
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,1,      13.836014
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,2,      13.339980
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,3,      13.372930
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,4,      13.344010
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,5,      13.320201
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,6,      13.348870
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,7,      13.436429
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,8,      13.391560
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,9,      13.347010
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,10,      13.353390
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,11,      13.376699
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,12,      13.339650
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,13,      13.300141
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,14,      13.431359
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,15,      13.450118
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,16,      13.289031
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,17,      13.307900
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,18,      13.392150
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,19,      13.332990
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,20,      13.422329
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,21,      13.375879
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,22,      13.349310
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,23,      13.393279
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,24,      13.357930
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,25,      13.387450
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,26,      13.331330
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,27,      13.350650
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,28,      13.360440
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,29,      13.451919
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,30,      13.434149
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,31,      13.326960
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,32,      13.370859
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,33,      13.446999
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,34,      13.416259
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,35,      13.331790
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,36,      13.329540
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,37,      13.366310
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,38,      13.352280
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,39,      13.603907
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,40,      13.345670
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,41,      13.360360
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,42,      13.475559
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,43,      13.359400
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,44,      13.391969
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,45,      13.416099
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,46,      13.367419
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,47,      13.355969
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,48,      13.330430
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,49,      13.430289
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,50,      13.306960
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,51,      13.492708
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,52,      13.324810
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,53,      13.333880
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,54,      13.458158
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,55,      13.363370
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,56,      13.355010
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,57,      13.317760
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,58,      13.466609
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,59,      13.307510
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,60,      13.414550
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,61,      13.396249
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,62,      13.368699
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,63,      13.331140
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,64,      13.459869
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,65,      13.406859
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,66,      13.207461
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,67,      13.322260
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,68,      13.382300
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,69,      13.329050
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,70,      13.403300
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,71,      13.316510
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,72,      13.383539
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,73,      13.387219
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",192,74,      13.417039
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,0,      40.778122
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,1,      40.361956
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,2,      40.619353
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,3,      40.748651
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,4,      40.578104
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,5,      40.500684
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,6,      40.563714
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,7,      40.570154
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,8,      40.646222
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,9,      40.667323
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,10,      40.488075
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,11,      40.460045
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,12,      40.587463
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,13,      40.553904
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,14,      40.563464
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,15,      40.618903
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,16,      40.507814
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,17,      40.500885
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,18,      40.460655
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,19,      40.515275
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,20,      40.626703
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,21,      40.536054
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,22,      40.540804
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,23,      40.565074
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,24,      40.548794
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,25,      40.664563
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,26,      40.555294
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,27,      40.538073
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,28,      40.695212
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,29,      40.569474
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,30,      40.702572
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,31,      40.644403
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,32,      40.579393
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,33,      40.710542
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,34,      40.561324
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,35,      40.469564
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,36,      40.561683
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,37,      40.491625
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,38,      40.724073
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,39,      40.449805
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,40,      40.690792
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,41,      40.527375
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,42,      40.717692
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,43,      40.635173
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,44,      40.527674
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,45,      40.470345
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,46,      40.457855
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,47,      40.494465
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,48,      40.742692
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,49,      40.598914
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,50,      40.508785
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,51,      40.538013
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,52,      40.570723
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,53,      40.453725
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,54,      40.581523
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,55,      40.467194
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,56,      40.626193
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,57,      40.619023
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,58,      40.651152
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,59,      40.600403
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,60,      40.549794
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,61,      40.516474
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,62,      40.500565
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,63,      40.468834
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,64,      40.348147
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,65,      40.530294
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,66,      40.538534
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,67,      40.561584
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,68,      40.588204
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,69,      41.045958
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,70,      40.523324
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,71,      40.559354
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,72,      40.678643
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,73,      40.536913
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",256,74,      40.451036
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,0,      66.256095
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,1,      66.161246
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,2,      66.125296
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,3,      66.107327
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,4,      66.067317
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,5,      65.988158
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,6,      66.129966
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,7,      66.222745
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,8,      66.074437
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,9,      66.208115
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,10,      66.114237
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,11,      66.051788
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,12,      65.944739
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,13,      65.964528
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,14,      66.202295
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,15,      66.159556
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,16,      66.063097
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,17,      66.111187
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,18,      66.102237
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,19,      66.167586
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,20,      66.134076
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,21,      66.042468
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,22,      65.999228
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,23,      66.053937
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,24,      66.116786
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,25,      66.032597
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,26,      66.204896
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,27,      66.272605
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,28,      66.221975
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",320,29,      66.036747
